Grasp108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:06:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;957.266602;844.016907;67.700340;1189.315552;924.323486;282.395935;1213.696777;890.143921;479.707367;889.472534;782.532410;34.264267;821.021362;838.225525;35.407787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;957.059692;843.994019;67.773445;1189.510376;924.331848;282.358185;1213.396240;890.084473;479.567871;889.301270;782.528381;34.259319;820.678772;838.229980;35.466339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;956.755615;843.893066;67.856216;1189.655762;924.348938;282.266022;1213.053467;890.112366;479.510681;889.113525;782.611023;34.099873;820.364746;838.341736;35.560837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;956.517517;843.872864;68.119949;1189.888428;924.382019;282.189453;1212.676758;890.027710;479.412140;888.758850;782.921326;33.436981;820.226990;838.469788;35.284412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;956.304565;843.758911;68.436760;1190.199463;924.333923;282.318939;1212.299683;889.920105;479.439575;888.404785;782.978821;33.012211;819.953796;838.679688;35.211544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;955.981079;843.541626;68.827042;1190.451294;924.429016;282.174683;1212.001465;889.862183;479.549988;888.160095;782.850159;32.869736;819.714050;838.760437;35.191471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;955.609924;843.327759;69.383080;1190.696655;924.481384;282.092346;1211.661865;889.829651;479.621613;887.812378;782.618896;32.993488;819.252686;838.804749;35.320778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;955.105164;843.114197;69.980766;1190.900757;924.464050;282.088074;1211.399658;889.769226;479.656616;887.364746;782.327393;33.098442;818.847534;838.846069;35.306625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;954.442932;842.770447;70.886292;1191.090210;924.464844;282.088379;1210.988647;889.692749;479.565308;886.721252;782.061035;33.655319;818.496460;839.033142;35.442684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;953.489136;842.315613;71.954643;1191.309326;924.448792;282.151154;1210.835083;889.663940;479.745483;886.184082;781.301941;33.715519;818.237976;839.179443;35.569588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;952.564941;841.897034;73.112083;1191.592285;924.431702;282.141510;1210.639893;889.634827;479.843536;885.715332;780.434875;33.978672;817.915771;839.350098;35.801807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;951.977539;841.797302;73.994995;1191.970215;924.413452;282.023651;1210.483887;889.575195;479.777588;885.198303;779.895935;33.987827;817.479248;839.485046;35.861656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;951.403687;841.515808;75.108688;1192.243408;924.422913;281.976624;1210.314331;889.557251;479.817993;884.941711;779.444397;33.464867;816.925720;839.648499;36.305489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;950.622192;841.033508;76.286186;1192.436279;924.460571;282.030151;1210.057373;889.586060;479.855316;884.877014;778.335693;33.411491;816.414978;839.771729;36.530602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;949.563843;840.405396;77.596878;1192.674194;924.462402;282.259705;1209.893188;889.560242;479.848846;884.732422;776.446350;34.321083;815.961304;839.825012;37.043484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;948.615662;839.598938;78.785492;1192.946411;924.446411;282.321991;1209.612427;889.628479;479.927429;884.296387;773.938660;36.299801;815.249023;839.847473;37.918175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;947.987122;838.833496;80.318222;1193.049072;924.453430;282.363220;1209.356689;889.678650;479.941620;884.091003;771.869995;37.705170;814.433716;839.723694;38.982792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;947.377563;838.006042;81.634628;1193.033936;924.447205;282.353058;1209.189209;889.689514;479.923767;884.112610;770.036316;39.426041;813.608093;839.445679;40.240047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;946.519287;836.930542;83.387733;1193.019897;924.445862;282.345490;1208.829346;889.672180;480.108368;883.821289;767.969421;42.073162;812.963928;839.099304;41.572014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;945.304321;835.980591;85.476929;1192.950928;924.443298;282.271301;1208.523926;889.710266;480.086761;883.788879;765.283813;44.941467;812.303467;838.371643;44.004570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;944.791809;834.900024;86.778481;1192.838745;924.354614;282.216248;1208.266968;889.737244;480.094910;883.395935;763.240173;47.041420;811.096558;837.410522;46.736679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;944.046997;833.463196;88.290932;1192.536011;924.391968;282.005188;1208.060913;889.730713;480.090637;884.151123;761.193481;48.172691;809.534668;836.027588;50.335384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;943.011353;832.039001;89.586349;1192.361572;924.371643;281.846832;1207.863647;889.690247;480.160187;883.239380;758.697998;51.304829;808.422852;834.259033;53.649204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;941.879089;830.293457;91.781487;1192.108398;924.316162;281.759186;1207.657227;889.642761;480.189117;883.512695;756.129395;52.746685;807.670898;831.893494;56.043266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;941.475159;828.642456;93.150162;1191.666016;924.259094;281.875336;1207.437988;889.574707;480.161987;884.237854;753.711426;54.045582;806.981079;828.711609;58.700798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;940.787720;826.914856;94.881714;1191.433472;924.175354;281.750671;1207.206055;889.412903;480.188049;884.236633;750.767334;56.439037;805.534973;825.017395;61.860039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;940.157410;824.625854;95.995987;1191.238892;924.098755;281.642944;1206.992798;889.351868;480.130524;884.149353;747.527466;58.659267;804.725281;821.508728;65.042633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;939.830200;822.785645;97.190170;1190.897461;923.955933;281.554962;1206.728149;889.201782;480.071320;883.856628;743.555542;62.369469;803.533569;817.863159;68.070206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;938.956177;820.318298;98.626839;1190.578125;923.680237;281.445007;1206.414673;889.112976;479.922729;883.885376;739.920471;64.787888;802.417969;814.212280;70.805641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;937.959534;817.970093;100.292847;1190.160034;923.337402;281.286621;1206.068604;888.867981;479.725342;884.495239;737.261963;65.548012;801.663269;810.636108;73.311508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;937.063293;815.440918;101.818993;1189.345581;922.835876;280.764740;1205.647339;888.720215;479.583130;885.487671;734.080505;66.642174;800.374329;806.810120;76.294327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;935.805481;812.674377;103.537659;1188.447510;922.403381;280.226624;1205.332397;888.521423;479.430847;885.975159;730.295837;68.799881;799.605042;802.936218;79.044411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;935.381165;810.237000;104.428772;1187.705322;922.038940;279.921539;1204.983032;888.278870;479.303345;886.482788;726.494568;70.715187;798.496582;798.904663;82.055962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;934.554810;807.472412;105.775696;1186.949219;921.641113;279.868622;1204.552734;888.102600;479.110016;886.094116;722.107727;74.107391;797.774719;795.119385;84.234619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;933.800049;804.587341;106.995583;1186.184082;921.257568;279.796082;1204.148926;887.945435;478.870697;886.675415;717.940857;76.271393;796.595703;791.346008;86.493965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;932.070190;801.640015;108.571175;1185.050659;920.855713;279.329041;1203.700195;887.774963;478.641632;887.094055;714.265076;78.476791;795.937866;787.369324;88.899605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;931.347229;799.136780;109.812622;1183.670410;920.272949;279.278320;1203.041504;887.549561;478.498779;887.582764;710.749573;79.976799;794.573792;783.499817;91.610779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
