;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;;*54;;;*55;;;*56;;;*57;;;*58;;;*59;;;*60;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
44;;;;940.083191;584.934204;141.255142;897.337463;663.986877;169.300339;1219.174316;813.667603;342.189789;;;;;;;;;;;;;;;;;;;1135.283569;805.094604;140.963120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;;;;940.385437;587.531433;142.678925;896.062805;671.694336;170.252487;1220.178589;813.649353;342.435577;;;;;;;;;;;;;;;;;;;1136.071045;806.648560;141.738632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;;;;938.555054;591.767334;142.812805;894.330872;679.047058;170.208710;1221.443115;813.452515;342.605957;;;;;;;;;;;;;;;;;;;1137.132446;807.820801;142.134003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;;;;937.954102;594.564087;143.032654;892.660339;686.090027;170.194519;1222.796265;813.192383;342.607117;;;;;;;;;;;;;;;;;;;1138.763184;808.438354;142.629929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;;;;937.322693;597.651184;143.039886;890.760132;693.314331;170.668777;1223.980103;812.944092;342.818909;;;;;;;;;;;;;;;;;;;1141.282227;808.717041;142.920731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;;;;936.425964;601.074036;143.965836;889.220398;699.954407;170.221878;1224.674438;812.863159;343.115234;;;;;;;;;;;;;;;;;;;1143.398926;809.679443;142.189499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;;;;935.281250;604.528503;143.533615;887.432251;706.483093;169.804993;1225.151123;812.815247;343.243073;;;;;;;;;;;;;;;;;;;1144.185303;810.700989;142.433258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;;;;933.858948;608.851685;141.755157;885.521851;712.712402;169.442535;1225.931519;812.529480;343.233856;;;;;;;;;;;;;;;;;;;1144.150635;811.501038;143.138641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;;;;932.145996;612.133606;141.426819;883.434082;718.569397;168.993912;1226.662476;812.296509;343.077637;;;;;;;;;;;;;;;;;;;1144.284668;812.286438;144.074066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;;;;930.326782;617.189392;141.359436;882.014099;724.230286;168.127808;1227.379761;812.095093;342.944305;;;;;;;;;;;;;;;;;;;1144.776489;813.275330;144.666245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;;;;930.503418;618.589233;141.240707;879.643250;729.276184;167.397232;1228.042725;811.662292;342.909515;;;;;;;;;;;;;;;;;;;1145.614380;814.253113;145.169098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;;;;928.981201;621.361511;140.269775;877.492126;733.709473;166.303177;1228.594482;811.363342;342.888824;;;;;;;;;;;;;;;;;;;1146.117676;814.813538;145.398605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;;;;927.821655;624.173950;139.834778;875.313599;737.764771;165.274475;1228.740601;811.110107;342.951111;;;;;;;;;;;;;;;;;;;1146.321899;815.252197;145.599365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;;;;926.294312;626.744995;139.736374;872.589478;741.558105;164.183624;1228.842163;810.928162;342.954803;;;;;;;;;;;;;;;;;;;1146.009644;815.892700;145.838409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;;;;925.056519;629.904480;139.287872;869.898682;744.788696;163.122864;1229.088745;810.787659;343.027405;;;;;;;;;;;;;;;;;;;1144.613892;817.191223;146.651123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;;;;925.425659;630.242859;140.042999;867.654785;748.012512;162.097137;1229.117676;810.533630;342.930756;;;;;;;;;;;;;;;;;;;1143.713867;818.210083;147.578217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;;;;923.261719;633.446167;138.864029;865.408875;750.334595;161.144592;1229.331055;810.300415;342.765930;;;;;;;;;;;;;;;;;;;1143.107788;818.926147;148.061264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;;;;921.818787;636.828918;137.010925;862.346924;752.785950;159.552460;1229.440918;810.075928;342.698761;;;;;;;;;;;;;;;;;;;1142.582397;819.370483;148.258179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;;;;922.149292;636.648193;137.419754;859.605530;754.355713;158.514252;1229.487427;809.851624;342.627350;;;;;;;;;;;;;;;;;;;1142.415283;819.582092;148.425385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;;;;920.982361;637.677673;136.891266;856.780579;756.216614;157.109818;1229.495361;809.638977;342.489685;;;;;;;;;;;;;;;;;;;1142.677612;819.401245;147.915634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;;;;919.576050;639.146057;135.913406;854.085510;757.344971;156.212448;1229.460449;809.485046;342.461060;;;;;;;;;;;;;;;;;;;1141.139648;820.167725;148.277359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;;;;919.694458;638.521667;136.022522;851.535583;758.339539;154.806152;1229.074829;809.184387;342.277435;;;;;;;;;;;;;;;;;;;1139.403809;820.803772;148.986771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;;;;918.829407;639.001953;136.059235;848.541321;758.691589;153.619110;1228.946533;808.955078;342.204987;;;;;;;;;;;;;;;;;;;1138.186035;821.257629;149.464294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;;;;917.786377;639.797791;135.971771;845.935303;759.246643;152.987427;1228.801025;808.775024;342.195282;;;;;;;;;;;;;;;;;;;1137.768066;821.445190;149.844833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;;;;915.862183;640.568787;135.254959;843.594849;759.764160;151.709015;1228.599854;808.704468;342.091797;;;;;;;;;;;;;;;;;;;1137.062988;821.868958;149.977631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;;;;915.819153;640.366638;134.893890;841.392639;759.812317;150.753189;1228.410156;808.380310;342.135956;;;;;;;;;;;;;;;;;;;1136.356323;822.201599;150.059906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;;;;914.849487;641.243225;134.569962;838.873169;759.621399;150.150055;1228.035767;808.172852;342.092834;;;;;;;;;;;;;;;;;;;1135.351563;822.614014;149.753815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;;;;912.488464;643.328918;133.033661;836.830627;759.369202;149.708878;1227.605347;808.004578;341.916016;;;;;;;;;;;;;;;;;;;1134.613403;822.530090;149.582779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;;;;911.494690;643.243958;132.604477;834.267395;758.985718;148.822449;1227.281250;807.770447;341.783386;;;;;;;;;;;;;;;;;;;1133.040283;822.692383;149.725754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;;;;910.902161;642.371521;132.562286;831.856750;758.505859;147.888916;1226.988403;807.531006;341.610931;;;;;;;;;;;;;;;;;;;1130.897461;823.357361;150.383682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;;;;912.137939;640.973145;134.249069;829.536377;757.559570;147.344452;1226.493164;807.362000;341.371704;;;;;;;;;;;;;;;;;;;1129.040771;823.638245;150.794724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;;;;912.192810;642.649658;133.804611;827.346802;756.751526;146.934937;1225.853149;807.130493;341.333710;;;;;;;;;;;;;;;;;;;1128.459106;823.560547;151.218582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;;;;909.057739;642.814697;132.520416;825.125000;756.236450;145.905884;1225.476440;806.824463;341.281006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;;;;906.982178;641.967957;131.896484;823.471252;755.518555;145.145386;1224.880981;806.508240;341.335999;;;;;;;;;;;;;;;;;;;;;;1126.124146;823.602173;151.199081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;;;;906.397034;640.802063;131.288330;820.956360;754.657227;144.747787;1224.196655;806.362000;341.303680;;;;;;;;;;;;;;;;;;;;;;1125.268188;823.338745;151.005402;938.583008;722.313538;103.761658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;;;;906.537476;639.795593;131.960983;818.828674;753.891235;143.809708;1223.211792;806.357544;341.316132;;;;;;;;;;;;;;;;;;;;;;1124.423218;823.168396;151.076508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;;;905.302246;640.137268;132.312561;817.407715;753.197510;143.050537;1222.586426;806.239563;341.276520;;;;;;;;;;;;;;;;;;;;;;1123.631104;822.986877;151.537796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;;;;903.526184;640.412231;131.743042;816.101440;752.423584;142.720520;1222.109741;806.032104;341.236664;;;;;;;;;;;;;;;;;;;;;;1121.670288;823.466980;152.082520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;;;;901.848511;640.717468;130.951355;814.593445;751.813354;142.361298;1221.651489;805.858459;341.122742;;;;;;;;;;;;;;;;;;;;;;1120.023804;823.768005;152.659836;;;;934.340515;720.866638;105.242119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;;;;901.935120;639.521118;131.264267;812.879700;751.417053;141.662628;1221.119873;805.771118;341.109009;;;;;;;;;;;;;;;;;;;;;;1118.655151;823.691467;152.773788;;;;931.911377;720.841614;104.311340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;;;;900.537415;638.731140;131.369659;811.274780;751.055115;140.750504;1220.497070;805.676514;341.172943;;;;;;;;;;;;;;;;;;;;;;1117.508301;822.983765;153.052414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;;;;898.769287;638.405457;130.990448;809.558594;750.591431;139.735657;1219.696167;805.579773;341.292999;;;;;;;;;;;;;;;;;;;;;;1116.496826;822.727905;153.003571;;;;;;;930.827515;722.720581;105.260468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;;;;897.911377;637.952698;130.643860;808.953308;749.809326;139.334274;1219.000610;805.118530;341.494720;;;;;;;;;;;;;;;;;;;;;;1115.701416;822.729370;153.009247;;;;;;;929.470764;720.728333;104.712257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;;;;897.662048;636.890686;131.733322;806.925110;749.304077;139.025482;1218.418701;804.898987;341.564117;;;;;;;;;;;;;;;;;;;;;;1115.009277;822.673767;152.980423;;;;;;;927.864441;718.614197;104.259163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;;;;896.021484;636.100281;131.050247;805.338989;749.242371;137.619522;1217.852295;804.764954;341.370087;;;;;;;;;;;;;;;;;;;;;;1113.579834;822.471741;153.376328;;;;;;;926.459595;718.060730;103.909767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;;;;893.610229;636.679810;130.066223;803.889709;748.529663;135.884323;1217.450439;804.539795;341.167206;;;;;;;;;;;;;;;;;;;;;;1112.199097;822.180908;153.325775;;;;;;;926.265930;718.354919;105.535454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;;;;892.758972;635.764404;130.972412;802.481934;747.479065;134.863892;1216.962769;804.319214;340.933655;;;;;;;;;;;;;;;;;;;;;;1112.217773;821.367188;152.924515;;;;;;;925.787903;717.798645;106.296806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;891.920715;634.743896;130.343063;800.724487;746.882813;133.367996;1216.513794;804.125488;340.893463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;924.650940;716.802734;105.268486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;;;;890.355347;634.200378;128.557419;799.652222;746.238098;132.216843;1215.876587;803.849182;340.820282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;923.323975;716.464172;103.787758;1110.100586;820.797241;152.925934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;;;;889.528503;633.460571;127.771484;798.366455;745.062134;130.507523;1215.289063;803.484009;340.816925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;923.520508;715.443970;104.651695;1108.655762;820.285095;153.487061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;;;;888.197327;633.110046;128.238449;797.336670;743.863953;129.231491;1214.713867;803.285767;340.786621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;923.210083;714.432556;105.437263;1107.978149;820.086792;153.632980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;;;;886.401611;632.363525;128.034668;;;;1214.359619;803.136963;340.764374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;922.041199;713.933594;104.869034;1107.547119;819.820190;153.705032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;885.380737;631.725037;126.074570;;;;1213.657837;802.905457;340.589203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;919.811279;713.979004;104.534554;1107.280884;819.248474;153.668182;795.460632;742.213074;128.818008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;885.519043;630.390076;125.262939;;;;1213.096191;802.640259;340.478729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;918.327332;713.867920;104.440323;1106.831177;819.011780;153.391983;794.374451;748.369019;132.652374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;;;;884.322327;629.685669;124.781815;;;;1212.596191;802.281799;340.236633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;918.409790;714.305725;105.014053;1106.293213;818.591187;152.993896;794.054138;752.166626;134.812637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;;;;884.445435;628.649170;123.563019;;;;1212.182617;801.903503;340.054077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;917.892456;713.534363;105.276833;1105.296021;817.937622;152.966217;793.555908;752.617798;135.523956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
