Grasp125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:38:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;835.187683;463.798737;78.078300;908.052246;556.788513;142.758347;995.762512;803.097900;270.715149;1069.656494;811.001892;455.897217;893.511047;477.068542;75.145180;;;;;;;;;;;;;;;;;;;;;;;;
2;833.533997;464.787292;83.684456;907.036255;557.899841;147.271042;996.221741;805.051147;271.896942;1070.653931;811.407532;456.428772;892.429626;477.389191;81.037323;;;;;;;;;;;;;;;;;;;;;;;;
3;831.940613;465.584076;89.898361;906.200867;558.907959;152.230911;997.319885;806.699646;272.697723;1071.341187;811.977966;456.836884;891.584473;477.800262;86.389801;;;;;;;;;;;;;;;;;;;;;;;;
4;830.596191;466.540924;95.910843;905.739685;559.566528;157.119080;997.883423;808.911194;273.786804;1071.724243;812.504517;457.074646;890.175598;478.568451;91.276527;;;;;;;;;;;;;;;;;;;;;;;;
5;829.455994;467.549438;101.540497;905.502075;560.639526;161.684509;998.338928;810.560059;274.926910;1072.192139;812.907349;457.475616;888.620911;478.303406;97.134621;;;;;;;;;;;;;;;;;;;;;;;;
6;828.538147;468.324036;107.474709;905.156372;561.974609;165.871124;998.888428;813.014404;276.412842;1072.764404;813.499939;458.071350;887.308167;478.708740;102.261658;;;;;;;;;;;;;;;;;;;;;;;;
7;827.538818;468.897583;114.023880;904.734253;563.360229;170.252106;999.522522;814.834534;277.784149;1073.173462;814.076843;458.775360;886.049683;480.059143;106.841667;;;;;;;;;;;;;;;;;;;;;;;;
8;826.699585;469.653839;120.215485;904.418518;564.945251;174.989166;1000.165405;816.954468;279.156555;1074.142212;814.721191;459.380524;884.610046;481.878479;111.426514;;;;;;;;;;;;;;;;;;;;;;;;
9;826.114807;470.850922;126.056885;904.143372;566.447998;179.363998;1001.426147;818.905823;280.274902;1074.707642;815.282898;459.819702;883.111145;483.696167;116.036209;;;;;;;;;;;;;;;;;;;;;;;;
10;825.702698;472.061005;132.035614;904.105591;567.999207;182.883240;1002.316223;820.922546;281.230896;1075.066162;815.924744;460.218689;881.655762;485.400818;120.892952;;;;;;;;;;;;;;;;;;;;;;;;
