Grasp11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;12:53:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;520.363342;672.349731;86.233192;465.441284;580.475769;82.456535;426.932495;712.814209;120.272362;166.872253;850.590820;316.437897;217.040695;817.657593;183.358307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;520.051147;670.175842;94.146194;465.363983;578.686279;90.457672;426.180328;711.330566;125.887337;166.510269;850.797119;316.941345;215.867996;817.112488;184.835342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;519.378052;668.595764;101.847679;464.951080;576.843323;98.364227;425.054138;709.985657;131.164917;166.063782;851.093018;318.087555;214.753647;816.696411;185.994431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;518.687622;666.573242;109.814224;464.862396;574.804810;105.806061;423.562927;708.541382;136.597305;165.588577;851.449036;319.016541;213.742538;816.330200;187.307404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;518.056641;664.723206;117.456314;464.066620;573.078796;114.194275;422.630524;706.958313;142.079849;165.045425;851.840576;319.758057;212.643219;815.885376;188.907608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;517.074402;662.704468;125.308258;463.561737;571.120178;122.162300;421.592102;705.591003;147.408997;164.659241;852.179810;320.476990;211.945145;815.550171;190.213043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;516.089417;660.751953;132.787338;462.751709;569.316101;130.638046;420.286865;704.017090;152.696136;164.380447;852.587646;321.007355;210.680267;814.922791;192.173706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;514.881470;658.829346;140.226364;462.079163;567.329041;138.657028;418.884552;702.383606;158.448242;164.030273;853.108643;321.412476;209.795303;814.197205;193.619797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;513.688782;656.802795;147.268158;460.886322;565.535156;146.958145;417.087189;700.826416;163.889114;163.586700;853.448364;322.377075;209.000031;813.540283;194.925507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;512.346985;654.825317;154.720779;459.943878;563.580811;154.679886;415.581818;698.970703;169.511047;163.174393;853.933777;323.579498;208.016983;812.754028;196.719589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;510.885345;652.926147;161.757507;458.650787;561.723755;162.633408;413.867188;697.241577;174.656525;162.527771;854.308167;324.786591;207.195679;812.210266;198.175293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;509.362274;651.006104;168.919815;457.471222;559.980652;170.312088;412.217529;695.169800;179.722244;162.123886;854.587585;325.526062;206.182983;811.794373;199.734985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;507.453461;649.113586;176.175949;456.012665;557.876038;177.771942;410.450439;693.574646;184.400406;161.979996;854.893433;326.116516;205.111038;811.152161;201.331207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
