Grasp120;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:09:23;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;807.241028;790.379150;35.038017;945.048584;804.915283;66.942184;1099.590332;895.375122;266.497803;1165.564575;873.339905;446.466492;878.020874;736.427612;33.278713;;;;;;;;;;;;
2;807.192688;790.287903;35.066887;945.008972;804.902283;66.980347;1099.106201;895.460449;266.461365;1165.592529;873.341187;446.487976;878.062744;736.423767;33.239384;;;;;;;;;;;;
3;807.263611;790.336060;35.139046;944.835083;804.931824;67.202156;1098.933838;895.382751;266.716125;1165.562134;873.272156;446.599304;878.110474;736.231567;33.636990;;;;;;;;;;;;
4;807.359680;790.353638;35.180656;944.755188;804.916382;67.404068;1098.970215;895.372070;266.941040;1165.671265;873.176697;446.757019;878.085205;735.945496;34.083370;;;;;;;;;;;;
5;807.420227;790.420227;35.287304;944.649353;804.782959;67.888557;1098.973022;895.408569;267.381287;1165.827148;873.048950;447.128418;878.184814;735.633057;34.420593;;;;;;;;;;;;
6;807.361023;790.431702;35.517262;944.451721;804.773376;68.093094;1099.009644;895.522461;267.790344;1165.780762;873.047791;447.284851;878.597534;735.382080;34.547626;;;;;;;;;;;;
7;807.404175;790.445679;35.831509;944.358765;804.769104;68.331276;1098.919067;895.792053;267.935822;1165.823120;872.924316;447.306519;878.978394;734.924927;34.581455;;;;;;;;;;;;
8;807.703613;790.351318;36.523380;944.507385;804.997559;68.066376;1098.657715;896.356506;268.385956;1165.701660;872.857971;447.447449;879.224670;734.420837;34.518826;;;;;;;;;;;;
9;807.647705;790.315125;37.079678;944.481079;804.751648;68.636803;1099.058228;896.396912;268.559174;1165.591187;872.759949;447.501923;879.434570;733.957458;34.456184;;;;;;;;;;;;
10;807.480896;790.330627;37.811264;944.389221;804.403076;69.748741;1099.274536;896.538574;268.625244;1165.378418;872.719116;447.531799;879.636414;733.407043;34.382076;;;;;;;;;;;;
11;807.120422;790.532776;39.205044;944.189514;804.027283;70.541534;1099.344604;896.752869;268.752899;1165.214111;872.731934;447.636292;879.880005;733.080811;33.936127;;;;;;;;;;;;
12;806.895386;790.170532;41.136143;944.368042;803.852905;71.204430;1099.544678;896.808167;268.666107;1165.068237;872.749146;447.807495;880.194763;732.443176;34.146626;;;;;;;;;;;;
13;806.777954;790.019897;43.366119;944.209595;803.445374;71.698265;1099.502686;896.964844;268.733093;1164.828003;872.816345;447.711945;880.187622;731.778503;35.323044;;;;;;;;;;;;
14;805.967163;789.934875;45.367638;944.126526;803.284119;72.464607;1099.620728;896.873352;268.757782;1164.533569;872.866577;447.717133;880.209534;730.955872;36.962177;;;;;;;;;;;;
15;805.750610;789.615295;47.986065;943.908875;802.948181;73.115166;1099.521606;896.786316;268.778748;1164.382080;872.902832;447.834320;879.950012;730.141418;38.749252;;;;;;;;;;;;
16;805.619690;789.231384;50.310650;943.672058;802.451965;74.088196;1099.526489;896.584229;268.839172;1164.106812;872.914734;447.728485;879.150940;729.406433;40.973133;;;;;;;;;;;;
17;805.190430;789.139954;52.731358;943.398743;801.931885;75.368202;1099.373169;896.278564;269.080688;1163.823975;873.062683;447.708771;878.522949;728.641602;43.486439;;;;;;;;;;;;
18;804.538940;788.953430;55.403679;943.096375;801.582153;76.190231;1099.229492;895.992310;269.155548;1163.530762;873.119873;447.743469;878.415161;727.675537;45.201488;;;;;;;;;;;;
19;804.277588;788.472168;58.070961;943.054810;801.163696;76.912430;1098.990723;895.656067;269.329651;1163.250366;873.174133;447.731293;878.398315;726.618286;46.697990;;;;;;;;;;;;
20;803.843323;787.939758;60.013363;942.807007;800.294128;77.924377;1098.826660;895.321411;269.513336;1163.064941;873.152466;447.645020;878.199524;725.242371;49.079346;;;;;;;;;;;;
21;803.118286;787.031372;62.860687;942.181152;799.060669;79.484833;1098.669922;895.137939;269.476715;1162.848511;873.151367;447.470520;877.550537;724.018860;51.816757;;;;;;;;;;;;
22;802.694824;786.026733;65.504517;941.472229;798.037537;80.852013;1098.317505;894.905090;269.768250;1162.651001;873.218689;447.396332;877.028259;722.277161;53.515171;;;;;;;;;;;;
23;801.924133;784.964722;68.408020;940.880615;797.215149;81.981995;1097.947144;894.794678;270.084930;1162.286987;873.286743;447.127014;877.389038;720.122192;55.972889;;;;;;;;;;;;
24;801.327881;783.816406;71.060448;940.409180;796.441772;83.556328;1097.333008;894.740173;270.370972;1161.869751;873.251343;446.838959;877.097900;718.578796;57.633888;;;;;;;;;;;;
25;800.726196;782.344727;73.436188;939.611389;795.115601;85.172920;1097.003052;894.572388;270.560730;1161.661743;873.157227;446.739532;876.390076;716.925354;60.081593;;;;;;;;;;;;
26;799.703491;780.658752;76.115471;938.853088;793.730347;86.279022;1097.207642;894.185730;270.295258;1161.467407;873.036987;446.563416;875.785645;715.088074;62.888214;;;;;;;;;;;;
27;798.944702;779.183105;78.131813;938.263611;792.609192;87.639084;1097.442261;893.882202;270.015137;1161.311279;872.885803;446.517548;875.322815;712.966492;65.458740;;;;;;;;;;;;
28;798.275879;777.225098;80.942520;937.331055;791.237976;88.967552;1097.376831;893.647888;269.841431;1161.176758;872.707947;446.418335;874.983582;710.940308;68.005569;;;;;;;;;;;;
29;797.026062;775.649963;83.391113;936.272583;789.668884;90.690239;1097.211914;893.308350;269.711700;1160.976074;872.620789;446.372681;874.355957;708.619812;70.578720;;;;;;;;;;;;
30;;;;935.285461;788.302917;92.204842;1097.087891;892.856934;269.599731;1160.725098;872.427124;446.234009;874.022278;706.567688;73.239975;;;;;;;;;;;;
31;;;;934.291870;786.677795;93.374207;1096.833130;892.227112;269.408478;1160.522217;872.269958;446.083099;873.791077;703.928162;76.384033;795.399109;772.252258;88.290833;;;;;;;;;
32;;;;933.071472;785.054688;94.555428;1096.235107;891.507202;269.340424;1160.044556;872.168274;445.794189;873.137085;701.620117;78.410065;794.254150;770.727417;91.019592;;;;;;;;;
33;;;;931.763550;783.424988;96.034851;1095.446045;890.816101;269.127838;1159.771851;871.926147;445.648621;872.993347;699.259338;80.724739;793.063232;768.809631;93.852242;;;;;;;;;
34;;;;930.472046;781.357788;97.558258;1094.885376;890.265381;269.072113;1159.032959;871.873962;445.232422;871.886353;697.225342;83.674606;791.574402;767.363647;95.869995;;;;;;;;;
35;;;;929.072815;779.853882;99.254631;1094.819092;889.629028;268.682678;1158.475952;871.736084;444.949036;870.786865;694.956909;86.333221;790.672485;765.795105;98.469925;;;;;;;;;
36;;;;928.226013;777.960449;100.242020;1094.179077;888.887268;268.280731;1158.146362;871.467651;444.522003;871.066589;692.288696;88.815033;789.625366;764.205383;100.635384;;;;;;;;;
37;;;;927.028198;776.126709;101.377975;1092.860596;887.927368;268.019501;1157.848389;871.218506;444.385071;870.050903;689.872925;90.478699;788.290588;762.575500;102.801338;;;;;;;;;
38;;;;925.771851;774.064880;102.552673;1091.035767;887.356995;268.302124;1157.466797;870.937988;444.125854;869.420715;687.395813;92.506340;787.115662;760.972107;104.449089;;;;;;;;;
39;;;;924.280090;772.177063;103.857788;1089.528320;886.891663;268.351898;1156.990723;870.572205;443.859955;868.833801;685.137207;95.229240;785.962158;759.513855;106.457970;;;;;;;;;
40;;;;922.868652;770.279480;104.771698;1088.161621;886.068604;268.479401;1156.497925;870.249512;443.464447;867.772949;683.015503;96.974434;784.525146;758.085693;108.239494;;;;;;;;;
41;;;;921.957153;768.300171;105.743286;1086.813721;884.947632;268.338379;1155.618286;870.022522;442.799683;867.301147;680.383423;99.140350;783.211853;756.412109;109.571091;;;;;;;;;
42;;;;920.377014;766.124939;106.847282;1086.261353;883.602661;268.085052;1154.801025;869.627014;442.322723;867.188354;677.745300;100.705025;781.780212;754.774902;111.478912;;;;;;;;;
43;;;;918.862671;764.360962;107.421356;1086.329834;882.327515;267.243225;1154.179077;869.327332;441.975098;866.264099;675.338562;101.834160;780.636780;753.007690;112.738075;;;;;;;;;
44;;;;917.300842;762.213623;108.258965;1084.920288;881.347717;266.329620;1153.694946;869.057068;441.751495;865.553223;673.140686;103.769844;779.340149;751.447266;114.177872;;;;;;;;;
45;;;;916.053711;760.559143;109.207710;1083.895752;880.318481;266.026215;1152.797363;868.851563;441.031342;864.338196;671.287537;105.050766;778.103149;749.605225;115.677795;;;;;;;;;
46;;;;914.958923;758.317017;110.015923;1083.013550;879.016968;265.942322;1151.892700;868.542847;440.407623;863.391418;669.153259;106.387207;776.342896;747.938171;116.826408;;;;;;;;;
47;;;;913.586853;756.675537;110.240005;1080.929199;878.395020;265.737335;1150.783447;868.050171;439.942993;862.455627;667.507751;107.613243;775.064697;746.207581;117.771851;;;;;;;;;
48;;;;911.617920;754.943481;110.847664;1078.762085;877.557556;265.417908;1149.930176;867.339417;439.747559;861.530640;664.971558;108.529793;773.670959;744.478210;119.197502;;;;;;;;;
49;;;;910.260925;753.276794;111.437729;1077.094971;876.471130;265.241577;1149.140503;866.911316;439.164490;861.506287;662.112244;109.600113;772.013000;742.940430;120.019989;;;;;;;;;
50;;;;909.189758;751.204895;111.940987;1076.156250;875.267151;264.890656;1148.177246;866.678528;438.400146;861.173279;659.434937;110.679138;771.250549;741.335815;120.239510;;;;;;;;;
51;;;;907.747681;749.318970;112.302498;1074.984619;874.157227;264.206390;1147.291260;866.441040;437.676971;860.787842;657.419250;111.157623;769.837952;739.864075;121.082916;;;;;;;;;
52;;;;906.381714;747.609558;112.450256;1074.140625;872.268799;263.408478;1146.436401;866.013733;437.222900;859.678345;655.417236;112.126991;768.733398;738.052673;122.199516;;;;;;;;;
53;;;;904.754883;746.030396;113.166313;1073.050659;871.210693;262.699005;1145.509277;865.491699;436.546356;858.735168;653.484009;112.541924;767.552307;736.149536;122.619263;;;;;;;;;
54;;;;903.558472;744.355957;113.144310;1071.354736;870.341125;262.037109;1144.552612;865.080566;435.814087;858.113342;651.616394;112.725067;766.255371;734.147400;123.326126;;;;;;;;;
55;;;;902.420471;742.831421;113.182198;1069.234253;869.420105;261.775391;1143.396362;864.641724;435.536377;857.390564;649.841187;112.726547;765.232300;732.451294;122.897247;;;;;;;;;
56;;;;901.050964;741.128540;112.592735;1067.767822;868.578735;261.484314;1142.218140;864.153198;435.703400;856.563110;647.843323;113.345657;763.973877;730.507629;122.866844;;;;;;;;;
57;;;;899.907166;739.448792;112.430962;1066.679688;867.469849;260.761993;1141.099609;863.693848;435.111359;855.915833;645.480408;114.098114;763.313843;728.794495;122.927551;;;;;;;;;
58;;;;898.743347;737.983521;112.680664;1065.793091;866.236633;259.929291;1139.922729;863.447571;434.228851;855.492432;644.057861;114.054161;762.370972;726.918030;123.099693;;;;;;;;;
59;;;;897.489563;736.392395;112.549393;1065.066284;865.073975;259.395782;1139.062988;863.062012;433.696747;855.230164;642.167664;113.968933;761.166077;725.157349;123.551048;;;;;;;;;
60;;;;896.810791;735.111694;112.499702;1063.315430;864.174500;259.190765;1138.343872;862.605591;433.287964;854.749390;640.657898;113.987343;760.057434;723.189514;123.522629;;;;;;;;;
61;;;;895.595886;733.712524;112.130997;;;;1137.323242;862.118103;432.658325;854.351196;639.359070;113.777634;758.624878;721.458313;123.669502;;;;;;;;;
62;;;;894.395752;732.137756;111.884445;;;;1136.404663;861.843384;432.069092;853.559631;638.152344;113.666763;757.800049;719.479675;123.418587;;;;;;;;;
63;;;;893.480774;731.147522;112.108093;;;;1135.688110;861.536377;431.697083;853.140442;636.430176;113.418915;756.829468;718.085693;123.538788;1059.427490;860.941101;258.226105;;;;;;
64;;;;892.552673;729.767822;112.288879;;;;1134.974731;861.234009;431.659637;852.250977;634.492310;113.827087;756.034241;716.535278;123.526390;1057.841309;860.679199;257.678040;;;;;;
65;;;;891.732483;727.985107;111.957298;;;;1133.526855;860.611206;431.428680;852.260132;632.985168;113.805428;755.026794;715.059204;123.045357;1056.968628;859.840881;257.118530;;;;;;
66;;;;891.138672;726.604797;111.668282;;;;1132.419312;860.552307;430.986084;852.423340;631.213074;113.825302;754.455017;713.264587;122.643906;1055.785034;858.871277;256.479248;;;;;;
