Grasp124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:48:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;
10;898.542908;497.528748;63.405903;761.206055;483.107239;29.753641;1007.385681;619.788635;271.824646;833.777649;429.130096;31.401863;1085.777832;684.831360;460.484558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;898.206665;497.770966;63.975788;761.198364;483.601257;30.283792;1007.769897;620.455017;272.011932;833.780151;429.195618;31.876499;1086.113037;684.906067;460.348663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;898.167725;497.986603;64.641930;761.226746;483.953583;30.655363;1008.156738;621.396484;272.147552;833.785217;429.302063;32.508877;1086.427124;685.097778;460.262268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;898.197144;498.413818;65.266876;761.158997;484.237854;31.255194;1008.823792;622.444397;271.890839;833.898438;429.339264;33.343445;1086.820679;685.258301;460.188538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;898.205688;499.028290;66.604118;761.189270;484.394318;31.778717;1010.105591;623.182678;271.450958;833.970825;429.594666;34.611969;1087.167969;685.586853;460.274719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;898.109070;499.846039;67.844002;761.342102;484.512726;33.034267;1010.846863;624.487061;271.692566;833.557312;429.846832;36.346516;1087.576660;685.832764;460.335815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;898.281921;500.483704;68.618744;760.538391;485.203613;34.908062;1011.383484;626.052490;271.898499;833.410950;430.296570;38.358639;1088.309448;686.072083;460.465790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;897.937378;501.102692;69.721367;760.946960;485.949310;37.607422;1012.135620;627.317444;271.626251;833.064697;430.817810;40.183380;1089.133057;686.331909;460.597900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;898.009827;502.002869;72.121010;760.576721;486.885162;41.506180;1013.382385;628.628235;272.373718;832.728699;431.617157;42.868999;1090.010254;686.600464;460.488831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;898.193176;502.796082;73.549591;760.016968;487.834259;45.299744;1014.489258;630.105164;272.991699;832.369446;432.253540;45.702709;1090.884399;686.928467;460.328308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;898.286804;504.280090;75.295189;760.418701;488.876984;48.859848;1015.925232;631.923950;272.504333;831.946106;433.187042;49.198730;1091.882446;687.253479;460.338287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;898.410278;505.395081;77.430794;760.819336;490.141815;52.979118;1017.935791;633.690979;272.442169;831.752075;434.267242;52.552979;1092.688110;687.814636;460.316223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;898.741455;506.399536;80.309105;760.834229;491.524445;57.298866;1019.842346;635.375244;272.309143;831.614136;435.277374;56.518589;1093.459351;688.413391;460.456665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;899.202576;507.735107;82.559547;760.866150;493.211456;61.479755;1021.556641;637.258240;272.320953;831.333496;436.143280;61.045589;1094.008301;689.092407;460.060730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;900.058411;509.283173;85.446381;760.966125;494.667114;66.262672;1023.849854;638.948975;271.951996;831.464539;437.049896;65.684860;1095.335327;689.815308;459.956451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;900.731567;510.410858;88.032730;761.386353;496.188721;71.596825;1026.393188;640.651428;271.979523;831.947205;438.143860;70.535789;1096.585449;690.338928;459.907990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;901.344116;511.617706;91.109093;761.986206;497.820313;76.929901;1028.740601;643.235718;272.336670;832.496582;439.055481;75.653419;1097.782837;691.113403;460.375824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;902.544800;512.763977;94.214180;762.946289;499.579102;82.079788;1030.398682;645.419250;272.879669;833.133606;439.759186;81.065987;1098.711304;691.955078;460.482483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;903.934082;514.103210;97.711365;764.203064;501.179932;88.047180;1032.449829;647.796265;272.884583;833.870483;440.653778;87.263504;1100.288940;692.723877;460.117340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;905.262085;515.440063;100.644447;765.556335;502.351807;94.368614;1035.723389;649.555664;273.033905;835.398010;441.789246;93.112106;1102.107422;693.335876;460.037445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;906.773376;516.692566;104.187042;767.015869;503.892059;100.811455;1039.359131;651.342346;272.927795;837.154236;442.875214;99.278458;1102.812622;694.385498;460.369476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;907.661804;518.358521;108.449738;768.609924;505.315674;107.213936;1041.140137;654.047241;273.446472;839.013184;443.443146;105.814713;1104.219849;695.368225;460.341248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;909.386353;520.086182;112.078629;770.296570;506.625916;113.968941;1043.498169;656.514343;274.242340;840.807007;444.519562;111.418686;1106.060547;696.210693;460.095734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;911.924194;521.201782;115.518661;772.376587;507.957031;121.305344;1046.648315;658.467285;274.482910;842.760681;445.872559;117.602699;1107.636108;696.950562;460.332764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;913.910645;522.867432;119.216171;774.871277;508.819397;129.252197;1049.666748;660.629089;275.550537;844.508301;447.101074;124.221535;1109.584229;697.715271;460.936371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;915.605469;524.198242;123.382683;777.096497;509.972412;136.998398;1051.754272;663.111877;276.113525;846.847046;448.432434;129.758759;1111.077759;698.748047;460.839691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;917.029236;526.226685;127.562279;779.612305;511.254059;144.906204;1055.547119;665.105286;276.875763;848.768311;449.798767;135.162308;1112.522705;699.715881;460.726318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;918.659058;528.194641;131.488281;782.702393;512.353882;152.981918;1058.931763;666.915955;277.773590;850.911743;451.276337;140.764709;1113.962769;700.495789;461.280396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;921.272827;529.970093;135.577057;785.712219;514.166748;160.966660;1061.653687;669.224915;278.097168;853.239380;452.874939;146.302734;1116.386963;701.227051;461.739471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;923.378906;531.235291;139.907776;789.000305;515.934998;169.006104;1064.812988;671.637268;279.113007;855.029602;454.510284;152.034592;1118.411377;702.150757;461.498535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;925.466553;533.319763;143.774170;792.105591;517.925842;177.103592;1067.772949;673.159912;279.756195;856.974792;456.672699;157.781494;1119.604614;703.027771;461.862396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;927.436218;535.116272;147.040817;795.004028;520.687561;184.528534;1070.406860;675.918884;280.590881;858.914429;458.691254;163.166229;1121.395874;703.831055;462.515381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;928.926575;537.595093;151.011749;798.472595;523.459595;192.346329;1073.485840;677.881958;281.311981;860.675720;460.920654;168.321579;1123.276733;704.596741;462.632111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;931.238586;539.497986;154.709641;802.215637;525.899597;199.391891;;;;862.509399;463.189667;173.490448;1125.195435;705.429016;462.919739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;933.361938;541.385864;158.297943;805.492188;529.114746;205.760742;;;;864.454407;465.515533;178.552856;1126.623657;706.097412;463.652405;1078.959961;681.586731;283.591644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;935.655884;543.513000;162.090210;808.412964;532.635254;212.747635;;;;865.723755;468.172333;184.100403;1128.000488;706.878235;463.926971;1082.249878;683.163757;284.504272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;937.732239;545.507568;165.435577;811.374695;536.351440;219.503525;;;;867.539246;470.840240;188.501877;1130.103760;707.443970;464.183258;1085.592163;684.897034;284.985474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;939.712646;547.442810;168.553940;814.438477;540.109619;225.336594;;;;868.835999;473.470581;192.839584;1131.787476;708.206970;464.579956;1087.617554;686.826477;285.935791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;940.694763;550.097717;172.000504;817.606812;544.369812;231.135757;;;;870.127625;476.535187;197.029556;1132.828369;708.924255;465.021729;1089.909424;688.970703;286.934662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;942.076843;552.788208;175.512207;820.381958;548.220154;237.362900;;;;870.960083;479.323853;200.749832;1134.466553;709.601318;465.625977;1093.571533;689.904480;287.453979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;943.901550;555.232178;177.940582;822.931824;552.615784;242.092270;;;;871.895691;482.524353;204.474579;1136.121948;710.007202;466.140900;1096.683594;691.587769;288.053162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;945.262329;557.467041;180.737534;825.217224;557.459167;246.845566;;;;872.225830;485.504364;208.376923;1138.217773;710.521851;466.386230;1098.785278;693.216064;289.358337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;946.506836;560.236572;183.596039;827.835938;562.046204;250.665817;;;;872.192383;488.373169;212.390106;1139.211548;711.173218;466.652008;1102.012451;694.087341;289.984833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;947.306519;563.087219;185.720032;830.087830;567.202393;255.033920;;;;872.465393;491.520142;215.562012;1140.290894;711.752319;467.286407;1104.474854;695.627075;291.236359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;948.040405;566.102661;188.086105;831.794312;572.264099;258.237457;;;;872.519226;495.053070;218.471603;1141.654541;712.193665;467.475281;1106.298462;697.064392;291.949768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;948.967468;569.052673;190.070679;833.224243;576.999878;260.845490;;;;872.892944;498.842743;220.544220;1143.205688;712.412109;467.811066;1109.297729;697.857544;292.174774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;949.373169;571.832886;192.044922;835.232666;582.442871;263.346649;;;;873.286194;502.910248;222.677231;1144.455078;712.860657;468.047455;1111.212646;699.523132;293.014679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;949.888489;575.039246;193.093216;836.180908;587.681519;265.332367;;;;873.254517;506.777008;224.619843;1145.680908;713.319946;468.218262;1112.702637;700.947876;293.523071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;950.683716;576.731812;195.148956;836.784851;593.212341;266.998657;;;;872.674988;511.264221;226.294296;1146.496704;713.666443;468.490387;1115.426147;701.476013;294.133362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;950.679565;579.783936;196.846649;838.040771;598.709656;268.304718;;;;872.721741;515.472595;226.698288;1147.538818;714.065247;469.033264;1117.941406;702.429688;294.520721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;950.631958;583.299988;197.825073;838.087585;604.468567;269.074188;;;;871.537354;520.404663;227.111465;1148.592651;714.350220;469.250000;1119.503784;703.694519;295.366547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;951.716675;585.909302;198.488525;838.848511;610.481689;269.659882;;;;871.010498;524.225281;227.443268;1149.950439;714.580322;469.227753;1120.347412;704.429504;295.751801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;951.133728;588.689087;199.499268;838.970825;616.023071;269.460938;;;;869.969360;528.607117;227.813370;1150.972778;714.809631;469.615387;1122.062378;705.091431;295.823608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;950.610168;591.284607;199.508408;839.041870;622.185669;269.176270;;;;868.695190;533.012939;227.513138;1151.762573;714.947021;469.660492;1123.622803;705.945862;295.835083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;949.966736;594.386719;199.031342;838.921692;627.976868;268.414612;;;;867.290833;537.288513;226.231918;1152.381958;715.153870;469.702179;1125.865967;706.427063;296.078644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;949.871094;597.438477;198.583466;838.850647;633.804443;266.858246;;;;865.502869;541.617249;225.540604;1152.849854;715.275024;469.825195;1126.575073;707.018555;296.237274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;949.538635;600.449524;198.034897;838.807617;639.690491;266.422272;;;;863.162659;545.383606;224.608597;1153.385254;715.437195;469.764313;1126.572266;708.102539;296.214752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;949.025330;603.382019;197.601761;838.248657;644.872131;264.220551;;;;860.996155;549.296570;223.318634;1154.118286;715.475708;469.668793;1126.897827;709.037537;296.153656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;948.024536;606.441162;196.691055;837.695984;649.818298;261.750641;;;;859.443481;553.313110;221.636292;1155.112671;715.514954;469.794373;1127.795410;709.540405;295.741394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;946.737549;609.328796;195.483444;837.063232;654.869690;259.404236;;;;857.923462;557.574890;219.623245;1156.027222;715.526611;469.819580;1128.367432;710.129395;295.535156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;946.877075;612.113342;194.477570;836.151001;659.818054;256.473389;;;;856.379761;561.539795;217.213226;1156.501099;715.718262;469.781189;1128.529053;710.610962;295.307770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;946.067444;615.076660;192.707275;835.045837;664.098877;253.658539;;;;854.311340;565.416748;214.434128;1156.625366;715.850281;469.470978;1128.637939;711.042725;294.991333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;945.301086;617.354126;191.273361;833.854797;668.602539;250.704391;;;;853.199036;568.649292;210.909393;1156.868530;715.937134;469.395966;1128.867310;711.467529;294.364319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;943.831970;620.440308;189.568237;832.469910;672.813232;247.269913;;;;851.830933;572.021057;207.903366;1156.984985;716.019043;469.307892;1129.380249;711.701294;293.700714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
