;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
154;834.213562;496.259979;92.499481;961.531555;789.719788;226.028793;914.054382;492.408630;91.060791;925.664673;592.365601;113.064270;;;;1025.347900;834.470337;348.198730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;837.252258;498.789398;92.638771;963.394348;793.066467;226.053558;916.036499;495.241089;92.202332;928.102112;595.419800;113.883453;;;;1026.602051;836.511108;348.244110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;840.237183;501.631805;92.801102;965.484680;796.431885;225.310287;918.344971;498.281799;93.526535;930.482971;598.716064;114.813126;;;;1028.178101;838.742554;348.323517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;843.414246;504.722870;93.051491;967.574463;799.627014;225.375854;920.363953;501.458252;94.462791;932.684265;601.629639;114.955826;;;;1030.303833;840.461060;348.465271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;846.383240;508.139191;92.970787;969.807922;802.886658;225.154358;922.187134;504.974548;95.927025;934.697998;605.261047;116.113731;;;;1032.950317;842.709717;348.346741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;849.853394;511.516754;92.653984;972.049927;806.025146;225.020065;924.224609;508.514496;97.142784;936.878052;608.755615;116.508926;;;;1034.385498;844.703674;348.424561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;852.664368;515.070679;92.782799;974.365479;809.185547;224.888718;925.842163;511.759705;98.093407;939.206238;611.880188;117.377655;;;;1036.299805;846.915894;348.714966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;855.781250;518.601440;93.682388;976.768433;812.241211;225.060425;927.090027;515.039185;99.515053;941.116760;615.460449;117.641373;;;;1038.033081;848.608948;348.752747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;858.727417;522.223083;93.544739;978.763611;815.328979;224.864700;928.796448;518.558899;100.437943;942.643799;619.122375;118.314392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;861.869202;526.058777;93.532173;981.693970;818.433838;224.666702;930.065491;522.145569;101.719223;945.063660;622.558533;118.669647;;;;;;;1041.944580;852.736572;349.420959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;864.740601;530.176270;93.683815;983.935425;821.713684;224.528000;931.159973;525.604309;102.180069;947.011719;626.075684;119.092461;;;;;;;1043.941772;854.493896;349.557098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;867.491333;534.283020;94.067558;985.123474;824.774597;225.050552;931.983276;529.597229;103.577599;949.241821;629.647766;119.545853;;;;;;;1046.354980;856.504578;349.304779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;870.377563;538.461182;94.282379;987.729858;827.686279;225.255753;933.266785;533.047791;104.094421;951.207397;633.262451;119.712036;;;;;;;1048.475708;858.221924;349.942017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;872.962952;542.665527;94.666405;990.447327;830.721558;225.146744;934.694946;536.566711;104.292152;952.888794;637.068665;119.961418;;;;;;;1049.913208;860.196838;350.313660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;875.408691;546.960327;94.927750;993.393677;834.003845;224.284348;935.686768;540.314636;105.114342;954.701538;640.789368;120.233604;;;;;;;1051.121948;862.156921;350.590271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;877.872925;550.903381;95.344521;996.060059;837.085327;224.113892;936.763245;543.939392;105.063171;956.915222;644.284302;119.935593;;;;;;;1053.443970;863.744934;350.798492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;879.899170;555.194580;95.462662;997.927612;840.131653;224.509125;937.161133;547.824158;105.743317;958.698303;647.825500;120.282867;;;;;;;1056.213501;865.501831;350.858673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;881.891296;559.305847;95.415176;1000.209778;843.029175;224.717773;938.469788;551.555298;105.992966;960.143921;651.498596;121.230865;;;;;;;1057.852539;867.114502;351.219055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;883.645935;563.717468;95.852013;1002.900452;845.808655;224.765106;939.664734;554.877930;105.717255;961.515625;655.007935;121.463173;;;;;;;1059.745728;868.977539;351.699493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;885.630676;567.978699;95.412277;1005.431763;848.912598;224.924835;940.588074;558.514465;105.910706;962.889282;658.441528;120.921959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;887.540100;572.630981;95.412666;1007.712952;851.846985;225.174271;941.265564;562.136536;105.928772;965.085022;662.059387;120.279938;;;;;;;;;;1064.036865;872.010742;352.076691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;889.093872;577.006714;95.269737;1010.238586;854.520996;224.922318;941.967834;565.929260;105.424911;966.759216;665.447021;120.462448;;;;;;;;;;1065.543823;873.338257;352.781982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;890.726379;581.154724;95.415512;1012.797302;857.427917;224.560059;942.443726;569.434937;105.080605;967.722534;668.755981;120.587608;;;;;;;;;;1067.371948;874.879395;352.771637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;892.321960;585.353088;95.398148;1015.326355;860.259399;224.898743;943.096924;573.053284;104.838005;969.313477;672.182739;119.946053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;893.322266;589.913147;95.639427;1017.684326;862.814453;224.731125;943.434265;576.521729;104.763123;970.497009;675.844116;119.638680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;893.880920;594.275085;95.166924;1020.157776;865.271973;225.304733;944.021851;580.089905;104.300201;971.730042;679.488647;119.980560;;;;;;;;;;;;;1073.077759;878.973999;353.844788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;895.113831;598.917114;94.884163;1022.694580;867.930359;225.311646;944.421204;583.417725;103.503967;972.177673;682.764709;120.434982;;;;;;;;;;;;;1075.572021;880.317505;353.995178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;895.540649;603.243225;94.821579;1024.600586;870.355774;225.630341;944.413147;586.699707;103.100357;973.449646;686.153076;119.683960;;;;;;;;;;;;;1077.022217;881.336304;354.062012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;895.899719;607.557556;94.548279;1026.590332;872.481079;226.357986;944.236328;590.264343;103.093735;974.768250;689.132935;118.952423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;896.202881;611.921326;94.690163;1028.879883;875.114014;226.604980;944.191284;593.558960;102.745735;975.894592;692.171082;118.937225;;;;;;;;;;;;;;;;1080.036255;884.006042;355.390900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;896.221497;616.540283;94.481850;1031.024780;876.993958;226.979446;944.235107;596.704041;102.075584;976.285645;695.209595;119.214539;;;;;;;;;;;;;;;;1082.720337;884.791931;354.925568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;896.048706;620.595398;93.792976;1033.263672;879.140503;227.345505;944.111755;600.096741;101.222137;976.338318;698.471497;119.377625;;;;;;;;;;;;;;;;1084.339966;885.693359;354.725006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;895.519348;625.221191;93.884216;;;;943.595337;603.363892;100.858704;977.269531;701.725037;118.811409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;895.216797;629.633118;93.956314;;;;942.407471;606.652222;100.685143;977.621399;704.334412;118.571960;;;;;;;;;;;;;;;;;;;1037.304443;882.981750;228.124908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;894.346313;633.909912;93.867691;;;;941.677612;609.679504;100.316788;977.907227;706.932251;118.552353;;;;;;;;;;;;;;;;;;;1039.951294;884.817505;227.576019;1088.489380;888.508789;356.617523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;893.176758;638.160156;94.320953;;;;940.908081;612.834167;99.781158;978.167969;710.130798;118.314217;;;;;;;;;;;;;;;;;;;1041.731812;886.783142;228.093445;1090.560303;889.320923;356.893921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;891.757263;642.361694;94.110878;;;;940.045654;615.758850;99.077866;978.121460;712.811401;118.044945;;;;;;;;;;;;;;;;;;;1043.396973;888.310303;228.684219;1091.697388;890.154419;357.217468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;890.779968;646.557922;93.797485;;;;938.708313;618.708679;98.832855;977.789429;715.080627;118.076180;;;;;;;;;;;;;;;;;;;1044.486450;890.000488;229.041306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;889.206238;650.805664;94.408302;;;;937.739502;621.588318;98.409630;978.137207;717.690674;117.720230;;;;;;;;;;;;;;;;;;;1046.252075;891.375305;228.824539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;887.323608;654.950562;94.427162;;;;936.122986;624.770569;97.769798;978.200195;719.950073;117.001457;;;;;;;;;;;;;;;;;;;1048.156494;892.573547;229.182343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;885.851624;658.918640;94.001007;;;;934.733398;627.645752;97.167313;978.215576;722.223999;116.548790;;;;;;;;;;;;;;;;;;;1050.238525;894.209961;229.402496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;883.659058;663.189270;94.369301;;;;933.272461;630.200378;96.755585;977.870972;724.153259;116.791168;;;;;;;;;;;;;;;;;;;1051.088135;895.125427;229.448151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;881.393494;667.080200;94.593033;;;;931.715210;632.687500;96.323021;977.048584;726.211426;116.935150;;;;;;;;;;;;;;;;;;;1052.156860;896.229492;229.442047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;878.759766;671.152283;94.519958;;;;930.190552;634.819214;95.600700;976.123413;728.250549;116.734802;;;;;;;;;;;;;;;;;;;1053.590454;897.432312;229.452805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;875.889648;674.914429;96.136391;;;;928.370422;637.264954;95.070854;975.402344;730.316406;116.283875;;;;;;;;;;;;;;;;;;;1054.740601;898.273438;229.695663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;872.772278;678.994873;96.246986;;;;926.945740;639.310547;94.597244;974.973877;731.738098;116.522865;;;;;;;;;;;;;;;;;;;1056.010498;898.801147;229.475189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;870.410400;683.077881;96.505157;;;;925.387573;641.327820;93.942566;974.186096;733.304077;116.276550;;;;;;;;;;;;;;;;;;;1057.361572;899.573486;229.206787;;;;1103.829224;895.530090;358.342255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;867.306702;687.076538;96.416832;;;;923.994751;643.178223;93.595078;973.157471;734.597717;115.831154;;;;;;;;;;;;;;;;;;;1058.269287;900.269226;229.143265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;864.145447;690.988403;97.777908;;;;922.458923;644.688782;92.701508;972.389771;736.084778;115.418205;;;;;;;;;;;;;;;;;;;1058.751465;900.788513;229.182419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;860.653870;694.636169;98.782448;;;;921.242554;646.150024;91.942429;971.436279;737.334717;114.774918;;;;;;;;;;;;;;;;;;;1059.406494;901.280457;229.217560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;856.781189;698.455811;99.479980;;;;919.470581;647.580444;91.561134;970.740051;738.175049;114.530319;;;;;;;;;;;;;;;;;;;1060.359985;902.000000;228.619156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;853.739746;702.216614;99.941772;;;;917.808777;648.556030;90.944427;969.624207;738.837769;114.124809;;;;;;;;;;;;;;;;;;;1061.094849;902.205811;228.607391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;851.037903;705.563721;100.156754;;;;916.449158;649.354736;90.196365;968.332153;739.380859;113.082367;;;;;;;;;;;;;;;;;;;1061.461792;902.309509;228.573654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;848.461670;708.552185;100.682617;;;;914.884155;650.226501;89.491173;966.626892;739.817810;113.263420;;;;;;;;;;;;;;;;;;;1061.395264;902.518250;228.582153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;845.513000;711.579041;101.211624;;;;913.815308;650.873474;88.930313;965.280457;740.439392;113.066620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;842.602966;714.700500;101.489365;;;;912.444214;651.302185;88.219383;964.225464;741.168762;112.539970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;839.653198;717.580139;102.121574;;;;910.959229;651.624573;88.134392;963.056885;741.571045;111.867615;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.047729;902.129028;227.313599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;836.935852;720.118774;102.894440;;;;909.926025;651.540283;87.579964;961.351379;741.816406;112.050644;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.325928;901.881592;226.735031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;;;;;;;909.547424;651.308533;87.273003;959.434143;741.944336;112.283485;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.611938;901.549011;225.959564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;;;;;;;908.870422;651.082947;86.640549;957.837891;742.021667;111.972664;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.641113;901.142578;225.375000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;;;;;;;907.993164;650.734314;86.040161;956.638611;741.988464;111.306274;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.554199;900.637329;225.084900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;;;;;;;907.221863;650.153870;85.640923;955.143066;741.686340;110.852867;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.295044;900.174866;224.964798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;;;;;;;906.781006;649.335205;85.527855;953.576416;741.326721;110.237686;;;;;;;;;;;;;;;;;;;;;;;;;;;;1061.856201;899.653503;224.892532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;;;;;;;906.608887;648.289673;84.990158;952.235596;740.985107;109.710892;;;;;;;;;;;;;;;;;;;;;;;;;;;;1061.619385;899.112915;224.706421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;;;;;;;906.213623;647.426636;83.701851;950.196045;740.335754;109.867561;;;;;;;;;;;;;;;;;;;;;;;;;;;;1061.050171;898.476807;224.118362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;;;;;;;906.038574;646.270691;82.572083;948.614868;739.775330;109.478775;;;;;;;;;;;;;;;;;;;;;;;;;;;;1060.562866;897.802856;223.558456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;;;;;;;906.165466;645.286926;81.627937;947.281189;738.987061;108.697556;;;;;;;;;;;;;;;;;;;;;;;;;;;;1060.162720;897.116394;222.972183;816.625854;735.502380;106.955887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
