Grasp20;;;;;;;;;;;;;;;;;;
Date:;2025/04/08;;;;;;;;;;;;;;;;;
Time:;13:43:09;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;502.259460;648.025391;21.887682;467.071930;570.963928;22.364189;425.393188;694.555115;63.490929;232.478378;795.784119;262.975342;122.810669;870.643494;437.514313;;;
2;501.549438;649.233582;21.886610;466.692474;571.998779;22.466507;424.960175;695.429138;63.959030;231.325455;796.254456;262.729034;122.620323;870.922852;437.381927;;;
3;500.903809;650.755676;21.847084;466.779053;572.964844;22.190758;424.006561;696.534546;64.457062;230.027191;796.705994;262.352234;122.698242;871.325317;437.046143;;;
4;500.510406;651.925110;21.764221;466.630310;574.244385;22.338770;423.163727;697.699158;64.616249;228.854568;797.238159;261.754425;122.309914;871.575134;437.354950;;;
5;500.399139;653.281982;21.818861;466.635040;575.696106;22.498981;422.878357;698.991577;64.755005;227.303070;797.866272;261.450867;121.855293;871.867432;437.652740;;;
6;500.690582;655.527832;21.996891;466.546936;577.255737;22.430712;422.474182;700.024719;65.132759;226.158524;798.567932;260.972931;121.354889;872.124512;437.953003;;;
7;499.990356;657.470459;22.025021;466.592834;579.099243;22.571180;421.573273;701.532593;65.295700;224.581940;799.315125;260.116577;120.886826;872.436096;438.193024;;;
8;499.742065;659.857910;22.172392;466.526306;580.956299;22.477882;420.820862;703.124207;65.318581;223.277420;799.922913;259.517853;120.511017;872.714722;437.996552;;;
9;499.576172;662.118896;22.165220;466.658234;583.069397;22.482687;420.170166;704.569519;65.681458;221.604721;800.707336;258.773804;120.037529;872.915161;438.058044;;;
10;499.374207;664.917419;22.033546;466.911377;585.134094;22.442513;419.155396;706.757690;66.150940;219.801208;801.976257;258.042786;119.553772;873.155823;438.254730;;;
11;499.049835;667.366211;22.026999;467.126312;587.721924;22.699957;418.162048;708.671875;66.442566;217.962311;803.169800;257.249725;119.469276;873.418213;438.085449;;;
12;498.252502;670.416565;22.164402;467.214935;590.307739;22.793678;417.272675;710.484070;66.646652;215.965988;804.166321;256.677795;118.744873;873.763794;438.717712;;;
13;497.594696;673.607056;22.339025;467.051910;592.854980;22.864979;415.950562;712.497498;66.851303;213.555084;805.492737;256.000488;118.061729;874.160889;438.959656;;;
14;497.198303;676.578552;22.192657;467.528992;595.673401;22.669838;414.982391;714.529480;67.284317;211.491241;806.824951;255.337341;117.515045;874.592163;439.044678;;;
15;496.896790;679.515259;22.458818;467.499298;598.651245;23.033642;413.533325;717.160583;67.868622;209.157364;808.035095;254.545288;117.070724;875.133118;438.794403;;;
16;496.183777;682.912415;22.948509;467.375824;601.681763;23.118027;412.250275;719.135803;68.187515;207.094589;809.585266;253.584961;116.709297;875.533813;438.177063;;;
17;495.237244;685.834961;23.009445;467.239929;604.717834;22.989073;410.935211;721.574402;68.598480;204.716080;810.960571;252.572830;116.243568;875.926453;438.329041;;;
18;494.104706;689.074280;22.841898;467.362000;607.827576;23.202057;409.506866;724.101746;69.021164;202.100250;812.736267;251.403778;115.635345;876.346741;438.511688;;;
19;493.236298;692.437073;23.311319;467.162537;611.432373;23.429182;407.864258;726.681885;69.655907;199.704453;814.301819;250.196075;114.962494;876.960510;438.463745;;;
20;491.954254;695.957703;23.466290;466.747650;614.829529;23.330755;406.332001;728.944153;70.152267;197.011307;816.044861;249.640427;114.329292;877.602783;438.266571;;;
21;490.968140;699.319092;23.212961;466.436829;618.273376;23.187714;404.557739;731.822632;70.605392;194.234116;817.562439;249.067215;113.840683;878.233459;438.078064;;;
22;490.130951;702.707397;23.962492;465.611115;621.976379;23.099602;402.901001;734.712830;71.263992;191.531113;819.305420;248.442047;113.154694;878.627930;437.598694;;;
23;488.909790;706.486328;24.548174;464.940002;625.715942;23.390751;400.866211;737.182312;71.661011;188.894226;820.961487;247.487457;112.433510;879.119141;437.648956;;;
24;487.225311;710.559326;25.054604;464.310974;629.655640;23.559258;398.790161;739.927917;72.617233;186.075882;822.878174;246.484818;111.524971;879.656921;438.230072;;;
25;486.041199;714.378540;25.849092;463.673309;633.469299;23.988819;396.460358;742.560608;73.335625;183.215683;824.788940;245.852295;110.610382;880.307190;438.583649;;;
