Grasp119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:44:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;1065.838379;799.534241;283.316986;921.716431;795.894836;65.134277;789.218384;826.333862;32.040947;1110.166992;720.119934;442.638000;;;;;;;;;;;;;;;;;;
2;1065.856567;799.517517;283.341461;921.702759;795.905273;65.177910;789.150452;826.491760;32.299431;1110.233643;720.114319;442.582581;;;;;;;;;;;;;;;;;;
3;1065.867188;799.621155;283.334747;921.708557;795.908203;65.247620;789.210510;826.437744;32.103298;1110.246460;720.011353;442.568115;;;;;;;;;;;;;;;;;;
4;1065.755005;799.692932;283.537689;921.614319;795.872864;65.362976;789.194275;826.400391;32.041992;1110.270386;719.908936;442.535004;;;;;;;;;;;;;;;;;;
5;1065.731323;799.653931;283.702789;921.523010;795.987366;65.486259;789.107971;826.493042;31.989370;1110.405518;719.731445;442.526550;;;;;;;;;;;;;;;;;;
6;1065.932373;799.751587;283.984863;921.451416;796.132935;65.592049;789.065247;826.574890;32.054005;1110.426514;719.596985;442.497559;;;;;;;;;;;;;;;;;;
7;1066.000732;799.960876;284.090515;921.399353;796.150452;65.795670;789.035767;826.647339;32.066410;1110.335693;719.412964;442.526978;;;;;;;;;;;;;;;;;;
8;1066.133179;800.151794;284.299713;921.188660;796.326965;66.025940;788.916809;826.769714;32.103989;1110.302490;719.248047;442.548553;;;;;;;;;;;;;;;;;;
9;1066.238281;800.534058;284.614014;921.028748;796.487732;66.538361;788.729736;826.894775;32.149967;1110.231079;719.078125;442.609131;839.114136;754.462708;28.967817;;;;;;;;;;;;;;;
10;1066.354004;800.916443;284.866089;920.369629;796.758606;67.458618;788.357910;827.218567;32.229240;1110.223877;718.867249;442.596130;838.652222;754.478760;29.389519;;;;;;;;;;;;;;;
11;1066.651367;801.380371;285.133392;919.580872;796.814209;68.338333;788.026550;827.529968;32.409710;1110.142334;718.736694;442.642914;838.150696;754.578796;29.738552;;;;;;;;;;;;;;;
12;1066.883179;801.948364;285.401672;918.995728;796.908447;68.618690;787.600525;827.885376;32.660473;1110.127197;718.641602;442.662659;837.800293;754.624695;30.270466;;;;;;;;;;;;;;;
13;1067.229370;802.519470;285.708038;918.263611;797.167480;69.868362;787.223633;828.407715;32.836426;1110.210571;718.561951;442.727509;;;;;;;;;;;;;;;;;;
14;1067.839722;802.977295;285.997864;917.424927;797.181213;71.046867;786.817078;828.917419;33.017132;1110.291748;718.553040;442.785095;;;;;;;;;;;;;;;;;;
15;1068.378662;803.467102;286.230347;916.800293;797.342773;72.067749;786.427246;829.379150;32.932716;1110.385132;718.601990;442.875275;;;;;;;;;;;;;;;;;;
16;1069.511841;804.117310;286.532806;916.182251;797.625610;73.352013;785.999084;829.882568;32.860455;1110.580933;718.598328;442.981384;;;;832.503113;755.096436;38.485771;;;;;;;;;;;;
17;1070.904785;804.911377;286.728607;915.211243;797.563232;75.582497;785.367798;830.482056;32.880825;1110.821045;718.682800;443.067993;;;;831.202515;755.079529;42.422249;;;;;;;;;;;;
18;1072.253540;805.673340;286.965973;913.431091;797.475037;77.875191;784.623962;831.041626;33.034744;1111.145752;718.890564;443.113159;;;;829.151611;755.412170;46.583313;;;;;;;;;;;;
19;1073.753540;806.120972;286.875946;911.973083;797.690552;80.109222;783.963501;831.251038;33.377937;1111.432861;719.125000;443.084869;;;;826.747131;755.666321;51.057076;;;;;;;;;;;;
20;1074.846436;806.788330;287.467438;910.664612;797.513977;83.193634;783.137451;831.417542;33.599079;1111.907349;719.325623;442.995239;;;;;;;;;;;;;;;;;;
21;1077.036987;807.641418;287.522888;908.628601;797.646362;85.952065;782.114197;831.677551;33.828773;1112.422607;719.575317;442.846130;;;;;;;;;;;;;;;;;;
22;1078.949097;808.278320;287.606140;906.658997;797.603088;89.202370;781.162903;831.931458;33.823299;1113.249146;719.874207;442.659393;;;;;;;;;;;;;;;;;;
23;1081.071777;808.776672;288.455048;905.018066;797.758850;92.082497;780.312622;831.838074;34.118256;1113.828491;720.196289;442.567474;;;;;;;;;;;;;;;;;;
24;1083.356934;809.112000;288.480316;902.870361;797.851624;96.499115;779.610718;831.057434;34.525127;1114.379639;720.497375;442.450043;;;;;;;;;;;;;;;;;;
25;1085.363770;809.623108;288.604797;901.148499;798.305359;100.019058;779.121338;830.095886;35.070095;1115.460083;720.697876;442.242645;;;;;;;;;;;;;;;;;;
