Grasp119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:15:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;970.554199;849.528381;66.142601;836.250061;840.668274;34.522354;902.043823;786.369507;34.351849;1205.873657;909.455261;405.030701;1188.307861;942.377441;231.271545;;;;;;;;;;;;;;;
2;970.538452;849.534302;66.191238;836.221863;840.656067;34.603477;902.043823;786.369507;34.351849;1205.874878;909.376221;405.025909;1188.307861;942.377441;231.271545;;;;;;;;;;;;;;;
3;970.530518;849.532959;66.203712;836.162842;840.626282;34.603672;902.042786;786.280029;34.364277;1205.758545;909.357849;405.017731;1188.273560;942.260803;231.375626;;;;;;;;;;;;;;;
4;970.582397;849.512878;66.259148;836.187378;840.633789;34.575127;902.062805;786.330750;34.317348;1205.652832;909.254150;405.078339;1188.268188;942.269775;231.436615;;;;;;;;;;;;;;;
5;970.548523;849.528992;66.217171;836.182678;840.658752;34.564766;902.056274;786.374451;34.331341;1205.582031;909.232178;405.168121;1188.279541;942.271667;231.467499;;;;;;;;;;;;;;;
6;970.543213;849.528748;66.153336;836.198669;840.650635;34.583733;902.001221;786.386353;34.397934;1205.519775;909.131409;405.252716;1188.283691;942.169373;231.456177;;;;;;;;;;;;;;;
7;970.551208;849.542603;66.182228;835.905151;840.698364;34.358261;902.018616;786.370056;34.381420;1205.396973;909.121094;405.279022;1188.214966;942.132874;231.559372;;;;;;;;;;;;;;;
8;970.550232;849.638062;66.228119;836.174927;840.750549;34.523930;902.041565;786.366455;34.355751;1205.279907;909.066101;405.316406;1188.228882;942.090149;231.603500;;;;;;;;;;;;;;;
9;970.567139;849.546387;66.227119;836.212585;840.679443;34.571991;902.069885;786.360474;34.299458;1205.155151;909.024231;405.450623;1188.182617;942.107666;231.725876;;;;;;;;;;;;;;;
10;970.575500;849.599670;66.251183;836.176758;840.728577;34.613998;902.044861;786.370483;34.346752;1204.984253;908.965332;405.570099;1188.142578;942.065002;231.739273;;;;;;;;;;;;;;;
11;970.530212;849.648499;66.185043;836.184570;840.666992;34.580055;902.040771;786.372009;34.362015;1204.812866;908.926331;405.679291;1187.959106;942.104309;231.934387;;;;;;;;;;;;;;;
12;970.474548;849.655151;66.196854;836.221252;840.650146;34.594887;902.040894;786.369263;34.357639;1204.661865;908.901062;405.791168;1187.825562;942.155762;232.034454;;;;;;;;;;;;;;;
13;970.548401;849.621460;66.229042;836.227478;840.653259;34.602020;902.043213;786.368958;34.352451;1204.473389;908.846985;405.897034;1187.633179;942.193970;232.084320;;;;;;;;;;;;;;;
14;970.699402;849.661560;66.674202;836.260864;840.757202;34.584431;902.095703;786.378906;34.298077;1204.202148;908.715942;406.016876;1187.543823;942.221558;232.203110;;;;;;;;;;;;;;;
15;970.670654;849.662231;66.864510;836.199463;840.776428;34.560863;902.111511;786.394531;34.299088;1203.977905;908.666016;406.068420;1187.433228;942.206238;232.396912;;;;;;;;;;;;;;;
16;970.467041;849.598267;66.447998;836.230957;840.766235;34.562210;902.020874;786.360046;34.355724;1203.803833;908.574402;406.157806;1187.259277;942.247437;232.542526;;;;;;;;;;;;;;;
17;970.648621;849.660339;66.681946;835.924011;840.788147;34.431793;901.975769;786.368774;34.423042;1203.735107;908.495605;406.268799;1187.172852;942.266357;232.636078;;;;;;;;;;;;;;;
18;970.537415;849.626953;66.353310;836.101685;840.769226;34.566071;902.014099;786.365784;34.388760;1203.615479;908.386963;406.267578;1186.907227;942.356750;232.795197;;;;;;;;;;;;;;;
19;970.512512;849.651733;66.182060;836.198486;840.763000;34.558052;902.045227;786.368347;34.352100;1203.516357;908.283386;406.183838;1186.688354;942.335327;232.890198;;;;;;;;;;;;;;;
20;970.529358;849.667480;66.169189;836.256470;840.762146;34.552326;902.073059;786.362305;34.295235;1203.420166;908.207703;406.234802;1186.499390;942.372253;233.008347;;;;;;;;;;;;;;;
21;970.526978;849.664490;66.197014;836.184448;840.754089;34.542709;902.082581;786.362793;34.277596;1203.217651;908.130371;406.159302;1186.424072;942.360596;233.068634;;;;;;;;;;;;;;;
22;970.441833;849.671509;66.211426;836.208862;840.746948;34.637924;902.058716;786.371887;34.329155;1203.025879;908.060120;406.054718;1186.150879;942.367065;233.288406;;;;;;;;;;;;;;;
23;970.411499;849.659546;66.311592;836.179199;840.765198;34.595345;902.061157;786.361572;34.311623;1202.753296;907.998657;406.184906;1186.023071;942.414063;233.291443;;;;;;;;;;;;;;;
24;970.385803;849.661926;66.299545;836.218628;840.770325;34.686069;902.009644;786.350708;34.360775;1202.468018;907.959045;406.280792;1185.965210;942.481323;233.328003;;;;;;;;;;;;;;;
25;970.381775;849.652222;66.367287;836.164246;840.778442;34.638630;902.000854;786.362671;34.374893;1202.293213;907.847961;406.517151;1185.998047;942.530151;233.386505;;;;;;;;;;;;;;;
26;970.391785;849.709290;66.335213;836.116638;840.796875;34.652988;901.937256;786.399353;34.358253;1201.939209;907.780029;406.525604;1185.980591;942.591614;233.359726;;;;;;;;;;;;;;;
27;970.340210;849.742798;66.364845;836.103088;840.799072;34.671951;901.929626;786.371399;34.428806;1201.567261;907.642334;406.572174;1186.035034;942.704163;233.404236;;;;;;;;;;;;;;;
28;970.380127;849.812927;66.376480;836.049988;840.890686;34.705570;901.831726;786.344482;34.397095;1201.134766;907.579285;406.606812;1186.083618;942.766785;233.440109;;;;;;;;;;;;;;;
29;970.353027;849.807800;66.526588;836.069275;840.895569;34.763145;901.830933;786.374268;34.406170;1200.776001;907.561707;406.670685;1186.237549;942.816650;233.455429;;;;;;;;;;;;;;;
30;970.235718;849.808594;66.685104;835.969604;841.010559;34.755398;901.803650;786.368469;34.429298;1200.416260;907.510193;406.764221;1186.575073;942.955322;233.505264;;;;;;;;;;;;;;;
31;969.997070;849.806152;67.034851;835.792542;840.956238;35.132469;901.647400;786.271179;34.437511;1200.112427;907.424438;406.755768;1186.832275;943.130554;233.442917;;;;;;;;;;;;;;;
32;969.581238;849.534302;67.939812;835.680298;841.149902;35.028400;901.483704;785.939148;34.508503;1199.907227;907.380127;406.849121;1187.183716;943.292114;233.457870;;;;;;;;;;;;;;;
33;969.175537;849.216309;69.345345;835.675171;841.323914;34.978642;901.420227;785.430542;34.571117;1199.576416;907.347961;406.884308;1187.553101;943.455994;233.503738;;;;;;;;;;;;;;;
34;968.644836;849.019348;70.187393;835.515747;841.617126;35.123291;901.056946;784.811096;35.032696;1199.555298;907.238342;406.934570;1187.911011;943.577087;233.394516;;;;;;;;;;;;;;;
35;968.335327;848.899902;70.836571;835.267395;841.865601;35.275135;901.073120;784.010742;35.046158;1199.445801;907.231201;406.937775;1188.183960;943.674194;233.334869;;;;;;;;;;;;;;;
36;968.004700;848.815002;71.582672;835.107727;842.099670;35.343880;901.106689;783.106384;35.054249;1199.342407;907.230408;407.004425;1188.533691;943.752869;233.295822;;;;;;;;;;;;;;;
