Grasp28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:56:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;
10;773.478760;482.274567;31.341055;906.270447;528.018860;60.427391;864.718018;445.949524;32.048065;1029.954346;742.889099;435.934906;991.904236;720.458984;254.169952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;773.492188;482.280548;31.340672;906.311829;527.988220;60.425407;864.671387;445.954346;32.026283;1029.894287;742.909058;436.001648;991.966919;720.462341;254.115387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;773.517151;482.361694;31.301798;906.320313;528.054871;60.397732;864.698669;445.928833;32.021324;1029.882080;742.909546;436.016296;991.481018;720.809509;254.406006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;773.436218;482.321716;31.326721;906.352966;527.998047;60.401878;864.646606;445.962128;31.989582;1029.960205;742.857666;435.953430;992.010315;720.750671;253.924530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;773.490234;482.356140;31.307150;906.349792;528.040344;60.387432;864.696655;445.937744;32.012497;1030.077026;742.741638;435.895081;992.300049;720.737793;253.614349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;773.487732;482.395447;31.311375;906.348572;527.989624;60.392391;864.685791;445.937653;31.991533;1030.107056;742.723145;435.876862;992.316467;720.497253;253.982574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;773.430969;482.323181;31.345585;906.374817;528.050842;60.449722;864.669067;445.952911;32.015320;1030.096069;742.731323;435.883820;992.194763;720.690186;253.808701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;773.460999;482.371582;31.329769;906.376465;528.069824;60.460167;864.701233;445.928772;32.025623;1029.991821;742.774597;435.901184;992.144104;720.518799;253.969131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;773.494629;482.405762;31.308630;906.345642;528.057434;60.394608;864.671692;445.933441;31.988539;1029.952637;742.794556;435.987122;992.015686;720.479980;254.157959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;773.522522;482.385284;31.298006;906.539856;528.250000;60.394501;864.633240;445.919067;31.992615;1030.036255;742.791748;435.968170;992.112000;720.469055;254.152328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;773.512817;482.382385;31.324793;906.419312;528.130615;60.362179;864.654907;445.934082;31.986547;1030.077393;742.705383;435.929016;992.132019;720.475159;254.144455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;773.475891;482.421967;31.388542;906.317261;528.063416;60.385086;864.689392;445.973145;32.007988;1030.110474;742.691345;435.961975;992.058289;720.487366;254.143356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;773.382751;482.325470;31.345877;906.313293;527.994995;60.420601;864.634460;445.897156;32.010048;1030.107788;742.697876;435.974731;992.093933;720.477295;254.090988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;773.492859;482.377594;31.342995;906.323486;527.985229;60.425060;864.651428;445.917877;31.994431;1030.326538;742.615173;436.011200;992.191223;720.473083;254.140366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;773.492493;482.399109;31.315567;906.369202;527.975220;60.463749;864.710205;445.943054;32.007332;1030.362793;742.617920;435.957703;992.122131;720.403259;254.112717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;773.481934;482.393738;31.305304;906.376526;527.972290;60.471180;864.626648;445.977264;31.951117;1030.433594;742.591064;435.958710;992.212280;720.453796;254.098297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;773.462646;482.305664;31.330076;906.356262;527.956970;60.464912;864.641663;445.965668;31.997234;1030.437744;742.525085;435.932922;992.219299;720.499695;254.043167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;773.485535;482.381531;31.321747;906.311890;527.996338;60.457169;864.592346;445.962585;32.004848;1030.454102;742.498047;435.893036;992.271240;720.509155;254.072876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;773.443115;482.313904;31.298159;906.366699;527.953247;60.457890;864.629517;445.917603;32.031158;1030.546387;742.478394;435.867432;992.220215;720.522705;254.043976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;773.387329;482.303528;31.321747;906.354614;527.867676;60.476891;864.673340;445.962708;32.059784;1030.528076;742.487915;435.855194;992.359863;720.584290;253.989166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;773.489075;482.372803;31.351967;906.329041;527.859741;60.518826;864.594604;445.918335;32.020199;1030.447754;742.405579;435.811707;992.118774;720.469666;254.185730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;773.404297;482.247131;31.414011;906.332825;527.858398;60.544132;864.585632;445.978058;32.029022;1030.616577;742.366638;435.812561;992.861267;720.577087;253.664902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;773.428955;482.376068;31.426205;906.342896;527.866455;60.626938;864.542419;445.959900;32.050621;1030.687988;742.368469;435.788513;993.231506;720.778748;253.443985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;773.500488;482.400421;31.362947;906.350403;527.975464;60.858250;864.581482;445.984802;32.040367;1030.881470;742.302979;435.660248;993.335876;720.874512;253.427139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;773.471802;482.400085;31.439789;906.204346;527.903564;60.910835;864.528015;445.941437;32.064224;1030.988647;742.312988;435.615417;993.341858;720.996948;253.437759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;773.445251;482.412598;31.425495;906.149353;527.905212;61.104145;864.506226;445.965179;32.026791;1031.013062;742.307312;435.582275;993.314026;721.236877;253.495880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;773.450195;482.511353;31.423016;906.047913;527.957764;61.533676;864.442749;445.994263;32.168137;1031.218140;742.247192;435.471222;993.236206;721.625366;253.475754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;773.470032;482.540283;31.409662;905.970032;527.850708;61.587139;864.359253;445.959625;32.130947;1031.300537;742.244568;435.341095;992.857422;722.243347;253.624329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;773.505920;482.608673;31.470072;905.721802;528.007629;62.190193;864.386902;446.066406;32.170708;1031.634399;742.249512;435.211182;992.599182;722.866516;253.755829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;773.491821;482.733490;31.505554;905.447388;528.188782;62.633938;864.296814;446.067596;32.242924;1032.242310;742.137634;434.880859;992.562317;723.479370;253.906921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;773.553528;482.831635;31.587191;905.306152;528.499939;63.316471;864.239990;446.132446;32.249180;1032.893555;741.983704;434.627991;992.721008;724.087463;253.994614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;773.619019;482.962250;31.593971;905.167480;528.481995;64.204552;864.238220;446.234833;32.241734;1033.221191;742.088501;434.458069;992.982910;724.506409;253.941650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;773.725647;483.147400;31.570030;904.898743;528.594788;64.636459;864.166321;446.399323;32.279770;1033.264038;742.374634;434.249969;993.850830;725.023926;253.887299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;773.875000;483.236786;31.714874;904.792053;528.755005;65.482124;864.198364;446.640442;32.664337;1033.158447;742.741333;433.929535;994.824219;725.795654;253.666214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;774.118530;483.368805;31.994648;904.418274;528.953369;66.575844;863.887146;447.266022;32.794956;1033.526489;742.932312;433.643951;996.177124;726.553345;253.446671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;774.232300;483.606262;32.312450;904.105530;529.353760;67.808784;863.749756;448.091034;32.831390;1034.270020;743.038391;433.517059;997.326721;727.335510;253.249741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;774.519958;483.855743;32.701283;903.930786;529.850403;69.193520;863.733948;448.749268;32.890381;1034.683472;743.214233;433.454193;998.164551;728.508179;253.227417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;775.035034;483.958191;32.620029;903.728821;530.302673;70.936249;863.499573;449.197357;33.006413;1034.987061;743.470764;433.421967;999.328491;729.903992;253.473450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;776.015259;484.153412;32.848957;903.624878;530.797913;72.854057;863.375427;449.783508;33.150200;1035.279419;743.785156;433.562836;1000.057922;731.291321;253.738434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;776.756470;484.481689;33.089245;903.150330;531.507202;74.856270;863.427795;450.665253;33.374783;1035.884644;744.235962;433.752960;1000.770630;732.967041;253.860428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;777.818848;484.675812;33.400494;903.295288;532.311218;77.072044;863.604919;451.855377;33.683456;1037.100220;744.820374;433.797546;1001.859802;735.011658;254.478928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;779.391296;485.082581;33.842060;903.036133;532.836731;79.981552;863.607544;452.983887;34.329327;1037.790161;745.678772;434.095062;1002.833923;736.883667;254.421387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;781.169312;485.686646;33.613426;903.072083;533.560425;82.361725;863.878601;454.037537;35.132854;1038.466431;746.463623;434.484070;1004.886780;738.912598;254.952148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;783.318420;486.144073;34.115593;903.062134;534.523132;85.323952;864.605347;455.514465;36.240582;1040.239990;747.069946;434.157593;1007.694580;740.402893;254.889328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;786.074280;486.557709;34.141487;903.385376;535.657104;88.070503;864.723450;456.943695;37.804012;1041.873169;748.123291;433.510468;1010.020020;742.194641;255.126099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;789.072754;486.835480;34.585876;903.652893;536.584229;91.423203;864.629333;458.121765;39.627247;1043.030640;749.318298;433.587341;1012.318237;744.378601;255.262161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;792.012878;487.196899;36.075420;904.164368;537.388428;94.762871;864.897461;459.747528;42.422852;1044.405396;750.337158;433.983032;1014.504883;746.571838;255.408203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;795.269653;487.378021;37.879135;904.583435;538.892029;98.099518;865.038147;461.077484;44.850128;1045.543457;751.549072;434.102966;1016.705750;748.889160;255.822830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;798.463623;488.104279;39.171898;905.273560;540.446777;101.265755;865.376892;462.603790;47.712494;1045.977905;753.133850;434.380981;1019.417419;751.015198;256.506226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;802.139404;488.881134;40.779846;906.370972;541.877869;104.904816;865.898743;464.331207;50.449772;1047.237549;754.782715;434.825104;1021.182922;753.804443;256.818909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;805.588135;489.544586;42.797691;906.903931;543.474670;108.634674;866.566284;465.837128;53.595787;1048.755249;755.854492;435.259369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;809.127197;490.805786;45.120777;907.514648;545.024170;111.710548;867.144897;467.810852;57.350178;1050.364746;757.283630;435.300476;;;;1027.161133;757.911133;258.224731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;812.142334;492.311676;48.056328;908.673828;546.816467;115.088524;867.607605;469.343536;60.866333;1051.959961;758.351501;435.327454;;;;1030.348022;760.401550;258.674774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;815.303406;494.229797;51.037247;910.052917;548.861450;118.555252;868.600220;471.482239;64.192825;1053.520630;759.467834;435.867126;;;;1032.193726;763.238831;259.608124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;818.311401;496.066162;53.559566;910.537476;550.898743;122.792221;869.106873;473.724121;67.257607;1055.186401;760.872192;436.153870;;;;1034.808716;765.305725;260.294495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;822.062927;498.274231;55.762402;911.293091;553.219543;126.016319;869.459167;475.868225;70.722618;1056.174561;761.979492;436.444458;;;;1039.137085;767.387024;260.741150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;825.225159;500.745880;57.841503;912.397034;555.369751;129.339920;870.455261;478.222565;74.024979;1057.966064;763.364990;436.946930;;;;1041.916992;769.922424;261.253387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;828.567627;503.351227;60.615082;913.703613;558.168274;132.105804;870.846741;480.844727;77.064949;1059.314453;764.693420;437.760559;;;;1044.830688;772.490967;262.104309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;831.606995;506.094635;62.821331;915.948975;560.360901;134.872940;872.051575;483.824615;79.779610;1060.503906;765.440308;438.194275;;;;1048.870361;774.702148;262.883820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;834.439758;509.234406;65.299667;917.094788;562.889832;137.342712;872.922424;486.722931;82.421059;1062.452026;766.427612;438.410645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;837.352356;512.478516;67.821167;918.544678;565.903809;140.181137;873.768311;489.695129;85.228874;1063.570923;767.965454;438.898407;;;;;;;1054.639038;779.407471;264.771790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;840.609924;515.765198;69.843361;920.667664;568.516785;142.824631;875.253052;492.927856;87.643219;1064.593140;769.162415;439.104248;;;;;;;1058.448486;781.678894;266.054626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;843.984436;519.073181;72.050964;921.684692;571.165405;145.955536;876.556213;496.164032;89.809395;1066.048828;770.067322;439.768646;;;;;;;1061.931396;783.715027;267.112396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
