;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;;*54;;;*55;;;*56;;;*57;;;*58;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
96;910.182129;766.230774;110.492920;1143.005859;887.845276;453.567383;874.823547;673.104492;80.222931;;;;;;;;;;779.830322;740.731262;103.067894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;910.104858;764.923157;110.767700;1142.772949;887.562988;453.410919;875.027710;670.121704;82.358047;;;;;;;;;;779.559326;738.456055;104.103065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;909.502991;763.233887;111.325432;1142.436523;887.417175;453.196747;874.670410;667.596191;83.670647;;;;;;;;;;779.026978;736.704834;104.818039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;908.801147;761.423767;112.196922;1142.045898;887.258850;453.031738;874.770752;665.890198;84.913963;;;;;;;;;;778.816711;734.777222;105.534477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;908.199158;760.040100;112.932007;1141.685913;887.125854;452.931885;874.885010;664.677368;85.592560;;;;;;;;;;778.132568;733.142761;106.901627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;907.800842;758.476257;113.292145;1141.244385;887.008118;452.568848;874.843872;663.628662;86.540031;;;;;;;;;;776.944153;731.404358;108.445862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;907.095154;757.173767;113.739609;1140.712524;886.520508;452.054810;874.745422;661.079651;88.720146;;;;;;;;;;776.645569;729.973938;109.111168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;906.221069;755.769775;114.189087;1140.540161;885.754028;451.623077;874.231140;658.636353;90.165260;;;;;;;;;;776.378906;728.542847;109.551109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;905.676514;754.136536;115.103653;1140.268066;885.133728;451.267670;873.624390;657.248779;90.964142;;;;;;;;;;775.671021;726.904724;110.690323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;905.091553;752.961731;115.761650;1140.078613;884.091553;450.837250;872.963257;656.459961;91.607185;;;;;;;;;;774.509338;725.637634;111.791710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;904.315857;751.689514;116.309677;;;;872.877380;654.948669;93.822411;;;;;;;;;;773.956909;724.519226;112.079437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;903.490540;750.321350;116.670288;;;;871.912170;653.395020;95.047691;;;;;;;;;;773.551514;723.201599;112.070618;1138.735229;883.207275;450.233154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;902.884827;749.411926;116.891907;;;;871.082214;652.139893;95.727692;;;;;;;;;;;;;1137.167847;883.872803;451.073273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;902.111938;748.409180;117.370178;;;;870.210144;650.691589;96.628708;;;;;;;;;;;;;1136.289795;883.799316;451.273315;770.918152;721.543396;114.034401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;901.023865;747.041260;118.114792;;;;869.420776;649.485291;97.626091;;;;;;;;;;;;;1135.813599;883.001526;449.987213;770.683472;720.844788;114.355255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;900.115112;745.780823;118.806480;;;;868.687439;648.365662;98.226891;;;;;;;;;;;;;1135.590942;882.895752;449.352478;769.884766;720.085388;114.858971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;899.282959;745.063110;119.247322;;;;867.433899;647.299988;98.628036;;;;;;;;;;;;;1135.269897;883.068176;449.190033;768.866089;719.581665;115.240593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;898.687683;744.067261;119.317268;;;;866.144470;646.189331;99.315598;;;;;;;;;;;;;1134.882202;882.793823;448.995270;767.774841;719.324646;115.772812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;897.897583;742.903198;119.627823;;;;865.156555;645.263062;99.855888;;;;;;;;;;;;;1134.383911;881.523071;448.624268;766.867310;719.022583;115.697899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;896.664734;741.989746;119.750755;;;;864.165222;644.351685;100.458824;;;;;;;;;;;;;1133.933472;880.865601;448.337677;766.015503;718.605347;115.242363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;895.990356;741.327332;119.885880;;;;862.954712;643.181030;101.331490;;;;;;;;;;;;;1133.292603;880.494019;447.957092;764.761597;718.367859;115.067932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;894.622009;741.852112;119.388054;;;;861.746216;642.258850;101.809891;;;;;;;;;;;;;1132.674683;880.188293;447.345490;764.057678;718.159424;114.914536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;894.289612;739.613953;119.834061;;;;860.483154;641.300049;101.826950;;;;;;;;;;;;;1133.170288;879.402771;446.654907;763.333923;717.908386;114.773140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;893.687073;738.277588;119.880096;;;;859.234314;640.513672;102.255043;;;;;;;;;;;;;;;;762.761658;717.520508;114.481133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;893.311462;737.628601;119.582626;;;;858.552124;639.736938;102.540123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;892.820801;737.068176;119.771347;;;;857.700745;639.028748;102.621826;;;;;;;;;;;;;;;;;;;761.517151;716.638916;113.532059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;891.934509;736.193604;120.128601;;;;856.605835;638.368713;102.540329;;;;;;;;;;;;;;;;;;;760.294739;716.262939;113.318550;1131.793457;878.318481;445.092865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;890.978882;735.116455;120.264755;;;;855.171509;637.558044;103.035927;;;;;;;;;;;;;;;;;;;759.227173;715.935364;113.254852;1131.180420;878.078125;444.768066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;890.523621;734.331116;120.202675;;;;853.797974;636.745117;102.958466;;;;;;;;;;;;;;;;;;;;;;1130.081299;877.851563;444.453247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;889.818176;733.960388;120.422134;;;;852.823059;636.174805;102.808434;;;;;;;;;;;;;;;;;;;;;;1128.922485;877.573669;444.236145;758.535461;714.923279;111.737228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;889.097229;733.406860;120.259155;;;;852.182922;635.815979;102.834061;;;;;;;;;;;;;;;;;;;;;;1127.928833;877.490112;444.294434;758.351501;714.246582;111.323845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;889.071838;732.594971;119.538712;;;;851.103638;635.167480;102.933701;;;;;;;;;;;;;;;;;;;;;;1127.499268;877.262268;444.109192;757.956726;713.617798;110.966789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;888.282104;731.685120;119.540756;;;;849.662903;634.612061;102.762924;;;;;;;;;;;;;;;;;;;;;;1127.488647;877.009583;443.743225;757.429199;712.947266;110.628647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;887.557556;730.962158;119.382584;;;;848.445007;634.546204;101.855797;;;;;;;;;;;;;;;;;;;;;;1127.240234;876.739624;443.311127;756.740417;712.351624;110.116653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;886.876038;730.567688;119.397339;;;;847.312317;635.241455;100.692047;;;;;;;;;;;;;;;;;;;;;;1126.612915;876.523315;442.986603;756.245728;711.907104;109.459351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;886.289795;730.207397;119.274666;;;;846.230164;635.790405;99.683266;;;;;;;;;;;;;;;;;;;;;;1125.611084;875.228271;441.438751;755.803284;711.448608;108.778061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;885.776489;729.700745;118.975349;;;;845.305786;635.547729;99.067062;;;;;;;;;;;;;;;;;;;;;;;;;755.576782;710.806091;107.963699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;885.129028;729.063538;118.843025;;;;844.501770;634.888916;98.747459;;;;;;;;;;;;;;;;;;;;;;;;;755.364807;710.124023;107.185646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;884.479797;728.331726;119.017044;;;;843.454468;634.545898;97.995796;;;;;;;;;;;;;;;;;;;;;;;;;755.375061;709.325256;105.798378;1124.078735;875.654663;441.478821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;883.840942;727.938354;118.567802;;;;842.576050;634.554810;96.797165;;;;;;;;;;;;;;;;;;;;;;;;;755.131165;708.702515;105.174309;1123.347900;875.632751;441.121521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;883.342468;727.561584;118.137215;;;;841.355408;634.835571;96.137405;;;;;;;;;;;;;;;;;;;;;;;;;754.840149;708.199707;104.926170;1122.456055;875.386963;440.656555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;883.034302;727.115662;117.745987;;;;840.929810;635.040222;94.897652;;;;;;;;;;;;;;;;;;;;;;;;;754.582275;707.355835;104.545906;1121.383423;875.140381;440.437164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;882.728271;726.597717;117.158974;;;;840.413635;635.004578;93.762329;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120.298462;874.836853;440.354614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;882.710144;726.122070;116.712753;;;;839.929565;634.554321;92.613327;;;;;;;;;;;;;;;;;;;;;;;;;;;;1119.719482;874.461182;440.178101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;882.595520;725.595520;116.514374;;;;839.875305;634.236694;91.626801;;;;;;;;;;;;;;;;;;;;;;;;;;;;1119.547363;873.935913;439.894531;754.667236;704.558777;102.487167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;882.506287;724.995300;116.317268;;;;839.552612;633.953125;91.191330;;;;;;;;;;;;;;;;;;;;;;;;;;;;1119.575806;873.303528;439.307007;754.539612;703.449829;102.252670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;882.462219;724.449280;115.936440;;;;839.175964;633.465515;90.667984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;754.597778;702.326965;101.858963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;882.269531;723.976013;115.687874;;;;838.596741;633.059143;89.561989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;754.814331;701.306702;101.308403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;881.878174;723.694214;115.467560;;;;838.217590;632.889832;88.218109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;754.994507;700.308411;100.404106;1117.988647;872.583130;438.905823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;881.616516;723.406616;115.127510;;;;837.797302;633.158081;86.779396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;755.382690;699.091125;99.399147;1116.675781;872.639343;439.035034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;881.458740;722.866150;114.814003;;;;837.359863;633.734192;85.203430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;755.978882;698.131409;98.897087;1115.728027;872.504028;438.984375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;881.526794;722.335449;114.533035;;;;836.775085;634.560608;83.837051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;756.628540;697.287415;98.500793;1115.006348;872.597717;438.923859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;881.753540;721.896973;114.165588;;;;836.261414;635.352844;82.476456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.258911;696.339539;97.968437;1114.401001;872.632996;438.836517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;881.999329;721.383240;113.698280;;;;835.917908;635.675049;81.116058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;757.680725;695.368042;97.160515;1114.114624;872.572083;438.629181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;882.148987;720.895264;113.318077;;;;835.752136;635.578247;80.026268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.224792;694.547363;96.816673;1114.147583;872.130554;438.312744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;882.204468;720.485352;113.060143;;;;835.842712;635.162109;78.845970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.969055;694.021240;96.978699;1114.078247;871.748718;437.538666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;882.226135;720.278992;112.819931;;;;835.655945;634.979126;77.863342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.506775;693.559204;96.931526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;882.314148;720.167175;112.579964;;;;835.611023;635.132813;77.392151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.948364;692.952698;96.540466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;882.420959;720.061523;112.345779;;;;835.662537;635.370789;77.068779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.117126;692.342224;96.152626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
