Grasp120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:08:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;882.774963;811.025146;67.920967;746.919556;807.191040;33.073620;1136.160522;887.649353;408.752319;1112.238525;923.351257;256.750214;817.107666;748.600342;32.715527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;882.613342;811.024109;68.600990;746.979004;807.374390;33.172768;1136.090698;887.693054;408.655090;1112.447388;923.484680;256.621277;816.969116;748.601257;32.852451;2374.083252;276.388245;-133.738541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;882.371521;811.107422;69.430351;746.933167;807.733521;33.211266;1136.047241;887.655945;408.419556;1112.695801;923.662476;256.452759;816.842896;748.554993;32.765633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;882.230652;811.337585;70.415024;746.928955;807.994995;33.326912;1135.952637;887.572815;408.218384;1113.035156;923.816223;256.342377;816.884766;748.521851;32.765053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;882.176392;811.515381;71.104294;746.931763;808.199829;33.896667;1135.885376;887.559814;408.018433;1113.683594;923.832458;256.039246;816.920959;748.515137;32.766472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;882.206787;811.881287;71.881783;746.813843;808.670959;34.474033;1135.776489;887.581055;407.831085;1114.884766;924.015686;255.646896;817.099487;748.380371;32.923573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;881.761963;812.004578;73.445694;746.542358;809.227905;35.105633;1135.639160;887.627869;407.682343;1115.914429;924.039429;255.098770;817.065674;747.920227;33.259037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;881.331665;812.018005;75.150009;746.384155;809.698059;36.490360;1135.317749;887.648926;407.251556;1116.492188;924.072327;254.895401;817.838989;747.621033;33.054829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;881.450378;812.064514;76.233574;746.178284;810.528015;38.743752;1135.067871;887.641846;407.001343;1117.006104;924.218018;254.934265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;881.935303;812.124268;77.472710;745.868286;811.205078;41.450394;1134.964844;887.604370;406.842438;1117.765503;924.589172;254.435455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;881.862793;812.208252;78.909637;745.558228;811.524414;44.839062;1134.891968;887.592102;406.679535;1118.655273;924.683838;253.596100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;881.737732;812.341675;80.497856;745.375305;811.658081;48.394070;1134.936768;887.528809;406.447601;1119.542969;924.725708;253.261215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;881.970032;812.249146;81.788948;745.202820;811.572144;51.540817;1134.845215;887.511475;406.310577;1120.353149;924.742676;252.912827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;882.411560;812.325562;83.172523;745.242249;810.911621;55.143253;1134.662598;887.537781;406.122192;1121.258667;924.759521;252.724701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;882.492310;812.212219;84.848206;745.366150;810.145813;59.040768;1134.481079;887.583252;405.951202;1122.210693;924.799438;252.364731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;882.811584;812.101318;86.439217;745.584595;809.274170;61.881454;1134.405640;887.532532;405.867798;1122.988403;924.708740;251.857803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;883.318298;811.888977;87.900017;745.821594;807.970093;64.341850;1134.405029;887.575012;405.750214;1123.493408;924.705322;251.738037;;;;;;;829.476563;732.383423;48.101345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;883.661865;811.535767;89.493317;745.928162;806.857483;68.104782;1134.267090;887.621033;405.596344;1124.103394;924.651184;251.770599;;;;;;;830.287354;730.846741;51.269299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
