Grasp117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:05:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;
155;583.926331;657.165222;160.917679;654.698364;735.425232;170.657196;;;;1011.651367;844.470947;393.735809;;;;;;;530.936890;727.677185;182.804810;;;;;;;;;;;;;895.716248;852.403748;271.645996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;580.623657;657.158569;160.586975;651.089294;735.307068;171.207230;;;;1008.928772;844.030579;393.939117;;;;;;;527.431091;727.836670;182.495789;;;;;;;;;;;;;891.921875;851.668274;272.880676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;577.319458;657.179871;160.361252;648.085144;734.956299;171.547821;;;;1006.465271;843.393188;394.103729;;;;;;;524.597778;727.902039;182.156128;;;;;;;;;;;;;888.684753;850.767822;273.385651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;573.764221;657.158020;160.508865;644.676514;734.700867;171.563629;;;;1003.573364;842.927063;393.920624;;;;;;;521.474243;727.932312;182.139282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;570.450684;657.080017;160.257797;641.543945;734.297852;171.503021;;;;1001.521790;842.115479;394.125061;;;;;;;518.025696;727.843811;182.629257;;;;;;;;;;;;;;;;882.773743;848.821228;274.802338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;567.162964;656.749939;160.149017;638.668945;733.966614;171.305954;;;;999.186279;841.642151;394.280457;;;;;;;514.909607;727.878174;182.658142;;;;;;;;;;;;;;;;880.845459;847.800232;275.121674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;564.397949;656.525085;159.502396;635.755249;733.594788;170.853897;;;;996.384399;841.332031;394.151184;;;;;;;511.747833;727.817627;182.489517;;;;;;;;;;;;;;;;877.583008;846.943726;275.523407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;560.990662;656.118591;159.441544;632.400879;733.524292;171.082809;;;;994.326477;840.603943;394.429077;;;;;;;509.069946;727.766663;181.922379;;;;;;;;;;;;;;;;874.435425;845.894653;276.138062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;557.963806;655.946838;159.211136;629.968628;732.955444;170.665863;;;;991.665344;839.966248;394.024170;;;;;;;506.279510;727.662170;181.292038;;;;;;;;;;;;;;;;872.455933;844.633545;276.419952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;554.898743;655.737976;158.988235;626.675049;732.647949;170.490280;;;;989.632019;839.112854;394.061829;;;;;;;502.888000;727.368225;181.265274;;;;;;;;;;;;;;;;869.257996;844.004150;276.656891;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;552.376770;655.565430;158.352066;624.143372;732.334351;170.522537;;;;987.276123;838.823242;393.740662;;;;;;;500.366913;727.044495;181.310349;;;;;;;;;;;;;;;;866.526184;843.173279;277.273346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;549.231567;655.243286;157.896149;621.188416;731.944824;170.334167;;;;984.690491;838.296143;393.782104;;;;;;;497.502869;726.677734;180.694519;;;;;;;;;;;;;;;;864.367065;841.776367;277.346130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;546.682556;654.913452;157.612396;618.635925;731.547180;169.654694;;;;982.510742;837.764343;393.686951;;;;;;;494.803497;726.506409;179.670837;;;;;;;;;;;;;;;;861.659058;841.038696;277.719116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;544.119446;654.407593;157.414108;616.255066;730.832886;168.956665;;;;980.148499;836.932007;393.621918;;;;;;;492.264160;726.227417;178.543610;;;;;;;;;;;;;;;;859.016052;840.401001;277.970673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;541.369385;654.120972;156.637009;613.047119;730.709717;169.042770;;;;978.101746;836.184692;393.230804;;;;;;;489.538300;726.128967;178.960556;;;;;;;;;;;;;;;;857.115417;838.799866;278.073334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;538.692505;653.838623;156.231140;611.024780;730.170654;168.741592;;;;976.103088;835.904846;392.884399;;;;;;;486.860443;726.006653;178.488541;;;;;;;;;;;;;;;;854.715942;837.935425;278.129761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;536.284851;653.777466;156.108505;608.620972;729.573120;168.624207;;;;974.015076;835.033936;393.072021;;;;;;;484.314484;725.709839;177.277725;;;;;;;;;;;;;;;;851.864502;837.324036;278.190918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;533.687439;653.239624;155.249664;605.763794;729.039490;167.917343;;;;971.773865;834.610229;392.654205;;;;;;;482.420654;725.304260;176.102478;;;;;;;;;;;;;;;;850.048523;836.070496;278.490692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;531.324219;652.680847;154.472260;603.710938;728.558044;167.223999;;;;968.871399;833.885498;392.964172;;;;;;;479.832611;724.876160;175.902206;;;;;;;;;;;;;;;;847.616760;834.982178;278.494690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;529.073303;652.181335;153.926804;602.004700;727.902222;165.983078;;;;967.317261;833.173584;392.613129;;;;;;;477.385040;724.543762;175.329025;;;;;;;;;;;;;;;;844.975952;834.259827;278.641998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;526.746948;651.694458;152.890869;599.371887;727.512573;165.700043;;;;965.356018;832.867615;391.652161;;;;;;;475.370148;724.317932;174.435394;;;;;;;;;;;;;;;;843.161438;833.444946;278.468018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;524.468567;651.410034;151.873154;597.152161;727.045105;165.276413;;;;963.984802;832.190369;391.084473;;;;;;;473.410950;724.077515;173.564041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;522.367188;650.887756;151.458282;595.164246;726.217346;164.773743;;;;962.122925;831.046082;390.548676;;;;;;;471.247711;723.513489;172.988434;;;;;;;;;;;;;;;;;;;838.753601;831.651428;277.943939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;520.286499;650.446960;150.494263;593.276855;725.723206;163.898438;;;;960.018921;829.908630;390.097717;;;;;;;469.317505;722.943298;172.499298;;;;;;;;;;;;;;;;;;;836.418701;830.716858;277.726532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;518.262878;649.853394;149.368118;591.341980;725.262451;162.815643;;;;957.916260;829.907837;390.231415;;;;;;;466.926483;722.400635;171.404297;;;;;;;;;;;;;;;;;;;835.103821;829.708984;277.539154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;516.472046;649.388855;148.466339;589.210938;724.743286;162.191635;;;;955.556763;829.990295;390.138763;;;;;;;465.180420;721.953674;170.028473;;;;;;;;;;;;;;;;;;;833.462646;828.390686;276.866577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;514.733154;649.164368;146.792038;587.671997;724.010620;161.263596;;;;954.097839;829.514709;389.874115;;;;;;;463.797974;721.700684;169.096130;;;;;;;;;;;;;;;;;;;831.898682;827.642090;276.165039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;512.943420;648.791626;145.608932;586.133240;723.316467;160.477768;;;;951.839233;828.911194;389.087982;;;;;;;461.568146;721.391785;168.194870;;;;;;;;;;;;;;;;;;;829.914917;826.849548;276.198639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;510.816010;648.204407;145.172958;584.105652;722.785889;159.366165;;;;950.175049;827.631653;388.359161;;;;;;;460.162384;720.867554;167.105713;;;;;;;;;;;;;;;;;;;827.633606;826.236084;275.898773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;508.977570;647.483093;144.177155;582.213074;722.368652;158.532532;;;;;;;;;;;;;458.526642;720.432678;165.563797;;;;;;;;;;;;;;;;;;;826.452820;825.127563;275.538879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;507.182159;646.876892;142.979340;580.542603;721.664001;157.669952;;;;;;;;;;;;;456.672119;719.717529;164.578812;;;;;;;;;;;;;;;;;;;825.084839;823.917847;275.063538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;505.724823;646.556213;141.796616;579.356689;720.871765;156.529312;;;;;;;;;;;;;455.155640;719.419495;163.835785;;;;;;;;;;;;;;;;;;;823.481323;823.218323;274.262512;944.663147;826.815308;387.545593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;504.193176;646.099060;140.479752;578.134644;720.344910;154.986389;;;;;;;;;;;;;453.661133;719.257813;161.908539;;;;;;;;;;;;;;;;;;;820.814880;823.222168;274.681335;942.740845;825.557678;386.689423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;502.516602;645.617920;139.390961;576.442322;719.714966;153.732208;;;;;;;;;;;;;452.161835;718.766235;160.769012;;;;;;;;;;;;;;;;;;;819.459717;822.009949;273.715607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;501.177917;644.922119;138.320724;574.381775;719.613586;153.294601;;;;;;;;;;;;;450.206970;718.169739;159.476059;;;;;;;;;;;;;;;;;;;817.740112;821.179810;273.338654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;499.859619;644.333801;136.852478;573.192444;719.236145;152.410095;;;;;;;;;;;;;449.412842;717.613464;157.572556;;;;;;;;;;;;;;;;;;;816.745117;820.119812;272.729187;;;;938.280151;823.803955;384.236206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;498.491821;643.879395;135.751785;572.176208;718.319336;150.776062;;;;;;;;;;;;;448.174805;717.111511;156.096970;;;;;;;;;;;;;;;;;;;;;;;;;937.250000;823.545898;384.065277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;496.938263;643.611145;134.397110;571.077026;717.559509;149.108902;;;;;;;;;;;;;446.522369;716.811646;155.292847;;;;;;;;;;;;;;;;;;;;;;;;;935.884460;822.689575;383.385681;813.904907;818.585938;271.719604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;495.785736;643.205200;133.206589;570.125549;717.035339;148.132767;;;;;;;;;;;;;445.346130;716.652100;153.766220;;;;;;;;;;;;;;;;;;;;;;;;;;;;811.894043;818.164612;271.154358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;494.666626;642.737488;131.734528;568.869812;716.391357;147.303253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;810.450989;817.551697;270.474915;932.956482;821.665344;382.241058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;493.816467;642.159363;129.855881;567.591125;716.137085;146.128174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;809.442688;816.890320;269.648865;930.941284;821.562134;381.141998;443.269104;715.839478;150.773972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;492.305389;641.748047;129.079376;566.447571;715.645142;144.750626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;807.906250;816.050903;269.158142;929.745483;821.232544;380.985077;442.014679;715.355774;149.532791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;491.160797;641.362610;128.287460;565.063965;715.088074;143.540115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;807.641479;815.050171;268.098419;;;;440.948303;715.133728;148.054382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;489.954315;641.163147;126.539742;564.104065;714.570740;142.560104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;439.846161;714.774475;146.855362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;489.120819;640.780334;125.073761;563.355225;714.075439;140.940903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;439.078552;714.497620;145.325470;804.935608;813.829712;266.822693;925.900574;819.757324;378.877289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;488.256683;640.191528;123.367363;562.489197;713.614990;139.350861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;438.513855;714.345459;143.183212;803.504211;813.631348;266.571930;924.489380;819.550293;378.181274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;487.320251;639.820679;122.358597;561.812256;713.200073;138.330338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437.202179;713.969910;142.038391;802.295715;813.085388;265.670990;923.362488;819.165344;377.629944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;486.483917;639.520081;120.924301;560.707581;712.536194;137.324295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;436.320923;713.278137;141.283646;801.006287;812.466919;264.472870;922.674927;818.432983;376.670288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;485.422791;638.830139;119.180611;560.007690;711.832214;136.174789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;435.451904;712.859070;139.256653;800.287354;811.810669;264.001587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;484.585449;638.582825;118.038612;559.251526;711.361755;134.156143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;435.048706;712.405090;137.637222;799.444031;811.275024;263.179169;;;;921.046997;817.608643;374.872284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;483.818207;638.356812;116.607170;558.536865;710.921021;132.770218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;434.350403;712.063782;136.464783;799.170349;810.631042;261.728973;;;;919.695496;817.497498;374.359985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;483.193512;637.921265;115.037445;557.730103;710.614563;132.279724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;433.176392;711.765686;135.038498;798.870544;809.790161;261.099091;;;;918.044800;817.172424;373.956360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;482.354034;637.261719;113.529625;556.795837;710.540222;131.087402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;432.643524;711.478638;133.854538;;;;;;;916.727478;816.875732;373.672150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;481.852722;636.964539;111.668617;556.280457;710.197144;129.547440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;431.448730;711.039551;132.652847;;;;;;;915.845825;816.465332;373.115356;796.407898;808.546814;260.110016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;481.169006;636.638916;110.672081;555.577148;709.609741;128.150452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.746338;710.561218;131.647232;;;;;;;;;;795.308105;808.389404;259.480896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;480.204773;636.243469;109.503197;554.914917;709.025330;127.367691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.693939;710.137024;130.169861;;;;;;;;;;794.543518;808.017334;258.725464;914.449341;815.573486;371.240570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;479.907135;636.000366;107.680359;554.163940;708.826294;126.269623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430.193054;710.022461;128.360626;;;;;;;;;;793.620178;807.578857;258.176666;912.780212;815.474792;371.163696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;479.178253;635.960266;106.460098;553.688965;708.570923;124.569138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.746338;709.772339;126.922913;;;;;;;;;;792.518677;807.056396;257.453583;911.575317;815.310730;370.698822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;478.268768;635.964294;105.492439;552.916992;708.535889;123.646355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;429.205322;709.598328;126.049026;;;;;;;;;;791.921753;806.688660;257.047028;910.746094;815.077515;370.001099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;477.672241;635.776306;104.041756;552.428223;708.042114;122.680084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;428.156921;709.534302;125.060944;;;;;;;;;;791.354187;806.132446;256.473267;910.235962;814.750977;369.682922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;477.035675;635.554443;102.636024;551.925720;707.705200;121.765320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;427.791199;709.562378;123.903557;;;;;;;;;;790.588928;805.643127;255.741653;909.266113;814.438904;368.961731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;476.630310;635.575256;101.238792;551.342834;707.530945;120.771255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;427.168793;709.474060;122.721771;;;;;;;;;;789.837463;805.201111;255.213608;908.530884;814.080444;368.281708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;476.390503;635.456909;99.908592;551.334106;707.282288;119.169609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426.073517;709.456238;122.010368;;;;;;;;;;789.101501;804.743958;255.008194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;475.705231;635.299988;98.728683;550.993408;707.120300;118.244766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.823212;709.472290;120.732681;;;;;;;;;;788.312683;804.305542;254.667313;;;;907.307495;813.723450;367.214447;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;474.897949;635.260437;97.737366;550.240845;706.817078;117.254501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.547546;709.460999;118.844055;;;;;;;;;;788.173218;804.061707;253.623840;;;;906.095215;813.560242;366.929932;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;474.483215;635.140686;96.669777;549.572144;706.536987;116.458237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;425.102478;709.501343;117.591408;;;;;;;;;;;;;;;;904.910583;813.400574;366.789886;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;474.172546;635.144165;94.809372;549.498962;706.505005;115.309898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;903.678528;813.109375;366.599335;788.017700;803.182434;251.374298;;;;;;;;;;;;;;;;;;;;;;;;
222;473.704254;635.343750;93.624992;549.184998;706.420654;114.198837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;902.993408;812.820190;366.403900;787.255676;802.879883;251.479462;424.899170;709.485107;115.363678;;;;;;;;;;;;;;;;;;;;;
223;473.241028;635.433838;92.727722;548.645935;706.348450;113.317062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;902.640686;812.632874;366.156036;786.388672;802.607239;251.435944;424.454132;709.687805;113.827820;;;;;;;;;;;;;;;;;;;;;
224;472.696564;635.500061;91.667542;548.085999;706.356201;112.447144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;902.249207;812.403259;365.615570;785.563477;802.380066;251.077499;423.926208;709.878235;112.977982;;;;;;;;;;;;;;;;;;;;;
225;472.453094;635.756531;90.148369;547.951050;706.359009;111.510788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;784.475891;802.305054;250.744843;423.868134;710.025269;112.505402;;;;;;;;;;;;;;;;;;;;;
226;472.363464;635.975098;88.551483;548.121948;706.465393;110.127037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;783.725769;802.097473;250.376373;423.872040;710.108215;111.152870;;;;;;;;;;;;;;;;;;;;;
227;472.421783;636.332764;87.134193;547.829895;706.681335;108.963036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;783.434143;801.833618;249.974152;423.490509;710.412109;109.095161;;;;;;;;;;;;;;;;;;;;;
228;472.482178;636.588440;85.250084;547.447571;706.687744;108.137177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;783.314636;801.651611;249.615356;423.263184;710.513123;107.798615;;;;;;;;;;;;;;;;;;;;;
229;472.204376;636.849976;83.924423;547.361633;706.828918;107.127838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;783.321655;801.424011;249.150726;423.310272;710.742920;106.764481;899.830688;811.496582;363.727020;;;;;;;;;;;;;;;;;;
230;472.027740;637.175781;83.182762;547.600769;707.213623;105.791771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;783.157288;801.221741;248.670425;423.353210;711.013855;105.100479;899.008240;811.497192;363.604248;;;;;;;;;;;;;;;;;;
231;472.111481;637.235107;81.699585;547.609375;707.493591;104.564522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;782.861023;800.973022;248.041763;423.039001;711.156128;103.447327;898.162659;811.544739;363.284027;;;;;;;;;;;;;;;;;;
232;472.242767;637.288391;79.477196;547.598755;707.566895;103.508430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;782.611206;800.572083;247.653137;423.280182;711.430481;101.751747;897.519836;811.512878;363.108337;;;;;;;;;;;;;;;;;;
233;472.728668;637.525146;78.725235;547.859009;707.851379;101.761787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;782.336731;800.256714;247.363083;423.920410;712.322510;101.107841;897.024963;811.543579;362.995361;;;;;;;;;;;;;;;;;;
234;473.098114;637.883911;78.591286;548.448547;708.860474;100.124298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781.965088;800.052979;247.128113;424.620819;713.235352;100.035484;896.667603;811.338013;362.923340;;;;;;;;;;;;;;;;;;
