Grasp60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:43:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;784.917053;469.496063;29.620728;957.668457;748.320801;251.798813;865.427856;451.760773;31.647480;901.664246;539.011292;64.704353;1035.587036;831.249756;401.463501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;784.939270;469.466797;29.556013;957.850037;748.182861;251.657135;865.445374;451.743378;31.734596;901.668091;538.996338;64.607071;1035.663330;831.113831;401.429810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;784.940186;469.524902;29.395065;957.942871;748.139587;251.663269;865.418518;451.675507;31.700026;901.710449;538.981018;64.582581;1035.805054;831.020142;401.289917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;784.903931;469.552887;29.301979;957.913513;748.145630;251.807007;865.420227;451.674316;31.684109;901.695313;538.981934;64.559235;1036.431396;830.820984;400.979584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;784.870728;469.472076;29.454742;958.182739;748.068359;251.662872;865.426086;451.744812;31.655437;901.661133;538.972778;64.533958;1036.609009;830.827271;400.688171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;784.850891;469.458984;29.532822;958.140869;748.124451;251.668945;865.420776;451.700470;31.665077;901.638062;538.947021;64.516602;1036.724243;830.734253;400.645782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;784.852783;469.518219;29.468697;958.254456;748.160156;251.701813;865.412170;451.678558;31.733818;901.687866;538.888672;64.610374;1036.836914;830.790527;400.551208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;784.876221;469.532104;29.445143;958.511719;748.070557;251.545273;865.411255;451.664459;31.702242;901.660889;538.901367;64.721077;1036.977783;830.794067;400.506195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;784.694519;469.452179;29.604347;958.672791;748.129456;251.403946;865.388489;451.655212;31.700935;901.611572;538.888489;64.762680;1036.844360;830.768494;400.688538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;784.726746;469.546814;29.541822;958.948181;748.129578;251.260452;865.424988;451.699799;31.743729;901.612122;538.895386;64.751534;1036.875000;830.817078;400.818329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;784.716553;469.409912;29.769306;959.201599;748.163757;251.116409;865.419495;451.680420;31.693476;901.555237;538.877625;64.659042;1037.039673;830.884949;400.476563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;784.815796;469.487122;29.469778;959.255676;748.318604;250.998688;865.386414;451.694641;31.676479;901.614807;538.922241;64.754951;1037.214722;830.944336;400.266296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;784.856384;469.517822;29.477873;959.500732;748.393433;250.911194;865.409302;451.680389;31.678093;901.659973;538.979675;64.637375;1037.485474;830.823059;400.126190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;784.731628;469.443756;29.721457;959.741699;748.473816;250.509476;865.387695;451.693726;31.681541;901.557007;539.000732;64.659843;1037.721313;830.841309;400.035248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;784.846802;469.467102;29.693611;959.892517;748.669312;250.309647;865.410156;451.678864;31.681902;901.593933;538.985840;64.765396;1037.956543;830.821777;399.890381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;784.900452;469.502075;29.574005;959.993774;748.839355;250.178925;865.397644;451.772522;31.689945;901.592102;538.981628;64.822502;1038.218994;830.826111;399.806000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;784.967102;469.591095;29.586079;960.050232;749.020691;249.949677;865.391907;451.805847;31.683622;901.622986;539.064392;64.919182;1038.572144;830.828735;399.514587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;785.026978;469.560883;29.670477;960.184998;749.319763;249.769012;865.345886;451.785706;31.736404;901.604309;539.102600;65.086868;1038.456665;830.613098;399.735504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;785.052551;469.663300;29.737946;960.350403;749.700500;249.536621;865.298462;451.873047;31.778526;901.537292;539.156128;65.285248;1039.123779;830.679993;399.599396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;785.117798;469.796143;29.718069;960.582764;750.196045;249.251450;865.331238;451.956146;31.788010;901.556274;539.142334;65.522141;1039.684692;830.716187;399.325439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;785.299377;469.862549;29.774551;961.102844;750.718384;249.146622;865.344727;452.189850;31.820309;901.385376;539.270081;65.847450;1040.103638;830.799194;399.225098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;785.462280;470.077209;29.838854;961.511108;751.476868;248.948868;865.260193;452.518768;31.662586;901.255798;539.581543;66.628296;1040.375610;830.766296;399.155151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;785.929810;470.353943;29.515585;962.098694;752.319763;248.522980;865.241516;452.878143;31.714607;901.217896;540.037598;67.472099;1040.666992;830.705872;399.457306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;786.216492;470.663116;29.674709;962.513550;753.080200;248.065811;865.357544;453.325714;31.824627;901.271790;540.579102;68.112793;1041.282227;830.989685;398.921478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;786.608093;470.955048;29.995201;963.298279;753.840332;247.863083;865.471619;454.031403;31.784637;901.492126;541.101563;68.676559;1042.368164;831.182678;398.639526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;787.253601;471.267517;30.300177;964.033447;754.976135;247.646835;865.740967;454.881195;31.865896;901.529968;541.658264;69.421829;1043.466431;831.466003;398.619446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;787.858582;471.888092;30.606024;965.004700;756.308044;247.251129;866.120728;456.100891;31.887169;901.872742;542.534058;69.927673;1044.386963;831.657410;399.003845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;789.019836;472.432129;31.095825;965.808838;757.310181;247.035370;866.287415;457.082550;31.851175;902.360718;543.846008;70.624344;1044.721436;831.889160;399.261078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;790.269775;473.026306;31.149015;966.922729;758.809937;246.464615;866.933167;458.104645;32.091991;902.853271;544.885864;71.281975;1045.734131;832.177917;399.278046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;791.525879;474.030731;30.902082;968.178467;760.398682;245.906265;867.581360;459.391235;32.334827;903.615173;546.066650;72.372551;1047.466431;832.589539;398.966370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;793.062866;474.593079;31.419729;969.495667;762.114441;245.868835;868.352112;460.946930;32.676331;904.395508;547.857178;73.355850;1048.868042;832.940979;399.125336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;795.016479;475.312378;31.787378;970.723450;763.771423;246.071030;869.238770;462.490570;33.215668;905.171143;548.951599;74.474037;1050.281738;833.431641;399.625244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;797.246399;476.505829;32.006435;972.301514;765.992676;245.634476;870.631409;464.358215;33.499889;906.234924;550.967102;74.952156;1051.455200;834.254211;399.593658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;799.321472;477.374908;32.033478;972.912659;767.989624;245.595123;872.305420;465.936157;33.643658;907.173584;553.033020;76.105988;1052.685669;834.994080;399.930115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;802.157227;478.503387;32.299229;974.345825;770.509155;245.722900;874.283264;467.655243;34.019096;908.511169;555.167786;77.117294;1054.082886;835.901123;400.703400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;804.772156;480.129822;32.456917;976.119507;773.012573;245.412735;876.259827;469.470093;35.000198;910.289429;557.629333;77.735405;1055.775635;836.645203;400.851349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;807.687073;481.133759;32.936558;978.264038;775.405884;245.282928;878.689270;471.626007;35.673500;911.723694;559.825867;78.887627;1057.030640;837.764709;400.828735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;811.025452;483.002625;33.474575;979.796021;778.453125;245.190521;880.988220;474.023132;36.142323;913.424316;562.807983;79.757088;1059.012573;839.301086;401.628967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;814.091125;484.621338;34.464485;981.163574;781.424866;245.119843;883.249207;476.434601;36.704033;915.529114;565.322815;80.729424;1060.684937;841.417969;401.941498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;817.448914;486.466644;35.867519;983.148071;784.391418;245.401459;885.695190;479.151672;37.666203;917.424561;568.122559;81.858505;1062.272339;842.424072;402.868195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;820.720520;488.323303;36.909569;985.770325;787.114685;245.511551;888.499817;481.857300;38.367542;919.815125;571.093689;82.314438;1064.164551;843.883057;404.004944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;824.397095;490.510101;37.823769;988.595825;790.351624;244.468475;891.113342;484.687836;39.473774;922.185120;574.022156;83.590385;1065.806152;845.177124;404.543365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;828.520020;493.404175;38.217804;991.234009;793.474243;244.976410;893.320740;487.707367;40.542419;924.392517;577.404968;84.812973;1067.682617;846.417664;405.328400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;832.237610;496.065643;39.205025;992.853699;797.125061;245.356003;896.223083;490.803253;40.912342;927.166382;580.872131;85.185623;1069.251099;847.875610;406.050964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
