Grasp43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:28:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;909.383606;800.774475;70.654060;838.530151;751.676514;35.080181;773.371643;787.575378;35.259636;1204.197754;863.603699;402.742310;1105.616089;892.777771;246.961929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;909.495972;800.661072;70.608597;838.553528;751.661865;35.198601;773.371643;787.575378;35.259636;1204.289551;863.554077;402.834198;1105.594849;892.768921;246.927765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;909.485229;800.634644;70.611702;838.552307;751.636963;35.173771;773.371643;787.575378;35.259632;1204.209229;863.482971;402.778503;1105.580688;892.807617;246.916016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;909.413940;800.656494;70.668663;838.564636;751.636169;35.132198;773.384705;787.545959;35.361420;1204.182861;863.438477;402.750854;1105.662964;892.685486;246.897186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;909.379089;800.643799;70.654335;838.626099;751.561768;35.113712;773.418213;787.526428;35.458385;1204.216187;863.369385;402.797638;1105.661987;892.630371;246.829437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;909.423767;800.646362;70.667938;838.595520;751.596252;35.068199;773.404541;787.552429;35.376629;1204.145752;863.354614;402.753693;1105.719116;892.602905;247.074982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;909.386719;800.671204;70.658394;838.570557;751.570435;35.159729;773.425537;787.567688;35.313820;1204.123169;863.261230;402.727478;1105.684937;892.625854;246.991837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;909.417236;800.660828;70.621628;838.560608;751.540039;35.182373;773.401489;787.548401;35.350136;1204.102783;863.239868;402.724457;1105.652710;892.548889;246.831497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;909.440491;800.676025;70.826302;838.508850;751.553406;35.112816;773.375549;787.439880;35.412388;1204.027832;863.230835;402.782806;1105.694702;892.509033;246.876572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
