;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
40;899.860474;573.590881;104.460358;981.486816;640.152039;124.418900;886.574402;594.162781;72.310539;1193.705811;723.672058;436.759674;1182.226685;771.240051;222.621170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;899.612610;578.174377;104.139381;981.980469;643.850342;124.744186;;;;1194.486206;724.027344;437.099823;1184.113159;771.950439;222.876572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;899.090454;582.715149;104.361725;982.594238;647.597168;125.318855;;;;1195.025879;724.379089;437.427399;1185.371582;772.907104;223.392456;880.958069;608.417175;76.721878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;898.530334;586.914124;104.755379;982.483826;650.684998;125.856369;;;;1195.502563;724.761475;437.665283;1187.162231;773.737488;223.797333;879.645813;614.463928;77.307533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;898.056580;590.823181;105.177841;982.513367;653.944885;125.529579;;;;1196.216553;725.245667;437.881897;1188.947266;774.142029;223.859436;877.603821;621.949585;78.381416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;896.725586;594.745544;104.873787;982.613098;656.946655;125.567490;;;;1196.906128;725.626709;438.127136;1190.325928;774.504700;224.051910;875.013245;629.512512;79.910034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;895.808289;598.319397;105.155937;982.491455;659.752747;125.744423;;;;1197.435425;726.028076;438.189545;1190.776245;775.128479;224.229919;873.000916;635.921753;81.964912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;895.054504;601.884827;105.032463;981.850525;662.572693;126.167419;;;;1197.966797;726.303345;438.526428;1191.496826;775.790405;224.521072;872.170654;643.376282;82.054871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;894.126892;605.502686;105.089043;981.619263;665.110657;126.368790;;;;1198.885742;726.511841;438.736542;1192.272461;776.403259;224.685303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;892.757874;608.855042;105.235146;981.010681;667.542358;126.368080;;;;1199.390503;726.679443;438.680389;1192.923706;776.956055;224.851517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;891.684509;612.033875;106.319275;980.434631;670.769470;126.817863;;;;1199.669434;726.815613;438.604034;1193.413940;777.421997;224.862488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;890.818726;614.989746;107.029778;979.560364;673.081116;126.865807;;;;1199.781738;727.002930;438.355072;1193.828247;777.774048;224.785095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;889.134949;617.692078;107.889587;978.298523;675.226501;126.819000;;;;1199.852539;727.122498;438.174469;1194.038574;778.107727;224.844406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;887.839478;620.106201;108.275192;977.737427;677.154358;126.699600;;;;1200.104492;727.238281;437.963470;1194.174438;778.396667;224.884476;;;;857.994385;685.678528;96.513062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;886.409241;622.885559;108.379547;976.257751;679.161682;126.911049;;;;1200.102539;727.305786;437.652802;1193.889160;778.891541;224.894302;;;;855.209045;691.220886;98.266388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;885.289856;624.904663;109.116669;975.265320;681.511963;127.854088;;;;1199.986694;727.323792;437.523987;1193.753174;779.027893;225.016220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;884.058472;626.959900;109.939240;973.803406;683.329102;127.997993;;;;1200.220825;727.390625;437.491058;1193.499023;779.254395;225.026733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;882.469116;628.382202;111.066185;972.181885;684.981506;128.335846;;;;1199.936035;727.303589;437.180756;1192.773193;779.574829;224.768463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;880.790649;630.116028;111.965645;970.673584;686.540344;128.660385;;;;1199.924561;727.346985;436.958496;1191.993652;779.999390;224.580048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;879.269348;631.560974;112.354271;969.183716;687.790161;129.082870;;;;1199.746948;727.402832;436.488190;1191.041992;780.494141;224.110794;;;;;;;843.765381;716.804749;109.448906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;877.795471;632.614502;112.850410;967.486450;689.263550;129.569397;;;;1199.841797;727.324524;436.190277;1190.403442;780.760620;223.841293;;;;;;;842.029236;721.332825;111.166267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;876.106873;633.341003;113.594353;965.550415;690.787476;129.568863;;;;1199.837769;727.277039;435.946899;1189.817627;781.032715;223.513474;;;;;;;840.371216;725.499329;112.654251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;874.681824;634.355347;113.622574;964.187988;691.646729;130.177170;;;;1199.743530;727.222351;435.709991;1189.401978;781.344116;223.460724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;873.134216;635.017578;114.364555;962.347961;692.590088;130.409576;;;;1199.643921;727.122131;435.373352;1188.110596;781.774841;223.572662;;;;;;;;;;835.497131;734.284546;116.640450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;871.637390;635.441956;114.974724;960.522461;693.711365;130.729538;;;;1199.587402;726.897705;435.144714;1186.539429;782.124207;223.439194;;;;;;;;;;833.617981;737.666138;118.363617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;870.023743;635.722168;115.504219;958.729004;694.549072;130.813568;;;;1199.435913;726.735107;434.846497;1185.341675;782.316833;223.149384;;;;;;;;;;831.779785;740.379761;120.283524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;868.475952;635.906677;116.500252;956.903503;695.159363;131.554169;;;;1199.326416;726.558899;434.514618;1184.499634;782.458984;222.927505;;;;;;;;;;830.335388;742.639771;121.426025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;867.104309;635.907654;117.570877;954.892334;695.611084;131.912827;;;;1198.940308;726.537842;434.184570;1183.285156;782.861084;222.867233;;;;;;;;;;828.612671;744.756165;122.893761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;865.779419;635.798767;118.040031;952.848999;696.248596;132.279526;;;;1198.332642;726.539368;433.595215;1181.350464;783.152832;222.586868;;;;;;;;;;827.425720;746.178101;123.933952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;864.324219;635.545410;118.471031;950.972046;696.503662;132.904068;;;;1197.850830;726.409668;433.178192;1179.790039;783.160583;222.172974;;;;;;;;;;825.748840;746.624756;125.430779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;862.713867;635.185730;119.114166;949.197754;696.734558;133.196808;;;;1197.139282;726.277954;432.752899;1178.759521;783.339600;221.970169;;;;;;;;;;823.927734;746.774048;126.548737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;861.645081;634.628601;119.450272;947.505859;696.980469;133.294281;;;;1196.341675;726.253662;432.104431;1176.981812;783.768250;221.961395;;;;;;;;;;821.836060;746.981018;127.949135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;860.421021;633.855347;119.973145;945.771667;696.718445;133.503601;;;;1196.186157;726.249023;432.074188;1175.266357;783.708130;221.674011;;;;;;;;;;820.386108;747.017029;129.376556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;859.180420;633.144165;120.873627;944.428040;696.882996;133.870605;;;;1195.634155;726.201355;431.716919;1173.961914;783.824646;221.572357;;;;;;;;;;818.156616;746.649231;130.628510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;858.044128;632.231506;122.252266;942.550781;696.968262;134.528351;;;;1194.885986;726.071594;431.325623;1172.506714;784.024658;221.546127;;;;;;;;;;816.493042;746.624146;131.892029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;856.977234;631.556641;122.940788;940.544189;696.704956;134.641434;;;;1194.399292;725.845276;431.046692;1170.663818;784.120056;221.253174;;;;;;;;;;814.736206;745.875427;133.642563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;855.824036;630.671387;123.019318;938.979309;696.597473;134.947968;;;;1193.855469;725.674316;430.774017;1169.108887;784.044128;221.133987;;;;;;;;;;812.735901;744.744934;135.666702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;854.823303;629.718994;123.679657;937.722961;696.402344;135.423370;;;;1193.083740;725.564209;430.398773;1167.634521;784.164490;220.634598;;;;;;;;;;811.260498;743.353210;136.799545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;853.726685;629.097107;124.331406;936.226318;696.127686;135.750534;;;;1191.708252;725.393677;429.709564;1166.106201;784.206360;220.738510;;;;;;;;;;809.169434;742.764099;137.748795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;852.722168;628.380127;124.552582;934.547668;695.622864;135.389023;;;;1190.576416;725.248718;429.260132;1164.331421;783.945129;220.806976;;;;;;;;;;807.333069;741.602722;138.563431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;851.461060;627.324768;125.016884;933.386414;695.436401;135.687088;;;;1189.719360;725.094727;429.067627;1163.223022;783.866455;220.505142;;;;;;;;;;805.183350;739.831177;140.229843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;850.004211;626.494568;125.553406;931.342346;695.170349;136.427139;;;;1188.958008;724.940674;428.800171;1161.907471;783.998779;220.199814;;;;;;;;;;803.515015;738.658875;140.867508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;848.831665;625.934387;125.645615;929.672302;694.572205;136.472031;;;;1188.328979;724.672485;428.517059;1159.973633;783.880310;220.258209;;;;;;;;;;801.212463;737.424377;141.936951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;847.926880;625.190979;125.758003;928.611755;694.147461;136.421204;;;;1187.197510;724.456421;428.527802;1158.500122;783.809998;220.127365;;;;;;;;;;799.863525;736.020386;142.560562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;846.994263;623.666870;126.404716;927.003052;693.644714;136.730453;;;;1186.061890;724.379395;427.923920;1157.336060;783.654663;219.831024;;;;;;;;;;798.164856;735.439453;143.429749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;846.129517;622.643982;126.947594;925.393921;693.450134;137.112930;;;;1184.991577;724.292419;427.487946;1155.887329;783.497498;219.888245;;;;;;;;;;796.386536;734.534729;144.070724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;845.134094;622.235413;126.593422;924.002075;693.422791;137.379715;;;;1184.227417;724.263611;427.324738;1154.275879;783.241882;219.914703;;;;;;;;;;794.688416;733.530518;144.305832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;844.001953;621.678650;126.709793;922.464050;693.322449;137.674835;;;;1183.726440;724.056641;427.271057;1153.079468;783.144348;219.518158;;;;;;;;;;792.947815;732.435730;144.942551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;842.820007;620.886414;127.456779;920.597351;692.823242;137.974060;;;;1182.808472;723.989136;427.241119;1151.729736;782.980591;219.231567;;;;;;;;;;791.702698;731.543640;145.228394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;841.760498;620.129150;127.841522;919.647461;692.453735;138.003769;;;;1181.365845;724.056030;426.843384;1150.475464;782.702820;219.204605;;;;;;;;;;790.195801;730.860657;144.896210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;840.705017;619.607361;127.833366;918.585266;692.114746;137.968231;;;;1180.187378;724.094177;426.619659;1149.075073;782.467651;219.037369;;;;;;;;;;788.556763;730.077820;145.038483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;839.657288;618.998962;128.019470;916.942505;691.595154;138.167892;;;;1179.486938;724.042297;426.357208;1147.777344;782.059509;218.730194;;;;;;;;;;786.885559;728.990234;145.343567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;838.800415;618.512268;127.998306;915.660156;691.632019;138.420486;;;;1179.117065;723.806152;426.101288;1146.575562;781.957825;218.317108;;;;;;;;;;785.582825;728.259460;145.243668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;837.809326;618.069885;127.820419;914.364502;691.388123;138.382294;;;;1178.389160;723.835388;425.774811;1145.800049;781.857788;218.015961;;;;;;;;;;784.458801;727.709167;144.828232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;836.553955;617.846191;127.499664;913.479187;690.828613;137.917236;;;;1177.317627;723.885620;425.742523;1144.612183;781.774231;217.703690;;;;;;;;;;783.035339;727.222107;144.682800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;835.159363;617.310364;127.564064;912.196655;690.194763;137.727188;;;;1176.025635;723.953979;425.558380;1143.229614;781.617188;217.363480;;;;;;;;;;781.707031;726.528381;144.794403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;834.110291;616.856506;127.666023;910.995361;690.234192;137.623932;;;;1174.954468;724.021179;425.112885;1142.150757;781.191528;217.578430;;;;;;;;;;780.325867;725.655518;144.905457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;832.594543;616.678040;127.127014;909.873291;690.333923;137.160660;;;;1174.151001;724.038452;424.983948;1141.479126;780.911804;217.500351;;;;;;;;;;779.149963;725.101685;144.376633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;831.246704;616.748779;126.422783;908.899597;690.047485;137.153976;;;;1173.742676;723.945679;424.954895;1140.678223;780.853638;217.000519;;;;;;;;;;777.887878;724.773804;143.592651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;830.430481;616.598572;126.137794;907.708862;689.505432;137.386246;;;;1173.262329;723.929199;424.616241;1139.649780;780.651550;216.225845;;;;;;;;;;777.148865;724.277466;143.300964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;829.419250;616.419861;126.118439;906.751099;689.145996;137.146729;;;;1172.716553;724.028687;424.422119;1138.639648;780.401794;215.638916;;;;;;;;;;776.227356;723.645508;142.810883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;828.342163;616.262329;125.815041;906.284119;688.943787;136.857391;;;;1171.295654;724.095276;423.940979;1137.737061;779.952454;215.355911;;;;;;;;;;775.398254;722.912292;142.446579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
