Grasp119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:08:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;
36;898.738342;769.839844;114.177170;1137.520142;892.779602;397.920776;;;;;;;1131.052856;918.145081;238.899460;;;;876.014465;672.502869;110.019623;766.161377;741.999146;122.717941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;898.486389;767.984009;114.638023;1136.906738;892.366272;397.823761;;;;;;;1130.591431;917.273804;238.239624;;;;876.256409;670.697266;111.076706;766.376526;739.825012;122.563828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;898.385681;766.271423;114.805016;1136.250488;892.079407;397.172333;;;;;;;1129.788940;916.581726;237.433884;;;;876.272583;669.013489;111.906776;765.753784;737.802002;123.582283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;897.597656;764.571167;114.930847;1135.455688;891.896179;396.379364;;;;;;;1128.830078;915.879944;236.528671;;;;876.546082;666.342346;112.810417;764.808411;736.098083;124.551445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;897.247864;762.470642;115.025024;1134.608276;891.571167;395.748901;;;;;;;1128.047119;914.916077;235.946594;;;;876.141663;664.249634;114.080284;764.798645;734.326599;124.889328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;896.400330;760.511902;115.712662;1133.930176;891.225342;395.312073;;;;;;;1127.421753;913.290100;235.163269;;;;875.735352;662.856567;114.497643;764.651917;732.318909;124.884636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;896.056213;758.556152;115.909828;1132.916382;890.771179;394.636078;;;;;;;1127.082275;912.464783;234.225098;;;;875.196350;661.452576;114.484177;764.544922;730.076111;125.157394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;895.618164;756.815430;115.664764;1132.133667;890.429749;394.037933;;;;;;;1125.398193;911.340759;233.622650;;;;874.633789;659.456787;114.659393;763.683044;728.095764;125.312195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;895.181580;754.692017;115.253868;1131.535522;890.084167;393.509644;;;;;;;1124.098389;910.608765;233.355957;;;;875.018311;656.392456;115.083237;763.232666;726.158691;125.635300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;894.885681;753.057434;115.238945;1130.967407;889.734985;392.970367;;;;;;;1123.035034;908.424316;232.592209;;;;874.871094;654.168274;115.253967;762.775940;724.082458;125.575005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;894.488708;751.094727;115.225533;1130.250732;889.355957;392.007507;;;;;;;1122.073120;907.181763;231.941422;;;;874.344116;652.396667;114.689026;761.973999;722.238281;125.421692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;893.311340;749.270142;115.084732;1129.553955;888.722595;391.738190;;;;;;;1121.260620;907.221375;230.924026;;;;873.012756;650.938721;114.173027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;892.864685;747.148499;114.989090;1128.071045;888.565552;391.279327;;;;;;;1119.973511;905.721436;230.368195;;;;872.032837;649.169189;114.102783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;892.038574;745.279846;114.963585;1127.062378;888.318420;390.774475;;;;;;;1118.280029;904.398499;229.980133;;;;871.352661;647.414429;113.790665;;;;760.972290;715.989258;124.861412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;891.366089;743.274780;114.428825;1126.170776;887.995361;390.355072;;;;;;;1116.844482;903.655701;229.197037;;;;870.015320;645.327515;113.120659;;;;760.032898;714.453003;125.272652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;890.871704;741.534058;113.911591;1125.012817;887.593872;389.906708;;;;;;;1116.015503;902.689575;228.461777;;;;868.846191;642.996277;113.684212;;;;759.469421;712.573303;125.112869;2374.092285;276.226898;-132.993317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;890.131470;739.591675;113.585464;1124.035522;887.072021;389.492920;;;;;;;1115.149048;901.439148;227.775238;;;;868.282349;641.296082;112.945290;;;;758.622314;711.129578;125.198402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;889.318115;738.220154;113.897369;1123.509888;886.673523;389.146942;;;;;;;1114.504272;900.129883;226.910828;;;;867.087524;639.598267;112.652489;;;;757.751404;709.209534;124.604362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;888.356567;736.001892;113.335075;1122.799438;886.220825;388.813721;;;;;;;1113.818359;899.088135;225.945496;;;;865.288818;638.137756;111.921745;;;;757.062744;707.590820;124.237358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;887.999207;734.500732;112.680801;1121.534424;885.921753;387.927826;;;;;;;1111.947754;898.480774;225.751190;;;;863.620483;636.226685;111.421074;;;;756.507324;706.008423;123.818428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;886.904663;732.933044;112.127586;1120.319702;885.448730;387.317322;;;;;;;1110.000854;897.473267;225.628510;;;;861.802917;634.433105;111.822243;;;;755.816650;704.362671;123.558464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;885.571289;731.571533;112.042999;1119.544312;885.125671;386.722778;;;;;;;1108.538574;896.601929;224.917068;;;;860.546143;632.409424;111.044006;;;;755.088928;702.916443;122.171600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;884.548584;730.038879;111.771942;1118.859985;884.744446;386.171906;;;;;;;1107.517822;895.744690;224.106308;;;;858.969604;630.471863;110.425659;;;;754.663391;701.365784;121.215431;;;;2374.390625;276.218567;-132.886795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;883.651917;728.424866;111.696106;1118.050781;884.232483;385.781586;;;;;;;1106.405762;894.554871;223.214752;;;;857.260559;629.254883;110.006416;;;;753.934143;699.914612;119.916512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;882.870850;726.807922;111.557610;1116.766724;883.790588;385.435669;;;;;;;1105.434814;893.615845;222.544235;;;;854.326355;628.027039;109.238968;;;;753.296814;698.235535;118.429390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;882.431702;725.041687;110.815056;1115.882446;883.240356;385.337616;;;;;;;1104.292603;892.710083;222.056274;;;;851.458496;626.610168;108.245789;;;;752.677368;696.915405;117.946465;;;;;;;2374.166016;276.219879;-133.094803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;881.217957;723.695801;110.547699;1114.642090;882.919495;384.913666;;;;;;;1103.415405;891.346191;221.686081;;;;850.086487;624.935852;107.377487;;;;752.199646;695.017334;116.734955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;879.942993;722.302490;110.292816;1113.140991;882.642334;384.588379;;;;;;;1102.407104;890.155029;221.056290;;;;847.836609;623.088745;106.007294;;;;751.670593;693.299316;116.052979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;879.099304;720.867615;110.116753;1112.002319;882.180603;384.042358;;;;;;;1101.029907;889.283630;220.458817;;;;844.910095;622.355225;105.482285;;;;750.891296;691.220032;115.389183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;878.456055;719.674194;110.104958;1111.225952;881.820557;383.611328;;;;;;;1099.612305;888.336487;220.133652;;;;842.538147;621.855591;103.911942;;;;749.733582;689.356018;114.967194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;877.468201;718.303223;110.048241;1110.801147;881.420471;382.933289;;;;;;;1098.628540;887.585449;219.761795;;;;840.327332;620.715271;102.392395;;;;750.155640;686.895691;113.868813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;876.447693;717.130554;109.628159;1109.621216;880.753235;382.699554;;;;;;;1097.662842;886.575928;219.124924;;;;838.141235;620.098328;101.075836;;;;750.856384;684.097656;112.898132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;875.988098;715.918884;109.203392;1107.939941;880.420959;382.433838;;;;;;;1096.309448;885.432678;218.573746;;;;835.403748;620.098083;99.959053;;;;751.170593;681.386902;112.053490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;875.221252;714.366760;108.554390;1106.643311;880.049744;382.223328;;;;;;;1095.392090;884.656494;218.069336;;;;833.069763;620.434448;98.928101;;;;751.480164;678.031189;111.937325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;874.334717;713.205200;108.498299;1105.486450;879.756348;382.036621;;;;;;;1094.743164;883.828186;217.505692;;;;830.384216;620.401123;98.782669;;;;752.150269;674.888000;111.600220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;873.535706;712.608398;108.676834;1104.365479;879.427124;381.503693;;;;;;;1093.875488;882.789124;216.815262;;;;829.106873;620.167114;98.664246;;;;753.178894;672.189148;111.106865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;872.740479;711.767639;108.818008;1103.691772;878.813354;381.149170;;;;;;;1092.931030;881.912842;215.933685;;;;828.693176;618.944214;99.189728;;;;754.097839;669.834961;110.564819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;871.375427;710.783752;108.936096;1103.222046;878.258301;380.764099;;;;;;;1092.422729;881.184326;215.338867;;;;828.023743;618.030090;99.220787;;;;754.059143;668.142456;110.368134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;869.985107;710.074158;109.812134;1101.869385;877.931091;380.643066;;;;;;;1092.265747;880.521729;214.872543;;;;826.864441;617.105225;99.442764;;;;753.216797;667.140381;110.383057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;868.781311;709.664551;110.522598;1100.119751;877.629456;380.078766;;;;;;;1091.541260;879.737000;214.517166;;;;825.759949;616.400146;100.136505;;;;752.315308;666.084839;110.104286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;867.345947;709.243774;111.602654;1098.759277;877.213135;379.827545;;;;;;;1090.465698;878.737305;214.274216;;;;824.888489;615.898499;100.419006;;;;751.636475;665.026855;109.679840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;865.965088;708.402222;112.385101;1097.776611;876.872437;379.617432;;;;;;;1089.415771;878.432922;213.902695;;;;824.082764;615.584473;101.125023;;;;751.087891;664.072998;109.759529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;865.010376;707.722168;112.645760;1097.134277;876.443787;379.151031;;;;;;;1088.586060;878.229919;213.315002;;;;822.935852;615.169617;101.798347;;;;750.448303;663.486267;109.613533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;864.496582;707.161987;112.706612;1096.179199;876.026062;378.623474;;;;;;;1087.510010;877.940979;213.532745;;;;821.713806;614.718018;102.519600;;;;749.550720;662.876770;109.685165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;863.855347;706.428040;113.290207;1094.905884;875.820435;378.140778;;;;;;;1086.406616;877.548340;213.631058;;;;820.622375;614.344177;103.493149;;;;748.540588;662.355164;109.939156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;862.774170;706.124634;114.121666;1093.806396;875.448059;378.040680;;;;;;;1085.341553;877.005432;213.474716;;;;819.324707;614.263672;104.652687;;;;747.317932;662.054016;110.944366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
