Grasp31;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:56:15;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;
35;878.294495;498.827789;62.956432;960.412537;697.357727;252.422791;748.242981;453.664825;31.864750;841.176392;412.753571;31.458147;1002.518921;728.970886;430.259949;;;;;;;;;
36;878.326599;498.804047;62.955868;960.228699;697.380188;252.413147;748.230164;453.464691;32.183685;841.198975;412.757172;31.372562;1002.763916;729.019531;430.206665;;;;;;;;;
37;878.312073;498.808105;62.960396;960.164917;697.380249;252.499695;748.194275;453.316040;32.599377;841.163086;412.610199;31.347872;1002.622803;729.059998;430.106323;;;;;;;;;
38;878.295166;498.813538;62.969456;960.192383;697.441162;252.463608;748.143982;453.520782;31.992756;841.208435;412.614227;31.443130;1002.609558;729.021606;430.115021;;;;;;;;;
39;878.259521;498.754608;63.171329;960.231628;697.565063;252.425217;748.261536;453.383728;32.326813;841.206421;412.627716;31.459347;1002.633118;729.029480;430.086426;;;;;;;;;
40;878.243408;498.697327;63.173439;960.244751;697.745911;252.328354;748.211365;453.560638;31.896925;841.131653;412.615540;31.460859;1002.806274;729.063416;430.029663;;;;;;;;;
41;878.230103;498.657318;63.267281;960.110779;698.028625;252.358566;748.230469;453.320953;32.223763;841.107910;412.594971;31.425797;1003.195251;728.984436;429.974365;;;;;;;;;
42;878.130554;498.536591;63.461777;960.294556;698.369324;252.179184;748.131287;453.226807;32.403996;841.139038;412.652344;31.407934;1003.304688;729.033142;429.860229;;;;;;;;;
43;878.048950;498.503845;63.657616;960.094910;698.802185;252.220016;748.138977;453.433807;31.885683;840.981201;412.639740;31.079517;1003.303284;729.096436;429.755524;;;;;;;;;
44;877.915894;498.456635;64.096275;959.970581;699.591125;251.881744;748.232361;453.529175;31.656166;840.924133;412.663513;31.006227;1003.497742;729.002441;429.712982;;;;;;;;;
45;877.716431;498.323303;64.583656;960.374451;700.162354;251.818268;748.225647;453.531372;31.556406;840.989929;412.742279;31.376209;1003.746887;729.135986;429.296265;;;;;;;;;
46;877.544922;498.351105;64.890038;960.424805;700.707336;251.536469;748.163330;453.431396;31.660578;840.871033;412.758575;31.527027;1003.891907;729.111816;429.370544;;;;;;;;;
47;877.370728;498.332672;65.532768;960.663025;701.453064;251.286545;748.066895;453.395233;31.754688;840.748230;412.771912;31.534933;1004.039856;729.103516;429.285339;;;;;;;;;
48;877.059021;498.123901;66.368866;961.023560;702.252869;251.114548;748.037842;453.287445;31.777712;840.579651;412.797455;31.508018;1004.212097;729.137695;429.179443;;;;;;;;;
49;876.778259;497.908966;66.984711;961.469604;702.950989;251.037216;748.058594;453.162842;31.781916;840.390137;412.894287;31.551247;1004.401367;729.262085;429.050232;;;;;;;;;
50;876.384644;497.833771;68.013512;961.873352;703.729187;251.147614;748.179321;452.929352;31.828979;840.298462;412.919281;31.674932;1004.771423;729.265198;428.953674;;;;;;;;;
51;875.909180;497.674438;69.383263;962.399658;705.015930;250.617477;748.404297;452.629547;31.735928;840.100647;413.010162;31.745655;1005.399048;729.389709;428.867188;;;;;;;;;
52;875.273071;497.500397;71.129082;963.306519;706.410461;250.593216;748.730591;452.131744;31.780384;839.897827;413.125122;31.797636;1006.047852;729.517273;428.635498;;;;;;;;;
53;874.687805;497.497375;73.498497;964.335388;707.730713;250.836670;749.090393;451.280792;31.915888;839.586548;413.366974;31.899918;1006.347412;729.955994;428.303802;;;;;;;;;
54;874.633972;497.272888;76.140961;965.495483;709.016418;250.769638;749.468628;450.321930;32.184875;839.430237;413.796600;32.038685;1007.206665;730.331543;427.985565;;;;;;;;;
55;873.753235;497.327545;78.347672;966.893677;710.563782;250.388428;749.993408;449.511353;32.767540;839.328125;414.531281;32.150665;1008.835388;730.534485;427.628754;;;;;;;;;
56;872.835632;497.247498;81.329842;968.122253;711.880798;250.303802;751.112427;448.756470;33.354885;839.112549;415.392120;32.515087;1009.806030;731.218872;426.857086;;;;;;;;;
57;872.406067;497.333374;84.407188;969.864380;713.920288;250.445267;752.566406;448.262268;33.696720;838.466858;416.450989;33.393997;1010.488525;731.780457;426.836578;;;;;;;;;
58;871.475220;497.576630;86.778587;971.941956;715.378235;250.459763;753.868408;448.181915;34.052193;838.231079;417.589600;34.301041;1011.077942;732.660706;427.098633;;;;;;;;;
59;871.321777;497.927979;90.659599;973.186401;717.691650;250.560303;755.022217;448.212769;35.626648;837.782837;418.955536;34.929890;1012.024292;733.722290;426.977264;;;;;;;;;
60;870.715332;498.350464;94.358421;974.378784;719.556885;251.187866;756.052002;448.128784;37.572491;837.411743;420.430817;36.482780;1012.761841;734.810669;426.776001;;;;;;;;;
61;870.310303;498.963715;98.188889;976.513489;721.382324;251.419998;757.488403;447.948822;40.008240;837.227234;421.766541;38.181347;1014.128357;735.610168;426.720032;;;;;;;;;
62;869.929810;499.665619;102.109612;978.339050;723.662537;251.460129;758.889832;447.684570;43.277927;837.013855;423.377869;41.394360;1016.238281;736.656738;426.630371;;;;;;;;;
63;869.763306;500.400269;106.162445;980.900146;725.709412;251.740417;759.960510;447.342682;47.185070;836.443726;424.841034;43.863529;1017.908569;737.507324;426.719055;;;;;;;;;
64;870.007080;501.195801;110.700577;983.332031;727.866516;252.052032;761.056335;447.469147;51.611675;836.055359;426.223969;47.332150;1019.126038;738.515198;426.871857;;;;;;;;;
65;870.159607;502.236603;114.954224;984.751038;729.943420;253.045044;762.382507;447.635406;55.610962;835.696106;427.871887;51.288731;1020.768372;739.735413;426.825317;;;;;;;;;
66;870.258423;503.539154;119.080399;987.250793;732.230774;253.369034;763.754272;447.852264;59.802086;835.230530;429.381775;55.845776;1022.003601;741.240051;427.552307;;;;;;;;;
67;870.243530;505.101868;123.159996;990.975464;733.926758;253.202881;764.771606;448.267181;64.999222;834.412598;430.766754;60.148247;1023.805908;742.412964;427.048218;;;;;;;;;
68;870.999573;506.218445;128.024261;993.404053;736.073608;253.776047;765.090881;449.587921;70.663986;834.148560;432.425201;65.152847;1025.283691;743.589539;427.262817;;;;;;;;;
69;871.879883;508.044922;132.653030;995.108093;738.659668;254.720459;765.274963;451.291748;76.585022;833.554260;434.221893;70.715340;1027.493652;744.788696;427.612183;;;;;;;;;
70;872.487122;509.686249;137.994949;997.882690;740.752075;255.357666;765.706970;453.032135;82.084671;833.486572;435.525055;76.465782;1029.174316;745.849609;427.905212;;;;;;;;;
71;873.464539;511.558319;142.496750;1001.365784;742.335205;256.001709;766.108215;455.537567;87.673149;833.341980;437.264648;81.789024;1031.210938;747.046082;427.949524;;;;;;;;;
72;874.690491;513.078918;147.025055;1003.283508;745.082458;256.152374;766.584961;457.855286;93.133408;832.899597;438.891541;86.760612;1032.579590;748.398438;428.299316;;;;;;;;;
73;875.944824;515.190796;151.347458;1006.394592;747.249268;257.203186;767.436951;460.049805;99.115593;832.743591;441.065338;92.309181;1033.862671;749.933350;428.972565;;;;;;;;;
74;877.461609;516.983704;155.812286;1010.025940;749.388733;257.665039;767.970886;462.311279;105.739563;832.339233;443.714752;97.410332;1035.470703;751.103088;429.146851;;;;;;;;;
75;878.388367;519.191650;160.962921;1012.586426;751.984436;258.301575;768.565430;464.762512;111.961075;832.028687;445.740082;103.302902;1038.094482;751.884521;429.385620;;;;;;;;;
76;880.085876;521.274231;165.527435;1016.128479;753.923218;259.151703;769.478333;467.398926;117.895584;832.875122;448.381805;107.762825;1039.998413;752.931702;429.361664;;;;;;;;;
77;881.808655;523.582397;169.545898;1018.824341;755.981506;260.159851;770.361023;470.325348;124.081512;833.117554;451.167023;112.177734;1041.826416;754.177185;429.435913;;;;;;;;;
78;882.687073;526.158936;174.446136;1022.433228;758.081116;260.684967;770.924133;472.966675;130.828903;832.618530;453.543610;117.708427;1043.436279;755.259399;430.399597;;;;;;;;;
79;884.115356;528.666382;178.743027;1025.832642;760.604065;261.698090;771.307739;476.124878;136.872559;832.602356;456.471802;122.797058;1045.026733;756.317078;430.783600;;;;;;;;;
80;885.738892;531.311707;183.424484;1030.508667;762.067017;262.001923;771.800720;479.552917;143.035141;832.883362;459.659424;127.620285;1046.469360;757.411682;431.107361;;;;;;;;;
81;887.359558;533.884949;187.418472;1033.713989;764.129700;262.808929;772.556152;482.948975;149.531204;833.086121;463.036346;132.313690;1048.609497;758.626770;431.276672;;;;;;;;;
82;888.657288;536.795105;191.480057;1037.638306;765.675842;263.820648;773.075256;486.937256;155.142990;832.740906;466.318085;136.724976;1050.434326;759.739441;431.270905;;;;;;;;;
83;890.332886;539.616211;195.141418;1040.437988;768.120544;264.990723;773.363342;491.306000;160.850586;832.360474;470.053986;141.111572;1052.715332;760.498718;431.684692;;;;;;;;;
84;891.955566;542.510803;198.812607;1045.103882;769.061951;266.015167;773.681763;495.723602;166.919052;832.355347;474.441284;145.409622;1054.905396;761.471863;431.823181;;;;;;;;;
85;893.186768;545.466736;202.589645;1047.543335;771.505920;266.644958;773.891846;500.535431;172.326126;832.083801;478.630676;149.547501;1056.480347;762.278625;431.745270;;;;;;;;;
86;894.564636;548.467346;206.552795;1051.468628;772.920898;267.391968;774.190613;505.367920;177.138901;831.825195;482.655426;153.486008;1058.800293;763.221802;432.783661;;;;;;;;;
87;896.450012;551.451782;209.679230;1054.772583;774.710449;268.659637;774.207153;510.468048;182.909897;831.211304;487.693390;157.109009;1060.251587;764.214783;433.154907;;;;;;;;;
88;897.711426;554.661987;213.306015;1058.783081;776.177429;269.912415;774.234924;515.814819;187.394623;831.238220;491.883240;160.974976;1061.958252;765.458984;433.254639;;;;;;;;;
89;898.264282;558.126831;216.079163;1061.447876;778.370117;270.523987;774.165466;521.305481;191.978821;830.768372;496.522705;164.427139;1063.735962;765.996704;434.080566;;;;;;;;;
90;899.031494;561.731323;219.163605;1065.057129;779.473572;271.580139;774.649170;526.740112;195.568604;830.286377;501.285492;167.545029;1065.983032;766.642517;434.602356;;;;;;;;;
91;900.051758;564.875610;222.213379;1067.866821;781.017883;272.475708;774.866760;532.466980;198.405273;829.873169;505.519867;170.371613;1068.125000;767.616455;435.001617;;;;;;;;;
92;901.141357;567.999756;224.551361;1072.163330;782.063904;273.722076;774.961426;537.954590;201.709000;829.853271;510.173615;173.159317;1070.050171;768.379944;435.162994;;;;;;;;;
93;902.335938;571.342712;226.931976;1075.735840;783.207153;274.030182;774.954346;543.710022;204.338150;830.210388;514.476196;175.296844;1072.267700;768.718933;435.955292;;;;;;;;;
94;902.554504;574.754395;228.849045;1078.488281;784.495667;275.161255;775.089478;549.051697;207.015808;830.138611;519.122986;176.932053;1074.858398;769.116455;435.895905;;;;;;;;;
95;903.007263;578.041077;231.550003;1081.275757;785.380066;276.353882;775.005798;554.671753;208.938858;829.821960;523.632385;178.788345;1076.494385;770.314148;436.557922;;;;;;;;;
96;903.293701;581.113953;233.179092;1084.650879;786.544922;277.721008;774.920776;560.140686;210.490036;830.247986;527.586731;179.644547;1078.208008;772.137329;437.856171;;;;;;;;;
97;903.831543;584.526123;234.848663;1087.931274;788.083130;278.181793;774.731323;565.818848;212.023087;830.317932;531.425171;181.290161;1079.809082;772.527405;438.227692;;;;;;;;;
98;904.499146;587.985718;236.130096;1090.835327;789.073486;279.060303;774.487061;571.264221;213.209946;830.534912;535.625305;181.607910;1082.090942;771.500000;438.843933;;;;;;;;;
99;904.806335;591.452454;237.459885;1093.945190;789.654419;280.022491;774.136597;577.059631;214.479614;830.830933;539.668579;182.485764;1084.046021;771.806152;438.714172;;;;;;;;;
100;905.001038;594.627930;238.040619;1096.829224;790.589966;280.804871;773.633667;582.720581;214.709656;831.309937;543.537231;182.773346;1085.522949;773.528320;439.497162;;;;;;;;;
101;904.878052;598.246216;239.230911;1100.299194;791.061340;281.629486;773.552307;588.499634;215.500549;831.437439;547.417847;182.754700;1087.204224;774.293030;440.456757;;;;;;;;;
102;905.275513;601.328918;239.982239;1102.657715;792.158142;282.303284;773.041016;594.400818;216.073120;831.618347;551.165039;183.060913;1088.431519;775.522644;440.382080;;;;;;;;;
103;905.414917;604.544861;240.048584;1105.492188;792.415100;283.124756;772.344971;600.261780;216.059509;832.027893;554.834595;182.845612;1090.229004;775.270935;440.876556;;;;;;;;;
104;905.168335;607.718079;240.776718;1108.059204;792.942810;283.870483;772.050964;606.036499;216.247101;831.964233;558.320251;182.018082;1091.888672;775.423462;441.593536;;;;;;;;;
105;905.653625;610.401550;240.746597;1110.242798;793.757324;284.623627;771.553528;611.675537;215.912964;832.109070;561.773560;181.724869;1092.981079;776.042847;441.852112;;;;;;;;;
106;905.462280;613.449951;240.594208;1112.508301;794.529907;285.487610;771.321472;617.214600;215.355927;832.133972;565.185181;181.309677;1094.195190;776.498596;442.588043;;;;;;;;;
107;905.110107;616.707642;240.390289;1114.125244;795.070801;286.080200;770.916260;622.732788;214.670532;832.227966;568.293701;180.631927;1095.963379;777.070801;443.012573;;;;;;;;;
108;905.527283;619.234558;240.126007;1115.819092;795.572693;286.372986;770.419373;627.921936;213.796448;832.808960;571.644653;179.670181;1097.561401;777.283508;443.232971;;;;;;;;;
109;905.481262;621.797180;240.237289;1117.433472;795.912048;286.938507;769.930847;632.935120;213.279114;833.132568;574.060791;178.980148;1098.714478;777.114014;443.366699;;;;;;;;;
110;904.642822;624.684814;239.648712;1119.060425;796.451233;287.537170;769.556702;637.585999;211.486603;832.787781;576.502686;177.655304;1099.561401;777.251587;443.662109;;;;;;;;;
111;904.654114;627.148499;238.258652;1120.547363;798.579285;287.683746;769.328186;642.096619;210.431015;833.157166;579.156982;176.322449;1100.560303;777.830139;443.981476;;;;;;;;;
112;903.998169;629.623047;237.817459;1121.644165;800.000366;288.287598;768.946106;646.234009;208.728973;833.607422;581.172974;175.151749;1101.402710;778.100647;444.273346;;;;;;;;;
113;903.539917;632.153259;236.815140;1122.944458;800.816345;288.306091;768.299500;650.205872;207.155945;833.837280;582.874146;173.950363;1102.071777;778.220032;444.292328;;;;;;;;;
114;903.735596;634.093933;235.233154;1123.969971;801.220398;288.411621;768.141846;653.866882;205.697464;833.916748;584.454285;172.590576;1103.088135;778.096802;444.846191;;;;;;;;;
115;903.123230;636.143860;234.586533;1124.659058;801.553589;288.514832;768.008362;657.385864;203.706116;834.217041;586.256836;171.034790;1103.671143;778.185730;445.135223;;;;;;;;;
116;902.262634;638.515015;233.346405;1125.144775;801.958008;288.735107;767.558838;660.620605;202.046814;834.671753;587.553711;168.865112;1104.017578;778.463623;445.108032;;;;;;;;;
117;902.034424;640.052124;231.830673;1125.617188;802.215210;288.724854;766.876953;663.503113;200.475983;834.988098;588.947510;167.148636;1104.678711;778.529114;445.371704;;;;;;;;;
118;902.013916;641.609131;230.428146;1125.867920;802.837952;288.729095;766.419861;666.327271;198.568817;834.817200;590.474121;165.534286;1104.974854;778.562622;445.462158;;;;;;;;;
119;900.847168;643.572693;228.379227;1125.793335;803.726074;289.050354;765.957581;668.923218;196.806580;834.995911;591.727478;163.659256;1105.217285;778.680847;445.434387;;;;;;;;;
120;900.784729;644.662537;226.737701;1125.559937;804.316711;289.007355;765.930603;671.168579;194.270447;835.636414;593.023621;160.942505;1105.395020;778.788391;445.437347;;;;;;;;;
121;900.437378;646.146362;224.756287;1125.482544;804.643921;288.990753;765.626343;673.385742;191.500763;835.884949;594.482239;158.310089;1105.429077;778.932861;445.386566;;;;;;;;;
122;899.317871;647.772705;223.785583;1125.316528;804.938416;288.830292;764.856567;675.276062;189.483200;836.045715;595.823486;156.176544;1105.434814;779.107300;445.394135;;;;;;;;;
123;898.777344;648.655212;221.493652;1125.178833;805.475098;288.510437;764.296814;677.172058;187.308395;836.106323;596.748657;153.473816;1105.092773;779.318298;445.461578;;;;;;;;;
124;898.235901;649.619324;219.856537;1124.956665;805.993652;288.494965;763.829407;678.743652;184.520615;836.479858;597.811523;151.204056;1105.134521;779.312073;445.526428;;;;;;;;;
125;897.679504;650.762146;217.475311;1124.487549;806.726868;288.424591;763.168945;679.995117;182.067154;836.742798;598.909851;148.157623;1104.877441;779.371338;445.494598;;;;;;;;;
126;896.781616;652.148315;215.913406;1123.988281;807.299927;288.259613;762.672791;681.338196;179.236725;837.143188;599.902649;145.698929;1104.507446;779.348694;445.511688;;;;;;;;;
127;895.858643;652.907471;213.979721;1123.590088;807.674866;288.060913;762.351746;682.429077;176.560928;837.480225;600.249390;143.519073;1104.191162;779.287537;445.606079;;;;;;;;;
128;895.253662;653.513489;212.371246;1122.778442;807.946289;287.625427;761.783203;683.286133;173.810638;837.410095;601.240967;140.849091;1103.412354;779.503784;445.239319;;;;;;;;;
129;894.893616;654.482971;209.813232;1122.019287;808.310059;287.667145;761.472717;684.378357;171.023666;837.440979;602.066101;138.704300;1103.108887;779.604431;445.063721;;;;;;;;;
130;894.384583;655.410522;207.926239;1121.020020;808.640747;287.678192;760.772644;685.333557;168.597687;837.662170;602.800903;135.596527;1102.642700;779.856934;444.933960;;;;;;;;;
131;893.860291;656.235779;205.702713;1120.042725;809.116943;287.711823;760.378540;686.245728;165.930832;837.904175;603.625244;133.524063;1102.176392;780.011475;444.778015;;;;;;;;;
132;893.127991;657.012695;204.137512;1119.043701;809.600403;287.232269;760.236511;687.465515;162.970795;837.725830;604.256470;130.849030;1101.651489;780.152466;444.554474;;;;;;;;;
133;892.248108;657.589111;202.554047;1118.348389;810.026001;287.004639;760.035034;688.283813;160.724884;837.785217;605.143677;128.560989;1101.174561;780.177979;444.722931;;;;;;;;;
134;891.688843;658.198486;200.574020;1117.583618;810.489990;286.563721;759.942932;689.183716;157.364624;837.505859;605.970703;126.215675;1100.541504;780.118958;445.161255;;;;;;;;;
135;890.397522;658.993896;198.816193;1116.758301;810.941650;286.255890;759.871887;689.993896;154.743286;837.392944;606.893616;123.883430;1099.977051;780.097351;445.442139;;;;;;;;;
136;890.007813;659.670593;196.943634;1115.797852;811.344116;286.154602;759.687988;690.883423;151.957947;837.031128;607.796448;121.564735;1099.497192;780.202454;445.494629;;;;;;;;;
137;889.753967;660.176514;195.229355;1114.790161;811.852905;286.048645;759.890686;691.521912;148.681824;836.778748;608.766296;119.209129;1098.855713;780.274963;445.347565;;;;;;;;;
138;889.261780;660.907410;192.363129;1114.066650;812.174988;286.162079;759.684937;692.035950;146.132401;836.438599;609.931152;116.810997;1097.866333;780.487366;445.053619;;;;;;;;;
139;889.127686;661.439392;190.846481;1113.006592;812.158813;285.858368;759.720154;692.580505;143.434875;836.013489;611.219299;114.957039;1097.288940;780.518799;444.916504;;;;;;;;;
140;888.365234;661.843994;189.694473;1111.983032;812.328857;285.216003;759.583313;692.916565;141.112152;835.397461;612.693115;112.293716;1096.461060;780.431335;445.055695;;;;;;;;;
141;887.900696;662.306946;187.743515;1110.835083;812.551208;284.639893;759.520447;693.524231;139.073578;834.890869;614.354553;110.021729;1095.779419;780.536926;445.059662;;;;;;;;;
142;887.442932;662.870911;185.768448;1110.183105;812.703491;284.269501;759.392273;693.786682;137.924194;834.178955;616.104797;107.987778;1095.111694;780.573059;445.158508;;;;;;;;;
143;887.016785;663.546204;183.781204;1109.504761;812.845276;284.035675;759.036560;693.769653;137.081406;833.275635;618.241943;105.936989;1094.455933;780.606873;445.279358;;;;;;;;;
144;886.750549;664.076477;182.230804;1109.041504;812.892822;283.891327;758.854126;693.543274;136.627640;831.946289;620.460693;104.194824;1093.741211;780.532043;445.177826;;;;;;;;;
145;886.165344;664.564453;181.204391;1108.364746;812.996643;283.897491;758.876587;693.383362;136.070099;830.416626;623.162842;102.570831;1092.898926;780.532104;445.054047;;;;;;;;;
146;885.819336;665.278809;179.818436;1107.491577;813.153809;283.842255;759.051025;693.245667;135.146179;829.241333;625.862854;101.164299;1091.784668;780.427063;445.049469;;;;;;;;;
147;885.656738;665.715637;178.482162;1106.444458;813.433411;283.550171;759.376282;693.228516;134.228790;827.940369;628.304993;99.872063;1091.146118;780.368713;444.758331;;;;;;;;;
148;885.670654;665.954773;177.200989;1105.407715;813.577026;283.304138;759.733826;693.078918;133.321503;827.386353;629.575989;99.020203;1090.687012;780.397522;444.427460;;;;;;;;;
149;885.387207;666.184021;176.083984;1104.747437;813.704773;282.993683;759.930603;692.937622;132.855377;827.112915;629.093079;98.906136;1090.193115;780.518860;444.332336;;;;;;;;;
150;885.276978;666.773682;175.051147;1104.222412;813.788025;282.649261;759.984070;692.709290;132.562851;826.538513;628.572571;99.110069;1089.365479;780.752075;444.196106;;;;;;;;;
151;885.309875;667.142761;174.738663;1104.008301;813.893677;282.436981;759.974426;692.384277;132.500610;825.876587;628.504639;99.302116;1088.930176;780.651550;444.341339;;;;;;;;;
152;885.010559;667.388611;174.811478;1104.246094;813.836365;282.525726;760.009521;692.194580;132.400391;825.350525;628.745728;99.378967;1087.884155;780.845398;443.899689;;;;;;;;;
