Grasp70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:07:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;
10;973.275574;672.625732;307.083099;999.757751;771.336975;510.414978;881.246704;468.037476;32.484264;903.710938;556.330872;62.921043;786.064697;490.178131;30.824955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;973.650269;673.512390;307.203094;1000.190979;771.699951;510.470856;881.147156;467.842743;32.343719;903.331726;556.015747;63.375675;785.952942;490.086823;30.719311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;974.348694;674.223389;307.104218;1000.629761;772.358032;510.347015;881.070618;467.702332;32.342003;902.964233;555.745361;64.058960;785.797974;489.968719;30.611092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;975.079590;675.345825;306.981903;1001.133728;773.144287;510.327667;880.966064;467.456665;32.401348;902.548523;555.386230;64.863472;785.658691;489.863556;30.614214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;975.706604;676.455872;307.012604;1001.395142;773.847473;510.274658;880.909119;467.155670;32.433098;902.191650;554.962402;65.615105;785.550476;489.749054;30.616776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;976.288452;677.231079;307.248779;1001.792847;774.446228;510.204865;880.927063;466.894379;32.471352;901.890625;554.549011;66.196068;785.369751;489.652588;30.524899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;976.749146;678.307983;307.451874;1002.242493;775.014343;510.277740;880.946655;466.623901;32.552448;901.635681;554.223206;66.827461;785.301086;489.498230;30.570982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;977.380615;679.715393;307.814178;1002.868347;775.853577;510.032532;880.962585;466.246490;32.654934;901.458618;553.745483;67.725044;785.191956;489.419434;30.705591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;978.071899;680.795532;307.808014;1003.538208;776.823914;509.978424;881.043579;465.882019;32.766903;901.207031;553.393555;68.919930;785.016846;489.309998;30.715025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;978.483093;681.780518;307.799347;1004.207886;777.601990;510.075012;881.093811;465.642151;32.957123;901.137756;553.044922;70.151756;784.932190;489.197052;30.699144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;978.783630;683.243896;308.166962;1004.888184;778.285156;510.091461;881.334900;465.339386;33.198811;900.911865;552.719910;71.102196;784.840332;489.000977;30.636625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;979.254395;684.320435;308.345154;1005.647400;778.764282;509.868073;881.845032;464.862946;33.624969;900.582397;552.681030;72.323608;784.745056;488.969940;30.649921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;979.875366;685.371033;308.463043;1006.308899;779.510986;510.002380;882.479492;464.471375;34.256859;900.317505;552.588074;73.294853;784.656616;488.890289;30.712593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;980.770020;686.548157;308.583069;1006.791870;780.576660;510.222565;882.762390;464.180267;35.316330;900.071533;552.393982;74.261192;784.447449;488.854065;30.751432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;981.629700;687.595581;309.361481;1007.326294;781.372192;510.190216;882.543091;463.837280;36.540516;899.788696;552.452698;75.715935;784.368103;488.762909;30.802767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;982.315430;688.366577;309.576691;1007.751038;781.988892;510.293243;881.998108;463.591461;38.140480;899.617126;552.394104;77.569290;784.479309;488.785553;30.769424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;982.899963;689.621521;309.566650;1008.006348;782.746582;510.578339;881.635742;463.644562;40.034145;899.397705;552.200989;78.738792;784.342773;488.762390;30.773302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;983.566101;690.943848;309.493561;1008.958923;783.432861;511.084259;881.154968;463.346985;41.982059;898.781311;552.181030;79.988518;784.328369;488.738525;30.858927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;984.149109;691.961487;310.310791;1010.155640;784.137451;510.945526;880.780579;463.107605;44.343777;898.286499;552.440063;82.187393;784.255310;488.786163;31.057207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;984.635498;693.119385;311.037354;1011.063721;784.804260;511.081818;879.864258;463.228210;46.497391;897.869812;552.308716;83.691414;784.250854;488.907654;31.280088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;985.470032;694.365906;311.376282;1011.620178;785.456848;511.097473;879.118530;463.093689;48.360134;897.625854;552.201050;85.057426;784.050049;489.142853;31.707106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;986.239075;695.249634;311.689209;1012.249023;786.010742;510.960999;878.625549;462.952759;50.874191;897.286865;552.223083;86.937561;784.009277;489.526581;32.385075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;986.930664;696.412720;311.676147;1013.300781;786.708130;510.776917;877.908936;462.678040;53.298538;896.714050;552.316650;88.829147;783.921021;489.766205;33.162743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;987.314819;697.832397;312.062439;1014.203613;787.682678;510.780396;876.820435;462.795685;55.325394;896.511597;552.208801;90.227959;784.037231;489.869659;33.919182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;987.773010;699.035706;312.497833;1015.080505;788.214294;511.209351;876.589844;462.548035;57.818619;896.530640;552.297913;92.225395;784.370972;489.499756;35.264759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;988.488586;700.279114;312.938385;1015.133972;788.792969;511.769531;876.240234;462.591949;60.543316;896.295532;552.343872;93.997978;784.312866;489.326447;36.721043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;989.369446;701.670044;313.233917;1015.774780;789.453369;512.179565;875.796326;462.351776;62.746716;896.027161;552.427002;95.695709;784.119873;489.110229;38.287518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;990.064453;702.508789;313.597992;1016.330322;790.280579;512.330017;875.221680;462.286865;65.205803;895.909485;552.490906;97.829346;784.052734;488.806152;40.592880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;990.452148;703.946350;313.964081;1016.715942;791.201050;512.709473;874.846985;462.204071;67.657417;895.970703;552.613281;99.489418;783.891907;488.493744;43.051132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;990.878479;705.441650;314.430664;1017.171997;791.814392;512.996155;874.478760;461.950958;69.555580;895.602905;552.522766;101.592529;783.737244;487.846802;45.247726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;991.535706;706.682861;314.662720;1017.500000;792.393250;513.027100;874.352661;461.908325;71.967789;895.505127;552.649902;103.774902;783.777161;487.702148;47.826160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;992.107788;707.880066;314.926086;1017.966248;793.058228;513.312866;874.316589;461.813873;74.270584;895.712402;552.585327;105.598801;783.514648;487.297729;50.595837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;992.960693;708.914429;315.225067;1018.726257;793.968323;513.524841;874.049805;461.726746;76.080833;895.411499;552.839172;107.986481;783.380859;486.782990;53.041759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;993.764648;710.344116;315.702911;1019.851074;794.788635;513.927673;874.366760;461.758850;78.522263;895.282959;552.907593;109.729027;783.174866;486.329193;56.005020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;994.372437;711.997314;316.270172;1020.727783;795.395630;514.104126;874.234741;461.692657;80.808754;895.286987;552.841248;111.909172;783.316895;485.721039;58.580696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;994.780945;713.175659;316.673767;1020.726257;796.205444;514.642029;874.342957;461.571320;82.796585;895.082336;553.138794;114.011086;783.220154;484.872314;61.519932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;995.182373;714.687561;316.946686;1020.862488;797.157776;515.035461;874.455017;461.658447;84.989372;895.076843;553.103149;116.351471;783.357056;484.307617;64.574471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;995.963501;716.191528;317.485931;1021.315918;798.273499;515.204346;874.318787;461.670685;87.169106;895.024231;553.293762;118.492805;783.356873;483.738220;67.375259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;996.874207;717.615845;317.619537;1022.359802;798.981750;515.001709;874.705322;461.547058;88.833969;894.586243;553.571106;120.667992;783.677856;483.375214;70.213356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;997.859131;719.085144;318.089600;1023.286133;799.678467;515.154358;874.666077;461.690918;90.863335;894.798767;553.678345;123.437500;783.793457;482.746338;72.909256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;998.388184;720.345947;318.754852;1023.946533;800.421570;515.357910;874.699890;461.642761;92.919243;894.571045;553.907227;125.258865;783.980103;482.165192;76.054779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;998.923950;722.093201;319.089386;1024.835693;801.251770;515.761108;875.032837;461.609283;94.499786;894.384827;554.167664;128.278137;783.875000;481.772156;78.739403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;999.354187;723.508850;319.299377;1026.063354;802.071167;515.977478;874.941650;461.821075;96.247086;894.261047;554.393555;130.093704;784.399414;481.175446;81.623016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;999.903259;724.995300;320.092102;1026.811279;802.708374;515.956421;874.892090;461.883240;98.185783;894.026855;554.782104;132.939133;784.282715;480.976624;83.955368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;1000.426086;726.632507;320.984283;1027.220459;803.556702;516.110535;874.887634;462.040253;100.016380;894.109070;554.872253;135.055389;784.631165;480.517639;86.966736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;1001.232483;727.881409;321.436066;1027.505981;804.428955;516.593140;874.903564;462.317322;101.650963;893.814819;555.518005;137.340424;784.545532;480.431488;89.319984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;1001.756226;729.664734;321.700104;1028.196777;805.228333;516.922546;874.694031;462.542267;103.448936;893.770325;555.571045;139.901154;784.863647;480.481171;92.032272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;1002.267761;730.960083;322.412048;1029.656250;805.826233;516.880005;874.326355;462.938629;105.628510;893.625000;556.055115;142.403336;784.889404;480.426270;94.630692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;1002.771240;732.494751;323.101929;1030.884644;806.488159;517.034302;874.175537;463.207275;107.438629;893.428772;556.118713;144.685715;784.905090;480.461273;97.596092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;1003.840027;733.944214;323.293732;1031.404663;807.301819;517.324402;873.656555;463.521118;109.464493;893.370789;556.608154;147.363052;784.789551;480.539093;100.494789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;1004.806458;735.322021;323.975647;1031.709595;808.141846;517.610107;873.055603;463.869385;111.431503;893.070862;557.161865;149.190063;784.673218;480.677826;103.474884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;1005.070740;737.041199;324.792297;1031.967896;808.902893;518.135498;872.456177;464.393585;113.179718;893.001038;557.756287;152.281097;784.325500;480.910065;106.469452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
