Grasp130;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/05/06;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:16:35;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;900.651672;470.490570;50.676750;934.203430;546.436829;117.059235;821.613464;477.469238;73.627647;1129.420410;799.407227;382.948029;1064.786255;808.601196;210.128677;;;;;;;;;
2;898.860962;471.465790;54.994991;934.080627;547.783264;121.159126;820.963989;478.812927;79.106979;1130.296753;799.768250;383.118896;1066.198608;810.491516;210.361130;;;;;;;;;
3;897.163635;472.814087;59.748814;933.710205;549.155090;124.729980;820.239258;480.106873;84.611839;1131.290771;801.020203;383.197540;1067.133301;812.058167;211.045654;;;;;;;;;
4;895.401001;474.033997;64.785149;933.349548;550.431091;128.489563;819.157410;481.626129;90.580086;1131.852905;801.776001;383.604767;1068.433472;814.034729;211.744247;;;;;;;;;
5;893.648132;475.407776;70.747940;932.845825;552.239502;132.422714;818.032532;483.517120;96.099602;1132.284058;802.242981;383.980072;1069.467896;815.728760;212.146942;;;;;;;;;
6;891.940369;476.700806;76.235237;932.247437;553.774536;136.789261;817.055786;485.497009;101.376572;1132.957886;802.830627;384.192078;1070.409912;817.462830;212.562714;;;;;;;;;
7;890.177185;477.953308;81.148407;931.257568;555.661621;141.323120;815.498352;488.228912;106.563431;1133.745728;803.086243;384.726349;1071.888672;819.064148;212.989792;;;;;;;;;
8;888.413147;479.481293;85.947083;930.450684;557.631592;144.717377;814.069153;490.995300;112.296234;1134.560913;803.453247;385.081757;1073.107910;820.739319;213.599594;;;;;;;;;
9;886.518250;481.387177;90.990067;929.648376;559.496704;148.651123;812.318726;493.659912;117.486427;1135.861084;804.252563;385.029144;1074.546387;822.311340;213.931351;;;;;;;;;
10;884.545349;482.941376;95.544502;928.638794;561.914978;152.587784;810.605164;496.695221;122.508141;1136.721558;804.808899;384.943817;1075.883667;823.788086;214.151443;;;;;;;;;
11;882.597168;485.330322;100.037979;927.555542;564.175659;156.163452;808.464966;499.944885;127.170319;1137.312866;804.981445;384.952911;1076.964355;825.421753;214.927765;;;;;;;;;
12;879.940002;487.635468;104.274178;926.435791;566.559326;159.651230;806.713135;502.975189;132.143021;1137.864624;805.300049;385.224731;1078.224365;827.008118;215.402191;;;;;;;;;
13;877.033081;489.739441;108.928711;925.019836;568.824402;163.086212;804.830627;505.990845;136.432861;1138.633301;805.813538;385.584473;1079.084595;828.531555;215.807755;;;;;;;;;
14;874.842285;492.499634;112.068329;923.658691;571.060486;166.499603;802.573059;509.368713;140.665802;1139.635132;806.409668;386.054199;1079.884277;829.857483;216.344818;;;;;;;;;
15;871.934021;494.884308;115.967407;922.124634;573.335510;169.540207;800.484192;513.068970;144.532196;1140.070557;806.726196;386.271912;1081.092041;831.147095;216.892044;;;;;;;;;
16;869.138428;498.283173;118.569275;920.783203;575.839600;172.268829;798.471741;516.812317;148.126419;1140.486694;807.197144;386.426666;1082.010010;832.522156;217.610947;;;;;;;;;
17;866.322021;500.939514;121.795937;919.132202;578.044128;175.494431;796.267517;520.633179;151.401672;1140.897827;807.558533;386.626648;1082.710449;833.661743;218.156967;;;;;;;;;
18;863.501526;504.462372;123.885147;917.509338;580.213440;177.711136;793.770508;524.474060;154.619659;1141.300049;808.020508;386.839020;1083.637085;834.793640;218.587128;;;;;;;;;
19;860.341858;507.350220;126.593071;915.378906;583.177673;180.407593;791.027344;528.437866;157.618973;1141.842651;808.503540;387.104370;1084.488159;835.967285;219.133804;;;;;;;;;
20;857.269409;510.504486;129.002762;913.784058;585.582153;182.030685;788.409424;532.386902;159.913177;1142.331055;808.848206;387.479645;1085.177856;837.121826;219.758240;;;;;;;;;
21;854.178833;514.691345;130.497101;912.074280;588.259949;183.513763;786.026184;536.723206;161.950790;1142.824463;809.159607;387.593018;1085.696045;838.011536;220.290558;;;;;;;;;
22;850.930603;517.432373;132.806183;909.683044;591.083252;185.684647;783.200989;540.725769;164.440903;1143.219482;809.366821;387.870361;1086.250854;839.112000;220.908051;;;;;;;;;
23;848.014465;520.697815;134.083572;907.964905;593.349915;187.122620;780.422607;544.785278;166.138428;1143.718384;809.757263;388.196320;1086.631470;840.223389;221.351349;;;;;;;;;
24;845.104980;524.835571;135.379913;905.857788;595.894287;188.630630;777.627747;548.911621;167.537216;1143.815674;810.119873;388.320557;1087.087036;841.128906;221.686111;;;;;;;;;
25;842.359680;528.145264;136.102631;903.377014;598.728943;190.049774;775.077026;552.933228;168.831451;1143.995605;810.201782;388.541626;1087.387207;841.981262;222.217590;;;;;;;;;
26;839.399231;532.587036;136.681702;901.663391;601.174805;190.587067;772.313904;557.026978;169.331467;1144.142212;810.484375;388.701965;1087.445679;842.911011;222.942017;;;;;;;;;
27;836.181824;536.293518;136.836929;899.650146;603.936462;191.160797;769.717773;560.969421;170.156784;1144.295776;810.718445;388.795227;1087.799805;844.060730;223.454071;;;;;;;;;
28;833.565491;539.011475;137.039307;896.858887;606.417908;193.286301;766.867188;564.913452;170.114899;1144.267944;810.987488;388.872650;1088.088013;844.892944;223.707199;;;;;;;;;
29;831.067932;542.572937;136.708313;894.990295;608.472290;193.434906;764.501282;568.777344;169.770630;1144.279053;811.297241;389.015228;1088.205322;845.828491;224.000000;;;;;;;;;
30;828.495361;546.289246;136.680878;893.204285;611.255920;192.682159;761.880554;572.687195;169.816040;1144.303955;811.625793;389.077759;1088.794800;846.704224;224.237991;;;;;;;;;
31;826.703613;549.255127;136.694031;890.478943;613.832581;193.285599;759.271667;576.533875;169.284348;1144.540039;811.960938;388.878052;1088.819214;847.718201;224.533951;;;;;;;;;
32;824.482361;552.335571;135.174545;888.620544;616.268127;193.296494;757.004150;580.072266;168.407181;1144.197754;812.206177;389.174591;1087.942993;848.623108;225.529984;;;;;;;;;
33;822.372620;555.229614;133.960709;886.687256;618.641968;192.718674;755.043701;583.536377;166.980423;1144.041626;812.533386;389.332825;1087.124268;849.476379;226.275040;;;;;;;;;
34;820.643494;558.480896;132.497787;884.964172;620.546509;192.171570;752.990051;586.669250;165.052368;1143.969482;812.910950;389.451477;1086.728027;850.445557;226.765076;;;;;;;;;
35;818.887085;561.355408;130.724777;883.073853;622.785583;191.638077;750.729919;589.550964;162.828918;1143.828857;813.293396;389.640472;1086.488037;851.467529;227.276779;;;;;;;;;
36;817.145691;563.923828;128.959885;880.580750;624.975342;190.637451;748.876221;592.622253;160.722519;1143.486938;813.689270;389.863342;1086.156372;852.248535;227.751770;;;;;;;;;
37;816.110718;566.510803;127.316254;879.116089;627.382568;189.017075;747.141541;595.666138;158.097351;1143.278442;814.062805;390.231384;1085.439331;852.957275;228.216629;;;;;;;;;
38;814.643555;569.123230;125.481079;877.662781;629.171753;187.625977;745.644043;598.438293;155.132950;1142.936646;814.249695;390.541473;1084.638428;853.906250;228.712631;;;;;;;;;
39;813.241638;571.311340;122.825027;875.665222;630.933899;186.879471;744.190613;600.752930;151.919052;1142.537354;814.420471;390.753967;1084.039795;854.891663;229.306244;;;;;;;;;
40;812.592407;573.658447;120.222107;874.048889;632.881042;185.409225;742.797485;603.370361;148.363892;1142.069702;814.779297;390.919220;1083.523560;855.587585;229.908264;;;;;;;;;
41;811.795532;575.631653;117.303642;872.417786;634.350403;183.905579;741.661560;605.626404;144.600769;1141.712036;815.143127;391.002991;1082.540039;856.326355;230.084595;;;;;;;;;
42;811.339783;577.954041;114.310837;870.793762;636.369507;182.143097;740.939697;607.999268;140.785690;1141.361450;815.462402;390.997589;1081.365967;857.134033;230.475983;;;;;;;;;
43;810.612061;580.080444;111.687149;869.709351;637.906189;180.202957;740.484314;609.695374;136.354477;1140.829834;815.673584;391.000061;1080.266724;857.965210;231.200638;;;;;;;;;
44;810.432861;582.112427;108.122276;868.639648;639.449951;177.957199;739.859924;611.910461;133.074188;1140.135864;816.030518;391.111969;1079.395386;858.841064;231.458603;;;;;;;;;
45;810.183350;583.756836;104.887207;867.727051;640.932007;175.336472;739.246399;613.500061;129.483459;1139.373413;816.418457;391.357513;1078.283691;859.747009;231.853287;;;;;;;;;
46;810.164063;585.443848;102.180069;866.882507;642.262207;173.645370;739.083496;615.247742;125.447792;1138.457275;816.855835;391.715668;1077.348511;860.556580;232.301025;;;;;;;;;
47;809.595276;586.878296;99.446991;865.677490;643.283020;171.993835;739.047668;616.674316;121.982910;1137.866455;817.196289;391.833984;1076.704224;861.329407;232.608887;;;;;;;;;
48;809.284790;588.380066;96.911934;865.273254;644.298950;169.532288;739.926331;617.840515;118.096191;1137.208496;817.664368;391.698120;1076.075928;862.210754;232.666306;;;;;;;;;
49;808.698303;590.129333;94.700272;865.026733;645.356140;167.082809;741.449890;618.245728;116.356949;1136.618286;818.014099;391.682800;1075.021118;863.098572;233.063492;;;;;;;;;
50;807.815552;591.535278;93.750229;864.850159;646.148743;165.670532;742.458130;617.822754;115.755913;1135.814819;818.356445;392.022552;1074.170410;863.763855;233.458801;;;;;;;;;
51;806.197815;593.167236;93.175285;864.688721;646.853271;164.902908;743.063293;617.580444;115.830879;1134.987549;818.746460;392.404633;1073.160400;864.263245;233.969757;;;;;;;;;
52;804.279480;594.585022;94.306435;864.638428;647.346741;164.556168;743.692627;618.035950;115.881226;1134.276489;819.064026;392.508057;1072.091553;864.934570;234.036972;;;;;;;;;
53;802.546509;595.727661;95.652061;864.609253;647.840454;164.205261;744.863770;618.634155;115.285774;1133.670044;819.345764;392.413605;1070.997803;865.863342;233.966187;;;;;;;;;
54;801.292114;596.234863;96.560730;864.609192;648.528259;163.678055;746.032471;619.101807;115.203194;1133.010132;819.550964;392.234741;1070.268311;866.699646;234.093628;;;;;;;;;
55;801.113220;596.419128;96.636108;864.401794;648.919189;163.567871;747.625793;619.069153;114.101524;1132.125610;819.895203;392.236481;1069.668335;867.415161;234.343292;;;;;;;;;
56;801.524353;596.252136;96.384941;864.224854;649.051392;163.665558;749.211182;618.702942;113.051918;1131.000854;820.265198;392.314514;1069.120117;867.783203;234.761169;;;;;;;;;
57;801.863708;596.150879;96.017334;864.162964;649.092346;163.649734;750.750183;618.112061;112.592400;1129.891235;820.587769;392.547119;1068.376831;868.618042;234.865753;;;;;;;;;
58;801.867310;596.804932;95.408340;864.131897;648.995667;163.662750;751.805237;617.633362;112.082649;1129.079102;820.979126;392.670349;1067.717896;869.402283;234.942352;;;;;;;;;
59;802.071350;597.633667;95.130821;863.965515;648.917603;163.793854;753.028564;617.279785;111.836174;1128.580933;821.344482;392.614655;1067.154053;870.010864;234.984070;;;;;;;;;
60;802.268799;598.197876;94.907715;863.723938;648.868469;164.038177;753.627441;616.977417;111.480621;1128.307617;821.621338;392.481750;1066.659668;870.433228;235.164368;;;;;;;;;
61;802.326843;598.564209;94.805862;863.516846;648.841492;164.281799;754.059387;616.695313;110.864296;1127.622803;821.988647;392.212494;1065.599731;871.102966;235.340530;;;;;;;;;
62;802.241638;598.859436;94.883202;863.342529;648.887512;164.608734;754.601990;616.401367;110.795891;1126.591553;822.504028;392.207092;1064.684692;871.581482;235.219025;;;;;;;;;
63;801.934021;598.300293;95.164955;863.040161;648.960754;165.033081;755.222046;616.074097;110.614418;1125.460815;822.842529;392.241852;1063.924927;871.913330;235.264389;;;;;;;;;
64;801.783386;598.352844;95.480171;862.563904;649.104553;165.602280;755.975830;615.855408;110.094948;1124.499146;823.138428;392.253876;1063.111816;872.201538;235.524612;;;;;;;;;
65;801.217041;598.721252;95.213684;862.002869;648.991028;166.375870;756.532776;615.659241;109.412231;1123.977905;823.255493;392.254578;1062.237549;872.709167;235.534271;;;;;;;;;
66;800.713013;599.144836;95.134842;861.057190;648.670532;167.110733;756.605408;615.736938;109.743088;1123.526123;823.450867;392.294708;1061.384277;873.370911;235.738876;;;;;;;;;
67;799.942932;599.449890;95.370010;859.865540;649.062195;168.274460;756.484741;615.676208;109.694641;1123.219727;823.614014;392.206146;1060.410645;873.965149;236.240189;;;;;;;;;
68;799.340271;599.517334;95.755692;858.737366;649.549072;168.883453;755.980164;615.888611;110.336960;1122.032715;823.855713;392.238342;1059.258911;874.475037;236.461914;;;;;;;;;
69;798.605957;599.579712;96.407944;857.847656;649.767883;169.343231;755.323181;616.037476;111.159538;1120.681396;824.183105;392.353699;1058.659546;874.953674;236.120697;;;;;;;;;
70;797.476196;599.604736;97.511772;856.914185;650.039795;169.787262;754.487671;616.196777;111.421196;1119.582153;824.570374;392.238129;1057.028442;875.304565;236.676758;;;;;;;;;
71;796.285828;599.865540;98.518120;855.698975;650.413391;170.319687;753.793396;616.573120;112.068558;1118.898193;824.876099;392.157196;1055.371216;875.729736;237.207748;;;;;;;;;
72;795.037292;600.191162;99.756096;853.787598;650.623230;171.915451;753.143921;616.792419;112.745079;1118.073120;825.062683;392.261871;1054.208008;876.293579;237.571579;;;;;;;;;
73;793.899841;600.360229;100.899963;852.256775;650.839478;172.948013;752.652405;617.041321;113.387611;1116.745972;825.491760;392.461243;1052.954346;876.935547;237.669022;;;;;;;;;
74;792.004456;600.720764;101.826973;851.108948;651.240723;173.724350;751.670715;617.269165;114.302681;1115.351074;825.777710;392.548523;1051.637695;877.479126;237.823059;;;;;;;;;
75;790.112183;601.111328;102.376198;849.853699;650.957886;175.278397;749.897583;617.299683;115.723083;1114.036621;826.025330;392.294983;1049.903442;877.791809;238.183060;;;;;;;;;
76;788.375549;601.369934;103.524727;847.703064;651.102051;176.672516;748.121521;617.356506;117.779610;1112.845337;826.375488;392.107147;1048.224854;878.403564;238.652573;;;;;;;;;
77;786.326355;601.555847;105.380569;846.050964;651.684326;176.827911;746.970825;617.581421;118.944916;1111.468750;826.820801;392.233307;1046.452881;879.046082;239.054337;;;;;;;;;
78;784.426208;602.086670;107.040024;844.455627;651.585205;178.055054;744.916626;617.769043;120.428139;1110.064331;826.985107;392.494934;1044.629517;879.306519;238.955780;;;;;;;;;
79;782.155334;602.956055;107.947601;841.940857;652.172180;179.944443;742.551270;617.910217;122.355789;1108.531494;827.348694;392.050232;1042.268066;879.672546;239.616180;;;;;;;;;
80;779.531982;603.695740;109.507576;840.143555;652.372375;180.950394;740.160217;618.135742;124.387711;1106.910645;827.713867;391.970764;1040.372314;879.973572;240.305634;;;;;;;;;
81;776.540405;603.872986;111.138992;837.443665;652.421326;182.460281;737.677856;618.217163;126.569046;1105.389404;827.846863;392.458344;1037.703369;880.526306;240.296326;;;;;;;;;
82;773.473511;603.929504;113.182533;835.445801;652.845764;183.670197;735.066284;618.346313;128.323242;1103.645020;828.108887;392.351685;1035.979858;880.983704;240.488770;;;;;;;;;
83;770.274780;603.959534;115.584511;832.169922;652.927673;185.846985;732.026489;618.647888;130.846222;1101.788696;828.506897;392.202362;1033.215576;881.254456;241.288498;;;;;;;;;
84;766.877014;604.499451;117.406311;829.425903;653.218140;187.595367;729.160461;618.903198;133.496658;1100.176636;828.563538;392.458282;1030.490845;881.583557;241.447128;;;;;;;;;
85;762.802307;604.597961;118.953133;826.472290;653.911926;188.654770;725.622009;619.329285;135.267838;1098.429321;828.723816;392.451874;1027.963379;881.745117;241.926788;;;;;;;;;
86;759.256836;605.002747;122.141495;823.040894;654.210144;190.387329;721.725220;619.689392;138.096451;1096.340576;829.018433;392.339600;1025.527954;881.758911;242.160919;;;;;;;;;
87;755.128723;605.230530;124.241821;819.547424;654.951782;191.820190;717.891296;619.986450;140.668900;1094.501709;829.016357;392.714233;1022.186279;881.851379;242.873642;;;;;;;;;
88;751.216309;605.456604;126.467323;815.334473;655.338562;193.595276;713.979675;620.295776;142.726822;1092.795288;829.179810;392.585663;1019.657837;881.753540;243.677353;;;;;;;;;
89;746.624268;605.761414;128.771423;811.555420;655.885193;195.387589;709.874695;620.641357;144.855637;1090.311401;829.253967;392.450806;1016.352295;881.566528;243.857910;;;;;;;;;
90;742.375305;605.832397;131.110123;807.720520;656.409546;196.884003;705.585693;621.132507;146.417526;1088.233765;829.309570;392.334900;1013.381531;881.460266;244.307404;;;;;;;;;
91;737.337341;606.159302;133.213501;803.441650;656.917725;198.266388;701.273743;621.748474;148.796249;1086.142456;829.332031;392.522186;1009.838623;881.376160;244.686020;;;;;;;;;
92;731.975281;606.328796;135.144424;798.492920;657.311829;199.820084;696.110718;622.507080;151.014679;1083.375000;829.258606;392.311584;1006.398804;880.863586;245.440430;;;;;;;;;
93;727.293701;606.874939;136.620743;793.659241;657.925537;201.412659;690.787781;623.129822;152.780670;1081.303101;829.286194;392.688873;1002.728821;880.459656;245.738510;;;;;;;;;
94;722.163818;607.488831;138.929306;788.807800;658.328430;202.737289;686.103577;624.095947;154.505768;1078.655640;829.017456;392.411865;999.101990;880.188843;246.457535;;;;;;;;;
95;716.941162;608.138184;140.313644;784.193542;658.862488;203.462601;680.950989;624.962891;156.069565;1076.292358;828.973022;392.475861;995.485474;879.515869;246.814972;;;;;;;;;
96;711.427795;608.596924;141.551743;778.496887;659.346313;204.796158;675.710693;625.553223;157.259308;1073.737915;828.691650;392.507629;991.473755;878.964355;247.513382;;;;;;;;;
97;706.055603;609.187317;143.024017;773.827515;660.079895;205.774002;670.369141;626.236511;158.500504;1070.947266;828.527161;392.441040;987.363281;878.391968;248.203918;;;;;;;;;
98;700.163574;610.264221;144.167694;768.892883;660.578918;206.179245;664.698669;627.166382;160.156189;1068.289185;828.337097;392.366547;982.772034;877.737427;248.766907;;;;;;;;;
99;694.347290;610.970642;144.809555;763.291199;660.973145;207.210251;658.884827;627.937866;161.234360;1065.248291;828.234070;392.238464;978.731201;876.724060;249.590790;;;;;;;;;
100;688.357178;611.594238;145.370560;758.040039;661.371277;207.412659;653.368042;628.644226;161.979416;1062.790039;827.969116;391.992676;974.628967;875.962463;249.995285;;;;;;;;;
101;682.136108;612.192566;145.716721;752.798828;661.651062;207.441727;647.350464;629.624146;162.994156;1059.822144;827.670593;391.839722;970.257935;875.119263;250.278870;;;;;;;;;
102;676.073364;612.539978;146.634476;747.118225;662.024048;207.858597;641.074646;630.509644;164.011032;1057.327393;827.159729;391.697357;966.436035;874.124207;250.877991;;;;;;;;;
103;669.825256;613.661865;147.421066;741.296814;662.351746;208.130188;635.340027;631.242676;164.774429;1054.050171;826.744324;391.674805;961.815979;873.190063;251.503906;;;;;;;;;
104;663.083618;614.361877;147.994781;735.474854;662.807983;208.256989;629.329834;632.065979;165.279984;1051.246826;826.466003;391.340973;957.182251;871.900024;251.875397;;;;;;;;;
105;656.964722;614.906799;147.990494;729.644287;663.327881;208.476700;623.109192;633.035583;165.425659;1048.095581;826.107483;391.331116;952.782166;870.602844;252.585388;;;;;;;;;
106;650.966064;615.608215;148.302460;723.859863;663.580383;208.789810;617.164124;633.800537;165.330063;1044.992676;825.488098;390.619965;948.350037;869.480164;253.098999;;;;;;;;;
107;644.691467;616.597717;148.237717;717.629150;663.947754;208.840988;610.784241;634.767700;165.935120;1042.172363;824.970520;390.641785;943.254395;868.258423;253.591095;;;;;;;;;
108;638.178528;617.547058;147.952545;711.051147;664.746887;208.828522;604.465881;635.720215;165.908646;1039.019409;824.342957;389.995514;938.464050;866.825134;254.044266;;;;;;;;;
109;631.603760;618.337280;148.056030;705.162537;665.618469;208.407074;598.200989;636.793396;165.856964;1035.871826;823.741028;389.967926;933.774170;865.387634;254.696045;;;;;;;;;
110;625.269897;619.457275;148.113785;699.169067;666.188049;208.038055;591.903259;637.781189;165.892899;1032.742676;823.253418;389.573364;929.456726;863.923035;255.069916;;;;;;;;;
111;619.034912;620.272583;147.675629;693.027527;666.853821;207.492065;585.447083;638.721130;165.630386;1029.476196;822.518555;389.303802;924.561951;862.590881;255.305908;;;;;;;;;
112;612.696045;621.186035;147.248428;686.860229;667.098816;207.656357;578.920044;639.821899;165.402634;1026.324463;821.778992;389.079834;920.367371;860.758179;255.707108;;;;;;;;;
113;606.309509;622.095886;147.255920;680.520447;668.048889;206.845535;572.676941;640.815186;165.181931;1023.172485;821.039856;388.446625;915.402832;859.303223;256.395752;;;;;;;;;
114;599.669861;622.806274;146.790497;674.485413;668.790222;205.996780;566.219788;641.973206;164.101410;1020.242126;820.280151;388.103638;910.857849;857.519409;256.868225;;;;;;;;;
115;593.361511;623.502563;146.486786;668.526978;669.539246;205.283051;560.420532;643.161560;163.484543;1017.134583;819.388306;387.658447;905.954224;855.732117;257.386566;;;;;;;;;
