;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
37;883.977173;523.939941;199.822571;991.398376;590.289734;180.532059;1184.654907;742.476990;362.797455;957.174744;488.326813;180.641541;;;;;;;;;;1130.574707;763.393982;235.043747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;884.294006;528.613281;203.421951;991.461731;593.261597;181.952972;1186.381470;743.181458;362.851135;957.493286;490.734039;185.093979;;;;;;;;;;1133.239624;764.357361;235.101532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;884.756592;533.517822;207.758438;993.188171;595.696899;185.373856;1188.175903;743.654663;362.794312;957.362854;493.653381;189.400284;;;;;;;;;;1135.921753;765.758301;235.083878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;884.426697;538.766113;211.340683;993.984680;597.994019;188.017578;1190.144409;744.145325;363.307648;956.505737;497.158691;193.898987;;;;;;;;;;1139.105225;766.481873;235.465469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;884.270630;544.267151;214.393005;994.025269;600.684753;190.121582;1191.949707;744.494995;363.576324;955.646423;500.915405;197.379242;;;;;;;;;;1140.618652;768.111145;235.492050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;884.015076;550.084839;217.138138;994.408508;603.947083;191.509766;1193.524292;744.969910;363.501312;954.737061;504.795929;201.345490;;;;;;;;;;1142.690796;769.436646;235.840805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;883.148193;556.204712;219.674210;994.677246;607.403381;193.201065;1194.749023;745.264648;363.751343;952.645081;509.618866;204.702164;;;;;;;;;;1145.744629;770.214172;235.896927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;882.278564;562.692200;222.378998;995.054993;610.584778;194.544922;1196.244385;745.716614;364.166138;;;;;;;;;;;;;1148.091431;771.017578;236.200714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;881.460876;569.110474;224.595398;994.047363;614.887695;196.345581;1197.376343;746.141418;363.874725;;;;;;;;;;;;;1149.523315;772.608582;236.385422;950.052612;517.408630;211.707764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;880.502747;575.825867;226.551193;994.193176;618.424988;197.735626;1198.430298;746.387390;363.604950;;;;;;;;;;;;;1151.717896;773.870667;236.664169;948.362000;522.785767;213.988510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;879.377441;582.845154;228.399597;993.089905;622.574768;199.350174;1199.207031;746.724304;363.625244;;;;;;;;;;;;;1154.241211;774.369446;236.665192;946.838379;527.749756;216.058517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;877.315918;590.491577;230.413742;992.685730;625.862366;199.588882;1200.085938;747.085510;363.888885;;;;;;;;;;;;;1156.091797;774.968750;236.710602;944.233459;532.370422;218.937683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;875.640991;597.574646;232.078247;991.496521;629.752075;200.173218;1201.152466;747.199280;363.992584;;;;;;;;;;;;;1157.661499;776.073181;236.843338;942.007263;537.065857;221.632370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;874.551941;604.643982;232.515213;991.432434;633.226807;201.874542;1202.161743;747.445801;364.055176;;;;;;;;;;;;;1158.879395;777.204468;237.508270;939.709106;541.986206;223.678223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;873.023987;611.853577;233.114258;990.886047;637.435059;202.676422;1203.395020;747.593872;364.111725;;;;;;;;;;;;;1160.390137;777.897217;237.876709;938.152222;546.623108;224.953003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;871.570007;618.842224;233.927689;989.106323;642.247192;202.244370;1203.989258;747.704834;364.014343;;;;;;;;;;;;;1162.600464;778.187317;237.629318;935.624573;551.760498;226.102722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;870.352051;625.920288;233.494736;987.731506;645.180603;202.136063;1204.259399;747.893433;363.880829;;;;;;;;;;;;;1163.992310;779.938782;237.181854;933.206909;556.738098;226.953918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;868.646423;632.932068;233.265900;986.125000;648.125793;201.994919;1204.673462;748.053528;364.085327;;;;;;;;;;;;;1164.239624;781.507813;237.890625;930.617065;561.707031;227.563171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;867.280884;639.097656;232.955734;985.349548;651.309326;202.070740;1204.907349;748.348877;364.136749;;;;;;;;;;;;;1164.754761;782.544861;238.275650;928.241516;566.555908;227.222504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;865.519409;646.082153;232.428085;983.864563;654.646301;201.828629;1205.171265;748.506348;364.246918;;;;;;;;;;;;;1166.178345;783.260681;238.079269;925.654236;571.415588;227.125687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;863.716492;652.927307;231.386154;982.609009;659.125977;201.453278;1205.216431;748.632874;364.059143;;;;;;;;;;;;;1166.998291;784.148376;238.170959;922.746704;575.818726;227.339035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;862.203613;658.597595;229.349701;981.561279;662.556641;201.411102;1205.277344;748.790466;364.039063;;;;;;;;;;;;;1167.302856;784.960449;238.414261;920.083496;580.349731;226.612503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;860.227600;665.154968;227.956863;980.491211;666.049683;200.505707;1205.343750;748.960388;364.024414;;;;;;;;;;;;;1167.966431;785.856689;238.221786;917.649902;584.577209;224.857193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;858.393250;670.744812;226.346542;978.165039;669.890991;199.812683;1205.237427;749.108398;363.931335;;;;;;;;;;;;;1168.428467;786.515381;238.019531;914.978210;588.694336;223.308838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;856.215332;676.724365;224.442444;976.456665;673.380005;199.238235;1205.066162;749.295227;363.871613;;;;;;;;;;;;;1168.517700;787.180115;237.897491;912.524780;593.038452;222.079803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;854.425354;682.089233;221.669785;975.177185;675.677490;198.347733;1204.823853;749.487366;363.661652;;;;;;;;;;;;;1168.515259;787.823792;237.884354;909.635742;597.636597;220.450638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;852.374817;687.302979;219.174423;973.298462;678.734131;196.730667;1204.481201;749.723633;363.555298;;;;;;;;;;;;;1168.520996;788.312439;237.914719;907.680786;602.795044;217.959885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;849.847229;692.610657;216.650787;970.216309;682.386230;195.311951;1203.933472;749.995911;363.122498;;;;;;;;;;;;;1168.929932;788.575989;237.959076;905.146667;605.605713;216.222382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;847.388367;697.439880;214.001389;968.588318;685.536987;194.480270;1203.943848;749.915955;362.947449;;;;;;;;;;;;;1168.015991;789.459900;237.856750;902.116760;608.916870;214.209137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;845.495728;701.720093;210.867004;967.272888;687.994080;193.901596;1203.019531;750.402100;362.579803;;;;;;;;;;;;;1167.055664;790.304749;237.795090;899.935364;611.541382;212.504730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;843.205811;705.672058;207.414291;965.235413;690.504333;192.102280;1202.114868;750.878052;362.016846;;;;;;;;;;;;;1166.364502;791.029175;237.746338;898.101501;613.995605;210.974777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;;;;963.363586;692.988159;191.040543;1201.376221;751.297791;361.767120;;;;;;;;;;;;;1165.361450;791.768005;237.382843;895.827454;617.298401;208.568619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;;;;961.776733;695.714355;189.711456;1200.825928;751.676147;361.833618;;;;;;;;;;;;;1165.303345;792.172241;237.688568;892.928467;620.524536;205.983139;839.018921;713.503418;200.982605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;;;;959.896362;697.989624;188.330017;1200.418457;751.969849;362.147980;;;;;;;;;;;;;1163.997070;793.040405;237.546280;892.079834;622.154297;204.772491;836.508057;716.717407;197.706757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;;;;957.758911;700.510986;186.945236;1199.586792;752.319031;362.117981;;;;;;;;;;;;;1162.968140;793.674438;237.075394;890.484070;625.035645;202.656403;834.475952;719.570374;194.675751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;;;;955.966736;702.412537;186.002121;1198.144897;752.825439;361.468597;;;;;;;;;;;;;1162.272949;794.140747;237.047699;888.612061;627.443909;200.019531;831.582092;722.520447;191.737000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;;;;952.499634;704.762207;184.144547;1197.220581;753.070007;361.010223;;;;;;;;;;;;;1160.921997;794.917053;237.142914;886.287598;629.187073;198.164551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;;;;951.700012;706.386230;183.339157;1196.426270;753.298889;360.575104;;;;;;;;;;;;;1159.431763;795.536926;236.951843;884.054260;631.384949;195.678482;;;;828.698547;726.652039;184.520157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;;;;949.734924;708.679138;181.380005;1196.017822;753.337280;360.961670;;;;;;;;;;;;;1158.285034;796.014038;236.372498;882.864502;632.238647;193.393112;;;;825.606079;729.513916;182.507965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;;;;947.617004;710.001953;179.938080;1194.531128;753.842773;360.591095;;;;;;;;;;;;;1157.880981;796.170044;236.034698;881.440552;632.936707;192.140442;;;;822.970886;731.327026;180.026520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;;;;945.761780;711.018677;178.825211;1193.192505;754.241821;360.153961;;;;;;;;;;;;;1155.692993;796.914673;235.863174;879.997314;634.212585;189.458710;;;;820.592468;732.321228;176.906342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;;;;944.215149;712.443726;177.988174;1192.170532;754.526855;359.972290;;;;;;;;;;;;;1153.935425;797.492065;235.899658;879.172241;634.669312;186.653992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;;;;941.352661;713.782410;176.126633;1191.714600;754.635376;360.184418;;;;;;;;;;;;;1153.441772;797.465942;235.681915;878.127380;635.475464;184.142380;;;;;;;818.535461;733.511475;170.153320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;;;940.211243;714.763062;174.403793;1190.668091;755.007751;359.671387;;;;;;;;;;;;;1152.061890;798.015747;234.956589;876.249207;636.461060;182.174347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;;;;938.707703;715.386597;172.888870;1189.222656;755.323853;359.174744;;;;;;;;;;;;;1150.083374;798.338989;234.995102;875.344116;636.815308;179.468765;;;;;;;;;;813.051025;735.219727;166.572861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;;;;937.162720;715.661743;171.820190;1187.933960;755.638123;358.993500;;;;;;;;;;;;;1148.646729;798.390015;235.055405;875.005737;636.397766;177.990982;;;;;;;;;;812.042175;734.952881;163.775543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;;;;935.522156;716.427612;170.535065;1186.881348;755.927063;359.054352;;;;;;;;;;;;;1147.192505;798.863098;234.725647;874.185974;636.221069;175.570969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;;;;933.573730;717.350159;169.080215;1185.916992;756.093384;358.861969;;;;;;;;;;;;;1145.518677;799.292297;234.079086;873.068909;636.362549;173.620331;;;;;;;;;;;;;808.450684;734.411133;158.793854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;;;;932.256409;717.928162;168.363358;1184.873779;756.302856;358.138763;;;;;;;;;;;;;1144.016724;799.380188;234.135773;872.356323;636.633972;171.484955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;;;;930.088745;718.100769;167.028320;1183.779297;756.505127;357.659088;;;;;;;;;;;;;1142.299561;799.543091;234.051743;871.455566;636.629456;169.441269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;;;;928.771118;718.250305;165.524017;1182.759644;756.643372;357.389099;;;;;;;;;;;;;1140.996582;799.916626;233.637802;870.616089;636.642334;167.736725;;;;;;;;;;;;;;;;801.924438;733.220581;153.739685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;;;;927.905273;718.599243;164.395401;1181.592651;757.041382;357.278503;;;;;;;;;;;;;1139.621216;799.927979;233.392319;870.598938;635.677124;165.656601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;;;;925.698425;718.970886;163.413101;1180.557373;757.302124;357.217651;;;;;;;;;;;;;1137.765503;799.804321;233.627808;870.151978;635.319214;164.556564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;;;;923.580139;719.162354;162.185318;1179.418091;757.430115;356.704926;;;;;;;;;;;;;1136.182373;800.230103;233.163849;869.082214;635.329346;163.548706;;;;;;;;;;;;;;;;;;;796.468018;731.854492;148.368057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;922.865662;719.046021;160.917297;1178.460938;757.428345;356.221771;;;;;;;;;;;;;1134.893188;800.122498;232.308350;868.543396;635.318848;161.879501;;;;;;;;;;;;;;;;;;;792.541077;732.109436;147.302414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;;;;921.289490;719.498962;160.075974;1177.620850;757.551025;356.041992;;;;;;;;;;;;;1133.386230;800.166260;232.444748;867.912842;634.694519;160.329651;;;;;;;;;;;;;;;;;;;791.517090;731.958374;146.307465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;;;;918.736450;719.784546;159.176849;1176.474243;757.822205;355.665314;;;;;;;;;;;;;1131.415649;800.469299;232.178360;866.676147;634.463562;159.011841;;;;;;;;;;;;;;;;;;;790.207397;731.968689;143.746826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;;;;918.093994;719.303406;157.578110;1175.249390;758.083740;355.139801;;;;;;;;;;;;;1130.127563;800.299683;231.657730;865.707458;634.300659;157.848969;;;;;;;;;;;;;;;;;;;788.030334;732.284424;142.348907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;;;;917.401672;719.349731;156.271637;1174.525879;758.170349;354.987488;;;;;;;;;;;;;1129.226318;800.201294;231.155960;864.752319;634.181946;156.556732;;;;;;;;;;;;;;;;;;;786.449219;732.379883;141.707520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;915.852783;719.279968;155.557297;1174.022095;758.233398;354.872498;;;;;;;;;;;;;1127.423096;800.379333;231.023529;864.046143;634.165833;155.895905;;;;;;;;;;;;;;;;;;;785.524231;732.220886;140.942383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;914.172546;719.142578;154.606171;1172.701782;758.569824;354.644958;;;;;;;;;;;;;1125.375610;800.442505;230.745392;863.645813;633.408264;154.671753;;;;;;;;;;;;;;;;;;;783.276428;732.641235;140.273849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
