Grasp18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;13:42:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;803.270386;458.015472;30.339094;893.822754;563.399231;64.630989;872.717468;472.446411;31.193930;878.076782;797.064453;254.610657;887.564453;825.866516;430.579346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;803.252625;458.039001;30.363401;894.197754;563.631592;64.435944;872.966309;472.718231;31.073984;878.043518;797.051514;254.704834;887.723267;825.856140;431.027161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;803.282654;458.033417;30.291845;894.003540;563.519470;64.490776;872.789124;472.645599;31.122814;878.068787;797.046631;254.732956;887.563232;825.774231;430.847107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;803.335144;458.026764;30.388014;894.362793;563.713989;64.352173;872.772766;472.546936;31.169598;878.094055;796.957458;254.747787;887.799438;825.616333;430.785461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;803.283569;458.065857;30.416428;894.280090;563.687683;64.367065;872.715210;472.522217;31.214510;878.150696;796.905579;254.823120;887.876038;825.546936;430.821045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;803.286499;458.034515;30.345680;893.957031;563.573181;64.543724;872.783142;472.593384;31.166294;878.168152;796.799927;254.880737;887.991333;825.434998;430.864105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;803.481567;458.198364;30.438261;893.717651;563.428101;64.682541;872.919800;472.701508;31.080561;878.225098;796.783630;254.985443;887.902405;825.378967;430.823486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;803.617798;458.173645;30.234726;894.033264;563.585693;64.574898;872.952332;472.737823;31.044796;878.316956;796.686523;255.036469;887.916931;825.282349;430.779144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;803.334534;458.067230;30.381418;894.270813;563.756409;64.389832;872.945740;472.794739;31.030447;878.487915;796.651978;255.303406;888.145386;825.163757;430.758179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;803.247803;458.037201;30.364374;894.258911;563.791199;64.322601;872.935242;472.744751;31.049183;878.403320;796.554871;255.208817;888.314819;825.066040;430.789246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;803.270325;458.037842;30.315790;894.205322;563.780334;64.376625;872.918640;472.720612;31.106609;878.451477;796.520447;255.266739;888.388306;824.864441;431.000214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;803.546082;458.239105;30.365868;894.213928;563.763550;64.425270;872.838074;472.657806;31.180550;878.518799;796.422668;255.346451;888.464355;824.743103;431.180664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;803.432251;458.148834;30.364759;894.145264;563.649597;64.459206;872.888062;472.688446;31.150530;878.526672;796.402222;255.357300;888.651550;824.625305;431.194458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
