;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
59;;;;;;;987.208008;730.343994;135.336990;928.016052;647.578064;119.176689;1181.369995;878.990356;451.509735;;;;;;;;;;;;;;;;1135.310913;895.613831;281.501740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;;;;;;;986.123596;732.635925;135.399734;927.224426;649.731689;120.014275;1181.993896;878.863403;451.329865;;;;;;;;;;;;;;;;1136.315063;896.108887;281.556213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;;;;;;;985.086182;734.660645;135.501404;926.309326;651.455627;120.625969;1182.667358;878.858826;450.741760;;;;;;;;;;;;;;;;1137.109253;896.276123;281.360626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;;;;;;;984.260193;736.391785;135.469971;925.636658;653.408020;121.484573;1183.360107;878.659607;450.146057;;;;;;;;;;;;;;;;1137.505493;896.584595;281.231842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;;;;;;;982.296814;738.459106;135.360336;924.918335;654.885132;122.770317;1183.901367;878.488220;449.597198;;;;;;;;;;;;;;;;1137.659424;897.007446;281.096588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;;;;;;;981.425720;740.170593;134.909882;923.438904;656.925354;123.503014;1183.997192;878.536133;449.214783;;;;;;;;;;;;;;;;1138.030884;897.456970;280.741577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;;;;;;;980.823486;741.512390;135.096680;923.501160;657.932617;123.965042;1184.052856;878.647461;448.508148;;;;;;;;;;;;;;;;1138.408447;897.794800;280.240112;847.458496;751.587524;111.171410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;;;;;;;979.224915;743.060486;135.095947;922.904297;658.780029;125.367188;1184.284912;878.532227;447.792664;;;;;;;;;;;;;;;;1138.676392;898.042542;279.778839;845.584290;753.379333;112.765335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;;;;;;;977.911682;744.454102;135.281281;921.771667;659.743225;126.666351;1184.523193;878.467285;446.945801;;;;;;;;;;;;;;;;1138.748535;898.102417;279.063385;843.174683;755.706055;114.751114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;;;;;;;976.582642;745.441467;135.156433;920.948364;660.549072;127.327713;1184.504272;878.363220;446.082855;;;;;;;;;;;;;;;;1138.560059;898.160645;278.384979;841.565125;757.275818;116.692162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;;;;;;;975.032776;746.549072;134.820938;920.126648;661.240967;127.777092;1184.381958;878.263855;445.363831;;;;;;;;;;;;;;;;1138.389282;897.924072;277.897491;839.502197;758.668213;117.803497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;;;;;;;972.715515;747.690918;135.054611;919.833496;661.755310;128.794403;1184.127319;878.391296;444.718811;;;;;;;;;;;;;;;;1138.346680;897.828552;277.181213;837.687439;759.483582;119.250877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;;;;;;;971.059692;748.520630;134.793030;919.689209;661.470154;130.285507;1184.058472;878.549011;443.939209;;;;;;;;;;;;;;;;1137.881104;897.678894;276.615265;835.687134;760.345581;120.504234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;;;;;;;970.097778;749.045898;134.802475;918.712524;661.819275;131.500717;1183.778320;878.574463;443.043915;;;;;;;;;;;;;;;;1137.117676;897.475220;276.220764;833.871704;760.751282;121.197121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;;;;;;;967.376343;749.581909;134.658264;917.702759;662.255127;132.039993;1183.401367;878.510742;441.962280;;;;;;;;;;;;;;;;1136.257324;897.248474;275.563080;831.859680;761.097107;122.019577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;;;;;;;965.732605;749.886169;134.490463;916.724182;662.482056;132.303711;1182.966431;878.590820;440.763519;;;;;;;;;;;;;;;;1135.485596;897.136353;274.864014;829.847961;761.294678;122.980362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;;;;;;;963.533264;750.769470;134.118988;915.533752;662.708435;132.817352;1183.147339;878.343689;440.178955;;;;;;;;;;;;;;;;1134.533691;897.245544;273.512543;828.164063;761.116333;123.531326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;;;;;;;962.056458;750.766602;133.596558;914.494629;662.676208;133.547653;1182.576172;878.338562;439.105896;;;;;;;;;;;;;;;;1133.293335;897.092468;272.589539;826.145386;760.777649;123.429054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;;;;;;;959.971680;751.143188;133.959824;913.955872;662.168884;134.247513;1181.643555;878.255615;437.914734;;;;;;;;;;;;;;;;1132.034668;896.522522;272.002563;824.483215;760.591431;123.852577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;;;;;;;957.521362;751.334106;134.027740;913.337769;661.372009;134.644043;1180.934204;878.235901;437.180756;;;;;;;;;;;;;;;;1131.084229;895.935364;271.263916;821.910461;760.234802;124.533981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;;;;;;;955.892395;750.880920;134.036804;911.990540;661.127563;134.821777;1180.124390;878.164429;436.389496;;;;;;;;;;;;;;;;1130.695435;895.255798;270.042450;819.742371;759.624634;124.782715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;;;;;;953.505127;750.880798;133.898392;909.956360;660.786865;134.798996;1179.070679;878.059021;435.172119;;;;;;;;;;;;;;;;1129.686523;894.955994;268.740143;817.902405;758.763306;125.381485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;;;;;;;951.512939;750.366577;133.490784;908.591675;660.545898;134.942444;1178.481445;877.940430;434.251251;;;;;;;;;;;;;;;;1127.590088;894.900696;268.232056;815.866516;758.114563;125.740334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;;;;;;;950.328918;750.159302;133.131546;908.027771;659.876038;135.172440;1177.736206;877.791504;433.284149;;;;;;;;;;;;;;;;1125.851440;894.517273;267.563446;813.856262;757.649109;125.989769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;;;;;;;948.376587;749.992432;132.155960;906.165710;659.255676;135.424011;1176.562866;877.592651;432.070343;;;;;;;;;;;;;;;;1124.619629;893.683777;266.805908;811.881042;756.888550;126.599831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;;;;;;;945.286499;749.966431;132.625595;904.259583;658.820129;135.779556;1175.521973;877.544495;431.001312;;;;;;;;;;;;;;;;1122.922852;892.922546;265.855072;810.209045;756.156067;127.411278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;;;;;;;943.568970;749.368835;132.404449;902.705811;658.280945;135.950394;1174.416870;877.602905;429.793854;;;;;;;;;;;;;;;;1121.663452;892.397278;264.627808;807.675964;755.170959;127.736610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;;;;;;;940.871765;748.745056;132.514694;901.340515;657.532715;136.144928;1173.347290;877.447754;428.736176;;;;;;;;;;;;;;;;1120.089600;891.781921;263.849213;805.356812;754.237732;128.176285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;;;;;;;938.677002;748.626892;132.564728;900.046631;656.876770;136.529816;1172.895142;877.163879;428.198059;;;;;;;;;;;;;;;;1118.540283;891.226990;263.025543;803.883606;752.961243;128.818161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;;;;;;;936.921448;747.614929;132.359192;898.301208;655.809143;136.232025;1171.383667;877.098022;426.853455;;;;;;;;;;;;;;;;1117.204346;890.689087;262.297638;801.913391;751.668884;128.542023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;;;;;;;935.073914;747.225159;132.243423;895.854126;655.698730;136.105911;1169.873535;877.001709;425.813019;;;;;;;;;;;;;;;;1115.107300;889.820862;261.659363;799.478027;750.664185;129.339111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;;;;;;;932.962952;746.536133;131.863541;894.637817;654.842590;136.369659;1168.711670;876.941895;424.833893;;;;;;;;;;;;;;;;1113.702026;889.125000;260.754852;797.449829;749.778381;130.305649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;;;;;;;931.105225;745.918884;131.844101;892.722046;653.689148;136.499146;1167.590698;876.861694;423.673889;;;;;;;;;;;;;;;;1112.323120;888.388977;260.204895;795.588440;748.568115;130.944275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;;;;;;;929.189392;745.018921;130.927460;891.053528;652.911926;136.381165;1166.646240;876.687622;422.913971;;;;;;;;;;;;;;;;1110.566162;887.921631;259.005493;793.693542;747.470703;131.411880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;;;;;;;927.123657;744.083923;130.599655;888.897766;652.561279;136.262009;1165.231323;876.578979;421.772217;;;;;;;;;;;;;;;;1109.230103;887.262512;258.203552;791.354858;746.683167;132.240799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;;;;;;;925.462891;743.615173;130.449524;886.531372;651.533752;136.098343;1164.089600;876.433228;420.791656;;;;;;;;;;;;;;;;1107.316162;886.411499;257.576813;790.024658;746.121460;132.889328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;;;;;;;923.682739;742.674561;130.322937;883.986816;650.824829;135.970306;1163.341919;876.228027;420.356842;;;;;;;;;;;;;;;;1105.567139;885.505798;256.855713;788.165100;745.334351;133.417969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;;;;;;;922.213867;741.570435;129.658813;882.979248;649.210266;136.341370;1162.766602;876.069275;419.673920;;;;;;;;;;;;;;;;1104.385132;884.801514;255.974228;786.697510;744.280884;133.694290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;;;;;;;920.810425;740.632874;129.627075;880.546936;648.821411;136.157791;1161.756592;876.020508;418.930634;;;;;;;;;;;;;;;;1102.833496;884.203308;254.955750;785.189941;743.212463;134.135086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;;;;;;;918.695068;740.272583;130.266785;878.563843;648.051819;136.194427;1160.493286;875.595276;418.207977;;;;;;;;;;;;;;;;1101.566284;883.620239;254.230011;783.695374;742.486816;134.721603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;;;;;;;916.180908;739.783264;130.348633;876.959595;647.327271;136.255432;1158.762207;875.355408;416.809174;;;;;;;;;;;;;;;;1100.269287;882.671021;253.721588;781.823425;741.714905;135.572678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;914.086182;738.772461;130.418350;875.466309;646.181641;135.952972;1157.441162;875.296814;415.981720;;;;;;;;;;;;;;;;1098.296631;881.811584;253.239685;779.982727;740.504822;136.270798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;;;;;;;913.736389;737.631653;129.809341;874.227051;644.896729;136.196030;1156.346802;875.016663;415.514618;;;;;;;;;;;;;;;;1097.238403;881.109009;252.673950;778.419495;739.432739;136.785538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;;;;;;;912.549622;736.712585;129.728333;871.779907;644.357849;135.651825;1154.875122;874.882751;414.591034;;;;;;;;;;;;;;;;1096.349854;880.434326;252.102631;776.621521;738.406738;137.063446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;;;;;;;910.618042;736.184448;129.959915;870.092590;643.474670;135.981949;1153.317993;874.954529;413.632324;;;;;;;;;;;;;;;;1094.906372;879.599365;251.404465;775.155396;737.350098;137.133789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;;;;;;;909.492554;735.350708;129.860229;868.626221;642.837402;136.025360;1152.502197;874.741699;413.378387;;;;;;;;;;;;;;;;1093.920288;878.786194;250.636780;774.268188;736.116150;137.673630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;;;;;;;907.065918;734.448792;130.393234;866.777283;641.931824;135.215256;1151.462891;874.598206;412.655945;;;;;;;;;;;;;;;;1092.187256;878.480347;250.083084;772.432861;735.233826;137.891495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;;;;;;;904.741211;733.963684;130.533920;865.309326;640.521179;135.101746;1150.481323;874.358337;411.980194;;;;;;;;;;;;;;;;1090.311279;878.067200;249.678635;771.234985;734.401367;137.661819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;;;;;;;904.503113;733.138672;130.040192;863.478027;640.594055;134.624329;1149.757813;874.298401;411.588287;;;;;;;;;;;;;;;;1089.107544;877.483215;249.296707;770.408936;733.329224;137.376648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;;;;;;;904.111328;731.684265;129.663071;861.405090;640.083923;134.005554;1148.832520;874.334412;410.858337;;;;;;;;;;;;;;;;1088.351807;876.894958;248.789520;768.628052;732.670227;137.815140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;;;;;;;903.129700;730.447632;129.472626;860.250061;639.268250;133.409637;1147.786499;874.307495;410.187317;;;;;;;;;;;;;;;;1087.867798;875.788147;248.105682;767.562561;731.991760;138.316513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;;;;;;;901.980591;729.824280;129.195847;858.273987;638.178772;132.950119;1146.692261;874.327820;409.699768;;;;;;;;;;;;;;;;1087.075439;874.638245;247.338287;766.608826;730.632996;138.534225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;;;;;;;900.473999;729.302917;129.271286;857.303772;636.447449;132.353348;1145.986938;874.177734;409.387512;;;;;;;;;;;;;;;;1085.364868;874.474243;247.023773;765.426636;729.285583;138.499512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;;;;;;;899.090820;728.189331;129.071930;856.421265;635.521484;132.113708;1144.912842;874.215271;408.788757;;;;;;;;;;;;;;;;1083.891724;874.335876;246.884125;764.467590;728.139465;138.433319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;;;;;;;897.875427;727.311890;129.050934;854.357666;634.870911;131.031982;1143.766724;874.194275;408.186859;;;;;;;;;;;;;;;;1082.446167;874.063171;246.349823;763.425659;726.782471;138.430374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;;;;;;;896.998596;726.592041;129.192810;852.733398;633.870117;130.447449;1142.714722;874.259705;407.638031;;;;;;;;;;;;;;;;1081.372803;873.489380;245.583893;762.429565;725.630371;138.819077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;;;;;;;896.032959;725.984253;129.190323;851.336731;633.752014;129.186920;1141.590454;874.299561;407.340149;;;;;;;;;;;;;;;;1080.829102;873.044678;245.108337;761.421448;724.119263;138.896408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;;;;;;;894.540283;725.191223;129.103790;850.450867;633.234375;128.056625;1140.539917;874.125183;406.627777;;;;;;;;;;;;;;;;1080.281372;872.494080;244.704163;760.901550;722.443420;138.937012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;;;;;;;894.173828;724.349060;129.094589;849.026978;632.451599;127.195778;1139.649536;874.029236;406.084320;;;;;;;;;;;;;;;;1079.989380;871.519958;244.049133;760.247681;721.101685;138.981689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;;;;;;;893.999268;723.732422;128.825882;848.515076;631.150452;127.080368;1138.935425;874.043213;405.620270;;;;;;;;;;;;;;;;1078.931030;870.781006;243.664032;759.334229;719.457336;138.724503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;;;;;;;893.629761;723.124451;128.475113;847.731873;629.957642;126.354790;1138.456665;874.037109;405.370178;;;;;;;;;;;;;;;;1077.441284;870.880859;243.484634;758.508667;718.208069;138.275879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;;;;;;;892.817261;722.419067;128.008057;846.547119;629.602051;125.505257;1137.407959;873.936279;404.674835;;;;;;;;;;;;;;;;1076.427002;870.851074;243.293701;758.055969;716.886108;138.016083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;;;;;;;892.239563;721.453430;127.788780;845.124817;629.216064;125.020462;1136.078979;873.891235;404.144318;;;;;;;;;;;;;;;;1075.784912;870.757629;243.102448;757.766541;715.143066;137.530960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;;;;;;;891.739868;720.497742;127.559830;844.242798;628.465759;124.593330;1135.111572;873.997192;403.949951;;;;;;;;;;;;;;;;1074.918579;870.632080;242.276749;757.555603;713.445374;136.991837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;;;;;;;891.690796;719.549683;127.016914;843.124207;628.639160;122.689667;1134.239502;874.123413;403.729523;;;;;;;;;;;;;;;;1074.087524;870.178833;241.973358;756.992126;711.338989;136.506439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;;;;;;;891.629028;719.096558;126.720604;842.344788;628.313232;121.951187;1133.196411;874.119019;403.474762;;;;;;;;;;;;;;;;1073.470093;869.944336;241.620163;756.468018;709.920715;135.999664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;;;;;;;890.854980;718.932190;127.222992;840.955505;627.712097;120.873413;1132.184692;874.261719;403.049286;;;;;;;;;;;;;;;;1072.627686;870.102051;241.126572;755.857239;708.544617;135.290924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;;;;;;;889.703796;718.569641;127.835480;840.134338;627.125000;119.986946;1131.338501;874.280334;402.581665;;;;;;;;;;;;;;;;1073.067749;869.381042;240.405655;755.510559;707.286316;134.763626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;;;;;;;889.490601;717.650024;127.414818;839.395020;626.365723;118.848770;1130.691284;874.305481;402.230896;;;;;;;;;;;;;;;;1073.532104;868.829224;239.596161;755.349915;705.772156;134.308563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;;;;;;;889.190247;716.657166;126.953033;838.098633;626.438049;117.421371;1130.148193;874.384277;402.176819;;;;;;;;;;;;;;;;1071.998535;869.169250;239.493271;755.518860;704.525818;134.144211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;;;;;;;888.842224;716.039978;126.849411;836.570435;626.643066;116.481537;1129.425537;874.485046;401.713196;;;;;;;;;;;;;;;;1070.623535;869.379639;239.768372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;;;;;;;888.931274;715.381958;126.642128;835.111267;626.812073;115.843773;1128.395508;874.697205;401.261963;;;;;;;;;;;;;;;;1069.715332;869.395874;239.783066;;;;756.432434;701.718201;132.712585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
