Präzision56
Date:,2025/04/22
Time:,15:47:33
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
248,697.336609,1000.054138,167.112900,677.339600,911.643311,118.876328,,,,,,,797.549744,1270.136597,398.077606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.529602,915.362854,99.190117,,,,,,,764.105103,1246.942139,239.863556,,,,,,,,,,,,,,,,,,,,,
249,697.423401,999.867065,166.827057,677.291016,911.604126,118.808472,,,,,,,797.827820,1270.042603,397.924469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.499939,915.313171,99.317497,,,,,,,764.099915,1246.844116,239.847321,,,,,,,,,,,,,,,,,,,,,
250,697.491455,999.744019,166.596039,677.296448,911.590759,118.739632,,,,,,,797.627502,1270.019409,397.986450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.737183,915.236389,99.511742,,,,,,,764.212463,1246.739014,239.757843,,,,,,,,,,,,,,,,,,,,,
251,697.630371,999.701355,166.360657,677.348328,911.615906,118.696312,,,,,,,797.779663,1269.925659,397.922699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.194458,915.171936,99.426353,,,,,,,764.276733,1246.642212,239.670547,,,,,,,,,,,,,,,,,,,,,
252,697.687012,999.673645,166.174850,677.588806,911.730713,118.157455,,,,,,,797.857788,1269.917969,397.867157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.436707,915.371216,98.954178,,,,,,,764.309875,1246.545898,239.529602,,,,,,,,,,,,,,,,,,,,,
253,697.725830,999.612122,165.976517,677.701843,911.821777,118.045029,,,,,,,797.828552,1269.847900,397.788849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.701782,915.531372,98.578728,,,,,,,764.245972,1246.541992,239.536392,,,,,,,,,,,,,,,,,,,,,
254,697.854736,999.484924,165.803421,677.733582,911.765320,117.786919,,,,,,,797.654907,1269.804321,397.707825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.086609,915.583496,98.193283,,,,,,,764.289673,1246.455200,239.506805,,,,,,,,,,,,,,,,,,,,,
255,697.840576,999.481323,165.661057,677.643982,911.812744,117.533012,,,,,,,797.387817,1269.718140,397.734192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.166565,915.609558,97.945358,,,,,,,764.338806,1246.440918,239.417526,,,,,,,,,,,,,,,,,,,,,
256,697.724426,999.410828,165.393875,677.556396,911.806091,117.196815,,,,,,,797.565369,1269.692871,397.657257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.157898,915.471008,97.862045,,,,,,,764.298218,1246.366455,239.389816,,,,,,,,,,,,,,,,,,,,,
257,697.801147,999.426025,165.166306,677.644653,911.810425,117.058037,,,,,,,797.650024,1269.627441,397.583496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.120178,915.439758,97.759239,,,,,,,764.388855,1246.341797,239.343201,,,,,,,,,,,,,,,,,,,,,
258,697.908569,999.388000,165.040070,677.607544,911.823486,117.026550,,,,,,,797.622559,1269.617188,397.522247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.102417,915.421143,97.599174,,,,,,,764.444336,1246.347656,239.270462,,,,,,,,,,,,,,,,,,,,,
259,698.016479,999.416138,164.936356,677.782043,911.822998,116.850586,,,,,,,797.401001,1269.626709,397.573059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.166016,915.477234,97.517487,,,,,,,764.337524,1246.273682,239.240799,,,,,,,,,,,,,,,,,,,,,
260,698.302429,999.403320,164.948196,677.893188,911.843689,116.728493,,,,,,,797.376831,1269.544922,397.527527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.222046,915.496094,97.430138,,,,,,,764.465149,1246.245605,239.227310,,,,,,,,,,,,,,,,,,,,,
261,698.460938,999.369507,164.531204,677.902039,911.914429,116.432236,,,,,,,797.351624,1269.513184,397.507874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.379028,915.686218,97.243584,,,,,,,764.470337,1246.269775,239.126984,,,,,,,,,,,,,,,,,,,,,
262,698.789917,999.294739,164.072876,677.997559,911.991455,116.458885,,,,,,,797.389099,1269.520874,397.491028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.527283,915.774353,97.292442,,,,,,,764.604858,1246.241821,239.091614,,,,,,,,,,,,,,,,,,,,,
263,699.023621,999.343384,164.308319,678.233337,912.044128,116.334702,,,,,,,797.394897,1269.448242,397.462097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.746765,915.778381,97.148109,,,,,,,764.885620,1246.095947,238.846558,,,,,,,,,,,,,,,,,,,,,
264,699.305298,999.443848,164.493530,678.365601,912.103516,116.113159,,,,,,,797.352173,1269.433594,397.413605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.250671,915.573425,97.190659,,,,,,,765.144104,1246.096313,238.495178,,,,,,,,,,,,,,,,,,,,,
265,699.802673,999.379395,164.382477,678.571350,912.070374,116.017792,,,,,,,797.399414,1269.432129,397.379883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.117188,915.673462,97.044968,,,,,,,765.263367,1246.039673,238.333740,,,,,,,,,,,,,,,,,,,,,
266,700.030823,999.311768,164.340927,678.744324,912.091064,115.783356,,,,,,,797.310181,1269.450317,397.338104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.245728,915.648682,96.834343,,,,,,,765.250488,1245.988892,238.459595,,,,,,,,,,,,,,,,,,,,,
267,700.420898,999.247314,164.121964,678.941223,912.135376,115.708405,,,,,,,797.441467,1269.389893,397.312286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.337769,915.608887,97.035408,,,,,,,765.355469,1245.911255,238.381577,,,,,,,,,,,,,,,,,,,,,
268,700.903076,999.222168,163.972900,679.220276,912.176941,115.672874,,,,,,,797.402283,1269.392822,397.232544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.528809,915.585999,96.986633,,,,,,,765.387024,1245.860474,238.367310,,,,,,,,,,,,,,,,,,,,,
269,701.290955,999.141052,163.700180,679.475403,911.991455,115.512222,,,,,,,797.444885,1269.400513,397.203735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.080933,915.212830,96.638763,,,,,,,765.395874,1245.750854,238.227722,,,,,,,,,,,,,,,,,,,,,
270,701.623596,999.131592,163.386353,679.211487,912.040405,115.484337,,,,,,,797.434326,1269.356567,397.238708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.330139,915.316040,96.254768,,,,,,,765.325439,1245.793091,238.122070,,,,,,,,,,,,,,,,,,,,,
271,701.770996,998.993225,163.117386,679.459412,911.967773,115.541122,,,,,,,797.373352,1269.416870,397.133942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.382263,915.428101,96.253998,,,,,,,765.325195,1245.812622,238.107697,,,,,,,,,,,,,,,,,,,,,
272,701.687378,998.890625,163.054749,679.635254,911.824890,115.544731,,,,,,,797.356018,1269.426514,397.128876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.385864,915.213501,96.569633,,,,,,,765.518127,1245.710815,238.097412,,,,,,,,,,,,,,,,,,,,,
273,702.011047,998.906433,163.198700,679.748779,911.712158,115.349579,,,,,,,797.422607,1269.414307,397.110840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.567505,915.215759,96.886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,702.250061,998.867554,163.210800,679.856201,911.703674,115.293053,,,,,,,797.586731,1269.442993,397.021820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.706970,915.251343,96.966988,,,,,,,,,,765.587402,1245.692261,238.010544,,,,,,,,,,,,,,,,,,
275,702.554199,998.705505,163.167770,680.192261,911.810120,114.831993,,,,,,,797.436096,1269.440918,396.983093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.452576,915.181213,96.142670,,,,,,,,,,765.680115,1245.571411,237.981842,,,,,,,,,,,,,,,,,,
276,702.964600,998.710876,162.994431,680.458862,911.748108,114.336800,,,,,,,797.521851,1269.442139,396.961823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.923035,915.194397,95.652725,,,,,,,,,,765.612976,1245.583618,237.900391,,,,,,,,,,,,,,,,,,
277,703.203491,998.552917,162.701019,680.670349,911.780640,113.952881,,,,,,,797.526367,1269.465332,396.857086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.075195,915.366150,95.658310,,,,,,,,,,765.623230,1245.511963,237.851486,,,,,,,,,,,,,,,,,,
278,703.587402,998.557068,162.603470,680.848267,911.739319,113.664078,,,,,,,797.419495,1269.467285,396.911346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.169128,915.348755,95.816017,,,,,,,,,,765.716797,1245.478027,237.797089,,,,,,,,,,,,,,,,,,
279,703.906494,998.478088,162.255798,681.011230,911.838074,113.346718,,,,,,,797.454224,1269.578613,396.874115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.254395,915.293274,95.786842,,,,,,,,,,765.843933,1245.390503,237.842300,,,,,,,,,,,,,,,,,,
280,704.208435,998.327087,161.943481,681.159668,911.878174,113.152122,,,,,,,797.470215,1269.494385,396.853058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.334534,915.263367,95.791397,,,,,,,,,,765.775818,1245.401123,237.867722,,,,,,,,,,,,,,,,,,
281,704.625610,998.304260,161.819550,681.321228,911.846680,112.999695,,,,,,,797.410461,1269.562988,396.833282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.632446,915.207947,95.605965,,,,,,,,,,765.788757,1245.294434,237.805252,,,,,,,,,,,,,,,,,,
282,704.924316,998.100708,161.899078,681.441406,911.829468,112.888733,,,,,,,797.361816,1269.496582,396.839539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.767395,915.138977,95.590919,,,,,,,,,,765.779785,1245.196533,237.773605,,,,,,,,,,,,,,,,,,
283,705.298767,998.049011,161.702850,681.549255,911.833435,112.767509,,,,,,,797.396912,1269.497437,396.782135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.844360,915.049988,95.527702,,,,,,,,,,765.849182,1245.171143,237.735291,,,,,,,,,,,,,,,,,,
284,705.510193,997.919861,161.499191,681.625183,911.768494,112.638634,,,,,,,797.396179,1269.583252,396.570770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.914795,914.913696,95.520866,,,,,,,,,,765.771667,1245.154907,237.815140,,,,,,,,,,,,,,,,,,
285,705.645813,997.870117,161.263748,681.764099,911.841919,112.274910,,,,,,,797.391479,1269.593994,396.535370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.441650,914.730286,95.611206,,,,,,,,,,765.655457,1245.086182,237.775818,,,,,,,,,,,,,,,,,,
286,705.796814,997.854797,161.079636,681.986328,911.915344,111.903885,,,,,,,797.318787,1269.611938,396.517944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.091431,914.709106,95.664101,,,,,,,,,,765.691650,1245.060059,237.660248,,,,,,,,,,,,,,,,,,
287,705.919739,997.850525,160.922150,682.231445,911.833801,111.667976,,,,,,,797.270630,1269.582642,396.524200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.712219,914.429993,95.936371,,,,,,,,,,765.703857,1244.994629,237.602890,,,,,,,,,,,,,,,,,,
288,706.211304,997.892761,160.724518,682.308838,911.705444,111.647995,,,,,,,797.274841,1269.518921,396.464630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.549561,914.253174,96.332222,,,,,,,,,,765.757019,1244.971680,237.579529,,,,,,,,,,,,,,,,,,
289,706.357056,997.947205,160.512283,682.390808,911.672913,111.657486,,,,,,,797.245972,1269.537109,396.375824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.417114,914.180054,96.578415,,,,,,,,,,765.712097,1244.903809,237.582870,,,,,,,,,,,,,,,,,,
290,706.541138,997.829651,160.431503,682.166748,911.463928,111.881973,,,,,,,797.210022,1269.531982,396.406494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.393005,914.154785,96.585365,,,,,,,,,,765.646606,1244.902710,237.582626,,,,,,,,,,,,,,,,,,
291,706.664063,997.896973,160.210083,682.416199,911.304993,111.458748,,,,,,,797.140259,1269.472656,396.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.716064,914.204163,96.343521,,,,,,,,,,765.595825,1244.829224,237.514343,,,,,,,,,,,,,,,,,,
292,706.681152,997.910095,160.069794,682.310303,911.487549,111.637451,,,,,,,797.067017,1269.464355,396.271576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.225769,914.302246,95.929382,,,,,,,,,,765.676331,1244.802856,237.458130,,,,,,,,,,,,,,,,,,
293,706.902405,997.833740,160.007675,681.992249,911.395691,111.666939,,,,,,,797.240417,1269.425415,396.249847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.106689,914.434265,95.724014,,,,,,,,,,765.666809,1244.723389,237.400497,,,,,,,,,,,,,,,,,,
294,707.105286,997.799438,159.872040,681.946594,911.261536,111.722275,,,,,,,797.177734,1269.359375,396.184601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.815491,914.279297,96.105362,,,,,,,,,,765.700806,1244.619019,237.332596,,,,,,,,,,,,,,,,,,
295,707.371216,997.710083,159.807037,682.049866,911.287048,111.617706,,,,,,,797.186523,1269.279541,396.270416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.807495,914.204163,96.153297,,,,,,,,,,765.629456,1244.602173,237.377563,,,,,,,,,,,,,,,,,,
296,707.597534,997.610107,159.752686,682.271973,911.428162,111.325058,,,,,,,797.126709,1269.276611,396.255554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.406677,914.295227,95.419846,,,,,,,,,,765.546387,1244.618408,237.400955,,,,,,,,,,,,,,,,,,
297,707.855591,997.541382,159.724747,682.360291,911.376892,111.241348,,,,,,,797.078674,1269.395508,396.075226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.082947,914.462952,94.642815,,,,,,,,,,765.665649,1244.519287,237.397064,,,,,,,,,,,,,,,,,,
298,708.083984,997.422852,159.660461,682.585327,911.177429,111.296486,,,,,,,797.115601,1269.295776,396.196075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.404541,914.560669,94.220551,,,,,,,,,,765.593994,1244.405762,237.345047,,,,,,,,,,,,,,,,,,
299,708.285889,997.328796,159.682617,682.738586,911.084473,111.301308,,,,,,,797.061096,1269.271240,396.196533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.424683,914.330200,94.548080,,,,,,,,,,765.625244,1244.377075,237.326370,,,,,,,,,,,,,,,,,,
300,708.433289,997.249512,159.653671,682.874451,911.052185,111.222855,,,,,,,796.941650,1269.404053,395.999420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.460999,914.191284,94.760971,,,,,,,,,,765.558777,1244.273193,237.407410,,,,,,,,,,,,,,,,,,
301,708.469238,997.160217,159.690811,682.941589,910.953857,111.204910,,,,,,,797.016174,1269.293701,396.102142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.510315,914.100708,94.858139,,,,,,,,,,765.522766,1244.197998,237.321564,,,,,,,,,,,,,,,,,,
302,708.688354,997.091064,159.612442,682.960571,910.970764,111.162277,,,,,,,796.940735,1269.391602,396.023682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.751160,914.117249,94.586479,,,,,,,,,,765.630127,1244.100708,237.223343,,,,,,,,,,,,,,,,,,
303,708.809692,997.007935,159.519913,682.997986,910.932861,111.144630,,,,,,,796.951843,1269.349854,395.886688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.981750,914.177429,94.394402,,,,,,,,,,765.598755,1243.980347,237.260727,,,,,,,,,,,,,,,,,,
304,708.888062,996.973511,159.405350,682.981628,910.739380,111.209908,,,,,,,796.907349,1269.343994,395.878967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.721619,913.974670,94.671974,,,,,,,,,,765.616638,1243.948486,237.293152,,,,,,,,,,,,,,,,,,
305,708.902588,996.969482,159.414307,683.011353,910.683716,111.168022,,,,,,,796.892700,1269.359497,395.844147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.580139,913.859680,94.866730,,,,,,,,,,765.586731,1243.848877,237.295898,,,,,,,,,,,,,,,,,,
306,708.933655,996.947021,159.352936,682.958069,910.792480,111.174789,,,,,,,796.902832,1269.205933,396.005432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.354919,913.812195,95.143883,,,,,,,,,,765.460266,1243.846313,237.272797,,,,,,,,,,,,,,,,,,
307,709.008057,996.948486,159.321762,682.935852,910.697510,111.196411,,,,,,,796.849182,1269.322510,395.827667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.398865,913.806274,95.105370,,,,,,,,,,765.557495,1243.753906,237.279724,,,,,,,,,,,,,,,,,,
308,709.068176,996.866882,159.115891,682.905579,910.670898,111.131592,,,,,,,796.932434,1269.123291,395.978851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.318665,913.821960,95.296608,,,,,,,,,,765.607666,1243.736206,237.262054,,,,,,,,,,,,,,,,,,
309,709.064514,996.916199,159.117676,682.903381,910.651855,111.111504,,,,,,,796.880981,1269.081909,396.057129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.177795,913.877258,95.274223,,,,,,,,,,765.563843,1243.749390,237.210007,,,,,,,,,,,,,,,,,,
310,709.066223,996.854431,159.120865,682.902954,910.608398,111.124268,,,,,,,796.839539,1269.102905,396.002045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.342102,913.919739,94.873962,,,,,,,,,,765.564819,1243.669800,237.176300,,,,,,,,,,,,,,,,,,
