Präzision01161
Date:,2025/04/26
Time:,16:01:20
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,837.226196,767.232849,106.831062,900.903381,997.649231,302.913025,808.509583,662.559387,60.074814,844.246338,989.410461,189.233932,824.807739,683.560486,51.752399,,,,,,,,,,,,,,,,,,,,,,,,
2,837.004883,768.835327,107.821266,900.899536,998.180298,302.665253,807.332031,663.390991,63.315639,844.591309,990.752625,189.298981,832.877563,682.043640,62.619041,,,,,,,,,,,,,,,,,,,,,,,,
3,836.192505,769.788452,109.574242,900.750610,998.537598,302.545807,806.811768,664.393188,65.557465,844.945923,992.369263,189.229904,835.880859,681.414734,68.574165,,,,,,,,,,,,,,,,,,,,,,,,
4,835.884338,770.970581,111.345718,900.774841,999.288696,302.407623,806.279602,665.511536,67.806435,845.106018,994.120789,189.151855,834.267273,682.828918,70.581764,,,,,,,,,,,,,,,,,,,,,,,,
5,835.123596,772.772217,113.317642,900.918396,1000.220825,302.262329,805.113037,666.916565,71.045708,845.140991,995.785889,189.151947,830.990845,684.864563,71.017670,,,,,,,,,,,,,,,,,,,,,,,,
6,834.580811,774.065063,115.485329,901.030762,1001.143311,301.977631,803.762207,667.904358,73.759399,845.032654,997.929565,189.670639,828.506104,686.218262,71.658646,,,,,,,,,,,,,,,,,,,,,,,,
7,834.000610,775.604919,117.364922,901.308899,1002.056885,301.633209,803.171692,669.276855,76.724922,845.032593,999.931091,189.775436,822.913818,688.334839,71.083008,,,,,,,,,,,,,,,,,,,,,,,,
8,833.292969,777.269531,119.516335,901.524109,1003.044495,301.389069,802.206360,670.687805,79.559319,845.329163,1002.187622,189.861359,818.449768,691.450195,70.812820,,,,,,,,,,,,,,,,,,,,,,,,
9,832.546448,778.796326,121.577728,901.439758,1004.465088,301.451477,800.955322,672.174622,82.697411,845.235291,1004.286804,190.020981,816.288757,693.021484,72.329643,,,,,,,,,,,,,,,,,,,,,,,,
10,831.766235,780.929749,123.846634,901.400024,1005.639954,301.293030,800.229492,674.039185,85.328804,844.838989,1006.250061,190.385818,816.672668,694.279175,76.596581,,,,,,,,,,,,,,,,,,,,,,,,
11,830.770752,782.815247,126.250343,901.561523,1006.808777,300.962921,798.818237,675.805176,89.058868,845.241272,1008.711548,190.725967,818.352051,695.605652,82.196533,,,,,,,,,,,,,,,,,,,,,,,,
12,830.169800,785.063721,128.746078,901.283875,1008.397034,301.217163,797.470276,677.694946,92.120125,845.661011,1011.289856,190.343933,821.748047,695.433411,89.032501,,,,,,,,,,,,,,,,,,,,,,,,
13,829.093811,787.129578,131.077621,900.775024,1009.694031,301.984436,796.591736,679.654419,94.784691,845.475098,1014.003723,190.509644,823.039185,696.713684,94.381615,,,,,,,,,,,,,,,,,,,,,,,,
14,828.075378,789.707825,133.266953,900.758911,1011.296143,302.157562,795.231079,681.933655,98.271133,845.201904,1016.480530,190.999191,822.302673,698.417236,98.731262,,,,,,,,,,,,,,,,,,,,,,,,
