Präzision01135
Date:,2025/04/22
Time:,17:20:52
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,823.997009,737.212646,104.247131,796.091553,955.391907,242.115372,791.506897,1057.061157,418.557190,793.984375,668.297852,26.937223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,824.101868,736.874573,104.131599,795.787537,955.142822,242.373001,791.554321,1057.059814,418.644440,794.112061,668.183167,27.011065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,823.992432,736.728149,104.155724,795.456177,954.883423,242.925049,791.565369,1057.124023,418.781097,794.141663,668.066040,26.963678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,823.872864,736.554016,104.241623,795.098999,954.551331,243.560318,791.614075,1057.136963,418.884308,794.224854,668.047180,26.951122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,823.789368,736.418823,104.374702,794.815186,954.242859,243.929611,791.607117,1057.196289,419.025909,794.239990,667.970276,26.977673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,823.669434,736.336487,104.482559,794.647888,954.047974,243.951828,791.653809,1057.306030,419.130066,794.093445,667.813904,26.921841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,823.565613,736.260071,104.537529,794.557312,953.934692,244.100067,791.642456,1057.301880,419.242920,793.989136,667.760071,26.847050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,823.424744,736.035156,104.656647,794.291748,953.898010,244.262146,791.691040,1057.375000,419.373016,814.416809,664.727722,40.730057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,823.235474,735.970276,104.842430,794.137512,953.776733,244.433502,791.730957,1057.467651,419.511627,820.092163,662.773010,45.950233,784.595764,655.506348,37.355515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,822.973755,735.860229,105.016541,793.862793,953.862793,244.603409,791.816345,1057.648315,419.692230,817.936340,663.180359,44.902271,784.640076,655.492310,37.404705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,822.551575,735.907471,105.162300,793.707092,953.973450,244.736130,791.869080,1057.751099,419.826416,814.331299,664.612976,41.510826,784.665710,655.387268,37.489510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,822.358276,735.811523,105.539040,793.426697,954.181580,244.876129,791.841187,1057.858765,420.251221,812.192017,665.713196,39.475811,784.643616,655.279297,37.684917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,822.112366,735.890381,105.831352,793.054321,954.450500,245.127472,791.778198,1057.961548,420.439270,811.638733,665.924072,39.544102,784.591187,655.237793,37.839386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,821.622559,735.943481,106.407845,792.932007,954.740967,245.311020,791.820496,1058.229614,420.623657,812.049316,665.630798,40.615978,784.628540,655.095703,38.247917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,821.172363,736.117249,106.780273,792.789612,955.147156,245.404907,791.895752,1058.443115,420.769196,812.554382,665.173645,42.114727,784.493896,655.044128,38.690533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,820.753113,736.316223,107.367378,792.576904,955.586121,245.532944,792.002136,1058.744751,420.952271,812.687317,664.963623,43.301270,784.126343,655.054260,39.310059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,820.386353,736.589417,108.090797,792.267456,956.118408,245.676346,791.976685,1059.157593,421.105103,812.335938,665.068970,44.133308,783.556091,655.217041,40.583759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,819.929260,736.702332,108.896004,791.917419,956.603577,245.740936,791.976196,1059.676514,421.306946,811.568115,665.347351,45.225594,783.003174,655.172729,41.749870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,819.226074,736.729736,110.020081,791.872986,957.440369,245.974197,791.899719,1060.244385,421.412018,810.760986,665.289856,46.498405,782.378723,655.109985,42.981976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,818.152344,737.249451,111.090248,791.977722,958.450195,246.145065,791.899231,1060.944946,421.695831,809.976990,665.251404,47.530754,781.492432,655.174316,44.443108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,817.544556,737.570190,111.866173,791.895203,959.427673,246.207855,791.738953,1061.783203,421.933441,808.877136,665.439514,49.196831,780.567261,655.319031,45.903576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,817.032166,737.879089,113.309380,791.595703,960.283936,246.200668,791.644470,1062.536011,422.146179,808.064331,665.430115,51.022842,780.491211,655.623047,47.600750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,816.603088,738.550293,115.332558,791.066040,961.516052,246.290085,791.710022,1063.450806,422.711639,807.550415,665.568542,53.438278,779.683228,655.601746,49.651058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,816.000854,739.334900,116.663162,790.453369,962.862488,246.615677,791.572144,1064.570068,422.722015,807.190552,665.433167,55.624733,778.744202,655.582397,51.886917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,815.109619,740.043152,118.205544,789.967163,964.008240,246.910568,791.477234,1065.684448,422.847137,806.073425,665.536011,57.875751,777.690552,655.740295,54.360085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,814.158447,740.612183,120.117455,789.309509,965.453186,247.331802,791.509644,1066.821899,423.105438,805.213379,665.687317,60.388329,776.336365,655.902161,56.852512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,813.123840,741.114319,121.872047,788.756531,966.879150,247.475632,791.421875,1068.082886,423.252014,804.213074,665.919617,63.349953,775.456055,656.025085,59.614082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,812.528870,741.590454,124.118500,788.125854,968.358215,247.764557,791.345337,1069.444458,423.625946,803.274292,666.016846,65.835518,774.645386,656.200378,62.736538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,811.195984,742.602783,126.389229,787.582581,970.094788,248.277267,791.164063,1070.903809,424.033783,802.373840,666.206787,68.454979,773.914368,656.342407,65.140602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,810.606262,743.560242,128.653549,786.941895,971.748779,248.749756,790.961609,1072.416382,424.601868,801.423035,666.518677,71.841415,772.808167,656.878967,67.920250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,809.501892,744.488647,131.205322,785.992432,973.772034,249.208710,790.619812,1074.011841,425.119171,800.822876,666.152832,75.044281,771.911072,657.135376,71.152077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,808.263062,745.331970,133.351990,785.121765,975.766113,249.306122,790.290588,1075.530029,425.406708,799.740784,666.871033,78.384277,770.736328,657.607117,74.892822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,807.206177,746.364441,135.722855,784.629700,977.650085,249.427444,790.109375,1077.107910,425.867157,798.269470,667.919189,81.315247,769.221985,657.974731,77.922646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,806.214355,747.491760,138.933502,783.763733,979.804138,249.769836,789.878479,1078.836304,426.432892,796.647827,668.942200,84.514008,768.074585,658.722717,81.607445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,804.667786,748.829468,141.570313,783.020813,981.899292,250.594772,789.684143,1080.720337,427.161621,795.147644,669.930054,87.637527,766.977112,659.562927,85.196838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,803.500671,749.902649,144.386429,781.542419,984.386536,251.452393,789.164368,1082.574097,427.754578,794.018250,670.471436,91.272354,765.684692,660.412048,88.646118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
