Präzision01164
Date:,2025/04/23
Time:,16:11:55
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,770.936829,788.385803,96.248955,709.944702,1103.241699,354.946533,766.902771,675.747925,58.660290,708.667847,1069.536133,206.451859,781.420410,697.395020,50.656525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,770.584351,790.167175,97.976677,710.707458,1104.694580,354.750305,766.954102,677.108826,61.370956,707.861267,1072.214966,206.036591,788.386658,697.344543,60.147865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,770.203369,792.434814,100.149719,710.251343,1105.676392,354.917816,766.290833,678.831299,64.812981,707.024109,1074.664307,206.186172,789.334473,697.942993,65.089470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,769.898926,794.408386,102.767555,709.944092,1106.919678,355.009369,765.508423,680.759399,68.041588,706.522156,1077.361938,206.370773,788.682800,699.575806,68.450050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,769.541687,796.833496,105.291328,710.165405,1108.406860,355.054352,765.128845,682.889282,71.890854,706.639160,1080.433472,205.835632,787.275085,702.182983,70.486221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,768.915344,799.276489,107.877090,710.354736,1110.036621,355.009735,765.054932,684.813965,75.234062,,,,786.831543,704.162354,74.229073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,768.559387,801.729370,110.586571,710.513977,1111.652344,355.045044,764.592957,687.482178,79.189308,,,,786.299133,706.641113,78.001610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,768.402222,804.591614,113.232071,710.340576,1113.384888,355.618896,763.941528,689.837952,82.797241,,,,786.537048,708.862488,81.509697,705.114380,1089.613647,205.731354,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,767.788269,807.272705,116.050682,710.310425,1115.211548,356.379181,763.799316,692.331299,86.517311,,,,785.168518,711.715820,84.302956,704.261963,1093.004150,206.206253,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,767.314636,810.276184,118.769875,710.421448,1117.185913,356.774689,763.049255,695.094421,90.323174,,,,785.308838,714.245300,88.652222,703.973267,1096.446045,206.195999,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,766.879761,813.391724,121.859367,710.753601,1119.291504,356.628876,762.565491,697.964722,94.620049,,,,784.955933,717.042847,91.951576,703.853333,1100.066895,205.505432,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,765.963562,816.827576,124.818634,711.133240,1121.697144,356.032288,762.090881,700.976257,98.397034,,,,784.535645,719.603882,96.103287,703.180847,1103.607910,206.224686,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,765.598755,820.098389,127.599648,711.337036,1123.746460,356.148895,761.630981,704.164978,101.911926,,,,783.209717,723.220947,99.346237,702.868042,1107.233398,206.735046,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,764.867676,823.298645,130.950073,711.519592,1125.810059,356.840424,761.204773,707.265869,105.595444,,,,782.165222,726.469055,102.885094,702.502930,1111.211792,206.343124,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,764.045044,826.703003,134.019608,711.629822,1128.109253,357.612640,760.445984,710.568176,109.808502,,,,780.614685,730.456055,105.647781,701.797607,1115.168457,207.092819,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,763.237610,830.636658,136.807800,711.521423,1130.402710,358.320435,759.490051,713.970886,113.868057,,,,779.976501,733.551208,109.103874,701.180237,1119.027710,207.799973,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,762.679016,834.338562,139.635284,711.143677,1132.486328,359.415710,758.634277,717.598328,117.798492,,,,780.342957,736.848511,113.952919,700.318542,1123.124756,207.997482,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,761.695618,838.057983,142.446823,711.230835,1134.788574,359.944977,757.988770,721.275940,121.130318,,,,779.060608,740.538208,117.435410,699.758606,1127.188110,208.858215,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,760.584473,842.174866,145.576569,711.818787,1137.177368,360.000671,757.207397,725.249451,124.565971,,,,778.888123,743.831116,121.900093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,759.625488,846.177612,148.204468,712.016235,1139.431396,360.261444,756.574097,729.142944,128.407074,,,,778.651123,747.662964,125.646492,,,,699.133484,1135.018921,209.881470,,,,,,,,,,,,,,,,,,,,,,,,
21,758.604980,850.200684,151.040634,711.701599,1141.840820,361.494965,755.269043,733.184570,131.887299,,,,776.698547,751.923950,128.451111,,,,698.618652,1139.229004,211.067703,,,,,,,,,,,,,,,,,,,,,,,,
22,757.402344,854.480469,153.957840,711.706787,1144.181030,362.272491,753.713745,737.296570,135.556870,,,,775.779053,755.598999,132.310028,,,,697.953430,1143.409302,212.067200,,,,,,,,,,,,,,,,,,,,,,,,
23,756.593445,858.454041,156.354248,712.064453,1146.667847,362.626282,752.463745,741.261719,139.209061,,,,775.352417,759.517273,136.684433,,,,697.565063,1147.405518,213.364304,,,,,,,,,,,,,,,,,,,,,,,,
24,755.259338,862.475708,158.849548,712.094299,1148.991333,363.479736,751.363953,745.262634,142.149704,,,,773.963440,763.505066,139.607452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,753.791809,866.864319,161.424271,712.029541,1151.214844,364.564545,750.039001,749.254639,144.693726,,,,772.006409,767.788269,141.981873,,,,,,,697.190002,1155.864502,214.941330,,,,,,,,,,,,,,,,,,,,,
26,752.428284,871.101013,163.656952,712.233948,1153.509644,365.380646,748.467346,753.397583,147.489822,,,,769.121460,772.619385,143.224625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,751.164368,875.179626,165.823349,712.885071,1155.719849,366.351501,746.574402,757.544556,150.303528,,,,767.530090,776.558899,146.304031,,,,,,,,,,695.610657,1163.798706,217.997925,,,,,,,,,,,,,,,,,,
28,749.829834,879.475220,168.071716,712.530701,1158.106079,367.416840,744.924438,761.812073,152.525635,,,,767.028198,780.082336,149.495438,,,,,,,,,,696.081848,1167.924683,218.670013,,,,,,,,,,,,,,,,,,
29,748.416443,883.429504,169.873734,712.508240,1160.345459,368.798706,743.334656,765.988403,154.814621,,,,766.290344,783.950134,152.190155,,,,,,,,,,695.147278,1172.247681,220.358795,,,,,,,,,,,,,,,,,,
30,747.040710,887.565063,171.924988,713.000916,1162.511475,369.616730,741.444031,769.978271,157.307678,,,,764.061707,788.219666,153.892426,,,,,,,,,,695.561462,1176.126465,221.125931,,,,,,,,,,,,,,,,,,
31,745.333984,891.802429,173.929688,713.319214,1164.659546,370.496674,739.511902,773.822083,159.234802,,,,761.895813,792.390564,156.207916,,,,,,,,,,695.547241,1180.402466,222.536209,,,,,,,,,,,,,,,,,,
32,744.029114,895.617554,175.327377,713.397949,1166.854126,371.823730,737.129700,777.740967,161.473663,,,,760.575439,796.150940,158.458679,,,,,,,,,,694.954224,1184.051025,224.652725,,,,,,,,,,,,,,,,,,
33,742.247192,899.901306,176.755554,713.654602,1169.011108,372.963013,735.106628,781.963928,162.692032,,,,758.857056,799.757996,159.893387,,,,,,,,,,695.340210,1188.047363,225.979248,,,,,,,,,,,,,,,,,,
