Präzision01162
Date:,2025/04/23
Time:,13:01:55
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,870.666931,1046.981323,323.703217,816.443726,791.891174,119.810844,793.621277,703.449524,101.520615,851.319824,1026.598389,233.566940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,870.862915,1049.120483,323.859283,816.333313,793.579468,122.258240,793.372131,705.105347,104.370987,851.800842,1029.855591,233.391144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,871.386414,1051.605225,323.402191,816.285950,795.447632,124.806816,792.811340,706.237549,107.365334,852.156067,1032.741699,233.414810,765.002197,694.623108,99.848434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,872.129395,1054.102295,322.877014,815.902466,797.375977,127.351166,793.036011,708.418518,110.724754,852.431641,1035.496460,233.282516,765.224060,696.439331,102.753181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,872.467834,1056.330200,323.062836,815.946533,799.489136,129.864563,792.095703,710.370239,113.517700,852.780396,1038.443481,232.969940,764.580017,698.470520,106.038849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,872.842896,1058.698730,323.726898,815.544250,801.580261,132.282578,792.040771,712.513550,116.052109,852.698975,1041.547485,233.241287,764.427429,700.445984,109.015999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,872.909058,1061.154419,323.995392,815.372314,803.689697,135.040833,791.203247,714.803772,119.186867,853.169922,1045.044922,233.461868,764.183167,702.816223,111.979736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,872.938110,1063.679199,324.355499,815.369263,806.013916,137.503693,790.627136,717.174561,122.666443,853.713928,1048.307373,233.417511,763.574219,705.072754,115.429504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,873.350586,1066.321167,324.101044,815.307312,808.574402,140.141342,790.638672,719.169800,125.218468,853.772217,1051.568115,233.519135,763.145508,707.538757,118.559128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,874.176331,1068.941528,323.933289,814.870483,810.531311,142.649948,789.900391,721.660828,128.248383,854.035339,1055.004639,233.792709,762.684082,709.985229,121.263893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,874.328979,1071.526489,324.286194,814.319519,813.511658,145.009521,789.376709,724.420593,130.950165,854.328796,1058.225586,233.835632,761.890503,712.297180,124.182281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,874.556274,1074.077148,325.035309,813.763306,816.303223,147.707184,788.575684,726.818115,133.856018,854.900024,1061.480591,233.978226,761.178833,714.985046,127.312141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,874.980347,1076.720825,325.693207,813.343811,818.894287,150.012558,787.449402,729.845642,136.372894,855.206421,1064.845825,234.423523,760.193542,717.939209,130.632309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,875.232056,1079.234375,325.793091,812.784729,821.637756,152.546341,787.437500,732.068542,139.062958,855.491943,1068.230591,234.757401,759.081482,720.580811,133.545044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,876.154602,1081.976929,325.305542,812.821655,824.496704,155.387619,786.385803,734.944092,142.049301,855.771851,1071.724365,234.985580,758.416626,723.219299,135.896042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,876.847839,1084.823853,325.147156,812.028748,827.346069,157.883575,785.489807,737.904602,145.129944,856.108337,1075.080078,235.699646,757.362671,726.217651,138.788788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,876.981689,1087.134521,325.724701,811.360107,830.475464,159.922882,784.457581,741.207336,147.037659,856.794128,1078.871460,235.779297,756.523010,729.424072,141.339111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,877.360107,1089.861328,326.490387,810.437195,833.755066,162.073425,783.115845,744.086670,149.500183,857.287109,1082.207031,236.104645,755.333069,732.788635,143.812973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,877.577332,1092.460815,326.952148,809.877808,836.941589,164.319290,781.845947,746.939331,152.219116,857.608643,1085.776245,236.642105,754.171082,735.992188,146.272919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,877.685791,1095.124268,327.613037,808.885071,839.835510,166.846466,780.904236,750.237915,154.556717,858.105347,1089.147461,237.004990,752.976807,739.250427,148.432327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,878.132751,1097.970947,327.983978,807.983093,842.784607,168.942871,779.563660,753.548828,156.760971,859.159119,1092.486450,237.461594,751.392822,742.595154,151.310059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,878.500977,1100.486084,328.430176,806.996460,846.024109,171.039551,778.389343,757.325684,159.084534,859.467590,1095.984009,238.589966,750.322876,745.820496,153.024979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,879.271729,1103.046875,328.767944,805.977295,849.310730,173.206650,776.848389,760.430481,160.954361,860.059998,1099.184204,239.143265,749.058472,749.369324,155.001434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
