Präzision01165
Date:,2025/04/23
Time:,13:02:18
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,806.739685,779.246460,97.890388,857.241150,1000.139526,238.992172,784.535889,692.703247,61.907486,873.589417,1023.653137,327.247131,,,,,,,,,,,,,,,,,,,,,,,,
2,806.308105,780.266113,99.395111,857.020691,1001.783630,238.916214,783.893494,693.224976,64.359512,873.703552,1024.974487,327.471558,,,,,,,,,,,,,,,,,,,,,,,,
3,805.928833,780.745178,100.621590,856.955078,1003.318359,238.675049,783.723389,694.023682,65.595810,874.026428,1026.235596,327.515503,755.672363,686.397888,55.535713,,,,,,,,,,,,,,,,,,,,,
4,805.718323,781.729919,102.023216,856.584656,1005.173523,238.421234,783.138794,694.639404,67.326088,874.421875,1027.664673,327.323944,755.222900,687.284851,57.030113,,,,,,,,,,,,,,,,,,,,,
5,804.659973,783.052368,103.760933,856.589111,1006.864502,238.381271,781.421692,695.392273,69.442604,874.887756,1029.294067,327.437897,754.586914,688.167480,59.041008,,,,,,,,,,,,,,,,,,,,,
6,804.001221,783.933594,104.890907,856.845764,1008.544434,238.260452,780.854736,696.291443,71.616928,874.886963,1030.801025,327.561646,754.150330,688.966492,61.066219,,,,,,,,,,,,,,,,,,,,,
7,803.637695,785.233582,106.370483,857.128784,1010.474243,238.561371,780.163391,697.296692,74.007568,874.794128,1032.405396,327.472900,753.223877,689.994019,63.724468,,,,,,,,,,,,,,,,,,,,,
8,803.031677,786.306702,108.496201,856.835571,1012.461182,238.806549,779.911377,698.090515,76.202286,874.857483,1034.059937,327.659546,752.676819,690.929138,65.560806,,,,,,,,,,,,,,,,,,,,,
9,803.123657,787.212463,109.841927,856.536316,1014.507690,238.667068,779.117554,699.090576,78.859154,875.027771,1035.710938,328.125092,752.171997,691.933044,68.122856,,,,,,,,,,,,,,,,,,,,,
10,802.766235,788.832703,111.797424,856.331543,1016.735291,238.513596,778.544434,700.356873,80.807121,875.319641,1037.560913,327.976685,752.138306,692.685181,70.400482,,,,,,,,,,,,,,,,,,,,,
11,802.230103,790.083496,113.373291,856.375610,1018.817566,238.636612,778.157471,701.382385,83.590385,875.328003,1039.346924,328.064087,751.518738,693.887573,73.036018,,,,,,,,,,,,,,,,,,,,,
12,802.099365,791.522339,115.242760,856.711182,1021.201843,238.642212,778.368469,702.293091,85.891029,875.398804,1041.176880,328.443329,750.946655,695.111267,75.608627,,,,,,,,,,,,,,,,,,,,,
13,801.780884,792.782593,117.304878,856.795227,1023.235535,239.071426,777.885742,703.439819,88.717865,875.468506,1042.981812,328.862122,750.547241,696.041382,78.440506,,,,,,,,,,,,,,,,,,,,,
14,801.460266,794.521484,119.766953,856.282532,1025.563232,239.434814,777.609680,705.016846,91.104469,875.840820,1045.173218,328.511475,750.186340,697.325623,81.278641,,,,,,,,,,,,,,,,,,,,,
15,801.002930,796.095764,121.180489,856.118164,1028.430542,239.182861,776.713135,706.405701,93.649094,876.034241,1047.324829,328.657104,749.877991,698.712769,83.752678,,,,,,,,,,,,,,,,,,,,,
16,800.423889,797.871277,123.387459,856.461426,1030.801880,239.205109,776.801147,707.924133,96.818275,875.967285,1049.166748,329.100342,749.372559,700.014893,86.742920,,,,,,,,,,,,,,,,,,,,,
17,800.468872,799.377808,125.538490,856.573669,1033.155762,239.392014,776.441528,709.256165,99.576256,875.942871,1051.168823,329.499542,748.612366,701.737244,90.005013,,,,,,,,,,,,,,,,,,,,,
18,799.809570,801.127075,128.300034,856.131592,1035.857544,240.021271,775.935608,710.762268,102.919899,876.341064,1053.249878,329.590729,748.017029,703.176453,92.721893,,,,,,,,,,,,,,,,,,,,,
19,799.389893,803.199890,129.909683,855.837402,1038.471069,240.180435,775.343750,712.783386,105.286690,876.864380,1055.334229,329.550354,747.908325,704.875244,95.588745,,,,,,,,,,,,,,,,,,,,,
20,798.722717,805.102478,132.366562,856.153015,1041.395264,239.843002,774.535278,714.454163,107.997940,876.799316,1057.608887,329.797791,747.238342,706.673706,98.338036,,,,,,,,,,,,,,,,,,,,,
21,798.845764,807.197021,134.763901,856.296692,1044.182739,240.136902,774.357788,716.328247,111.005295,876.893677,1059.930664,329.735138,746.823181,708.690613,101.596550,,,,,,,,,,,,,,,,,,,,,
22,798.167114,809.357849,137.401123,855.984009,1047.117065,240.428619,773.423950,718.386414,114.315277,877.288818,1062.244507,329.865234,746.318359,710.354004,104.370300,,,,,,,,,,,,,,,,,,,,,
23,797.691406,811.424561,139.177643,855.952209,1049.848633,240.637634,772.512634,720.261047,117.357483,877.357483,1064.422607,330.245544,745.422363,712.746948,107.072891,,,,,,,,,,,,,,,,,,,,,
24,797.141663,813.941162,141.883957,856.288391,1052.708740,240.428482,772.148499,723.042053,119.933754,877.175781,1066.531250,330.813629,744.909729,714.918884,110.504768,,,,,,,,,,,,,,,,,,,,,
25,796.662537,816.225952,143.794998,856.247559,1055.638794,240.470703,771.839233,724.665405,123.621719,877.585754,1068.779541,331.116211,744.029541,716.950562,113.800789,,,,,,,,,,,,,,,,,,,,,
26,796.242004,818.697327,146.728561,856.670471,1058.964111,240.966003,770.851196,726.780029,126.501152,877.927551,1071.153198,331.550964,743.158447,719.445496,116.777550,,,,,,,,,,,,,,,,,,,,,
27,795.809570,821.353760,148.723389,856.678589,1062.067749,241.333069,769.963074,730.156433,128.850006,878.064636,1073.438354,331.670135,742.441650,721.790222,119.837891,,,,,,,,,,,,,,,,,,,,,
28,794.765747,823.770630,150.753128,857.023560,1065.133057,241.271729,769.651306,732.054993,132.221054,878.361389,1075.838623,331.482147,741.381104,724.137573,122.894020,,,,,,,,,,,,,,,,,,,,,
29,794.529236,826.592834,153.175705,857.584961,1068.033203,241.205978,768.370544,734.446045,135.228394,878.817688,1078.296143,331.816040,740.479553,726.916992,125.800049,,,,,,,,,,,,,,,,,,,,,
30,793.832275,829.179321,155.265930,857.467529,1071.112793,241.988037,767.701965,737.613708,137.911011,878.976501,1080.719482,332.201569,739.691406,729.588135,128.903229,,,,,,,,,,,,,,,,,,,,,
31,793.315674,831.974854,157.254807,857.805054,1074.136841,242.506485,767.004700,739.778625,140.488724,879.178101,1082.802490,332.850250,739.214294,732.208801,131.163513,,,,,,,,,,,,,,,,,,,,,
32,792.578796,834.715637,160.153061,858.321106,1077.433838,242.880219,765.584045,742.506531,143.110687,879.684021,1085.146240,333.250732,738.341248,734.933533,134.076675,,,,,,,,,,,,,,,,,,,,,
33,792.048767,837.613159,161.872208,858.834106,1080.799072,243.109436,765.240356,745.186462,145.468842,879.920654,1087.650757,333.359741,737.184631,737.830444,136.562622,,,,,,,,,,,,,,,,,,,,,
34,791.855957,840.257751,163.951889,859.194336,1084.024536,243.416702,763.650696,748.096863,147.842834,879.806396,1090.044312,333.732697,736.087952,740.919495,139.038239,,,,,,,,,,,,,,,,,,,,,
35,790.931702,843.207031,165.615997,859.448792,1086.858765,243.431458,763.169373,751.044861,150.034653,880.183289,1092.725098,333.637726,735.038208,743.712402,141.570251,,,,,,,,,,,,,,,,,,,,,
36,789.843872,846.238464,167.792618,859.476196,1089.620483,244.087601,761.937866,754.053345,152.455292,880.485962,1095.335449,334.024750,733.941833,746.647827,143.956207,,,,,,,,,,,,,,,,,,,,,
37,789.180298,849.517273,169.688004,859.797546,1092.735107,244.708542,761.077454,757.046448,154.751846,881.162903,1097.450562,334.212006,732.858459,749.593628,146.356689,,,,,,,,,,,,,,,,,,,,,
