Präzision01163
Date:,2025/04/28
Time:,14:18:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,786.244019,773.620422,95.334755,729.456909,1044.232056,332.072296,797.687988,676.806458,75.243477,739.827637,1028.967896,187.713577,779.134216,677.925232,60.034447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,785.196411,774.921021,96.596603,729.262939,1045.268066,332.079285,796.997742,677.292847,78.348488,740.237427,1030.565186,186.808304,771.373962,658.532959,74.337677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,784.774780,775.865417,98.696754,729.268555,1046.474976,331.986572,796.510681,678.202148,81.071747,740.105591,1032.246338,186.401917,769.861145,650.246155,82.723457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,784.188171,777.005066,100.999420,729.258911,1047.518555,331.776154,795.724365,679.088257,83.144913,739.490540,1033.918823,186.672882,768.941711,660.969421,79.678543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,783.727234,778.207092,102.804825,729.217407,1048.609619,331.456848,794.794128,680.485107,86.257515,,,,769.176636,663.289490,81.230888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,783.073486,779.683960,105.387451,729.130981,1050.001099,331.584564,793.964539,681.622437,89.083939,,,,768.190857,663.364441,84.940598,737.976746,1037.952759,186.354401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,782.253845,780.617554,107.482361,729.039185,1051.308594,331.735413,793.061890,682.550903,91.993431,,,,767.062012,664.341858,88.530594,738.493896,1039.989746,186.296494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,781.620789,782.399170,109.855324,729.038086,1052.710449,331.752594,793.100220,684.026917,95.363548,,,,766.675110,665.495789,91.869873,738.011475,1041.973755,186.543610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,781.253418,783.909424,112.159157,728.865295,1054.094482,331.626343,791.742065,685.657898,97.801979,,,,766.131592,666.923950,94.747162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,780.419434,785.576294,114.956993,728.729187,1055.643677,331.548950,790.949036,686.789124,101.264908,,,,765.549133,668.576477,97.964371,,,,737.057739,1046.476807,185.478455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,779.842407,787.276733,117.074181,728.452881,1057.127930,331.610260,790.938721,688.481018,104.096046,,,,764.830750,670.264587,101.528275,,,,736.606567,1048.669067,185.366760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,779.017456,789.033020,119.548439,728.163757,1058.691162,331.615753,789.965759,690.077881,107.399323,,,,763.865417,671.658936,104.213646,,,,735.631897,1050.965210,185.710587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,778.491760,790.718689,122.403206,727.931580,1060.451782,331.295746,788.825134,691.591309,110.866333,,,,763.418640,673.325256,107.621712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,777.628540,792.564453,125.475945,727.862488,1062.265259,331.048157,788.132874,693.671875,113.591293,,,,762.506165,674.911987,110.905022,,,,,,,735.222534,1055.423462,185.164368,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,776.821289,794.634705,127.426880,727.705627,1064.220825,331.102966,787.804932,695.288696,117.133018,,,,761.621033,676.726624,114.366089,,,,,,,733.623047,1057.794189,186.188065,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,776.181824,796.504944,129.921036,727.510803,1066.098145,331.257507,786.674866,697.354736,120.907028,,,,760.827576,678.515259,118.098351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,775.588135,798.680786,133.241272,727.030823,1067.857544,331.518250,785.629700,699.104309,124.591171,,,,759.960999,680.924500,121.336678,,,,,,,,,,732.914917,1062.793945,185.067978,,,,,,,,,,,,,,,,,,,,,,,,
