Präzision22
Date:,2025/04/16
Time:,14:09:25
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,798.344727,787.488586,109.995422,778.821655,998.502625,181.184982,813.313354,690.132690,80.821587,835.436462,1067.400391,439.761169,794.219116,691.514709,65.315750,,,,,,
2,798.207275,787.423462,110.104546,778.884705,998.497925,181.160889,813.260010,690.129456,80.883461,835.557800,1067.494263,439.645233,789.806702,679.365173,72.487091,,,,,,
3,798.237732,787.408630,110.193810,778.887573,998.592346,181.135956,813.244934,690.135986,80.941467,835.581970,1067.504761,439.623749,788.883118,670.374817,78.080070,,,,,,
4,798.249878,787.327332,110.314384,778.806213,998.639771,181.105362,813.200256,690.134277,81.006157,835.454468,1067.509888,439.660309,789.158569,667.397034,80.162071,,,,,,
5,798.181519,787.417053,110.439262,778.723938,998.659912,181.069046,813.081543,690.197021,80.989090,835.481567,1067.491455,439.592407,789.687073,670.045654,78.856789,,,,,,
6,798.171936,787.495178,110.529350,778.759888,998.735962,181.007004,813.025391,690.297852,81.128418,835.406921,1067.607056,439.668243,789.239258,678.352844,73.779907,,,,,,
7,798.174133,787.494812,110.592087,778.670349,998.776001,180.925461,812.999023,690.362854,81.200836,835.332825,1067.648926,439.628296,790.152893,680.726196,71.382027,,,,,,
8,798.191223,787.528625,110.679901,778.537781,999.002136,180.892395,812.953613,690.492249,81.286629,835.345825,1067.742065,439.621460,790.432434,680.377319,71.455086,,,,,,
9,798.221008,787.625671,110.757736,778.566223,999.166565,180.862030,812.925476,690.702759,81.362526,835.473633,1067.745605,439.505951,789.850525,679.923096,72.316383,,,,,,
10,798.149841,787.794556,110.787979,778.448730,999.361816,180.824814,812.912354,690.837891,81.506126,835.512817,1067.843140,439.463928,789.726257,679.989990,72.504333,,,,,,
11,798.326904,787.864380,110.627487,778.424683,999.644287,180.765396,812.800842,691.064209,81.720322,835.450317,1067.946777,439.438080,789.702942,680.246216,72.643921,,,,,,
12,798.194031,788.266113,110.862617,778.372253,999.947876,180.751938,812.737671,691.248169,82.080215,835.307190,1068.070679,439.559875,789.763855,680.481018,72.723427,,,,,,
13,798.408508,788.625793,110.911522,778.190613,999.971802,180.504623,812.741699,691.505371,82.413521,835.366638,1068.176514,439.414154,789.718994,680.765137,73.257782,,,,,,
14,798.191040,789.157104,111.384377,778.152832,1000.527344,180.621918,812.896240,691.592712,82.803688,835.321472,1068.286011,439.476624,789.501831,681.122986,73.916267,,,,,,
15,798.125305,789.599365,111.698212,777.887573,1001.074280,180.738251,812.998901,691.714661,83.318779,835.284912,1068.293335,439.520325,789.213318,681.411865,74.538910,,,,,,
16,798.080688,790.087463,112.059517,777.747742,1001.406677,180.594650,812.876587,691.908264,83.959793,835.297546,1068.284912,439.596649,788.889404,681.633301,75.258636,,,,,,
17,798.076599,790.394836,112.373589,777.484436,1001.776550,180.570389,813.013000,691.925293,84.725342,835.300476,1068.374634,439.523651,788.504395,681.929688,75.961258,,,,,,
18,798.096436,790.906738,112.871735,777.366333,1002.154846,180.660431,812.737732,692.180786,86.343140,835.313721,1068.408813,439.457916,788.409302,682.137024,76.666199,,,,,,
19,797.887939,791.363647,113.474266,777.372131,1002.631958,180.617218,812.054626,692.664612,87.365044,835.299072,1068.494873,439.491974,788.333618,682.296875,77.645210,,,,,,
20,797.448486,791.852966,114.060555,777.534607,1003.318604,180.578491,811.696411,693.143250,88.229614,835.301758,1068.508057,439.505402,788.114441,682.508972,78.573677,,,,,,
21,797.496948,792.306946,114.892784,777.584167,1004.344849,180.461884,811.421631,693.280396,88.891006,835.267273,1068.601318,439.460815,787.756775,682.997681,79.656601,,,,,,
22,797.287170,793.077148,115.621056,777.637817,1005.329529,180.059647,810.572327,693.739929,90.507439,835.299988,1068.706055,439.416718,786.894287,683.713013,81.631149,,,,,,
