Präzision01159
Date:,2025/04/28
Time:,11:53:57
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,819.438110,991.463562,210.832642,825.362976,771.281311,100.590729,845.004578,1076.542114,421.522369,,,,798.999878,657.101135,79.201065,,,,,,,,,,,,,,,,,,,,,
12,819.415833,992.303467,210.899170,825.171143,771.705200,101.901451,844.919678,1076.869019,421.405884,,,,798.749084,657.453979,81.628021,,,,,,,,,,,,,,,,,,,,,
13,819.091003,993.370361,210.928589,825.106750,772.656433,103.521828,845.048462,1077.187134,421.389465,,,,798.335571,658.015442,83.679092,,,,,,,,,,,,,,,,,,,,,
14,819.171265,994.746948,210.428818,824.836365,773.550293,105.121674,845.078003,1077.550293,421.363129,,,,798.081665,658.797974,85.962181,,,,820.207520,679.293579,85.404503,,,,,,,,,,,,,,,
15,819.094360,995.924500,210.386215,824.585327,774.138794,106.725220,845.128540,1077.909058,421.297180,,,,797.808289,659.292847,88.503120,,,,,,,,,,,,,,,,,,,,,
16,819.028076,997.391907,210.353119,824.409729,775.027222,108.700844,844.864868,1078.282471,421.503662,,,,797.449463,660.024963,91.038208,,,,,,,812.139954,682.367065,83.091324,,,,,,,,,,,,
17,818.936890,998.748718,210.439850,823.955933,775.740723,110.478592,844.803772,1078.746948,421.566010,,,,797.178406,661.152466,93.362885,,,,,,,811.733093,683.533386,84.676849,,,,,,,,,,,,
18,818.765686,1000.030640,210.845718,823.786926,776.836060,112.376228,844.810730,1079.097900,421.376007,,,,796.512390,662.078491,96.078636,,,,,,,811.031006,683.939575,87.803825,,,,,,,,,,,,
19,818.638672,1001.609802,211.060623,823.125244,777.822144,114.517487,844.844299,1079.599609,421.294952,,,,795.909729,663.003906,98.736183,,,,,,,811.059082,684.466187,90.561378,,,,,,,,,,,,
20,818.768005,1002.916504,211.270538,822.631958,778.787109,116.666458,844.905579,1080.164795,421.333862,,,,795.386414,663.768860,101.447136,,,,,,,811.981812,685.735840,94.708244,,,,,,,,,,,,
21,818.734619,1004.622498,211.408386,822.059570,779.828125,118.975311,845.029419,1080.726563,421.656067,,,,794.632751,664.862610,104.651054,,,,,,,810.687256,686.797791,97.409073,,,,,,,,,,,,
22,818.450439,1006.336243,211.182358,821.662903,781.251831,120.767471,845.011475,1081.193115,421.713257,,,,793.606628,666.007507,107.046356,,,,,,,807.716064,687.310486,98.215912,,,,,,,,,,,,
23,818.370422,1008.139221,211.061844,820.882385,782.492004,123.113205,845.069031,1081.776855,421.702423,,,,792.733337,667.419678,110.218849,,,,,,,805.316040,688.327454,99.969322,,,,,,,,,,,,
24,818.440063,1009.811584,211.083099,820.431519,783.559875,125.442520,845.338806,1082.335205,421.641296,,,,791.953979,668.534729,112.882561,,,,,,,,,,,,,,,,,,,,,
25,818.066223,1011.897705,211.403137,819.520691,785.155823,127.753853,845.500854,1082.884888,421.575897,,,,790.836731,670.125305,115.741257,,,,,,,,,,814.220520,690.148071,114.978676,,,,,,,,,
26,817.742126,1013.695435,211.898102,818.862854,786.840637,130.078354,845.584473,1083.503662,421.502960,,,,789.949707,671.634338,118.928215,,,,,,,,,,812.715332,691.181091,116.970810,,,,,,,,,
27,817.457520,1015.663513,212.213287,817.998291,788.042603,132.463440,845.715759,1084.136475,421.563049,,,,788.783203,673.154175,121.638153,,,,,,,,,,809.429749,694.013489,117.143494,,,,,,,,,
28,817.209045,1017.666931,212.322586,816.989441,790.040710,134.844254,845.859375,1084.750488,421.517975,,,,787.795715,674.808716,124.325562,,,,,,,,,,805.249817,696.320068,117.339127,,,,,,,,,
29,816.851257,1020.037231,212.107666,816.097229,791.556213,136.898636,845.698364,1085.351563,421.784576,,,,786.717712,676.508057,127.136757,,,,,,,,,,801.496521,698.378845,118.454208,,,,,,,,,
30,816.822388,1022.034119,212.047165,814.839050,793.817810,139.138885,845.597229,1086.046021,421.981903,,,,785.371033,678.474976,129.886368,,,,,,,,,,,,,,,,,,,,,
31,816.412842,1024.307129,212.431229,814.050232,795.184021,141.549194,845.663086,1086.736938,422.130829,,,,783.691895,680.343750,132.979691,,,,,,,,,,,,,,,,,,,,,
32,816.251770,1026.256348,212.403641,812.903809,797.311890,143.789902,845.671631,1087.464355,422.297150,,,,782.572449,682.442017,135.546310,,,,,,,,,,,,,805.847717,701.688782,133.445084,,,,,,
33,815.920715,1028.360596,212.871887,811.907532,799.052917,145.787979,845.594360,1088.096436,422.492157,,,,781.412720,684.307800,137.793701,,,,,,,,,,,,,804.431580,703.172913,136.225937,,,,,,
34,815.769592,1030.958008,212.853622,810.783997,801.313904,147.701569,845.572876,1088.902954,422.693237,,,,779.827026,686.498230,140.781784,,,,,,,,,,,,,,,,,,,,,
35,815.503906,1033.125244,213.396240,809.612427,803.288147,149.527710,845.494324,1089.512329,422.873505,,,,778.015625,688.445984,143.536179,,,,,,,,,,,,,,,,,,,,,
36,815.400208,1035.358154,213.249176,808.252258,805.729248,151.548691,845.542419,1090.194458,422.995728,,,,776.563171,690.752075,145.662964,,,,,,,,,,,,,,,,801.583923,709.738525,145.099640,,,
37,815.218994,1037.636841,213.373199,806.749023,807.738403,153.445145,845.705078,1091.060913,423.112701,,,,775.026489,693.036682,148.142685,,,,,,,,,,,,,,,,799.570801,711.574280,146.010559,,,
38,814.768555,1039.593628,214.043427,805.467651,810.271729,155.673981,845.983459,1091.982788,422.977203,,,,773.399048,695.503235,150.128906,,,,,,,,,,,,,,,,796.782349,714.350403,147.412537,,,
39,814.460022,1042.142822,214.596130,804.100708,812.260864,157.684448,846.225098,1092.870361,423.216309,,,,771.649963,697.910645,152.171112,,,,,,,,,,,,,,,,795.541138,716.593628,151.067215,,,
40,814.050415,1044.769775,214.575806,802.471436,814.980957,159.526733,846.233521,1093.580322,423.582489,,,,769.993958,700.382141,154.269547,,,,,,,,,,,,,,,,794.080933,718.773743,152.584152,,,
41,814.062805,1047.061523,214.431839,801.167297,817.179260,161.180374,846.376038,1094.416992,423.774658,,,,767.678650,702.768799,156.276093,,,,,,,,,,,,,,,,792.190918,721.566162,154.094009,,,
42,814.198975,1049.658691,214.597534,799.552734,819.402222,163.011139,846.442749,1095.199707,423.867584,,,,765.874756,705.334045,158.759613,,,,,,,,,,,,,,,,789.757935,723.749390,156.473145,,,
43,813.485901,1051.920532,215.246201,798.168518,822.261536,164.662064,846.468872,1096.123413,424.010254,,,,764.074646,707.907043,159.782501,,,,,,,,,,,,,,,,788.215271,726.867432,157.846176,,,
44,812.748169,1054.133667,215.923706,796.480896,824.604553,166.475540,846.466492,1096.934204,424.320953,,,,762.032349,710.561829,161.841751,,,,,,,,,,,,,,,,786.019958,729.228638,159.015274,,,
45,812.419495,1056.899170,216.265472,794.985229,827.350830,168.144150,846.520081,1097.841675,424.628998,,,,759.869568,713.262817,163.759293,,,,,,,,,,,,,,,,784.449768,731.544861,161.973770,,,
46,812.647339,1059.347290,216.099121,793.338928,829.966980,169.451599,847.012573,1098.759277,424.509705,,,,758.206238,716.340881,165.428284,,,,,,,,,,,,,,,,782.888367,734.443665,163.847046,,,
47,812.700684,1061.864990,216.215942,791.799194,832.364807,170.892670,846.531982,1099.524414,425.075958,,,,756.197998,719.074402,167.131119,,,,,,,,,,,,,,,,780.935242,737.083740,165.299271,,,
48,812.228577,1064.458374,216.759842,790.035645,835.464050,172.445816,846.304565,1100.285156,425.458313,,,,754.185730,721.839722,168.790466,,,,,,,,,,,,,,,,779.209656,739.656433,167.684769,,,
49,811.668213,1066.738403,217.393097,788.241455,838.282410,173.804199,846.651367,1101.283813,425.468414,,,,752.234314,724.721741,170.205963,,,,,,,,,,,,,,,,778.373047,742.752075,170.590698,,,
50,811.347412,1068.949219,218.126465,786.608093,840.880554,175.219025,847.002258,1102.179077,425.583984,,,,749.695007,727.825073,172.266785,,,,,,,,,,,,,,,,775.697266,745.412415,171.597488,,,
51,811.068787,1071.778564,217.879395,784.896301,843.728516,176.590591,847.152161,1103.038940,425.749908,,,,747.271179,730.824890,173.935928,,,,,,,,,,,,,,,,772.150696,748.104980,171.952271,,,
52,811.271484,1074.464966,218.116150,783.190369,846.848450,177.396301,847.149963,1103.868408,425.942566,,,,745.528259,733.818420,175.524963,,,,,,,,,,,,,,,,770.556824,751.614136,173.917221,,,
53,811.277405,1076.731934,218.377731,781.226318,849.556458,178.693161,847.210022,1104.756470,426.216492,,,,743.687256,736.633728,176.501907,,,,,,,,,,,,,,,,769.070435,754.011658,175.647018,,,
54,811.056763,1079.231689,219.290085,779.717102,852.537048,179.538971,847.204285,1105.649780,426.706085,,,,741.127991,739.717957,178.226105,,,,,,,,,,,,,,,,767.108521,756.547546,177.914398,,,
55,810.202332,1081.790527,220.336990,777.979980,855.717773,181.250198,847.289673,1106.392578,427.069153,,,,738.522583,742.819092,179.950516,,,,,,,,,,,,,,,,764.623657,759.930176,178.614746,,,
56,810.129028,1084.065674,220.702408,776.654968,858.204041,182.065170,847.602112,1107.380981,427.554535,,,,736.824341,745.903564,181.011917,,,,,,,,,,,,,,,,761.826965,763.283691,179.780304,,,
57,810.494446,1086.611816,220.569122,774.898682,861.184937,183.156036,847.797180,1108.390137,427.911743,,,,734.298584,749.365356,181.920547,,,,,,,,,,,,,,,,760.270386,765.661499,181.315399,,,
58,810.636414,1089.301514,220.823456,773.046997,864.338074,184.447540,847.756531,1109.271118,428.041107,,,,731.730896,752.234558,183.149704,,,,,,,,,,,,,,,,758.262085,768.818054,182.621201,,,
59,810.519226,1091.692261,221.304749,771.105408,867.172485,184.974243,847.979309,1110.118042,428.182159,,,,729.112549,755.430298,184.876572,,,,,,,,,,,,,,,,755.462708,772.061890,183.497208,,,
60,810.176331,1094.041626,221.969864,769.519531,870.093445,186.018066,848.072449,1111.024170,428.348145,,,,727.299072,758.445557,184.917252,,,,,,,,,,,,,,,,752.673523,775.242310,183.045639,,,
61,810.278625,1096.663940,222.349548,767.703308,873.155640,186.794632,848.124084,1111.860718,428.586395,,,,725.439575,761.634277,185.858063,,,,,,,,,,,,,,,,750.085693,778.137024,184.594254,,,
62,810.518005,1098.841431,222.733475,765.935181,875.973206,187.944885,848.232910,1112.744263,428.975220,,,,722.781372,764.915955,187.225708,,,,,,,,,,,,,,,,748.817749,781.173706,186.046585,,,
63,810.546875,1101.251953,223.066299,764.318176,878.665833,188.794479,848.369202,1113.499390,429.291412,,,,719.858826,768.309021,188.372360,,,,,,,,,,,,,,,,747.245300,784.130981,187.895096,,,
64,810.473755,1104.079346,223.467133,762.662415,881.848022,189.784088,848.615967,1114.443726,429.657379,,,,718.094360,771.469666,189.274170,,,,,,,,,,,,,,,,745.064148,787.095886,189.332169,,,
65,810.639282,1106.140381,223.761948,760.971252,885.122681,189.965927,848.972534,1115.467285,430.000305,,,,716.137573,774.735107,189.454086,,,,,,,,,,,,,,,,742.663208,790.204346,189.959793,,,
66,810.671631,1108.354126,223.981277,759.059692,887.871704,190.723404,849.227173,1116.530640,430.115387,,,,713.620544,777.908142,190.605347,,,,,,,,,,,,,,,,740.213379,793.563782,190.842148,,,
67,810.757385,1110.581421,224.564178,757.710266,890.748596,191.547852,849.536438,1117.543213,430.034851,,,,711.017151,781.022461,191.628281,,,,,,,,,,,,,,,,737.776306,796.829163,190.854767,,,
68,811.299011,1112.911743,225.352524,756.018738,894.011414,192.487930,849.385254,1118.410522,430.540863,,,,709.227478,784.280396,191.734406,,,,,,,,,,,,,,,,735.910522,799.270325,192.065918,,,
69,811.138428,1115.339966,226.168045,754.388977,896.741211,192.800629,849.318665,1119.296143,430.930573,,,,707.378784,787.230225,192.255035,,,,,,,,,,,,,,,,734.175354,802.190979,193.112610,,,
70,810.998047,1117.440796,226.359467,753.001648,899.657837,192.961975,849.251099,1120.065552,431.202209,,,,705.019287,790.401245,193.158051,,,,,,,,,,,,,,,,731.875366,805.691528,193.695984,,,
71,811.217590,1119.492676,226.494400,751.376648,902.643311,193.800644,849.476807,1120.978516,431.425537,,,,702.665466,793.488586,193.875015,,,,,,,,,,,,,,,,729.966125,808.610413,194.069214,,,
72,811.656494,1121.891235,226.401169,749.707397,905.146301,194.276886,849.864990,1121.988770,431.539795,,,,701.070251,796.814392,193.312286,,,,,,,,,,,,,,,,728.174255,811.375488,194.093231,,,
73,811.934204,1124.011108,226.934845,748.299011,907.890625,194.291031,850.301636,1122.974243,431.459351,,,,699.098633,799.862244,193.956238,,,,,,,,,,,,,,,,726.131592,814.447449,195.573822,,,
74,811.959290,1126.106201,227.650696,746.983154,910.929871,194.921860,850.648010,1123.895264,431.784698,,,,696.490845,802.729370,194.953110,,,,,,,,,,,,,,,,724.542603,817.051575,195.429581,,,
75,812.170593,1127.893921,227.969788,745.475464,913.170715,195.106873,850.885071,1124.822754,432.211426,,,,694.685791,805.536926,194.655762,,,,,,,,,,,,,,,,722.151245,819.653564,195.341797,,,
76,812.545654,1129.957275,228.229111,744.274902,915.827332,195.291809,850.865845,1125.657104,432.555969,,,,693.056335,808.276978,194.393753,,,,,,,,,,,,,,,,720.232056,823.067200,196.268631,,,
77,812.843689,1131.923462,228.376511,743.038391,918.808716,194.875977,850.924561,1126.457397,432.768372,,,,690.730347,811.585144,195.176849,,,,,,,,,,,,,,,,718.797485,825.786621,196.088623,,,
78,812.948914,1133.786987,228.730057,741.567871,921.208435,195.223099,851.093445,1127.174072,433.106995,,,,689.154114,814.738403,195.334839,,,,,,,,,,,,,,,,716.891357,828.187500,196.184387,,,
79,812.811584,1135.687622,229.192657,740.336426,923.684998,195.685287,851.430481,1128.122314,433.012970,,,,687.339233,817.236633,195.009705,,,,,,,,,,,,,,,,714.812256,831.046936,196.143768,,,
80,813.099487,1137.513306,229.377289,739.322571,926.132935,195.451263,851.610840,1129.162598,433.264709,,,,685.239136,820.005249,195.382233,,,,,,,,,,,,,,,,713.120239,833.893555,195.846588,,,
81,813.482971,1139.476929,229.444366,737.955322,928.594116,195.134781,851.781738,1130.029297,433.507874,,,,684.047913,822.829773,194.918274,,,,,,,,,,,,,,,,712.024841,836.599487,196.213776,,,
82,813.353333,1141.211792,229.649323,736.832092,930.873718,195.254318,852.045898,1130.857056,433.541107,,,,682.228638,825.598877,194.624664,,,,,,,,,,,,,,,,709.573181,839.473694,196.244339,,,
83,813.755005,1142.863647,230.099487,735.818420,932.965515,195.154953,852.238953,1131.638306,433.692810,,,,680.403748,828.300964,195.051605,,,,,,,,,,,,,,,,708.163635,841.587280,196.107483,,,
84,814.143555,1144.650269,230.443329,734.657349,935.609802,195.319366,852.438599,1132.517578,433.926636,,,,679.329651,830.675232,194.594772,,,,,,,,,,,,,,,,707.339233,844.090027,195.769318,,,
85,814.471436,1146.177490,230.633438,733.098206,937.920410,195.658432,852.801086,1133.247559,434.089172,,,,677.678772,833.155090,194.506073,,,,,,,,,,,,,,,,706.145935,846.338379,195.695633,,,
86,814.572266,1147.776001,230.749741,731.813293,940.201172,195.971786,853.095032,1134.029541,434.101532,,,,676.578247,836.060791,193.876923,,,,,,,,,,,,,,,,704.500732,848.951172,195.392685,,,
87,814.616150,1149.054077,231.161133,731.377686,942.437683,194.907776,853.338135,1134.902100,433.917542,,,,675.046692,838.178223,193.622437,,,,,,,,,,,,,,,,702.828003,850.808533,195.093384,,,
88,814.992981,1150.515381,231.593262,730.786438,944.458191,194.296539,853.678223,1135.742676,433.859406,,,,673.844666,840.666992,193.109436,,,,,,,,,,,,,,,,701.520142,853.227722,194.683167,,,
89,815.262085,1151.962891,231.931824,729.781128,946.317322,194.329712,854.007202,1136.503906,433.962799,,,,672.720154,842.906921,192.629486,,,,,,,,,,,,,,,,700.519897,855.485229,194.540665,,,
90,815.794922,1153.513550,231.764587,729.289795,948.559875,193.288696,854.141968,1137.255737,434.023651,,,,671.531006,845.147827,192.326675,,,,,,,,,,,,,,,,699.538940,857.712585,193.964890,,,
91,816.098999,1154.917969,231.818909,728.862122,950.470825,192.849777,854.307983,1137.832764,434.280273,,,,670.127563,847.352295,192.162949,,,,,,,,,,,,,,,,698.414978,859.638123,193.323593,,,
92,816.000366,1155.993896,232.380508,727.781494,952.249084,192.596893,854.387634,1138.553223,434.461517,,,,669.183960,849.368042,191.355713,,,,,,,,,,,,,,,,697.527588,861.700867,192.709610,,,
93,816.017151,1157.223511,232.569321,727.044189,954.149475,192.073318,854.468872,1139.378662,434.514618,,,,667.964844,851.498108,191.120224,,,,,,,,,,,,,,,,696.278320,863.536926,191.906525,,,
94,816.432617,1158.756226,232.377457,726.719360,955.832825,191.300873,854.725220,1140.017578,434.511505,,,,667.124084,853.235779,189.882828,,,,,,,,,,,,,,,,695.512390,865.825623,191.539948,,,
95,817.050171,1159.870361,232.281448,726.434448,957.410217,190.624252,855.007080,1140.682373,434.704346,,,,665.878296,855.424316,189.596054,,,,,,,,,,,,,,,,694.586121,867.434082,190.993881,,,
96,817.496216,1161.063232,232.604645,725.597046,959.242493,190.453644,855.377075,1141.371826,434.684448,,,,664.642700,857.264709,189.235580,,,,,,,,,,,,,,,,693.547363,869.241333,190.619446,,,
97,817.508728,1162.243774,232.965210,724.908142,960.832703,189.492050,855.700623,1141.998657,434.645691,,,,663.655701,859.316223,188.353958,,,,,,,,,,,,,,,,692.059326,871.239929,190.370804,,,
98,817.554260,1163.243652,233.204758,724.317993,962.441345,188.967804,855.941406,1142.592407,434.636078,,,,662.656616,860.887512,187.862183,,,,,,,,,,,,,,,,691.257690,872.514221,189.604813,,,
99,817.688110,1164.041748,233.270203,723.706970,963.868774,188.350174,856.024170,1143.186279,434.798553,,,,662.083801,862.892517,186.768890,,,,,,,,,,,,,,,,690.354004,874.626648,188.735596,,,
100,817.943909,1164.972900,233.391541,723.140076,965.429504,187.844742,856.053040,1143.688965,434.975067,,,,661.121338,864.528442,186.092316,,,,,,,,,,,,,,,,689.287231,875.906006,187.995941,,,
101,818.256165,1166.047852,233.374634,722.494690,966.987793,187.212585,856.036743,1144.114380,435.254395,,,,659.952332,866.228516,185.647690,,,,,,,,,,,,,,,,688.454773,877.333801,187.231888,,,
102,818.259705,1167.060059,233.431168,721.868774,968.113708,187.136093,856.224609,1144.646973,435.327148,,,,659.171631,867.693604,184.739273,,,,,,,,,,,,,,,,687.552246,879.227234,186.624161,,,
103,818.445251,1167.717407,233.311111,721.198914,969.337280,187.429123,856.438965,1145.107788,435.430176,,,,658.562195,869.155701,183.868576,,,,,,,,,,,,,,,,687.008911,880.414368,186.037384,,,
104,818.553711,1168.611572,233.192657,720.529053,971.024170,186.497498,856.655334,1145.580200,435.348328,,,,657.713196,870.736267,183.444000,,,,,,,,,,,,,,,,686.583984,881.704712,185.287125,,,
105,818.600159,1169.630859,233.258453,720.231262,972.341248,186.280563,856.914063,1146.036865,435.369720,,,,657.249390,872.109314,182.467010,,,,,,,,,,,,,,,,685.942505,883.610352,184.417664,,,
106,818.977478,1170.535767,233.047913,,,,857.110779,1146.613770,435.387573,,,,656.879944,873.589722,181.244812,,,,,,,,,,,,,,,,685.224304,884.715942,183.911118,,,
107,819.423218,1171.341675,232.646408,,,,857.332092,1147.023682,435.299011,,,,656.171570,874.851563,180.698837,,,,,,,,,,,,,,,,685.157837,885.668274,182.716660,,,
108,819.781433,1171.980713,232.635666,,,,857.619751,1147.479248,435.149841,,,,655.704407,876.154480,179.671814,,,,,,,,,,,,,,,,684.800110,887.192444,181.984039,718.750488,975.530884,185.196686
109,820.114563,1172.815063,232.646408,,,,857.733215,1147.934814,435.059418,,,,655.394592,877.535522,178.694641,,,,,,,,,,,,,,,,684.376648,888.626526,181.252029,719.179382,976.814087,183.209061
110,820.391235,1173.580811,232.645309,,,,857.773560,1148.373901,435.017212,,,,654.570679,878.494263,178.556335,,,,,,,,,,,,,,,,683.705444,889.523865,180.468597,719.299072,977.948730,182.355438
111,820.701111,1174.405762,232.544937,,,,857.795837,1148.704224,435.133911,,,,654.399048,879.515625,177.549347,,,,,,,,,,,,,,,,683.244141,890.404358,179.786621,719.102112,978.768127,182.169693
112,820.537842,1174.935791,232.797607,,,,857.832947,1149.065308,435.130920,,,,654.346130,880.876282,176.322342,,,,,,,,,,,,,,,,683.013489,891.532227,179.217392,718.890686,979.461731,181.950256
113,820.567810,1175.187622,232.935089,,,,857.965881,1149.429321,435.089294,,,,654.034668,882.118469,175.532410,,,,,,,,,,,,,,,,682.506226,892.642456,178.538467,718.892334,980.689026,180.863464
114,820.815918,1175.595947,233.097458,,,,858.044373,1149.878784,435.063568,,,,653.647827,882.895691,175.091507,,,,,,,,,,,,,,,,682.115417,893.519104,178.026672,718.973328,981.509033,180.328110
115,821.492371,1176.197510,232.745499,,,,858.084045,1150.341919,435.093018,,,,653.066711,883.566772,174.686386,,,,,,,,,,,,,,,,681.778015,894.254578,177.558807,718.755310,982.400391,179.913940
116,821.685852,1176.825073,232.812073,,,,858.177856,1150.736328,435.049408,,,,652.688049,884.604919,174.113327,,,,,,,,,,,,,,,,681.493958,895.010498,177.087601,718.567810,983.243225,179.293091
117,821.891113,1177.387085,232.880341,,,,858.559753,1151.201660,434.566956,,,,652.755981,885.585510,172.884491,,,,,,,,,,,,,,,,681.149841,895.931396,176.399826,718.481201,983.803833,178.947708
118,822.054016,1178.006836,232.959061,,,,858.638733,1151.552490,434.595367,,,,652.784058,886.439697,171.918945,,,,,,,,,,,,,,,,681.097961,897.074463,175.201721,718.316223,984.516479,178.510513
119,822.178955,1178.656738,232.814468,,,,858.871460,1151.845337,434.452240,,,,652.651855,887.073792,171.101303,,,,,,,,,,,,,,,,681.197266,897.809021,173.802628,718.250610,985.358887,177.718964
120,822.502075,1179.001831,232.461914,,,,859.062683,1152.213501,434.340607,,,,652.004822,887.578491,170.822815,,,,,,,,,,,,,,,,681.296631,898.204468,172.733582,718.194519,986.031067,177.174515
121,822.745178,1179.182129,232.206650,,,,859.162354,1152.495605,434.320892,,,,651.752563,888.402588,170.189240,,,,,,,,,,,,,,,,681.063171,898.670410,172.207199,717.973755,986.362549,176.973480
122,822.905640,1179.435181,232.119675,,,,859.296326,1152.853760,434.281799,,,,651.803650,889.268555,169.238281,,,,,,,,,,,,,,,,680.853882,899.226807,171.644638,717.580200,986.733826,176.958054
123,823.056396,1179.733032,232.030609,,,,859.399719,1153.133545,434.199554,,,,651.651672,889.941833,168.402832,,,,,,,,,,,,,,,,680.667908,899.883423,171.076508,717.218872,987.324158,176.756958
124,823.197998,1180.066772,231.918152,,,,859.434082,1153.432739,434.292206,,,,651.319092,890.557007,167.811768,,,,,,,,,,,,,,,,680.332703,900.482727,170.393570,717.242432,987.815857,176.434387
125,823.370667,1180.381958,231.765549,,,,859.509888,1153.700195,434.251251,,,,650.992310,890.954163,167.438492,,,,,,,,,,,,,,,,680.090393,900.988770,170.092743,717.509644,988.370239,175.117050
126,823.497131,1180.698975,231.466171,,,,859.591003,1153.985596,434.235046,,,,650.693909,891.256958,166.884964,,,,,,,,,,,,,,,,679.855408,901.484863,169.499283,717.666931,988.871643,174.394104
127,823.715881,1180.971924,231.270325,,,,859.628296,1154.217041,434.234772,,,,650.597778,891.705322,166.019165,,,,,,,,,,,,,,,,679.696167,901.982239,168.667465,717.466858,989.237976,174.049911
128,824.095032,1181.170288,231.149979,,,,859.665283,1154.411133,434.237396,,,,650.386353,892.133301,165.255402,,,,,,,,,,,,,,,,679.566956,902.400391,168.008560,717.428833,989.571228,173.665268
129,824.311218,1181.403687,231.052399,,,,859.690430,1154.607788,434.240417,,,,650.030396,892.593567,164.696060,,,,,,,,,,,,,,,,679.621155,902.663208,167.106491,717.634766,989.850403,173.086624
130,824.565796,1181.593994,230.952438,,,,859.753113,1154.745850,434.193298,,,,650.142334,893.221375,164.012360,,,,,,,,,,,,,,,,679.669128,903.091797,166.046783,718.096130,990.092834,172.332733
131,824.812073,1181.741943,230.669128,,,,859.808350,1154.929199,434.206482,,,,650.416565,893.861084,163.024918,,,,,,,,,,,,,,,,679.732605,903.411377,165.376709,718.489990,990.543030,171.206589
132,825.069702,1181.945435,230.623489,,,,859.915100,1155.087402,434.138763,,,,650.458191,893.963440,162.274658,,,,,,,,,,,,,,,,679.426147,903.733398,164.783112,718.671631,990.993652,170.324387
133,825.278259,1182.145020,230.471359,,,,859.983032,1155.215942,434.106537,,,,650.462280,894.521851,161.469116,,,,,,,,,,,,,,,,679.277161,904.092834,164.208206,718.541992,991.388123,169.940491
134,825.500061,1182.280151,230.384674,,,,860.040955,1155.333252,434.083038,,,,650.503601,894.962097,160.699753,,,,,,,,,,,,,,,,679.186523,904.381104,163.775696,718.560425,991.693359,169.769562
135,825.656311,1182.322388,230.282822,,,,860.105408,1155.538940,434.064209,,,,650.442322,895.286499,160.069168,,,,,,,,,,,,,,,,679.123718,904.684814,163.384537,718.459717,991.898743,169.496429
136,825.630615,1182.425171,230.280518,,,,860.084656,1155.679077,434.025757,,,,650.357666,895.457153,159.567413,,,,,,,,,,,,,,,,678.927490,905.073364,162.946609,718.448364,992.096741,169.242386
137,825.625671,1182.453369,230.250793,,,,860.259094,1155.805542,433.923492,,,,650.207336,895.709106,159.065048,,,,,,,,,,,,,,,,678.682739,905.602966,162.290619,718.373718,992.291016,169.050186
