Präzision01163
Date:,2025/04/26
Time:,15:47:31
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,846.587402,753.133301,98.143593,896.512939,994.822083,213.792252,949.017029,1021.032410,360.095764,796.485962,665.803406,44.000919,824.530151,671.091309,41.044178,,,,,,,,,
2,846.558105,753.152710,98.092148,896.547546,994.808655,213.761154,949.086731,1021.080444,360.019379,796.961060,666.244019,43.293644,824.447205,671.075439,40.955051,,,,,,,,,
3,846.546448,753.165039,98.103210,896.536011,994.813904,213.762131,948.990540,1021.063110,359.969940,796.667175,665.997803,43.602619,824.463745,671.097961,40.933502,,,,,,,,,
4,846.541931,753.143250,98.119705,896.507202,994.797913,213.794800,948.979919,1020.970032,359.956207,796.399292,665.692932,44.006271,824.457458,671.096008,40.991829,,,,,,,,,
5,846.593140,753.160767,98.065125,896.534973,994.721741,213.762405,948.997375,1021.037109,359.970581,796.414063,665.632813,44.009277,824.462769,670.983643,41.022411,,,,,,,,,
6,846.614441,753.193787,98.054138,896.328308,994.755249,213.769485,948.992920,1020.976501,359.956970,796.464355,665.693726,43.959076,824.463989,670.926514,40.995373,,,,,,,,,
7,846.613464,753.119568,98.055672,896.507935,994.685669,213.752167,948.959106,1020.967163,359.968231,796.484985,665.611694,44.039337,824.454285,670.932312,40.973076,,,,,,,,,
8,846.612732,753.150879,98.033493,896.568115,994.679077,213.751846,948.989746,1020.963562,359.992920,796.441711,665.576538,44.003895,824.458923,670.958008,41.006824,,,,,,,,,
9,846.653870,753.138489,98.097031,896.589355,994.615173,213.716736,949.083679,1020.966797,359.952698,796.521484,665.625427,43.969444,824.455505,670.951477,40.983685,,,,,,,,,
10,846.707458,753.072388,98.047333,896.620056,994.596924,213.694702,949.017761,1020.963867,359.940521,796.496826,665.605469,44.019588,824.456116,670.925781,40.978691,,,,,,,,,
11,846.696777,753.105713,97.990547,896.673889,994.587402,213.652802,949.042053,1020.975098,359.904053,796.535461,665.549561,43.990280,824.505615,670.928711,40.996559,,,,,,,,,
12,846.721985,753.119202,98.042297,896.650330,994.604797,213.684494,949.020630,1020.949829,359.882935,796.510925,665.537720,43.991955,824.477234,670.937378,40.990429,,,,,,,,,
13,846.743469,753.097290,98.026085,896.419373,994.594849,213.986252,949.011536,1020.942749,359.886566,796.540344,665.544067,43.977463,824.447998,670.948303,40.970055,,,,,,,,,
14,846.763916,753.099670,98.014679,896.584961,994.577881,213.761078,949.075439,1020.852356,359.938110,796.584045,665.555237,43.923996,824.381531,670.932983,40.898445,,,,,,,,,
15,846.804321,753.059875,97.986763,896.770630,994.578674,213.592194,949.128967,1020.851929,359.829956,796.522461,665.532349,43.974060,824.400757,670.960693,40.916470,,,,,,,,,
16,846.725891,753.068298,98.007263,897.054382,994.512939,213.407852,949.139526,1020.835327,359.856598,796.843994,665.902161,43.501644,824.423157,670.953796,40.903305,,,,,,,,,
17,846.690002,753.052490,97.979561,896.955200,994.501404,213.437836,949.394348,1020.785889,359.586212,796.749512,665.711060,43.679790,824.412537,670.850647,40.963146,,,,,,,,,
18,846.731323,753.068665,97.957718,896.919006,994.492798,213.551666,949.273743,1020.817688,359.752350,796.901001,665.976196,43.397026,824.407227,670.892395,40.978374,,,,,,,,,
19,846.679932,753.055054,97.988968,896.972900,994.523499,213.511780,949.222839,1020.841553,359.830933,796.649475,665.706116,43.573257,824.393982,670.934021,40.957500,,,,,,,,,
20,846.640564,753.036438,97.925438,897.012390,994.533264,213.466888,949.255127,1020.842407,359.861725,796.593567,665.582458,43.679863,824.335632,670.858582,40.893421,,,,,,,,,
21,846.612793,753.018127,97.938606,897.066101,994.429138,213.402542,949.390564,1020.781860,359.480377,796.594360,665.493896,43.685001,824.351990,670.825867,40.964951,,,,,,,,,
22,846.566772,753.047791,97.897743,897.071838,994.419006,213.343964,949.427307,1020.734436,359.689606,796.658447,665.625061,43.613220,824.308777,670.799805,40.920277,,,,,,,,,
23,846.578552,753.056885,97.862320,897.191650,994.443970,213.284027,949.300232,1020.736938,359.709686,796.946716,666.022766,43.198811,824.223450,670.798950,40.857800,,,,,,,,,
24,846.564880,753.060120,97.768707,897.071472,994.431763,213.396729,949.324036,1020.757507,359.757813,796.800354,665.911926,43.214840,824.128662,670.826965,40.796204,,,,,,,,,
25,846.548767,753.033875,97.763672,897.086853,994.321106,213.414398,949.400757,1020.753906,359.701538,796.715332,665.826904,43.274075,824.148987,670.838745,40.790344,,,,,,,,,
26,846.544434,753.049072,97.765427,897.165649,994.331604,213.305084,949.408386,1020.743164,359.688477,796.811951,665.974060,43.142990,824.147278,670.846008,40.838749,,,,,,,,,
27,846.479004,753.048035,97.757057,897.199707,994.224487,213.308395,949.390625,1020.747437,359.688110,796.937012,666.060852,43.078094,824.092773,670.818054,40.806206,,,,,,,,,
28,846.465820,753.047424,97.755028,897.130493,994.209473,213.366089,949.426392,1020.732483,359.654236,796.955261,666.089478,42.974228,824.133240,670.717346,40.823677,,,,,,,,,
29,846.427856,753.010254,97.714996,897.064453,994.225769,213.398148,949.427429,1020.724365,359.629150,796.894714,666.088440,42.913986,824.127380,670.678650,40.842903,,,,,,,,,
30,846.399963,753.005371,97.706413,897.091431,994.136414,213.323563,949.461243,1020.642395,359.635559,796.892639,666.054871,42.954533,824.116028,670.684937,40.841095,,,,,,,,,
31,846.420715,753.000671,97.688217,897.097168,994.127258,213.292099,949.568115,1020.571960,359.393188,796.865417,665.970703,42.933575,824.062195,670.684692,40.818882,,,,,,,,,
