Präzision01149
Date:,2025/04/23
Time:,10:09:29
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,787.986572,783.307922,92.960953,664.177429,1093.881470,385.267731,821.024353,686.722107,71.273750,686.038452,1051.107910,202.268066,797.893982,669.209595,68.261421,,,,,,,,,,,,,,,,,,,,,
2,787.883545,783.239685,92.868744,664.514160,1093.921143,384.900116,821.091370,686.691772,71.287689,686.087280,1051.204712,202.275620,797.923096,669.225342,68.226067,,,,,,,,,,,,,,,,,,,,,
3,788.090149,783.327637,92.888725,664.358826,1093.906860,385.100739,821.618469,686.611816,71.790611,686.070801,1051.221558,202.285110,797.895691,669.221619,68.257133,,,,,,,,,,,,,,,,,,,,,
4,788.015442,783.286133,92.999382,664.209167,1093.884155,385.259094,821.874084,686.601501,72.003273,686.063843,1051.212280,202.291733,797.890137,669.209656,68.265877,,,,,,,,,,,,,,,,,,,,,
5,787.990845,783.294800,92.922134,664.167725,1093.881104,385.280151,821.755188,686.573120,71.950943,686.063721,1051.208374,202.292526,798.131470,669.377869,68.254349,,,,,,,,,,,,,,,,,,,,,
6,787.990112,783.359253,93.096825,664.202759,1093.864380,385.276093,821.722351,686.593994,71.912422,686.037903,1051.114136,202.250092,798.214355,669.392700,68.205391,,,,,,,,,,,,,,,,,,,,,
7,788.005249,783.369568,93.120636,664.189941,1093.881226,385.273285,821.714478,686.591614,71.925217,685.995056,1051.068237,202.347733,798.259216,669.442200,68.185196,,,,,,,,,,,,,,,,,,,,,
8,788.032227,783.326416,92.957146,664.203979,1093.881226,385.314026,821.788269,686.655640,71.835190,685.978394,1051.083252,202.349472,798.276001,669.399109,68.255592,,,,,,,,,,,,,,,,,,,,,
9,788.045166,783.287354,92.958099,664.255493,1093.862915,385.321014,821.887268,686.570435,71.928101,685.991821,1051.071167,202.368698,798.252441,669.402100,68.216034,,,,,,,,,,,,,,,,,,,,,
10,788.044250,783.273499,92.980515,664.271301,1093.863037,385.348480,822.191162,686.623962,71.615326,685.928284,1051.065063,202.388794,798.300293,669.401184,68.224815,,,,,,,,,,,,,,,,,,,,,
11,788.055542,783.311768,93.067566,664.292236,1093.833374,385.444824,821.929199,686.617432,71.816765,685.919678,1051.065186,202.396500,798.347961,669.403442,68.222633,,,,,,,,,,,,,,,,,,,,,
12,787.991943,783.263000,93.017250,664.297241,1093.822388,385.451385,821.875000,686.628113,71.953812,685.876404,1051.074219,202.347092,798.353638,669.404602,68.219666,,,,,,,,,,,,,,,,,,,,,
13,788.022156,783.279907,93.004784,664.334106,1093.825562,385.506226,821.915894,686.566956,72.033791,685.871155,1050.965698,202.396439,798.349670,669.404480,68.219986,,,,,,,,,,,,,,,,,,,,,
14,788.339722,783.383362,92.859627,664.401428,1093.836182,385.543732,821.953491,686.692871,71.856369,685.843750,1050.942749,202.435806,798.348022,669.404175,68.220810,,,,,,,,,,,,,,,,,,,,,
15,788.188110,783.319519,92.908905,664.445557,1093.809448,385.624084,821.888489,686.703613,71.807785,685.820007,1050.932861,202.491104,798.438477,669.418518,68.099655,,,,,,,,,,,,,,,,,,,,,
16,788.058167,783.280029,92.988014,664.417969,1093.778198,385.675415,821.943665,686.725281,71.802689,685.813232,1050.931519,202.505707,798.352905,669.397278,68.178802,,,,,,,,,,,,,,,,,,,,,
17,788.391846,783.425171,93.029091,664.457275,1093.777222,385.747498,822.025818,686.712585,71.867874,685.587036,1050.877197,202.650864,798.521912,669.432556,68.090828,,,,,,,,,,,,,,,,,,,,,
18,788.466736,783.367981,92.912956,664.523926,1093.760986,385.837006,822.113525,686.739502,71.855446,685.323181,1050.888062,202.900421,798.532043,669.420837,68.202400,,,,,,,,,,,,,,,,,,,,,
19,788.461670,783.390686,93.054237,664.575073,1093.741089,385.953827,822.306824,686.785950,72.088203,685.566223,1050.763306,202.880905,798.553040,669.421814,68.150009,,,,,,,,,,,,,,,,,,,,,
20,788.340271,783.346619,93.141747,664.597717,1093.707397,386.056732,822.186157,686.633362,72.025673,685.608521,1050.684692,202.910843,798.440430,669.398621,68.254333,,,,,,,,,,,,,,,,,,,,,
21,788.371399,783.349731,93.166000,664.676575,1093.686523,386.129395,822.228638,686.663147,71.956474,685.456360,1050.654297,203.095230,798.548584,669.409302,68.179550,,,,,,,,,,,,,,,,,,,,,
22,788.392212,783.338074,92.991135,664.676941,1093.666748,386.240906,822.193176,686.622253,72.019875,685.316162,1050.515625,203.410339,798.637024,669.409485,68.069572,,,,,,,,,,,,,,,,,,,,,
23,788.342224,783.298706,93.087166,664.744873,1093.652100,386.341522,822.181641,686.603333,72.031265,685.305603,1050.464355,203.722763,798.690979,669.420532,68.166985,,,,,,,,,,,,,,,,,,,,,
24,788.279236,783.246948,93.101669,664.767395,1093.702881,386.477844,822.209839,686.737183,72.288391,685.253296,1050.448486,204.043381,798.713440,669.425476,68.199020,,,,,,,,,,,,,,,,,,,,,
25,788.266174,783.106567,93.612656,664.781006,1093.688721,386.749481,822.257996,686.665283,72.057892,685.180481,1050.279053,204.314728,798.923523,669.527466,68.131088,,,,,,,,,,,,,,,,,,,,,
26,788.278198,783.242126,93.308807,664.784241,1093.615601,387.118927,822.306396,686.766907,72.110260,685.012024,1050.225220,204.681915,798.724976,669.429993,68.129272,,,,,,,,,,,,,,,,,,,,,
27,788.221985,783.254150,93.034607,664.797241,1093.680908,387.352448,822.299683,686.781250,72.153793,684.916443,1050.189575,204.979233,798.684204,669.417480,68.187546,,,,,,,,,,,,,,,,,,,,,
28,788.169373,783.251343,93.136581,664.621155,1093.703735,387.755890,822.337769,686.781067,72.186798,684.791016,1050.132935,205.390244,798.678406,669.416687,68.227287,,,,,,,,,,,,,,,,,,,,,
29,788.080383,783.240784,93.271149,664.644043,1093.715454,387.995667,822.051636,686.606384,71.959755,684.622192,1050.097900,205.665985,798.445984,669.412720,68.346321,,,,,,,,,,,,,,,,,,,,,
30,787.964417,783.238098,93.438515,664.760132,1093.687866,388.052032,821.859375,686.528564,72.025208,684.509338,1050.179565,205.920868,798.380676,669.385742,68.345871,,,,,,,,,,,,,,,,,,,,,
31,787.833008,783.209229,93.440865,664.847168,1093.752686,388.266571,821.759277,686.549011,72.140656,684.250671,1050.193970,206.426376,798.352600,669.380737,68.380150,,,,,,,,,,,,,,,,,,,,,
32,787.674011,783.085571,93.368736,664.915649,1093.854492,388.346466,821.769897,686.542908,72.345604,683.984741,1050.273193,206.724243,798.207397,669.376404,68.409264,,,,,,,,,,,,,,,,,,,,,
33,787.447998,783.075012,93.530571,664.937561,1093.952148,388.525330,821.416687,686.527344,72.856018,683.929382,1050.349243,206.871567,798.122192,669.388855,68.458061,,,,,,,,,,,,,,,,,,,,,
34,787.118225,783.042114,93.651772,665.025757,1094.106567,388.647980,821.002014,686.580444,73.059471,683.862610,1050.517334,206.972198,797.908386,669.398376,68.559891,,,,,,,,,,,,,,,,,,,,,
35,786.711365,782.963623,94.057518,665.206116,1094.259521,388.983124,820.580750,686.641235,73.267387,683.855042,1050.732666,207.019745,797.636230,669.470947,68.714592,,,,,,,,,,,,,,,,,,,,,
36,786.511719,783.039246,94.267120,665.334778,1094.514282,389.196411,820.176819,686.816162,73.329193,683.774048,1051.024048,207.095383,797.355469,669.710022,68.950592,,,,,,,,,,,,,,,,,,,,,
37,786.308716,783.209473,94.505188,665.418335,1094.731201,389.359192,819.488892,687.252136,73.212204,683.746643,1051.225708,207.239471,796.449463,669.901917,70.099678,,,,,,,,,,,,,,,,,,,,,
38,786.034546,783.405151,94.826843,665.565796,1095.071533,389.562531,819.421143,687.168274,74.076431,683.695313,1051.606812,207.347305,795.776917,670.043701,70.628365,,,,,,,,,,,,,,,,,,,,,
39,785.587463,783.693909,95.345757,665.680115,1095.431885,389.851105,819.324280,687.172241,75.159843,683.633850,1052.202393,207.543457,795.310730,670.274536,70.807083,,,,,,,,,,,,,,,,,,,,,
40,785.135559,783.984253,96.158676,665.744568,1095.711304,390.061554,818.250427,687.347107,76.003990,683.480164,1052.781616,207.672623,795.033875,670.585693,71.075142,,,,,,,,,,,,,,,,,,,,,
41,784.420532,784.353638,97.466774,665.842407,1096.167847,390.298767,817.361938,687.849548,76.638733,683.245728,1053.442017,207.901489,794.110840,670.826233,72.251907,,,,,,,,,,,,,,,,,,,,,
42,784.002686,784.814697,97.802681,665.974487,1096.725952,390.790649,817.137939,688.279663,77.040390,683.102661,1054.171509,208.395355,793.165222,671.143494,73.307999,,,,,,,,,,,,,,,,,,,,,
43,783.674438,785.452454,98.259811,665.911804,1097.305664,391.297272,816.385376,688.942200,78.074730,683.002563,1054.839600,208.582230,792.752319,671.799683,74.097145,,,,,,,,,,,,,,,,,,,,,
44,783.209717,786.067261,99.363754,665.911743,1097.876343,391.630371,815.179260,689.468140,79.507378,683.007690,1055.850830,208.966278,792.131836,672.409485,74.919975,,,,,,,,,,,,,,,,,,,,,
45,782.453247,786.420410,100.648705,665.826599,1098.523071,392.055878,814.656006,689.890686,80.455826,682.889587,1056.843262,209.521973,790.986511,672.923645,76.215019,,,,,,,,,,,,,,,,,,,,,
46,782.098022,787.221741,102.100639,665.755676,1099.052124,392.544373,814.277649,690.255127,81.592873,682.727661,1057.875000,209.969025,790.445374,673.401245,77.281418,,,,,,,,,,,,,,,,,,,,,
47,781.579163,788.000427,103.275833,665.656372,1099.652344,392.928131,813.430359,690.677063,83.562019,682.685547,1059.107178,210.237976,790.230835,674.094849,78.490570,,,,,,,,,,,,,,,,,,,,,
48,780.902405,788.839417,104.517258,665.569763,1100.534180,393.646484,812.854980,691.428101,85.057671,682.728027,1060.493530,210.334641,789.051758,674.864990,80.472977,,,,,,,,,,,,,,,,,,,,,
49,780.538086,789.922241,105.988373,665.494263,1101.529175,394.280762,811.631409,692.371338,86.986435,682.682922,1062.007202,210.520584,788.278137,675.948303,82.710945,,,,,,,,,,,,,,,,,,,,,
50,780.119202,790.642273,107.713013,665.466370,1102.262573,394.805328,811.339294,693.190735,89.152298,682.371460,1063.635620,210.980377,787.568176,676.680115,84.512054,,,,,,,,,,,,,,,,,,,,,
51,779.312073,791.287781,110.111290,665.423767,1103.132935,395.295227,810.609619,693.998230,91.974007,682.376038,1065.216431,211.405167,787.207520,677.550049,86.596024,,,,,,,,,,,,,,,,,,,,,
52,778.693604,792.809509,111.916168,665.113464,1104.222290,395.951294,809.987305,694.771057,93.605835,682.373413,1067.082764,211.485519,786.168091,678.254456,88.827095,,,,,,,,,,,,,,,,,,,,,
53,778.045654,793.923096,113.819839,664.851807,1105.094727,396.711609,808.779968,695.911194,96.244621,682.294189,1068.735596,211.824326,785.577576,679.521667,91.528717,,,,,,,,,,,,,,,,,,,,,
54,777.904175,794.890259,116.041954,664.775940,1106.169678,397.286102,808.707458,697.157471,98.558243,681.843811,1070.590210,212.623489,784.985352,680.648987,93.846268,,,,,,,,,,,,,,,,,,,,,
55,777.302551,796.044739,118.585564,664.701599,1107.645874,398.156738,808.081848,698.232117,101.427582,681.084473,1072.277954,213.444839,784.590637,681.550354,96.568634,,,,,,,,,,,,,,,,,,,,,
56,776.766357,797.637634,120.597038,664.368958,1108.823853,398.957397,807.654480,698.999084,103.764214,680.618164,1074.150269,214.140747,784.072571,682.671631,99.137054,,,,,,,,,,,,,,,,,,,,,
57,776.340027,798.619324,123.385056,664.149963,1110.162842,399.432434,807.134338,700.498840,106.924538,680.573059,1075.960815,214.593140,783.286377,684.192078,102.394691,,,,,,,,,,,,,,,,,,,,,
58,776.041321,799.893799,126.122284,664.043884,1111.541992,399.879333,806.346313,702.018188,109.703888,680.251709,1077.967773,215.288956,783.041321,685.316284,104.957802,,,,,,,,,,,,,,,,,,,,,
59,775.327209,801.393860,128.151596,663.857910,1113.065796,400.592407,806.115417,703.008850,112.508781,679.503052,1080.071045,216.225830,782.601074,686.593140,108.281242,,,,,,,,,,,,,,,,,,,,,
60,775.082336,802.783691,131.096344,663.664917,1114.604248,401.720001,805.808167,704.340942,115.704033,679.042480,1081.960571,216.863068,782.015869,687.980652,111.296486,,,,,,,,,,,,,,,,,,,,,
61,774.859253,804.300720,133.910156,663.366821,1116.083984,402.586151,805.400940,706.132263,118.768127,678.796753,1084.142090,216.983490,781.954773,689.401123,114.213287,,,,,,,,,,,,,,,,,,,,,
62,774.222412,805.937256,136.929733,663.167419,1117.521606,403.443146,805.077026,707.309631,121.798737,678.236572,1086.389893,217.843781,781.428589,690.844788,117.837883,,,,,,,,,,,,,,,,,,,,,
63,773.878174,807.155884,139.840851,662.874023,1119.274780,404.443359,804.333801,708.957825,125.367172,677.464844,1088.548584,218.731659,780.806458,692.154907,120.736404,,,,,,,,,,,,,,,,,,,,,
64,773.299011,809.027100,142.558380,662.563782,1120.668579,405.298584,804.501038,710.545776,128.365707,676.994019,1090.682861,219.420151,780.714294,693.730652,123.966782,,,,,,,,,,,,,,,,,,,,,
65,772.985962,810.665161,146.056168,662.528137,1122.328979,406.142120,803.650269,711.964783,132.036133,676.430969,1092.801514,220.062042,779.954712,695.377136,127.561638,,,,,,,,,,,,,,,,,,,,,
