Präzision01114
Date:,2025/04/22
Time:,16:09:42
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
12,833.894592,788.968506,87.449654,825.750793,984.940125,253.666046,808.484619,680.559082,47.012630,788.756470,1040.307983,430.802155,836.974792,695.509094,44.444599,,,,,,,,,,,,,,,
13,833.795776,788.927368,87.360039,825.772461,984.889404,253.633591,808.435730,680.543762,46.958092,788.729004,1040.211182,430.814758,836.750854,695.440857,44.395267,,,,,,,,,,,,,,,
14,833.704834,789.030579,87.290573,825.716064,985.028015,253.337616,808.433289,680.525696,47.021774,788.672913,1040.114258,430.761169,836.700256,695.492554,44.373692,,,,,,,,,,,,,,,
15,833.652588,789.002991,87.254532,825.619873,984.939819,253.233749,808.239563,680.476563,46.975685,788.650452,1040.105591,430.760437,836.601501,695.490967,44.326557,,,,,,,,,,,,,,,
16,833.651672,789.041382,87.219910,825.510376,984.916443,253.329803,808.180359,680.449768,46.982582,788.628479,1040.107178,430.778473,836.575317,695.404968,44.351315,,,,,,,,,,,,,,,
17,833.659668,789.014648,87.214142,825.465088,984.788086,253.310013,808.230286,680.469299,46.963581,788.639282,1040.020874,430.762329,836.588379,695.369446,44.384544,,,,,,,,,,,,,,,
18,833.522522,789.047729,87.251396,825.403320,984.787842,253.307617,808.211609,680.451477,46.867661,788.650635,1040.005371,430.753418,836.573853,695.358826,44.369759,,,,,,,,,,,,,,,
19,833.536560,788.996460,87.202400,825.387634,984.750671,253.298325,808.199402,680.465393,46.974987,788.626038,1039.911255,430.755768,836.950806,695.177124,44.492847,,,,,,,,,,,,,,,
20,833.548279,788.895813,87.170364,825.382019,984.673157,253.281769,808.137268,680.463989,46.889267,788.512451,1039.884888,430.728241,836.845276,695.147095,44.608990,,,,,,,,,,,,,,,
21,833.523071,788.992981,87.147362,825.346497,984.588562,253.284729,808.075378,680.384521,46.855984,788.512634,1039.903076,430.731995,836.629395,695.194397,44.595474,,,,,,,,,,,,,,,
22,833.536255,788.926208,87.190689,825.346985,984.548096,253.263260,808.091797,680.436035,46.885677,788.481262,1039.783081,430.794006,836.467224,695.234802,44.454807,,,,,,,,,,,,,,,
23,833.432312,788.940430,87.178322,825.298889,984.482056,253.317429,808.062134,680.388611,46.906258,788.444397,1039.753540,430.829163,836.392212,695.253601,44.320831,,,,,,,,,,,,,,,
24,833.394043,788.930420,87.142326,825.222046,984.459351,253.304077,808.099243,680.340393,46.930420,788.662292,1039.767822,430.723938,836.418640,695.169739,44.369083,,,,,,,,,,,,,,,
25,833.377014,788.945313,87.133347,825.145813,984.421936,253.301163,808.105835,680.341614,47.029289,788.554810,1039.680664,430.731476,836.498169,695.114746,44.466263,,,,,,,,,,,,,,,
26,833.386414,788.951538,87.164085,825.167480,984.361328,253.301941,808.059143,680.319275,47.013302,788.391052,1039.681152,430.688324,836.524170,695.085205,44.488659,,,,,,,,,,,,,,,
27,833.380920,788.997009,87.174469,825.130005,984.332397,253.295883,808.123535,680.327393,47.041348,788.301636,1039.648682,430.779663,836.529053,695.099487,44.494717,,,,,,,,,,,,,,,
28,833.455505,789.017456,87.114929,825.063904,984.249817,253.312363,808.126526,680.334961,47.011665,788.289124,1039.653320,430.823303,836.519592,695.111633,44.485619,,,,,,,,,,,,,,,
29,833.448669,789.062195,87.102753,825.084351,984.228333,253.298172,808.146301,680.334045,47.103714,788.286438,1039.558228,430.814789,836.504333,695.106934,44.436329,,,,,,,,,,,,,,,
30,833.471069,789.067017,87.103676,825.046997,984.241577,253.270523,808.170776,680.332886,47.093300,788.278503,1039.536011,430.813507,836.564209,695.136108,44.523525,,,,,,,,,,,,,,,
31,833.460022,789.067200,87.055473,825.007019,984.183472,253.279938,808.281799,680.330811,47.086403,788.245789,1039.530762,430.818695,836.535828,695.207397,44.500378,,,,,,,,,,,,,,,
32,833.491272,789.065369,87.071098,825.007874,984.177856,253.308151,808.352112,680.317078,47.116405,788.214294,1039.505737,430.903534,836.530518,695.252319,44.457977,,,,,,,,,,,,,,,
33,833.470520,789.132690,87.076172,825.011292,984.112671,253.285583,808.366699,680.340271,47.178989,788.132019,1039.509155,430.887543,836.560242,695.256958,44.400505,,,,,,,,,,,,,,,
34,833.528625,789.146729,86.997986,825.007568,983.939392,253.593140,808.455750,680.366638,47.197948,788.106628,1039.509277,430.886841,836.586609,695.252625,44.378868,,,,,,,,,,,,,,,
35,833.561035,789.137695,86.949692,825.006165,983.936584,253.565872,808.396118,680.339905,47.138607,788.071899,1039.498169,430.910034,836.596069,695.248047,44.387440,,,,,,,,,,,,,,,
36,833.511902,789.207825,86.938896,825.034546,984.042053,253.393677,808.462952,680.416443,47.245102,788.047974,1039.492432,430.928223,836.580811,695.253052,44.485992,,,,,,,,,,,,,,,
37,833.502136,789.257935,86.914078,825.066467,984.078308,253.376205,808.535095,680.361633,47.276318,788.044678,1039.492310,430.931366,836.593445,695.336853,44.418491,,,,,,,,,,,,,,,
38,833.494324,789.267456,86.936409,825.076538,984.044739,253.386475,808.557739,680.406250,47.244907,788.048523,1039.492920,430.928040,836.582947,695.295227,44.513443,,,,,,,,,,,,,,,
39,833.494751,789.263672,86.946365,824.975647,984.035767,253.376907,808.537415,680.366882,47.279900,788.051147,1039.493042,430.925598,836.599304,695.334167,44.426918,,,,,,,,,,,,,,,
40,833.504211,789.259766,86.942741,824.978638,984.039429,253.352936,808.541138,680.419983,47.293892,787.976013,1039.490356,430.878662,836.531128,695.377686,44.455204,,,,,,,,,,,,,,,
41,833.499023,789.266968,86.887054,824.966187,984.071289,253.333374,808.587708,680.448181,47.261230,788.164124,1039.484131,430.781799,836.559204,695.385986,44.418480,,,,,,,,,,,,,,,
42,833.435364,789.280396,86.953667,824.948792,984.020935,253.314087,808.394470,680.402161,47.375381,788.018738,1039.487671,430.843506,836.528198,695.380615,44.461861,,,,,,,,,,,,,,,
43,833.481628,789.272339,86.896500,824.957886,984.027527,253.350082,808.524536,680.417114,47.328133,787.876404,1039.475220,430.931305,836.522583,695.374634,44.485931,,,,,,,,,,,,,,,
44,833.450439,789.252563,86.877205,824.791626,983.933289,253.554535,808.606018,680.449036,47.262009,787.837158,1039.468872,430.963440,836.529297,695.372009,44.490788,,,,,,,,,,,,,,,
45,833.408020,789.250549,86.904167,824.757813,983.913574,253.591751,808.617371,680.454407,47.204727,787.855896,1039.472046,430.952423,836.532471,695.371948,44.489395,,,,,,,,,,,,,,,
46,833.409912,789.255005,86.887138,824.964294,984.075684,253.379242,808.615845,680.473938,47.150543,787.838013,1039.447266,431.021057,836.553101,695.358643,44.461391,,,,,,,,,,,,,,,
47,833.440918,789.277527,86.954834,824.772095,983.912903,253.520844,808.626587,680.492310,47.239639,787.794006,1039.450317,430.998444,836.534973,695.369263,44.478130,,,,,,,,,,,,,,,
48,833.402466,789.263123,86.955727,824.758057,983.870239,253.583298,808.602295,680.460022,47.267796,787.712524,1039.528198,431.023621,836.526306,695.375000,44.485580,,,,,,,,,,,,,,,
49,833.410889,789.320007,86.934464,824.806335,983.922485,253.596939,808.692017,680.431396,47.285084,787.715698,1039.536621,431.073517,836.548340,695.360962,44.459660,,,,,,,,,,,,,,,
50,833.402588,789.380737,86.940086,824.898254,984.077942,253.338562,808.658203,680.509583,47.309174,787.695007,1039.536255,431.049408,836.641174,695.363281,44.428574,,,,,,,,,,,,,,,
51,833.406433,789.373596,86.918129,824.750366,983.930237,253.545288,808.715942,680.568237,47.312984,787.673401,1039.546387,430.986511,836.550598,695.464172,44.462231,,,,,,,,,,,,,,,
52,833.401672,789.362305,86.911842,824.711426,983.887146,253.551575,808.812439,680.562622,47.298061,787.732910,1039.550293,431.012604,836.585876,695.503296,44.389790,,,,,,,,,,,,,,,
53,833.387817,789.367065,86.941902,824.792847,983.911194,253.613235,808.881226,680.610657,47.331253,787.704590,1039.639282,431.023621,836.584839,695.515259,44.389191,,,,,,,,,,,,,,,
54,833.394348,789.415527,86.950386,824.724731,983.928162,253.539429,808.903870,680.590088,47.414063,787.653015,1039.643188,431.043518,836.584839,695.594727,44.351128,,,,,,,,,,,,,,,
55,833.384583,789.432373,86.977806,824.683594,983.950623,253.525101,808.877441,680.565552,47.382492,787.671509,1039.647705,431.042542,836.585754,695.637634,44.349380,,,,,,,,,,,,,,,
56,833.385437,789.433228,86.883476,824.690186,983.941528,253.488998,808.848145,680.694580,47.749252,787.709290,1039.645020,431.054047,837.067444,695.737793,44.755520,,,,,,,,,,,,,,,
57,833.406738,789.477783,86.919975,824.720154,983.962830,253.517899,808.822083,680.735107,47.734001,787.674683,1039.734009,431.057739,836.960754,695.658508,44.714622,,,,,,,,,,,,,,,
58,833.395386,789.528809,86.950874,824.649109,983.974121,253.484955,808.891785,680.686768,47.980518,787.642944,1039.760132,431.002625,836.759338,695.697815,44.566566,,,,,,,,,,,,,,,
59,833.389465,789.535583,86.953880,824.627258,984.074646,253.498276,808.795532,680.730530,48.073017,787.582764,1039.866455,430.933289,836.582458,695.739624,44.358547,,,,,,,,,,,,,,,
60,833.335083,789.605103,87.056427,824.637512,984.079041,253.462463,808.765198,680.735840,48.040287,787.627686,1039.897827,430.894409,836.427795,695.780884,44.354397,,,,,,,,,,,,,,,
61,833.338623,789.658020,87.053955,824.662109,984.091125,253.489883,808.767334,680.749390,48.050415,787.581665,1039.967163,430.938293,836.456055,695.782227,44.398533,,,,,,,,,,,,,,,
62,833.333191,789.657898,87.068459,824.586853,984.165649,253.455750,808.674438,680.738586,48.127808,787.591187,1040.080078,430.957703,836.510803,695.867004,44.473110,,,,,,,,,,,,,,,
63,833.269348,789.708740,87.161369,824.592651,984.196960,253.482315,808.716003,680.841980,48.229099,787.606201,1040.182251,431.014984,836.467957,695.874146,44.524956,,,,,,,,,,,,,,,
64,833.229004,789.722168,87.184509,824.625671,984.325073,253.467499,808.657776,680.841614,48.324276,787.653381,1040.204346,430.996429,836.453552,695.874023,44.566784,,,,,,,,,,,,,,,
65,833.164917,789.768433,87.238190,824.511230,984.529907,253.205292,808.529419,680.840393,48.461914,787.704468,1040.301758,431.005463,836.462830,695.870056,44.578957,,,,,,,,,,,,,,,
66,833.143677,789.890869,87.306778,824.448303,984.617920,253.122223,808.534546,680.833923,48.493916,787.746338,1040.416748,431.112976,836.412231,695.991455,44.686012,,,,,,,,,,,,,,,
67,833.101257,789.914246,87.427498,824.450012,984.738220,253.161179,808.382019,680.891541,48.422939,787.738525,1040.510986,431.072601,836.357605,696.126770,44.694103,,,,,,,,,,,,,,,
68,832.970947,789.921509,87.649170,824.477417,984.891235,253.123734,808.329651,681.032471,48.530350,787.777832,1040.628296,431.162231,836.524841,696.219177,44.822781,,,,,,,,,,,,,,,
69,833.070435,789.975220,87.794273,824.453674,985.030579,253.176666,808.294067,681.054749,48.515701,787.817139,1040.758545,431.031921,836.640137,696.276733,44.984097,,,,,,,,,,,,,,,
70,832.955750,790.027527,87.794891,824.486694,985.209900,253.187485,808.284668,681.059631,48.623516,787.846985,1040.879639,431.114197,836.590027,696.383301,45.131977,,,,,,,,,,,,,,,
71,832.967712,790.113892,87.928925,824.513550,985.385864,253.149277,808.250366,681.129761,48.823856,787.802795,1040.974976,431.179077,836.469910,696.610840,45.186306,,,,,,,,,,,,,,,
72,832.733948,790.290527,88.292725,824.471375,985.532410,253.108658,808.524536,681.225769,49.163757,787.852112,1041.096313,431.155243,836.403137,696.804077,45.298985,,,,,,,,,,,,,,,
73,832.602661,790.451599,88.529984,824.451843,985.822571,253.191864,808.514526,681.312805,49.508102,787.801147,1041.265991,430.938782,836.180542,696.934692,45.863987,,,,,,,,,,,,,,,
74,832.457153,790.513794,88.671562,824.394592,986.019958,253.226791,808.392639,681.420898,49.879841,787.916565,1041.434204,431.128448,836.458862,697.020081,46.518669,,,,,,,,,,,,,,,
75,832.406677,790.697632,88.849350,824.371033,986.247498,253.224670,808.312500,681.578613,50.112442,787.981323,1041.706299,431.256378,836.216553,696.866699,46.981228,,,,,,,,,,,,,,,
76,832.322388,790.773804,89.027229,824.235046,986.586731,253.242889,808.252747,681.733154,50.394947,787.803467,1041.878052,431.273499,836.024231,696.877197,47.461330,,,,,,,,,,,,,,,
77,832.204041,790.908142,89.372238,824.143555,986.783203,253.247208,808.083862,681.796448,50.706360,787.710632,1042.142090,431.342896,835.903015,696.919250,47.962303,,,,,,,,,,,,,,,
78,832.102844,791.084717,89.633102,824.014404,987.022278,253.290543,807.723083,681.810120,51.283142,787.852783,1042.485596,431.471893,835.724609,696.956726,48.598591,,,,,,,,,,,,,,,
79,832.047424,791.205872,89.880035,823.898071,987.270630,253.289337,807.677368,681.896118,51.936512,787.950256,1042.720093,431.480072,835.446289,697.219666,49.297794,,,,,,,,,,,,,,,
80,832.076782,791.239380,90.367966,824.002930,987.586121,253.364410,807.386414,681.987305,52.692806,787.915527,1042.925659,431.526855,835.169067,697.479004,49.779388,,,,,,,,,,,,,,,
81,832.017822,791.308105,90.933632,824.154358,988.068787,253.488022,807.141846,682.060913,53.318966,787.857300,1043.239380,431.532806,834.979187,697.517456,50.510517,,,,,,,,,,,,,,,
82,831.740173,791.459595,91.509674,824.239746,988.533081,253.555832,806.930176,682.205322,54.046028,787.849243,1043.544434,431.565491,834.824280,697.498718,51.566154,,,,,,,,,,,,,,,
83,831.481873,791.975037,92.381477,824.255798,989.084167,253.574448,806.707703,682.380432,54.895859,787.879822,1043.849487,431.715973,834.786072,697.444641,52.587032,,,,,,,,,,,,,,,
84,831.415771,792.256897,93.273384,824.217163,989.612976,253.654449,806.272339,682.430603,56.002659,788.380615,1044.221558,431.446136,834.690735,697.515808,53.517315,,,,,,,,,,,,,,,
85,831.374023,792.471375,93.982872,824.191528,990.041687,253.806778,805.665894,682.563965,57.062351,788.052490,1044.574219,431.720062,834.386169,697.660217,54.366806,,,,,,,,,,,,,,,
86,831.354614,792.767883,94.527664,824.184753,990.359802,253.986862,805.406128,682.760437,57.737186,787.856567,1045.037964,432.030548,834.127380,697.873291,55.213455,,,,,,,,,,,,,,,
87,831.241028,793.021423,95.012604,824.298035,990.838013,254.282761,805.380615,682.970154,58.592632,787.853210,1045.559204,432.069763,833.726807,697.969421,56.496059,,,,,,,,,,,,,,,
88,831.106445,793.359741,95.508347,824.382813,991.445435,254.596970,805.328003,683.296387,59.912155,787.900208,1045.945068,432.127960,833.268250,697.996338,57.436996,,,,,,,,,,,,,,,
89,831.038452,793.613403,95.748108,824.406738,991.950867,254.845703,804.466431,683.339417,61.668316,787.895935,1046.407715,432.252594,832.935913,698.080017,58.226826,,,,,,,,,,,,,,,
90,830.512634,793.803955,96.944489,824.308655,992.480713,254.999771,804.190186,683.354309,62.813751,787.592834,1046.869263,432.622101,832.677368,698.161743,59.465405,,,,,,,,,,,,,,,
91,830.168213,794.148682,98.001541,824.289551,993.023438,255.193604,804.218506,683.639954,63.655300,787.516968,1047.304077,432.808044,832.551208,698.464172,61.203411,,,,,,,,,,,,,,,
92,829.979370,794.394104,98.815567,823.931152,993.167175,255.648453,804.051331,684.000732,64.475128,787.579285,1047.881714,432.934662,832.265808,698.544922,62.455170,,,,,,,,,,,,,,,
93,829.869568,794.451660,99.496010,823.791138,993.807434,255.922394,803.839722,684.280945,65.228783,787.539856,1048.465454,433.172180,831.869751,698.663208,63.291969,,,,,,,,,,,,,,,
94,829.927612,794.353149,100.728180,823.675354,994.615173,256.017029,803.304993,684.568298,66.808334,787.419556,1048.984985,433.264313,831.361023,698.765076,64.151726,,,,,,,,,,,,,,,
95,829.771729,794.533447,101.955070,823.691406,995.389648,256.249603,802.901123,684.759460,68.738190,787.355774,1049.596558,433.216888,831.466553,699.145996,65.803696,,,,,,,,,,,,,,,
96,829.325989,795.162659,103.132393,823.752014,996.020020,256.339722,802.606018,684.771667,69.863831,787.460327,1050.121216,433.324097,831.082703,699.347717,67.374123,,,,,,,,,,,,,,,
97,829.010559,795.631836,103.979980,823.715515,996.537415,256.562073,802.208679,685.044861,70.853729,787.494263,1050.821289,433.417175,830.652161,699.442627,68.374252,,,,,,,,,,,,,,,
98,828.633789,795.935303,104.800400,823.567810,997.237854,256.879700,801.675964,685.289307,71.917046,787.734863,1051.469971,433.627594,829.945801,699.756226,69.327309,,,,,,,,,,,,,,,
99,827.940674,796.529724,105.940880,823.443481,998.014099,257.409088,801.095276,685.761414,73.650925,787.846558,1052.092896,433.666565,829.861633,700.056091,70.477303,,,,,,,,,,,,,,,
100,827.630371,796.989441,106.986031,823.640747,999.027100,258.009155,800.411438,685.844788,75.289680,787.854004,1052.716919,433.710144,829.515076,700.603455,71.942459,,,,,,,,,,,,,,,
101,827.516235,797.130371,108.273552,823.548523,999.812683,258.551422,800.288391,686.021729,76.696602,787.863220,1053.495361,433.823944,828.825989,701.085388,73.656876,,,,,,,,,,,,,,,
102,827.365234,797.505371,109.556793,823.369202,1000.754578,258.756775,800.103943,686.435181,78.505623,787.949280,1054.249023,433.953827,828.434448,701.188477,75.498100,,,,,,,,,,,,,,,
103,826.875122,797.832214,111.196503,823.232910,1001.756042,258.879822,799.527893,686.856873,80.551476,788.060303,1054.986816,434.057465,828.159180,701.447815,76.859306,,,,,,,,,,,,,,,
104,826.347229,798.379944,112.375336,823.243652,1002.725220,259.602417,798.829895,687.310608,82.194832,787.987854,1055.749146,434.209564,827.425842,701.803833,78.540794,,,,,,,,,,,,,,,
105,826.017761,798.531616,113.425407,822.975952,1003.615601,259.629852,797.952026,687.994995,83.940720,787.369324,1056.477173,434.641357,826.668518,702.175659,80.428558,,,,,,,,,,,,,,,
106,825.492065,798.979126,115.062729,822.710693,1004.792480,259.962250,797.384399,688.480225,85.625481,787.571350,1057.361938,434.696075,826.082764,702.433533,81.616028,,,,,,,,,,,,,,,
107,825.247375,799.812866,116.706802,822.715820,1005.795044,260.438995,797.255432,688.804016,87.253502,787.783569,1058.306885,434.988678,825.060425,702.922485,83.506111,,,,,,,,,,,,,,,
108,824.949585,800.426575,117.837044,822.556519,1006.688904,260.844055,796.787292,689.271301,88.940880,787.757935,1059.058716,434.892761,824.544189,703.241211,85.449287,,,,,,,,,,,,,,,
109,824.389954,801.186462,119.457230,822.481812,1007.979187,261.258484,795.996094,689.679382,90.766068,787.645264,1059.886230,435.040955,824.011658,703.602539,87.337074,,,,,,,,,,,,,,,
110,823.974487,801.625671,121.227913,822.313904,1009.122192,261.689362,794.990540,690.041809,92.988968,787.582764,1060.789673,435.251923,823.814392,704.116516,88.971184,,,,,,,,,,,,,,,
111,823.605408,802.069397,122.632759,822.052063,1010.365173,262.678894,794.075439,690.673950,94.925537,787.508057,1061.675781,435.573700,823.090881,704.862549,91.171310,,,,,,,,,,,,,,,
112,822.931885,802.713440,124.231750,822.063904,1011.771301,262.907410,793.816650,691.220154,97.065346,787.386047,1062.508667,435.689240,822.500061,705.257813,93.013565,,,,,,,,,,,,,,,
113,822.662720,803.371826,125.558182,822.001831,1013.027466,263.093536,793.193909,691.818237,99.104454,787.418823,1063.364746,435.892242,821.750061,705.856628,94.965805,,,,,,,,,,,,,,,
114,822.322815,803.971130,127.308868,821.816711,1014.177856,263.424103,792.500366,692.686157,100.675880,787.413574,1064.259521,436.107086,821.017700,706.364502,97.623306,,,,,,,,,,,,,,,
115,821.804504,804.796692,129.257813,821.672363,1015.631104,263.913330,791.728271,693.509338,102.966087,787.346924,1065.234985,436.427612,820.305786,706.609436,99.465202,,,,,,,,,,,,,,,
116,821.216553,805.583679,130.737549,821.650818,1016.900574,264.311951,790.803162,693.954895,104.790070,787.341614,1066.265137,436.711548,819.498474,707.190918,101.428757,,,,,,,,,,,,,,,
117,820.484497,806.125366,132.315506,821.517212,1018.137817,264.958282,790.370117,694.749390,106.965210,787.234619,1067.363647,437.274536,818.920593,707.747253,103.047745,,,,,,,,,,,,,,,
118,819.905090,806.936523,133.805206,820.943970,1019.540100,265.562286,789.689148,695.305542,109.126213,787.338867,1068.304688,437.522675,818.148071,708.532471,105.123398,,,,,,,,,,,,,,,
119,819.461975,807.369324,135.227936,820.467773,1020.514709,265.997681,788.926208,696.014099,111.128853,787.338318,1069.364868,437.796021,817.545044,709.555237,106.744095,,,,,,,,,,,,,,,
120,819.071472,808.383362,137.619110,820.181641,1022.163208,266.045715,787.877258,696.758789,113.219933,787.438110,1070.388672,437.915924,816.604553,710.253113,109.063461,,,,,,,,,,,,,,,
121,818.437622,809.265503,139.591324,820.262451,1023.647766,266.213409,787.047668,697.320984,115.211731,787.532043,1071.473267,438.002136,816.214600,710.547180,111.115326,,,,,,,,,,,,,,,
122,817.646667,809.903992,140.869461,820.422363,1024.987061,266.692261,786.830383,698.221680,117.440414,787.566589,1072.609375,438.199371,815.502197,711.126709,113.397255,,,,,,,,,,,,,,,
123,817.026367,810.623108,142.844696,820.468872,1026.665527,267.228729,786.160645,699.249146,119.622879,787.282227,1073.529907,438.624359,815.061096,712.003296,115.842278,,,,,,,,,,,,,,,
124,816.746216,811.484497,144.813995,820.300598,1028.024048,267.931213,785.052917,700.044556,121.828545,787.272583,1074.326782,438.815430,814.099182,712.974548,117.878189,,,,,,,,,,,,,,,
125,816.210510,812.630371,146.837601,819.990662,1029.705933,268.514404,784.291687,700.966309,123.626892,787.200806,1075.510132,439.468842,813.198425,714.031799,119.712212,,,,,,,,,,,,,,,
126,815.494873,813.587158,148.517395,819.805298,1031.038574,268.698395,783.757080,702.003296,125.869232,786.973877,1076.546021,439.905090,812.174744,714.739563,121.665871,,,,,,,,,,,,,,,
127,814.747070,814.363647,150.584213,819.694885,1032.640381,269.154572,783.180176,702.871094,127.887062,786.937195,1077.673828,440.207306,811.608154,715.274353,123.597168,,,,,,,,,,,,,,,
128,814.300964,815.408325,151.924881,819.542847,1034.089844,269.598236,782.380859,703.832397,130.513168,786.661438,1078.885498,440.773926,810.644104,716.402771,126.120140,,,,,,,,,,,,,,,
129,813.518921,816.820557,154.083359,819.187256,1035.617432,270.650177,781.506958,704.900818,132.197372,786.774597,1080.040039,440.838470,810.307556,717.724792,127.890297,,,,,,,,,,,,,,,
130,813.278198,817.751526,155.735046,818.864136,1037.243042,271.345123,780.705811,705.959412,134.342911,786.952637,1081.119263,440.933960,809.392395,718.486511,130.382706,,,,,,,,,,,,,,,
131,812.789307,818.158325,157.552017,818.716736,1038.738525,271.723511,779.839966,706.751526,136.621948,787.114990,1082.356934,441.245880,808.937317,719.021362,132.468658,,,,,,,,,,,,,,,
132,812.152771,819.555725,159.611923,818.692993,1040.438110,272.069702,778.862976,707.849243,139.010666,787.057739,1083.430542,441.478302,808.109131,720.222351,134.751801,,,,,,,,,,,,,,,
133,811.603455,821.149536,161.069504,818.508057,1041.916260,272.557831,777.845398,708.927124,141.440628,787.158020,1084.529907,441.844421,807.010437,721.805786,137.048401,,,,,,,,,,,,,,,
134,810.809265,822.228699,162.947662,818.306580,1043.570557,273.437531,777.077759,710.017883,143.509842,787.164795,1085.717285,442.223053,806.093628,722.808105,138.996262,,,,,,,,,,,,,,,
135,810.399719,823.381714,164.469162,818.026855,1045.000977,274.207794,776.354065,711.656189,145.641479,787.088074,1086.878418,442.227692,805.532227,723.465088,141.861679,,,,,,,,,,,,,,,
136,809.841370,824.652832,166.974365,817.563416,1046.786377,274.757721,775.375793,712.901123,147.905472,786.994934,1087.995850,442.681061,804.943359,724.664917,143.474304,,,,,,,,,,,,,,,
137,809.104126,825.806335,168.792099,817.347046,1048.283569,275.170715,774.945007,714.004272,149.721191,786.873413,1089.169800,443.156860,803.710693,726.213623,145.627792,,,,,,,,,,,,,,,
138,808.201782,826.928650,170.439011,817.245850,1050.114990,275.963684,774.047852,715.524841,152.149979,786.752319,1090.405518,443.566986,802.805786,727.313782,147.511459,,,,,,,,,,,,,,,
139,807.372864,828.662231,171.906006,817.058472,1051.717896,276.788208,772.644775,716.918945,154.280777,786.991089,1091.552368,443.949005,801.714539,728.443665,149.604889,,,,,,,,,,,,,,,
140,806.791077,829.708679,173.410233,817.055054,1053.516968,277.142639,771.748474,718.160706,156.372452,787.012573,1092.707642,443.959961,800.841797,730.104004,151.549515,,,,,,,,,,,,,,,
141,806.040955,830.977905,175.576019,816.864929,1055.239014,277.608917,770.819580,719.756042,157.980896,787.020203,1094.016479,444.129822,799.453247,731.266541,153.500427,,,,,,,,,,,,,,,
142,805.325012,832.527405,177.148224,816.545776,1057.094116,278.014404,769.849365,720.986572,160.018555,786.989563,1095.109863,444.641846,798.731140,732.601990,155.447006,,,,,,,,,,,,,,,
143,804.593384,833.828918,179.166473,816.414185,1058.630615,278.565247,768.854614,722.445496,162.038589,786.900757,1096.258911,445.109924,797.742493,734.067871,157.535019,,,,,,,,,,,,,,,
144,803.851318,835.156738,180.763977,815.866394,1060.575317,279.474823,767.190735,723.851563,164.642288,786.922241,1097.582764,445.362640,796.988098,735.197144,159.379044,,,,,,,,,,,,,,,
145,802.707764,836.825989,182.391525,816.184509,1062.394775,280.425659,765.876831,725.405579,166.907928,786.657288,1098.916870,446.046722,795.914490,736.771973,161.992249,,,,,,,,,,,,,,,
