Präzision01159
Date:,2025/05/06
Time:,14:18:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
18,755.765991,1065.639404,351.500519,815.978699,652.415039,76.003395,789.850708,638.808716,70.566620,802.050537,754.964172,91.302681,755.922180,1011.384399,207.140945
19,756.257507,1065.945801,351.351593,816.076111,652.378113,76.037956,789.854309,638.797058,70.544762,802.057312,754.963318,91.307671,755.961548,1011.393738,207.208313
20,756.663879,1066.292480,351.254456,816.131653,652.341675,76.059158,789.905273,638.788208,70.665123,802.179749,754.942566,91.425728,755.955322,1011.476318,207.242386
21,756.830933,1066.539917,351.289307,816.115234,652.416931,76.065918,789.886536,638.868164,70.689217,802.223450,754.976440,91.448944,755.698914,1011.642517,207.630203
22,757.116455,1066.844116,351.396301,816.170227,652.422058,76.134819,789.821472,638.909790,70.731857,802.193542,754.995789,91.386742,755.497986,1011.760803,207.777374
23,757.428345,1067.176880,351.466278,816.208496,652.364624,76.149963,789.897583,638.994507,70.742279,802.172424,755.052063,91.487144,755.458008,1011.872070,207.766174
24,757.675537,1067.521118,351.522278,816.098755,652.479065,76.177933,789.802612,639.105164,70.801857,801.919067,755.013000,91.810387,755.467224,1012.066406,207.769684
25,757.857605,1067.912476,351.916382,816.064453,652.528809,76.224579,789.893799,639.319397,70.822388,801.885925,755.188049,92.168068,755.402100,1012.276123,207.780609
26,758.166504,1068.299316,351.968140,815.968140,652.587708,76.217064,789.917419,639.480286,70.851250,801.928650,755.335266,92.356705,755.244995,1012.500488,207.807785
27,758.443909,1068.639404,351.931366,815.843994,652.706543,76.285225,789.798706,639.545410,70.994080,802.053528,755.421265,92.502060,755.157288,1012.707947,207.901688
28,758.424988,1069.021973,352.019043,815.744507,652.895691,76.313225,789.615967,639.782471,71.025536,802.116577,755.618958,92.613083,755.058289,1013.091553,207.936798
29,758.525757,1069.382446,352.190277,815.576538,653.036987,76.509987,789.487488,640.049988,71.182098,802.158936,755.891357,92.792732,755.028198,1013.603333,208.165222
30,758.944153,1069.882935,352.354340,815.670044,653.196899,77.084335,789.427856,640.600037,71.921478,802.333679,756.162720,93.094063,754.893127,1014.262085,208.346039
31,759.304810,1070.446167,352.369324,815.468201,653.632996,77.716827,789.273132,640.927917,72.584190,802.206482,756.575928,94.010429,754.948364,1014.913818,208.494797
32,759.675598,1071.065430,352.395020,814.778320,654.142090,78.896278,788.856445,641.347290,73.403664,801.963928,756.875854,94.998985,755.271362,1015.517822,208.641663
33,759.975525,1071.726685,352.377380,814.683594,654.659546,80.340462,788.530640,641.905212,74.213318,802.070251,757.480103,96.486900,755.480835,1016.330627,208.671860
34,760.337036,1072.609497,352.396484,814.998352,655.229675,81.444237,788.544250,642.667725,75.393265,801.999207,758.083069,97.598610,755.587646,1017.438843,208.707901
35,760.600464,1073.502075,352.503113,814.848389,655.771973,82.538185,788.357117,643.459961,76.961235,801.920532,758.701538,98.345154,755.710754,1018.772278,208.443710
36,760.827576,1074.495483,352.655670,813.856506,656.456238,84.416130,788.137207,643.888123,78.757401,801.804749,759.596741,99.258224,755.695679,1020.015808,208.248428
37,761.011475,1075.423828,352.961823,814.342957,657.042603,86.799187,788.204712,644.484680,81.018944,801.682068,760.358154,101.244530,755.505249,1021.619629,208.218002
38,761.175598,1076.264038,353.207611,814.048218,657.905762,89.014877,788.189392,645.393066,82.816566,801.555542,760.902832,103.460159,755.302551,1023.210022,208.075211
39,761.060303,1077.410889,353.697388,813.786804,659.017944,91.303009,787.732727,646.525940,85.416374,801.469360,762.107910,105.233017,754.898621,1024.571167,208.744736
40,761.369385,1078.597534,354.179413,813.591553,659.850708,93.929146,787.807800,647.325012,87.646538,801.349365,763.352173,107.093956,754.624695,1026.313232,209.424957
41,761.766113,1079.775513,354.135529,813.582947,660.773804,96.661514,787.502991,648.165161,90.427841,801.564148,763.992737,109.267990,755.167786,1027.804688,209.472565
42,762.188904,1081.162964,354.330566,814.146057,661.582581,99.748215,787.726929,649.135864,93.261681,801.436401,765.200867,111.710846,755.494934,1029.751343,209.278168
43,762.625488,1082.624023,354.888306,813.801208,663.003723,102.304970,787.438232,650.496948,95.850456,801.178528,766.476929,113.969772,755.307434,1031.680908,209.181580
44,762.815125,1084.165527,355.236938,813.721558,664.350220,104.887451,787.775330,651.331726,98.960823,801.330872,767.598938,116.335983,754.997498,1033.694092,209.358765
45,763.001465,1085.679077,355.351349,813.690247,665.265198,108.148254,787.521179,652.361633,102.085228,801.036682,768.898254,118.902214,754.658630,1035.827148,209.599197
46,763.307678,1087.078003,355.291748,813.247253,667.119812,111.260361,787.794250,653.664185,105.259933,800.883484,770.326660,121.358498,754.624023,1037.743042,210.567627
47,763.605469,1088.862183,355.763428,813.254028,668.099976,114.167603,787.161743,654.845581,108.004799,800.596680,771.494263,124.289291,754.501160,1039.935059,211.085678
48,763.544983,1090.707520,356.870819,813.098877,668.966431,117.660271,787.315552,656.328369,111.328011,800.214844,773.065491,126.936249,754.288025,1041.986694,211.324600
49,763.820984,1092.470947,357.610809,813.172119,670.692566,120.803139,787.132019,657.765930,114.384293,799.967773,774.415833,129.828400,754.137268,1044.326050,211.741257
50,764.241821,1094.271362,357.857300,812.709717,672.228821,124.015190,786.823730,659.234131,117.775032,799.320801,776.096619,132.719101,753.496582,1046.783936,212.571655
51,764.442078,1096.148560,358.170166,811.967285,673.752136,127.615898,786.708618,660.943848,121.007698,798.760254,777.675476,135.323090,753.487122,1048.982544,212.921448
52,764.511230,1098.025024,358.807648,811.738281,675.675110,130.523422,786.210388,662.556824,124.301308,798.226257,779.408264,138.640076,753.169434,1051.517090,212.934250
53,764.789612,1099.844238,359.683502,811.389404,677.439392,134.247986,785.424194,664.379028,128.102951,797.355103,781.236633,141.534576,752.860657,1054.209229,213.449249
54,765.266357,1102.095947,360.404358,810.393738,679.351318,137.663055,784.957642,666.131775,131.668304,796.847839,783.354492,143.906158,752.561035,1056.801147,214.477966
55,765.402649,1104.211304,360.966583,809.757935,681.311096,141.543579,784.517395,668.175598,134.556595,795.957214,785.134521,147.492569,752.293518,1059.409302,214.930984
56,765.286743,1106.175293,361.876678,808.900452,683.614868,144.387268,783.692444,670.329956,137.873978,794.852966,787.384216,150.436996,751.767456,1062.148193,215.350616
57,765.431152,1108.267700,362.600006,807.762329,685.577087,147.580872,782.539856,672.270264,141.915024,793.670471,789.733765,153.135651,751.261719,1065.292236,215.472977
58,765.960449,1110.374634,362.910614,806.982056,687.949890,151.373199,781.075562,674.657532,145.087433,792.642517,791.652100,156.630066,751.366516,1068.214722,216.189575
59,766.225342,1112.744385,363.822632,805.208374,690.208130,154.963028,780.096252,676.846497,148.112656,791.195679,794.013489,159.898727,750.851624,1071.181030,216.692764
60,766.585754,1114.927979,364.492767,804.082275,692.417664,158.350342,778.768127,679.282288,151.659164,789.905151,796.899902,162.234161,749.969971,1074.141724,217.642792
61,766.886169,1117.071289,365.123596,802.751099,695.373413,161.341797,777.455200,682.114502,154.743103,788.704102,799.346619,164.946991,750.134949,1077.158936,218.009537
62,767.426758,1119.479980,365.785919,801.310669,697.940613,164.281723,776.329163,684.696350,157.202652,787.246094,801.822021,167.920212,749.918884,1080.574341,217.921539
63,767.352783,1121.849731,366.719269,799.627075,700.749939,167.515762,774.678955,687.562073,160.522491,785.695984,804.553223,170.802383,749.889893,1083.897705,218.188339
64,767.657593,1124.223511,367.318939,797.575867,703.768372,170.398926,772.124329,690.270264,164.364700,784.283020,807.606873,173.326965,749.431641,1087.148193,219.135712
65,768.200134,1126.756470,367.641357,795.422363,706.367859,173.640015,770.148132,693.209351,167.514618,782.879089,810.758728,176.050995,748.417603,1090.532104,220.327576
66,768.467712,1129.156250,368.376465,793.578064,709.257690,176.645035,768.334839,696.099731,169.945221,781.314453,813.580200,178.588058,748.334229,1094.006226,220.723846
67,768.653564,1131.744507,369.281982,791.661133,712.214722,179.730743,766.385498,699.234863,172.752884,779.628357,816.591553,181.145691,748.230652,1097.654419,220.975052
68,769.249817,1134.181396,369.756012,790.035889,715.131165,182.301712,764.500732,702.204590,175.350632,777.870789,819.666321,183.543198,747.520691,1101.189575,221.539246
69,769.438660,1136.819214,370.730103,788.176636,718.176575,184.280289,762.168274,705.321960,177.716461,776.068176,822.857361,185.909775,747.383545,1104.565186,222.831680
70,769.654541,1139.285400,371.535461,785.797302,721.646240,186.421829,759.718689,708.573425,180.159912,774.185242,825.764587,188.215118,746.563049,1108.357178,223.525436
71,769.875061,1141.986206,372.280029,783.263794,725.314819,189.006546,757.755188,711.753540,182.611694,771.911194,829.013367,190.380920,746.722473,1112.041626,223.368607
72,770.130798,1144.260376,373.016571,781.283569,728.472046,190.755508,756.354004,715.313904,183.988922,769.680664,832.460938,192.326965,746.433167,1115.633911,224.370010
73,770.604065,1146.823853,374.036377,779.532288,731.514404,192.774399,753.850769,718.748413,186.339691,767.691467,835.922424,193.918900,745.646423,1119.403442,225.657166
74,771.284607,1149.567139,374.562164,777.105347,734.671997,195.035370,751.050293,722.255859,188.432343,765.439941,839.404541,196.003174,746.062378,1122.950684,225.794113
75,771.515198,1152.193481,375.581177,774.281006,738.318115,197.186356,748.422119,726.009033,190.017899,763.536682,843.030640,197.768692,745.392029,1127.045654,226.254898
76,771.739258,1154.570801,376.228149,771.673462,741.889038,198.269424,746.263428,729.627441,191.235046,761.712158,846.552795,199.442657,744.865906,1130.701782,227.089218
77,772.300659,1157.205566,376.804138,769.426697,745.911743,199.728989,743.521179,733.323730,193.272491,759.414429,850.040894,200.955200,744.780090,1134.485596,228.044601
78,772.503357,1159.648926,377.598846,766.822632,749.292114,201.653198,740.383667,737.183655,194.953659,757.178528,854.015625,201.797424,743.997803,1138.496826,228.920731
79,772.627563,1162.110107,378.780029,763.700806,753.157043,203.019440,738.039246,740.787292,196.370193,755.095825,857.604492,203.146271,743.876892,1142.275024,229.029633
80,773.162170,1164.577148,379.364685,761.059570,756.712402,203.976608,735.628662,744.453735,197.348572,752.861145,861.300659,204.748123,743.687317,1146.272095,229.935486
81,773.669739,1167.031982,380.172882,758.493896,760.362488,204.691315,732.471497,748.215515,198.948120,750.547729,865.122986,205.740067,742.971436,1150.138062,231.254654
82,774.106201,1169.604614,380.685577,755.790771,763.727539,206.406372,729.752930,752.138428,199.501129,748.131592,868.788574,206.906403,742.998230,1153.759521,232.051086
83,774.656189,1172.083008,381.234192,753.103699,767.668457,206.369095,726.669189,755.978882,200.154053,746.121582,872.750427,207.560730,742.953918,1157.707397,232.598648
84,774.923096,1174.426880,382.618713,750.450195,771.364441,207.358047,723.799011,759.868591,200.896576,743.709167,876.311340,208.249924,742.352844,1161.488159,233.415710
85,775.559998,1176.953735,382.897278,747.329956,775.260986,207.534348,721.118958,763.756897,201.321487,741.721313,880.013306,209.154022,742.688660,1165.036987,234.472443
86,776.141724,1179.246948,383.442566,744.411194,779.036987,207.864838,718.251404,767.600525,201.533096,739.093811,883.705322,209.382156,742.247009,1168.844360,235.588257
87,776.135071,1181.466309,384.410736,741.741455,782.440979,208.851028,715.600220,771.491272,201.627411,736.821472,887.432373,210.182114,741.957031,1172.539917,236.371521
88,776.903381,1183.900269,385.002625,738.887207,786.263977,208.252396,712.613281,775.012756,202.295761,734.255859,891.146240,210.559448,742.500122,1176.044434,236.467117
89,777.630005,1186.095459,385.797150,735.666260,790.017639,208.811401,709.511902,778.930420,201.718979,732.037964,894.985168,210.789398,742.204285,1179.853027,237.716110
90,778.239075,1188.075439,386.702393,733.017029,793.602600,208.921616,706.312805,782.822815,201.719940,729.403503,898.647705,211.326920,741.604187,1183.130615,238.885117
91,778.798340,1190.464478,387.428986,729.991455,797.177490,208.862289,703.303833,786.549133,202.104187,727.412964,902.324402,211.508606,741.711182,1186.702148,239.857452
92,779.065857,1192.591553,388.186646,726.849731,800.898193,208.245575,700.098267,790.199402,202.336868,724.853088,905.972778,211.481216,742.435059,1190.027466,240.489639
93,779.493408,1194.631958,388.898865,723.731934,804.616760,208.334473,697.469604,794.320618,201.586594,722.480103,909.361389,211.606979,741.527466,1193.692139,241.746353
94,780.189819,1196.852051,389.823914,721.438171,807.971924,208.581604,694.865295,798.180420,200.645813,720.122803,913.049561,211.618484,741.982361,1196.999756,242.307495
95,780.674683,1198.681152,390.487671,718.770935,811.535095,207.973129,691.524536,801.646790,201.173599,717.700623,916.595642,211.844437,742.301575,1200.118408,242.947342
96,781.035889,1200.606201,391.259674,715.736328,814.971558,207.386124,688.789307,804.916870,200.973312,715.923584,920.166687,211.371613,743.176758,1203.016602,243.578613
97,781.709595,1202.601318,391.516479,713.057678,818.565918,206.825745,686.299316,808.936646,199.979355,713.912598,923.454773,211.351135,742.933594,1206.275391,244.905273
98,782.176636,1204.529907,392.307800,710.132385,822.191467,206.827286,683.648499,812.666748,199.216385,712.149536,926.764465,211.331909,742.474304,1209.330322,246.009964
99,782.634399,1206.253540,393.188324,707.492371,825.472656,206.571548,681.120056,816.112305,198.538940,710.207581,930.195923,211.203629,742.850647,1212.168823,246.653061
100,783.492676,1208.122681,393.605377,705.247192,828.783081,205.511353,678.227356,819.818787,198.524246,708.367371,933.539856,211.271088,743.234497,1215.368896,247.275497
101,783.777832,1209.917236,394.168274,702.861816,832.287415,204.708984,676.050049,823.399841,197.732468,706.484192,936.754028,210.869965,743.485474,1218.157959,247.800827
102,783.615295,1211.476929,395.029938,700.411255,835.660706,204.299271,673.993958,826.761292,197.067993,704.965942,939.743958,211.067825,743.596741,1221.021484,248.572235
103,784.194824,1213.194946,395.718903,698.590271,838.911560,203.783020,671.216309,830.014404,197.060410,703.255859,942.927185,210.525726,743.453369,1223.693237,249.485382
104,784.933228,1214.754517,396.005676,696.443848,841.856079,203.186157,668.551331,833.066956,197.297592,701.209473,945.982788,210.908264,744.021118,1225.921143,250.001633
105,785.494690,1216.134399,396.396271,694.394714,844.597778,203.394989,666.504944,835.987610,197.042435,699.926514,948.838379,210.779114,744.504944,1228.468750,250.736435
106,785.783386,1217.639771,397.249786,692.182434,847.472656,202.868759,664.730652,839.173279,196.398773,697.905457,951.715637,210.363419,744.730286,1230.842407,251.806442
107,786.091125,1219.105347,398.108154,690.504761,850.403137,202.141312,662.537415,842.318359,195.966446,696.768982,954.242432,210.385483,744.768799,1232.870605,252.526474
108,786.432068,1220.589111,398.636200,688.760803,853.073486,201.720810,660.417297,845.208801,195.407471,695.414673,957.072693,209.923691,744.629272,1235.621826,253.148941
109,786.592957,1221.881226,398.846069,686.292175,855.476868,201.879211,658.939392,847.907776,194.508636,693.892456,959.869385,209.608780,744.945007,1237.885254,253.534119
110,786.982971,1223.137695,399.254822,684.394531,857.986755,201.885361,657.684570,850.704651,193.309784,692.754028,962.139038,209.609924,745.258789,1239.973511,254.133087
111,787.875854,1224.505859,399.622162,682.684326,860.618042,200.982605,655.548584,853.039429,193.249268,691.047852,964.671570,209.590027,745.652954,1241.832642,254.635254
112,788.606812,1225.708374,399.899963,681.288208,862.750671,200.501694,653.460754,855.559937,193.437164,690.089111,966.807861,209.187317,746.250488,1243.706055,255.028259
113,789.281433,1226.701660,399.786926,679.475098,865.471130,199.817139,652.156982,857.908875,192.307678,688.964478,969.005127,209.067383,746.525391,1245.469482,255.498047
114,789.603149,1227.748413,400.072296,677.583191,867.410156,199.667130,650.242493,860.218201,192.303192,687.754822,971.259277,208.647202,747.028748,1247.217896,256.123627
115,790.055237,1228.561279,400.549438,676.218872,869.511169,199.288956,648.691956,862.158752,191.867401,687.001770,973.219971,208.312149,747.848206,1248.568237,255.853546
116,790.418579,1229.456299,400.722504,674.864197,871.572510,198.725464,647.586731,864.479797,190.901962,686.132568,975.105225,208.192276,748.419617,1250.265503,255.929169
117,790.717041,1230.392944,400.938629,673.656250,873.340210,197.985931,646.327393,866.621948,190.231613,685.094788,976.809326,207.990372,748.735535,1251.530029,256.083069
118,791.170044,1231.370239,401.261963,672.671936,875.280762,197.405045,644.800598,868.567749,190.317368,684.253052,978.776855,207.601089,748.997681,1252.987793,256.679840
119,791.358582,1232.105347,401.505402,671.711060,876.778992,197.283340,644.332153,870.147827,189.173508,683.775330,980.185730,207.393021,748.781616,1254.259155,257.613617
120,791.530762,1232.781616,401.931824,670.895325,878.316711,196.296341,643.050354,871.900269,188.764191,683.207458,981.719849,207.128098,748.929749,1255.477051,258.033569
121,791.679749,1233.428833,402.337769,670.031860,880.041443,195.523239,642.064941,873.531555,188.629791,682.151306,983.130493,207.112564,749.333191,1256.622925,258.281464
122,791.974487,1234.163940,402.462524,669.346130,881.149963,195.496017,641.851929,874.949219,187.234055,681.594299,984.408569,206.478760,749.398743,1257.783569,258.567047
123,792.379028,1234.811646,402.588745,668.695984,882.289673,194.935364,640.681946,876.244568,187.097031,681.092102,985.738525,206.148560,749.289185,1258.717285,258.991272
124,792.678284,1235.531128,402.890900,668.002136,883.951416,193.936279,639.464233,877.488281,187.287857,680.677795,986.817627,206.274994,749.415649,1259.697510,259.275574
125,792.855713,1236.107056,403.119659,667.385132,884.989380,193.318848,639.381348,878.681641,186.212524,680.468079,987.824707,206.078934,749.920471,1260.496704,259.226898
126,792.944397,1236.524780,403.150421,667.107544,885.656799,193.251495,639.555664,879.664368,184.955948,679.970520,988.860046,205.438828,750.307373,1261.365967,259.483215
127,793.133606,1237.015137,403.154480,666.637390,886.581177,192.798660,639.402649,880.760925,184.150879,679.661865,989.837341,204.861542,750.524170,1262.089600,259.830139
128,793.370728,1237.545532,403.192474,666.119995,887.931824,191.846085,638.333801,881.715515,184.527496,679.133118,990.785156,204.462173,750.371948,1262.713013,259.986450
129,793.656189,1238.061035,403.237915,665.762573,888.880798,191.307343,638.492004,882.586731,183.120499,678.880005,991.615234,204.256683,750.481384,1263.389648,260.074738
130,793.877441,1238.498779,403.278625,665.432922,889.489319,190.758560,638.327332,883.357483,182.583954,678.719177,992.198181,204.095108,750.674622,1264.064941,260.121552
131,794.312866,1238.784180,403.206726,665.345520,889.872986,190.586044,637.979492,884.033203,182.136673,678.885315,992.839111,203.672256,750.720337,1264.713745,260.301300
132,794.227112,1239.084595,403.299774,665.042725,890.507996,190.077850,637.877930,884.717041,181.456421,678.945923,993.467651,203.230042,750.772034,1265.082153,260.363159
133,794.241943,1239.407104,403.280121,664.940979,891.255554,189.106171,638.032654,885.562195,180.279541,678.744324,993.986755,202.662506,750.902100,1265.430786,260.369415
134,794.373108,1239.637329,403.135712,664.521912,891.911499,188.552811,638.202881,886.190002,179.396576,678.586426,994.499878,201.977631,751.135803,1265.684204,260.271027
135,794.895142,1239.740601,402.961243,664.523132,892.444397,187.927460,637.766602,886.546326,179.313644,678.607544,994.958496,201.192245,751.285950,1265.875854,260.171539
136,794.814148,1240.071899,403.032410,664.764954,892.882690,186.948761,637.251526,886.737061,179.241013,678.502502,995.214111,200.868820,751.533325,1266.088013,259.990723
137,794.798035,1240.244873,403.044891,664.967773,893.061096,186.007309,636.925537,886.971008,178.849411,678.429443,995.546692,200.524826,751.489197,1266.320190,259.996246
138,794.833191,1240.386597,402.998260,665.048035,893.250427,185.469177,637.266113,887.358459,177.811081,678.509216,995.839539,200.291290,751.604980,1266.474365,259.940369
139,794.917969,1240.504639,402.913971,665.088684,893.436768,184.890732,637.609680,887.190308,177.207611,678.552246,996.081421,199.756287,751.544006,1266.761841,259.837860
140,794.946594,1240.627075,402.869293,665.164612,893.597290,183.951614,637.670898,887.187500,176.913437,678.664124,996.177185,199.163239,751.545288,1266.890137,259.798523
141,794.980591,1240.657715,402.813965,665.305298,893.816772,183.010086,637.952942,887.761475,175.417099,678.693726,996.254822,198.758057,751.590881,1267.009644,259.763855
142,794.921204,1240.768677,402.684082,665.822754,893.906555,181.988342,637.837158,887.860352,174.831833,678.716309,996.541138,198.240082,751.689697,1267.087891,259.600647
143,794.905518,1240.831421,402.538757,666.200317,894.162109,181.218521,638.256470,887.999146,173.997360,678.992004,996.668335,197.651260,751.635376,1267.182739,259.559448
144,794.847534,1240.836792,402.430939,666.270386,894.205139,180.743378,638.762817,888.078552,173.206940,679.137085,996.713989,197.281494,751.421753,1267.292114,259.752838
145,794.865723,1240.856934,402.358337,666.598938,894.271423,180.269516,639.055786,888.210205,172.522202,679.120361,996.863831,196.730240,751.238220,1267.426514,259.512512
146,794.879089,1240.955688,402.286194,666.826599,894.413940,179.636978,639.481567,888.444275,171.476318,679.233154,996.971252,196.228867,751.529297,1267.311279,259.243042
147,794.827148,1240.918335,402.150574,667.003967,894.564758,178.994843,639.877197,888.619019,170.635574,679.436035,997.011292,195.664291,751.322937,1267.415527,259.275146
148,794.963318,1240.905762,401.889587,667.506104,894.507751,178.322006,639.897339,888.593689,170.133682,679.636292,997.087769,195.007339,751.054871,1267.526123,259.432495
149,794.976318,1240.934448,401.747803,667.631409,894.586853,177.658890,640.565613,888.671021,168.839584,679.721313,997.095581,194.360825,751.342468,1267.360474,259.060272
150,794.860535,1240.937134,401.673370,667.715149,894.628784,176.857666,640.772339,888.544067,168.190323,679.686157,997.088318,193.904175,751.492432,1267.317139,258.760010
151,794.812683,1240.951782,401.598206,667.844727,894.664612,176.337433,640.777649,888.537354,168.004501,679.552979,997.108826,193.547577,751.454041,1267.256714,258.645538
152,794.725891,1240.894409,401.455231,667.916870,894.645203,175.837509,640.912537,888.633179,167.608963,679.918152,997.185059,192.848755,751.432312,1267.206543,258.525024
153,794.584656,1240.884033,401.331482,668.104858,894.561584,175.235519,641.011902,888.635803,167.112747,680.187500,997.288452,192.183182,751.404663,1267.196655,258.406433
154,794.480286,1240.970581,401.055878,668.427612,894.498535,175.003998,641.012756,888.798706,166.791672,680.398132,997.267944,191.709335,751.435486,1267.125977,258.329254
155,794.449524,1240.888916,400.979980,668.563660,894.619141,174.100845,640.929260,888.528992,166.614670,680.565735,997.237976,191.381119,751.351624,1267.145874,258.190643
156,794.322510,1240.907349,400.853302,668.783630,894.746094,173.235626,641.149963,888.281616,166.315216,680.709473,997.193909,191.042068,751.362305,1267.074829,258.023865
157,794.125732,1240.907349,400.721802,668.837463,894.797302,172.574234,641.790161,888.735229,164.440262,680.993713,997.145386,190.736130,751.405884,1267.104614,257.853149
158,793.962891,1240.904297,400.669678,669.087524,894.863770,172.169235,642.288574,888.845642,163.311676,681.240234,997.057983,190.345932,751.420105,1267.041382,257.716003
159,793.852234,1240.917847,400.597412,669.065796,894.864197,171.759125,642.239197,888.673218,162.946213,681.302673,997.006836,190.033920,751.464233,1267.079468,257.528076
160,793.746521,1240.890137,400.440216,669.295044,894.967651,171.158890,642.125427,888.477478,163.043365,681.310181,996.990784,189.857269,751.436829,1267.050781,257.328156
161,793.595398,1240.896118,400.263458,669.542908,894.834290,170.889160,642.156189,888.489197,162.903641,681.238586,997.036438,189.539948,751.434204,1267.044312,257.179932
162,793.467529,1240.881104,400.240570,669.428101,894.605835,170.197601,642.487183,888.642151,162.286819,681.553833,997.044800,188.841324,751.390564,1267.000366,256.935822
163,793.382263,1240.877319,400.191895,670.238647,894.752625,169.257965,642.836853,888.833618,161.611176,681.839478,997.021240,188.197495,751.385925,1267.011353,256.753387
164,793.346741,1240.902588,400.089935,670.740540,894.829956,168.760910,643.529175,888.868774,160.567642,681.973022,997.079468,187.897690,751.292358,1266.936279,256.565277
165,793.316956,1240.882324,400.009216,670.900940,894.847778,168.248276,643.837524,888.862671,159.845047,682.134399,996.985840,187.278839,751.293030,1266.947632,256.380219
166,793.299438,1240.864868,399.881348,671.011414,894.855286,167.927948,644.080933,888.925903,159.276230,682.451416,996.918884,186.942688,751.181519,1266.961182,256.171539
167,793.157715,1240.863892,399.843475,671.163696,894.772156,167.545471,643.899536,888.777466,159.236115,682.769104,996.872864,186.494492,751.305420,1266.871826,255.831329
168,793.050720,1240.854370,399.772034,671.337830,894.718689,167.147232,643.921753,888.667847,158.762344,682.838013,996.866882,186.139908,751.319336,1266.873901,255.666122
169,792.905579,1240.944702,399.454041,671.492188,894.621948,166.622330,644.393616,888.723755,158.218353,682.987610,996.788635,185.864441,751.300842,1266.809326,255.540527
170,792.770569,1240.982300,399.217743,672.025146,894.699646,165.761719,644.622803,888.852661,157.719742,683.337219,996.838013,185.297668,751.287048,1266.803711,255.492523
171,792.672791,1240.913818,399.125732,672.318481,894.865234,165.114151,645.118042,888.793396,157.019989,683.613220,996.847107,184.727692,751.217773,1266.819336,255.372528
172,792.462463,1240.784790,399.098694,672.416077,894.856995,164.651733,645.721680,888.884705,156.020111,683.759766,996.814026,184.418564,751.211853,1266.767944,255.260651
173,792.314758,1240.702393,398.579651,672.572327,894.852966,164.298386,645.803528,889.050964,156.092010,683.883118,996.832214,184.003494,751.356384,1266.807983,254.994797
