Präzision07
Date:,2025/05/06
Time:,14:08:48
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,795.498474,793.572083,121.906456,758.569641,1095.798218,370.187195,802.575256,694.415527,93.982567,742.113647,1042.960938,205.986572,780.729431,696.320313,77.446693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,795.949402,795.983398,124.874664,758.075806,1097.912354,370.467987,803.042297,696.757385,97.575462,741.640442,1045.684204,205.201202,782.295776,699.047607,81.219673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,796.015198,797.994568,127.860168,757.823120,1100.145752,370.851044,803.721375,698.310364,101.356430,741.207947,1048.831543,204.933441,776.891418,686.636536,94.651978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,796.064209,800.096191,130.730164,757.571167,1102.503296,371.021057,804.906555,700.711121,105.019760,740.712463,1051.751221,205.286728,776.830505,678.959229,104.412552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,795.908203,802.493835,133.785675,757.466797,1105.146973,371.619324,805.671204,702.445129,109.617569,,,,777.971069,679.744019,109.170158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,796.001160,804.529663,137.096939,757.507507,1107.834961,371.257385,806.678650,704.846619,113.591232,,,,779.570984,684.386780,111.614075,739.313354,1057.759644,205.195297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,796.042847,807.583862,140.352463,757.293762,1110.233521,371.169861,807.296753,707.133911,117.914474,,,,780.208862,694.055908,111.436378,738.211670,1060.820313,205.368713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,795.993713,810.238892,143.791626,756.819397,1112.788696,371.592712,807.882446,709.464539,122.069695,,,,780.477173,697.881165,115.028503,737.474060,1064.108398,205.685928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,795.765686,812.737549,146.555466,756.439514,1115.555420,371.987610,808.344482,712.210205,125.687111,,,,781.497437,699.771729,118.924835,737.355347,1067.646851,205.407776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,795.771240,815.456482,150.105896,756.326965,1118.361572,372.205566,808.273010,714.743591,129.859283,,,,781.496399,701.963562,123.567787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,795.196838,818.562744,153.545746,756.308594,1121.271240,372.195099,808.109131,717.826904,133.772720,,,,781.585327,704.507324,127.779076,,,,736.030212,1074.805786,205.488129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,795.133850,821.463623,156.328506,756.275757,1124.005615,372.373047,808.892273,720.963745,137.567902,,,,782.017151,707.189331,131.526062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,794.851379,824.415710,160.004440,755.794617,1126.651855,373.005920,808.645935,723.451538,141.209045,,,,781.950989,709.980042,136.051010,,,,,,,734.836304,1081.892700,205.320480,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,794.400330,827.572876,163.155930,755.275879,1129.393188,373.707062,808.260376,726.345459,145.588745,,,,781.227661,713.021301,140.045288,,,,,,,734.392578,1085.458862,205.643372,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,793.775391,831.062500,166.108978,755.520081,1132.524414,374.003998,808.222778,729.416016,149.552658,,,,781.603943,716.166809,143.492462,,,,,,,733.630798,1089.032593,206.273636,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,793.004700,834.263916,168.845016,755.836182,1135.434082,373.626007,808.084229,733.125916,152.944748,,,,781.312683,719.397766,147.208221,,,,,,,732.601074,1092.736328,206.447296,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,792.145203,837.582458,172.183243,755.343567,1138.139160,374.224091,807.480713,736.393066,156.620346,,,,780.601746,722.614807,151.318756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,791.788147,840.786621,175.179153,754.689209,1140.826782,375.328674,806.587891,739.457581,160.379272,,,,779.601257,725.703796,155.258759,,,,,,,,,,731.274414,1100.061646,207.117401,,,,,,,,,,,,,,,,,,,,,,,,
19,790.794922,844.164001,177.616882,754.775452,1143.718384,375.807159,805.611389,742.492615,163.819244,,,,778.639160,728.979492,158.917191,,,,,,,,,,730.994141,1103.598755,206.834244,,,,,,,,,,,,,,,,,,,,,,,,
20,789.855530,847.696838,179.891479,755.232910,1146.633179,375.797668,804.916748,745.940796,166.794174,,,,777.572754,732.304688,162.074509,,,,,,,,,,730.507263,1107.358643,207.149277,,,,,,,,,,,,,,,,,,,,,,,,
21,788.773682,851.382324,182.803955,755.174316,1149.731079,376.440186,803.924438,749.629456,169.902359,,,,777.168884,735.803467,164.601807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,787.765137,854.848328,185.534286,754.658752,1152.621826,376.816711,802.273438,753.203064,172.569260,,,,775.616211,739.248291,167.871750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,786.511169,858.527649,188.333588,754.413696,1155.382202,377.452423,800.842957,756.362366,175.537689,,,,773.867432,742.319336,171.516769,,,,,,,,,,,,,728.746582,1118.696533,207.864792,,,,,,,,,,,,,,,,,,,,,
24,785.452454,861.883789,190.567917,754.553589,1158.399048,378.225433,799.409607,759.894775,178.196869,,,,772.310303,745.713745,174.280945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,783.980347,865.319885,192.631744,754.327148,1161.339844,379.045715,797.898254,763.150635,180.540894,,,,770.962341,749.417480,176.451828,,,,,,,,,,,,,,,,727.700562,1126.364258,208.284134,,,,,,,,,,,,,,,,,,
26,782.603516,868.699646,194.613373,754.435852,1164.320557,379.246033,796.368347,766.321716,183.241318,,,,769.279114,752.904541,179.100189,,,,,,,,,,,,,,,,727.378418,1130.186523,208.830536,,,,,,,,,,,,,,,,,,
27,781.005981,872.364868,196.709579,754.402832,1167.167969,379.555420,794.291565,769.934143,185.629440,,,,767.341919,756.293335,181.585815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,779.383545,875.999695,198.418320,754.340027,1170.156616,380.319763,792.397522,773.736450,187.030960,,,,765.394226,759.882141,183.425095,,,,,,,,,,,,,,,,,,,726.789307,1137.929321,209.652176,,,,,,,,,,,,,,,
29,777.545715,879.662476,199.922287,754.382568,1173.181885,380.965179,790.416016,777.330566,188.978317,,,,763.037964,763.518982,185.568253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,775.617371,883.363953,201.635101,754.833069,1176.107300,381.060883,788.079285,780.601318,191.297470,,,,760.663452,767.176270,187.584915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
