Präzision01160
Date:,2025/04/26
Time:,16:01:11
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,894.475647,994.955933,311.990204,828.030212,987.792419,204.046875,808.529358,675.536621,97.962349,805.943604,771.610596,127.745644,790.282715,676.367004,85.257523,,,
2,894.639893,996.286621,311.943390,828.075256,990.202820,204.130096,807.309021,677.568542,100.818779,805.141968,773.524719,129.022858,789.605408,678.127380,87.668327,,,
3,894.912903,997.389221,311.796936,828.478333,992.155762,204.113525,806.613647,679.055481,102.804871,804.634460,775.503662,131.345108,788.495117,680.248779,89.451393,,,
4,894.845459,998.836548,311.831573,828.421387,994.932007,204.726608,804.689880,681.635498,104.692368,803.980713,777.654236,133.124939,786.880493,682.470764,91.782677,,,
5,894.506348,1000.183716,311.961792,828.027527,997.354736,204.933990,804.051514,682.873779,108.239944,803.247009,779.797852,134.947464,786.081909,683.583496,94.998123,,,
6,894.277222,1001.693420,311.639801,827.959778,1000.271423,204.800140,803.642761,685.094727,110.536346,802.619202,782.343689,136.828369,784.859436,685.882507,97.739586,,,
7,894.270081,1003.530640,311.496582,828.448303,1002.833679,204.731628,802.672668,686.928101,113.665199,801.644226,784.420532,138.503723,784.054749,687.603516,100.644165,,,
8,894.368042,1005.082031,311.437561,828.548279,1005.294312,204.855728,801.182800,689.526917,115.988411,800.527527,787.268250,140.286530,783.023926,691.101440,102.026451,,,
9,894.445190,1006.874268,311.375824,828.337524,1008.328003,205.147278,800.115356,691.835999,117.998497,799.629028,789.568420,142.761627,782.686829,693.016846,104.780464,,,
10,894.610962,1008.645081,311.032135,828.441284,1011.035583,205.158066,799.092285,694.050354,120.904335,799.053955,791.883911,144.830338,781.210815,695.168762,108.572594,,,
11,894.608215,1010.495850,311.015259,828.579590,1014.205627,205.322815,798.003357,696.623474,123.697517,798.222961,794.795410,147.116394,780.351257,697.646729,110.901878,,,
12,893.871643,1012.117920,311.412170,828.986084,1017.107117,205.365417,796.772461,699.274414,126.156120,797.255432,797.243286,149.056091,779.182007,700.534485,112.530815,,,
13,893.555542,1014.231323,311.703613,828.607483,1020.097534,206.214981,795.543518,701.836060,128.347733,796.409302,800.194153,151.138092,777.713379,703.712769,115.001076,,,
14,893.305298,1016.060547,312.102051,828.337402,1023.116577,206.435089,794.300293,704.396851,131.088455,795.248840,803.471558,153.293472,770.662170,690.867065,127.854301,,,
15,893.553162,1017.915161,311.947266,829.054138,1026.204590,205.918015,793.023865,707.159485,133.282867,794.001343,806.295471,155.038681,767.097473,680.496826,138.415329,,,
16,894.133362,1019.643738,311.408447,829.353577,1029.525024,206.558121,791.408020,710.328857,135.975342,792.735779,809.025757,156.881012,765.225647,674.464539,145.462280,,,
17,894.258972,1021.763916,311.562378,829.068542,1032.435181,207.635208,790.026367,713.182312,138.794708,791.621826,812.274780,158.943558,,,,766.473999,699.387146,135.338654
18,894.085571,1023.527832,312.107330,828.792603,1035.658203,208.466034,789.133423,715.598450,141.160904,790.202026,815.544006,160.739700,,,,765.723145,702.393188,137.100754
19,893.528687,1025.559692,312.936432,829.082703,1039.027466,208.634369,787.697083,718.508545,143.914169,789.222107,818.546692,162.443024,,,,764.049805,705.720886,139.505341
20,893.150757,1027.429077,312.952209,829.252197,1042.151489,208.491959,786.043396,721.899658,146.274612,787.900757,821.550232,164.680679,,,,762.414429,708.772461,142.226334
21,893.060547,1029.374634,312.873627,829.415039,1045.217896,208.925797,784.672302,724.876099,147.992630,786.490173,824.495422,166.347870,,,,760.652832,711.677002,144.208481
22,893.477905,1031.097534,312.923462,829.461670,1048.321533,209.854660,782.772095,727.734741,150.007431,785.130737,828.038818,168.252609,,,,758.862732,714.733459,146.672836
23,893.618591,1032.987427,313.318573,829.226318,1051.298584,211.005646,781.019043,731.129333,152.013397,783.546936,831.423889,170.329819,,,,757.919922,718.063721,148.216553
24,893.496216,1034.750610,314.022827,829.363281,1054.396729,211.583771,779.280884,734.710449,153.144363,782.477295,834.309814,171.810349,,,,756.615356,721.657715,150.150848
25,893.086792,1036.648315,314.985260,829.123291,1057.948608,212.482834,777.310791,737.838013,155.515121,780.950073,837.496521,173.448471,,,,754.480408,724.798462,152.682968
26,893.094727,1038.327881,315.385254,829.044617,1061.109497,212.943130,776.081543,740.671753,157.013550,779.530273,840.855713,175.250610,,,,752.153381,727.691345,154.305893
27,893.128967,1040.131348,315.643982,829.596313,1064.006348,213.430252,774.223877,743.993713,158.700943,778.193481,844.361572,177.052246,,,,750.285461,731.225464,156.188538
28,893.121887,1041.778198,316.027283,829.541626,1067.196411,214.405869,772.162842,747.485413,160.677536,776.461731,847.913147,178.474609,,,,748.730469,734.807434,157.103622
29,892.988770,1043.547607,316.615906,829.549866,1069.850586,215.142151,770.634033,750.881714,161.781631,774.975830,850.953674,179.949997,,,,746.779968,738.126282,158.853012
30,892.826660,1045.220459,317.629242,829.590027,1072.815796,216.109406,768.444275,753.979187,163.379929,773.228271,853.989929,181.782074,,,,745.068909,741.026245,160.241730
31,892.692993,1047.000122,318.509735,830.061401,1075.845337,217.164963,766.626892,756.976257,164.332977,771.891663,857.436707,182.801758,,,,742.657166,744.265930,161.792694
32,893.007813,1048.665405,318.549713,829.908875,1078.551025,218.119064,764.615234,760.332092,165.853088,770.073181,861.109619,184.380707,,,,740.343079,747.741150,163.161591
33,893.297302,1050.540039,318.970123,829.653381,1081.170532,219.371979,762.592407,763.816467,167.274719,768.601624,864.155579,185.343674,,,,738.607178,751.082031,163.621307
34,893.525391,1051.997925,319.198456,830.003967,1083.933838,219.980759,760.666748,766.890686,167.992279,766.934937,867.133423,186.402573,,,,736.628967,754.653198,164.891220
35,893.309509,1053.770142,319.819427,830.144958,1086.872314,220.964996,758.235962,769.946350,169.433823,765.263977,870.367371,187.299667,,,,733.886963,757.754211,165.505936
36,893.253296,1055.233154,320.495544,829.861633,1089.549927,221.978989,756.347778,773.290283,170.018478,763.220398,873.743591,188.865250,,,,731.407776,761.134216,167.364502
37,892.825012,1057.243286,321.252350,830.412659,1092.072388,222.075424,753.892639,776.688293,171.004318,761.780701,876.686218,190.090973,,,,729.683105,764.690063,167.915649
38,892.977722,1058.575439,321.673615,830.320374,1094.654419,223.405945,752.059265,780.003357,171.613602,760.494507,879.558899,190.884186,,,,727.648926,768.149902,167.860809
39,893.264587,1060.334473,322.248779,830.083435,1097.347046,224.644684,749.475891,782.768921,172.722595,758.653931,882.706238,191.641312,,,,725.679199,771.688721,168.975754
40,893.626831,1062.290283,321.716583,830.741028,1099.637451,225.010635,747.410828,786.044495,172.826508,756.786255,886.190613,192.462265,,,,722.987488,774.854431,169.953522
41,893.625854,1063.422241,322.968079,831.117737,1102.056396,225.906265,745.020264,789.386292,173.992233,754.754883,889.506409,193.166077,,,,720.767395,778.081299,170.376205
42,893.270813,1064.906616,324.018707,830.816895,1104.777100,226.975464,743.292419,792.580872,174.281723,753.560547,891.991638,193.792007,,,,718.513367,781.389282,171.265884
43,893.332275,1066.342407,324.687836,831.013123,1106.817627,227.449753,740.670288,795.352966,175.108978,751.714905,895.196228,194.769897,,,,716.230652,784.473145,171.895920
44,893.755249,1067.957275,325.201996,831.248962,1108.965576,228.050095,738.712158,798.692993,175.614777,749.980347,898.396179,195.491547,,,,713.844055,787.755554,172.255905
45,894.152893,1069.155884,325.644196,831.409302,1111.598267,229.424332,736.387817,801.994385,176.378067,748.703552,901.147583,195.582382,,,,711.469727,791.159363,172.964767
46,894.359924,1070.564575,326.125214,831.784668,1113.518433,229.886963,734.600891,804.657959,176.539902,747.244446,904.102783,196.203186,,,,709.700928,794.335083,173.435501
47,894.049316,1071.810547,326.694519,832.667114,1115.268799,230.780716,732.171265,807.744080,177.259247,745.691650,906.776184,196.907959,,,,707.568115,797.963562,172.846390
48,894.099548,1073.145264,327.196320,832.833496,1117.658203,231.665207,729.983887,810.836609,177.549591,743.860962,909.787781,197.895386,,,,705.490295,800.873352,173.731125
49,894.321838,1074.575562,327.561249,832.857178,1119.768921,232.236359,728.464539,813.851624,177.357483,742.240112,912.851807,198.657516,,,,703.570374,803.621521,174.024475
50,894.644104,1075.641235,327.842957,832.821533,1121.840698,232.991241,726.317261,816.365173,178.115860,741.190430,915.836243,198.149429,,,,701.821716,806.567261,174.407242
51,895.021118,1076.698853,328.280548,832.954712,1123.561157,233.849213,724.437012,819.370544,178.194214,739.633972,918.437744,198.915787,,,,699.407166,809.809631,174.661789
52,895.123169,1077.700195,328.560181,833.446777,1125.651855,234.525131,722.327148,822.774841,177.529587,738.317505,920.993286,199.505325,,,,698.173889,813.179016,173.980377
53,895.389282,1078.794922,328.847900,833.827698,1127.302246,235.001633,719.297546,825.800842,177.212540,737.061340,923.526733,199.543289,,,,697.130371,816.200867,172.721924
54,895.709045,1079.715698,329.294708,834.088074,1129.107788,235.912720,717.507996,828.825256,176.981506,735.666016,926.200806,199.738739,,,,695.070557,818.974243,172.704391
55,896.150269,1080.852051,329.408997,834.455444,1130.704834,236.943985,716.871765,831.060303,176.994766,734.356934,928.669006,200.353027,,,,693.711670,821.602783,172.491196
56,896.377319,1082.038940,330.022461,835.025635,1132.542114,237.258347,715.002319,833.577942,177.212311,733.012024,931.195740,201.174362,,,,691.635315,824.441406,172.909973
57,896.458557,1082.792358,330.678253,835.702148,1133.829712,237.079712,713.368408,836.262390,177.579636,731.993103,933.429626,200.524155,,,,688.651367,826.916321,174.713852
58,896.926025,1083.761719,330.465912,835.863953,1135.315918,237.566071,712.467163,838.345154,177.174500,730.578186,936.057678,200.213394,,,,686.024353,829.141235,175.392563
59,896.639893,1084.690674,331.135864,835.978149,1136.933472,238.275726,711.006958,840.874268,177.357590,729.363770,938.205688,200.390533,,,,684.265503,831.623474,175.405991
60,896.432190,1085.512573,331.506012,836.390686,1138.475586,238.795990,709.420837,842.656982,177.865448,728.078674,940.491638,201.203888,,,,683.256348,834.522888,174.423691
61,896.636719,1086.136719,331.600464,836.850220,1140.051514,239.199066,708.124329,844.930908,177.894135,726.835327,942.989624,201.106888,,,,681.883606,837.164673,173.923233
62,897.286682,1086.970337,331.752777,837.181824,1141.091797,239.436783,705.264893,847.942688,178.085815,725.855225,944.986816,201.047455,,,,681.531982,839.413086,172.757629
63,897.737793,1087.880127,332.052948,837.786804,1142.231323,239.419846,703.773132,850.227051,177.871246,725.163269,946.953064,201.442642,,,,679.712524,842.145386,172.787155
64,897.967407,1088.792603,332.237915,838.527832,1143.704590,239.210144,701.902771,852.586121,177.802200,724.200073,948.632446,200.881088,,,,678.654541,844.286560,172.370316
65,898.204529,1089.512695,332.363739,839.013184,1144.731201,239.735703,700.702820,854.436157,177.593506,723.489441,950.941528,200.221725,,,,676.702881,846.649475,172.633835
66,898.393982,1089.959839,332.500275,839.038086,1145.845825,240.198639,699.288452,856.621643,177.231049,722.705261,952.984985,200.502838,,,,675.280640,848.835449,172.306503
67,898.457520,1090.651245,332.694611,838.979065,1147.091187,240.518234,698.400696,858.671509,176.225037,721.693726,954.907104,200.633514,,,,673.082336,850.925049,172.823837
68,898.240845,1091.341553,333.255096,839.077148,1148.164429,240.581055,697.118713,860.543884,176.018524,720.510010,956.641418,200.971436,,,,672.582336,852.976257,171.785294
69,898.197021,1091.983887,333.564423,839.567993,1148.920044,240.625824,696.407349,862.496033,175.689087,719.902161,958.672791,200.322388,,,,671.636108,854.988220,171.312347
70,898.471741,1092.651001,333.718292,840.057373,1150.024780,240.783234,695.230469,864.062683,175.286026,719.377991,960.251526,199.902435,,,,671.161072,857.058289,170.246185
71,898.685669,1093.270142,333.753113,840.373474,1151.238647,240.947006,694.027649,866.142883,175.281876,719.479614,961.493103,199.556213,,,,670.497986,858.769897,169.545563
72,899.158691,1093.864380,333.491669,840.422058,1152.098633,241.198822,693.243774,867.592529,175.298019,718.732483,962.913635,199.507202,,,,669.081482,860.703857,170.035294
73,899.459717,1094.465332,333.428436,840.551270,1152.780029,241.415283,691.886230,869.446777,174.784439,717.982788,965.085693,198.821396,,,,667.733765,862.319641,169.798218
74,899.604675,1095.048828,333.426117,840.971802,1153.596191,241.550003,691.690002,871.405212,173.929291,717.486511,966.437134,198.564789,,,,667.179138,864.145081,169.061432
75,899.748718,1095.699341,333.531281,841.512451,1154.566284,241.674881,691.105896,872.594299,173.808151,716.853516,967.866516,198.492386,,,,666.191345,865.689758,168.893326
76,899.891785,1096.247681,333.640411,842.432556,1155.373047,241.445877,690.140747,873.889526,173.765717,716.479309,969.284912,198.258957,,,,665.878052,867.064148,168.281174
