Präzision01154
Date:,2025/04/23
Time:,10:10:09
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
43,759.473694,787.475708,119.424225,702.666016,1077.331665,436.805328,688.372437,1066.090454,248.848328,803.894043,703.164429,78.793007,784.143372,682.250183,70.914261,,,,,,,,,,,,
44,758.883179,788.478882,121.097214,702.488403,1078.365723,436.904846,687.874146,1067.815674,248.856049,803.900513,703.715149,81.641487,783.939148,682.940735,73.178696,,,,,,,,,,,,
45,758.424438,789.510803,123.314438,702.381653,1079.127319,436.935364,687.235107,1069.370483,249.071915,803.486816,704.430298,85.058975,783.222107,683.768005,76.043350,,,,,,,,,,,,
46,758.065063,790.681824,125.563049,702.121277,1080.134277,437.262177,686.731750,1071.182861,249.549927,802.475403,705.621948,87.225624,782.459595,684.754395,79.460068,,,,,,,,,,,,
47,757.417175,791.666931,127.874855,701.735046,1081.252563,437.487335,686.319824,1072.833984,249.799515,802.211060,706.549133,90.712906,782.078064,685.633484,82.225929,,,,,,,,,,,,
48,756.528381,792.794128,130.959518,701.509888,1082.389404,437.840851,685.971191,1074.752197,250.035690,801.753296,707.003357,94.000046,781.762817,686.208435,85.392830,,,,,,,,,,,,
49,755.921448,794.144714,133.115112,701.279480,1083.508667,438.404755,685.331543,1076.656982,250.458572,801.547791,707.665466,97.551201,781.554932,687.071167,88.716560,,,,,,,,,,,,
50,755.048401,795.323608,135.903183,700.756348,1084.818848,438.461029,684.691284,1078.672729,251.068085,800.803589,708.890320,100.478798,780.773315,688.350830,92.022110,,,,,,,,,,,,
51,754.464478,796.386780,138.912399,700.478394,1085.922607,438.596313,683.967529,1080.820801,251.476395,800.177551,710.106873,104.239502,779.873901,689.243774,95.744026,,,,,,,,,,,,
52,753.579712,797.913391,141.610382,700.117188,1087.229370,438.593689,683.300171,1082.909058,251.732132,799.603638,710.996765,107.957489,778.950989,689.855347,99.778198,,,,,,,,,,,,
53,752.512451,799.260925,144.414017,699.824158,1088.572510,438.938324,682.466248,1085.022705,252.047989,799.141602,712.103516,111.608376,778.638489,691.123962,103.521370,,,,,,,,,,,,
54,751.784119,800.635132,147.776794,699.513367,1089.930664,439.354614,681.664368,1087.177856,253.159851,798.183411,713.685364,115.405197,777.004944,692.500305,107.793594,,,,,,,,,,,,
55,750.793152,802.268616,150.796646,699.199524,1091.419556,439.838776,680.330933,1089.445557,253.998871,797.183777,714.845398,119.461952,776.712341,693.499390,111.360748,,,,,,,,,,,,
56,749.531921,803.618591,153.949646,698.594116,1092.714355,440.486664,679.520264,1091.834473,254.582779,796.190002,715.933167,123.338013,776.323608,694.760193,114.660110,,,,,,,,,,,,
57,748.318176,804.964783,157.048203,698.250854,1094.250244,440.790039,679.076355,1094.154785,254.753876,795.057678,717.470825,127.269012,775.643311,696.167664,118.816406,,,,,,,,,,,,
58,747.619141,807.051331,159.834534,697.860291,1095.517944,441.207458,678.255066,1096.573364,255.147003,794.453064,719.011169,130.874359,774.226563,697.607178,122.870903,,,,,,,,,,,,
59,746.701172,808.436523,163.037430,697.687378,1097.071045,441.703308,677.367676,1099.021606,256.340332,793.533752,720.250610,134.571579,773.431824,699.117188,126.872963,,,,,,,,,,,,
60,745.341248,810.283203,166.226547,697.236511,1098.492676,442.226349,676.307312,1101.419678,257.171448,792.416443,722.084778,138.576721,772.504639,700.654053,130.544800,,,,,,,,,,,,
61,743.752930,811.677307,170.018051,696.834839,1100.140381,443.011292,675.345398,1103.776611,257.901031,791.068665,723.672607,142.401489,771.293335,702.358765,134.238190,,,,,,,,,,,,
62,742.196167,813.728882,173.107605,696.456482,1101.539307,443.497650,674.183899,1106.301636,259.380341,789.856018,725.115662,146.370636,770.246460,703.564697,137.928497,,,,,,,,,,,,
63,741.194031,815.551697,175.896774,696.047363,1103.141357,444.176819,672.977905,1108.922485,260.050568,788.559143,726.916809,150.071274,768.686279,705.573914,141.676071,,,,,,,,,,,,
64,739.802490,817.343201,178.883881,695.603638,1104.533936,444.859558,672.177063,1111.421753,260.527252,786.979065,728.566589,154.001892,767.680359,706.961121,145.457947,,,,,,,,,,,,
65,738.219849,819.568115,182.098312,695.355713,1106.038940,445.309937,671.216797,1114.046875,261.157257,785.431824,730.601257,157.536484,765.762939,709.147095,149.601395,,,,,,,,,,,,
66,736.457764,821.257751,185.347092,694.953003,1107.530273,446.133423,670.146973,1116.498779,262.356293,783.850708,732.057739,161.241409,764.208130,710.616150,153.225296,,,,,,,,,,,,
67,734.599915,823.369446,188.753967,694.558350,1109.103882,446.598633,669.362366,1118.997192,263.305695,782.192932,734.309326,164.627472,762.783997,712.675049,156.458069,,,,,,,,,,,,
68,732.798828,825.389221,191.257492,694.109253,1110.600220,447.359314,668.185730,1121.634644,264.517548,780.785645,736.020508,167.764877,761.006958,714.354858,160.081528,,,,,,,,,,,,
69,731.431946,827.457397,193.936020,693.598328,1112.182495,448.198090,666.960205,1124.078491,265.975159,778.920654,738.345581,171.064102,759.830261,716.484619,162.858017,,,,,,,,,,,,
70,729.551941,829.728027,196.858688,693.131653,1113.598755,448.922150,665.538269,1126.553345,267.207886,776.905151,740.180481,174.199219,757.566406,718.528625,166.532593,,,,,,,,,,,,
71,727.440247,831.671631,199.483917,692.634094,1115.092407,449.735992,664.468201,1129.172241,268.654785,775.149719,742.301392,177.533554,755.748291,720.517578,169.626602,,,,,,,,,,,,
72,725.200439,833.889526,202.371292,691.979431,1116.596191,450.588013,663.116028,1131.750977,269.921753,773.102905,744.199097,180.550049,753.684387,722.568542,172.378021,,,,,,,,,,,,
73,723.001404,835.970459,204.828415,691.420410,1118.142822,451.442902,662.074707,1134.161377,270.816132,770.812378,746.646851,183.349304,751.639771,724.442688,175.463074,,,,,,,,,,,,
74,721.317444,838.207764,207.153320,691.027527,1119.652588,452.379242,660.935303,1136.831177,272.227112,768.556335,748.442017,186.031311,749.450073,726.856140,178.601013,,,,,,,,,,,,
75,719.034241,840.454468,209.759750,690.463623,1121.257690,453.355255,659.699951,1139.402588,273.469238,766.315063,750.742126,189.125977,747.249146,728.883240,180.860870,,,,,,,,,,,,
76,716.532898,842.830200,212.133682,689.967407,1122.754639,454.010895,658.303040,1142.108521,274.967224,764.164307,752.686340,191.522461,744.964478,731.051636,183.597534,,,,,,,,,,,,
77,714.218445,844.909119,214.175720,689.572937,1124.272095,454.659241,656.934265,1144.751953,276.393677,761.992554,755.241882,193.420609,742.636353,733.233826,185.675247,,,,,,,,,,,,
78,712.086609,847.294556,216.194214,689.351440,1125.779175,455.377533,656.145203,1147.305542,277.407379,759.404663,757.372375,195.805054,740.120056,735.521423,188.161301,,,,,,,,,,,,
79,709.789429,849.608948,217.971664,688.816223,1127.477905,456.444092,654.880432,1150.066406,278.504974,756.784668,759.728699,197.820419,738.185059,737.847290,189.777298,,,,,,,,,,,,
80,707.347778,852.030212,220.009781,688.352356,1128.935303,457.230865,653.891235,1152.640137,279.655090,754.179199,761.897400,199.870895,735.885986,740.193726,191.978470,,,,,,,,,,,,
81,704.816345,854.195984,221.956253,687.915833,1130.585205,457.930939,652.275452,1155.301025,281.230286,751.833801,764.328186,201.644348,732.764404,742.309814,193.760437,,,,,,,,,,,,
82,702.210266,856.609619,223.564636,687.656006,1132.030762,458.559448,651.113098,1157.990479,282.567047,749.508362,766.559570,203.177826,730.316345,744.897705,195.479446,,,,,,,,,,,,
83,699.915955,859.027466,225.057068,687.223755,1133.723755,459.472260,,,,746.689026,769.046814,204.899017,728.107117,747.400818,196.944412,,,,,,,,,,,,
84,697.432251,861.399109,226.433914,686.699951,1135.185547,460.313873,,,,743.873962,771.397156,206.570389,725.415527,749.381714,198.178238,648.580811,1163.370972,285.321381,,,,,,,,,
85,694.543640,863.788391,228.438187,686.306824,1136.739624,461.016296,,,,741.438538,773.491882,207.895355,722.230957,751.973877,199.823135,647.497192,1166.055542,286.059662,,,,,,,,,
86,692.036682,866.356873,229.585510,685.963013,1138.112305,461.530701,,,,738.543457,776.136597,209.201385,719.751587,754.342163,200.784210,646.491943,1168.738770,287.268585,,,,,,,,,
87,689.744568,868.723022,231.123138,685.611450,1139.718384,462.524139,,,,735.408752,778.286987,210.628448,716.833984,756.698730,201.953400,645.034790,1171.327637,289.192627,,,,,,,,,
88,686.661621,870.879028,232.360840,684.747986,1141.089966,463.731018,,,,732.801453,780.896851,211.746780,714.082031,759.345581,203.427490,643.672729,1173.851563,290.641144,,,,,,,,,
89,684.304565,873.786621,233.068787,684.328613,1142.521118,464.506683,,,,730.094971,783.275940,212.377960,711.253235,761.522278,203.978363,642.394592,1176.483887,292.377930,,,,,,,,,
90,681.649536,876.275330,234.436707,684.048096,1143.845459,464.943359,,,,727.254761,785.593872,213.420181,708.339905,764.163147,204.900925,641.301147,1179.067017,293.785309,,,,,,,,,
91,679.297363,878.698303,235.013535,683.629761,1145.328979,465.911011,,,,724.815002,788.268372,213.607697,705.785767,766.757629,205.032913,640.809387,1181.600830,294.682922,,,,,,,,,
92,676.647400,881.023865,235.638245,683.131165,1146.675293,466.822235,,,,721.705261,790.550354,214.391769,702.715027,769.125854,205.845947,639.411682,1184.283813,296.274719,,,,,,,,,
93,674.320068,883.763062,236.365677,682.665710,1148.134521,467.479919,,,,719.321045,793.258179,215.105103,700.181885,771.651062,206.224854,638.300049,1186.664307,297.623871,,,,,,,,,
94,671.662476,886.202515,237.587067,682.150146,1149.400635,468.298828,,,,716.340088,795.587097,215.056320,697.428833,774.345215,206.666031,636.899841,1189.214844,299.110748,,,,,,,,,
95,669.236450,888.428467,237.939438,681.725830,1150.737305,469.030243,,,,713.723389,798.335144,215.056763,694.742432,776.902588,206.575745,635.968201,1191.724609,300.672394,,,,,,,,,
96,666.895264,891.260254,238.055725,681.386230,1152.109985,470.088013,,,,710.989685,800.505005,215.691956,691.836670,779.216370,206.533813,634.978882,1194.101563,301.961700,,,,,,,,,
97,664.505737,893.661987,238.365433,680.937073,1153.331421,470.867126,,,,708.451965,803.166870,214.929764,689.322876,782.016785,206.503052,633.757263,1196.618896,303.342041,,,,,,,,,
98,662.021912,896.037048,238.902496,680.604675,1154.651123,471.448578,,,,705.736755,805.744690,214.834641,687.217773,784.571777,205.973526,633.024963,1198.992188,304.582489,,,,,,,,,
99,659.848267,898.416809,238.667389,680.411377,1155.780518,471.954102,,,,703.595581,807.977722,214.884079,684.518311,786.960571,205.835403,632.009277,1201.350708,305.884338,,,,,,,,,
100,657.491577,900.941284,238.840103,679.889893,1157.188232,472.610657,,,,701.213684,810.688904,214.037689,682.109253,789.640076,205.352036,631.180786,1203.731445,307.241669,,,,,,,,,
101,655.260376,903.265076,239.050613,679.516907,1158.281250,473.621124,,,,698.571716,813.105530,213.379135,679.597412,792.258240,204.648148,630.433228,1206.022095,308.410065,,,,,,,,,
102,653.180054,905.731140,238.712646,679.122131,1159.471802,474.435913,,,,696.405151,815.788696,212.916977,676.968628,794.750793,204.408463,629.168884,1208.345093,309.815979,,,,,,,,,
103,650.769531,908.152527,239.032684,678.854065,1160.719482,475.033569,,,,694.095032,817.963745,212.578918,675.019287,797.163940,203.443924,628.433044,1210.476685,311.311035,,,,,,,,,
104,648.757568,910.523560,238.766647,678.750244,1161.629150,475.507477,,,,692.209167,820.783447,211.373322,672.788513,800.072021,202.408813,627.870239,1212.744995,312.258209,,,,,,,,,
105,647.063477,912.822693,238.072464,678.361023,1162.755005,476.320160,,,,690.114929,823.235168,210.337433,670.849609,802.304871,201.223999,,,,,,,,,,,,
106,645.041687,915.313477,237.916046,677.804749,1163.931763,477.265045,,,,687.790344,825.547791,209.642929,668.878296,804.919067,200.253174,,,,626.321289,1216.893066,314.686493,,,,,,
107,643.045593,917.454224,237.534103,677.606934,1164.912964,478.051849,,,,685.638489,828.323059,208.711090,666.650391,807.579712,199.279373,,,,625.758972,1218.978271,315.892120,,,,,,
108,641.133789,919.783264,237.114822,677.261780,1166.011108,478.714478,,,,683.962646,830.523804,207.656693,664.534851,809.885864,198.198013,,,,624.681458,1221.012695,317.303894,,,,,,
109,639.675659,922.273560,236.526535,677.006165,1166.928955,479.212769,,,,682.106812,832.984436,206.446564,662.295227,812.428955,197.356018,,,,624.034790,1222.911987,318.392517,,,,,,
110,638.115845,924.516724,235.493347,676.887817,1167.890747,479.506622,,,,680.293884,835.338562,205.086060,660.850098,814.892517,195.755722,,,,623.864441,1224.801025,319.107483,,,,,,
111,636.739929,926.863586,234.755142,676.698242,1169.075928,479.932587,,,,678.699829,837.982910,203.933517,659.050476,817.388245,194.462524,,,,623.021667,1226.810913,320.589539,,,,,,
112,635.352661,929.237305,233.825256,676.263916,1170.009399,480.676697,,,,677.030334,840.218872,202.547607,657.827209,819.859436,192.742065,,,,622.090454,1228.589844,321.756226,,,,,,
113,633.925232,931.133545,233.076508,675.969238,1170.905640,481.254089,,,,675.593628,842.738525,201.283264,655.928345,822.337891,191.705109,,,,621.722717,1230.285278,322.499908,,,,,,
114,632.545715,933.758972,232.082489,675.673645,1171.898193,481.756592,,,,674.041992,844.953918,200.019699,654.591125,824.762024,190.166428,,,,621.528381,1231.998047,323.262268,,,,,,
115,631.496399,935.526672,231.408875,675.477051,1172.760498,482.183716,,,,672.690002,847.500671,198.507980,653.404602,827.299011,188.724411,,,,620.767151,1233.827637,324.645172,,,,,,
116,630.208923,937.912109,230.465027,675.316711,1173.572388,482.515747,,,,671.288452,849.646362,197.050934,652.425964,829.791565,186.791321,,,,619.989197,1235.530029,325.644012,,,,,,
117,629.155762,939.966553,229.605835,675.111511,1174.478638,483.007507,,,,670.362244,852.048645,195.348694,651.149353,832.016052,185.021362,,,,619.646790,1237.095215,326.276703,,,,,,
118,628.064636,942.074036,228.419373,674.781250,1175.384888,483.565247,,,,669.365356,854.269104,193.865005,650.187317,834.622742,183.459854,,,,619.428772,1238.602905,327.130768,,,,,,
119,627.341614,944.092834,227.364746,674.494873,1176.040649,484.032562,,,,668.297180,856.583008,192.108200,648.814087,836.719666,182.071960,,,,618.997375,1240.239868,327.994537,,,,,,
120,626.429565,946.209534,226.387253,674.178040,1176.866211,484.308655,,,,667.618835,858.848633,190.364273,648.211182,839.139038,180.284073,,,,618.360962,1241.756714,328.593018,,,,,,
121,625.552124,948.302551,225.192398,673.904846,1177.724487,484.677307,,,,666.765320,861.168274,188.754166,647.140747,841.133850,178.472748,,,,617.965698,1243.222412,329.306549,,,,,,
122,624.726257,950.038879,224.473251,673.499084,1178.593994,485.225372,,,,665.843445,863.325806,187.033752,646.405090,843.408936,176.652466,,,,617.472351,1244.624023,329.988403,,,,,,
123,623.914978,952.211426,223.093979,673.389526,1179.291504,485.410278,,,,665.092407,865.526917,185.563217,645.681091,845.684021,174.962036,,,,617.532104,1245.979004,330.534271,,,,,,
124,623.200439,953.828979,222.327591,673.418091,1179.996826,485.445526,,,,664.157898,867.468689,184.077423,645.117065,847.865479,173.204529,,,,617.426453,1247.319214,330.844604,,,,,,
125,622.362183,956.005859,221.064163,673.315430,1180.750122,485.588287,,,,663.454895,869.774170,182.589218,644.118225,850.053345,171.897293,,,,617.166504,1248.564331,331.211304,,,,,,
126,621.685669,957.514099,219.991669,673.108459,1181.511475,485.681335,,,,662.886169,871.537659,180.664078,643.634399,851.787048,169.964767,,,,616.712036,1249.907715,331.812531,,,,,,
127,620.951782,959.581482,218.591583,672.986938,1182.122803,485.711182,,,,662.453735,873.632080,179.299622,642.580505,853.932922,168.631775,,,,616.378845,1251.285767,332.269012,,,,,,
128,620.746338,961.179443,217.097626,672.884216,1182.723633,485.725891,,,,661.261108,875.521606,177.384720,642.163635,855.710938,166.854935,,,,616.473206,1252.531006,332.389374,,,,,,
129,620.291809,962.867004,216.062439,672.767090,1183.328613,485.758392,,,,660.742493,877.329712,176.249741,641.746277,857.958618,165.230057,,,,616.531189,1253.710938,332.360291,,,,,,
130,619.566345,964.787598,214.826355,672.561951,1184.193848,485.807129,,,,660.225159,879.223145,174.844543,641.389282,859.538086,163.835831,,,,616.472656,1254.829468,332.635437,,,,,,
131,619.068481,966.212646,213.975204,672.368286,1184.874634,485.838226,,,,659.399536,880.608093,173.341354,641.149780,861.488281,162.005630,,,,616.305969,1255.942017,333.059296,,,,,,
132,618.416931,967.794983,212.747467,672.294312,1185.430298,485.755524,,,,659.184387,882.609497,172.144730,640.291992,863.117676,160.790359,,,,616.251831,1257.031982,332.878784,,,,,,
133,617.873291,969.112610,211.577621,672.271667,1185.998169,485.555023,,,,658.771729,884.130737,170.599731,640.088379,864.606018,159.037567,,,,616.600037,1258.237915,332.576019,,,,,,
134,617.728271,970.541138,210.657120,672.133545,1186.684204,485.511627,,,,658.387451,885.476196,169.380875,639.897827,866.530457,157.356613,,,,616.624023,1259.162354,332.629425,,,,,,
135,617.345276,972.018494,209.439377,671.932556,1187.449829,485.375824,,,,658.044556,887.084595,168.230927,639.204956,867.220703,156.617249,,,,616.475830,1260.012329,332.859924,,,,,,
136,617.041321,973.171631,208.150742,671.762268,1187.979248,485.360413,,,,657.634399,888.485291,167.008865,639.072510,868.877136,155.480713,,,,616.435242,1260.935059,332.868011,,,,,,
137,616.992554,974.671387,206.989502,671.687927,1188.476074,485.387787,,,,657.559082,889.527954,165.833466,639.095093,870.836487,153.890106,,,,616.387268,1261.995605,332.870300,,,,,,
138,616.864868,975.984985,205.928650,671.559998,1188.970581,485.284515,,,,657.616760,891.225647,164.514191,638.539551,871.964355,153.275665,,,,616.582825,1262.848999,332.662598,,,,,,
139,616.572693,976.913635,205.335953,671.551697,1189.493164,484.952728,,,,657.192200,892.521912,163.409271,638.744751,873.354858,151.624237,,,,616.540161,1263.850586,332.590424,,,,,,
140,616.425781,978.107422,204.185333,671.418274,1190.068970,484.752777,,,,657.354187,893.475525,162.516144,639.119873,874.854980,149.750290,,,,616.484802,1264.578125,332.565430,,,,,,
141,616.499023,979.319153,202.927841,671.334167,1190.657227,484.501312,,,,657.194763,894.656006,161.325821,639.429321,876.012024,148.430893,,,,616.723267,1265.345459,332.164825,,,,,,
142,616.563599,980.365662,202.145020,671.386658,1191.348877,484.154785,,,,656.978210,895.874817,160.020416,638.688293,876.807556,147.815125,,,,616.880737,1266.165527,331.996033,,,,,,
143,616.573181,981.060608,201.334961,671.276978,1191.930176,483.899811,,,,657.331848,896.969482,158.985992,638.904297,877.775513,146.658218,,,,617.297180,1266.824829,331.615845,,,,,,
144,616.642883,982.067688,200.206406,671.197571,1192.261963,483.543976,,,,657.493286,897.807678,158.278839,639.291199,878.879211,145.482101,,,,617.475281,1267.515259,331.460114,,,,,,
145,616.356995,983.096497,199.299835,671.088989,1192.718872,483.284943,,,,657.466431,898.707886,157.273346,639.506287,879.908752,144.432953,,,,617.640076,1268.093628,331.145355,,,,,,
146,616.311584,983.877136,198.572403,670.975952,1193.125366,483.028900,,,,657.227905,899.671021,156.119171,639.227234,880.670349,143.866058,,,,617.868835,1268.614868,330.601227,,,,,,
147,616.557983,984.638916,197.661636,670.860046,1193.560303,482.828003,,,,657.431030,900.563110,155.343018,639.627502,881.813843,142.373901,,,,618.173584,1269.329224,330.229004,,,,,,
148,616.828613,985.382385,196.348450,670.669800,1194.105957,482.683350,,,,657.751831,901.483398,154.549362,640.017578,882.618713,141.072617,,,,618.397461,1269.906860,329.844910,,,,,,
149,617.022034,985.934143,195.662674,670.521057,1194.570557,482.543915,,,,657.725586,902.075073,153.679947,640.327942,883.328613,140.359818,,,,618.545959,1270.458130,329.427216,,,,,,
150,617.036438,986.667236,195.036362,670.427307,1195.048462,482.261200,,,,657.874695,902.681702,152.758331,640.315125,883.756470,139.404816,,,,618.812256,1270.909546,329.025574,,,,,,
