Präzision01158
Date:,2025/04/23
Time:,16:11:21
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
12,,,,711.948364,1123.612305,360.185944,770.958496,701.431763,142.710281,,,,760.449829,810.201782,158.489639,795.598938,713.533447,146.026443,,,,,,,703.851013,1100.550537,209.098114,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,712.089294,1125.313110,360.616211,769.745789,703.559204,146.849777,,,,759.360352,813.060730,161.479828,794.074524,716.057800,150.056503,,,,,,,703.196411,1103.386963,209.368958,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,712.179382,1127.120117,361.043091,768.465759,706.346252,151.388702,,,,758.540588,815.735291,165.225189,793.187744,718.536377,154.679504,,,,,,,702.813538,1106.176758,209.311020,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,712.369751,1128.989624,361.319092,767.233215,708.839355,155.501511,,,,757.250488,818.237000,168.397141,791.788818,721.022461,158.766861,,,,,,,702.326660,1109.225586,210.111969,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,712.445251,1130.873169,361.667725,765.893799,711.541931,159.779388,,,,755.872131,820.967224,171.156143,790.999390,723.732605,163.005219,,,,,,,701.589050,1112.256348,210.759750,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,712.443909,1132.653198,362.465363,764.518188,714.288696,163.843475,,,,754.419250,823.821960,174.698029,789.045044,726.391907,167.296280,,,,,,,701.476013,1115.238159,210.930664,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,712.576843,1134.655518,363.029694,763.390259,716.982849,167.616776,,,,752.710754,826.614563,178.465820,788.079895,729.301636,171.361176,,,,,,,701.052246,1118.257935,211.124969,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,712.779114,1136.688843,363.277130,762.098328,720.096313,171.599945,,,,751.502502,829.876282,181.320328,786.617126,732.434998,175.455185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,712.745483,1138.358765,363.632538,760.503967,723.230408,175.349152,,,,749.930359,832.998718,183.764404,784.998779,735.212585,178.837433,,,,,,,,,,700.055115,1124.194092,212.640915,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,712.831787,1140.372070,364.048859,759.111328,726.343506,179.227158,,,,748.269897,835.903687,186.528732,783.532776,737.941589,182.659180,,,,,,,,,,699.825378,1127.280518,212.977112,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,713.084290,1142.343018,364.478149,757.580017,729.165283,182.699448,,,,746.382080,838.706177,189.560211,781.817810,741.396240,186.594482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,713.327576,1144.535645,365.229218,756.218018,732.305908,186.130173,,,,744.485596,841.951477,192.480774,780.389648,744.879578,189.700562,,,,,,,,,,,,,699.077515,1133.711548,214.214676,,,,,,,,,,,,,,,,,,,,,
24,,,,713.365723,1146.491455,365.842346,753.986267,735.601013,189.602142,,,,742.785767,845.343872,194.854858,778.694092,747.929016,193.046768,,,,,,,,,,,,,698.325806,1136.896118,214.877075,,,,,,,,,,,,,,,,,,,,,
25,,,,713.348816,1148.260376,366.673340,752.539490,738.639465,192.182602,,,,741.455933,848.484863,196.829285,777.179138,750.820984,195.985077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,713.638855,1150.237427,367.548706,751.207947,741.785278,194.776047,,,,739.689087,851.673706,199.130981,775.511230,754.227783,199.304367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,714.094788,1152.249878,367.813904,749.358887,745.138367,197.884109,,,,737.560425,854.701660,202.017349,773.944397,757.688110,202.307236,,,,,,,,,,,,,,,,697.341187,1146.407471,217.162552,,,,,,,,,,,,,,,,,,
28,,,,714.423584,1154.299316,368.188293,747.416321,748.486938,201.026031,,,,735.818115,858.345398,203.823425,771.971863,760.922852,205.026291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,714.207458,1156.222656,369.296112,745.612427,751.746338,203.068741,,,,734.111084,861.600220,205.649094,770.219849,764.135742,207.731110,,,,,,,,,,,,,,,,,,,696.463257,1152.729858,218.606873,,,,,,,,,,,,,,,
30,,,,714.515503,1158.197754,369.911835,743.783630,755.033752,205.268692,,,,731.994751,864.777710,208.060287,768.569885,767.193176,209.884872,,,,,,,,,,,,,,,,,,,696.377808,1155.953613,219.584778,,,,,,,,,,,,,,,
31,,,,714.948914,1160.553345,370.250183,741.846130,758.285217,207.655273,,,,730.134766,868.061157,210.056229,766.471497,770.517456,211.767029,,,,,,,,,,,,,,,,,,,695.505737,1159.229736,220.843536,,,,,,,,,,,,,,,
32,,,,714.957520,1162.474487,370.651093,739.655151,761.395935,209.679688,,,,728.274719,871.062866,211.430069,764.064819,774.075073,213.908768,,,,,,,,,,,,,,,,,,,695.203125,1162.271606,221.820190,,,,,,,,,,,,,,,
33,,,,715.229065,1164.413574,371.638763,737.643982,765.028259,211.491058,,,,726.006958,874.713196,212.845078,762.131531,777.418884,215.474243,,,,,,,,,,,,,,,,,,,695.223267,1165.403564,222.864105,,,,,,,,,,,,,,,
34,,,,715.414551,1166.362671,372.775238,735.796387,768.401917,213.045029,,,,724.438416,878.022095,214.009857,760.353821,780.450806,217.103180,,,,,,,,,,,,,,,,,,,694.721741,1168.937012,223.757446,,,,,,,,,,,,,,,
35,,,,715.742676,1168.429688,373.322723,733.642578,771.743286,214.947205,,,,722.470886,881.181213,215.790039,758.066528,783.664307,218.798584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,716.003296,1170.385986,373.668091,731.670898,774.691345,215.714737,,,,720.572693,884.531494,217.039368,756.170410,786.902588,219.859695,,,,,,,,,,,,,,,,,,,,,,694.427979,1175.121094,225.447403,,,,,,,,,,,,
37,,,,716.397644,1172.195679,374.206970,729.468628,777.952271,217.162888,,,,718.375488,887.686462,218.067032,753.981323,790.325989,221.052353,,,,,,,,,,,,,,,,,,,,,,694.528320,1178.181641,226.112976,,,,,,,,,,,,
38,,,,716.555847,1174.229004,375.237366,726.843506,781.296509,218.655075,,,,716.349365,891.173828,218.690002,751.753235,793.852722,222.543747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,716.916931,1176.317505,375.832306,724.583557,784.555054,219.567780,,,,714.264343,894.096741,219.959488,749.438171,796.580139,223.452271,,,,,,,,,,,,,,,,,,,,,,,,,693.826233,1184.598999,228.005600,,,,,,,,,
40,,,,717.215088,1178.288818,376.210419,722.327393,787.789917,220.370255,,,,712.023010,897.364258,220.746078,746.747253,799.489990,224.532715,,,,,,,,,,,,,,,,,,,,,,,,,694.568359,1187.126465,228.832397,,,,,,,,,
41,,,,717.651062,1180.340454,377.048981,720.179443,790.772522,220.871201,,,,710.097168,900.530029,221.566956,744.888672,802.869812,225.045166,,,,,,,,,,,,,,,,,,,,,,,,,694.115662,1190.667236,229.984711,,,,,,,,,
42,,,,718.200073,1182.128784,377.585785,717.416687,794.142761,221.443085,,,,708.571228,903.701050,221.526657,742.204834,806.038208,225.962997,,,,,,,,,,,,,,,,,,,,,,,,,693.919128,1193.656860,230.997772,,,,,,,,,
43,,,,718.602051,1184.020386,378.562683,715.195557,797.299927,222.001480,,,,706.006836,906.707703,222.269882,740.102966,808.684753,226.307175,,,,,,,,,,,,,,,,,,,,,,,,,693.909485,1196.629639,232.149460,,,,,,,,,
44,,,,718.587036,1185.876343,379.248688,712.729126,800.299377,222.280380,,,,704.324585,909.717651,222.562149,737.194336,811.741333,226.806183,,,,,,,,,,,,,,,,,,,,,,,,,694.347534,1199.594971,232.595764,,,,,,,,,
45,,,,718.951538,1187.859741,379.879333,710.509583,803.258057,222.143234,,,,702.176270,913.129150,223.105164,735.423157,815.096069,226.374619,,,,,,,,,,,,,,,,,,,,,,,,,694.443115,1202.639526,233.696548,,,,,,,,,
46,,,,719.637573,1189.507446,380.355469,708.126465,806.359314,222.040741,,,,700.127441,916.072815,223.687073,733.009399,817.734131,227.096283,,,,,,,,,,,,,,,,,,,,,,,,,694.085327,1205.381592,235.014313,,,,,,,,,
47,,,,720.076294,1191.183960,380.987610,705.279297,809.216797,222.089676,,,,698.001038,918.920715,223.442383,730.733337,820.561523,226.866089,,,,,,,,,,,,,,,,,,,,,,,,,694.503357,1208.001953,235.884598,,,,,,,,,
48,,,,720.349670,1192.799805,381.802582,703.172791,812.155701,221.867126,,,,696.158203,922.066223,223.615067,728.169434,823.573059,226.184052,,,,,,,,,,,,,,,,,,,,,,,,,694.986633,1210.773193,236.462372,,,,,,,,,
49,,,,720.709778,1194.656494,382.907043,700.943359,815.238708,221.432922,,,,694.291321,924.807983,223.500641,725.697327,826.042908,226.472321,,,,,,,,,,,,,,,,,,,,,,,,,694.977783,1213.398926,237.681107,,,,,,,,,
50,,,,721.143616,1196.402344,383.235718,698.428711,817.891541,221.181244,,,,692.784302,927.558105,223.192017,723.523254,828.940857,226.006302,,,,,,,,,,,,,,,,,,,,,,,,,695.083374,1216.173218,238.912155,,,,,,,,,
51,,,,721.500244,1197.953003,383.634491,696.326599,820.820740,220.626999,,,,691.008118,930.756714,222.868118,721.470642,831.681885,225.272858,,,,,,,,,,,,,,,,,,,,,,,,,695.037598,1219.098877,240.087631,,,,,,,,,
52,,,,722.079712,1199.439941,384.212006,694.194397,823.737671,219.693649,,,,688.900330,933.384460,223.271271,719.579163,834.290894,224.482315,,,,,,,,,,,,,,,,,,,,,,,,,695.386658,1221.381348,241.127747,,,,,,,,,
53,,,,722.788696,1201.112427,384.827484,692.330933,826.394043,218.868118,,,,687.114380,935.955261,222.944977,716.954346,837.185242,224.409943,,,,,,,,,,,,,,,,,,,,,,,,,695.779907,1223.897461,241.936295,,,,,,,,,
54,,,,723.290222,1202.673828,385.515900,689.896179,829.285828,218.485291,,,,685.528076,938.867188,222.441101,714.848816,839.690674,223.631134,,,,,,,,,,,,,,,,,,,,,,,,,696.212402,1226.897339,242.440308,,,,,,,,,
55,,,,723.774170,1204.310913,385.965485,687.293945,831.946655,218.172699,,,,683.871643,941.490356,222.082214,713.153870,842.107605,222.772003,,,,,,,,,,,,,,,,,,,,,,,,,697.046875,1229.128174,242.851959,,,,,,,,,
56,,,,723.885681,1205.641357,386.508698,685.734558,834.449707,216.788864,,,,682.276123,944.371765,221.569870,711.281860,844.802246,221.894302,,,,,,,,,,,,,,,,,,,,,,,,,697.999146,1231.117920,243.412674,,,,,,,,,
57,,,,724.260681,1207.228882,387.268372,683.870361,837.262268,215.660248,,,,680.523560,946.615662,221.431625,709.170044,847.217407,220.682953,,,,,,,,,,,,,,,,,,,,,,,,,698.067688,1233.895020,244.616608,,,,,,,,,
58,,,,724.968750,1208.622681,387.706329,682.210938,839.755249,214.706268,,,,678.941589,949.290588,221.024536,707.438965,850.030762,219.951340,,,,,,,,,,,,,,,,,,,,,,,,,698.320435,1236.180908,245.428513,,,,,,,,,
59,,,,725.816162,1209.876221,387.871979,680.074341,842.335327,213.984558,,,,677.675903,951.990784,220.172150,705.163757,851.991577,219.267487,,,,,,,,,,,,,,,,,,,,,,,,,698.685303,1238.305542,245.861816,,,,,,,,,
60,,,,726.327026,1211.443604,388.050964,678.319275,844.644287,212.665512,,,,676.238098,954.102539,219.814453,703.370483,854.403992,218.114899,,,,,,,,,,,,,,,,,,,,,,,,,699.031555,1240.699463,246.685928,,,,,,,,,
61,,,,726.779358,1212.734863,388.514679,676.257996,847.369385,211.816345,,,,674.964539,956.638000,219.066711,701.712952,856.576172,217.004715,,,,,,,,,,,,,,,,,,,,,,,,,699.299561,1242.765747,247.551559,,,,,,,,,
62,,,,727.111389,1214.098755,389.447479,674.312134,849.647888,210.834778,,,,673.828674,958.874146,218.355225,700.338440,859.028992,215.913040,,,,,,,,,,,,,,,,,,,,,,,,,699.917236,1244.746338,248.183701,,,,,,,,,
63,,,,727.173950,1215.337036,389.945679,672.748230,851.994751,209.786743,,,,672.631470,961.213501,217.849060,698.548401,861.057739,214.696732,,,,,,,,,,,,,,,,,,,,,,,,,700.509338,1246.677734,248.900543,,,,,,,,,
64,,,,727.696899,1216.504639,390.074432,671.041016,854.255066,208.618698,,,,671.644653,963.552795,216.686172,696.882141,863.630493,213.136673,,,,,,,,,,,,,,,,,,,,,,,,,701.154419,1248.343384,249.383972,,,,,,,,,
65,,,,728.477966,1217.770874,390.187683,669.729736,856.362183,207.002243,,,,670.610840,965.792603,215.938828,695.452576,865.396179,212.248718,,,,,,,,,,,,,,,,,,,,,,,,,701.559082,1250.313965,250.092194,,,,,,,,,
66,,,,728.978149,1218.941528,390.448792,668.374207,858.640137,205.806000,,,,669.497803,967.844299,215.200699,693.961792,867.681519,210.748077,,,,,,,,,,,,,,,,,,,,,,,,,702.091797,1252.176636,250.382675,,,,,,,,,
67,,,,729.384766,1219.892090,390.655273,666.625244,860.625305,204.547379,,,,668.481689,969.888000,214.494339,692.583740,869.180786,209.613113,,,,,,,,,,,,,,,,,,,,,,,,,702.839172,1253.891968,250.762024,,,,,,,,,
68,,,,730.080078,1221.034424,391.315826,665.111694,862.562256,203.354462,,,,667.614990,971.916321,213.376251,691.058655,871.289795,208.049255,,,,,,,,,,,,,,,,,,,,,,,,,703.585876,1255.422852,251.337143,,,,,,,,,
69,,,,730.493042,1222.216553,391.458557,663.643921,864.516724,202.192917,,,,666.584106,973.672241,212.701431,689.525391,873.103760,207.153275,,,,,,,,,,,,,,,,,,,,,,,,,704.272644,1256.858154,251.678604,,,,,,,,,
70,,,,730.813965,1223.222046,391.512054,662.408325,866.381653,200.822037,,,,665.730286,975.549561,211.878922,688.370544,874.595093,206.266144,,,,,,,,,,,,,,,,,,,,,,,,,705.027466,1258.304199,252.001404,,,,,,,,,
71,,,,731.168823,1224.163452,391.724274,661.281494,868.266235,199.414230,,,,664.909973,977.146912,211.023285,687.050171,876.535156,204.753250,,,,,,,,,,,,,,,,,,,,,,,,,705.387695,1259.558838,252.118515,,,,,,,,,
72,,,,731.530701,1225.047729,391.857361,660.144043,870.082764,197.911026,,,,664.008118,979.022888,210.248032,685.969849,878.145325,204.090134,,,,,,,,,,,,,,,,,,,,,,,,,705.813049,1261.148560,252.801102,,,,,,,,,
73,,,,732.034058,1225.872803,391.721252,658.602051,871.568726,196.688156,,,,663.297302,980.620056,209.032242,684.827942,879.677979,202.630920,,,,,,,,,,,,,,,,,,,,,,,,,706.224854,1262.661865,253.310425,,,,,,,,,
74,,,,732.613647,1226.705811,391.873383,657.423584,873.306458,195.824951,,,,662.541016,981.978821,208.391953,683.485352,881.369751,201.375229,,,,,,,,,,,,,,,,,,,,,,,,,706.467285,1263.870483,253.739304,,,,,,,,,
75,,,,733.054321,1227.484985,392.039734,656.501831,874.918945,194.565155,,,,661.730469,983.731689,207.606232,682.526855,882.813660,200.133102,,,,,,,,,,,,,,,,,,,,,,,,,706.855469,1265.065186,253.889954,,,,,,,,,
76,,,,733.383728,1228.348267,392.268372,655.752686,876.348145,193.171402,,,,661.431335,985.111572,206.442154,681.582275,884.187988,199.194168,,,,,,,,,,,,,,,,,,,,,,,,,707.384216,1266.336792,254.086273,,,,,,,,,
77,,,,733.635193,1228.985718,392.395294,654.938843,878.006897,191.961502,,,,660.790710,986.392029,206.002838,680.399902,885.736694,197.880615,,,,,,,,,,,,,,,,,,,,,,,,,708.404968,1267.347900,253.864288,,,,,,,,,
78,,,,733.832520,1229.497437,392.611420,654.216736,879.380371,190.539780,,,,660.193054,987.787964,205.233826,679.704163,887.144409,197.059235,,,,,,,,,,,,,,,,,,,,,,,,,709.256531,1268.304688,253.695023,,,,,,,,,
79,,,,734.225220,1230.309570,392.418335,653.375549,880.878540,189.912033,,,,659.654297,989.301086,204.594772,678.569153,888.027832,196.305740,,,,,,,,,,,,,,,,,,,,,,,,,709.817383,1269.402222,253.814270,,,,,,,,,
80,,,,734.738037,1231.115112,392.468719,652.334656,881.960632,189.131760,,,,659.180786,990.295959,203.930405,678.134888,889.271606,194.608368,,,,,,,,,,,,,,,,,,,,,,,,,710.179749,1270.119141,254.056946,,,,,,,,,
81,,,,735.128296,1231.816650,392.592407,651.758606,883.129578,188.450211,,,,658.883789,991.222107,203.281769,677.126099,890.823792,193.795334,,,,,,,,,,,,,,,,,,,,,,,,,710.540833,1271.171753,253.879074,,,,,,,,,
82,,,,735.367310,1232.446289,392.582245,650.620056,883.773560,188.299423,,,,658.422119,992.413635,202.821716,677.200989,892.874939,192.222275,,,,,,,,,,,,,,,,,,,,,,,,,710.969360,1272.109131,254.220337,,,,,,,,,
83,,,,735.641357,1232.909180,392.449585,650.687256,885.170715,186.800583,,,,658.156738,993.588440,202.199921,676.664124,892.860840,191.385193,,,,,,,,,,,,,,,,,,,,,,,,,711.259155,1272.974854,254.365143,,,,,,,,,
84,,,,735.921936,1233.379883,392.376373,650.859558,886.487122,185.597916,,,,658.016968,994.798584,201.449020,676.316101,893.599731,190.801300,,,,,,,,,,,,,,,,,,,,,,,,,711.393616,1273.889404,254.353210,,,,,,,,,
85,,,,736.175049,1233.827515,392.279022,650.315613,887.568298,184.803925,,,,658.314087,995.268616,200.476028,676.049377,894.628235,190.122437,,,,,,,,,,,,,,,,,,,,,,,,,711.670837,1274.474243,254.363754,,,,,,,,,
86,,,,736.476135,1234.242554,392.171906,650.469482,888.436035,184.032684,,,,658.141296,996.298889,200.412079,675.780273,895.638550,189.288803,,,,,,,,,,,,,,,,,,,,,,,,,712.097168,1275.224243,254.492264,,,,,,,,,
87,,,,736.782837,1234.785156,392.101044,650.094238,889.650024,182.626511,,,,657.973694,997.227478,200.126694,675.739624,896.476074,188.239456,,,,,,,,,,,,,,,,,,,,,,,,,712.577332,1275.833740,254.570847,,,,,,,,,
88,,,,737.033203,1235.366089,392.063019,650.177856,890.306274,181.531479,,,,658.091675,998.068115,199.414658,675.604065,897.034119,187.807663,,,,,,,,,,,,,,,,,,,,,,,,,712.891602,1276.727783,254.487305,,,,,,,,,
89,,,,737.422180,1235.947632,391.629120,650.048279,891.109192,180.983749,,,,658.275818,998.673889,198.530334,675.424194,897.569885,187.600952,,,,,,,,,,,,,,,,,,,,,,,,,713.523132,1277.338867,254.215668,,,,,,,,,
90,,,,737.726685,1236.460815,391.392578,650.015564,891.900513,180.246017,,,,658.255554,999.235596,198.116623,675.348328,898.423645,187.355606,,,,,,,,,,,,,,,,,,,,,,,,,713.948181,1277.872437,254.266541,,,,,,,,,
91,,,,737.879028,1236.869995,391.291779,649.944824,892.424927,179.969376,,,,658.176147,999.795837,197.735245,675.499512,899.248230,186.835495,,,,,,,,,,,,,,,,,,,,,,,,,714.040771,1278.282104,254.333359,,,,,,,,,
92,,,,737.973816,1237.230591,391.162628,649.797546,892.881714,179.623001,,,,658.222412,1000.341675,197.410858,675.818665,899.738159,186.102966,,,,,,,,,,,,,,,,,,,,,,,,,714.175781,1278.669067,254.329636,,,,,,,,,
93,,,,738.039795,1237.500366,390.946838,648.865723,893.032166,180.301819,,,,658.305054,1000.904480,197.020172,676.150574,900.903564,185.207657,,,,,,,,,,,,,,,,,,,,,,,,,714.345703,1279.099731,254.152420,,,,,,,,,
94,,,,738.214172,1237.757080,390.855652,649.395203,893.773682,179.239426,,,,658.279846,1001.331055,196.757278,676.008972,900.818420,184.450348,,,,,,,,,,,,,,,,,,,,,,,,,714.543274,1279.491943,254.116211,,,,,,,,,
95,,,,738.352844,1238.091553,390.707367,649.727478,894.231812,178.391312,,,,658.179749,1001.774719,196.405777,675.937073,900.969360,184.108200,,,,,,,,,,,,,,,,,,,,,,,,,714.818298,1279.957764,254.128708,,,,,,,,,
96,,,,738.388306,1238.427979,390.669830,649.776794,894.602661,177.916473,,,,658.110779,1002.171936,195.989761,675.913696,901.237976,183.802567,,,,,,,,,,,,,,,,,,,,,,,,,715.004578,1280.364258,254.037598,,,,,,,,,
97,,,,738.588928,1238.774414,390.695740,649.952820,894.853333,177.211716,,,,658.350769,1002.571411,195.427673,675.769958,901.531189,183.341263,,,,,,,,,,,,,,,,,,,,,,,,,715.123901,1280.649780,253.933090,,,,,,,,,
98,,,,738.787109,1239.023071,390.616791,650.054504,895.300781,176.770844,,,,658.627258,1002.935181,194.977722,675.701050,901.629333,183.060089,,,,,,,,,,,,,,,,,,,,,,,,,715.262085,1281.015747,253.627213,,,,,,,,,
99,,,,738.934753,1239.259644,390.621124,650.382324,895.564819,176.570023,,,,658.781250,1003.099854,194.511414,675.580017,901.935425,182.673096,,,,,,,,,,,,,,,,,,,,,,,,,715.397156,1281.367798,253.405762,,,,,,,,,
100,,,,739.092285,1239.419189,390.561279,650.434937,895.752563,176.043976,,,,659.219482,1003.078369,193.827881,675.872314,902.269470,181.908432,,,,,,,,,,,,,,,,,,,,,,,,,715.561035,1281.546509,253.189667,,,,,,,,,
101,,,,739.284241,1239.646851,390.449493,650.623901,896.068726,175.316055,,,,659.414917,1003.241943,193.747833,676.250549,902.547180,181.155487,,,,,,,,,,,,,,,,,,,,,,,,,715.700378,1281.689575,252.935181,,,,,,,,,
102,,,,739.430542,1239.753174,390.318878,650.771179,896.234375,174.533157,,,,659.639771,1003.335938,193.681244,676.702942,902.782166,180.336334,,,,,,,,,,,,,,,,,,,,,,,,,715.890137,1281.753174,252.664078,,,,,,,,,
103,,,,739.548706,1239.951660,390.040405,650.994141,896.455750,173.545303,,,,659.597961,1003.480103,193.261703,677.002686,902.968323,179.605972,,,,,,,,,,,,,,,,,,,,,,,,,716.047363,1281.858154,252.453705,,,,,,,,,
104,,,,739.655212,1240.048706,389.873505,651.085938,896.243713,173.172775,,,,659.713562,1003.502380,192.955582,677.180115,902.956665,179.428802,,,,,,,,,,,,,,,,,,,,,,,,,716.104370,1281.901123,252.270691,,,,,,,,,
105,,,,739.710999,1240.192383,389.738129,651.258301,896.261414,172.873718,,,,659.952820,1003.515564,192.625793,677.146118,902.880737,179.176331,,,,,,,,,,,,,,,,,,,,,,,,,716.272644,1281.879517,251.911713,,,,,,,,,
106,,,,739.841370,1240.309570,389.435303,651.596191,896.330444,172.315689,,,,660.336426,1003.489624,192.239197,677.380737,902.837402,178.583740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,739.891785,1240.466553,389.205017,652.022156,896.356384,171.667969,,,,660.590881,1003.674255,191.550827,677.693665,902.678406,178.152847,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.300720,1281.795776,251.692413,,,,,,
108,,,,740.070679,1240.586060,389.013855,652.121155,896.380005,171.451828,,,,660.871887,1003.591492,191.041946,678.063843,902.612122,177.567627,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.301147,1281.698853,251.567947,,,,,,
109,,,,740.083008,1240.648438,388.830139,652.052612,896.361450,171.441284,,,,661.223572,1003.459229,190.646469,678.049316,901.606323,176.598022,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.414673,1281.678101,251.391647,,,,,,
110,,,,740.110352,1240.686279,388.693115,652.558716,896.419006,170.707657,,,,661.552368,1003.313538,190.214371,678.783325,902.305176,176.408005,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.471436,1281.647949,251.220596,,,,,,
111,,,,740.045227,1240.781860,388.569427,652.695740,896.426636,170.246567,,,,661.691895,1003.287476,189.946518,679.030273,902.389221,176.121521,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.638184,1281.477417,251.006470,,,,,,
112,,,,740.057861,1240.770874,388.419800,652.810425,896.318237,169.887039,,,,661.737915,1003.155579,189.699356,679.052063,902.553467,175.079453,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.662537,1281.396362,250.713211,,,,,,
113,,,,739.979736,1240.845825,388.315491,652.906860,896.080627,169.447250,,,,661.785095,1002.905457,189.525085,679.113159,902.435120,174.517853,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.693054,1281.254761,250.527710,,,,,,
114,,,,739.845764,1240.850342,387.853210,653.233948,895.897217,168.763657,,,,661.920776,1002.784729,189.036423,679.237854,902.145874,174.253418,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.617554,1281.148682,250.359848,,,,,,
