Präzision01165
Date:,2025/04/24
Time:,14:08:27
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,760.616638,708.637024,135.928986,781.839783,820.202698,160.435715,740.997498,1094.204590,431.729706,785.308472,724.099731,136.236115,744.109863,1077.521118,224.309082,,,,,,,,,
2,759.490234,710.724915,138.843552,780.352173,823.089844,163.058090,740.653809,1096.022095,432.601898,785.603516,726.308594,141.177795,743.684509,1080.562134,224.932739,,,,,,,,,
3,757.795654,713.419861,141.172348,778.599426,825.278381,165.045288,740.365234,1097.885010,433.345612,783.771790,727.891907,143.548874,743.016418,1083.641357,225.500610,,,,,,,,,
4,756.151123,716.115906,143.537292,777.169189,828.091553,167.313599,739.795288,1099.808838,434.065399,782.134460,730.599792,145.504776,741.984009,1086.693481,226.498520,,,,,,,,,
5,754.937256,718.533203,145.621933,775.426270,830.834656,169.189194,739.750732,1101.657593,434.556366,780.388123,733.332275,147.639618,741.578857,1089.803711,227.531403,,,,,,,,,
6,753.324280,721.393250,147.784882,773.670776,833.323547,171.406509,739.905151,1103.551758,435.028046,778.541077,735.880737,150.252884,740.730957,1093.143799,228.003647,,,,,,,,,
7,751.136719,723.999695,150.514526,771.721741,836.162598,173.041580,739.760803,1105.445679,435.464783,777.136353,738.856445,152.301376,740.043884,1096.347900,228.434967,,,,,,,,,
8,750.160034,726.575562,151.936859,770.038452,839.026550,174.971298,739.465576,1107.420898,436.055054,775.306091,741.591675,153.953018,739.128174,1099.606323,228.863953,,,,,,,,,
9,748.300049,729.512939,153.963791,767.985046,841.594604,176.297440,738.931152,1109.269043,436.843414,773.277771,743.921997,155.990723,738.174377,1102.611450,230.541351,,,,,,,,,
10,745.857605,732.404053,156.261841,766.476074,844.818970,178.027481,738.627258,1111.099731,437.548248,771.713745,747.164063,156.695572,737.360291,1105.594849,231.749146,,,,,,,,,
11,744.468140,734.998718,157.568588,765.088989,847.719177,179.873108,738.937988,1113.139648,437.693787,769.538513,750.051880,159.563202,736.849121,1108.739990,232.048157,,,,,,,,,
12,742.409302,737.957458,159.323868,763.414551,850.552124,181.683502,738.938843,1115.183350,438.069305,767.675964,752.665283,161.158783,736.295227,1111.968628,232.877197,,,,,,,,,
13,739.948181,741.006897,161.280594,761.476563,853.314758,183.070084,738.652649,1117.098267,438.821747,765.836731,755.803772,162.415970,735.497986,1115.164063,233.438950,,,,,,,,,
14,738.514648,743.868225,162.424347,759.446838,856.235657,184.639572,738.173645,1119.013672,439.830475,763.556458,758.766357,164.288025,734.967529,1118.178833,234.371353,,,,,,,,,
15,736.357239,746.802979,163.928711,757.196533,859.192200,185.880478,737.883423,1120.833740,440.694427,761.765320,761.589661,164.698135,733.724304,1121.131592,235.672928,,,,,,,,,
16,734.053345,750.059753,164.932663,755.618958,862.077698,187.184708,737.920166,1122.771240,441.101074,759.387085,764.622253,166.496033,732.632507,1124.334595,236.620178,,,,,,,,,
17,731.945129,752.926636,166.244568,753.944763,865.271240,188.366455,737.925171,1124.596069,441.783234,757.410217,767.738159,168.183228,732.351990,1127.492920,237.626160,,,,,,,,,
18,730.058533,755.713928,167.006256,751.788391,868.192566,188.832123,737.892944,1126.625244,442.906342,755.355469,771.034668,169.134338,731.488098,1130.640869,238.388519,,,,,,,,,
19,727.623474,758.900513,167.623428,749.940552,871.110413,189.707047,737.729065,1128.532715,443.501068,753.181519,773.411499,169.294952,731.059143,1133.818359,239.278641,,,,,,,,,
