Präzision01123
Date:,2025/04/22
Time:,16:56:48
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,834.772217,737.716797,127.512611,922.737793,1014.771362,466.159515,809.340698,683.697388,44.136185,777.855225,672.846558,44.452408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,834.599365,737.608215,127.431564,922.806519,1014.789673,466.202026,809.099609,683.795044,43.999870,777.855225,672.846558,44.452408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,834.641602,737.608032,127.474823,922.529053,1014.860718,466.548553,809.009583,683.853638,43.916393,777.791443,672.865723,44.494904,878.817444,986.183228,271.259705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,834.603821,737.608704,127.526978,922.397461,1014.765991,466.646484,809.550659,683.424438,44.171341,777.709045,672.851074,44.433823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,834.596008,737.503845,127.558685,922.567322,1014.632874,466.273804,809.645996,683.300232,44.448139,777.739502,672.741333,44.362873,,,,878.602234,986.151489,271.311249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,834.443665,737.499390,127.446632,922.602234,1014.614746,466.189636,809.919250,683.122070,44.594936,777.748169,672.736511,44.476662,,,,878.529785,986.174438,271.401215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,834.486023,737.449524,127.472054,922.531128,1014.441650,466.446564,810.028015,683.059448,44.654404,777.718933,672.737061,44.549213,,,,878.330200,986.184021,271.485626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,834.474243,737.404114,127.531219,922.474976,1014.397766,466.500397,809.919556,683.063599,44.604755,777.677917,672.725952,44.379425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,834.458801,737.351929,127.549019,922.471375,1014.421326,466.509338,809.346741,683.328918,44.368954,777.663513,672.755005,44.420715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,834.310608,737.351013,127.444443,922.414124,1014.317444,466.523804,809.369141,683.334351,44.256821,777.642700,672.643677,44.364555,,,,,,,877.796631,986.070862,271.576843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,834.401672,737.341187,127.518166,922.403198,1014.261841,466.604950,809.596558,683.175171,44.371334,777.681091,672.619690,44.385536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,834.363525,737.279602,127.611580,922.376221,1014.231262,466.622894,809.737366,683.075134,44.512394,777.657593,672.612122,44.267338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,834.308777,737.240967,127.597595,922.335266,1014.233154,466.638916,809.863464,682.989502,44.589523,777.658813,672.639221,44.269650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,834.231140,737.264648,127.593452,922.325928,1014.150574,466.633240,809.891174,682.970764,44.606907,777.684387,672.526611,44.409523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,834.122192,737.240601,127.594269,922.262268,1014.102234,466.686188,809.413635,683.300964,44.379181,777.793030,672.463440,44.368893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,834.115173,737.343506,127.762138,922.250671,1014.094482,466.712585,809.150391,683.506592,44.168465,777.669067,672.493530,44.394619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,834.061279,737.261414,127.867157,922.235413,1014.105347,466.718506,809.004333,683.610107,44.055111,777.704712,672.503113,44.515396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,834.035522,737.339050,127.920502,922.252136,1014.213257,467.086090,808.960632,683.705139,44.014832,777.804810,672.566650,44.526089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,834.043274,737.364868,128.021332,922.242920,1014.079895,466.935730,809.016724,683.727600,44.038033,777.922180,672.596191,44.511848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,833.988708,737.447571,128.122940,922.196716,1014.076355,467.033386,809.139832,683.809937,44.169262,777.956360,672.620300,44.559719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,833.916931,737.472595,128.244720,922.106384,1014.190308,467.235291,809.255676,683.803101,44.268311,778.062683,672.602905,44.754417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,833.796021,737.640747,128.343948,922.179871,1014.138428,467.153137,809.406311,683.974731,44.375134,778.169434,672.685242,44.859467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,833.805359,737.814758,128.640686,922.383484,1014.369263,467.227692,809.554138,684.110962,44.492542,778.264648,672.701660,44.953892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,833.745605,738.101257,129.056412,922.111511,1014.323425,467.415710,809.703857,684.217529,44.708755,778.503784,672.755798,45.126354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,833.621765,738.367676,129.450180,922.424988,1014.553528,467.303101,809.790344,684.333862,44.970364,778.661377,672.816772,45.220863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,833.488953,738.586243,129.791656,922.008789,1014.355652,467.578430,809.806152,684.455933,45.329811,778.635742,672.891663,45.753582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,833.609192,738.645386,130.100037,921.831726,1014.457031,467.797485,809.752625,684.579773,45.779160,778.505981,672.868286,46.423943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,833.431030,738.964905,130.688644,921.867737,1014.597595,467.885895,809.613647,684.715393,46.323414,778.647888,672.824158,47.171127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,833.499573,738.888123,131.574524,921.870056,1014.815796,467.944183,809.615967,684.928772,47.244755,778.766418,673.027832,47.525002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,833.443970,739.007324,132.481674,921.844849,1015.064087,467.977448,809.652649,685.027771,48.264809,778.968445,673.091858,48.504906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,833.324524,739.096863,133.120621,921.827087,1015.362549,468.069366,809.562378,685.001404,49.173603,778.832336,673.089355,49.559788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,833.173706,739.327271,134.223923,921.819397,1015.743164,468.301361,809.423462,684.908447,50.405849,778.543457,672.991638,50.709499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,833.123962,739.883301,135.702316,921.813660,1016.159485,468.113861,809.860474,684.619629,51.952034,778.343567,673.017395,52.105698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,833.034485,740.371582,136.572311,921.873901,1016.630920,468.015839,810.515564,684.298401,53.678257,778.202820,673.134766,53.876171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,832.738953,740.660095,137.759552,921.981140,1017.269409,467.734772,810.153137,684.312134,55.370426,778.022400,673.324890,55.327969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,832.068481,741.348145,138.827057,922.072083,1018.000793,467.746307,809.462952,684.758301,57.089279,777.938049,673.324280,56.522114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,831.728149,741.956787,140.433258,922.107422,1018.596497,467.694366,808.252441,685.471863,58.081085,777.454834,673.655579,58.792755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,831.770508,742.442749,142.172028,922.114868,1019.363281,467.741302,807.492126,685.869385,59.501232,777.170471,673.759888,60.841484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,831.364197,743.243713,143.660645,922.101501,1020.153809,467.929352,807.126770,686.033203,61.665318,776.935608,673.903931,62.700508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,830.862671,743.699341,146.055145,922.037476,1021.004639,468.062225,806.795532,686.172241,63.684258,776.418274,674.352661,64.797714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,830.406738,744.069519,147.454788,921.947998,1021.744995,468.214966,806.240295,686.311462,65.856102,775.620911,674.653564,66.900818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,830.069214,744.890076,149.509277,921.756592,1022.612488,468.328217,805.888367,686.662842,68.330139,775.370728,674.930908,69.322021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,829.981689,745.804504,151.745773,921.608215,1023.607178,468.452179,806.192261,686.549377,71.460030,774.384644,675.311829,71.848389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,828.877380,746.999573,153.778732,921.447632,1024.563110,468.648407,805.381897,686.953796,73.739723,773.601807,675.985535,74.277855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,828.233948,748.002197,155.384933,921.321960,1025.532959,468.858246,804.234375,688.005432,75.799301,772.798645,676.574707,76.684982,,,,,,,,,,871.596375,1011.121704,273.992645,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,827.747253,748.898438,157.946609,920.952759,1026.796265,469.124451,803.081177,689.067871,78.078651,772.203918,677.254272,79.693535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,827.220642,750.196655,160.053482,920.676025,1027.961060,469.337250,803.111023,689.653748,80.936607,771.599915,677.955383,81.792938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,826.231873,751.405029,162.565567,920.921936,1029.191162,469.205048,802.002747,690.406555,83.543701,770.876404,679.062134,84.383530,,,,,,,,,,,,,870.347595,1017.229431,274.563416,,,,,,,,,,,,,,,,,,,,,,,,
49,825.444458,752.345947,164.614548,921.106750,1030.611084,469.373383,800.917725,691.291016,86.414482,770.063538,680.146484,86.541908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,824.855469,753.616211,167.493759,921.029175,1031.984863,469.727783,799.858459,692.320923,88.706131,769.183838,681.240112,90.011467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,823.864685,755.035522,169.892319,920.904053,1033.278564,469.943207,799.923889,693.121765,92.057587,768.422180,682.131470,92.355896,,,,,,,,,,,,,,,,870.234985,1024.077026,274.939301,,,,,,,,,,,,,,,,,,,,,
52,823.109070,756.796509,171.914413,920.792480,1034.630127,470.005646,798.559448,694.316711,94.713081,767.357483,683.475769,95.099274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,822.086609,758.563782,174.439850,920.884460,1035.943726,469.974548,797.287048,695.800293,97.212334,766.080078,684.819275,98.311806,,,,,,,,,,,,,,,,,,,869.399231,1028.830200,275.712280,,,,,,,,,,,,,,,,,,
54,821.507263,759.849487,176.745621,920.780762,1037.458862,470.153717,796.993530,696.943787,100.276184,765.343262,686.116455,101.019325,,,,,,,,,,,,,,,,,,,869.077393,1031.274536,275.949341,,,,,,,,,,,,,,,,,,
55,820.850098,761.810486,179.417236,920.618958,1038.937500,470.669250,795.325500,698.624451,102.985886,764.275452,687.633545,103.971313,,,,,,,,,,,,,,,,,,,868.923584,1033.839844,276.452820,,,,,,,,,,,,,,,,,,
56,819.880310,763.622681,181.604248,920.605835,1040.526001,471.157349,793.985413,700.435181,105.099289,762.979004,689.330505,106.664375,,,,,,,,,,,,,,,,,,,868.481995,1036.375610,277.170685,,,,,,,,,,,,,,,,,,
57,818.959351,765.563354,183.893219,920.963684,1042.007202,470.965668,793.078125,702.431641,107.844193,761.854492,690.972961,109.298737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
