Präzision01140
Date:,2025/04/22
Time:,17:38:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,802.847900,754.590942,110.924332,729.149536,934.512024,228.844193,805.693298,658.135010,65.321518,736.351257,1018.853577,340.908661,833.660950,670.753174,63.490044,,,,,,,,,,,,,,,,,,,,,,,,
12,802.862793,754.527161,110.890541,729.148865,934.512939,228.848038,805.676025,658.103760,65.329369,736.265991,1018.832581,340.950287,833.636780,670.767273,63.400188,,,,,,,,,,,,,,,,,,,,,,,,
13,803.037354,754.450317,110.732010,729.082581,934.526611,228.807816,805.610291,658.044067,65.235977,736.284729,1018.845459,340.946289,833.670959,670.750061,63.496689,,,,,,,,,,,,,,,,,,,,,,,,
14,802.765686,754.560425,111.032822,729.164429,934.535828,228.859802,805.615051,658.031860,65.175888,736.257629,1018.834778,340.959595,833.718018,670.715515,63.541306,,,,,,,,,,,,,,,,,,,,,,,,
15,803.048889,754.467834,110.845703,729.111389,934.522095,228.790680,805.663330,658.003723,65.283493,736.155518,1018.837036,340.942932,833.709045,670.697937,63.530899,,,,,,,,,,,,,,,,,,,,,,,,
16,802.926819,754.485962,110.941231,729.102295,934.482788,228.673752,805.660706,657.993530,65.363380,736.118225,1018.834595,340.954865,833.709900,670.710754,63.524395,,,,,,,,,,,,,,,,,,,,,,,,
17,803.060852,754.411011,110.795563,729.099304,934.475342,228.663239,805.650513,657.991699,65.374954,736.182068,1018.852722,340.950684,833.802673,670.728943,63.484695,,,,,,,,,,,,,,,,,,,,,,,,
18,803.088928,754.452820,110.695854,729.079834,934.523865,228.788742,805.626038,657.986877,65.275421,736.186768,1018.860718,340.944885,833.786560,670.731750,63.601761,,,,,,,,,,,,,,,,,,,,,,,,
19,803.180908,754.416992,110.771828,729.110291,934.491577,228.691620,805.688782,658.031494,65.349121,736.141052,1018.867371,340.940216,833.776489,670.701721,63.509705,,,,,,,,,,,,,,,,,,,,,,,,
20,803.052063,754.488342,110.771149,729.130127,934.473999,228.612610,805.707214,658.006165,65.317093,736.082275,1018.831604,340.928894,833.745422,670.601929,63.418877,,,,,,,,,,,,,,,,,,,,,,,,
21,803.018677,754.437683,110.702881,729.040527,934.520508,228.705093,805.660828,658.014648,65.269836,736.093079,1018.838806,340.875366,833.759583,670.693665,63.423389,,,,,,,,,,,,,,,,,,,,,,,,
22,803.096436,754.439392,110.738884,729.045898,934.495422,228.600113,805.708313,658.062988,65.351135,736.050842,1018.835571,340.912018,833.796021,670.635193,63.471504,,,,,,,,,,,,,,,,,,,,,,,,
23,803.049255,754.427917,110.699738,729.073364,934.521484,228.653793,805.761536,658.071777,65.355293,736.042358,1018.827576,340.908661,833.861450,670.599548,63.537891,,,,,,,,,,,,,,,,,,,,,,,,
24,803.151978,754.402832,110.767090,729.092102,934.489807,228.565536,805.717285,658.018127,65.335548,736.033264,1018.821716,340.908813,833.896240,670.588440,63.572887,,,,,,,,,,,,,,,,,,,,,,,,
25,803.147461,754.452332,110.769485,729.111389,934.389160,228.531006,805.684082,658.005310,65.372787,736.025818,1018.836670,340.885437,833.816833,670.568542,63.497200,,,,,,,,,,,,,,,,,,,,,,,,
26,803.113342,754.426697,110.746193,729.138367,934.414734,228.513565,805.695740,658.033691,65.386612,736.036499,1018.836365,340.923004,833.803833,670.581665,63.487873,,,,,,,,,,,,,,,,,,,,,,,,
27,803.104797,754.412354,110.719963,729.120056,934.425720,228.533325,805.729675,658.030762,65.331879,735.984375,1018.833435,340.910278,833.802063,670.593079,63.457344,,,,,,,,,,,,,,,,,,,,,,,,
28,803.107361,754.412537,110.715828,729.129700,934.409302,228.476257,805.707092,658.018433,65.288216,736.013428,1018.838562,340.889221,833.823975,670.609253,63.524582,,,,,,,,,,,,,,,,,,,,,,,,
29,803.149231,754.388977,110.757278,729.108093,934.443054,228.531342,805.663391,658.042542,65.462181,736.042908,1018.832153,340.850616,833.829773,670.589905,63.493710,,,,,,,,,,,,,,,,,,,,,,,,
30,803.129333,754.414307,110.744583,729.107422,934.390564,228.542908,805.636108,658.025940,65.356316,735.975830,1018.815918,340.840790,833.812561,670.592102,63.508038,,,,,,,,,,,,,,,,,,,,,,,,
31,803.119995,754.415771,110.713753,729.113770,934.417542,228.540482,805.709595,658.061646,65.487312,736.008545,1018.830017,340.824585,833.873413,670.505371,63.562130,,,,,,,,,,,,,,,,,,,,,,,,
32,803.126648,754.391296,110.734085,729.125610,934.430298,228.536102,805.661133,658.039307,65.513351,736.028687,1018.833679,340.812866,833.859497,670.447937,63.576653,,,,,,,,,,,,,,,,,,,,,,,,
33,803.126526,754.340271,110.725296,729.133423,934.469788,228.480560,805.671570,657.930542,65.446342,735.987366,1018.849182,340.824310,833.821411,670.442200,63.519405,,,,,,,,,,,,,,,,,,,,,,,,
34,803.125916,754.333679,110.721436,729.121582,934.494995,228.530411,805.657349,657.962097,65.336479,736.009827,1018.910583,340.846680,833.799744,670.465698,63.514023,,,,,,,,,,,,,,,,,,,,,,,,
35,803.086731,754.385742,110.688118,729.052490,934.503662,228.502838,805.658752,658.002686,65.336311,735.987793,1018.954285,340.844025,833.788879,670.466431,63.482899,,,,,,,,,,,,,,,,,,,,,,,,
36,803.096680,754.332397,110.703995,729.079102,934.489624,228.408478,805.648926,657.918335,65.341858,736.008911,1018.932495,340.874542,833.628662,670.492737,63.406895,,,,,,,,,,,,,,,,,,,,,,,,
37,803.093140,754.335449,110.729073,729.075500,934.500183,228.449341,805.652710,657.964844,65.332260,736.012512,1018.954895,340.780609,833.684875,670.494507,63.392181,,,,,,,,,,,,,,,,,,,,,,,,
38,803.100037,754.344360,110.730316,729.071228,934.515808,228.450485,805.659485,658.032043,65.444046,735.971497,1018.955627,340.768860,833.803223,670.489685,63.506824,,,,,,,,,,,,,,,,,,,,,,,,
39,803.080322,754.330933,110.718178,729.095093,934.497314,228.423569,805.686890,657.963135,65.478821,735.978699,1018.962158,340.774109,833.702332,670.486633,63.513145,,,,,,,,,,,,,,,,,,,,,,,,
40,803.086792,754.333313,110.705170,729.075317,934.499939,228.413147,805.650269,658.003601,65.334412,735.987854,1018.955017,340.773193,833.773010,670.479553,63.482845,,,,,,,,,,,,,,,,,,,,,,,,
41,803.100281,754.339355,110.699600,729.105225,934.508728,228.391159,805.656799,658.011780,65.328918,736.023376,1018.954346,340.760864,833.669861,670.603760,63.453999,,,,,,,,,,,,,,,,,,,,,,,,
42,803.080566,754.325195,110.690384,729.101318,934.498413,228.369461,805.662781,657.980896,65.254021,735.967346,1018.968323,340.712677,833.755493,670.534485,63.484451,,,,,,,,,,,,,,,,,,,,,,,,
43,803.117615,754.330139,110.695328,729.176697,934.488220,228.401733,805.703064,658.037537,65.351112,735.961060,1018.973022,340.707733,833.653809,670.486267,63.432980,,,,,,,,,,,,,,,,,,,,,,,,
44,803.119324,754.328613,110.698517,729.159607,934.499756,228.340866,805.699890,657.926147,65.333359,735.924744,1019.047791,340.715546,833.716553,670.474304,63.421253,,,,,,,,,,,,,,,,,,,,,,,,
45,803.136353,754.331421,110.689598,729.132202,934.450623,228.332108,805.676025,658.006226,65.452393,735.911804,1019.065002,340.746887,833.777283,670.466980,63.457642,,,,,,,,,,,,,,,,,,,,,,,,
46,803.128784,754.332825,110.693130,729.221191,934.442871,228.376389,805.681030,657.918274,65.359596,735.993591,1019.075378,340.693176,833.803589,670.459534,63.488441,,,,,,,,,,,,,,,,,,,,,,,,
47,803.139221,754.372131,110.736130,729.148499,934.443420,228.345276,805.706116,657.959045,65.237846,735.983765,1019.074219,340.705322,834.237427,670.227295,63.927105,,,,,,,,,,,,,,,,,,,,,,,,
48,803.150757,754.342773,110.774094,729.228943,934.443970,228.353455,805.686401,657.950562,65.366341,735.999023,1019.072266,340.677612,834.152161,670.297485,63.859425,,,,,,,,,,,,,,,,,,,,,,,,
49,803.135010,754.339111,110.756004,729.198608,934.448303,228.292542,805.714355,657.918030,65.335297,736.020630,1019.087891,340.683472,833.985474,670.439697,63.679897,,,,,,,,,,,,,,,,,,,,,,,,
50,803.123596,754.331970,110.701340,729.185791,934.456116,228.299332,805.715271,657.877075,65.221817,736.010254,1019.075012,340.669373,833.818970,670.473633,63.458382,,,,,,,,,,,,,,,,,,,,,,,,
51,803.179199,754.326721,110.726883,729.245972,934.483337,228.448776,805.713013,657.885437,65.221039,736.006470,1019.071228,340.666962,833.770203,670.397888,63.443073,,,,,,,,,,,,,,,,,,,,,,,,
52,803.131531,754.267639,110.701576,729.248718,934.448181,228.381638,805.748047,657.906860,65.269791,736.018188,1019.087646,340.686218,834.252686,670.110962,63.937199,,,,,,,,,,,,,,,,,,,,,,,,
53,803.163086,754.323120,110.730545,729.261230,934.439087,228.332993,805.683350,657.930725,65.402664,736.007568,1019.075073,340.672485,834.719849,669.863342,64.447922,,,,,,,,,,,,,,,,,,,,,,,,
54,803.165771,754.315796,110.730499,729.245178,934.450256,228.386200,805.645630,657.926392,65.460251,736.017761,1019.087219,340.685730,834.399414,670.079651,64.136627,,,,,,,,,,,,,,,,,,,,,,,,
55,803.165955,754.263916,110.715332,729.284546,934.432251,228.397781,805.706970,657.879639,65.352097,736.029480,1019.083130,340.688538,834.486389,669.989746,64.207367,,,,,,,,,,,,,,,,,,,,,,,,
56,803.176819,754.294800,110.734741,729.342346,934.438293,228.405655,805.677368,657.882019,65.291412,736.390625,1019.019287,340.255585,834.523743,669.975647,64.246674,,,,,,,,,,,,,,,,,,,,,,,,
57,803.149170,754.308960,110.722839,729.350098,934.446228,228.422775,805.687195,657.909668,65.401031,736.189270,1019.058777,340.489105,834.649170,669.891602,64.350609,,,,,,,,,,,,,,,,,,,,,,,,
58,803.160889,754.265137,110.713501,729.401062,934.436951,228.356873,805.672302,657.826660,65.469139,736.072571,1019.178528,340.651184,834.074341,670.184082,63.881603,,,,,,,,,,,,,,,,,,,,,,,,
59,803.179260,754.255066,110.740875,729.389954,934.438721,228.355743,805.676636,657.804077,65.575851,736.136169,1019.129028,340.638611,833.710754,670.396790,63.447250,,,,,,,,,,,,,,,,,,,,,,,,
60,803.159363,754.241272,110.739540,729.412109,934.430054,228.363266,805.583801,657.885864,65.471924,736.140320,1019.177795,340.616730,833.895203,670.210571,63.666771,,,,,,,,,,,,,,,,,,,,,,,,
61,803.141235,754.247131,110.734421,729.401855,934.440979,228.382294,805.643555,657.840149,65.332733,736.109741,1019.192566,340.625153,834.523926,669.811035,64.295013,,,,,,,,,,,,,,,,,,,,,,,,
62,803.126282,754.243286,110.714996,729.488159,934.443726,228.415909,805.658325,657.884399,65.466270,736.152527,1019.191833,340.597900,834.883911,669.760071,64.632072,,,,,,,,,,,,,,,,,,,,,,,,
63,803.216003,754.223633,110.752586,729.499695,934.439636,228.403458,805.606750,657.924194,65.451416,736.213196,1019.235474,340.556946,834.930298,669.633362,64.745171,,,,,,,,,,,,,,,,,,,,,,,,
64,803.224060,754.220642,110.768692,729.542236,934.423096,228.477524,805.615601,657.861206,65.432022,736.289246,1019.190369,340.424530,834.996887,669.606628,64.795006,,,,,,,,,,,,,,,,,,,,,,,,
65,803.229858,754.227783,110.787849,729.552490,934.531677,228.500549,805.665466,657.764587,65.299370,736.352539,1019.198242,340.343689,834.817566,669.684875,64.560303,,,,,,,,,,,,,,,,,,,,,,,,
66,803.242371,754.166565,110.816338,729.557129,934.558899,228.495941,805.647705,657.789856,65.283096,736.291748,1019.326904,340.503113,834.524841,669.840149,64.243973,,,,,,,,,,,,,,,,,,,,,,,,
67,803.265930,754.073364,111.017349,729.617981,934.584167,228.507919,805.975037,657.911255,65.276344,736.277405,1019.370789,340.542847,835.051697,669.537354,64.896088,,,,,,,,,,,,,,,,,,,,,,,,
68,803.241577,754.162170,110.945786,729.423767,934.722778,227.941086,806.035889,657.932129,65.179054,736.279175,1019.446777,340.553101,835.048401,669.582031,64.667091,,,,,,,,,,,,,,,,,,,,,,,,
69,803.191956,754.107971,110.995941,729.634033,934.599182,228.450089,806.069641,657.931702,65.199234,736.348511,1019.434204,340.428467,835.089966,669.583984,64.830208,,,,,,,,,,,,,,,,,,,,,,,,
70,803.250671,754.040649,111.105247,729.749084,934.548096,228.628296,805.819824,657.825623,65.205414,736.477051,1019.417480,340.348907,835.661621,669.261902,65.410248,,,,,,,,,,,,,,,,,,,,,,,,
71,803.279541,754.077271,111.159843,729.800415,934.612183,228.638138,805.701904,657.812744,65.491791,736.485901,1019.506653,340.358582,835.904053,669.195740,65.632431,,,,,,,,,,,,,,,,,,,,,,,,
72,803.310364,754.092712,111.196449,729.757324,934.644409,228.585663,805.703552,657.741455,65.404869,736.498474,1019.529053,340.362366,835.833801,669.156677,65.474258,,,,,,,,,,,,,,,,,,,,,,,,
73,803.274353,753.968689,111.238564,729.816528,934.666870,228.653549,805.739380,657.769165,65.327377,736.477478,1019.612244,340.388580,835.682922,669.356323,65.343399,,,,,,,,,,,,,,,,,,,,,,,,
74,803.261902,754.023071,111.175133,729.899536,934.677612,228.621857,805.754578,657.794067,65.305779,736.464783,1019.733032,340.334778,835.610413,669.395386,65.271591,,,,,,,,,,,,,,,,,,,,,,,,
75,803.212830,753.954407,111.260620,729.912842,934.682007,228.643097,805.733032,657.905396,65.471992,736.481934,1019.754089,340.360168,835.714905,669.364502,65.513138,,,,,,,,,,,,,,,,,,,,,,,,
76,803.229370,753.932373,111.355568,729.917908,934.788147,228.627838,805.614441,657.830627,65.467751,736.574585,1019.745667,340.342163,835.764282,669.327148,65.677887,,,,,,,,,,,,,,,,,,,,,,,,
77,803.277161,753.923584,111.333344,729.979431,934.726807,228.632996,805.570618,657.850769,65.288933,736.611328,1019.838806,340.359802,835.813599,669.214661,65.746201,,,,,,,,,,,,,,,,,,,,,,,,
78,803.229431,753.937134,111.307060,730.052551,934.788757,228.651413,805.582581,657.893616,65.257004,736.576355,1019.952271,340.425385,835.796143,669.253601,65.648529,,,,,,,,,,,,,,,,,,,,,,,,
79,803.147278,753.937500,111.337379,730.039490,934.759644,228.611206,805.565613,657.866272,65.245384,736.671570,1020.070557,340.473511,835.729370,669.330688,65.658958,,,,,,,,,,,,,,,,,,,,,,,,
80,803.199158,753.971924,111.386879,730.127808,934.884888,228.741257,805.575439,657.921692,65.408508,736.705505,1020.097351,340.512787,835.519287,669.477539,65.469116,,,,,,,,,,,,,,,,,,,,,,,,
81,803.181580,753.943420,111.371613,729.951355,934.850281,228.847946,805.558716,657.928955,65.468117,736.752319,1020.159363,340.475586,835.413269,669.585388,65.315895,,,,,,,,,,,,,,,,,,,,,,,,
82,803.178467,753.976685,111.388870,730.215393,934.940002,228.858551,805.498535,657.879883,65.282875,736.774902,1020.294434,340.404846,835.805176,669.141846,65.809654,,,,,,,,,,,,,,,,,,,,,,,,
83,803.133301,753.988831,111.568436,730.280334,935.019836,228.938477,805.477417,657.932068,65.196220,,,,836.109985,668.947083,66.157799,,,,,,,,,,,,,,,,,,,,,,,,
84,803.167664,753.987671,111.490929,730.241943,934.996460,228.912155,805.494141,658.007813,65.237175,,,,836.138306,668.948425,66.175850,736.889526,1020.403076,340.577362,,,,,,,,,,,,,,,,,,,,,
85,803.023499,754.096924,111.494095,730.368347,935.097229,229.046844,805.482361,657.964905,65.215317,,,,835.456726,669.604919,65.488945,736.927307,1020.529907,340.541687,,,,,,,,,,,,,,,,,,,,,
86,802.896118,754.126465,111.562073,730.446899,935.156372,228.875946,805.408508,657.957825,65.250259,,,,835.001587,669.715820,65.020233,736.945801,1020.629822,340.587494,,,,,,,,,,,,,,,,,,,,,
87,802.915588,754.094971,111.647354,730.390564,935.181702,228.980392,805.445679,657.989746,65.268303,,,,835.062195,669.932068,65.097076,736.985046,1020.708618,340.594727,,,,,,,,,,,,,,,,,,,,,
88,802.947144,754.125000,111.689575,730.564575,935.313049,229.079239,805.478149,658.056702,65.308144,,,,835.866760,669.295166,65.903450,737.074951,1020.811707,340.656830,,,,,,,,,,,,,,,,,,,,,
89,803.011169,754.115906,111.734062,730.477234,935.314880,229.163177,805.500549,658.133240,65.240448,,,,835.721252,669.583618,65.878052,737.109558,1020.910034,340.657776,,,,,,,,,,,,,,,,,,,,,
90,803.034058,754.095398,111.811760,730.471985,935.320740,229.234833,805.468933,658.127686,65.189705,,,,835.566406,669.813232,65.640129,737.104980,1020.969849,340.763123,,,,,,,,,,,,,,,,,,,,,
91,803.055542,754.097473,111.852478,730.524048,935.467529,229.456589,805.532471,658.216248,65.292816,,,,835.345459,669.916504,65.405853,737.085266,1021.134216,340.870300,,,,,,,,,,,,,,,,,,,,,
92,803.095703,754.102356,111.932693,730.651794,935.596985,229.662750,805.515503,658.216614,65.340324,,,,835.245483,670.024902,65.307823,737.222717,1021.253052,341.027679,,,,,,,,,,,,,,,,,,,,,
93,803.139099,754.110291,111.944664,730.730530,935.664612,229.785904,805.531799,658.230225,65.347237,,,,835.202271,670.042908,65.364876,737.394836,1021.363342,341.104370,,,,,,,,,,,,,,,,,,,,,
94,803.238708,754.091614,112.104424,730.845459,935.718811,229.833954,805.549500,658.271606,65.392746,,,,835.403931,669.991699,65.611008,737.517212,1021.462097,341.303314,,,,,,,,,,,,,,,,,,,,,
95,803.327881,754.052673,112.244186,730.792236,935.733704,229.992706,805.528809,658.243347,65.369949,,,,835.725220,669.789124,65.930550,737.713013,1021.578552,341.396881,,,,,,,,,,,,,,,,,,,,,
96,803.332886,754.092468,112.256416,730.727905,935.744141,230.087051,805.610779,658.210144,65.352158,,,,835.527039,669.911072,65.777466,737.849182,1021.692505,341.432739,,,,,,,,,,,,,,,,,,,,,
97,803.368042,754.075562,112.287155,730.755676,935.791443,230.150131,805.621033,658.195740,65.385368,,,,835.319763,670.027039,65.558914,738.030090,1021.900208,341.536407,,,,,,,,,,,,,,,,,,,,,
98,803.432373,753.980652,112.425453,730.749390,935.860107,230.262756,805.646606,658.197388,65.390533,,,,835.681274,669.817810,65.925049,738.280945,1022.016602,341.658508,,,,,,,,,,,,,,,,,,,,,
99,803.443787,753.949890,112.520157,730.636169,935.935242,230.335571,805.675720,658.257324,65.346283,,,,836.111938,669.462769,66.431618,738.442017,1022.207336,341.798767,,,,,,,,,,,,,,,,,,,,,
100,803.446350,754.024231,112.610336,730.553955,935.932251,230.367462,805.720276,658.230591,65.418411,,,,836.179871,669.386597,66.565315,738.546509,1022.329956,341.854919,,,,,,,,,,,,,,,,,,,,,
101,803.388855,754.021729,112.679359,730.465149,935.956299,230.352066,805.726318,658.293091,65.465683,,,,836.124207,669.461975,66.612709,738.804626,1022.422485,341.979309,,,,,,,,,,,,,,,,,,,,,
102,803.406799,753.990723,112.853569,730.264832,936.011780,230.297165,805.764648,658.215210,65.428513,,,,836.242065,669.387573,66.739456,738.936646,1022.546753,341.922668,,,,,,,,,,,,,,,,,,,,,
103,803.263062,753.892822,113.102249,730.394470,936.010315,230.566635,805.856812,658.300049,65.593887,,,,836.262634,669.171997,67.004868,738.992737,1022.728821,342.005585,,,,,,,,,,,,,,,,,,,,,
104,803.224060,753.867432,113.243797,730.356506,936.109253,230.601563,805.882996,658.350037,65.658119,,,,836.209656,669.201355,67.032982,738.774292,1022.883423,342.050476,,,,,,,,,,,,,,,,,,,,,
105,803.187683,753.858398,113.449905,730.142212,936.222168,230.390488,806.058777,658.363464,65.686691,,,,836.341492,669.215210,67.181534,739.074646,1022.988098,342.005615,,,,,,,,,,,,,,,,,,,,,
106,803.083679,753.842346,113.682625,730.020142,936.481873,230.395187,806.163391,658.450867,65.786316,,,,836.513977,669.136597,67.355766,739.268738,1023.180969,341.870911,,,,,,,,,,,,,,,,,,,,,
107,803.028564,753.929504,113.964378,729.862549,936.732422,230.369843,806.340698,658.506836,65.879105,,,,836.533508,669.221497,67.493675,739.304138,1023.289856,341.877045,,,,,,,,,,,,,,,,,,,,,
108,803.021606,753.999939,114.365829,729.631653,937.080566,230.367828,806.543579,658.613953,66.262566,,,,836.492188,669.395752,67.556847,739.364075,1023.505127,341.840027,,,,,,,,,,,,,,,,,,,,,
109,803.069397,753.993469,114.748108,729.366821,937.332336,230.268478,806.707947,658.757324,66.469452,,,,836.680176,669.487366,67.682945,739.395081,1023.721375,341.840057,,,,,,,,,,,,,,,,,,,,,
110,803.225159,754.173523,115.066856,728.710815,937.646301,229.843628,806.814148,659.036316,66.659447,,,,836.655762,669.740051,67.798187,739.436035,1023.931702,341.850159,,,,,,,,,,,,,,,,,,,,,
111,803.139587,754.211731,115.629341,727.937683,938.421082,228.530548,806.760986,659.014954,67.455429,,,,836.494873,670.191101,68.056747,739.468079,1024.163086,341.783142,,,,,,,,,,,,,,,,,,,,,
112,803.278320,754.423096,116.063370,728.052429,938.380432,229.648422,807.003845,659.154724,68.325607,,,,837.035522,670.300476,68.944473,739.380554,1024.578003,342.021179,,,,,,,,,,,,,,,,,,,,,
113,803.371521,754.775085,116.446510,728.008667,938.668884,229.980820,807.265015,659.357727,69.045799,,,,837.452820,670.945740,70.085304,739.245483,1024.993652,342.235321,,,,,,,,,,,,,,,,,,,,,
114,803.410767,755.188354,117.222160,728.436340,939.486267,229.477036,807.359497,659.541077,69.585426,,,,837.161438,671.414368,71.010651,739.200745,1025.438232,342.354492,,,,,,,,,,,,,,,,,,,,,
115,803.441711,755.726318,117.776062,727.605530,939.944946,229.691223,807.621094,659.596252,70.390266,,,,837.080566,671.795959,71.909370,739.269043,1025.886597,342.360046,,,,,,,,,,,,,,,,,,,,,
116,803.692810,755.906311,119.796120,727.082886,940.695679,229.850998,808.032532,659.809631,71.713860,,,,838.777771,670.648560,75.047760,739.276794,1026.367188,342.319763,,,,,,,,,,,,,,,,,,,,,
117,803.768188,756.266418,121.309631,726.797913,941.396179,230.043213,808.114929,660.201172,73.533051,,,,839.721436,670.510010,77.370422,739.133606,1026.928467,342.506195,,,,,,,,,,,,,,,,,,,,,
118,803.630798,756.673523,122.565666,726.520569,941.849548,230.303253,808.254395,660.691284,74.847519,,,,839.868713,671.106201,78.605698,738.971436,1027.500732,342.463135,,,,,,,,,,,,,,,,,,,,,
119,803.915833,757.207214,123.281570,726.260193,942.566772,230.611618,808.926270,660.995361,75.781631,,,,839.585510,671.749939,79.289474,738.843018,1028.230347,342.290192,,,,,,,,,,,,,,,,,,,,,
120,804.237671,757.961792,124.699188,726.142273,943.615417,230.936813,809.387268,661.730591,77.745239,,,,839.845886,672.312439,80.846947,738.881653,1028.977905,342.347076,,,,,,,,,,,,,,,,,,,,,
121,804.001892,758.698364,125.802055,725.790588,944.739868,231.256607,809.628174,662.254761,79.655174,,,,839.666626,673.153259,81.830536,738.915710,1029.718994,342.301666,,,,,,,,,,,,,,,,,,,,,
122,804.053833,759.298645,126.743965,725.394897,945.690125,231.320816,810.212952,662.797424,81.855095,,,,839.799377,673.929932,83.210266,738.592651,1030.547485,342.353394,,,,,,,,,,,,,,,,,,,,,
123,803.965271,760.279785,128.231277,725.069763,946.743652,231.482071,810.500122,663.040955,83.562508,,,,839.285828,675.256348,84.779953,738.317627,1031.286621,342.159241,,,,,,,,,,,,,,,,,,,,,
124,804.227661,761.294006,129.505508,725.003967,947.984436,231.895996,811.171692,663.661499,86.221870,,,,839.422668,675.810303,86.394524,738.157837,1032.378662,342.409088,,,,,,,,,,,,,,,,,,,,,
125,803.910583,762.032043,130.529007,724.612061,949.163574,231.949951,811.248352,663.880493,88.280663,,,,839.892090,676.622620,88.300537,738.132324,1033.428955,342.721191,,,,,,,,,,,,,,,,,,,,,
126,803.926575,762.718994,132.532242,724.078979,950.231445,232.961304,811.874939,664.704163,90.743530,,,,839.458984,677.330078,89.766251,737.890015,1034.383301,342.867371,,,,,,,,,,,,,,,,,,,,,
127,804.215698,763.373352,134.339493,723.265198,951.428406,233.525986,812.030762,665.170471,92.990868,,,,841.171021,676.952332,94.521614,737.610046,1035.404907,343.126617,,,,,,,,,,,,,,,,,,,,,
128,804.322388,763.766968,137.775253,722.478027,952.887512,233.884506,812.405823,665.628113,95.642174,,,,841.783813,676.836731,97.041748,737.391602,1036.463135,343.513214,,,,,,,,,,,,,,,,,,,,,
129,804.293091,764.604492,139.882111,722.297058,954.686279,233.323044,812.498962,666.101379,98.127159,,,,841.802673,678.194458,99.906006,736.914612,1037.556152,343.694763,,,,,,,,,,,,,,,,,,,,,
130,804.812073,765.626648,141.986206,721.636292,955.615784,234.193512,812.963318,666.788208,100.976547,,,,842.449097,679.318359,101.965210,736.469849,1038.791870,343.868896,,,,,,,,,,,,,,,,,,,,,
131,804.611877,766.501953,143.723282,720.974060,957.053040,234.866989,813.168152,667.701233,103.925179,,,,842.439453,680.385986,104.610199,736.126526,1040.148315,343.935455,,,,,,,,,,,,,,,,,,,,,
132,804.898926,767.442932,146.390488,719.850708,958.600708,235.469208,813.717529,668.550537,106.281090,,,,842.355347,681.076538,106.710785,735.847229,1041.450806,343.885529,,,,,,,,,,,,,,,,,,,,,
