Präzision01163
Date:,2025/05/06
Time:,14:18:57
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,791.259216,782.774658,123.010612,792.547302,673.279602,82.622269,804.030029,1089.510254,369.191284,778.306030,1060.103027,223.478256,817.993591,687.865845,87.009827
2,790.174622,784.453491,124.984024,792.982788,674.861328,84.722862,804.013977,1091.301514,369.369537,778.181824,1063.071045,223.319321,818.345581,689.898743,89.842949
3,789.447937,786.552612,127.468567,793.037537,677.007996,87.134499,803.906250,1092.807739,369.758423,778.104797,1065.992065,222.658615,818.245422,692.227417,91.964569
4,788.352539,788.621338,129.782211,792.855469,678.908386,89.716911,803.887512,1094.522339,370.282593,777.035278,1069.229370,223.225021,818.611572,694.112000,95.150360
5,787.575684,791.085144,132.083832,793.014038,681.049133,92.509239,804.128418,1096.262695,370.653625,776.141602,1072.385742,224.257736,817.773315,697.029907,97.392906
6,786.954834,793.361328,134.307281,792.408386,683.480591,95.286377,804.303772,1098.083374,371.021973,776.467224,1075.551636,224.091461,817.132751,699.182129,99.621590
7,785.953430,796.316101,136.834152,791.801880,685.790222,98.181358,804.188965,1099.960693,371.484406,776.221375,1078.895142,223.680161,817.338135,701.317627,103.384018
8,785.418213,799.009705,138.884872,791.392700,688.372009,101.278168,803.980164,1101.858398,371.897705,775.402771,1082.135498,224.242767,816.517151,704.617493,105.675888
9,784.365417,801.581787,141.649841,790.706482,691.416138,103.963509,803.921143,1103.703247,372.192383,775.122131,1085.349243,225.077957,815.912781,707.189026,108.704201
10,783.632080,804.578857,144.390121,790.347900,694.179871,106.478249,804.267090,1105.754028,372.174347,774.606445,1089.173950,224.885162,815.427246,709.510376,111.419197
11,782.500366,807.357422,146.422836,789.594788,696.779175,109.406075,804.680054,1107.873291,372.399689,774.746521,1092.681885,224.540848,814.558716,712.828125,113.957603
12,781.644348,810.537048,149.198502,788.371765,699.835449,112.078415,804.966980,1109.994507,373.095032,774.402893,1096.153687,225.293030,813.432312,716.159668,116.770676
13,780.699524,813.547180,151.229782,787.923584,702.993530,114.490433,804.732666,1111.815308,373.509979,773.544128,1100.067139,225.631729,812.519653,719.015564,118.955864
14,779.517456,816.921936,153.451736,786.951050,706.115845,117.123100,804.806335,1113.724976,374.161469,773.769287,1103.711670,225.549255,812.012756,722.054138,121.483650
15,778.439331,820.387878,155.596710,785.888062,709.320068,119.729156,805.013062,1115.898193,374.654755,773.230896,1107.421143,226.377396,810.891052,725.649597,124.282326
16,777.764832,823.567505,158.285156,784.570923,712.584229,122.591347,805.167419,1117.968628,374.968903,772.580017,1111.437134,227.339645,809.770386,729.200562,126.265503
17,776.185669,826.839661,160.926315,783.442688,715.908752,124.552986,805.178528,1120.048950,375.700836,773.062805,1115.354248,227.065857,808.402771,732.529785,128.588501
