Präzision01166
Date:,2025/04/23
Time:,14:09:16
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,829.864380,782.515564,109.976685,790.188049,678.776245,64.410744,818.417908,686.362122,68.492073,817.324829,1050.140503,215.569199,850.744507,1111.727539,355.971252,,,
2,829.073730,782.974548,111.808121,788.865967,678.856079,67.690666,817.243958,686.463440,71.202454,816.903259,1051.119873,215.814224,850.542236,1112.144531,356.254639,,,
3,828.295471,783.482666,114.118675,788.032715,679.039734,70.187531,816.116577,686.735291,74.123978,815.996887,1052.500122,216.276093,850.447754,1112.589111,356.500732,,,
4,827.791138,784.067139,116.520271,787.017456,679.313782,73.063179,815.856384,687.081665,77.365143,815.365173,1053.579224,216.462875,850.460815,1113.130249,356.747253,,,
5,827.038452,784.744446,118.732819,786.458923,679.748230,76.479271,814.994507,687.337585,80.092300,815.248291,1054.437622,216.776443,850.330933,1113.986084,357.062103,,,
6,825.927368,785.253601,120.718987,785.726563,680.139648,78.926277,814.014709,687.897217,83.289108,814.937256,1055.781860,216.997543,850.253845,1114.968872,356.944000,,,
7,825.205688,785.956238,123.348015,784.715332,680.684204,82.411072,812.915710,688.177612,86.497025,814.548645,1056.938110,217.164047,850.272278,1115.703613,357.138458,,,
8,824.530090,786.938721,126.055481,783.406555,681.351318,86.272644,812.022156,688.516663,89.838303,814.033997,1058.097656,217.218842,850.228943,1116.316895,357.340668,,,
9,823.662048,787.925720,128.653564,782.138550,681.800659,89.544624,811.062378,688.987732,93.066490,813.392883,1059.646362,217.291473,850.316772,1117.403320,357.335480,,,
10,822.475342,788.696716,131.280457,781.456299,681.758911,92.859299,809.784546,689.694519,96.794952,813.068909,1060.971313,217.208755,850.336670,1118.555176,357.074005,,,
11,821.341858,789.471313,133.770554,779.871948,682.801453,96.947624,808.330872,690.712524,100.494965,812.800537,1062.579834,217.284027,850.155212,1119.456421,357.206879,,,
12,820.550354,790.528625,136.640839,778.763062,683.475769,100.236374,807.653137,691.486877,103.524971,812.142334,1064.322144,217.527893,850.108948,1120.349243,357.489136,,,
13,819.322266,791.872986,139.293976,777.506104,684.593933,103.941826,806.389893,692.240723,107.017204,811.145447,1065.703369,217.775528,849.914124,1121.618286,357.634064,,,
14,818.261108,792.994751,141.788666,775.734192,685.767700,107.716522,804.721985,693.101379,110.867378,810.399414,1067.477783,218.528290,849.809692,1122.625366,357.784088,,,
15,817.158020,794.099243,144.458450,774.898010,686.816467,111.233643,803.935303,694.084534,114.598198,810.114929,1068.916016,218.774017,849.797546,1123.448242,358.122559,,,
16,816.207031,796.026062,147.477310,774.084656,688.274780,114.803665,802.586914,695.327026,118.404434,809.860168,1070.820068,218.805984,849.668823,1124.595825,358.452087,,,
17,815.209717,797.188782,150.384491,772.719238,688.959717,118.182251,800.946106,696.448975,121.964622,809.115356,1072.619141,218.857681,849.496399,1125.851563,358.901062,,,
18,813.739807,798.697510,152.808624,771.130920,690.404358,121.982941,799.130066,697.264648,125.611282,808.542175,1074.771729,219.071396,849.551880,1126.748291,358.918610,,,
19,812.361389,800.507751,155.704193,769.638428,692.010925,125.836472,797.799744,699.131470,129.463196,808.097839,1076.664917,219.481537,849.608276,1127.958862,358.969818,,,
20,811.316162,801.992798,158.413971,767.927734,693.648743,129.764496,796.839844,700.614136,132.434143,807.341858,1078.660156,220.031448,849.675720,1129.156982,359.250061,,,
21,810.056091,803.790771,161.383240,766.380310,695.048584,133.583542,795.585327,702.413635,136.035172,806.618774,1080.615112,220.239334,849.607849,1130.089844,359.422791,,,
22,808.866638,805.332764,164.125061,764.975586,696.322876,137.578278,793.888794,704.074097,139.613495,806.400757,1082.649292,219.989777,849.387268,1131.184692,359.629730,,,
23,807.419617,807.486816,166.190445,763.033264,698.832214,140.877609,791.957092,705.597595,143.008926,805.908813,1085.094116,219.921112,849.087830,1132.427612,359.942169,,,
24,806.183716,809.181763,169.006256,761.289551,700.376953,144.574921,790.357117,707.264832,146.488785,805.269714,1087.137817,220.151611,849.084412,1133.505005,360.099487,,,
25,804.976563,811.510010,171.591141,759.617126,702.258118,148.495392,788.867371,709.176392,150.347076,804.674377,1089.479980,221.036743,849.026611,1134.815796,360.187561,,,
26,803.838806,813.330750,174.108459,758.113464,704.242859,151.858978,787.128357,711.028442,153.576553,804.067688,1091.347534,221.753052,849.038208,1136.249512,360.155975,,,
27,801.700134,815.563293,176.919022,756.550415,706.258789,155.325958,785.214905,712.994690,157.049026,803.730347,1093.312622,221.820389,849.008301,1137.451050,360.175598,,,
28,800.649353,817.334412,179.316696,754.622803,708.432739,158.210403,783.395081,715.126465,160.623901,803.063416,1095.789429,221.825699,848.950256,1138.931885,360.586060,,,
29,799.237000,819.643433,181.667297,752.843140,710.427856,161.675400,781.862183,716.782898,162.998016,802.849976,1098.070801,222.158615,848.875793,1140.290283,361.034027,,,
30,798.240662,821.608887,183.965820,751.523376,712.515381,164.854446,780.346802,719.219910,165.768082,802.390137,1100.460205,222.594757,848.750793,1141.336304,361.250458,,,
31,796.967468,824.165649,185.759415,749.746277,714.782593,167.962234,778.878662,721.342529,169.499283,801.773315,1102.774902,222.732681,848.633301,1142.760742,361.490601,,,
32,795.471802,826.415894,187.950485,747.996277,717.020142,171.416000,777.075928,723.609863,172.691315,801.584778,1104.681396,222.936874,848.556274,1143.989990,361.783234,,,
33,794.096863,828.730652,189.995590,746.056152,719.565125,174.186798,775.283508,725.597107,175.517578,801.146423,1107.120605,223.403290,848.722534,1145.290649,362.081390,,,
34,792.875122,830.766663,192.297272,744.277344,721.800049,176.758530,772.887268,727.841187,178.374313,800.414795,1109.721069,224.024857,848.837524,1146.833374,362.350433,,,
35,791.492371,833.054810,194.499557,742.216980,724.331848,179.922653,771.606689,730.169617,180.445435,,,,848.988831,1148.146606,362.508789,,,
36,790.364807,835.538452,196.579071,740.612488,726.166199,182.695694,770.150818,732.518982,183.105682,,,,849.007629,1149.782349,362.746307,799.770020,1114.290405,224.861755
37,788.705505,837.745911,198.214325,738.883606,728.607239,185.420792,768.089172,734.749634,185.611923,,,,848.958008,1151.061890,363.191071,799.285034,1116.514404,225.273010
38,787.348511,840.246521,200.416046,736.664795,731.360779,188.397202,766.412292,737.238403,188.230225,,,,848.710083,1152.323975,363.550018,799.153320,1118.728638,225.390121
39,786.087952,842.522217,201.661987,735.425110,734.014099,190.135269,764.822815,739.625671,190.329224,,,,849.101868,1153.804565,363.587677,798.575073,1121.207520,226.364532
40,784.735657,845.044067,203.577316,733.831116,736.655212,191.968750,762.730164,742.101746,192.521271,,,,849.398743,1155.173462,363.304199,798.046997,1123.374023,226.988922
41,783.332336,847.364868,204.859268,732.022461,739.068970,194.519623,761.148987,744.503784,194.727066,,,,848.329346,1156.623047,364.766693,798.358093,1125.645386,226.884094
42,781.949341,849.793335,206.507034,730.143677,741.489624,197.271866,759.279053,746.785156,196.999756,,,,848.659424,1158.106689,364.773804,798.285522,1128.149292,226.613007
43,780.725220,852.260010,207.537567,728.159180,743.883667,199.102127,757.673462,749.257141,198.432907,,,,849.079102,1159.358765,364.685852,797.949768,1130.333618,227.144180
44,779.279785,854.434692,209.086823,726.581238,746.351257,201.015518,755.823914,751.761536,200.936615,,,,849.617676,1160.474609,364.802246,798.288513,1132.436279,228.300140
45,778.253723,857.030579,210.369675,724.748413,749.128662,202.724396,754.456360,753.987000,202.000610,,,,849.923096,1161.641235,365.219086,797.442444,1134.688354,228.691559
46,776.978882,859.118896,211.727921,722.847961,751.668762,204.258240,752.952209,756.423889,204.137558,,,,849.920715,1162.916626,365.682281,797.228210,1136.964844,228.924103
47,775.643311,861.695923,212.840958,721.158081,754.103088,205.838730,751.350220,758.802856,205.644318,,,,849.300171,1164.475220,366.345734,797.479492,1139.169312,228.659882
48,774.564209,863.923340,213.767487,719.502014,756.753601,207.249161,749.492493,761.309509,206.500565,,,,848.950745,1165.639893,366.900909,797.299316,1141.299072,229.531631
49,773.284546,866.183350,215.090088,717.962219,759.333435,208.643188,747.218323,763.682861,207.907578,,,,849.527344,1166.737305,366.739716,796.974365,1143.942261,230.162598
50,771.735779,868.552795,215.730789,715.992432,761.862061,209.846695,745.456299,766.369812,208.808746,,,,850.306091,1168.020020,367.047333,796.991577,1145.380615,230.669342
51,770.086548,870.670166,216.327881,714.059448,764.594910,210.629593,744.143860,768.696472,209.932846,,,,850.722534,1169.062866,367.393799,797.741150,1147.463379,230.835846
52,768.940613,873.393372,217.082596,712.716980,766.976135,211.655090,742.241577,771.010803,211.232025,,,,850.954468,1170.082642,367.599152,797.823608,1149.925293,231.134781
53,768.203613,875.357605,217.667770,710.657654,769.537903,212.377655,740.405029,773.577271,211.555450,,,,851.130249,1171.402222,367.963226,797.630066,1151.874146,231.588074
54,766.667053,877.807007,218.557053,708.952026,771.885681,212.910034,738.680969,775.571167,212.319550,,,,850.596924,1172.313232,368.801178,797.341614,1153.980225,232.112335
55,765.275757,879.868530,219.388458,707.063171,774.570801,214.271881,737.516052,778.064514,213.150223,,,,851.038025,1173.387573,368.650787,797.302307,1155.743164,232.375580
56,763.918701,882.273621,219.373398,705.184082,777.058105,214.913391,735.231384,780.434631,213.553284,,,,851.361755,1174.568359,368.923340,797.880249,1158.173828,232.372528
57,762.918335,884.133545,219.819321,703.608215,779.413269,214.956741,733.337708,782.945618,213.667847,,,,851.894043,1175.361938,369.438110,798.223816,1160.021973,232.616333
58,761.573486,886.611511,220.245911,701.701355,782.229492,214.794449,732.075928,785.246399,213.670334,,,,852.290894,1176.470947,369.444550,798.015015,1162.035889,232.971695
59,760.115784,888.802490,220.210861,700.181458,784.584717,215.082535,729.848083,787.427979,214.104782,,,,852.730347,1177.677368,369.456268,797.878967,1163.846558,233.539734
60,758.876831,891.158203,220.205841,698.583862,787.011963,215.421280,728.489990,789.588074,214.637421,,,,853.126831,1178.778809,369.708679,798.224548,1165.894043,234.031311
61,758.102051,892.999084,220.450195,696.512817,789.692078,215.610092,726.729004,792.002258,214.308060,,,,853.525635,1179.672363,370.127502,798.327454,1167.620972,234.467651
62,756.993958,895.197998,220.783768,694.747986,791.985779,215.688736,724.709717,794.637268,214.165405,,,,853.739197,1180.517334,370.382446,798.672729,1169.382690,234.847443
63,755.206909,897.436646,220.320084,693.078491,794.275391,215.475464,723.101501,796.456543,214.371643,,,,853.911621,1181.461914,370.793793,799.052979,1171.138184,235.148849
64,754.412842,899.615601,220.287994,691.309387,796.731934,215.241882,721.129272,799.272583,213.812149,,,,854.275146,1182.593140,370.909210,799.562317,1173.050903,235.385635
65,753.518982,901.480774,220.314499,690.112976,799.368286,214.406326,720.069092,801.224365,213.565765,,,,854.540894,1183.526733,371.045807,800.055908,1174.757568,235.285553
66,752.274048,903.627258,220.054413,688.271179,801.597595,214.496567,718.120667,803.874878,213.009796,,,,854.461060,1184.361572,371.443451,800.556702,1176.656372,235.556946
67,751.189026,905.501343,219.500824,686.508545,804.096497,213.833862,716.502014,805.833740,213.232559,,,,854.715576,1185.390015,371.678833,801.013855,1178.072754,235.758286
68,750.098938,907.715759,219.508118,685.081299,806.248962,213.718582,714.585693,807.966492,212.626709,,,,854.915649,1186.388794,371.942932,801.755005,1179.884155,235.887619
69,749.029480,909.529724,219.200165,683.169067,808.698608,213.350891,713.339661,810.312012,212.133224,,,,855.471375,1187.156738,372.019775,801.968872,1181.510742,235.995239
70,747.749756,911.861511,218.522018,681.417725,811.179810,212.711945,711.732727,812.463501,211.348984,,,,855.852234,1188.016968,372.240234,801.834045,1182.975708,236.487976
71,746.935425,913.636475,218.478592,679.896973,813.416016,212.136383,710.443481,814.643555,210.614105,,,,856.243469,1188.927002,372.447510,802.145935,1184.482544,236.924789
72,746.085876,915.567810,218.193344,678.422241,815.851257,211.508530,708.506042,816.862244,209.990204,,,,856.619080,1189.897705,372.669464,802.860962,1186.006958,236.972046
73,744.943115,917.649658,217.139526,677.012512,818.095764,210.763260,706.850037,818.873901,209.565582,,,,856.926331,1190.636475,372.998444,803.218445,1187.938477,236.955231
74,744.429321,919.454346,217.013382,675.257690,820.294434,209.893066,705.161865,821.065125,208.770599,,,,857.074524,1191.421997,373.061493,803.398010,1189.292114,237.152390
75,743.149719,921.385681,216.102936,674.186157,822.675903,208.823776,703.909363,822.820679,207.836929,,,,857.603149,1192.473633,372.924530,803.762085,1190.889282,237.344528
