Präzision55
Date:,2025/04/22
Time:,15:47:28
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
59,686.968872,905.617126,166.214355,714.306091,999.561462,191.009201,,,,800.697144,1272.807617,379.936829,,,,,,,,,,,,,,,,,,,,,,,,,659.727478,909.709778,145.779190,,,,,,,787.836487,1246.389404,222.405350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,685.964233,906.733887,164.867874,712.822144,1000.997925,189.712997,,,,801.061340,1273.513916,380.165741,,,,,,,,,,,,,,,,,,,,,,,,,658.179016,910.888367,144.485718,,,,,,,787.766357,1247.022949,222.651337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,684.733826,907.898743,162.833954,711.679443,1001.891968,189.006378,,,,801.259155,1274.161255,380.448273,,,,,,,,,,,,,,,,,,,,,,,,,657.465210,912.197083,142.768509,,,,,,,787.235107,1247.905762,223.231033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,683.592773,908.854736,161.735672,710.835083,1002.516113,188.274628,,,,801.427979,1274.735840,380.625153,,,,,,,,,,,,,,,,,,,,,,,,,656.448608,913.366333,141.396103,,,,,,,786.917480,1248.718140,223.504059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,682.589233,909.806213,160.408325,709.614441,1003.367126,187.251801,,,,801.458618,1275.318604,380.722504,,,,,,,,,,,,,,,,,,,,,,,,,655.564453,914.086853,139.575043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,682.045105,910.894531,159.001541,708.825439,1004.132751,187.093338,,,,801.482727,1275.998535,380.799255,,,,,,,,,,,,,,,,,,,,,,,,,654.335754,915.058044,138.338318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,680.735046,911.369995,158.351532,707.878845,1005.090759,186.338959,,,,801.892456,1276.442261,380.532898,,,,,,,,,,,,,,,,,,,,,,,,,653.083191,916.020203,138.430069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,679.679382,912.255676,157.178452,706.975403,1005.955200,185.497482,,,,802.120667,1276.870117,380.384399,,,,,,,,,,,,,,,,,,,,,,,,,652.156921,916.919739,137.691910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,678.873901,912.988831,156.584259,706.271057,1006.631042,184.778259,,,,802.387329,1277.298462,380.436066,,,,,,,,,,,,,,,,,,,,,,,,,651.151306,917.577942,136.993958,,,,,,,,,,786.775146,1251.692261,222.524048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,678.111145,913.785156,155.798691,705.827393,1007.033997,184.322968,,,,802.595093,1277.802002,380.473755,,,,,,,,,,,,,,,,,,,,,,,,,650.242615,918.177429,135.813828,,,,,,,,,,786.672729,1252.093384,222.637634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,677.515015,914.531616,155.055008,704.798340,1007.476013,184.054794,,,,802.895813,1278.224976,380.443665,,,,,,,,,,,,,,,,,,,,,,,,,650.266235,919.012695,133.910522,,,,,,,,,,786.428833,1252.491943,222.679016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,676.818481,915.269409,154.325882,704.006287,1007.984497,183.704285,,,,803.190674,1278.418213,380.516113,,,,,,,,,,,,,,,,,,,,,,,,,649.731262,919.723877,133.244308,,,,,,,,,,786.317261,1252.821777,222.750153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,675.932312,915.695129,153.677383,703.395508,1008.433289,183.508957,,,,803.502380,1278.614502,380.391663,,,,,,,,,,,,,,,,,,,,,,,,,648.931519,920.434448,133.444672,,,,,,,,,,786.194275,1253.101440,222.768082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,675.311035,916.076233,153.198471,702.886353,1008.793091,183.378860,,,,803.789734,1278.846191,380.321289,,,,,,,,,,,,,,,,,,,,,,,,,647.685791,920.849426,133.447327,,,,,,,,,,786.133362,1253.286743,222.881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,674.861816,916.405945,152.479599,702.175171,1008.960938,183.030518,,,,803.909302,1279.126709,380.352692,,,,,,,,,,,,,,,,,,,,,,,,,646.862976,921.217834,132.496292,,,,,,,,,,786.184265,1253.369141,222.956665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,674.348877,916.507446,152.207428,701.716003,1009.198059,182.629959,,,,804.079224,1279.375488,380.373138,,,,,,,,,,,,,,,,,,,,,,,,,646.664368,921.292603,131.232559,,,,,,,,,,786.236877,1253.475830,222.963776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,673.630188,916.467346,151.649231,701.220337,1009.358337,182.315323,,,,804.263977,1279.544312,380.409363,,,,,,,,,,,,,,,,,,,,,,,,,646.103149,921.472839,130.823837,,,,,,,,,,786.393066,1253.513306,222.958221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,673.118225,916.589905,150.935852,700.653687,1009.403625,182.143982,,,,804.498840,1279.750122,380.425385,,,,,,,,,,,,,,,,,,,,,,,,,645.600891,921.572632,130.171051,,,,,,,,,,786.307800,1253.500000,222.963516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,672.775330,916.791870,150.445770,700.018188,1009.427979,182.095261,,,,804.696899,1279.916260,380.389404,,,,,,,,,,,,,,,,,,,,,,,,,645.101135,921.695129,129.413544,,,,,,,,,,786.240173,1253.480591,223.023453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,672.429016,916.793518,149.890060,699.359558,1009.356506,181.990112,,,,804.861511,1280.037598,380.378723,,,,,,,,,,,,,,,,,,,,,,,,,644.515076,921.847900,129.235641,,,,,,,,,,786.233398,1253.493286,223.001541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,671.979980,916.880981,149.455994,698.804932,1009.344116,181.489868,,,,805.007446,1280.098877,380.362396,,,,,,,,,,,,,,,,,,,,,,,,,643.908752,921.880432,129.226501,,,,,,,,,,786.208618,1253.502930,223.001724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,671.479004,917.115295,148.676331,698.225464,1009.393982,181.061111,,,,805.069397,1280.205444,380.295166,,,,,,,,,,,,,,,,,,,,,,,,,643.819824,921.882019,128.779694,,,,,,,,,,786.276550,1253.408447,222.954865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,670.979492,917.349976,147.853424,697.539063,1009.417114,180.757385,,,,805.198975,1280.230713,380.291840,,,,,,,,,,,,,,,,,,,,,,,,,643.109314,922.009888,128.300507,,,,,,,,,,786.294189,1253.276123,222.904282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,670.489807,917.454956,147.543472,697.016113,1009.462158,180.473984,,,,805.275513,1280.324829,380.289673,,,,,,,,,,,,,,,,,,,,,,,,,642.505432,922.082764,127.744469,,,,,,,,,,786.182739,1253.188354,222.809067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,669.947754,917.440796,147.411957,696.573303,1009.458435,180.043762,,,,805.251038,1280.399780,380.234131,,,,,,,,,,,,,,,,,,,,,,,,,642.530884,922.106079,126.193169,,,,,,,,,,786.284546,1253.063354,222.779053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,669.493591,917.490906,147.185135,696.352844,1009.401001,179.832275,,,,805.240784,1280.403809,380.227295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.329346,1252.880981,222.652710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,668.891113,917.619385,146.726196,696.108032,1009.376404,179.720963,,,,805.334351,1280.384766,380.127533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.321716,1252.753784,222.619919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,668.287598,917.701782,146.604462,695.652283,1009.451477,179.460297,,,,805.346619,1280.341675,380.053497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.410278,1252.529541,222.593048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,667.603882,917.699768,146.773560,695.193909,1009.496521,179.348694,,,,805.353149,1280.328125,379.977173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.503662,1252.402344,222.509445,640.555298,922.367554,124.974304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,667.103516,917.734497,146.672531,694.738892,1009.456360,179.159409,,,,805.324219,1280.345947,379.940582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.840210,922.484131,124.758026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,666.745300,917.749268,146.319962,694.272034,1009.404541,178.937744,,,,805.366577,1280.252808,379.825256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.222534,922.626221,124.850311,786.686707,1252.092285,222.312836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,666.276489,917.737305,146.072861,693.815002,1009.319458,178.722824,,,,805.391418,1280.162476,379.656708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.765259,922.683594,124.809555,786.657471,1251.896362,222.258423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,665.863037,917.665466,145.831039,693.367859,1009.300476,178.557785,,,,805.429932,1280.072510,379.527466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.324768,922.600647,124.630157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,665.462402,917.865540,144.999252,692.992065,1009.159424,178.334961,,,,805.471436,1280.014771,379.444183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.389465,922.602600,124.212509,,,,786.930298,1251.563354,222.098969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,665.119202,917.992310,144.444870,692.669983,1009.082825,178.263000,,,,805.480408,1279.862183,379.335266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.705200,922.558228,123.849266,,,,787.086182,1251.328003,222.018799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,664.669678,917.974365,144.168533,692.070129,1009.129822,178.622238,,,,805.489502,1279.703247,379.190704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.197205,922.572083,123.391563,,,,787.169128,1251.196899,221.955109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,664.225098,917.855408,143.914841,691.647705,1008.929749,178.665680,,,,805.475769,1279.487427,379.101410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.865540,922.597351,122.695435,,,,787.275574,1251.077271,221.969681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,663.991516,917.723877,143.561584,691.297607,1008.738953,178.695587,,,,805.467346,1279.386230,379.026825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.483337,922.536804,122.306709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,663.692322,917.708801,143.261398,690.916199,1008.580444,178.724823,,,,805.400879,1279.283813,378.888794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.103638,922.457214,122.108444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,663.302429,917.715027,142.918243,690.521667,1008.397644,178.779739,,,,805.306885,1279.171143,378.814514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.797363,922.444214,122.151993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,662.723450,917.633850,142.691971,690.020630,1008.247070,178.875427,,,,805.375793,1279.060913,378.719788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.613770,922.397522,121.990082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,662.345642,917.498657,142.616806,689.465942,1008.071472,179.105148,,,,805.584778,1278.982544,378.250824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.894165,922.256287,121.480156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,661.876770,917.212036,142.918823,689.090454,1007.952759,178.901443,,,,805.395630,1278.927612,378.322205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,661.625732,917.097900,142.802185,688.675781,1007.885437,178.460129,,,,805.317261,1278.784912,378.148865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,661.393860,916.907532,142.419357,688.415222,1007.709045,178.339096,,,,805.155884,1278.775635,378.357605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,661.242676,916.810791,142.142609,688.048828,1007.575195,178.205704,,,,805.012573,1278.698120,378.346954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.460693,921.573730,119.845200,786.650940,1250.002563,221.722672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,661.230896,916.631470,141.942856,687.718140,1007.346680,178.090805,,,,805.111145,1278.568970,378.178589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.335327,921.259766,119.650070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,661.230103,916.466309,141.704193,687.385254,1007.076172,177.957886,,,,805.033325,1278.469238,378.107422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.279785,920.863831,119.376137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,661.387817,916.562744,141.097183,686.992188,1007.018250,177.858932,,,,804.922852,1278.348145,378.119720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.689026,920.622253,119.151764,,,,786.381958,1249.689453,221.416122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,661.508057,916.614685,140.518539,686.515137,1006.998962,177.688522,,,,804.760437,1278.231812,378.173492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.350769,920.485657,118.945564,,,,786.280334,1249.573120,221.358353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,661.589355,916.513000,140.196091,686.153015,1006.944641,177.549042,,,,804.671448,1278.141479,378.114746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.328064,920.298096,118.899094,,,,786.181152,1249.522461,221.220367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,661.594971,916.351196,139.983139,685.830444,1006.889160,177.445648,,,,804.508179,1278.017822,378.055847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.365662,920.061157,118.732918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,661.478882,916.211853,139.502197,685.484375,1006.814087,177.354599,,,,804.407227,1277.898560,378.015350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.347534,919.889771,118.356674,,,,,,,786.019104,1249.316772,221.353607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,661.443665,916.078979,139.191223,685.295166,1006.784790,177.288986,,,,804.332397,1277.717651,378.228149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.329773,919.688416,118.019897,,,,,,,785.749329,1249.437012,221.243011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,661.381775,915.941711,138.948807,685.068237,1006.762573,177.260544,,,,804.197693,1277.572632,378.323486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.369629,919.591736,117.699509,,,,,,,785.552429,1249.350098,221.285217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,661.404541,915.787476,138.767944,684.807922,1006.699890,177.158951,,,,804.068298,1277.441528,378.327942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.276489,919.397278,117.425476,,,,,,,785.411438,1249.216309,221.283447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,661.456421,915.552246,138.290207,684.666382,1006.591187,177.195038,,,,803.972534,1277.295410,378.337250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.243103,919.175598,117.110474,,,,,,,785.232605,1249.148926,221.379303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,661.598694,915.248230,137.974045,684.422180,1006.391235,177.078339,,,,803.778625,1277.156250,378.370941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.751770,918.891785,116.465500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,661.645813,915.190186,137.779678,683.916687,1006.176453,177.440872,,,,803.643005,1277.022583,378.433533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.009583,918.906982,115.768845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,661.677795,914.975769,137.570847,684.043884,1006.066162,177.068253,,,,803.512939,1276.870239,378.466583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.270142,918.843201,115.384117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,661.794067,914.946350,137.287750,684.100647,1005.941772,176.868027,,,,803.289490,1276.747070,378.627502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.450928,918.826416,115.277306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,662.089050,914.913330,136.882568,684.015991,1005.771851,176.764908,,,,802.967041,1276.751831,378.785034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.558533,918.754028,114.994446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,662.237366,914.807251,136.665283,683.978882,1005.566284,176.748581,,,,802.665405,1276.709351,378.987366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.691162,918.664429,114.794952,,,,,,,,,,784.651001,1248.727905,221.573822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,662.342896,914.727966,136.431396,684.028931,1005.399231,176.669891,,,,802.462219,1276.612671,379.054535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.666504,918.557434,114.497543,,,,,,,,,,784.527283,1248.572876,221.589569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,662.471741,914.542725,136.373718,684.092834,1005.237122,176.631882,,,,802.378601,1276.471313,379.087311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.861450,918.488403,114.397514,,,,,,,,,,784.354919,1248.443604,221.671738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,662.510071,914.180664,136.700806,684.273987,1005.067078,176.599442,,,,802.237915,1276.408325,379.154785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.459290,918.554565,114.089127,,,,,,,,,,784.236023,1248.315552,221.578522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,662.666870,914.005310,136.612946,684.409546,1004.909363,176.606461,,,,802.086365,1276.302856,379.252472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.410156,918.464417,113.812935,,,,,,,,,,784.106873,1248.262085,221.614304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,662.942261,914.321228,135.786636,684.289917,1004.785034,176.357849,,,,801.988220,1276.130737,379.327637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.902100,1248.197998,221.732147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,663.215576,914.284546,135.351593,684.304565,1004.504395,176.209274,,,,801.860535,1275.982178,379.357269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.674377,1248.018433,221.979691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,663.531982,914.101074,135.072998,684.357910,1004.320923,176.171524,,,,801.781677,1275.797852,379.479492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.424316,1247.924072,222.214340,636.643188,917.859680,112.964958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,663.696411,914.007813,134.964401,684.479553,1004.080505,175.900528,,,,801.639099,1275.711548,379.612885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.144653,1247.874023,222.330704,636.691895,917.756531,113.326286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,663.856934,913.833557,134.888504,684.657898,1003.756958,175.802536,,,,801.475159,1275.626953,379.717255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.975159,1247.856567,222.352188,637.093384,917.507874,113.461357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,664.104797,913.689087,134.422409,684.803467,1003.587952,175.634888,,,,801.297546,1275.472046,379.794250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.861084,1247.847778,222.405319,637.286011,917.269897,113.491333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,664.359863,913.529724,134.434235,684.904663,1003.354919,175.537338,,,,801.166687,1275.401001,379.926086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.680542,1247.818115,222.493454,637.518982,917.133850,113.468712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,664.592346,913.311829,134.465393,684.971924,1003.239624,175.488251,,,,801.081177,1275.300415,380.069336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.548645,1247.711426,222.560837,637.657715,916.911987,113.394554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
