Präzision24
Date:,2025/04/16
Time:,11:11:53
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,813.751404,797.939941,95.561417,779.103271,690.292358,73.670158,780.514526,1135.477539,295.430023,803.992554,700.174133,69.334732,767.978638,1020.533936,116.421928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,813.762512,797.889404,95.562599,779.092957,690.276672,73.658745,780.530884,1135.440186,295.424835,803.893799,700.190857,69.236618,767.989990,1020.507935,116.490662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,813.755066,797.871399,95.538986,779.066956,690.371277,73.647400,780.356018,1135.467896,295.522491,803.915466,700.200623,69.255600,767.988464,1020.611084,116.472862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,813.769531,797.931030,95.535240,778.993591,690.383850,73.685776,780.388184,1135.481079,295.527496,803.919373,700.184692,69.364151,767.987183,1020.545959,116.406799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,813.819214,797.932495,95.460320,779.062256,690.348633,73.637863,780.433533,1135.419067,295.522217,803.943665,700.166931,69.416809,767.996155,1020.478760,116.346672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,813.828186,797.935303,95.466438,778.916077,690.379700,73.780220,780.388794,1135.450806,295.518524,803.955505,700.161499,69.422874,767.918945,1020.591614,116.459412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,813.832214,797.926636,95.473961,778.967468,690.396118,73.773117,780.419678,1135.449829,295.504303,803.958130,700.157532,69.335236,767.892334,1020.526550,116.478951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,813.805969,797.926819,95.476761,778.970642,690.410400,73.778168,780.488831,1135.402466,295.492432,803.924622,700.175232,69.363350,767.903137,1020.499634,116.462303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,813.801819,797.926880,95.473389,779.083252,690.373291,73.659554,780.455383,1135.406006,295.506531,803.973328,700.179077,69.335388,767.886169,1020.510254,116.425316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,813.820496,797.934875,95.476883,779.014038,690.361511,73.702179,780.482727,1135.398315,295.498383,803.911438,700.176575,69.297043,767.883789,1020.515442,116.418159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,813.825745,797.927490,95.454330,779.067505,690.401428,73.708687,780.547363,1135.394897,295.533295,803.946472,700.185364,69.296165,767.890503,1020.494690,116.321823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,813.824768,797.925598,95.448212,778.925354,690.409668,73.813972,780.516663,1135.387817,295.511047,803.983643,700.180359,69.321793,767.890259,1020.495361,116.296135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,813.823975,797.925964,95.449471,779.012512,690.385681,73.701279,780.418945,1135.432617,295.524658,804.001282,700.172241,69.341667,767.897644,1020.512817,116.393494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,813.847473,797.925232,95.451851,779.107849,690.305664,73.653397,780.505188,1135.423706,295.556854,803.961914,700.160278,69.324051,767.896545,1020.491028,116.367851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,813.878357,797.865234,95.515503,779.107971,690.280884,73.647339,780.503845,1135.478882,295.520050,803.877808,700.183044,69.362259,767.879211,1020.439087,116.300972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,813.888367,797.864990,95.553436,779.042908,690.266907,73.651352,780.509399,1135.496826,295.545502,803.909363,700.176575,69.303291,767.882507,1020.448425,116.299660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,813.899719,797.915710,95.535950,778.996826,690.306946,73.744499,780.495667,1135.490967,295.609253,803.879272,700.170288,69.337173,767.850525,1020.464478,116.368446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,813.912354,797.921997,95.501587,778.956543,690.276123,73.751617,780.523682,1135.485718,295.587585,803.827454,700.177185,69.345741,767.791748,1020.451050,116.404800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,813.833374,797.868469,95.547356,779.035522,690.293945,73.706940,780.451294,1135.500732,295.630737,803.807251,700.182068,69.320374,767.783752,1020.435974,116.379204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,813.797485,797.874634,95.515945,779.043518,690.274170,73.652390,780.440247,1135.493652,295.646973,803.860962,700.094299,69.355789,767.740906,1020.453918,116.405182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,813.801086,797.834717,95.499840,779.036987,690.267578,73.646797,780.507202,1135.510010,295.702606,803.861633,700.037720,69.349930,767.764343,1020.459656,116.445862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,813.759399,797.872192,95.551842,779.047363,690.296814,73.669914,780.511902,1135.597168,295.735779,803.819275,700.053650,69.358925,767.828369,1020.328003,116.356194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,813.741150,797.785828,95.567131,779.024048,690.263550,73.580460,780.504150,1135.612549,295.740936,803.882385,700.054749,69.383629,767.782776,1020.292847,116.309921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,813.748169,797.746887,95.684647,779.052979,690.214844,73.641022,780.516113,1135.626953,295.710114,803.845032,700.058594,69.382339,767.614197,1020.345093,116.574417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,813.729858,797.743591,95.710861,779.040039,690.195251,73.635216,780.558655,1135.669312,295.738312,803.779785,699.967773,69.439827,767.491150,1020.257080,116.479042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,813.671082,797.656616,95.778000,779.009460,690.161255,73.597664,780.606812,1135.664551,295.814911,803.820313,699.933594,69.418427,767.424744,1020.230164,116.506271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,813.652344,797.631348,95.838860,779.025269,690.127380,73.639534,780.670959,1135.557251,295.992554,803.835815,699.924744,69.476158,767.311340,1020.187256,116.516823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,813.665894,797.674377,95.967384,779.044861,690.054016,73.662903,780.721924,1135.564819,296.077942,803.835083,699.812317,69.516937,767.009460,1020.224121,116.960190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,814.137512,798.462646,95.381340,779.016479,690.019958,73.684944,780.838196,1135.611328,296.036163,803.891479,699.784363,69.549904,766.972900,1020.046814,116.813400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,813.595032,797.643372,95.953529,779.069153,690.030029,73.665367,780.866943,1135.658203,296.009552,803.872986,699.777039,69.550804,766.888123,1020.003845,116.701065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,813.362305,797.321472,96.316978,779.013428,689.956238,73.695709,780.797791,1135.759521,296.074249,803.800903,699.793274,69.507057,766.672424,1019.966675,116.784180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,813.278015,797.334167,96.600471,778.910950,689.933228,73.608620,780.853088,1135.838989,296.149048,803.731262,699.710754,69.549255,766.455505,1019.959106,117.072968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,813.174316,797.284363,96.673233,778.864319,689.947388,73.587967,780.566528,1136.010132,296.407349,803.784485,699.667969,69.607368,766.361389,1020.056213,117.393570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,812.985474,797.329773,96.990425,778.891724,689.934875,73.574875,780.803223,1135.962524,296.354950,803.852417,699.661011,69.696472,766.161255,1020.067749,117.474846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
