Präzision01162
Date:,2025/04/28
Time:,11:54:21
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
21,818.338440,798.951660,132.448257,774.863831,689.735046,127.894661,835.213867,1026.592896,195.495270,839.563965,1077.032959,408.977081,800.950806,706.540100,123.508034
22,817.734497,801.330811,135.079315,773.687317,692.005188,130.653000,835.273376,1028.362305,195.657028,839.533875,1077.613770,409.550903,799.150085,708.417542,126.389107
23,816.787842,803.439880,137.062912,772.114746,694.237915,133.501892,835.959412,1030.752197,195.765015,839.651611,1078.456787,409.942169,797.369507,710.664124,129.008698
24,815.436829,805.817017,139.314423,770.441467,696.613159,136.465027,836.301270,1032.885010,195.924881,839.953857,1079.327026,410.331970,796.125183,713.219238,131.217346
25,814.309265,807.982727,141.246918,769.122009,699.049927,138.868332,836.237488,1035.044678,196.375732,840.006653,1080.219482,410.491211,794.848938,715.193115,134.253693
26,813.235535,810.200745,143.672302,766.854736,701.866150,141.789886,835.710632,1037.246582,197.357162,839.943115,1080.998047,410.720245,793.053894,717.781006,137.517181
27,812.127136,812.271118,145.663849,765.046936,704.416748,144.715759,835.814331,1039.262939,197.638702,839.996094,1082.023560,411.175812,791.345093,719.955200,140.284714
28,810.661926,815.104492,147.667999,763.375610,706.848206,147.050262,836.402222,1041.816895,197.292526,840.295288,1082.958374,410.776245,789.893799,722.620300,142.147858
29,809.255798,817.659912,149.479233,761.159546,709.899414,149.671539,836.707214,1044.164795,197.279739,840.615906,1083.976685,411.010986,787.881226,725.127258,144.310410
30,807.863220,820.032776,151.493820,759.287415,712.673767,151.922272,836.517029,1046.446045,198.188416,841.109558,1084.808594,411.143372,785.650513,727.741150,146.676926
31,806.542053,822.877441,153.032837,757.549377,715.432373,153.753494,836.003723,1048.766968,198.944336,841.021667,1085.730103,411.610748,783.799622,730.681763,149.139633
32,805.269043,825.265381,154.592361,755.241211,718.327148,156.489151,836.234192,1050.787842,199.012833,840.625305,1086.613892,412.210907,782.032959,732.971252,150.687119
33,803.790039,827.700378,156.300095,753.073242,721.053650,158.163971,836.542847,1053.279297,199.130478,840.806458,1087.628662,412.422913,779.541504,735.822754,152.220108
34,802.452393,830.617798,157.884720,751.137146,724.249207,159.962051,836.657166,1055.595215,199.907257,841.004395,1088.695190,412.654022,777.350830,738.938049,154.970215
35,800.770447,833.278625,159.664154,748.802429,727.252625,161.512131,836.212158,1057.907349,200.166397,841.013550,1089.770752,413.100159,776.027771,741.261963,156.635254
36,799.101318,835.822632,160.943298,746.177063,730.327148,163.820602,835.932739,1060.422607,200.331726,841.399658,1090.873169,413.315125,773.763367,744.085022,158.263168
37,797.433716,838.691956,162.700058,744.572083,733.273254,164.978882,836.132202,1062.632568,200.488571,841.906372,1091.961182,413.323517,771.241943,747.398376,160.579529
38,795.754333,841.040527,163.964172,742.278564,736.360657,166.939499,836.157776,1064.864014,200.839813,842.371277,1092.960938,413.275024,768.879333,750.210693,161.051086
39,793.924927,844.165710,165.329117,739.470947,739.460083,168.388702,836.019104,1067.410400,201.744965,842.674500,1094.080322,413.321350,766.854492,752.957520,162.591949
40,792.071289,847.302979,166.647293,737.009216,742.863342,170.354141,835.721924,1069.595093,202.248199,842.531860,1095.078857,413.803528,764.969177,756.010193,165.300415
41,790.615479,849.734558,167.218246,735.321350,745.956177,171.065170,835.682434,1071.934937,202.528061,842.341309,1096.184082,414.446869,763.017151,758.856140,165.667389
42,788.969421,852.614868,168.245316,732.935364,748.889587,172.305038,835.538513,1074.638672,202.655350,842.578796,1097.222046,414.873566,760.282532,761.854797,167.372864
43,787.329529,855.729736,168.965622,730.616028,751.890442,173.481415,835.137939,1076.826172,203.409103,842.932678,1098.354248,414.995514,758.250732,764.983521,167.983597
44,785.648804,858.463074,169.954178,728.266052,755.248474,174.278870,834.898438,1079.098267,203.791107,843.285095,1099.533691,415.497498,755.872498,768.053772,168.724564
45,783.833679,861.321228,171.168549,725.991577,758.513794,175.283508,834.988525,1081.539795,204.040680,843.314697,1100.693115,415.903473,753.378906,771.045410,169.881454
46,782.109924,864.320068,171.965668,723.796631,761.621338,176.429626,835.131653,1083.882202,204.511627,843.384277,1101.624878,416.201172,751.139282,773.833130,170.708969
47,779.976563,867.075073,172.368805,720.922241,764.578247,177.315094,834.951843,1086.361938,205.299713,843.585083,1102.721069,416.366364,748.880615,777.189819,171.431427
48,778.465576,869.791504,173.162094,718.800537,768.032288,178.290573,834.224854,1088.660034,205.712814,843.595032,1103.832153,416.949860,747.134216,780.471069,172.452148
49,776.537048,872.920227,174.084030,716.374695,771.287476,178.646606,834.078491,1090.832397,205.573898,843.895935,1104.855591,417.286377,744.476257,782.941101,173.281296
50,774.953613,875.591431,174.692398,714.180542,774.546143,178.645477,834.226257,1093.456177,205.964661,844.390320,1106.073486,417.410583,742.089050,786.133789,173.123138
51,773.234558,878.134521,175.031326,711.954529,777.717224,179.282883,834.348450,1095.773804,206.772171,844.704285,1107.209351,417.663330,739.733826,789.400757,174.069733
52,771.359741,881.532471,175.465454,709.626709,781.049438,179.775665,833.993835,1097.790649,207.312759,844.836365,1108.246704,417.973389,737.756165,792.433716,174.314957
53,769.794800,884.448120,175.659698,707.429504,784.235901,179.950836,833.646973,1100.116089,207.755417,844.885071,1109.162109,418.535095,735.515015,795.251526,174.428009
54,767.911743,887.105713,176.374481,705.035156,787.324585,180.376190,833.560120,1102.141724,208.230392,845.132019,1110.240112,419.015350,733.350098,798.561707,175.213486
55,766.308838,890.239075,176.967438,703.058594,790.676025,180.359421,833.322327,1104.538086,209.236420,845.578857,1111.430908,418.968323,731.628357,801.895447,175.189377
56,764.866089,893.160278,176.761292,700.514526,793.932312,180.787506,833.137817,1107.062866,209.397629,846.021423,1112.577148,419.157837,728.530090,804.800476,175.367218
57,763.067139,895.669800,177.327240,698.443359,797.239990,180.758011,833.227112,1109.130615,209.066498,846.057312,1113.648560,419.515594,726.746826,807.779419,175.782425
58,761.226929,898.843384,177.896194,696.405273,800.333984,180.705368,833.214111,1111.479004,209.327026,846.032776,1114.732544,419.927460,724.919922,811.084045,175.998764
59,759.854553,901.740173,177.454697,693.550964,803.234497,181.526108,833.120850,1113.461304,209.949173,846.243835,1115.670410,420.262817,722.525513,813.940552,176.041977
60,758.087402,904.196289,177.956177,691.619690,806.172119,181.618469,833.013367,1115.634766,210.867661,846.675415,1116.695557,420.620117,720.694519,816.854004,175.590912
61,756.744873,907.181580,178.376617,690.164246,809.614502,180.476242,832.779175,1117.921631,211.399887,847.180176,1117.808350,420.926239,718.788452,820.075989,175.625961
62,755.087524,910.154358,177.816360,688.123657,812.891907,180.022675,832.702698,1119.846802,211.619995,847.547852,1118.872192,421.040619,716.572510,822.904419,175.654846
63,753.628235,912.678284,177.827972,686.215576,816.106384,180.328171,832.482300,1122.086670,211.864563,847.828125,1119.931152,421.296967,714.840881,825.784180,175.171143
64,752.142639,915.454041,178.422974,684.320984,819.171997,180.261658,832.569153,1124.096924,211.844650,847.969971,1120.856812,421.791229,713.258301,828.940308,174.861313
65,750.707336,918.071350,178.276733,682.327698,821.837708,180.164368,832.648499,1126.356445,212.437637,848.091736,1121.834106,422.445038,711.089478,831.835388,175.108963
66,749.307251,920.898071,178.155197,679.937073,824.643005,180.192108,832.774109,1128.281494,212.739166,847.935181,1122.807861,423.043640,709.385559,834.198792,174.938324
67,748.192810,923.332336,178.095093,678.439697,827.571777,179.732239,832.642578,1130.346313,213.163879,848.531921,1123.791382,423.000946,707.752563,837.243286,174.156738
68,746.724304,925.632751,177.670761,677.130554,830.435364,178.929657,832.370056,1132.005493,213.697220,848.974854,1124.795898,422.984497,706.029053,839.980469,173.844742
69,745.351318,928.476685,177.520523,674.920410,833.466553,178.786835,831.892395,1133.681396,214.583344,849.325684,1125.659668,422.884277,704.380615,842.357849,173.843216
70,744.228943,930.727234,177.496643,673.601257,836.007996,177.751862,832.280823,1135.462646,214.952316,849.627014,1126.734985,422.919556,702.602966,845.322632,173.854614
71,742.864258,933.341797,177.673096,671.778015,838.790405,177.458298,832.595337,1137.369507,214.858215,849.807556,1127.597168,423.065613,701.143982,847.696167,173.291275
72,741.573853,935.602539,177.123154,670.880493,841.097656,176.163300,832.872803,1139.027466,215.265549,850.024048,1128.507935,423.335968,699.864868,850.311584,172.363373
73,740.325928,937.942505,177.227234,669.113892,843.649048,175.655136,832.518982,1141.009399,215.902664,850.442261,1129.448853,423.504059,698.686829,852.759521,171.549759
74,739.057800,940.002930,176.769745,667.876038,846.236816,174.639023,832.373291,1142.399658,216.046478,850.794800,1130.426514,423.683258,697.089905,855.193665,170.860626
75,737.979431,942.381531,176.083572,666.103882,848.468201,174.196579,832.114258,1144.029419,216.254776,851.103394,1131.275269,423.992157,695.231689,857.361694,170.324234
76,736.706604,944.325623,175.665466,665.402954,851.060852,172.891495,832.198303,1145.387939,216.316498,851.472839,1132.251587,424.274536,693.422241,859.556335,170.281296
77,735.412292,946.349487,175.511307,663.490112,852.964111,172.396027,832.609253,1146.822998,216.513138,851.662781,1133.033325,424.497406,692.296509,861.737061,170.069122
78,734.311829,948.352051,175.367004,661.661743,854.823792,172.378540,832.756653,1148.406494,216.597000,851.845337,1134.000854,424.771057,691.131836,863.982178,169.025650
79,732.960449,950.403198,175.139847,660.347839,857.042786,171.675842,832.748230,1149.612549,217.107758,852.112305,1134.914917,424.854950,689.877625,865.787842,168.321991
80,731.894775,952.288635,174.607239,659.541748,859.233276,169.938828,832.585083,1150.913330,217.755264,852.553711,1135.768555,424.829315,688.957092,868.180420,167.194199
81,730.877197,954.194458,174.050583,657.573914,861.384460,169.927597,832.464172,1152.135254,218.141327,853.107239,1136.672607,424.537170,687.546021,869.919861,166.461273
82,729.647583,955.630859,173.765900,657.018982,863.200378,168.399017,832.475952,1153.256592,218.232819,853.178467,1137.466797,424.983765,686.371948,872.107910,165.629089
83,728.289001,957.535522,173.734009,655.722534,865.314941,167.659607,832.365601,1154.367188,218.649170,853.256592,1138.127686,425.233765,685.285706,873.748779,165.166260
84,727.257324,959.407654,173.069626,654.787842,867.266052,166.663177,832.353699,1155.738892,218.405090,853.258423,1138.872192,425.156403,684.701782,875.649658,164.460358
85,726.058167,961.099304,172.584442,653.994446,868.995300,165.277725,832.584412,1156.715332,218.144318,853.642029,1139.583130,425.356720,683.414124,877.432068,163.624619
86,724.881653,962.600220,172.868896,652.270447,870.641968,164.824081,832.678772,1157.795898,218.071762,854.031738,1140.228516,425.546082,682.368408,878.973816,162.614471
87,724.205017,964.439270,172.011200,651.634888,872.274719,163.746674,832.616272,1158.934570,218.122574,854.392944,1141.059692,425.505005,681.500793,880.895813,161.631790
88,722.992188,966.099854,171.389923,651.140320,873.845825,162.331390,832.545166,1159.793457,218.190109,854.870056,1141.693726,425.434174,680.527954,882.473145,161.363861
89,722.097168,967.368896,171.356369,649.645386,875.285156,162.516586,832.462524,1160.626953,218.422546,855.254395,1142.403198,425.311279,680.008118,883.704346,160.563705
90,721.655518,968.872253,170.771790,649.219238,876.841431,161.072037,832.795105,1161.648438,218.821442,855.542175,1143.066895,425.366425,679.101501,885.274780,159.775146
91,720.629089,970.266235,169.925964,648.920898,878.219666,159.565582,833.057922,1162.590088,219.003784,855.671021,1143.519897,425.424042,678.028381,886.812500,159.138885
92,719.607605,971.590027,169.737579,647.746887,879.421692,159.574966,833.186890,1163.385742,219.071472,855.800476,1144.014038,425.615692,677.392944,887.799927,158.667572
93,718.860962,972.687805,170.014328,647.041260,880.768005,158.607132,833.411194,1164.099731,219.022018,855.895935,1144.512451,425.800720,676.812988,889.180054,157.850845
94,718.546997,973.855652,169.440933,646.169006,881.710266,157.885742,833.497742,1164.933228,219.032410,856.114075,1145.069702,425.895508,675.869202,890.690613,156.796936
95,718.175720,975.017029,168.282867,645.720764,883.096008,157.076324,833.581909,1165.665649,219.090683,856.454834,1145.630615,425.989075,675.457703,891.792664,156.135544
96,717.666321,976.241455,167.384445,645.390625,884.390442,156.156723,833.288879,1166.356079,219.529968,856.749146,1146.125488,426.022919,675.155457,892.527222,155.756226
97,717.086975,977.249146,167.916855,644.847290,885.407654,155.527039,833.145569,1166.982178,219.708908,856.962646,1146.700684,426.049500,674.558777,893.826965,155.122711
98,716.413574,977.950562,167.966644,643.979187,886.213074,154.890884,833.250244,1167.401001,219.632690,857.235168,1147.147217,425.996918,673.701050,895.223694,154.373306
99,716.304993,978.858826,167.323227,644.147400,887.461853,153.889145,833.621460,1168.054810,219.370148,857.415405,1147.614746,425.980011,673.289124,895.985779,153.973602
100,716.053040,979.999451,166.360077,643.904541,888.621277,153.160553,833.514404,1168.580566,219.426132,857.504700,1148.214966,426.083038,673.082153,896.683044,153.727722
101,715.669495,980.949280,165.522308,643.361145,889.398193,152.682114,833.646851,1169.297729,219.382599,857.526550,1148.764282,426.281586,672.651733,898.449524,153.006241
102,715.096252,981.697876,165.441925,642.624573,889.879089,152.495667,834.034241,1169.975342,218.973114,857.680359,1149.187500,426.320313,672.474915,898.790710,152.638885
103,714.778442,982.328674,165.509079,642.399536,890.824890,151.812836,834.457947,1170.612427,218.798676,857.987915,1149.517700,426.365936,671.948792,899.572449,152.106766
104,714.591187,983.052795,165.637573,642.543640,891.773987,150.894516,834.757324,1171.113159,218.750702,858.169495,1149.878052,426.316040,671.604492,900.264648,151.654633
105,714.463745,983.982178,165.040207,642.521729,892.607544,150.230835,834.982971,1171.395996,218.676224,858.368042,1150.236084,426.298920,671.385376,900.844604,151.244934
106,714.203308,984.739929,164.366501,641.688477,893.218140,150.066727,835.138367,1171.664551,218.564133,858.411743,1150.601685,426.239441,671.186951,901.429016,150.690018
107,713.655945,985.532898,163.800049,640.860596,893.715515,150.083420,835.228821,1172.076660,218.666290,858.650818,1151.074951,425.935974,670.553284,902.685669,149.986053
108,713.157471,985.993286,163.642380,640.944031,894.447449,148.969345,835.266357,1172.484741,218.747269,858.743225,1151.360840,426.179169,670.421387,903.192627,149.338348
109,712.478210,986.540039,163.715851,641.303711,895.202820,147.519302,835.341919,1172.954956,218.787979,858.884949,1151.702759,426.278992,670.291626,903.850281,148.340408
110,712.239502,987.178955,163.609131,641.236633,895.441101,146.688507,835.376404,1173.301514,218.849182,859.058655,1151.984009,426.215607,670.329956,904.366394,147.583588
111,712.326782,987.708679,163.276794,641.136292,896.120605,145.672058,835.507568,1173.583496,218.965912,859.127319,1152.410522,426.205933,670.468872,904.746338,146.880447
112,712.481445,988.346558,162.570709,641.263733,896.919678,144.268295,835.545837,1173.885132,219.070129,859.250061,1152.762085,426.174042,670.580444,905.140198,146.392944
113,712.427551,988.938538,161.844437,641.288635,897.593323,143.212555,835.735413,1174.170410,219.069809,859.534973,1153.098999,425.946075,670.312988,905.685974,145.770538
114,712.189941,989.355652,161.298355,641.125305,898.148499,142.526215,835.819397,1174.375122,219.090027,859.622681,1153.313599,425.858490,670.035828,906.305908,145.054291
115,712.075439,989.844666,160.824402,640.385254,898.284729,142.669449,835.964905,1174.653076,219.055984,859.682312,1153.549561,425.792999,669.746765,907.074219,144.278503
116,711.579163,990.235535,160.956589,639.739319,898.746643,142.576035,836.140198,1174.939209,219.010681,859.770569,1153.788696,425.802948,669.221863,907.593994,143.846786
117,711.579468,990.641724,160.318436,640.046631,899.395142,141.371567,836.327881,1175.166748,218.980148,859.825867,1154.013184,425.865479,669.052917,907.970947,143.622421
118,711.627747,991.058594,159.828598,640.336975,900.085938,139.765854,836.509155,1175.203369,218.685089,859.854187,1154.287109,425.703949,669.150513,908.437683,143.317017
119,711.803650,991.603394,159.130447,639.976318,900.269531,139.349594,836.731567,1175.435059,218.822754,859.928894,1154.506836,425.655304,669.039429,908.961548,142.741516
120,712.054077,991.984741,157.973221,639.546448,900.694397,139.235336,836.822815,1175.713257,218.707123,860.046143,1154.716553,425.742645,668.832703,909.402832,141.839676
121,712.138306,992.308472,157.553833,639.554260,901.255859,138.663559,836.864624,1175.904663,218.616486,860.200989,1154.870483,425.649628,669.189941,909.644348,140.405487
122,711.981812,992.554626,157.528397,638.993835,901.335876,138.795151,836.867920,1176.113647,218.533508,860.291626,1155.107544,425.643524,669.143921,909.961548,139.656494
123,711.650085,992.940063,157.342422,638.942871,901.347656,138.515656,836.945313,1176.294556,218.351089,860.343140,1155.324951,425.651215,668.956360,910.267883,139.092575
124,711.474609,993.123169,157.225357,639.574097,901.997192,136.819977,837.107849,1176.598877,218.148911,860.423218,1155.473511,425.615021,668.923645,910.593018,138.703323
125,711.302002,993.375549,156.979553,639.629028,902.361267,135.846741,837.205017,1176.780273,217.977753,860.563110,1155.690674,425.569641,668.953430,910.860413,138.312347
126,711.179260,993.702637,156.519440,639.417236,902.407776,135.694595,837.322327,1176.994385,217.817062,860.588867,1155.833130,425.502167,669.028381,911.014221,137.786575
127,711.177917,993.948914,155.992355,639.437073,902.519287,135.449677,837.430603,1177.178711,217.707306,860.701965,1156.064697,425.432861,669.103333,911.151184,137.516129
128,711.356262,994.161072,155.160080,639.770203,902.984680,134.296494,837.422913,1177.320313,217.641708,860.743469,1156.216797,425.416138,669.032349,911.263855,137.142502
129,711.488953,994.274109,154.514359,640.082886,903.299500,133.021133,837.526123,1177.449829,217.563553,860.841553,1156.318237,425.374695,669.190369,911.475220,136.420456
130,711.746460,994.508667,153.802658,640.197388,903.415283,132.522095,837.573792,1177.580688,217.457764,860.939148,1156.545410,425.274841,669.458923,911.709106,135.462402
131,711.801880,994.576721,153.493454,640.213318,903.396179,132.233002,837.619507,1177.741699,217.340546,861.000916,1156.706665,425.190247,669.895447,911.984314,134.479996
132,711.754822,994.580688,153.242294,640.436279,903.286194,131.586380,837.709229,1177.887451,217.327896,861.008911,1156.746826,425.185364,669.997559,912.080627,133.917023
133,711.807373,994.613647,153.153244,640.347961,903.316956,131.363266,837.783569,1177.893799,217.338120,861.117554,1156.868774,425.048096,669.995605,912.210083,133.583252
134,711.864929,994.620789,152.995346,640.840149,903.572327,130.511505,837.839661,1178.031006,217.253067,861.197388,1157.012329,424.983429,669.926086,912.379517,133.242310
135,711.940552,994.670776,152.877609,641.432129,903.647705,129.372726,837.886047,1178.173096,217.179886,861.277588,1157.028931,424.938873,669.892944,912.427673,133.081741
136,711.969299,994.783081,152.761353,641.820251,903.737000,128.716721,837.973511,1178.227783,217.097412,861.293091,1157.130615,424.910156,669.814941,912.581360,132.767639
137,711.964600,994.830017,152.617157,642.018372,903.753174,128.203674,838.094910,1178.259277,217.025314,861.362610,1157.240356,424.900208,669.915833,912.580139,132.184647
138,712.064209,994.729248,152.482330,642.096497,903.772278,127.916679,838.189819,1178.364502,216.810028,861.283142,1157.272095,424.885620,670.357178,912.620911,131.553787
139,712.061951,994.707520,152.380447,642.133057,903.695679,127.733421,838.223511,1178.463867,216.757278,861.395691,1157.368774,424.714020,670.899231,912.666687,131.008469
140,712.035217,994.728210,152.389313,641.973145,903.552185,127.685616,838.237549,1178.474609,216.764450,861.572205,1157.339233,424.630707,671.287476,912.725220,130.553528
141,712.096252,994.766724,152.146194,641.713318,903.295471,128.044907,838.262695,1178.476074,216.756317,861.525757,1157.385010,424.600098,671.669739,912.695740,130.054504
142,712.390808,994.773499,151.709763,641.617126,903.233948,128.002640,838.390869,1178.422974,216.469513,861.574646,1157.518311,424.504486,671.862793,912.653320,129.923935
143,712.672974,994.801331,151.383209,641.713867,903.234192,127.768745,838.499146,1178.447754,216.281494,861.555115,1157.541504,424.532806,671.954468,912.613220,129.934692
144,712.826355,994.815308,151.212799,642.626648,903.335022,126.569649,838.491089,1178.466187,216.322815,861.563538,1157.554810,424.489197,672.086487,912.580200,129.896729
145,712.955383,994.784729,151.004395,643.354370,903.433533,125.542877,838.525452,1178.458618,216.314301,861.587402,1157.564087,424.423218,672.271912,912.563904,129.547134
146,713.015930,994.795105,150.830261,643.652649,903.418457,125.155197,838.639343,1178.486206,216.509232,861.593628,1157.568848,424.429382,672.474548,912.488892,129.554062
147,713.197388,994.751709,150.640884,643.671509,903.380859,125.123520,838.574646,1178.416992,216.202713,861.563843,1157.565552,424.365448,672.410828,912.258362,129.049500
148,713.290161,994.670715,150.508560,643.672729,903.253906,125.119949,838.613647,1178.518677,216.342804,861.528992,1157.605103,424.335052,672.297791,912.082581,128.910919
149,713.401978,994.622559,150.384445,643.376282,902.918701,125.405754,838.568359,1178.533936,216.419540,861.591980,1157.607666,424.249176,672.422058,911.923401,128.818604
150,713.525818,994.651184,150.186905,643.201599,902.640015,125.695824,838.655640,1178.437744,216.363358,861.624817,1157.618774,424.189148,672.707214,911.826721,128.574188
151,713.564636,994.589844,150.094147,643.507385,902.483704,125.356789,838.708252,1178.451416,216.371948,861.694702,1157.650024,424.135406,673.024536,911.686523,128.228058
152,714.256470,994.608704,149.963104,644.042297,902.493042,124.849548,838.730957,1178.368164,216.249344,861.678650,1157.664307,424.029999,673.350769,911.562256,127.937729
153,713.936279,994.431335,149.908203,644.666626,902.560852,124.119141,838.701721,1178.365356,216.249542,861.571350,1157.656738,424.114410,673.589661,911.462097,127.670959
154,713.832764,994.328308,149.937698,645.157349,902.537109,123.651459,838.753113,1178.276123,216.275055,861.662231,1157.686768,423.955627,673.935181,911.318115,127.290642
155,713.997314,994.191650,149.692673,645.317078,902.446899,123.537697,838.823486,1178.138794,216.144669,861.616211,1157.683594,424.024750,674.128296,911.252563,127.012108
156,714.234253,994.094177,149.562210,645.416992,902.291260,123.560799,838.874573,1178.115112,216.056458,861.629883,1157.678467,423.965698,674.266846,911.200562,126.789909
157,714.526978,994.004333,149.437698,645.492981,902.151489,123.639122,838.932312,1178.043335,215.966888,861.687744,1157.598877,423.854034,674.297058,911.113647,126.766891
158,714.674744,993.883057,149.349121,645.493958,902.005310,123.719116,839.105896,1177.938232,215.833374,861.700073,1157.590332,423.847504,674.436707,910.962646,126.604027
159,714.841064,993.756592,149.223022,645.608276,901.821167,123.676178,839.321899,1177.928467,215.646164,861.619324,1157.605225,423.718903,674.578491,910.845337,126.516411
160,714.981934,993.687927,149.050919,645.963623,901.710876,123.290527,839.368530,1177.880981,215.511093,861.694641,1157.606812,423.784973,674.717468,910.758484,126.479256
161,715.283142,993.421265,148.716232,646.226318,901.570679,123.186729,839.455017,1177.729004,215.445358,861.631958,1157.589478,423.643738,675.187012,910.706238,126.296684
162,715.515137,993.385437,148.532578,646.480408,901.399170,122.857254,839.464905,1177.700684,215.392181,861.609619,1157.513062,423.576111,675.405518,910.606262,126.157845
163,715.708923,993.293396,148.339096,646.523743,901.223328,123.068535,839.456360,1177.619019,215.143372,861.610718,1157.430298,423.545441,675.387939,910.467407,126.346596
164,716.002197,993.164612,148.063828,646.644531,901.017029,122.973442,839.563843,1177.496094,215.078094,861.591309,1157.388672,423.552979,675.478149,910.320313,126.320450
165,716.168213,993.192932,147.561981,646.949097,900.889465,122.838943,839.557312,1177.567139,215.070038,861.588562,1157.408813,423.498230,675.755676,910.254150,126.603935
166,716.183411,992.926025,147.382843,647.133972,900.676758,122.573189,839.697632,1177.432861,215.035156,861.548462,1157.396118,423.502777,676.077881,910.165344,126.705002
167,716.401184,992.773132,147.604126,647.350342,900.529419,122.412071,839.851135,1177.427002,214.978760,861.552185,1157.307129,423.470245,676.098206,909.905579,126.456978
168,716.481567,992.701416,147.780624,647.314819,900.362793,122.625587,839.925476,1177.329468,215.040970,861.559631,1157.292847,423.460754,676.398743,909.872192,126.079292
169,716.580322,992.647522,147.761200,647.344666,900.279968,122.556129,839.973877,1177.323853,215.040878,861.569885,1157.218994,423.436951,676.660217,909.831299,126.020592
170,716.718689,992.561401,147.754211,647.563782,900.295227,122.393547,840.114502,1177.290405,214.990585,861.617676,1157.259888,423.399689,676.757080,909.807129,125.858894
171,716.895203,992.476501,147.655655,647.639893,900.192871,122.231728,840.188721,1177.275635,215.013275,861.639404,1157.195068,423.366669,676.966187,909.727905,125.622559
172,717.020508,992.413086,147.295883,647.791870,900.107666,122.091568,840.259338,1177.212402,214.976685,861.635620,1157.188477,423.387207,677.076050,909.660156,125.495285
173,717.200562,992.401550,147.554672,647.974548,900.039978,121.892479,840.261108,1177.237427,214.968689,861.641785,1157.105469,423.348541,677.550415,909.689697,124.901657
