Präzision01165
Date:,2025/04/30
Time:,17:47:23
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
30,777.109680,844.737793,179.203568,735.202515,748.011658,129.087997,832.730652,1125.520874,415.251648,762.733337,756.780579,128.409195,802.886414,1101.457886,257.742432,,,,,,,,,,,,
31,775.211121,848.348816,180.700195,732.863403,751.450500,130.052216,833.426697,1127.902588,415.493103,760.647034,760.397278,129.281982,802.702209,1104.671387,258.597565,,,,,,,,,,,,
32,773.465759,851.744934,182.048340,730.524231,755.195740,131.616898,832.870544,1130.162109,416.816193,758.307068,763.740967,131.076447,802.610291,1107.777710,259.504211,,,,,,,,,,,,
33,771.497437,854.911682,183.153778,727.886963,758.821655,132.712997,833.013489,1132.609375,418.149689,755.842102,766.987244,131.867416,802.427734,1111.276489,260.574280,,,,,,,,,,,,
34,769.614685,858.198608,184.037155,724.969543,762.632019,134.548218,833.987671,1134.816528,418.667725,753.647461,770.580505,133.483688,802.399902,1114.393311,261.515625,,,,,,,,,,,,
35,767.467285,861.368713,185.611588,722.111694,766.585327,135.277908,834.590698,1137.060059,418.949036,750.203918,774.410461,134.383072,802.507080,1117.547241,262.422516,,,,,,,,,,,,
36,765.550903,865.337280,186.680023,719.131958,770.543457,136.826492,834.702515,1139.307617,419.995636,747.808533,778.215576,135.325821,802.596436,1120.999878,263.383728,,,,,,,,,,,,
37,763.500305,869.060791,187.114990,716.821655,774.831665,136.919418,835.080750,1141.625854,420.903137,744.599548,782.217896,135.981522,802.823669,1124.179810,263.834045,,,,,,,,,,,,
38,761.364685,872.712830,188.287094,714.284058,778.734009,137.258575,835.697144,1143.625366,421.258972,742.235840,785.935181,137.097137,802.718384,1127.462280,264.583679,,,,,,,,,,,,
39,759.300415,876.029663,189.156815,711.260681,782.873535,138.357834,836.341309,1145.867676,422.225586,739.134827,789.593628,137.111465,803.009216,1130.622803,265.665558,,,,,,,,,,,,
40,756.833984,879.531494,190.521790,708.591309,786.659363,138.858032,836.770630,1148.074219,422.917755,736.787170,793.175354,138.421188,802.626160,1133.702026,266.711151,,,,,,,,,,,,
41,754.777893,883.342407,190.737900,705.978638,790.813110,139.486206,836.772400,1150.003784,423.439941,734.281921,796.771545,138.807907,802.348328,1136.794678,267.845917,,,,,,,,,,,,
42,753.251465,886.811768,191.032166,703.149780,794.776184,139.883148,837.248779,1151.915527,424.498413,731.387085,800.384888,139.768906,802.809143,1139.915039,268.648682,,,,,,,,,,,,
43,750.977112,890.494019,192.168594,700.373840,798.442749,140.490021,837.834534,1153.952881,425.524384,728.909668,804.220642,140.071136,802.872009,1142.669434,269.289886,,,,,,,,,,,,
44,748.953552,893.810913,192.601028,697.188293,802.420837,140.956924,838.155884,1155.705688,426.054993,726.194580,808.043457,140.453583,802.619141,1145.644043,270.628845,,,,,,,,,,,,
45,747.109985,897.377625,192.766525,694.419739,806.489380,141.123489,838.784241,1157.563110,426.630798,723.557312,811.944214,140.610931,803.076050,1148.631958,271.412476,,,,,,,,,,,,
46,745.092041,900.604065,193.064911,691.986267,810.448669,141.274567,839.455200,1159.543701,427.221283,720.510193,816.017883,140.643585,803.249512,1151.510376,272.136627,,,,,,,,,,,,
47,742.994080,904.093079,193.884644,688.419067,814.148071,142.170166,839.896606,1161.441284,427.913055,717.965393,819.730530,140.959900,803.675110,1154.222168,272.946655,,,,,,,,,,,,
48,740.717590,907.503357,194.045090,686.015198,818.245789,141.786224,840.308716,1163.072266,428.658417,715.260254,823.258301,141.209427,804.455627,1156.946045,272.804688,,,,,,,,,,,,
49,738.823608,910.439636,194.298569,684.091003,822.419556,140.980148,841.159546,1164.706665,429.199585,712.697083,826.592590,140.842133,804.491638,1159.367798,273.661652,,,,,,,,,,,,
50,736.694275,913.813904,194.457565,681.554016,826.393799,140.847977,841.862854,1166.438965,429.712555,710.102356,830.018677,140.753464,804.121155,1161.922607,274.720642,,,,,,,,,,,,
51,734.890076,916.969116,194.526749,679.047913,830.085938,140.824951,841.939026,1167.947632,430.394440,707.792053,834.096741,140.528580,804.391418,1164.451660,275.599670,,,,,,,,,,,,
52,732.978699,919.997925,194.890671,676.837830,833.549561,140.433167,842.223511,1169.548950,431.016968,705.616821,837.606384,140.583557,804.376892,1166.730103,276.312683,,,,,,,,,,,,
53,731.456848,922.935547,194.541321,674.238525,836.906738,139.729813,842.846252,1171.071411,431.363586,703.079163,840.838745,140.378845,804.660645,1168.925537,277.054474,,,,,,,,,,,,
54,729.635437,925.821716,194.565506,672.101135,840.370544,139.055481,843.524963,1172.413330,431.731659,701.220947,843.735840,139.783066,805.310669,1171.029663,277.619690,,,,,,,,,,,,
55,727.454102,928.579773,194.896759,669.873596,843.721436,138.537720,843.989014,1173.700684,432.238312,699.315308,846.896851,139.092316,805.821289,1173.012329,277.935883,,,,,,,,,,,,
56,725.842102,931.352966,194.739899,667.884705,846.934753,138.071838,844.532349,1175.002930,432.824860,696.863098,850.203796,138.963593,805.573303,1175.241699,278.788391,,,,,,,,,,,,
57,724.069092,933.814819,194.242416,665.866577,850.122070,137.610397,845.073181,1176.421509,433.402435,694.992554,853.018494,138.548203,805.708496,1177.050415,279.488464,,,,,,,,,,,,
58,722.437378,936.164246,194.498901,663.950928,853.452759,136.671310,845.870483,1177.562866,433.134674,693.203918,856.286926,137.331467,806.050171,1178.950928,280.182892,,,,,,,,,,,,
59,720.725647,938.770691,193.727432,662.597717,856.240295,135.713272,845.978149,1178.907349,433.475708,691.628967,858.863953,136.720062,806.809326,1180.631348,279.887329,,,,,,,,,,,,
60,719.474731,941.063171,193.858765,660.693359,858.926147,134.978104,846.336487,1179.987427,434.198669,690.067566,861.123291,136.125198,806.953552,1182.533447,280.146271,,,,,,,,,,,,
61,718.039490,943.298950,193.745758,659.355591,861.593079,134.081497,846.744019,1181.058716,434.771423,689.270447,863.161011,136.006592,807.034363,1183.935303,280.575958,,,,,,,,,,,,
62,716.693298,945.710510,193.179565,657.885376,864.384277,133.189346,847.030823,1182.251099,435.293823,687.198547,865.505859,134.961090,807.119690,1185.489624,280.812042,,,,,,,,,,,,
63,716.013489,948.358704,192.878632,656.857178,866.617371,132.258392,847.449280,1183.316772,435.610504,685.895325,867.680603,133.944763,807.447388,1186.865723,280.968140,,,,,,,,,,,,
64,714.778992,950.037781,192.099884,655.429077,869.109131,131.279999,847.660889,1184.132690,435.793976,684.605774,869.816040,133.065613,807.594666,1188.066528,281.245056,,,,,,,,,,,,
65,713.907471,952.212158,191.316040,654.476440,871.140320,130.685913,848.023865,1184.944946,436.019836,684.057922,871.518250,131.961166,807.415527,1189.331177,281.667175,,,,,,,,,,,,
66,713.247009,953.677551,191.082947,653.147461,873.158081,130.292175,848.369507,1185.902222,436.232452,683.174927,873.663879,131.475525,806.903687,1190.484741,282.100281,,,,,,,,,,,,
67,712.269165,955.088867,190.699615,652.181458,875.081909,129.569946,848.674744,1186.749756,436.363464,682.419006,875.660889,131.072464,806.636230,1191.491211,282.580292,,,,,,,,,,,,
68,711.602051,956.834778,189.886902,651.495911,876.793335,128.796204,848.916870,1187.556152,436.418976,681.447327,877.256042,130.022675,806.964600,1192.555298,282.742401,,,,,,,,,,,,
69,710.837036,958.112244,189.704498,650.745544,878.413208,127.879921,849.112366,1188.343750,436.606018,680.411011,879.001526,129.093079,807.285095,1193.569214,282.923401,,,,,,,,,,,,
70,710.231018,959.250366,189.671280,650.040833,880.187256,127.217499,848.982666,1189.149048,436.920135,679.596619,880.444763,128.768707,807.465149,1194.413208,282.997162,,,,,,,,,,,,
71,709.441711,960.500732,189.050034,649.484253,881.291321,126.737503,849.026123,1189.819214,437.228241,679.040527,881.825134,128.375412,807.587280,1195.193726,283.080688,,,,,,,,,,,,
72,708.774658,961.577759,188.317963,649.050781,882.628845,125.948318,849.262634,1190.513794,437.402161,678.719727,883.032349,127.279228,807.733398,1195.849243,283.079285,,,,,,,,,,,,
73,708.426208,962.504150,188.097122,648.751465,883.932556,125.184319,849.604614,1191.235840,437.454620,678.492798,884.065979,126.463242,808.227966,1196.600708,282.611237,,,,,,,,,,,,
74,708.019653,963.329895,187.813309,648.822327,884.902588,124.479401,849.792603,1191.834961,437.353882,678.004150,885.093567,125.944435,808.381348,1197.307617,282.485840,,,,,,,,,,,,
75,707.562805,964.230103,187.576691,648.621155,885.476318,124.001213,850.130554,1192.573364,437.219879,677.671997,885.955322,125.380440,808.294189,1197.915527,282.579224,,,,,,,,,,,,
76,707.071106,965.037354,187.105362,648.434204,886.193970,123.046394,850.410522,1193.098267,437.128662,677.579529,886.612244,124.859337,808.154114,1198.307129,282.604370,,,,,,,,,,,,
77,706.605347,965.648071,186.510101,648.387878,886.918091,122.051498,850.671692,1193.649536,437.077209,677.402100,887.434082,124.386307,808.216431,1198.724243,282.574829,,,,,,,,,,,,
78,706.272095,966.314209,185.829010,648.304382,887.602722,121.395271,850.889404,1194.075684,437.211212,677.605225,887.560669,124.428467,808.236267,1199.218262,282.493561,,,,,,,,,,,,
79,705.978088,966.680481,185.386871,648.310181,888.232178,120.674362,851.064392,1194.500610,437.200317,677.623413,887.726746,124.394379,808.255493,1199.573608,282.402222,,,,,,,,,,,,
80,705.854431,967.006592,185.204056,648.374573,888.671509,120.077148,851.259583,1194.816528,437.165344,677.871033,888.102722,124.099953,808.177734,1199.892700,282.425385,,,,,,,,,,,,
81,705.736755,967.274353,185.146301,648.351318,888.984253,119.562782,851.485229,1195.171021,437.080536,677.936523,888.436829,123.612457,808.163574,1200.229858,282.410828,,,,,,,,,,,,
82,705.586487,967.598999,185.063858,648.439758,889.220093,119.186440,851.648071,1195.379883,437.050629,677.953735,889.018372,122.494041,808.154114,1200.564209,282.303925,,,,,,,,,,,,
83,705.483704,967.909668,184.672424,648.499939,889.478821,118.884529,851.670532,1195.707764,437.070801,678.177368,890.447144,120.689827,808.206848,1200.781860,282.281006,,,,,,,,,,,,
84,705.250183,968.153381,184.437973,648.616577,889.733887,118.554443,851.753784,1195.934082,437.040009,678.576172,890.615417,120.561577,808.236023,1200.995117,282.352844,,,,,,,,,,,,
85,705.173096,968.361633,183.996689,648.880798,890.012207,117.932213,851.874207,1196.171509,436.978455,678.683350,890.899719,120.066559,808.370056,1201.171631,282.308105,,,,,,,,,,,,
86,705.246399,968.572693,183.476563,648.872375,890.434204,117.208168,852.001465,1196.417969,436.915680,678.877441,891.630249,119.159042,808.421997,1201.325317,282.193390,,,,,,,,,,,,
87,705.267273,968.795898,182.840668,649.027466,890.789978,116.521667,851.994873,1196.705811,436.865845,678.966064,892.193848,118.446335,808.533081,1201.488525,282.200378,,,,,,,,,,,,
88,705.344360,968.970520,182.469742,649.559692,891.080200,114.888161,852.130615,1196.865601,436.776733,679.067139,892.570313,117.824287,808.745972,1201.623169,282.214905,,,,,,,,,,,,
89,705.440491,969.044617,182.060852,650.148132,891.478088,113.749580,852.187256,1197.080688,436.763062,679.228577,892.877808,117.235153,808.850037,1201.655029,282.180023,,,,,,,,,,,,
90,705.461426,969.102295,181.697250,650.253723,891.826050,113.133995,852.236206,1197.301025,436.593811,679.449280,893.153992,116.551659,808.940247,1201.683838,282.183655,,,,,,,,,,,,
91,705.504578,969.192566,181.280106,650.170410,892.071167,112.756943,852.357178,1197.445801,436.469482,679.679138,893.292053,115.543571,809.114136,1201.658936,282.045319,,,,,,,,,,,,
92,705.532227,969.169861,181.047165,650.064087,892.311279,112.247826,852.416748,1197.564331,436.454651,679.867249,893.545044,114.786484,809.265137,1201.676147,282.005371,,,,,,,,,,,,
93,705.591980,969.090332,180.893448,650.012085,892.494629,111.880249,852.445435,1197.627808,436.407410,679.917236,893.742065,113.935097,809.175293,1201.701172,282.068695,,,,,,,,,,,,
94,705.455933,969.156189,180.684769,650.070618,892.619934,111.560051,852.415344,1197.717896,436.350952,679.925415,892.904785,114.457741,809.330261,1201.647583,281.974762,,,,,,,,,,,,
95,705.613647,969.148865,180.462311,650.117859,892.759949,111.168533,852.360107,1197.748779,436.283600,679.764038,893.469421,113.557762,809.532471,1201.651367,281.863129,,,,,,,,,,,,
96,705.655273,969.159119,180.149658,650.179810,892.927856,110.709785,852.375305,1197.776245,436.187195,679.881653,893.499268,113.453575,809.577698,1201.623779,281.725281,,,,,,,,,,,,
97,705.829102,969.198242,179.836243,650.265381,893.119568,110.255722,852.368774,1197.883179,436.083832,679.972473,893.547913,113.286354,809.755005,1201.575195,281.497711,,,,,,,,,,,,
98,705.916382,969.205688,179.438782,650.239746,893.284058,109.419510,852.344482,1197.931274,435.978546,680.137573,893.792664,112.218483,809.916565,1201.505249,281.328918,,,,,,,,,,,,
99,706.009583,969.173523,179.017151,650.210815,893.285645,109.048737,852.299194,1197.943359,435.853577,679.969360,894.268005,111.959839,809.907959,1201.489014,281.046692,,,,,,,,,,,,
100,706.286682,969.376404,178.784485,650.233582,893.241882,109.133629,852.315979,1197.994751,435.728485,679.854370,894.114136,112.215858,809.863953,1201.413574,280.889954,,,,,,,,,,,,
101,706.290405,969.393127,178.477875,650.087708,893.218933,109.243446,852.307800,1198.013916,435.638947,679.768494,893.854675,112.520287,810.214600,1201.467651,280.478821,,,,,,,,,,,,
102,706.319763,969.408447,178.196838,649.871826,893.309448,109.225349,852.293640,1198.092041,435.520752,679.683167,893.620911,112.641418,810.467957,1201.362793,280.089996,,,,,,,,,,,,
103,706.693970,969.446899,178.030884,,,,852.257813,1198.062622,435.442017,679.577271,893.642029,112.586449,810.526550,1201.250122,279.876526,,,,,,,,,,,,
104,706.654236,969.568909,177.674271,,,,852.184265,1198.152344,435.311981,679.568176,894.196228,111.806213,810.567932,1201.192627,279.674225,,,,,,,,,,,,
105,706.772949,969.539734,177.642395,,,,852.253174,1198.238525,435.092682,679.730713,894.580383,111.361832,810.668640,1201.214478,279.563538,,,,,,,,,,,,
106,706.897705,969.406860,177.547333,,,,852.368042,1198.303833,434.883331,679.818054,894.501953,111.307449,810.776917,1201.158203,279.381836,649.864014,893.144470,109.069901,,,,,,,,,
107,707.091003,969.247070,177.571625,,,,852.392761,1198.467163,434.697632,680.138428,894.368896,111.026550,810.911682,1201.085083,279.218445,649.852600,893.116089,109.188950,,,,,,,,,
108,707.233582,969.116638,177.564011,,,,852.913086,1198.437988,434.330536,680.283752,894.281250,110.873238,811.047119,1201.017578,279.068787,649.966736,892.902283,109.239891,,,,,,,,,
109,707.345398,968.993896,177.503036,,,,852.884521,1198.621704,434.190918,680.255737,894.041626,110.990898,811.124084,1200.932251,278.945770,650.258240,892.737915,109.209450,,,,,,,,,
110,707.448242,968.861938,177.478394,,,,853.096558,1198.658203,434.009399,680.351196,893.854675,111.023926,811.368652,1200.851074,278.718628,650.462830,892.551147,109.211670,,,,,,,,,
111,707.547607,968.676270,177.534393,,,,853.243713,1198.711060,433.846191,680.493286,893.775879,110.994324,811.444092,1200.867920,278.597412,650.624573,892.324829,109.189674,,,,,,,,,
112,707.677063,968.548218,177.514374,,,,852.971130,1198.876587,433.847870,680.732666,893.650269,110.904068,811.544800,1200.797241,278.523529,650.857666,892.197327,109.080246,,,,,,,,,
113,707.743530,968.446228,177.506149,,,,852.894104,1198.973389,433.812561,681.003174,893.362854,110.898689,811.707886,1200.724121,278.262543,651.259949,891.984741,108.730499,,,,,,,,,
114,707.804443,968.260925,177.437164,,,,852.946106,1199.053711,433.739807,681.226685,893.288269,110.896530,811.701172,1200.702148,278.172760,651.748108,891.777649,108.414871,,,,,,,,,
115,707.963867,968.028931,177.414810,,,,853.082825,1199.119507,433.421997,681.350830,893.124939,110.733475,811.727417,1200.726440,278.037415,652.016357,891.504944,108.271111,,,,,,,,,
116,708.033630,967.873596,177.346298,,,,853.031372,1199.244751,433.231720,681.492981,893.013000,110.533905,811.827332,1200.651367,277.838318,652.127258,891.185608,108.504654,,,,,,,,,
117,708.161255,967.693848,177.307495,,,,853.014343,1199.394165,433.139648,681.945129,893.070557,109.784203,811.867004,1200.625977,277.602356,652.308655,890.996582,108.401642,,,,,,,,,
118,708.567749,967.524597,177.033722,,,,852.959961,1199.453613,433.022491,682.503967,893.049316,109.036903,811.989990,1200.531982,277.480927,652.646240,890.830566,107.939903,,,,,,,,,
119,708.735657,967.346313,176.881653,,,,852.947144,1199.538208,432.936523,682.871094,892.979065,108.514511,812.027466,1200.429688,277.349182,653.048157,890.587158,107.527863,,,,,,,,,
120,708.845032,967.153931,176.690842,,,,852.899231,1199.646118,432.856049,683.001892,892.977173,108.297318,812.051147,1200.425049,277.183533,653.396423,890.503723,107.128212,,,,,,,,,
121,709.111694,966.950012,176.379974,,,,852.894165,1199.696167,432.729553,683.395142,892.827637,108.594368,811.974365,1200.374146,277.062073,653.592834,890.355347,107.062363,,,,,,,,,
122,709.235046,966.866089,176.302170,,,,852.876648,1199.831421,432.531250,683.343689,892.683899,108.397896,811.841248,1200.292480,276.972687,653.748352,890.200439,107.024727,,,,,,,,,
123,709.284546,966.852417,176.257095,,,,852.804321,1199.859497,432.440735,683.354370,892.596924,108.240425,811.811035,1200.271240,276.825134,653.886108,890.106873,107.071167,,,,,,,,,
124,709.330872,966.825012,176.186493,,,,852.745667,1199.843994,432.382294,683.471619,892.526733,108.237038,811.763062,1200.240356,276.701660,654.010437,889.995605,107.134926,,,,,,,,,
125,709.367432,966.789917,176.074661,,,,852.580627,1199.907104,432.430298,683.519104,892.276794,108.132385,811.660767,1200.167603,276.646240,654.096008,889.965332,107.106972,,,,,,,,,
126,709.430420,966.725708,175.994553,,,,852.522217,1199.918213,432.399658,683.595215,892.118896,108.204399,811.631836,1200.163574,276.479279,654.240112,889.875671,107.061157,,,,,,,,,
127,709.497070,966.706604,175.926712,,,,852.339539,1199.933960,432.316650,683.648376,891.990112,108.177650,811.579651,1200.106689,276.405884,654.408936,889.750793,107.009697,,,,,,,,,
128,709.501404,966.734558,175.668839,,,,852.218750,1199.924683,432.308624,683.657654,891.863708,108.152870,811.541077,1200.020142,276.311646,654.531860,889.617493,106.853157,,,,,,,,,
129,709.617188,966.710266,175.480820,,,,852.002869,1199.914063,432.336426,683.610779,891.796875,108.045815,811.410156,1200.016113,276.315979,654.510864,889.544128,107.075447,,,,,,,,,
130,709.761902,966.735657,175.203629,,,,851.821350,1199.897217,432.328125,683.660034,891.735046,107.947655,811.220215,1199.943115,276.222443,654.473572,889.395386,106.889458,,,,,,,,,
131,709.888855,966.811401,174.946609,,,,851.693359,1199.859863,432.261444,683.578308,891.713867,107.899376,811.123047,1199.941895,276.089569,654.465271,889.389893,106.604248,,,,,,,,,
132,709.921021,966.892029,174.731445,,,,851.648193,1199.850342,432.190735,683.502747,891.731934,107.813309,811.049988,1199.851074,275.992065,654.474915,889.440979,106.340195,,,,,,,,,
133,709.957458,966.936890,174.513443,,,,851.399414,1199.740723,432.307190,683.427612,891.721741,107.797249,810.977539,1199.826538,275.988647,654.473633,889.479858,106.174194,,,,,,,,,
134,709.818542,967.053650,174.156189,,,,851.359253,1199.751709,432.177765,683.308167,891.669373,107.683823,810.914429,1199.823120,275.871216,654.418152,889.477722,106.128487,,,,,,,,,
135,709.682251,967.142883,173.952591,,,,851.457947,1199.781128,431.939362,683.191406,891.663696,107.636101,810.960388,1199.752319,275.794800,654.319214,889.474731,106.078888,,,,,,,,,
136,709.562439,967.155945,173.643875,,,,851.295227,1199.686646,431.968048,683.140564,891.805420,107.598228,810.837708,1199.737793,275.737823,654.174744,889.489441,106.036407,,,,,,,,,
137,709.460388,967.310974,173.588333,,,,851.305237,1199.679565,431.823944,683.090881,891.854797,107.589798,810.802246,1199.720337,275.795227,654.103882,889.591125,105.853027,,,,,,,,,
138,709.368347,967.454651,173.422043,,,,851.297852,1199.585205,431.754211,683.044434,891.816345,107.554947,810.806885,1199.711182,275.724365,654.110046,889.640381,105.782509,,,,,,,,,
139,709.277954,967.509583,173.307755,,,,851.181946,1199.568604,431.698090,682.998779,891.810547,107.511940,810.754456,1199.657349,275.619873,654.001770,889.643616,105.739227,,,,,,,,,
140,709.227478,967.572266,173.132309,,,,850.994873,1199.555420,431.690674,682.574890,891.998901,107.574120,810.718872,1199.652954,275.526581,653.926819,889.640076,105.668785,,,,,,,,,
141,709.157898,967.655884,173.025360,,,,850.964844,1199.500122,431.661133,682.449158,892.035767,107.651161,810.748352,1199.641479,275.504059,653.949341,889.736572,105.628281,,,,,,,,,
142,709.077332,967.685059,173.035187,,,,850.918945,1199.498901,431.599274,682.804321,891.883484,107.561699,810.731995,1199.656006,275.517853,653.976013,889.772766,105.661781,,,,,,,,,
143,709.032104,967.709167,172.989517,,,,850.863159,1199.478149,431.540192,682.972473,891.836853,107.475792,810.709656,1199.759277,275.499512,653.973755,889.761108,105.625740,,,,,,,,,
144,709.023926,967.765869,172.930023,,,,850.853333,1199.497803,431.515076,682.638367,891.902893,107.549202,810.613770,1199.762451,275.450592,654.060120,889.730042,105.162186,,,,,,,,,
145,709.034668,967.700317,172.997711,,,,850.834717,1199.516235,431.522186,682.446533,892.003723,107.581451,810.662109,1199.788940,275.379425,654.207275,889.778564,104.900154,,,,,,,,,
146,709.054993,967.698853,172.945435,,,,850.788757,1199.619995,431.521912,682.792908,891.796387,107.502953,811.013000,1199.811279,274.997772,654.197083,889.837036,105.356750,,,,,,,,,
147,709.137085,967.676514,173.051804,,,,850.794556,1199.638306,431.536316,682.923218,891.727112,107.351288,810.863403,1199.807495,275.172272,654.132080,889.836914,105.148445,,,,,,,,,
148,709.209229,967.596375,173.140137,,,,850.748474,1199.715332,431.515137,682.987122,891.807678,107.318527,810.705872,1199.884155,275.358398,654.258850,889.882385,104.901802,,,,,,,,,
149,709.276489,967.559937,173.179123,,,,850.513428,1199.544678,432.085999,682.953735,891.784851,107.341064,810.621155,1199.896606,275.457123,654.418030,889.910583,104.830040,,,,,,,,,
150,709.328247,967.547668,173.288300,,,,850.592224,1199.821899,431.688995,682.643555,891.434692,107.283226,810.879395,1199.884766,275.132538,654.477478,889.909973,104.812759,,,,,,,,,
