Präzision01159
Date:,2025/04/24
Time:,13:16:30
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
23,777.545227,692.721130,148.074173,774.423889,811.897888,155.133041,785.514954,1124.672852,382.817566,756.282471,1069.821411,175.085403,800.995728,709.618835,153.115463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,776.426880,695.538574,151.767761,773.113464,814.493530,158.095795,785.983765,1126.244385,382.882782,755.931946,1073.067993,175.357117,800.013611,712.921753,155.692581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,775.498169,698.456909,154.933990,772.769165,817.367798,159.854416,786.374268,1127.788818,382.979401,756.063538,1076.321411,175.257568,798.444214,715.566833,159.538361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,774.180847,701.387146,157.378448,772.003052,820.565674,162.377838,786.473694,1129.335571,383.541687,756.080322,1079.091675,175.781631,797.367981,718.291260,163.543900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,772.789612,704.505676,160.447342,770.879211,823.902832,164.790558,786.593872,1130.904297,384.012207,755.881531,1081.863281,176.524536,796.276062,721.681824,166.468445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,771.297363,707.656128,164.046524,769.808411,826.871399,167.168030,787.007874,1132.423828,384.299622,755.674866,1085.158691,176.696564,795.030457,724.674072,168.318222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,769.987732,710.625183,167.042633,768.498047,830.004700,169.341797,787.574463,1134.045288,384.507263,755.702087,1088.502319,176.565125,793.161255,727.608582,171.365982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,769.000061,713.918274,169.344788,767.570435,833.183228,171.158295,787.980652,1135.540527,384.795319,755.690491,1091.634277,177.295776,791.630432,730.621948,174.251038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,767.007019,717.063904,171.940887,766.274109,836.474854,173.212524,788.038025,1137.278687,385.265289,755.229553,1094.956543,178.214386,790.098206,734.113647,177.297195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,765.274170,720.450928,174.413132,764.820251,839.947815,175.418076,788.180603,1138.846436,385.515930,755.218933,1098.353149,178.371964,788.776245,737.495300,179.251633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,763.878296,724.006958,176.618256,763.412109,843.105103,177.497818,788.304504,1140.745239,386.024597,755.369019,1101.748901,178.400299,786.960449,740.547485,181.376236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,762.005188,727.348816,179.117630,762.223877,846.652161,178.980957,788.389160,1142.424316,386.449524,754.973694,1105.003174,179.035767,785.018433,743.668701,184.132385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,759.877380,730.509338,180.971512,760.765564,850.043762,180.580994,788.372864,1143.982666,386.834290,754.788330,1108.314331,179.488678,783.477234,746.983826,185.989120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,757.531250,734.176392,183.681427,759.293701,853.687439,182.242020,788.478149,1145.475098,387.098663,754.829285,1111.585205,179.713730,781.407166,750.552124,187.810394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,755.656189,737.604553,184.921341,757.914429,857.132385,183.696030,789.058350,1147.192749,387.460266,754.433044,1115.113892,180.087143,778.974243,754.051392,189.798050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,753.514709,741.323425,186.586838,756.387329,860.413086,184.955612,789.482239,1148.891602,387.746765,754.436951,1118.440430,180.678787,776.946350,757.757446,192.023682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,751.411438,744.836548,187.789764,754.779968,863.932495,185.993210,789.470703,1150.544189,388.453308,754.470215,1121.731934,181.103394,775.499573,760.700439,193.379318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,749.129089,748.471924,190.037338,752.447815,867.360229,187.732910,789.245422,1152.121704,389.319214,754.326843,1125.366455,181.176880,772.918396,763.954163,195.313126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,746.251404,752.019653,191.495636,750.981567,871.042664,188.510605,789.579834,1153.704102,389.821228,754.283936,1128.877197,181.637985,770.537903,767.499817,196.460861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,744.137512,755.683594,192.239761,749.416626,874.749512,189.668594,790.235901,1155.526367,389.974243,754.165161,1132.065430,182.514114,768.103516,771.298584,197.286621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,741.832642,759.232056,193.189041,747.638306,878.194153,190.342392,790.776428,1157.193970,390.071167,754.024536,1135.502441,183.305710,765.563538,774.582092,198.616470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,738.925232,762.784485,194.274460,745.419495,881.744446,190.954636,790.662476,1158.926880,391.140411,754.021423,1139.125732,183.609665,763.405457,778.228821,199.224350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,736.692139,766.085754,194.954422,743.855713,885.001160,191.736984,790.602722,1160.487427,391.737061,754.231384,1142.621094,183.835999,760.823547,781.239197,200.158737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,734.028442,769.652039,195.189896,742.062561,888.594055,192.353485,791.030029,1162.108521,391.833313,754.000061,1145.836670,184.799789,757.813721,784.725830,200.738907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,731.286987,773.097351,195.621719,739.732056,892.188782,192.720367,791.535095,1163.649536,391.877686,753.753723,1149.170532,185.634705,755.370789,788.163635,201.409592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,728.451111,776.774170,196.129654,738.239014,895.529480,193.169571,791.637329,1165.298340,392.182556,753.367554,1152.629150,186.167542,752.758789,791.658630,201.715027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,725.450195,780.262878,196.403091,735.744629,898.888672,194.012253,791.910706,1166.755615,392.786163,753.477783,1155.789429,186.650375,750.168152,794.630371,201.594757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,722.367004,783.631592,196.837234,733.896240,902.357239,193.882645,792.324036,1168.432373,393.018646,753.853455,1158.922363,186.846573,747.217163,797.673950,201.927444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,719.140503,787.029480,197.054062,731.531799,905.821838,194.440338,792.872131,1169.840088,393.814240,,,,744.624023,801.280457,202.665085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,717.211548,790.427368,195.876038,729.370178,909.157532,194.855637,793.139160,1171.417603,394.633026,,,,741.310791,804.744812,202.595917,753.543091,1165.010986,189.099304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,714.405029,793.848206,195.648666,727.144592,912.634155,194.439774,793.157532,1172.739136,395.244507,,,,738.818604,808.034058,202.330414,753.891541,1168.638672,188.975494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,711.196228,797.303650,196.036346,725.046143,915.771362,195.104980,793.278748,1174.071411,395.683472,,,,735.854370,811.023071,202.144852,753.941711,1171.728271,189.636429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,708.360107,800.627136,195.417938,722.960510,919.030212,194.345642,793.750000,1175.690063,395.771942,,,,733.167419,814.358337,202.336380,753.307190,1174.904541,190.388748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,705.193115,804.001038,195.422195,720.975159,922.586548,194.638062,794.277222,1176.941895,396.305359,,,,730.145813,817.704712,202.125473,753.585510,1177.816406,191.156784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,702.860962,807.340149,194.565308,718.479553,925.732178,194.651169,794.524597,1178.369995,396.972321,,,,726.982300,820.850952,202.009766,753.851807,1180.574097,192.077148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,700.036255,810.836609,194.100418,716.366028,928.620911,194.377625,794.388367,1179.614746,397.756622,,,,724.649719,823.617615,201.628784,753.542358,1183.454590,192.845169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,696.812988,814.184082,193.830963,714.212830,932.033997,194.011658,,,,,,,721.622375,826.859985,201.049744,753.753113,1186.431885,193.661087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,693.979736,817.204407,193.170776,712.380798,935.174622,193.334549,,,,,,,719.047729,830.309326,200.032974,754.231873,1189.418335,193.852173,795.402039,1182.504150,398.759491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,691.585571,819.992798,192.388718,710.260742,938.137451,193.490021,,,,,,,716.694153,832.843567,199.405457,754.355835,1192.041260,194.594223,795.735962,1183.604980,399.277863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,688.805969,823.143127,191.789948,708.369202,941.109436,192.835052,,,,,,,713.959778,835.604492,200.148376,754.736267,1194.612061,194.961227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,686.326477,826.405640,190.300507,706.482178,944.288818,192.835770,,,,,,,711.125977,838.933289,198.954849,754.942932,1197.430298,195.622635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,683.847046,829.580200,189.382874,704.150818,946.968384,192.503784,,,,,,,708.880737,841.670776,197.289505,754.877258,1199.989746,196.702866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,681.647095,832.415588,188.109543,702.473816,949.847656,191.973251,,,,,,,706.723145,844.595886,196.230576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,679.544556,835.215332,186.821640,700.876831,952.719849,191.293732,,,,,,,704.071167,847.178711,195.962433,,,,,,,755.220825,1204.901489,198.006958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,677.387817,838.168274,185.643082,699.332214,955.242798,190.758133,,,,,,,701.708130,849.697083,194.958694,,,,,,,755.334351,1207.257080,198.806793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,674.367615,840.885315,184.972610,697.564148,958.167419,189.860260,,,,,,,700.036499,852.749573,193.833862,,,,,,,755.565857,1209.332397,199.289536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,672.757080,843.473999,183.752655,695.558411,960.652161,189.906555,,,,,,,697.664368,855.085876,192.463333,,,,,,,755.934631,1211.725586,199.791138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,670.416138,845.987671,182.715469,693.824280,963.162354,189.377182,,,,,,,695.349182,858.007874,190.987823,,,,,,,756.256470,1213.871826,200.326523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,668.381165,849.008789,181.378632,692.315247,965.734314,188.552948,,,,,,,693.362549,860.086487,190.641830,,,,,,,756.445313,1215.725342,200.846207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,666.396118,851.442871,180.351929,691.113281,968.282593,187.532166,,,,,,,691.221375,862.619263,189.925613,,,,,,,756.537537,1217.920044,201.194351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,664.857910,854.150024,179.162537,689.840759,970.704712,186.856644,,,,,,,688.895874,864.937561,189.282013,,,,,,,756.959595,1219.814087,201.734940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,662.911377,856.640381,177.577637,688.282471,972.973694,186.028290,,,,,,,687.448303,867.381958,187.916321,,,,,,,757.196472,1221.819702,202.343811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,661.046997,858.951599,176.498169,687.034668,975.356323,185.311493,,,,,,,685.545837,869.843445,186.790314,,,,,,,756.982422,1223.251465,202.813934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,659.222229,861.233765,175.431686,685.631470,977.510376,184.744476,,,,,,,683.613770,871.917847,185.312286,,,,,,,757.071899,1224.929810,203.703812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,657.700195,863.525879,174.082367,684.370850,979.496643,184.202820,,,,,,,682.465271,873.797546,184.556107,,,,,,,757.107788,1226.656982,203.962982,800.776428,1201.323608,406.806854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,656.034851,865.607849,173.445160,683.144287,981.553345,183.320694,,,,,,,680.823303,876.027954,183.022842,,,,,,,757.275391,1228.425903,204.268997,800.982422,1202.283936,407.020844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,654.679382,867.589478,172.035538,681.904846,983.267517,182.924088,,,,,,,679.478882,877.759216,182.841599,,,,,,,757.627075,1229.831177,204.581070,801.140320,1203.000122,407.339111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,652.641296,869.282837,171.371613,681.293213,985.304016,181.576462,,,,,,,678.143372,879.806030,181.124283,,,,,,,757.781128,1231.095581,204.900238,801.327026,1203.525513,407.655609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,651.429810,871.306519,170.114380,679.923889,986.869507,181.243881,,,,,,,676.946228,881.374329,180.292725,,,,,,,757.874207,1232.476196,205.283691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,650.734436,872.941956,168.410645,678.990906,988.429932,180.604126,,,,,,,675.857422,883.070251,178.721390,,,,,,,758.164490,1233.761108,205.367477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,649.964966,874.790710,167.104172,678.151184,990.365723,179.870117,,,,,,,674.872131,884.808411,177.880280,,,,,,,758.478271,1235.053711,205.706375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,649.137939,876.439941,165.665543,677.213074,991.693909,179.225006,,,,,,,673.518250,886.432861,176.915894,,,,,,,758.645508,1236.400391,206.006058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,648.441345,877.992859,164.413147,676.542664,993.018799,178.632980,,,,,,,672.778503,887.786438,176.005844,,,,,,,758.799438,1237.487183,206.198471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,647.483765,879.509460,163.788300,675.818909,994.772400,177.758759,,,,,,,671.638916,889.439331,175.045349,,,,,,,759.058655,1238.295532,206.376678,,,,803.488342,1207.728027,409.111023,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,646.366821,880.827393,163.151260,674.887146,996.121582,177.097443,,,,,,,670.557922,890.647217,174.084442,,,,,,,759.178467,1239.340942,206.621704,,,,803.494263,1208.424927,409.420471,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,645.667175,881.989319,162.489456,674.305786,997.160156,176.613449,,,,,,,670.102783,891.808350,173.408432,,,,,,,759.272766,1240.444336,206.788757,,,,803.753784,1209.067505,409.651672,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,644.759583,883.278564,161.696793,673.635254,998.565979,175.862259,,,,,,,669.161926,893.266113,172.481186,,,,,,,759.459839,1241.239624,206.997101,,,,803.950256,1209.641357,409.703461,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,643.998535,884.417175,160.625000,673.135864,999.912598,174.824326,,,,,,,668.333862,894.424377,172.149948,,,,,,,759.662048,1241.967651,207.185989,,,,804.389832,1210.153320,409.718689,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,643.116272,885.589905,160.187836,672.683655,1000.889832,174.760956,,,,,,,667.890930,895.266357,171.960632,,,,,,,759.876892,1242.811890,207.343323,,,,804.893921,1210.594849,409.449310,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,642.626953,886.819275,159.420502,672.088562,1001.781433,173.953629,,,,,,,667.101990,896.450500,170.837494,,,,,,,760.045532,1243.675659,207.512268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,642.209351,887.886597,158.103378,671.446472,1002.880188,173.197479,,,,,,,666.266052,897.685730,169.993286,,,,,,,760.067627,1244.420654,207.578705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,641.667603,888.838013,157.337738,671.357910,1003.913879,172.328964,,,,,,,665.798523,898.454224,169.682037,,,,,,,760.101257,1244.880371,207.655426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,640.745483,889.673157,157.090256,671.212769,1004.739685,171.602722,,,,,,,665.205505,899.191467,169.317337,,,,,,,760.065857,1245.239502,207.759811,,,,,,,805.618347,1212.568481,409.854004,,,,,,,,,,,,,,,,,,,,,,,,
96,640.047607,890.457581,156.339218,671.106506,1005.472656,171.050522,,,,,,,664.534973,900.107361,168.430267,,,,,,,760.235168,1245.678711,207.918701,,,,,,,805.926697,1212.940430,410.055237,,,,,,,,,,,,,,,,,,,,,,,,
97,639.619202,891.349792,155.547241,671.135437,1006.094238,170.277496,,,,,,,663.900818,900.865723,167.950516,,,,,,,760.497314,1246.201172,207.866318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,639.521057,892.236450,154.489426,670.629578,1006.757324,169.821365,,,,,,,663.522888,901.496155,167.427246,,,,,,,760.800110,1246.668335,207.888794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,639.453979,892.657043,153.545929,670.258911,1007.292114,169.695511,,,,,,,663.247009,901.933960,167.129837,,,,,,,760.985718,1247.120728,207.923462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,638.548523,893.020996,153.578751,670.010071,1007.849121,169.210724,,,,,,,662.714111,902.627869,165.667114,,,,,,,761.216431,1247.539185,207.910110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,638.266968,893.595276,152.446442,669.855713,1008.391418,168.690216,,,,,,,662.475647,903.183594,164.696350,,,,,,,761.299072,1248.076660,207.664276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,638.414307,894.266418,151.255966,669.741516,1008.890442,168.102646,,,,,,,662.241638,903.637451,164.133301,,,,,,,761.817993,1248.090820,207.464493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,638.368591,894.925232,150.883514,669.658936,1009.314026,167.465378,,,,,,,662.238953,903.890625,163.804443,,,,,,,762.175476,1248.276978,207.295197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,638.330627,895.276978,150.176224,669.595520,1009.637329,166.989151,,,,,,,662.775391,904.187134,162.620758,,,,,,,762.331665,1248.553711,207.043655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,638.391541,895.682495,149.733963,669.278870,1009.887573,166.675934,,,,,,,662.414734,904.514282,162.325409,,,,,,,762.408752,1248.786743,206.973511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,638.368286,896.174255,149.209534,668.981323,1010.151428,166.438919,,,,,,,662.157288,905.076111,161.584045,,,,,,,762.577515,1248.941284,206.965942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,637.884705,896.347351,148.784256,668.970276,1010.494446,165.919250,,,,,,,661.952148,905.379028,161.092850,,,,,,,762.691772,1249.027588,207.004761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,637.634094,896.574646,148.428848,668.953918,1010.742493,165.272141,,,,,,,661.795715,905.615967,160.721237,,,,,,,762.800537,1249.073120,206.927322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,637.494263,896.761292,148.071671,668.949646,1010.914185,164.741592,,,,,,,661.973877,905.918640,160.518631,,,,,,,762.894287,1249.092896,206.844788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,637.392029,896.973083,147.608231,669.302551,1011.267639,163.903427,,,,,,,661.515320,906.040100,159.942291,,,,,,,762.962830,1249.221680,206.678024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,637.226563,897.206177,147.071823,669.540161,1011.368347,163.126053,,,,,,,661.473206,906.049622,159.714996,,,,,,,763.085327,1249.271118,206.537231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,637.450256,897.281799,146.521454,669.516052,1011.458496,162.601257,,,,,,,661.570374,906.147278,159.527359,,,,,,,763.147156,1249.301636,206.503220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,637.906372,897.343811,145.524033,669.344177,1011.539307,162.344376,,,,,,,661.663452,906.167175,159.317734,,,,,,,763.341553,1249.341309,206.290329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,638.244141,897.474915,144.789032,669.354431,1011.461914,162.242523,,,,,,,661.726379,906.346191,158.571884,,,,,,,763.515442,1249.399902,206.184357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,638.389404,897.466309,144.097687,669.417969,1011.361572,162.103378,,,,,,,661.959534,906.434875,157.552231,,,,,,,763.649536,1249.422363,206.088196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
