Präzision26
Date:,2025/04/16
Time:,10:35:34
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
19,833.931580,986.825195,325.452850,819.393250,765.734497,78.059525,805.127808,966.319031,188.362320,796.517639,678.930298,40.958855,766.674072,672.560913,37.479897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,833.926331,986.829407,325.448883,819.440979,765.664185,78.088066,805.227661,966.400452,188.322357,796.562561,678.901611,40.985493,766.739136,672.554199,37.483902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,833.913696,986.913330,325.498383,819.460205,765.640137,78.102577,805.276978,966.335754,188.274551,796.570740,678.947937,40.982651,766.718445,672.547363,37.493725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,833.900391,986.928467,325.480042,819.443909,765.726257,78.109123,805.256958,966.289307,188.348389,796.509766,679.056519,40.916740,766.678772,672.554871,37.484840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,833.977539,986.962036,325.495850,819.395447,765.677307,78.044891,805.283630,966.304382,188.344620,796.481628,679.085632,40.885635,766.691223,672.550415,37.431358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,834.057434,986.918823,325.512115,819.387451,765.661438,78.028984,805.292358,966.315735,188.341766,796.538452,678.949829,40.948021,766.730408,672.552002,37.434170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,834.050232,986.924133,325.582672,819.391235,765.662415,78.033119,805.291016,966.316589,188.342056,796.570313,678.903503,40.985779,766.689636,672.555359,37.383007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,834.018066,987.026917,325.545776,819.469116,765.658081,78.090851,805.302734,966.295105,188.387680,796.517822,679.036560,40.928680,766.628540,672.557129,37.317509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,834.064270,987.048279,325.573822,819.435059,765.662598,78.026169,805.314636,966.301636,188.330841,796.539429,678.992981,40.947643,766.621155,672.558533,37.306339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,834.087585,987.119080,325.540985,819.423157,765.705078,77.987984,805.430908,966.292603,188.352402,796.467651,679.062073,40.875877,766.652893,672.557617,37.337074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,834.101196,987.071289,325.575134,819.496521,765.654663,78.001854,805.424500,966.188171,188.384903,796.472656,679.083496,40.876751,766.660034,672.563782,37.425819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,834.123596,987.140564,325.562927,819.508301,765.612732,78.000778,805.361633,966.177002,188.422928,796.488342,679.076233,40.892838,766.672852,672.557922,37.488945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,834.194885,987.133789,325.610229,819.526123,765.618652,77.994675,805.378235,966.173523,188.419724,796.539856,679.064026,40.813370,766.663086,672.547668,37.418316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,834.206482,987.223328,325.591644,819.506653,765.614868,77.993095,805.470825,966.193115,188.365295,796.501648,679.104675,40.871490,766.658569,672.565979,37.351280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,834.198730,987.252563,325.622864,819.547424,765.622498,77.992477,805.464783,966.202148,188.349106,796.486328,679.159058,40.794521,766.653381,672.477356,37.319309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,834.416382,987.443237,325.579681,819.580994,765.617798,77.945717,805.494690,966.114075,188.331070,796.605042,679.070068,40.822262,766.654236,672.437012,37.371651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,834.321838,987.357361,325.662567,819.627747,765.521118,77.926689,805.540588,966.085754,188.378082,796.527039,679.133545,40.794422,766.680603,672.427979,37.404461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,834.269836,987.339355,325.676300,819.632202,765.523254,77.925339,805.517029,966.068909,188.438797,796.547424,679.196350,40.768642,766.644104,672.446533,37.358772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,834.240234,987.417725,325.717407,819.626587,765.533447,77.926399,805.225281,966.121765,188.591949,796.609131,679.205383,40.714569,766.663696,672.349854,37.313187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,834.288635,987.541931,325.741852,819.614502,765.490417,77.877831,805.385132,966.057312,188.550110,796.552673,679.207825,40.699280,766.626099,672.326538,37.267838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,834.275513,987.551453,325.755432,819.584778,765.502563,77.770988,805.447266,966.052490,188.496170,796.557556,679.178894,40.666512,766.645203,672.327698,37.251785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,834.342529,987.632385,325.754974,819.591309,765.473938,77.740944,805.439880,966.054382,188.480179,796.549622,679.186340,40.646057,766.635559,672.239990,37.273472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,834.376465,987.650269,325.744873,819.651611,765.407166,77.809235,805.428711,966.058105,188.512589,796.479614,679.262268,40.693859,766.561340,672.221619,37.207352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,834.370667,987.735718,325.765869,819.665588,765.393188,77.833878,805.206909,966.123779,188.608551,796.420654,679.300964,40.700264,766.558716,672.238464,37.245064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,834.376099,987.846069,325.824890,819.606995,765.354004,77.779373,805.304626,965.909424,188.819702,796.411621,679.328430,40.656311,766.576294,672.140076,37.276157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,834.406738,987.861023,325.831757,819.591797,765.350464,77.762161,805.095276,965.984070,188.745911,796.414551,679.298279,40.643391,766.551880,672.015686,37.315269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,834.369324,987.953003,325.811401,819.638306,765.355896,77.715408,805.290344,965.894348,188.820465,796.416321,679.286316,40.655159,766.472473,671.984680,37.126812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,834.348877,988.067383,325.834503,819.652466,765.357788,77.703484,805.292786,965.843689,188.857086,796.444519,679.179932,40.712704,766.490479,672.009460,37.032276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,834.380249,988.171753,325.826141,819.595398,765.332458,77.701096,805.126221,965.743774,188.906174,796.360657,679.249329,40.766121,766.473083,671.940186,37.092087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,834.381409,988.275635,325.865479,819.551331,765.283813,77.711426,805.042053,965.727722,188.943756,796.326904,679.285217,40.761089,766.419373,671.905945,37.129364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,834.364685,988.349182,325.993988,819.840515,765.314514,77.451607,804.938721,965.596680,189.034393,796.210327,679.297913,40.757160,766.476196,671.887512,37.047947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,834.392090,988.449036,326.070343,819.554321,765.239136,77.583954,804.862915,965.595703,188.996170,796.211365,679.297913,40.757111,766.440796,671.932739,37.103096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,834.330688,988.552490,326.130554,819.312500,765.230042,77.666969,804.621521,965.527466,189.022156,796.152954,679.293640,40.807621,766.368225,671.936951,37.046200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,834.304077,988.662537,326.179901,819.238831,765.242004,77.753761,804.432251,965.517761,189.054764,796.092957,679.289429,40.873558,766.387512,671.831909,37.093002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,834.340210,988.796326,326.204132,819.162415,765.264771,77.739655,804.268982,965.550171,189.039459,795.964783,679.279785,41.023468,766.339417,671.807617,37.079506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,834.329956,988.845764,326.265930,819.011353,765.295105,77.750549,804.274658,965.407288,188.658295,795.893982,679.379822,41.121689,766.266296,671.909729,37.088223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,834.197327,988.916931,326.320282,818.862915,765.308594,77.898628,803.946716,965.451599,188.867218,795.758362,679.411499,41.189457,766.165894,671.967041,37.080204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,834.218262,989.023132,326.459961,818.798584,765.238953,78.008621,803.476990,965.563904,189.073883,795.556702,679.476196,41.359806,766.050903,672.072449,37.187698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,834.138489,989.106445,326.581940,818.585205,765.366760,78.106163,803.062561,965.586914,189.176666,795.392151,679.446472,41.597130,765.961914,672.176575,37.102638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,834.060242,989.309814,326.691101,818.315674,765.316101,78.263695,802.785828,965.642151,188.940659,795.238159,679.525269,41.731426,765.758118,672.246460,37.246967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,833.968323,989.471619,326.739990,818.070984,765.377197,78.220520,802.572937,965.639893,188.821884,795.283813,679.534668,41.910000,765.533264,672.334595,37.386330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,833.854065,989.565491,326.949829,817.890747,765.475098,78.278160,802.331543,965.664246,188.849091,795.269470,679.656250,42.063084,765.324646,672.450623,37.693932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,833.703064,989.755859,327.073212,817.566345,765.691589,78.493568,801.894653,965.768799,189.036667,795.225464,679.611450,42.366547,764.942810,672.586426,38.113930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,833.576660,989.887085,327.200928,817.147034,765.889587,78.725998,801.296936,965.775574,189.125214,794.993835,679.704224,42.824219,764.552673,672.876404,39.004742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,833.458679,990.087524,327.349365,816.659607,766.216248,78.972122,800.928772,965.861511,189.128860,794.716064,679.910400,43.824326,763.923462,672.873901,39.708584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,833.260681,990.292175,327.488190,816.003967,766.626709,79.376282,800.561646,966.052734,189.256897,793.976990,679.890381,45.043728,763.751709,673.053833,40.069389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,833.103271,990.506531,327.673492,815.300171,767.085815,79.989761,800.257874,966.236572,189.369415,793.111938,680.202515,45.949768,763.644531,673.312256,40.881409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,833.048035,990.769287,328.061707,814.683594,767.395630,80.651566,799.797180,966.503723,189.448151,792.636536,680.596802,46.757870,763.066528,673.453735,42.012962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,832.833984,991.169128,328.307190,814.758179,767.704834,81.159271,799.336975,966.852356,189.644684,792.293213,680.832642,47.657818,762.552795,673.523254,43.452782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,832.548706,991.553406,328.534637,814.580872,768.182007,81.747864,798.969666,967.226379,189.766312,791.704956,681.060181,48.970570,762.096069,673.646240,44.502117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,832.335999,991.979492,328.760193,814.161133,768.672913,82.298393,798.582092,967.606567,189.810654,791.315613,681.528503,50.158905,761.620789,674.092163,45.530632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,832.131714,992.400208,328.808716,813.599365,769.062561,82.829773,798.297974,968.037781,189.884491,791.390930,681.733093,51.553089,761.086914,674.472595,46.663261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,832.011292,992.804016,328.852173,813.000671,769.321655,83.486763,797.849243,968.896484,189.856522,791.351379,681.757996,52.716545,760.714355,674.800964,47.765480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,831.717590,993.359680,328.768951,812.320984,769.693298,84.357674,797.436462,969.739502,189.930679,790.737366,681.854126,54.442822,760.433228,675.250732,48.816631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,831.439148,994.156982,328.504974,811.673157,770.619629,85.795570,797.222351,970.766785,190.394882,790.358704,682.715271,56.131989,760.288147,675.713745,50.277935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,831.224426,995.094238,328.107025,811.055603,771.374756,87.656342,796.906433,971.838257,190.594299,789.960938,683.423157,58.264107,760.148315,676.454163,52.540222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,830.965393,996.085999,327.817413,810.882080,772.180908,89.651878,796.549744,973.224854,190.606094,789.475586,683.768982,60.404209,760.033203,676.808289,54.302822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,830.531982,996.937988,327.823242,810.531677,772.909241,91.220230,796.001099,974.962219,190.248138,789.194519,684.448975,63.199524,759.193787,677.444214,57.464882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,830.002991,998.018921,327.817200,809.849976,773.492676,92.984940,795.912415,976.286621,190.166626,788.893616,685.179810,65.760010,759.320007,677.609314,59.786709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,829.534973,999.213379,327.803741,809.216248,774.850159,95.179169,795.999390,978.089966,190.292633,788.954102,685.602905,69.571114,759.167236,678.419617,62.950905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,829.203857,1000.359253,327.643097,808.736572,775.888855,97.568916,795.605774,979.611267,190.749771,789.072083,686.194580,72.621796,758.871948,679.218811,66.147987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,828.855103,1001.702942,326.973206,808.805481,777.068481,100.219193,795.120789,981.731323,191.278107,788.778442,686.822998,76.330009,758.622070,680.145447,69.309738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,828.317627,1003.283752,326.456482,808.449829,778.227844,103.372238,,,,788.547119,688.343140,80.079666,758.797180,680.861511,72.834335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,827.609497,1004.752625,326.227997,807.843018,779.756409,106.059830,,,,788.183960,689.543701,83.379379,758.594116,681.764587,76.839958,794.380676,986.113708,192.103424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,826.953003,1006.537415,326.061920,807.968201,781.027649,109.520119,,,,788.156494,690.343262,87.807686,758.573181,682.964722,81.128242,793.659119,988.681335,192.047668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,826.524414,1008.175232,325.630127,807.547729,782.518921,112.769974,,,,788.229492,691.125732,92.872940,758.932922,683.721985,85.464539,792.784668,991.128113,192.588486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,825.734619,1010.158081,325.167786,807.326965,784.426880,115.621666,,,,788.931946,692.690796,96.791809,759.323669,684.802490,89.469711,792.238220,993.481567,193.996521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,824.903809,1012.042175,324.829803,807.155884,785.876709,119.615234,,,,788.993835,694.158508,100.607323,759.661621,686.358643,93.791100,791.736938,996.177124,194.820633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,824.188110,1014.091370,324.435516,807.102905,788.043335,122.671906,,,,789.385071,695.841797,105.615768,759.900818,687.478027,98.454651,791.107788,998.996582,195.495102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,823.986145,1016.308533,324.189819,806.865295,789.864868,126.531029,,,,790.104614,697.103760,110.397987,759.875732,689.023132,103.842773,790.803284,1001.812439,196.191803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,823.393677,1018.711365,324.296204,806.649170,791.759094,129.918961,,,,791.241577,698.870056,114.851128,760.709229,690.317383,108.328865,790.199158,1004.829590,196.880280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,822.436218,1021.037537,323.944061,807.126160,794.066711,134.136414,,,,791.602844,700.832153,119.655579,761.493347,692.138672,112.666206,789.588806,1007.871948,197.574051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,821.949402,1023.657776,324.149658,806.798462,796.166626,138.387451,,,,791.570618,702.709900,124.945175,761.714172,693.764771,117.705009,789.097412,1010.972351,198.485046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,821.521851,1026.274780,323.851654,806.465881,798.644409,142.094742,,,,791.474060,704.939941,129.520859,762.190857,695.815979,123.046356,788.476135,1014.264954,199.695496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,820.932312,1028.722900,323.843170,806.215027,801.408325,146.033768,,,,792.028992,707.410095,133.230377,762.396667,697.670044,128.292175,788.150024,1017.656128,201.075516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,820.126892,1031.196167,323.870941,805.964355,803.915649,149.612274,,,,792.678589,709.612000,138.246048,762.514160,699.983459,133.647705,787.444702,1021.081055,202.035751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,819.471619,1033.830200,323.715088,805.771545,806.525513,154.105972,,,,793.374023,712.075867,143.701096,763.361267,702.366699,137.931259,786.643799,1024.329224,203.370590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,818.834900,1036.742432,323.387207,805.144653,809.594910,157.953903,,,,793.096741,714.460388,148.916229,763.647888,704.698059,142.622864,786.068604,1027.604980,205.104706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
