Präzision01
Date:,2025/05/06
Time:,14:08:18
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,782.218079,685.949036,86.669350,809.773071,694.284973,87.795700,809.960571,798.057434,99.750427,785.172180,1101.080933,344.275024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,781.868774,686.830627,89.409836,809.676575,694.655762,90.620834,809.347290,799.326721,101.059753,784.821594,1102.018555,344.679230,,,,779.087769,1047.680542,175.706467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,782.156067,687.846130,91.675011,809.759705,695.915405,92.808533,809.139404,800.183044,103.164078,784.584839,1102.971558,344.730194,,,,778.302856,1048.838745,175.567749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,782.078613,688.787598,94.634026,809.753784,696.915894,96.050095,809.138000,800.868591,105.498238,784.330017,1104.036133,344.835388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,782.599670,689.288208,98.137207,809.962280,698.063904,98.278145,808.811523,802.320129,107.428101,784.028748,1105.301758,345.209229,,,,,,,776.778992,1051.815552,175.692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,782.943237,690.213196,100.925301,810.039856,699.374268,101.203255,808.732544,803.692322,109.900986,783.621460,1106.748413,345.546112,,,,,,,776.050598,1053.913330,175.507065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,783.333008,691.620972,104.156265,810.061890,700.780823,104.088249,808.573914,804.711060,112.633125,783.285706,1108.155273,345.676758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,783.506958,692.693604,107.953041,810.861511,701.959900,107.851555,808.182800,806.331665,114.828796,782.852966,1109.482910,345.851654,,,,,,,,,,774.131042,1057.395020,175.531677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,783.863281,694.097168,111.327126,811.355042,703.351746,111.218468,808.237183,807.797607,118.120560,782.342346,1110.921021,346.071930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,784.060608,695.278564,115.602562,811.453125,704.961304,115.600189,807.855774,809.315247,120.960434,781.823059,1112.468262,346.417633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,784.742493,697.014221,119.112511,812.232483,706.499817,119.049690,807.661743,811.208008,123.788597,781.128540,1113.946533,346.998657,,,,,,,,,,,,,770.354797,1063.253906,177.151276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,785.048645,698.150024,123.150185,812.268494,708.509460,122.736328,807.457947,812.908325,127.007065,780.291687,1115.753906,347.746246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,785.218384,700.482483,127.339851,812.199890,710.192444,126.699562,807.119263,814.975403,129.707932,779.765503,1117.525391,347.859833,,,,,,,,,,,,,,,,768.090637,1067.928223,177.032669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,785.615295,701.897827,131.374435,812.436829,712.591431,130.686707,806.900452,816.885925,133.335617,779.357544,1119.186157,347.921387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,785.690491,704.232910,135.297562,812.277344,714.584717,134.689056,806.355591,819.228455,136.394730,778.972412,1120.860962,347.862274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,785.342896,706.028809,140.029755,812.219849,716.838867,138.993240,805.920715,821.167786,140.124466,778.339661,1122.657104,348.318604,,,,,,,,,,,,,,,,,,,763.623962,1075.314453,178.610062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,785.134216,708.572571,144.607819,812.017395,718.728638,143.722412,805.072083,823.778259,143.543671,777.768433,1124.292114,348.901337,,,,,,,,,,,,,,,,,,,762.284668,1077.583496,178.858627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,784.865112,711.003052,149.068176,811.231445,721.258240,148.076538,804.342651,826.264587,146.936554,777.079468,1126.194214,349.732117,,,,,,,,,,,,,,,,,,,760.940918,1080.240967,179.691315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,784.602905,713.261353,153.407349,811.136353,724.324951,151.968262,803.534058,828.469421,150.633301,776.327026,1128.064331,350.657501,,,,,,,,,,,,,,,,,,,759.750671,1083.232666,179.948227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,784.200745,715.574219,157.823914,811.349365,726.252319,156.309067,802.770447,831.155090,153.767166,775.550903,1129.925537,351.418060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,784.065430,717.949585,162.111786,810.475464,729.401550,160.303909,801.701294,833.965637,158.020874,774.800232,1131.848633,352.068970,,,,,,,,,,,,,,,,,,,,,,756.347351,1088.442017,181.137100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,783.403992,720.822327,166.201569,810.188049,732.460022,165.144928,800.736389,836.820679,161.150436,773.990112,1133.815552,353.128662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,782.645508,723.625000,170.803238,808.810425,735.222412,168.959732,799.744263,839.648315,164.825577,773.148193,1135.859863,354.053009,,,,,,,,,,,,,,,,,,,,,,,,,753.294434,1094.381592,181.724350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,781.601929,726.210205,174.949722,807.828125,738.024902,173.052841,798.597290,842.531860,168.700912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,780.889771,728.970093,179.333481,806.718079,741.223450,177.016327,796.990967,845.436279,171.872162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.877075,1140.158081,355.638123,749.968384,1100.331421,183.618439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,779.290527,731.988159,183.055252,805.644287,744.256165,181.310349,795.586853,848.154480,175.595703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.491089,1142.220215,356.100708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,778.451660,734.998047,187.144089,804.416138,747.031982,185.109940,794.398315,851.066833,178.948944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.888123,1144.360962,356.760498,,,,746.489197,1105.946777,185.007950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,777.070679,738.035889,190.843399,802.952332,750.036560,188.895691,792.647217,854.366333,182.082291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.999329,1146.729980,357.828217,,,,745.250793,1109.174194,185.459885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,775.492188,741.073059,194.723389,801.538757,753.264465,192.915009,790.514465,857.452148,185.579346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.586670,1149.020386,358.308807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,773.676025,744.270752,198.366302,799.790100,756.742615,196.306534,788.828003,860.263611,189.088577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.189514,1151.290771,358.670380,,,,,,,741.899353,1115.317017,186.988541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,772.254944,747.280762,201.258224,797.822876,759.511353,199.840164,786.846863,863.398376,192.153305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.187622,1153.609985,360.209686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,770.014587,750.329773,204.851059,795.920227,762.480713,202.928299,784.713501,866.668091,195.091187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.565125,1155.917236,361.362305,,,,,,,,,,738.615601,1121.798828,189.079834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,767.516357,753.446045,208.180618,794.248291,766.180298,206.035355,782.613281,869.731873,198.102493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.009155,1158.282593,361.821808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,765.538025,756.539917,211.023163,791.934509,769.817993,208.597687,780.556580,872.910767,201.311844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.953796,1160.597412,363.231689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,763.321472,759.564209,213.695526,789.716064,772.124329,211.705856,778.149414,875.932373,203.919418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.281006,1163.039917,364.618469,,,,,,,,,,,,,733.656799,1131.191406,191.949005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,761.280762,762.767090,215.829163,786.997437,774.972351,214.868149,775.521545,879.051270,206.561722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,758.559509,765.735474,218.382828,784.370056,778.199097,217.235107,772.808044,882.165771,208.999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.876587,1137.657104,193.991379,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,755.417297,768.886780,221.234756,781.725891,781.617004,219.273392,770.275208,885.130493,211.273132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.254517,1170.010254,368.218445,,,,,,,,,,,,,,,,,,,,,,,,
49,753.063110,771.935486,222.718124,779.005493,784.497070,221.819717,767.872498,888.107910,213.741837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.941467,1172.471191,368.715424,727.665405,1144.093506,196.113861,,,,,,,,,,,,,,,,,,,,,
50,750.578491,774.723389,224.579437,776.374756,787.374512,224.323898,764.733337,891.246155,216.028351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.355591,1174.692017,369.912201,,,,,,,,,,,,,,,,,,,,,,,,
51,747.811523,777.292175,226.170303,773.459778,790.580933,225.605621,762.031860,894.467529,217.601501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.960327,1177.190186,371.154602,,,,,,,,,,,,,,,,,,,,,,,,
52,744.899658,780.670288,227.330994,770.940735,793.595154,226.903992,759.219543,897.310852,219.566406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.270264,1179.505737,372.226868,,,,723.735291,1153.638306,199.409042,,,,,,,,,,,,,,,,,,
53,741.810425,783.418640,228.553726,767.726563,796.189148,228.287033,756.127380,900.181458,221.623779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.904419,1181.981445,373.056183,,,,,,,,,,,,,,,,,,,,,,,,
54,738.361450,786.177429,230.113205,764.260498,799.150024,229.838303,753.127014,903.026917,223.107117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.688599,1184.283203,373.879242,,,,,,,,,,,,,,,,,,,,,,,,
55,735.383850,789.319580,230.527863,760.848267,802.428833,230.984451,750.155701,905.657471,224.758896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.917236,1186.618164,375.232880,,,,,,,,,,,,,,,,,,,,,,,,
56,731.669495,791.803711,231.382980,757.915649,804.921143,231.469421,746.816772,908.677002,225.842209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.276978,1188.845215,376.613281,,,,,,,718.111084,1166.622437,203.972000,,,,,,,,,,,,,,,
57,728.291260,794.968811,231.718002,754.039368,807.595459,232.758255,743.931396,911.504272,226.975845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.799744,1191.175415,377.690765,,,,,,,,,,,,,,,,,,,,,,,,
58,724.748901,797.598267,231.874878,750.491516,810.606995,233.329834,740.514832,914.236267,227.431213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.481018,1193.487305,378.418671,,,,,,,,,,715.890137,1173.166870,205.583572,,,,,,,,,,,,
59,721.226074,800.299133,231.968140,747.022827,812.915894,233.650467,737.233582,916.910889,228.780579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.253174,1195.810669,379.316925,,,,,,,,,,,,,,,,,,,,,,,,
60,717.599609,802.762695,232.038132,743.399719,815.937073,234.166718,733.728271,919.604126,229.553101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.996826,1198.078247,380.161835,,,,,,,,,,,,,713.763062,1179.141479,208.050034,,,,,,,,,
61,714.023132,805.715210,231.989487,739.480469,818.450562,234.650024,730.369690,922.410645,229.881027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.565552,1200.267212,381.198578,,,,,,,,,,,,,712.623718,1181.924194,209.216522,,,,,,,,,
62,709.853577,808.089111,232.598907,735.883606,821.081787,234.606918,726.677917,924.757935,230.781784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.933411,1202.413818,382.649017,,,,,,,,,,,,,,,,,,,,,,,,
63,706.294006,810.620117,231.667282,732.524170,823.552185,234.485046,723.390564,927.408997,230.943481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.682373,1204.510620,383.744537,,,,,,,,,,,,,,,,710.601929,1187.592651,211.530685,,,,,,
64,702.765808,813.111877,231.544373,728.816589,825.794739,234.475479,719.965393,929.871948,230.857071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.675049,1206.542480,384.440094,,,,,,,,,,,,,,,,,,,,,,,,
65,699.382263,815.798279,230.195389,725.158936,828.571228,234.172882,716.358215,932.291321,231.044662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.635986,1208.586670,385.108917,,,,,,,,,,,,,,,,,,,,,,,,
66,695.854858,817.853882,229.939178,721.109924,830.803223,233.887222,712.462036,934.627930,231.390610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.347229,1210.613159,386.274261,,,,,,,,,,,,,,,,,,,707.980408,1196.053101,214.147644,,,
67,692.697754,820.545715,228.106064,717.692383,833.380188,233.374847,709.288635,937.100342,231.073868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.140015,1212.502808,387.223511,,,,,,,,,,,,,,,,,,,707.049011,1198.614136,215.132172,,,
68,689.215088,823.003723,226.912643,713.986877,835.387207,232.889328,705.795837,939.241699,231.040085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.987061,1214.390137,387.956329,,,,,,,,,,,,,,,,,,,706.598877,1201.095215,215.801483,,,
69,685.493164,825.268311,226.110168,710.586548,837.869812,231.850494,702.706970,941.671875,230.454636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.018005,1216.248657,388.586670,,,,,,,,,,,,,,,,,,,706.341736,1203.799072,216.602234,,,
70,681.865051,827.513977,224.869720,707.010132,839.835449,230.879898,699.983887,943.697266,229.925629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.949646,1218.056030,389.287659,,,,,,,,,,,,,,,,,,,705.620178,1206.264160,217.691147,,,
71,678.770386,829.729614,223.226349,703.640991,842.151306,230.153580,697.302429,945.983521,229.539307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.713379,1220.022705,390.106384,,,,,,,,,,,,,,,,,,,705.324097,1208.345703,218.088593,,,
72,674.873474,831.949341,222.887543,700.567627,844.196655,228.948380,694.441895,948.177307,228.754318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.804138,1221.574707,390.688507,,,,,,,,,,,,,,,,,,,704.773560,1210.596680,219.198761,,,
73,672.038696,834.408813,220.797653,697.199463,846.391174,227.945221,692.192139,950.394226,227.677368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.755249,1223.231201,391.360596,,,,,,,,,,,,,,,,,,,704.354187,1212.910522,219.727524,,,
74,668.938965,836.681519,219.050018,693.841614,848.311035,226.749390,689.904480,952.408447,227.607834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.781494,1224.868164,391.905029,,,,,,,,,,,,,,,,,,,704.138977,1214.896606,220.132034,,,
75,666.274902,839.000305,217.799835,690.866272,850.353210,225.342926,687.104309,954.322571,227.420654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.086121,1226.548462,392.370483,,,,,,,,,,,,,,,,,,,703.567322,1217.228760,220.984711,,,
76,663.625244,841.082825,216.191849,688.860962,852.535645,223.808014,685.261169,956.470093,226.625076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.344055,1228.147217,393.009125,,,,,,,,,,,,,,,,,,,703.749268,1219.022095,221.388443,,,
77,660.572632,842.916016,215.674652,686.335205,854.416626,222.490829,683.438354,958.346802,225.426056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.258179,1229.643555,393.831177,,,,,,,,,,,,,,,,,,,703.797119,1220.995972,221.878784,,,
78,657.758423,845.245422,214.577454,683.586365,856.525696,221.696213,681.613647,960.459045,224.483948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.072998,1231.314819,394.085571,,,,,,,,,,,,,,,,,,,703.453796,1222.782104,222.549591,,,
79,655.836792,847.505676,213.176636,681.200073,858.400269,220.682755,679.824036,962.368958,223.741318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.370239,1232.466309,394.688995,,,,,,,,,,,,,,,,,,,703.233215,1224.567993,222.989395,,,
80,653.972717,849.535034,212.167786,679.146729,860.368286,219.954987,677.980286,964.366211,223.076096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.735107,1234.054688,394.468414,,,,,,,,,,,,,,,,,,,702.908325,1226.185913,223.860992,,,
81,652.202881,851.395264,211.440918,677.408203,862.426880,218.797729,676.297424,966.317871,222.488846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.197693,1235.063477,394.931824,,,,,,,,,,,,,,,,,,,702.986572,1227.848022,224.482849,,,
82,650.809937,853.430786,210.027664,675.523865,864.029297,218.095779,674.614136,968.003052,222.135025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.441345,1236.383667,395.238495,,,,,,,,,,,,,,,,,,,703.118896,1229.601196,224.898880,,,
83,649.103760,855.445557,208.671783,673.928589,866.200867,217.368408,673.096130,969.832764,221.363785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.560364,1237.653076,395.352081,,,,,,,,,,,,,,,,,,,703.296448,1231.427490,224.968658,,,
84,647.441284,857.289185,207.785919,672.519775,867.760132,216.545517,671.729736,971.624207,220.710602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.623779,1238.826050,395.769012,,,,,,,,,,,,,,,,,,,703.415771,1232.954102,225.200180,,,
85,646.941528,859.082092,206.323807,670.786865,869.369019,216.437149,670.476013,973.075012,219.856583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.540833,1240.145386,396.380127,,,,,,,,,,,,,,,,,,,703.305359,1234.464600,225.628784,,,
86,644.409180,860.367004,206.335159,669.413025,871.325684,215.250793,669.426575,974.967712,219.142258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.794556,1241.185547,396.862152,,,,,,,,,,,,,,,,,,,703.512390,1235.841675,225.705414,,,
87,643.255188,861.885742,205.386795,668.217590,872.506470,214.694931,668.395386,976.298035,218.616638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.186462,1242.269775,396.870667,,,,,,,,,,,,,,,,,,,703.775085,1237.403076,225.970428,,,
88,642.943726,863.683838,203.355377,666.723389,874.031738,213.614487,667.316833,977.725037,217.867386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.492920,1243.402466,396.847900,,,,,,,,,,,,,,,,,,,704.409912,1238.920166,226.013840,,,
89,641.525269,865.024475,202.665833,665.768677,875.438538,213.417496,666.527466,979.289307,217.152832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.588257,1244.343872,397.225800,,,,,,,,,,,,,,,,,,,704.790527,1240.007202,225.975876,,,
