Präzision01162
Date:,2025/04/28
Time:,14:18:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,801.336792,758.386597,75.996300,785.630798,643.909424,44.828953,719.788269,1030.788818,312.848907,801.343018,666.594116,36.673073,743.858521,1012.029907,171.342606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,801.259033,758.377625,76.132477,785.556580,643.888184,44.857555,719.869690,1031.006104,312.856049,800.853821,666.537659,36.273319,743.953247,1011.997253,171.514694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,801.293457,758.324707,76.116188,785.624207,643.894714,44.803501,719.752136,1030.968384,312.846497,800.645081,666.525330,36.071163,744.183289,1011.872925,171.584885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,801.274109,758.307861,76.126099,785.617004,643.908569,44.797245,720.077820,1031.138184,313.032318,800.662170,666.530945,36.077293,744.395081,1011.825806,171.700485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,801.231750,758.306946,76.240189,785.619324,643.899902,44.832191,720.242920,1031.325684,313.172668,800.833801,666.565063,36.198269,744.551392,1011.744812,171.736801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,801.197205,758.303650,76.215721,785.621338,643.819824,44.837791,720.399597,1031.467041,313.231476,800.941833,666.587219,36.297222,744.685181,1011.719971,171.811752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,801.276306,758.295837,76.218460,785.642822,643.877014,44.850758,720.460693,1031.557617,313.528992,801.086426,666.437256,36.578293,744.919495,1011.697510,171.913788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,801.111389,758.203247,76.241928,785.660950,643.922729,44.873978,720.638550,1031.693237,313.921967,801.111023,666.469360,36.509605,745.049988,1011.608154,172.264923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,801.006226,758.291809,76.312401,785.645386,643.920410,44.914051,720.771545,1031.876343,314.253448,800.490112,666.262939,36.289783,745.128662,1011.561096,172.539078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,801.020630,758.197205,76.334641,785.724548,643.932373,45.010071,720.985779,1032.079102,314.544281,801.268738,665.934082,37.213402,745.200623,1011.501709,172.873886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
