Präzision01166
Date:,2025/04/24
Time:,14:08:31
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,800.952820,786.465149,132.411118,788.541931,677.468323,92.280937,811.489014,679.080933,106.668938,752.618042,1037.238159,224.560654,745.615479,1075.993530,432.730011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,799.697144,788.086731,134.183411,793.176941,695.774048,85.287895,813.412170,679.817322,109.929565,752.370972,1039.606812,224.992050,745.263123,1077.418213,433.220520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,798.947998,790.056824,136.324127,,,,,,,751.684937,1042.284180,225.168976,744.994751,1078.765015,433.491669,787.768494,680.346313,97.513008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,798.066284,791.728760,138.820404,,,,,,,750.632813,1045.030151,225.390396,744.848083,1080.185791,433.900665,792.010498,699.068359,90.545586,810.504272,683.621643,114.836716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,797.089539,794.009949,141.191757,,,,,,,750.160400,1047.477173,226.054276,744.666748,1081.722778,434.009552,791.023865,701.238098,93.935860,811.427612,685.802124,116.851326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,796.169067,795.763672,142.979630,,,,,,,749.686340,1050.133911,226.460800,744.398926,1083.339844,434.114136,789.912781,702.851563,96.009163,810.260864,686.834595,121.342506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,794.663574,798.216797,145.105484,,,,,,,748.748230,1053.227295,226.503906,744.329285,1084.950684,434.089172,789.444580,705.114258,98.840668,807.105896,688.196777,125.001831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,793.481934,800.410522,146.996384,,,,,,,748.307434,1056.196777,226.494064,744.120972,1086.635498,434.205292,788.369568,707.044250,102.188339,806.632874,689.875244,128.074783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,792.233093,802.786133,149.118454,,,,,,,747.907776,1059.100342,226.655609,743.678284,1088.364502,434.766754,782.886414,691.633545,113.974915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,790.838440,805.076660,151.350311,,,,,,,746.961731,1061.856079,227.572327,743.330750,1090.007568,435.476257,780.875427,691.495239,118.999771,,,,805.518433,710.322388,121.926056,,,,,,,,,,,,,,,,,,,,,,,,,,,
