Präzision25
Date:,2025/04/16
Time:,10:59:12
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
72,795.116638,1066.426514,137.140259,812.020325,803.526245,100.867638,829.461426,704.821350,69.154984,888.632629,1035.930420,242.751892,800.585632,692.910095,64.587090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,795.035400,1068.165771,137.144226,812.170532,805.632385,102.514771,829.656067,706.555054,71.060112,888.709290,1036.634277,242.933212,800.429260,694.155701,66.568520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,795.276306,1070.060181,137.407471,811.897400,807.341675,104.356186,829.373413,708.503723,72.676842,888.632507,1037.236572,242.988571,799.767273,695.972229,69.484383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,795.482422,1071.871338,138.319214,811.617920,809.022766,106.123146,828.825134,710.434937,74.835175,888.445068,1038.225830,243.163437,799.409912,697.403503,71.171188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,795.345886,1073.515747,139.784164,811.399719,810.926880,108.096024,828.290466,712.195435,77.316689,888.334534,1039.278198,243.383377,798.868103,699.417236,74.235222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,795.453552,1075.720825,140.107483,811.115417,812.973145,110.316551,827.723389,713.765381,79.467369,888.516174,1040.259277,243.536133,798.150452,700.996277,76.935211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,795.631409,1077.817627,140.262955,810.807800,815.204041,112.300018,827.100647,715.729431,82.402435,888.167053,1041.229614,243.423553,796.607117,703.377747,80.042717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,795.401184,1080.188843,141.130264,810.356262,817.270996,114.616600,826.098022,717.761536,84.998703,888.251526,1042.494751,243.097961,795.902466,705.037354,82.845802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,795.517395,1082.606934,141.584961,810.168274,819.498047,117.303329,824.958252,719.917114,87.248596,888.274353,1043.899536,242.886978,794.917664,707.318359,86.440903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,796.027100,1085.194458,141.808060,808.947144,821.697205,119.894035,824.246521,721.949646,90.472824,888.217285,1045.097412,242.737396,794.228943,709.551758,88.435699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,796.389771,1087.185303,142.184357,808.631897,824.112976,121.804024,822.884705,724.065430,92.743286,888.222656,1046.486328,242.605148,793.389893,712.090454,90.254936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,796.426147,1089.465088,143.640839,807.720276,826.884583,124.053719,821.452820,726.236511,95.452705,888.136963,1047.937500,242.769043,791.829407,714.667053,93.576035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,796.931824,1092.208374,144.957672,806.744629,829.415710,126.882591,819.724487,728.568542,98.506599,888.086182,1049.075073,243.234039,790.016602,717.027710,97.522469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,797.700928,1094.786377,145.341461,805.799133,831.329407,129.359589,818.406006,730.923645,101.619843,887.804993,1050.446167,243.892609,788.145874,719.351074,100.624832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,797.223938,1097.085693,146.279861,804.738647,834.196350,131.735580,816.520203,733.460449,104.308861,887.615967,1051.872437,244.227661,786.947693,722.044128,103.142380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,797.071045,1099.525879,147.720444,803.524780,836.905762,134.124588,814.844604,735.766907,106.992477,887.498718,1053.116699,244.379974,784.958557,724.553101,105.728752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,797.237305,1102.704834,148.579422,802.064758,839.504944,136.296005,812.332153,739.572754,110.395081,887.455872,1054.667480,244.412308,782.934448,726.836792,108.376511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,798.020203,1105.212524,149.485672,801.115112,842.405640,139.024124,810.153076,742.956604,112.705368,887.454346,1056.089600,244.513626,781.177917,729.625793,111.289719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,797.950012,1107.946655,150.531830,799.287598,845.153015,141.147171,808.598877,745.539917,114.823502,887.521484,1057.674316,244.850830,778.746643,732.966125,114.094025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,798.384766,1110.820313,151.806976,798.103943,847.687256,143.667969,806.483887,748.478943,117.549599,887.420471,1059.271851,245.500809,776.107239,735.708252,116.639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,798.937866,1113.725830,152.701996,796.121765,850.740967,146.103577,804.159363,751.267578,119.688042,887.546753,1060.680420,245.883133,774.260437,738.544250,118.841980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,799.125977,1116.643921,153.418869,794.402039,853.574768,148.072937,801.704529,754.039429,122.008453,887.433228,1062.264771,245.842667,771.991699,741.510193,120.783623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,799.504211,1119.293701,154.685928,793.170105,856.108459,150.192154,799.466431,756.767944,124.528351,887.514648,1063.650635,246.124588,769.297791,744.425232,122.761780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,800.160522,1121.807495,156.194702,791.368530,859.256653,152.306183,797.114563,759.353821,126.973167,887.306519,1065.169556,246.607559,767.094177,747.737000,125.131088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,800.663086,1125.170044,156.835907,789.922180,862.262390,154.656906,794.194824,762.562805,128.181503,887.107483,1066.684570,247.246399,764.196838,750.924744,127.669907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,800.828003,1128.058838,158.054443,787.841492,864.921570,156.506195,791.749634,765.571106,130.386322,887.123779,1068.121704,247.706711,761.112305,753.857727,130.027985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,801.170288,1130.419678,159.074600,785.820984,868.009827,158.075394,789.032898,768.103455,132.284958,887.358093,1069.688354,248.527695,758.530945,756.523499,131.277008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,801.700867,1133.310669,160.288681,784.281799,871.182800,160.186447,786.581482,770.854492,134.570908,887.419800,1071.038452,248.894409,756.127441,759.765564,133.277588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,802.586243,1135.923340,161.401154,782.095398,873.874146,161.597549,783.358582,773.868835,136.024811,887.361145,1072.623535,249.654053,752.993713,763.359497,135.113144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,803.033508,1138.756226,162.336243,780.528015,876.939941,163.344559,780.739685,777.245911,137.437576,887.354858,1074.097290,250.655548,750.072083,766.650574,136.268677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,803.265625,1141.760498,163.908478,778.938660,880.132385,165.010468,777.863831,780.098206,138.721680,887.039307,1075.665039,251.151505,747.333679,770.051025,137.526993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,803.743896,1144.431641,165.054855,776.784058,883.160828,166.518570,774.531189,783.158997,140.347107,887.002747,1076.996582,251.379501,744.194275,773.536926,138.764084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,804.342407,1147.067627,166.019821,775.018982,885.883911,168.359634,771.468750,786.204590,141.763443,886.975525,1078.252441,251.658279,741.116821,776.955933,140.509460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,804.663696,1149.859253,167.854828,773.515198,888.708069,169.638000,768.508118,789.274536,142.311005,887.095703,1079.890381,252.233902,737.208679,780.147217,142.326309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,804.933044,1152.755859,168.973633,771.319824,891.806519,171.293808,765.863525,792.438293,143.669510,887.160950,1081.375854,253.149841,733.429382,783.586914,144.334869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,805.930237,1155.478149,169.965759,769.310425,894.572937,172.663116,762.394897,795.658386,144.577148,887.080872,1082.971802,253.724396,731.165161,786.942383,144.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,806.450623,1157.826172,171.073135,767.387207,897.686096,173.669617,759.588928,798.975037,145.621582,887.249146,1084.362793,254.012589,728.528625,790.468384,144.599838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,806.786621,1160.859497,172.361694,765.677795,900.883179,174.658752,756.524719,801.876587,146.194077,887.148071,1085.643066,254.147247,725.158630,793.793396,145.775925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,807.424194,1163.824341,173.309219,763.973633,903.903748,175.527725,753.384521,804.831543,146.979095,887.191772,1087.199219,254.646194,722.202881,797.375061,146.139420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,807.953857,1165.823730,174.737244,761.981018,906.829651,176.816879,750.376038,808.366150,147.608826,,,,718.724243,800.863525,147.483139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,808.442993,1168.359253,176.361710,759.988953,909.825317,178.087677,747.171814,811.768494,147.840012,,,,715.865845,804.429810,148.260574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,808.890259,1171.333862,177.146393,758.382629,912.504333,179.274673,744.421265,814.844543,148.965515,,,,713.062256,807.824768,148.693710,887.329651,1091.428101,256.525391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,809.412964,1174.146973,178.164841,756.540466,915.378906,179.772400,741.897705,818.320129,149.809799,,,,710.184814,811.450745,149.083527,887.740173,1092.855103,256.519653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,810.388123,1175.934448,179.649170,754.306641,918.863647,180.416733,738.977844,821.472778,150.415558,,,,707.697815,814.913879,149.554382,888.098755,1094.384766,256.735657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,811.060730,1178.413940,180.624573,752.262756,922.156799,181.118210,736.059204,824.504456,150.307938,,,,704.705688,818.382263,150.398346,888.438110,1095.630493,257.414825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,811.890503,1181.446411,181.322861,750.048828,925.027344,182.173843,733.578979,827.554199,151.138535,,,,702.189819,821.869507,150.619400,888.243713,1097.052612,258.078979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,812.282837,1183.505493,182.151138,748.683411,927.944580,183.005554,730.923157,830.812500,151.602783,,,,699.148865,825.318604,151.769272,888.208252,1098.442261,258.603271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,812.840759,1185.412598,183.463242,747.051270,931.096741,183.582123,728.316833,834.369690,152.030746,,,,696.946289,828.636597,151.795151,888.578003,1099.779785,258.251648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,813.187561,1188.212280,184.823196,745.344055,933.870178,184.033264,725.591003,837.524414,152.705872,,,,694.691589,831.829163,152.251343,888.906189,1101.393799,258.065369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,813.578247,1190.558716,185.566238,744.088318,936.679443,184.964081,723.409973,840.162537,153.640320,,,,692.174500,835.064880,152.484848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,813.576111,1192.741211,186.717682,742.130859,939.726135,185.470261,721.225464,842.976868,153.729019,,,,690.194031,838.373901,152.971313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,814.635376,1194.730835,187.618118,741.241211,942.039307,186.328354,718.781311,846.125366,154.784775,,,,687.525452,841.505188,153.738831,,,,888.303162,1105.300415,259.597504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,815.501038,1196.754272,188.409988,739.625427,944.993286,186.495850,716.629944,849.025085,154.858383,,,,685.273987,844.575500,154.386505,,,,888.484009,1106.463135,260.046173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,816.070496,1199.081787,189.384003,738.202209,947.877563,187.236404,714.854858,852.263062,155.043839,,,,683.223083,847.720215,154.631973,,,,888.762512,1107.798096,260.472412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,816.261169,1200.962769,190.239777,736.668152,950.242493,187.574249,713.010803,855.119263,155.075485,,,,680.888184,850.842346,155.334351,,,,888.868835,1109.249756,260.621277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,816.501038,1202.992798,190.866928,735.785400,952.705200,188.117126,710.900085,857.539429,155.907593,,,,678.817627,853.607178,155.826782,,,,889.033936,1110.284790,260.568573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,817.297363,1204.678589,191.494568,734.571106,954.773499,188.755585,708.891479,860.008057,156.276062,,,,676.917908,856.338440,156.066849,,,,888.829529,1111.572632,261.144379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,818.425415,1206.494507,192.080750,733.497131,957.575684,189.124863,707.269653,863.174011,155.429474,,,,674.873901,859.217102,156.629303,,,,888.237366,1112.847656,262.008728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,818.618164,1208.291626,192.977737,732.511292,959.593445,189.115448,705.813721,865.326172,156.238281,,,,673.742737,861.765442,156.065048,,,,887.934937,1113.571045,262.159058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,818.661194,1210.295166,194.339401,731.414368,961.887939,189.531937,703.788452,867.361816,156.786758,,,,672.300415,864.296814,155.930984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,818.991150,1211.859741,194.772598,730.515625,963.693420,189.922073,702.378418,870.138733,156.630692,,,,670.316223,866.786865,156.898941,,,,,,,888.706604,1116.010132,263.192444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,819.487244,1213.840698,195.104340,729.540771,965.913940,190.148102,701.488831,872.570251,155.951187,,,,668.928345,869.073242,156.736237,,,,,,,889.172852,1116.927612,263.473877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,820.145996,1215.030884,195.620377,728.452820,967.923523,190.249023,700.007202,874.376038,156.251099,,,,668.206116,871.406677,156.014404,,,,,,,889.314819,1118.087280,263.486237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,820.639221,1216.166748,196.673599,727.768555,969.821472,190.474060,698.031799,876.401184,156.675217,,,,666.322876,873.669800,156.376617,,,,,,,889.436951,1119.033081,263.419647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,820.796204,1217.406982,197.937698,726.608582,971.565552,190.322144,696.949890,878.454102,156.413025,,,,665.300232,875.697388,155.917892,,,,,,,889.743164,1120.016846,264.569885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,820.771973,1219.162231,198.210251,725.994385,973.309753,190.662689,696.151428,880.528992,155.608521,,,,664.376831,877.725098,155.734070,,,,,,,889.339722,1120.735840,265.492889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,820.965088,1220.818848,198.535690,725.366333,974.953247,190.751694,695.043701,882.357605,155.799225,,,,662.921997,879.465027,156.151947,,,,,,,888.942993,1121.457764,265.332031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,821.322266,1221.737793,198.747086,724.099243,976.530518,190.303070,694.115967,884.119873,155.850937,,,,661.375061,881.386047,156.305450,,,,,,,889.180176,1122.545654,265.541870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,821.853149,1222.673218,199.044159,723.371887,978.231384,190.262817,692.829407,885.872925,155.511154,,,,660.851074,883.282043,155.326080,,,,,,,889.389832,1123.465576,265.911377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,822.258240,1223.784180,199.431229,722.754456,979.761780,190.214996,692.005310,887.115601,155.383698,,,,660.521545,885.168274,154.151962,,,,,,,889.647217,1124.077759,266.117493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,822.155151,1225.042725,200.632614,721.978455,980.786743,190.205551,691.232727,888.922302,154.378296,,,,659.086060,886.617981,154.181305,,,,,,,889.720520,1124.606201,266.209900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,822.320740,1226.174194,201.490112,721.386719,982.173645,190.097260,690.300415,890.359497,153.840637,,,,658.178101,888.096252,153.734802,,,,,,,889.664001,1125.299805,266.315186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,822.763977,1226.856812,202.024445,720.969360,983.463013,189.540527,689.595886,891.820557,153.393448,,,,657.549988,889.483276,152.929169,,,,,,,889.625183,1126.114014,266.503204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,822.960205,1227.435669,202.655975,720.663513,984.361267,189.209473,688.616882,893.004211,153.348328,,,,657.138550,890.942139,152.078842,,,,,,,889.440552,1126.842651,266.943878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,822.997375,1229.129272,202.889084,719.937439,985.464355,188.886246,687.882935,893.844910,152.839355,,,,656.673706,892.242493,151.231918,,,,,,,889.340759,1127.414795,267.319183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,823.164429,1229.900513,202.968811,719.465088,986.438416,188.681427,687.431274,895.144287,152.150726,,,,655.876770,893.485535,150.666504,,,,,,,889.274841,1127.856445,267.458771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,823.297302,1230.546387,203.201843,719.078491,987.349670,188.641693,686.797424,896.558594,151.381195,,,,655.299316,894.639404,150.160156,,,,,,,889.251770,1128.068237,267.554291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,823.413208,1231.039551,203.463562,718.504395,988.289124,188.118484,686.655945,897.488708,150.064758,,,,654.552795,895.607117,149.865540,,,,,,,889.227905,1128.503052,267.796783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,823.632690,1231.697266,203.735214,718.150452,988.993408,187.614029,686.789856,898.331604,148.942810,,,,654.351135,896.587708,148.860092,,,,,,,889.390747,1128.950928,268.119171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,823.863831,1232.459106,203.985626,717.933777,989.700317,187.141296,686.868958,899.475769,147.908646,,,,654.179932,897.554932,147.800690,,,,,,,889.430481,1129.383057,268.410767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,824.142700,1233.011353,204.176025,717.412048,990.408081,186.844604,686.336304,900.466858,147.335129,,,,653.951904,898.454407,146.704926,,,,,,,889.524719,1129.759888,268.484985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,824.336487,1233.505005,204.332260,717.260437,991.058655,186.404770,685.575439,901.455811,146.955933,,,,652.834595,899.226807,146.834137,,,,,,,889.552063,1130.173096,268.637238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,824.281006,1233.930542,204.491501,717.604614,991.681335,186.071075,685.168762,902.033264,146.128860,,,,652.751953,900.306885,145.423233,,,,,,,889.637573,1130.624878,268.928040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
