Präzision21
Date:,2025/04/16
Time:,10:58:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,808.847351,763.330383,120.585365,718.783447,985.297058,264.422882,754.463562,1016.646179,420.009766,795.340759,660.490540,68.968941,813.340576,679.873962,62.534935,,,
2,808.891541,763.403259,120.652176,718.840637,985.389832,264.398804,754.397827,1016.648804,420.033203,795.899719,660.708862,68.180054,813.340576,679.873962,62.534943,,,
3,808.950195,763.452148,120.528183,718.915649,985.420898,264.446625,754.448975,1016.760864,419.972961,795.633789,660.720337,68.608604,813.313843,679.969910,62.496506,,,
4,808.983276,763.458740,120.494514,718.976746,985.425720,264.442261,754.515686,1016.776794,419.976959,795.416992,660.581177,69.127617,813.143677,680.098938,62.424751,,,
5,809.008667,763.444458,120.567207,718.987427,985.555359,264.478943,754.618286,1016.796570,419.918335,795.376282,660.346008,69.172379,813.131958,680.070313,62.341003,,,
6,808.953125,763.510559,120.492378,719.042236,985.576294,264.333923,754.653320,1016.886963,419.883484,795.734558,660.610291,68.414764,813.186829,680.038696,62.377831,,,
7,809.082214,763.547974,120.496956,719.041565,985.648193,264.415436,754.755798,1016.883911,419.872314,795.531860,660.759949,68.636925,813.263733,680.011963,62.453648,,,
8,809.058594,763.556885,120.577072,719.038391,985.646851,264.284180,754.869385,1016.907715,419.820831,795.746948,660.779846,68.239433,813.485107,679.945679,62.643539,,,
9,809.124817,763.617249,120.585655,719.093201,985.772766,264.363464,754.908508,1016.938232,419.724945,795.458862,660.723022,68.694389,813.533936,679.921082,62.699116,,,
10,809.203003,763.576599,120.638412,719.182495,985.842896,264.420105,754.981812,1017.026062,419.704681,795.373291,660.489075,69.084320,813.614441,679.897583,62.764122,,,
11,809.632507,764.606262,120.183624,719.260498,985.884460,264.433685,755.035339,1017.070007,419.664612,795.348694,660.396057,69.124557,813.528931,679.921326,62.695541,,,
12,809.354126,763.849304,120.527077,719.394531,985.889587,264.293732,755.073669,1017.074585,419.628204,795.369507,660.481323,69.131516,813.421204,679.989136,62.593597,,,
13,809.234924,763.661377,120.658432,719.530396,985.987244,264.245117,755.135864,1017.167908,419.570099,795.427429,660.590637,69.044708,813.302307,680.010193,62.488380,,,
14,809.235352,763.695435,120.557503,719.513611,986.044250,264.253845,755.196106,1017.202332,419.513733,795.465942,660.613098,69.030869,813.442932,679.992432,62.595478,,,
15,809.260376,763.712830,120.464706,719.538696,986.125244,264.157867,755.209106,1017.205688,419.514709,795.494202,660.596802,69.058182,813.457092,680.075806,62.604504,,,
16,809.298218,763.689941,120.520363,719.615784,986.204590,264.086273,755.230408,1017.281799,419.578033,795.477112,660.554382,69.026230,813.671082,679.979370,62.739361,,,
17,809.404663,763.701172,120.684006,719.702759,986.237976,264.029175,755.297180,1017.294800,419.528717,795.443481,660.536499,69.069633,813.894348,679.886108,62.948997,,,
18,809.343811,763.699768,120.566406,719.733765,986.299194,263.987030,755.309570,1017.285339,419.496582,795.461731,660.539795,68.994888,813.796265,679.852905,62.898174,,,
19,809.341003,763.693909,120.525787,719.816223,986.283875,263.906952,755.332092,1017.296021,419.464264,795.476868,660.564697,69.038406,813.881104,679.894409,62.864544,,,
20,809.147522,763.656982,120.088112,719.796509,986.314575,263.879150,755.324158,1017.406128,419.407257,795.508911,660.546753,69.057785,813.933777,679.902588,62.870300,,,
21,809.135437,763.627075,120.038414,719.909485,986.314880,263.757111,755.362610,1017.439331,419.353577,795.563232,660.582764,69.229294,813.816833,679.970764,62.841587,,,
22,809.401367,763.661804,120.401833,719.874817,986.412170,263.806793,755.317871,1017.426758,419.359863,795.554077,660.546509,69.101555,813.820557,679.943665,62.793285,,,
23,809.467163,763.614258,120.501411,719.982239,986.328247,263.651855,755.332764,1017.437622,419.300171,795.550659,660.472595,69.054054,813.602051,679.950378,62.609680,,,
24,809.490601,763.677246,120.515167,719.985046,986.390991,263.484131,755.368042,1017.548401,419.249146,795.559082,660.406189,69.034882,813.596985,679.970276,62.529915,,,
25,809.491394,763.682251,120.524742,719.990662,986.375366,263.382904,755.374817,1017.574158,419.163086,795.525757,660.445129,69.049347,813.504272,679.985046,62.468517,,,
26,809.486694,763.627930,120.457581,720.057312,986.347717,263.388397,755.357056,1017.583557,419.168945,795.498291,660.444519,69.044327,813.643799,679.978821,62.601227,,,
27,809.505005,763.596558,120.498383,720.031189,986.266724,263.244202,755.390076,1017.600220,419.131195,795.521118,660.502441,69.255264,813.438599,680.038574,62.513298,,,
28,809.528381,763.571106,120.417412,720.058289,986.307190,263.159576,755.367676,1017.586243,419.108948,795.438110,660.478394,69.296944,813.176270,680.119141,62.368946,,,
29,809.550659,763.584656,120.454613,720.067139,986.320251,263.155151,755.342102,1017.603638,419.053345,795.405212,660.421204,69.079422,813.129944,680.080200,62.221024,,,
30,809.540955,763.576721,120.482353,720.078674,986.328796,263.124756,755.342590,1017.694397,419.028687,795.311462,660.458679,69.024460,813.161926,680.059509,62.277958,,,
31,809.554504,763.576660,120.450005,720.082092,986.308716,263.017120,755.362854,1017.686584,418.974457,795.340149,660.476990,69.045799,813.217773,679.926880,62.376690,,,
32,809.526428,763.570801,120.369949,720.060303,986.304016,262.735992,755.305481,1017.691284,418.902252,795.642273,660.724792,68.344498,813.272095,679.871765,62.463169,,,
33,809.543518,763.527161,120.372948,720.054077,986.277893,262.723816,755.267944,1017.709778,418.926331,795.414490,660.842285,68.658432,813.305847,679.865906,62.495876,,,
34,809.592712,763.522034,120.350533,720.042053,986.233459,262.595367,755.283203,1017.723633,418.820221,795.572144,660.958313,68.713326,813.117065,679.850525,62.375698,,,
35,809.530518,763.483154,120.290451,719.813354,986.321838,262.470398,754.918762,1017.746521,418.671112,795.219177,660.695007,68.899323,813.073547,679.914551,62.329216,,,
36,809.452271,763.462585,120.270874,719.986694,986.242432,262.353729,755.055420,1017.738281,418.727570,795.081299,660.547729,69.002518,813.055847,679.915039,62.375778,,,
37,809.452148,763.450317,120.135773,719.988525,986.266724,262.346344,755.126648,1017.763245,418.672668,794.965393,660.404602,68.914192,813.256287,679.745972,62.556046,,,
38,809.503479,763.463806,120.190498,719.916687,986.233643,262.207092,755.025330,1017.752441,418.569885,794.952148,660.373047,68.939133,813.384705,679.670349,62.700958,,,
39,809.462830,763.368896,120.271179,719.868408,986.258240,262.088013,755.047607,1017.763123,418.586273,794.905701,660.398071,68.912941,813.575195,679.622253,62.875862,,,
40,809.485474,763.338379,120.220802,719.766602,986.280334,261.997284,754.975830,1017.858521,418.298584,794.908203,660.346008,68.967628,813.650330,679.601746,62.946152,,,
41,809.430847,763.337341,120.193497,719.816406,986.247742,261.969818,755.082092,1017.917847,418.148132,794.895447,660.349548,68.987129,813.562439,679.601746,62.883644,,,
42,809.424072,763.290344,120.187149,719.766968,986.292603,261.862335,754.956909,1017.891602,417.981171,794.918274,660.302246,68.982857,813.641968,679.604126,62.920155,,,
43,809.447510,763.281494,120.188553,719.702515,986.318604,261.817505,755.052246,1017.955933,417.871307,794.901794,660.307434,69.029076,813.280945,679.564331,62.684772,,,
44,809.366028,763.267883,119.983330,719.714355,986.277954,261.808960,754.743469,1018.040527,417.837524,794.804688,660.219727,69.001091,813.054443,679.620605,62.463943,,,
45,809.370361,763.269775,119.963005,719.351257,986.332397,262.164642,754.625183,1018.110901,417.883209,794.815125,660.246216,69.010849,812.968079,679.681091,62.370895,,,
46,809.297424,763.168884,120.006805,719.171265,986.371155,262.129578,754.566345,1018.132935,417.785889,794.837463,660.184021,68.994713,812.971252,679.672546,62.333855,,,
47,809.319214,763.156250,120.047554,719.511475,986.293945,261.685547,754.583862,1018.137024,417.750763,794.864197,660.145935,68.987076,812.800171,679.673767,62.205700,,,
48,809.368591,763.136658,119.995056,719.537231,986.279907,261.603333,754.699402,1018.113220,417.545776,794.880432,660.138184,68.952171,813.035889,679.627197,62.188168,,,
49,809.253418,763.141296,119.915474,719.546692,986.310364,261.555878,754.763794,1018.147644,417.433685,794.922424,660.148071,68.923668,813.150818,679.627563,62.341988,,,
50,809.160278,763.163879,119.875038,719.691101,986.312927,261.417847,754.705444,1018.147827,417.411133,794.928650,659.938904,68.938881,813.362366,679.546021,62.361214,,,
51,809.194275,763.161499,119.912354,719.643921,986.305115,261.365845,754.631348,1018.237305,417.404053,795.000549,659.937500,68.896454,813.493652,679.406006,62.451729,,,
52,809.192505,763.157227,119.868401,719.412231,986.310486,261.439880,754.453674,1018.231201,417.457306,795.366943,660.214905,68.758125,813.407532,679.409912,62.568848,,,
53,809.257507,763.080383,119.873367,719.399658,986.358521,261.289185,754.417725,1018.213196,417.467316,795.478088,660.317322,68.617020,813.314087,679.446350,62.532810,,,
54,809.211731,763.095764,119.898338,719.410339,986.366455,261.233429,754.382385,1018.245056,417.346313,795.523743,660.320190,68.617210,813.218140,679.479614,62.423466,,,
55,809.239563,763.086304,119.947174,719.362488,986.259583,261.240265,754.277527,1018.353516,417.286041,795.205200,660.042847,68.819016,813.179077,679.515991,62.353127,,,
56,809.191406,763.121094,119.731194,719.205139,986.269226,261.318298,754.219971,1018.347534,417.317474,795.098267,659.825012,69.008347,813.219177,679.527283,62.280319,,,
57,809.215088,763.087952,119.885757,719.093689,986.270813,261.395142,754.149170,1018.448914,417.313416,795.067261,659.806946,69.050232,813.224182,679.519653,62.236801,,,
58,809.208008,763.071106,119.956093,719.000549,986.258301,261.417511,753.995972,1018.467529,417.239227,795.130188,659.858948,69.034279,813.099365,679.567566,62.175922,,,
59,809.097107,763.091248,119.844650,718.858337,986.239380,261.423492,753.887878,1018.571106,417.207550,795.093140,659.880493,68.973373,813.080933,679.559998,62.254265,,,
60,809.057312,763.133789,119.681847,718.916077,986.216492,261.409363,753.864502,1018.585327,417.056274,795.041260,659.902405,68.964523,813.132263,679.520264,62.352222,,,
61,809.062073,763.151123,119.683098,718.714844,986.272278,261.449097,753.767029,1018.681580,417.119415,795.057495,659.893921,69.008659,813.184692,679.488647,62.392941,,,
62,809.053345,763.141479,119.697601,718.609680,986.237976,261.465240,753.765015,1018.720764,416.900269,794.945251,659.839844,68.895874,813.182434,679.489380,62.406925,,,
63,809.106750,763.116882,119.765053,718.596008,986.224854,261.491974,753.886719,1018.808044,416.941345,795.024109,659.943665,68.991524,813.157043,679.500305,62.388069,,,
64,809.059387,763.112732,119.756760,718.620056,986.229736,261.407227,753.798584,1018.821228,416.944977,794.903564,659.927124,68.983734,813.089783,679.507629,62.427235,,,
65,808.989990,763.141724,119.696190,718.549133,986.271545,261.450165,753.663696,1018.930725,416.883148,794.903809,659.949341,69.057114,813.070374,679.507202,62.433865,,,
66,809.092651,763.154297,119.794922,718.537476,986.259521,261.466461,753.754456,1019.059631,417.021576,794.853821,659.885315,68.995651,813.075745,679.506042,62.432575,,,
67,809.135315,763.144287,119.844582,718.481445,986.206848,261.429565,753.527710,1019.125916,416.975342,794.854126,659.900513,69.019943,813.084961,679.504456,62.436359,,,
68,808.991211,763.080688,120.042068,718.331482,986.226013,261.488953,753.499268,1019.125977,417.028442,794.846741,659.918030,69.066948,813.112183,679.503662,62.487381,,,
69,809.029602,763.183594,119.981789,718.259033,986.251221,261.582794,753.374817,1019.203064,417.097595,794.805115,659.975342,69.012253,812.913025,679.563782,62.329353,,,
70,809.116882,763.255432,120.057976,718.068848,986.240356,261.525085,753.333069,1019.244324,417.309296,794.873230,660.048401,69.085533,813.148987,679.654724,62.506950,,,
71,809.126831,763.277832,120.088226,718.037537,986.301086,261.684052,753.277954,1019.315796,417.382965,794.822205,659.975281,69.115402,813.242920,679.616028,62.606750,,,
72,809.096069,763.335327,120.201874,717.929932,986.299561,261.799042,753.059937,1019.354797,417.371216,794.861267,660.091797,69.138580,813.179504,679.583069,62.655304,,,
73,809.037903,763.395203,120.271172,717.741333,986.335999,261.872406,752.916687,1019.423035,417.481628,794.933411,660.236145,69.123840,813.094666,679.708801,62.653534,,,
74,809.020691,763.436584,120.440636,717.555115,986.387756,261.980743,752.852173,1019.498230,417.438751,794.960571,660.343567,69.079544,813.025452,679.773132,62.589622,,,
75,808.942627,763.570374,120.522163,717.345886,986.368713,262.145691,752.799011,1019.699341,417.502991,794.954346,660.519409,69.146255,812.804810,679.857849,62.497429,,,
76,808.759949,763.627319,120.598282,717.207336,986.447754,262.247498,752.700378,1019.799866,417.557800,795.079956,660.468323,69.318428,812.987549,679.920776,62.659840,,,
77,809.305115,764.696838,120.072716,717.006531,986.540161,262.173126,752.920715,1019.827881,417.433350,795.088684,660.538513,69.316216,813.230225,679.889893,62.977528,,,
78,808.727905,764.082214,120.666031,716.874451,986.676270,262.245300,752.820129,1020.017700,417.647705,795.123474,660.726074,69.341797,813.447815,679.823669,63.242821,,,
79,808.308899,764.015381,121.313995,716.602661,986.844299,262.279022,752.514221,1020.152649,417.665588,795.117798,660.955872,69.474838,813.346436,679.908813,63.345203,,,
80,808.132751,764.247498,121.554817,716.245178,987.086182,262.507813,752.424316,1020.324585,417.713013,795.240173,661.070923,69.554420,813.351013,680.248352,63.310593,,,
81,807.964539,764.570801,121.606369,715.982483,987.238159,262.475769,752.443604,1020.439087,417.963104,795.021362,661.150940,70.235481,812.721924,680.739502,63.092522,,,
82,807.696777,764.779053,121.899094,715.327026,987.461060,262.519775,752.386963,1020.595703,418.129944,794.751953,661.327393,70.870949,812.852539,681.178894,63.796219,,,
83,807.383362,765.157104,122.187050,714.832642,988.110168,262.920105,752.245483,1020.713623,418.301849,794.550415,661.672119,71.610191,813.003052,681.379578,65.056648,,,
84,807.157166,765.734497,122.516510,714.300110,988.723328,263.091309,752.121765,1020.884827,418.472778,794.497375,662.145996,72.159294,813.093384,681.882080,65.848869,,,
85,806.771118,766.324341,122.988220,713.945618,989.171021,263.137726,751.998474,1021.093811,418.553986,794.647949,662.677795,72.679367,813.067688,682.342346,66.305504,,,
86,806.450867,766.671997,123.673286,713.408264,989.816284,263.361786,751.790649,1021.440247,418.741516,795.140198,663.378052,73.633774,812.878967,682.949646,66.843903,,,
87,806.435242,767.255737,124.713249,712.713440,990.664734,263.345673,751.604553,1021.726746,418.812592,794.932678,663.573669,74.846489,813.069580,683.544250,68.022209,,,
88,806.302185,768.083740,125.915466,712.186401,991.424805,263.461578,751.451599,1022.254150,419.089233,795.021423,664.002625,75.675568,813.014832,683.966797,69.532684,,,
89,806.197144,768.895203,126.651237,711.952393,992.211853,263.892273,751.308105,1022.779175,419.217804,794.998535,664.531921,76.691010,817.529663,682.486633,74.591217,,,
90,805.901794,769.767395,128.118546,711.283875,993.238464,264.040924,751.097046,1023.309326,419.186920,794.944092,665.324829,78.692131,820.065674,681.914429,78.298386,,,
91,805.701355,769.898926,130.787872,710.508728,994.380737,264.045837,750.798096,1023.901123,419.193146,794.696655,666.086548,80.898453,819.598572,683.235718,79.963669,,,
92,805.150513,770.812134,132.391098,709.616150,995.764832,264.605042,750.443665,1024.733398,419.443085,794.722107,667.427002,82.004738,817.801025,684.984192,80.501732,,,
93,804.669739,772.154480,133.479584,708.290222,997.162292,265.523224,750.024902,1025.559082,419.575531,794.738831,668.004639,84.107025,814.555176,686.905029,79.773705,,,
94,804.480652,773.153870,135.691895,707.341736,998.981201,265.677277,749.358765,1026.362427,419.749390,794.850037,668.680420,85.904152,811.952942,688.517822,79.165733,,,
95,804.091736,774.253052,137.550308,707.052063,1000.382446,265.452606,748.649597,1027.338745,419.972046,794.401733,669.656616,88.571350,810.595642,689.952576,80.851112,,,
96,803.223389,776.022095,138.696243,706.244141,1002.351074,265.596161,747.759827,1028.401123,419.839203,793.972656,671.466003,90.770241,810.543884,691.415161,82.898308,,,
97,802.237000,777.614258,139.871368,704.806885,1004.279053,265.799652,747.232727,1029.630859,419.464752,793.682251,672.143433,92.928276,815.110840,690.939575,89.593445,,,
98,801.589905,778.801392,141.733398,703.547729,1005.900940,266.390076,746.716553,1030.643921,419.475067,793.529724,673.229187,95.446114,817.443237,690.925049,94.703026,,,
99,800.621887,780.851440,143.500641,702.211914,1008.170410,266.894592,746.001526,1031.994141,419.483887,792.598206,674.930664,98.021759,816.703613,692.454224,97.601624,,,
100,799.919312,782.473633,145.205948,701.899109,1010.047302,267.722565,745.304749,1033.194336,419.356689,792.095581,676.202942,100.671654,815.461304,694.237366,99.373123,,,
101,799.799072,784.109375,149.381592,700.716614,1012.726074,267.190887,744.630737,1034.558350,419.590210,791.769104,677.717590,103.241440,815.665161,694.834839,102.563766,,,
102,798.984985,785.403137,152.672104,700.050110,1015.061768,268.413696,743.857605,1035.907349,420.073730,791.008789,679.866272,106.006660,813.954285,697.527466,104.945305,,,
103,797.983337,787.585083,155.317581,698.558167,1017.834045,267.470612,742.688171,1037.367188,420.259460,790.175659,681.534119,108.707092,810.033813,700.403320,104.635300,,,
104,796.444458,789.861572,156.515274,696.232300,1019.902161,268.963440,741.755615,1038.918701,420.221069,789.392151,683.616638,111.282669,805.879028,703.638916,104.356560,,,
105,795.039856,791.971985,159.375687,694.856567,1022.216187,269.780548,741.230225,1040.372070,420.438171,788.430054,685.210327,114.229607,804.049500,705.745300,106.321648,,,
106,793.984924,793.998901,162.308701,693.538086,1025.199829,270.111115,740.457764,1042.010376,420.551483,787.417236,687.280090,116.977379,808.680176,706.609375,113.776688,,,
107,792.466187,796.559998,164.157822,691.991943,1027.824341,270.233459,739.531494,1043.451050,420.519287,786.306274,689.559265,119.696785,810.361816,707.436646,120.004784,,,
108,791.185974,798.868896,166.623611,690.828552,1030.541382,271.182129,738.518005,1044.987183,420.911316,784.909729,692.392883,122.514389,810.044250,709.202454,123.602257,,,
109,789.613342,801.493530,169.200638,689.289307,1033.411865,272.139191,737.460938,1046.644409,421.579437,783.468323,694.247559,125.642006,807.624207,712.269836,124.871849,,,
110,788.262329,804.134705,171.771652,687.449036,1036.593262,273.373596,736.501099,1048.230225,421.963013,782.302979,696.515625,128.848633,806.125916,714.253174,127.920303,,,
111,786.640076,806.685547,174.324753,685.671265,1039.803833,273.847137,736.003784,1049.864014,422.297699,780.921997,699.525024,131.002823,804.803833,716.772400,130.995392,,,
