Weight70
Date:,2025/04/24
Time:,13:54:31
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
62,676.968262,1130.802490,294.034302,761.173279,892.510925,179.443893,760.886292,776.447754,181.110001,672.755371,1087.500244,138.245712,,,,,,,,,,,,,,,,,,,781.829651,795.752014,188.226700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,676.427002,1132.762573,294.292511,760.217224,895.208130,180.057114,759.626831,779.257568,182.047348,671.849060,1090.406738,138.640823,,,,,,,,,,,,,,,,,,,780.568176,798.850769,189.723160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,676.128418,1134.585571,294.188232,758.740845,898.468323,180.591751,758.022034,782.446899,183.095367,670.927124,1093.343506,138.804108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,675.897339,1136.741821,294.252747,757.272095,901.262695,181.243317,756.322388,785.257263,183.892609,669.855713,1096.173096,139.176956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,675.711304,1138.978394,294.170837,756.060120,904.026489,182.071045,755.043823,788.170349,184.224548,668.985107,1099.043945,139.542313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,675.454834,1141.008179,294.163513,754.651672,907.120361,183.043167,753.658997,791.003052,185.226166,668.489319,1102.180420,139.843719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,674.987915,1142.876343,294.149048,753.298889,909.901855,183.587784,751.974121,793.627258,185.930984,667.274414,1105.381226,140.029907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,674.540649,1144.860474,294.441010,751.786194,912.582581,183.782562,750.580078,796.421753,185.807907,666.055359,1108.379028,140.498734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,674.333801,1146.723511,295.043213,750.052551,915.375793,184.173203,748.641602,799.262085,186.420212,665.465515,1111.283325,140.548767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,674.230347,1148.583374,295.375763,748.654480,917.985718,184.726013,746.331482,801.803589,187.566299,664.839172,1114.142944,140.496231,,,,,,,,,,,,,,,,,,,,,,768.710327,820.907715,193.725784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,673.872131,1150.663940,295.233948,747.388062,920.597168,184.951569,745.112976,804.426453,187.111237,664.112915,1117.273315,141.234009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,673.501343,1152.678223,295.336121,745.635010,923.358948,185.122284,743.459595,806.960022,187.044632,663.006104,1120.369751,141.812805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,673.298096,1154.528198,295.465759,744.041870,925.569092,185.278198,741.201416,809.296997,186.807114,662.118286,1123.406128,141.729584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,673.371704,1156.404297,295.920502,742.840576,928.239441,185.361771,738.837463,811.734680,186.926575,661.649353,1126.199951,141.578979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,673.131775,1158.435059,296.154297,740.939514,930.822205,185.669754,736.849243,814.461853,186.236496,660.972290,1128.985107,142.081451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,672.944092,1160.212646,296.176208,739.248535,933.274780,185.767258,734.922791,816.871094,186.206573,660.287292,1131.746216,142.915955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,672.695313,1162.089478,296.185852,737.617676,935.487000,185.819000,732.392273,819.221252,186.131821,659.872681,1134.824707,142.999222,,,,,,,,,,,,,,,,,,,,,,,,,755.096313,838.003906,192.898285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,672.542908,1163.930054,296.037445,736.193909,937.904846,185.656082,729.821716,821.755371,185.755005,659.176453,1137.821533,143.142181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,672.283691,1165.627197,296.484009,734.184631,940.280701,185.333267,728.012695,823.582581,184.969101,658.448181,1140.635010,143.408844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,672.233948,1167.466064,297.087738,732.283569,942.409058,185.501785,725.672180,826.141968,183.910873,657.915833,1143.432617,143.804794,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.135925,844.465942,190.357925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,672.026733,1169.285767,297.446930,731.021118,944.609558,184.910843,723.215942,828.538025,183.919067,657.039673,1146.175781,143.942627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,672.044922,1171.185181,297.559052,729.499329,947.121643,184.180328,721.384521,830.701782,183.271851,656.587891,1148.939819,144.468033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,671.994080,1172.916016,297.636810,727.795959,949.162415,184.491028,719.417664,832.950867,181.852905,656.241699,1151.707520,145.472961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.215088,851.076355,187.424042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,671.813843,1174.758179,297.628601,725.927063,951.335144,183.719803,717.170837,834.861450,181.046021,655.799255,1154.333862,145.335983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,671.888550,1176.606445,297.574890,724.281921,953.070923,183.700439,714.275940,836.814575,180.904282,655.436462,1157.018066,145.180252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,671.837891,1178.235107,298.063873,722.670471,955.105652,183.173599,712.123779,838.977051,179.909622,655.094971,1159.653687,145.517456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.718872,856.685730,184.389206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,671.734619,1179.875854,298.504486,721.292847,957.031921,182.683395,710.585144,841.119080,177.978699,654.389709,1162.118286,146.046921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,671.245728,1181.348145,299.054291,719.485535,959.098633,182.115936,708.765381,842.877197,176.819336,654.010498,1164.675537,146.115005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,671.217468,1182.893066,299.284271,718.074341,961.003174,181.955307,706.555237,845.100830,175.447083,653.769348,1167.255615,146.091446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.261536,862.206604,181.355881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,671.579773,1184.526611,299.298706,716.164185,962.679993,181.344223,703.747742,846.833740,175.164993,653.618042,1169.756226,146.584625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,671.681030,1186.181152,299.406403,714.685913,964.430115,181.021805,701.543823,848.421204,174.470886,653.062683,1171.858032,147.028549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,671.783020,1187.744873,299.418793,713.251221,965.982788,180.210022,700.061707,850.249695,172.774612,652.684937,1174.193359,147.404663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,671.741760,1189.199341,299.475494,711.613464,968.037842,179.279831,698.081848,852.405701,171.505920,652.454468,1176.516113,147.403595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.620972,869.679932,177.228287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,671.737549,1190.650024,299.825928,710.440491,969.670227,178.921463,695.602295,854.264771,170.926224,652.473083,1178.515991,147.257385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,671.690125,1191.831299,300.059692,709.034851,971.236450,178.335678,693.794983,855.724487,169.286072,652.702637,1180.697144,147.594467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.507996,872.308594,175.706772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,671.461914,1193.043335,300.465790,707.743835,972.879944,177.749283,691.591125,857.282349,168.162491,652.456177,1182.486328,147.990097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.687378,873.508850,174.893021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,671.544250,1194.251587,300.872559,706.478149,974.284180,177.234634,689.855225,858.813477,167.311661,652.177979,1184.677856,148.328262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,671.730103,1195.519043,300.949951,705.313843,975.766357,176.495010,688.043579,860.748230,166.261444,652.022827,1186.500244,148.153214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,671.964050,1196.644409,300.858032,703.817444,976.970398,175.891602,686.106079,862.227051,165.493011,651.836853,1188.436035,148.170349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.631836,878.471008,171.420639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,672.343933,1197.941772,300.724121,702.564026,978.283752,174.825516,684.371704,863.431030,164.133942,651.734497,1189.870239,148.241440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.394470,879.474548,170.717148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,672.311890,1199.095459,300.828278,701.726501,979.626892,174.059677,682.617676,864.904785,162.270462,651.768860,1191.492554,148.559128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,672.293701,1200.207642,301.052094,700.354248,980.808289,172.943970,680.326782,865.748535,161.833817,651.710938,1192.782593,148.762039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,672.383850,1201.272583,301.199341,699.462585,981.859558,172.340073,678.600647,866.984802,160.892944,651.496887,1194.504272,148.764481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.159058,883.473267,164.371582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,672.638672,1202.097778,301.134369,698.544067,983.044006,171.370422,677.761902,868.288086,159.105515,651.477539,1196.135986,148.732300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.859009,884.374390,164.411484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,672.902466,1203.190918,300.851593,697.684143,984.095581,170.029602,676.401672,869.728882,157.545349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,673.087646,1204.114380,300.914154,696.861755,985.000549,169.041046,675.406494,870.673584,155.968628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.512939,885.972961,162.818588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,673.259277,1204.989380,300.988922,695.703064,986.009216,167.722702,673.970398,871.656555,155.372482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.451782,886.499390,161.641373,651.220642,1200.006104,148.761719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,673.412109,1205.716309,301.034637,694.852783,986.725281,167.073059,672.530029,872.694824,153.881668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.479370,887.662720,159.861603,651.286255,1200.831177,148.698044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,673.439575,1206.450684,301.019165,693.725830,987.609741,166.012039,671.386536,873.579102,152.281067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.580322,888.877747,158.116776,651.361877,1201.941406,148.759613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,673.392090,1207.130005,301.194641,692.869995,988.532959,164.682587,670.067688,874.336487,150.489883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.315002,1203.113281,148.821732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,673.467224,1207.732910,301.378448,692.225037,989.223022,163.821045,668.759399,875.010437,149.492599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.671814,1204.037598,148.327637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,673.667480,1208.369873,301.471497,691.493958,989.979980,162.669022,667.404053,875.939941,148.339111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.977417,1204.799194,147.780838,692.154175,891.148132,153.485519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,673.977234,1208.938477,301.298248,690.943665,990.525024,161.120163,666.493469,876.975098,146.717545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.258606,1205.848511,147.173737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,674.328613,1209.479980,300.998993,690.190063,990.996094,160.055847,665.491760,878.078186,145.341370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.076416,1206.778809,146.671310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,674.343018,1210.173218,300.935242,689.430603,991.563354,159.262589,664.249329,878.847046,144.601837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.077393,1207.334229,147.064865,,,,689.790588,893.144714,151.351532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,674.527039,1210.801025,300.680573,688.978394,992.175964,158.379578,662.885071,879.342224,143.658417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.013184,1207.785156,147.205704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,674.737427,1211.322021,300.457733,688.513489,992.835266,157.371201,661.833069,879.698975,142.631973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.130188,1208.260376,147.095673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,674.956238,1211.811768,300.418335,687.779419,993.360535,156.680374,660.609009,880.420227,141.572250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.396606,1208.731812,146.720673,,,,,,,685.376038,894.947266,146.233200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,675.099487,1212.310059,300.318817,687.129517,993.820923,155.849197,659.534302,881.056702,140.492386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.687317,1209.328247,146.461365,,,,,,,684.877563,895.265442,145.453049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,675.217041,1212.735352,300.151001,686.577087,994.251099,154.840271,658.841614,881.638000,139.666412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.055359,1210.092529,146.038879,,,,,,,684.139343,895.813599,144.587128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,675.379639,1213.099976,299.984741,685.972412,994.570984,154.317062,658.210571,882.075317,138.457962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.370056,1210.805786,145.590775,,,,,,,683.360107,896.329651,143.691315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,675.447937,1213.323242,299.962280,685.715149,995.043457,153.297607,657.477783,882.673340,137.565277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.537415,1211.397339,145.167587,,,,,,,682.861450,896.677002,142.639938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,675.590820,1213.681396,299.825409,685.534912,995.405701,152.395233,656.988464,883.107910,136.822342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.763611,1211.895630,144.744171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,675.690125,1214.020020,299.793549,685.181335,995.677368,151.546234,656.557739,883.549561,135.500610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.006165,1212.184204,144.496582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
