Präzision26
Date:,2025/04/16
Time:,10:59:30
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,831.665527,794.307983,84.338005,803.178040,692.159485,41.964153,816.037720,1025.906250,305.444916,832.988586,700.924072,46.823887,758.201538,1030.273438,176.113800,,,,,,,,,
2,831.574768,794.385437,84.334061,803.197571,692.170837,41.952473,816.246704,1025.945068,305.178101,832.899170,700.902161,46.733612,758.096680,1030.468140,176.000870,,,,,,,,,
3,831.675720,794.359619,84.299545,803.162903,692.186829,42.009991,816.510254,1025.971680,304.950073,832.931763,700.854187,46.863689,758.077271,1030.613159,175.900436,,,,,,,,,
4,831.655640,794.351929,84.343697,803.148865,692.143738,41.976776,816.732910,1025.918213,304.819885,832.925598,700.917603,46.811161,758.300171,1030.729492,175.746460,,,,,,,,,
5,831.647583,794.367432,84.301529,803.149109,692.160156,41.889717,816.858765,1025.919312,304.607330,832.857849,700.976440,46.813160,758.520996,1030.849365,175.581802,,,,,,,,,
6,831.660461,794.432129,84.292450,803.197510,692.176331,41.928879,817.038879,1025.947266,304.429199,832.934265,700.878052,46.915474,758.871399,1030.922485,175.420593,,,,,,,,,
7,831.679565,794.440308,84.318352,803.226929,692.126770,41.892250,817.085938,1026.086304,304.199493,833.027161,700.836792,46.912888,758.835144,1031.083130,175.346115,,,,,,,,,
8,831.681458,794.447388,84.429100,803.261292,692.272949,41.898407,817.143555,1026.150269,304.025604,832.900208,700.942261,46.853352,758.855652,1031.219482,175.215912,,,,,,,,,
9,831.653625,794.462097,84.434219,803.230591,692.296936,41.908863,817.265930,1026.258057,303.873688,832.904236,701.032227,46.810604,759.154114,1031.314331,175.058945,,,,,,,,,
10,831.608276,794.515747,84.375359,803.271667,692.261169,41.857529,817.371765,1026.297852,303.680695,832.923706,701.009583,46.811295,759.434814,1031.535645,174.840897,,,,,,,,,
11,831.723511,794.482117,84.358894,803.277283,692.259338,41.748020,817.674622,1026.475830,303.419250,832.886597,701.016968,46.875496,759.568420,1031.718262,174.608093,,,,,,,,,
12,831.753601,794.521912,84.376976,803.295837,692.264282,41.807117,818.050415,1026.663696,303.030212,832.923157,701.023193,46.840420,759.719482,1031.847778,174.467712,,,,,,,,,
13,831.731689,794.495422,84.383026,803.315247,692.219238,41.781620,,,,832.888000,701.022461,46.873810,759.951111,1031.991577,174.281342,,,,,,,,,
14,831.728149,794.499207,84.360832,803.292480,692.322388,41.724274,,,,832.883667,701.005981,46.841549,760.217346,1032.162842,174.000519,818.361755,1026.967651,302.462616,,,,,,
15,831.788574,794.528503,84.375725,803.247986,692.255066,41.719055,,,,832.930969,701.006836,46.774117,760.487549,1032.277222,173.678268,819.312866,1027.178467,301.742950,,,,,,
16,831.885254,794.469055,84.400650,803.310608,692.290344,41.675648,,,,832.697266,701.170227,46.565098,760.715210,1032.410156,173.444717,819.127991,1027.172607,301.713043,,,,,,
17,831.968750,794.469238,84.375778,803.252075,692.383057,41.752335,,,,832.569153,701.199646,46.419273,760.908081,1032.538086,173.360245,819.000183,1027.282104,301.681213,,,,,,
18,832.001160,794.481873,84.372185,803.255127,692.349976,41.742771,,,,832.802002,701.068481,46.646824,761.184509,1032.608398,173.094421,819.133972,1027.361816,301.428040,,,,,,
19,832.039917,794.475037,84.309189,803.267273,692.332397,41.728142,,,,832.959351,700.994324,46.793346,761.335632,1032.758057,172.814102,819.370911,1027.520508,301.135986,,,,,,
20,832.112549,794.435120,84.316002,803.217529,692.367920,41.780746,,,,832.951294,700.896240,46.910156,761.574524,1032.833008,172.678787,819.664795,1027.626587,300.765045,,,,,,
21,832.136597,794.397461,84.290619,803.287109,692.333984,41.782379,,,,832.876892,700.943420,46.866608,761.714478,1032.864380,172.574371,819.932739,1027.671997,300.499268,,,,,,
22,832.135376,794.381226,84.335228,803.170593,692.374573,41.896610,,,,832.809143,700.998291,46.814800,761.804810,1032.970459,172.430984,820.106018,1027.694336,300.321533,,,,,,
23,832.168213,794.432373,84.309906,803.035156,692.399536,41.869141,,,,832.828125,700.990295,46.804554,762.094482,1032.983276,172.348419,820.273865,1027.807739,300.222626,,,,,,
24,832.199707,794.413147,84.316116,803.043152,692.381592,41.798157,,,,832.752319,701.086426,46.717407,762.303284,1033.016846,172.071915,820.456604,1027.763428,300.120789,,,,,,
25,832.325378,794.335999,84.305031,803.072266,692.371826,41.737904,,,,832.832458,700.994568,46.829674,762.659912,1033.114868,171.865677,820.645508,1027.842896,299.996552,,,,,,
26,832.417847,794.328125,84.295853,803.079773,692.361267,41.730659,,,,832.765076,700.963928,46.799458,762.956665,1033.228394,171.557159,820.834045,1027.842651,300.101868,,,,,,
27,832.473816,794.313782,84.330986,803.361145,692.554138,41.651497,,,,832.792297,700.964172,46.804596,763.230469,1033.327026,171.401932,821.013062,1027.848633,300.103607,,,,,,
28,832.553223,794.331177,84.289330,803.168823,692.458313,41.804451,,,,832.618530,701.379211,46.577332,763.445557,1033.449707,171.334427,821.200378,1027.854614,300.008759,,,,,,
29,832.649231,794.353271,84.284508,803.093323,692.347717,41.827477,,,,832.646423,701.188477,46.650513,763.663269,1033.470947,171.220535,821.391968,1027.919678,299.883484,,,,,,
30,832.725403,794.404114,84.231987,803.191895,692.325500,41.774460,,,,832.755554,701.058044,46.732483,763.895386,1033.573364,171.124054,821.822021,1027.871948,299.738373,,,,,,
31,832.761353,794.382141,84.238991,803.186584,692.378418,41.791058,,,,832.852722,700.968872,46.822292,764.080200,1033.652466,171.121017,822.103149,1027.978271,299.750244,,,,,,
32,832.847656,794.389832,84.217018,803.108582,692.397949,41.873989,,,,832.940308,700.943665,46.889439,764.290283,1033.672852,171.046036,822.346802,1027.979736,299.614014,,,,,,
33,832.691528,794.515869,84.189545,803.168823,692.356873,41.836159,,,,832.921631,700.949463,46.891293,764.426147,1033.798706,171.004608,822.641479,1028.068481,299.577942,,,,,,
34,832.822021,794.398254,84.153877,803.188660,692.335083,41.793358,,,,832.881470,701.040100,46.732246,764.386169,1033.892334,171.114029,823.147522,1028.095215,299.474121,,,,,,
35,832.954956,794.419495,84.123993,803.258972,692.330505,41.733986,,,,832.949951,700.963074,46.767586,764.289795,1034.027466,171.158356,823.367798,1028.033447,299.500061,,,,,,
36,832.981201,794.447083,84.130676,803.298157,692.346680,41.703972,,,,832.961426,700.922546,46.814438,764.650940,1034.031006,171.062210,823.649353,1028.028931,299.537537,,,,,,
37,832.950867,794.405273,84.162598,803.170044,692.398499,41.833073,,,,832.956665,700.921326,46.822964,764.541748,1034.102905,171.070419,824.054260,1028.045776,299.460815,,,,,,
38,833.036255,794.387085,84.165375,803.170654,692.361328,41.835342,,,,832.947571,700.920349,46.787720,764.593750,1034.098755,171.126389,824.389587,1027.995605,299.288727,,,,,,
39,832.895081,794.458679,84.156212,803.099243,692.365295,41.886612,,,,832.931702,700.923645,46.861523,764.798889,1034.046875,171.259247,824.607117,1028.016479,299.105469,,,,,,
40,832.950317,794.427063,84.181900,803.152832,692.335083,41.798119,,,,832.806824,701.035461,46.784367,764.913635,1034.036377,171.323685,824.867004,1027.963501,299.000702,,,,,,
41,833.118896,794.320129,84.255623,803.145935,692.362000,41.824047,,,,832.782410,701.035034,46.732254,765.012329,1034.115356,171.337097,825.172241,1027.877441,298.909912,,,,,,
42,833.031738,794.330933,84.267387,803.117920,692.352356,41.838421,,,,832.833557,700.908875,46.828682,765.197754,1034.050171,171.323959,825.478760,1027.797119,298.759064,,,,,,
43,832.931091,794.338501,84.308655,803.023865,692.263611,41.935211,,,,832.869995,700.863953,46.884686,765.700012,1034.040283,171.030441,825.765381,1027.794800,298.664886,,,,,,
44,832.798584,794.357544,84.307327,802.937378,692.266174,42.036205,,,,832.730530,700.922974,46.901432,765.647888,1034.071899,171.149612,826.069763,1027.750732,298.754364,,,,,,
45,832.859802,794.339600,84.403847,802.811768,692.269775,41.999165,,,,832.748657,700.838928,46.960072,765.519348,1034.091431,171.203003,826.469666,1027.644409,298.695251,,,,,,
46,832.607849,794.343262,84.471695,802.812256,692.297668,42.015285,,,,832.722900,700.749146,47.011356,765.528564,1034.093628,171.094727,826.899292,1027.570435,298.340149,,,,,,
47,832.700378,794.222595,84.588615,802.878784,692.273315,41.965492,,,,832.641602,700.706848,47.132610,765.448914,1034.140747,170.783554,827.371643,1027.523560,298.132019,,,,,,
48,832.640076,794.169556,84.658943,802.784363,692.260986,41.979408,,,,832.566284,700.839783,47.096916,765.487915,1034.294067,170.449341,827.787415,1027.565674,297.930115,,,,,,
49,832.527039,794.158997,84.748619,803.041321,692.093079,41.586597,,,,832.524780,700.828674,47.191780,765.500916,1034.341797,170.235336,828.327698,1027.551147,297.570496,,,,,,
50,832.382263,794.171570,84.902054,803.190308,692.092834,41.395878,,,,832.185852,700.767822,47.592068,765.502808,1034.431030,170.261139,828.831116,1027.560669,297.293304,,,,,,
51,832.103027,794.149109,84.961975,802.730530,692.254028,41.866829,,,,832.046814,700.778809,47.716774,765.289124,1034.576416,170.160187,829.236694,1027.598145,296.987244,,,,,,
52,831.968018,794.071472,85.110298,802.549500,692.278137,42.066189,,,,832.023804,700.828247,47.772289,765.147949,1034.706543,170.074280,829.596924,1027.672852,296.709625,,,,,,
53,831.450867,794.263977,85.266304,802.807617,692.194824,41.733074,,,,831.900269,700.941040,47.903320,765.131958,1035.061768,169.672058,830.029236,1027.783203,296.415436,,,,,,
54,830.992188,794.243591,85.416603,802.567566,692.392822,41.937347,,,,831.534912,700.994507,47.916836,765.081116,1035.394897,169.331543,830.654724,1027.974243,296.074432,,,,,,
55,830.612976,794.290283,85.733780,802.380005,692.527161,42.063465,,,,831.312927,701.117065,48.052387,765.051636,1035.703613,169.054657,831.295837,1028.265259,295.637756,,,,,,
56,830.338440,794.492859,85.902962,802.313232,692.552490,42.115330,,,,831.098206,701.308777,48.331905,765.014404,1036.053589,168.848328,832.276794,1028.772949,294.845490,,,,,,
57,829.802307,794.772156,85.876923,802.205200,692.641479,42.121235,,,,831.222717,701.266846,48.792461,764.939026,1036.584106,168.463333,832.273132,1028.977661,294.621735,,,,,,
58,829.238464,795.043701,85.952431,802.269287,692.738464,42.247444,,,,831.259583,701.394531,49.366142,765.004761,1037.140259,168.072983,832.472656,1029.414063,294.419495,,,,,,
59,828.812012,795.322083,86.384323,802.320496,692.910767,42.329220,,,,831.251343,701.499390,49.602207,765.086121,1037.737915,167.686310,832.700195,1030.007324,293.890472,,,,,,
60,828.477234,795.524597,86.891594,802.347046,693.090515,42.782532,,,,831.003662,701.751648,49.823704,765.220886,1038.334839,167.449997,832.878357,1030.498047,293.563477,,,,,,
61,828.031067,795.858337,87.409187,802.292725,693.569458,43.501339,,,,831.256958,702.005737,51.151005,765.580566,1039.101074,167.278320,832.901733,1031.072388,293.314148,,,,,,
62,827.401794,796.551941,88.284172,802.192810,694.000732,44.314354,,,,830.598389,702.737915,52.629677,765.962036,1040.141724,166.934433,832.867371,1031.629272,293.045654,,,,,,
63,826.642090,797.218994,89.262703,802.000000,694.465149,44.990475,,,,830.155273,703.528137,53.623352,766.349854,1041.380859,166.534454,832.886780,1032.356934,292.801514,,,,,,
64,826.154724,798.066833,90.689339,801.659668,694.957581,45.819130,,,,829.939392,704.239563,54.648472,766.607422,1042.566650,166.077438,833.117737,1033.447388,292.348145,,,,,,
65,826.111511,798.527039,92.381630,801.666199,695.800903,47.909916,,,,829.315247,704.809753,56.382404,766.922668,1044.276978,165.510208,833.315613,1034.348022,291.877502,,,,,,
66,825.549438,799.485840,93.935837,801.337158,696.861877,49.710056,,,,828.926575,705.773926,58.275692,767.420654,1045.881958,165.324326,833.588196,1035.351929,291.311157,,,,,,
67,824.981873,801.089783,95.880768,801.229675,697.896912,51.475777,,,,829.480286,707.122681,60.543941,767.888489,1047.684204,165.208328,833.735046,1036.319580,290.852173,,,,,,
68,824.819092,802.496521,97.166946,800.945129,698.979553,54.040127,,,,829.105896,708.150024,62.919621,768.011902,1049.601929,165.320816,833.690674,1037.524292,290.596924,,,,,,
69,824.968079,803.495789,99.658897,800.619080,700.531372,57.060287,,,,828.903687,709.471497,65.604805,768.318420,1052.005981,165.635818,833.754883,1038.617188,290.451935,,,,,,
70,824.758057,804.717163,101.731720,800.377747,701.781067,59.475441,,,,828.110107,711.359436,68.470276,768.820740,1054.367676,165.853256,834.039368,1039.929321,289.832092,,,,,,
71,823.750305,806.388794,104.772835,800.291382,703.340210,62.676273,,,,827.780029,713.146240,71.265587,769.087708,1056.934204,165.996399,834.417480,1041.637817,289.366058,,,,,,
72,823.449402,807.823486,107.463867,799.837402,705.275635,66.023613,,,,827.943237,714.632690,74.814583,769.810913,1059.540039,166.520386,834.671570,1043.172974,289.186646,,,,,,
