path;score;n;leading;trailing;inner_missing;gaps;missing_rows;best_run;valid_fraction;Group
Exports/Daten_Raw_Clean\Precision\Probant11_Precision29_Precision29.csv;0.0;497;0;0;0;0;0;497;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant11_Precision31_Precision31.csv;0.0;532;0;0;0;0;0;532;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision21_Precision21.csv;0.0;576;0;0;0;0;0;576;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision22_Precision22.csv;0.0;424;0;0;0;0;0;424;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision23_Precision23.csv;0.0;473;0;0;0;0;0;473;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision24_Precision24.csv;0.0;465;0;0;0;0;0;465;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision25_Precision25.csv;0.0;548;0;0;0;0;0;548;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision26_Precision26.csv;0.0;422;0;0;0;0;0;422;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision27_Precision27.csv;0.0;401;0;0;0;0;0;401;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant12_Precision28_Precision28.csv;0.0;410;0;0;0;0;0;410;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision29_Precision29.csv;0.0;457;0;0;0;0;0;457;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision31_Precision31.csv;0.0;418;0;0;0;0;0;418;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision32_Precision32.csv;0.0;444;0;0;0;0;0;444;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision34_Precision34.csv;0.0;499;0;0;0;0;0;499;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision35_Precision35.csv;0.0;608;0;0;0;0;0;608;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision36_Precision36.csv;0.0;477;0;0;0;0;0;477;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant13_Precision37_Precision37.csv;0.0;468;0;0;0;0;0;468;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision38_Precision38.csv;0.0;431;0;0;0;0;0;431;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision39_Precision39.csv;0.0;470;0;0;0;0;0;470;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision40_Precision40.csv;0.0;407;0;0;0;0;0;407;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision41_Precision41.csv;0.0;402;0;0;0;0;0;402;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision42_Precision42.csv;0.0;472;0;0;0;0;0;472;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision45_Precision45.csv;0.0;449;0;0;0;0;0;449;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant14_Precision46_Precision46.csv;0.0;470;0;0;0;0;0;470;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant15_Precision48_Precision48.csv;0.0;517;0;0;0;0;0;517;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant15_Precision49_Precision49.csv;0.0;415;0;0;0;0;0;415;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant15_Precision50_Precision50.csv;0.0;439;0;0;0;0;0;439;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant15_Precision51_Precision51.csv;0.0;416;0;0;0;0;0;416;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant15_Precision57_Precision57.csv;0.0;380;0;0;0;0;0;380;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant16_Precision01112_Precision01112.csv;0.0;601;0;0;0;0;0;601;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant16_Precision01113_Precision01113.csv;0.0;556;0;0;0;0;0;556;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant16_Precision01115_Precision01115.csv;0.0;588;0;0;0;0;0;588;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant16_Precision01116_Precision01116.csv;0.0;431;0;0;0;0;0;431;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant16_Precision01117_Precision01117.csv;0.0;553;0;0;0;0;0;553;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant16_Precision01119_Precision01119.csv;0.0;475;0;0;0;0;0;475;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01120_Precision01120.csv;0.0;449;0;0;0;0;0;449;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01121_Precision01121.csv;0.0;385;0;0;0;0;0;385;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01122_Precision01122.csv;0.0;386;0;0;0;0;0;386;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01123_Precision01123.csv;0.0;394;0;0;0;0;0;394;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01124_Precision01124.csv;0.0;413;0;0;0;0;0;413;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01125_Precision01125.csv;0.0;336;0;0;0;0;0;336;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01126_Precision01126.csv;0.0;434;0;0;0;0;0;434;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01127_Precision01127.csv;0.0;287;0;0;0;0;0;287;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant17_Precision01128_Precision01128.csv;0.0;291;0;0;0;0;0;291;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant18_Precision01133_Precision01133.csv;0.0;407;0;0;0;0;0;407;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant18_Precision01134_Precision01134.csv;0.0;357;0;0;0;0;0;357;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant18_Precision01135_Precision01135.csv;0.0;457;0;0;0;0;0;457;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant18_Precision01137_Precision01137.csv;0.0;314;0;0;0;0;0;314;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant19_Precision01138_Precision01138.csv;0.0;560;0;0;0;0;0;560;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant19_Precision01141_Precision01141.csv;0.0;672;0;0;0;0;0;672;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant19_Precision01142_Precision01142.csv;0.0;592;0;0;0;0;0;592;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant19_Precision01144_Precision01144.csv;0.0;582;0;0;0;0;0;582;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant19_Precision01145_Precision01145.csv;0.0;583;0;0;0;0;0;583;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant19_Precision01148_Precision01148.csv;0.0;761;0;0;0;0;0;761;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant20_Precision01149_Precision01149.csv;0.0;494;0;0;0;0;0;494;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant20_Precision01150_Precision01150.csv;0.0;495;0;0;0;0;0;495;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant20_Precision01151_Precision01151.csv;0.0;547;0;0;0;0;0;547;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant20_Precision01152_Precision01152.csv;0.0;753;0;0;0;0;0;753;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant20_Precision01156_Precision01156.csv;0.0;896;0;0;0;0;0;896;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant20_Precision01157_Precision01157.csv;0.0;544;0;0;0;0;0;544;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant21_Precision01158_Precision01158.csv;0.0;430;0;0;0;0;0;430;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant21_Precision01159_Precision01159.csv;0.0;416;0;0;0;0;0;416;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant21_Precision01163_Precision01163.csv;0.0;436;0;0;0;0;0;436;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant21_Precision01164_Precision01164.csv;0.0;432;0;0;0;0;0;432;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant21_Precision01165_Precision01165.csv;0.0;393;0;0;0;0;0;393;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant21_Precision01166_Precision01166.csv;0.0;428;0;0;0;0;0;428;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant22_Precision01162_Precision01162.csv;0.0;513;0;0;0;0;0;513;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant22_Precision01164_Precision01164.csv;0.0;421;0;0;0;0;0;421;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant22_Precision01165_Precision01165.csv;0.0;364;0;0;0;0;0;364;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01158_Precision01158.csv;0.0;339;0;0;0;0;0;339;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01159_Precision01159.csv;0.0;313;0;0;0;0;0;313;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01160_Precision01160.csv;0.0;300;0;0;0;0;0;300;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01161_Precision01161.csv;0.0;347;0;0;0;0;0;347;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01162_Precision01162.csv;0.0;355;0;0;0;0;0;355;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01163_Precision01163.csv;0.0;374;0;0;0;0;0;374;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01164_Precision01164.csv;0.0;348;0;0;0;0;0;348;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01165_Precision01165.csv;0.0;320;0;0;0;0;0;320;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant23_Precision01166_Precision01166.csv;0.0;379;0;0;0;0;0;379;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01158_Precision01158.csv;0.0;323;0;0;0;0;0;323;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01159_Precision01159.csv;0.0;324;0;0;0;0;0;324;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01160_Precision01160.csv;0.0;306;0;0;0;0;0;306;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01161_Precision01161.csv;0.0;294;0;0;0;0;0;294;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01164_Precision01164.csv;0.0;311;0;0;0;0;0;311;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01165_Precision01165.csv;0.0;267;0;0;0;0;0;267;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant24_Precision01166_Precision01166.csv;0.0;231;0;0;0;0;0;231;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant25_Precision01158_Precision01158.csv;0.0;494;0;0;0;0;0;494;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant25_Precision01160_Precision01160.csv;0.0;424;0;0;0;0;0;424;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant25_Precision01161_Precision01161.csv;0.0;474;0;0;0;0;0;474;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant25_Precision01162_Precision01162.csv;0.0;408;0;0;0;0;0;408;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant25_Precision01164_Precision01164.csv;0.0;480;0;0;0;0;0;480;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight65_Weight65.csv;0.0;391;0;0;0;0;0;391;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight66_Weight66.csv;0.0;354;0;0;0;0;0;354;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight68_Weight68.csv;0.0;545;0;0;0;0;0;545;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight70_Weight70.csv;0.0;442;0;0;0;0;0;442;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight71_Weight71.csv;0.0;339;0;0;0;0;0;339;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight72_Weight72.csv;0.0;333;0;0;0;0;0;333;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant26_Weight73_Weight73.csv;0.0;347;0;0;0;0;0;347;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant27_Precision01158_Precision01158.csv;0.0;420;0;0;0;0;0;420;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant27_Precision01161_Precision01161.csv;0.0;510;0;0;0;0;0;510;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant27_Precision01162_Precision01162.csv;0.0;342;0;0;0;0;0;342;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant27_Precision01164_Precision01164.csv;0.0;297;0;0;0;0;0;297;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01158_Precision01158.csv;0.0;484;0;0;0;0;0;484;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01159_Precision01159.csv;0.0;442;0;0;0;0;0;442;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01160_Precision01160.csv;0.0;392;0;0;0;0;0;392;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01161_Precision01161.csv;0.0;421;0;0;0;0;0;421;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01164_Precision01164.csv;0.0;489;0;0;0;0;0;489;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01165_Precision01165.csv;0.0;491;0;0;0;0;0;491;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant28_Precision01166_Precision01166.csv;0.0;412;0;0;0;0;0;412;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01158_Precision01158.csv;0.0;387;0;0;0;0;0;387;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01159_Precision01159.csv;0.0;327;0;0;0;0;0;327;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01160_Precision01160.csv;0.0;329;0;0;0;0;0;329;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01161_Precision01161.csv;0.0;312;0;0;0;0;0;312;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01162_Precision01162.csv;0.0;301;0;0;0;0;0;301;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01163_Precision01163.csv;0.0;317;0;0;0;0;0;317;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01164_Precision01164.csv;0.0;330;0;0;0;0;0;330;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01165_Precision01165.csv;0.0;293;0;0;0;0;0;293;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant29_Precision01166_Precision01166.csv;0.0;276;0;0;0;0;0;276;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01158_Precision01158.csv;0.0;472;0;0;0;0;0;472;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01159_Precision01159.csv;0.0;433;0;0;0;0;0;433;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01161_Precision01161.csv;0.0;504;0;0;0;0;0;504;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01162_Precision01162.csv;0.0;431;0;0;0;0;0;431;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01163_Precision01163.csv;0.0;418;0;0;0;0;0;418;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01165_Precision01165.csv;0.0;465;0;0;0;0;0;465;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01166_Precision01166.csv;0.0;448;0;0;0;0;0;448;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant30_Precision01167_Precision01167.csv;0.0;390;0;0;0;0;0;390;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01158_Precision01158.csv;0.0;360;0;0;0;0;0;360;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01159_Precision01159.csv;0.0;389;0;0;0;0;0;389;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01160_Precision01160.csv;0.0;398;0;0;0;0;0;398;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01161_Precision01161.csv;0.0;362;0;0;0;0;0;362;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01162_Precision01162.csv;0.0;369;0;0;0;0;0;369;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01163_Precision01163.csv;0.0;383;0;0;0;0;0;383;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01164_Precision01164.csv;0.0;371;0;0;0;0;0;371;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant31_Precision01166_Precision01166.csv;0.0;444;0;0;0;0;0;444;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant32_Precision01158_Precision01158.csv;0.0;412;0;0;0;0;0;412;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant32_Precision01161_Precision01161.csv;0.0;311;0;0;0;0;0;311;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant32_Precision01162_Precision01162.csv;0.0;403;0;0;0;0;0;403;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant32_Precision01163_Precision01163.csv;0.0;352;0;0;0;0;0;352;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant32_Precision01164_Precision01164.csv;0.0;505;0;0;0;0;0;505;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant32_Precision01166_Precision01166.csv;0.0;373;0;0;0;0;0;373;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01158_Precision01158.csv;0.0;388;0;0;0;0;0;388;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01159_Precision01159.csv;0.0;389;0;0;0;0;0;389;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01160_Precision01160.csv;0.0;334;0;0;0;0;0;334;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01161_Precision01161.csv;0.0;466;0;0;0;0;0;466;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01162_Precision01162.csv;0.0;344;0;0;0;0;0;344;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01163_Precision01163.csv;0.0;316;0;0;0;0;0;316;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01164_Precision01164.csv;0.0;367;0;0;0;0;0;367;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01165_Precision01165.csv;0.0;288;0;0;0;0;0;288;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant33_Precision01166_Precision01166.csv;0.0;321;0;0;0;0;0;321;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01158_Precision01158.csv;0.0;428;0;0;0;0;0;428;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01159_Precision01159.csv;0.0;366;0;0;0;0;0;366;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01160_Precision01160.csv;0.0;437;0;0;0;0;0;437;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01161_Precision01161.csv;0.0;468;0;0;0;0;0;468;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01162_Precision01162.csv;0.0;359;0;0;0;0;0;359;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01163_Precision01163.csv;0.0;390;0;0;0;0;0;390;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01164_Precision01164.csv;0.0;415;0;0;0;0;0;415;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01165_Precision01165.csv;0.0;340;0;0;0;0;0;340;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant34_Precision01166_Precision01166.csv;0.0;371;0;0;0;0;0;371;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant35_Precision01158_Precision01158.csv;0.0;392;0;0;0;0;0;392;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant35_Precision01159_Precision01159.csv;0.0;344;0;0;0;0;0;344;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant35_Precision01160_Precision01160.csv;0.0;288;0;0;0;0;0;288;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant35_Precision01163_Precision01163.csv;0.0;362;0;0;0;0;0;362;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant35_Precision01164_Precision01164.csv;0.0;308;0;0;0;0;0;308;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant35_Precision01165_Precision01165.csv;0.0;313;0;0;0;0;0;313;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01158_Precision01158.csv;0.0;479;0;0;0;0;0;479;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01159_Precision01159.csv;0.0;388;0;0;0;0;0;388;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01160_Precision01160.csv;0.0;354;0;0;0;0;0;354;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01161_Precision01161.csv;0.0;397;0;0;0;0;0;397;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01162_Precision01162.csv;0.0;407;0;0;0;0;0;407;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01163_Precision01163.csv;0.0;553;0;0;0;0;0;553;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01164_Precision01164.csv;0.0;459;0;0;0;0;0;459;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01165_Precision01165.csv;0.0;382;0;0;0;0;0;382;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant36_Precision01166_Precision01166.csv;0.0;425;0;0;0;0;0;425;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01158_Precision01158.csv;0.0;382;0;0;0;0;0;382;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01159_Precision01159.csv;0.0;361;0;0;0;0;0;361;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01160_Precision01160.csv;0.0;398;0;0;0;0;0;398;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01161_Precision01161.csv;0.0;350;0;0;0;0;0;350;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01162_Precision01162.csv;0.0;323;0;0;0;0;0;323;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01163_Precision01163.csv;0.0;376;0;0;0;0;0;376;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01165_Precision01165.csv;0.0;278;0;0;0;0;0;278;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant37_Precision01166_Precision01166.csv;0.0;306;0;0;0;0;0;306;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant38_Precision01_Precision01.csv;0.0;331;0;0;0;0;0;331;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant38_Precision03_Precision03.csv;0.0;256;0;0;0;0;0;256;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant38_Precision06_Precision06.csv;0.0;334;0;0;0;0;0;334;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant38_Precision07_Precision07.csv;0.0;286;0;0;0;0;0;286;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant38_Precision09_Precision09.csv;0.0;342;0;0;0;0;0;342;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant38_Precision10_Precision10.csv;0.0;331;0;0;0;0;0;331;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01159_Precision01159.csv;0.0;373;0;0;0;0;0;373;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01161_Precision01161.csv;0.0;285;0;0;0;0;0;285;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01162_Precision01162.csv;0.0;385;0;0;0;0;0;385;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01163_Precision01163.csv;0.0;310;0;0;0;0;0;310;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01164_Precision01164.csv;0.0;337;0;0;0;0;0;337;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01165_Precision01165.csv;0.0;405;0;0;0;0;0;405;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01166_Precision01166.csv;0.0;313;0;0;0;0;0;313;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant39_Precision01167_Precision01167.csv;0.0;348;0;0;0;0;0;348;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision11_Precision11.csv;0.0;954;0;0;0;0;0;954;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision12_Precision12.csv;0.0;910;0;0;0;0;0;910;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision14_Precision14.csv;0.0;651;0;0;0;0;0;651;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision15_Precision15.csv;0.0;1012;0;0;0;0;0;1012;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision16_Precision16.csv;0.0;726;0;0;0;0;0;726;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision17_Precision17.csv;0.0;520;0;0;0;0;0;520;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision18_Precision18.csv;0.0;697;0;0;0;0;0;697;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision19_Precision19.csv;0.0;694;0;0;0;0;0;694;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant6_Precision20_Precision20.csv;0.0;680;0;0;0;0;0;680;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant8_Precision22_Precision22.csv;0.0;522;0;0;0;0;0;522;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant8_Precision23_Precision23.csv;0.0;526;0;0;0;0;0;526;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant8_Precision27_Precision27.csv;0.0;471;0;0;0;0;0;471;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant8_Precision28_Precision28.csv;0.0;429;0;0;0;0;0;429;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision20_Precision20.csv;0.0;477;0;0;0;0;0;477;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision21_Precision21.csv;0.0;489;0;0;0;0;0;489;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision22_Precision22.csv;0.0;571;0;0;0;0;0;571;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision23_Precision23.csv;0.0;527;0;0;0;0;0;527;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision24_Precision24.csv;0.0;445;0;0;0;0;0;445;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision25_Precision25.csv;0.0;457;0;0;0;0;0;457;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision26_Precision26.csv;0.0;715;0;0;0;0;0;715;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision27_Precision27.csv;0.0;457;0;0;0;0;0;457;1.0;precision
Exports/Daten_Raw_Clean\Precision\Probant9_Precision28_Precision28.csv;0.0;609;0;0;0;0;0;609;1.0;precision
