Weight61
Date:,2025/04/24
Time:,13:14:54
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,869.845276,724.153748,161.031097,748.407837,687.219849,148.512909,1097.363159,833.154541,415.748657,1074.138916,878.810730,212.130249,819.836426,633.023071,142.947723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,868.511780,725.044067,163.388260,746.922119,688.041504,151.277252,1096.601685,833.301270,415.867920,1072.990112,879.194397,212.565186,818.253601,631.732605,146.098083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,867.136292,725.393494,165.975418,745.277039,688.774719,153.680252,1095.626221,833.574463,416.084778,1072.157471,879.726563,212.802811,816.803528,631.705566,149.546936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,865.618652,726.124390,167.940338,743.594910,689.371643,156.327744,1094.823853,833.882263,416.234833,1070.570923,880.347595,213.604187,815.163696,632.602112,151.671600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,863.656494,727.004333,170.088028,741.740112,690.502441,159.042480,1094.116211,834.091064,416.164368,1069.766479,880.857056,214.140198,812.748413,634.494080,154.285233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,862.158875,727.678467,171.853943,739.766052,691.371582,161.427643,1093.386719,834.181091,416.116333,1068.190063,881.854614,214.623627,810.779907,634.928833,157.077789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,859.750977,728.511169,174.578186,737.530457,692.115417,164.451279,1091.552612,834.404358,416.681213,1066.084229,882.633972,215.580688,808.576660,634.951233,160.298538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,857.701172,729.153992,176.720978,735.342346,693.012573,166.956818,1089.818726,834.689880,417.295197,1064.610229,883.175171,215.920456,805.965637,635.780212,162.731674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,855.112366,729.756836,178.916641,732.988281,693.833923,169.697876,1088.688110,834.987610,417.684326,1062.352051,883.894592,216.596420,803.786560,637.007874,165.910522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,852.553040,730.353638,181.107788,730.455444,694.784851,172.453537,1088.123413,834.992493,417.842133,1060.557007,884.534424,217.459534,801.209229,637.222107,168.610611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,850.169006,731.137573,182.846802,727.869751,695.603210,174.811890,1086.923828,835.075928,418.153412,1057.988647,885.212524,218.290436,798.838013,637.692322,171.291183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,847.692200,731.942688,184.644196,725.273438,696.487488,177.428360,1085.122437,835.196228,418.417969,1054.906128,885.986694,219.319031,795.703918,638.403198,174.163300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,845.042480,732.599609,186.976593,722.436279,697.095886,180.178375,1083.892822,835.328003,418.507385,1053.064941,886.640930,219.624283,792.942810,639.250244,176.308884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,842.162048,733.073608,189.252594,719.268921,698.034119,182.772705,,,,1050.343384,887.262756,220.588516,789.580933,639.635315,178.825912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,838.885376,733.480469,191.135117,716.106567,698.861450,185.088730,,,,1047.593384,888.114807,221.132996,786.637817,640.200867,180.871399,1080.343140,835.723145,419.521423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,835.731079,734.046570,193.308685,712.446777,699.426697,187.811844,,,,1044.934937,888.564026,221.679947,783.219360,640.900391,183.357925,1079.074097,835.841980,419.891479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,832.540771,734.600708,195.174576,709.774292,699.919739,190.219971,,,,1042.145142,888.989319,222.701157,779.848572,641.798950,185.546616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,829.345642,735.028442,197.057343,706.189758,700.612122,192.586807,,,,1038.173706,889.818115,223.456711,776.651428,642.524841,187.522934,,,,1075.946411,835.786682,420.490356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,825.856506,735.719177,198.780090,702.399475,701.141846,194.640671,,,,1035.380493,890.297791,224.748383,772.927490,642.808838,189.327728,,,,1074.271362,835.917542,420.587250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,822.374268,736.210205,200.846252,698.992737,701.849060,196.923523,,,,1032.113892,890.596619,225.288300,769.297913,643.415161,191.011780,,,,1073.253418,835.814819,420.803589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,818.497314,736.427551,202.436249,695.195862,702.297424,199.541946,,,,1028.554321,890.987183,226.286591,765.337891,643.805908,192.869843,,,,1071.078003,836.001404,421.777405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,814.909851,736.755371,203.964630,691.242310,702.522705,201.691467,,,,1024.949829,891.277527,227.101959,761.288940,644.176270,194.648178,,,,1068.739136,836.074707,422.434143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,810.901306,737.123169,205.713440,687.041260,703.047791,203.854004,,,,1020.998230,891.861328,228.310333,757.611023,644.276917,195.927963,,,,1067.525879,835.880005,422.478577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,807.040649,737.336121,207.202255,683.326172,703.553955,205.431396,,,,1017.146301,892.084167,229.322067,753.506592,644.575562,197.521179,,,,1065.587891,835.962341,422.814178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,802.792725,737.872925,208.765228,679.590454,703.974670,206.851822,,,,1013.455933,892.655273,230.230316,749.215454,645.191162,198.817535,,,,1063.410889,836.113098,423.651703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,798.875671,738.243469,209.934982,675.475220,704.532654,208.803421,,,,1009.168823,893.174500,231.170181,745.082275,645.559875,200.117157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,794.510986,738.972595,211.026352,670.821533,705.025452,210.494705,,,,1005.383728,893.184204,232.299988,740.757324,645.795044,201.124496,,,,,,,1059.480469,835.913208,425.004822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,790.098572,739.102783,212.336136,666.187805,705.504456,211.970688,,,,1001.259094,893.207825,233.199371,736.190063,646.381836,202.028152,,,,,,,1058.151611,835.914429,424.773346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,785.453003,739.355774,213.313568,661.578857,705.943604,213.291336,,,,997.453979,893.251282,234.500290,731.366455,647.054688,203.928406,,,,,,,1056.912109,835.733215,424.992096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,780.811890,739.720764,213.993774,656.900452,706.540222,214.745804,,,,992.966125,893.665222,235.291458,726.615784,647.340454,204.897949,,,,,,,1054.199829,835.889038,426.203308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,775.978149,740.272156,215.122299,652.167236,707.135010,215.776962,,,,988.758179,893.697876,236.339218,721.998413,647.600586,205.231308,,,,,,,1052.419922,835.837463,427.094116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,771.175659,740.773865,215.961304,647.238464,707.643127,216.289444,,,,984.244446,893.640991,237.469330,717.039551,648.250916,206.200317,,,,,,,1050.184204,835.774353,427.333710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,766.703430,740.943359,216.705490,642.493164,708.315430,216.262085,,,,979.960327,893.459778,238.467163,711.893066,648.828979,207.142258,,,,,,,1048.075928,835.841675,427.673065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,761.921875,741.532776,217.388840,637.499817,708.712219,217.125839,,,,975.658691,893.318237,239.692596,706.625610,649.511597,208.563934,,,,,,,1046.093262,835.949768,429.216278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,756.786438,741.767029,218.183609,632.448181,709.295410,217.433807,,,,971.299500,893.111633,240.516815,701.751343,649.958740,209.160629,,,,,,,1043.843384,836.219543,429.710114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,751.720032,742.106934,218.656372,627.578674,710.116272,217.286819,,,,966.804871,892.927734,241.701660,696.826111,650.540649,209.496475,,,,,,,1041.896606,836.359619,430.026123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,746.638794,742.365601,219.001236,622.258484,710.821838,217.616226,,,,962.500427,892.439026,242.731079,691.538635,650.978455,209.410141,,,,,,,1039.958862,836.149658,430.080994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,741.682251,742.666992,219.323349,616.942078,711.563721,217.208481,,,,958.258057,891.969971,243.676636,686.434448,651.499695,209.230865,,,,,,,1037.579590,836.052734,430.888062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,736.821899,742.987305,219.138474,611.808105,712.161438,216.801834,,,,954.046997,891.782410,244.624619,681.053040,651.979248,209.580719,,,,,,,1036.141235,835.687012,431.404816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,731.578430,743.347534,219.476593,606.395447,712.656372,216.966064,,,,949.251404,891.577026,245.406372,675.550720,652.358459,209.877167,,,,,,,1033.625366,835.264099,431.880524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,726.268738,743.632324,219.817902,601.118164,713.246094,216.350723,,,,945.120483,890.816772,246.685974,670.010193,653.364441,209.820175,,,,,,,1031.796631,834.993774,431.940460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,720.965637,743.747437,219.721893,595.818298,713.601746,215.671265,,,,940.997742,889.983398,247.915634,664.661865,654.790039,209.425156,,,,,,,1030.234741,834.860962,432.358032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,715.871643,744.133972,219.404007,590.797485,714.193359,214.586029,,,,936.375671,889.569885,248.686447,659.152466,655.322876,209.032501,,,,,,,1028.134521,834.523193,432.666901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,710.530579,744.539307,219.494781,585.716858,714.651367,213.872055,,,,932.193115,888.992920,249.838654,653.748901,655.960083,208.368652,,,,,,,1025.561035,834.168823,433.008850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,705.114868,744.607239,219.770966,580.175415,715.044312,213.203033,,,,927.914001,887.906616,250.743744,648.701965,656.433655,207.624542,,,,,,,1023.881775,833.790161,433.127411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,700.017883,744.844910,219.497269,575.019714,715.533752,212.367844,,,,923.672485,887.141174,251.820984,643.642883,656.446106,207.032288,,,,,,,1021.726135,833.387024,433.580811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,695.115540,745.271240,219.301193,569.892395,716.073425,210.681122,,,,919.352478,886.684631,252.692703,638.248962,656.907288,206.134613,,,,,,,1019.767822,833.144531,434.031525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,690.459045,745.598694,218.846542,564.894958,716.489258,209.704849,,,,915.619934,885.528320,253.693298,632.805237,657.559570,205.290359,,,,,,,1017.410278,832.616516,434.228699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,685.491394,746.102173,218.433517,559.860107,717.056091,208.281387,,,,911.521545,884.502380,254.467087,627.976685,657.938660,204.634659,,,,,,,1015.599548,832.129333,434.423492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,680.549988,746.340210,217.991501,554.935730,717.597229,207.302155,,,,907.638123,883.794067,255.240509,622.872437,658.011963,203.544540,,,,,,,1013.932678,831.685120,434.746338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,675.763184,746.461853,217.083801,550.183472,718.131104,205.645508,,,,903.901306,882.989624,256.247589,617.458557,658.412781,202.932785,,,,,,,1011.784851,831.219727,435.132660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,671.079529,746.722778,216.398590,545.677063,718.683167,204.109787,,,,899.549561,881.740662,257.181427,612.888550,659.045532,201.490906,,,,,,,1009.570923,831.027588,435.214691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,666.559204,746.786682,216.178055,540.714172,719.206665,202.894272,,,,895.892334,880.503662,258.108856,607.763794,659.148193,200.495605,,,,,,,1007.473633,830.364502,435.818115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,662.083679,746.773987,215.028091,536.070862,719.687195,201.379013,,,,891.641785,879.603333,258.773651,603.114868,659.660217,198.644897,,,,,,,1006.071106,829.868164,435.564850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,657.426147,746.778503,214.567871,531.437256,720.173401,200.580475,,,,888.257080,878.040710,259.798584,598.126465,659.793640,197.720856,,,,,,,1003.733032,829.372742,435.774231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,652.966492,746.694458,214.191086,526.979492,720.757813,198.807312,,,,884.258362,876.997742,260.435974,593.468018,660.011902,196.395187,,,,,,,1001.727295,829.049622,436.372528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,648.639954,746.485840,213.063919,522.885315,721.105347,197.693405,,,,881.024170,875.576538,261.505859,588.870850,660.256714,195.173874,,,,,,,1000.388977,828.556702,436.448914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,644.608765,746.244385,212.654160,518.990295,721.632690,195.999100,,,,877.114136,874.463928,262.282593,584.468262,660.660522,193.525818,,,,,,,998.214294,828.099426,436.775543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,640.722839,746.307251,212.048401,515.044678,721.744324,194.224274,,,,874.148376,872.873413,263.040863,580.291809,660.674561,191.720322,,,,,,,996.553162,827.615234,436.773407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,636.978882,746.097595,210.995056,510.828308,722.127991,192.615204,,,,870.407776,871.567383,263.596832,576.106628,660.758606,190.139816,,,,,,,994.844727,827.025574,436.832916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,633.127563,746.162048,210.368683,506.669617,722.465149,191.648956,,,,867.031433,870.202454,264.483002,571.996277,661.129517,188.792206,,,,,,,993.038086,826.406494,436.981781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,629.041443,745.919678,209.595352,503.335052,722.698486,190.213974,,,,863.891541,868.417480,265.143280,567.907349,661.453125,187.078278,,,,,,,991.378784,825.914551,436.777191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,625.724365,745.699158,208.019379,499.751434,722.774170,189.261276,,,,861.207397,867.329407,265.768616,564.467468,661.819275,185.375198,,,,,,,989.455750,825.559509,437.095215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,622.291443,745.739014,207.723267,496.060272,722.965332,187.699753,,,,857.874146,865.812866,266.036652,560.916931,661.614502,183.789719,,,,,,,987.949768,825.014160,437.317841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,618.804626,745.438538,206.643951,492.993317,723.084717,186.633286,,,,855.095642,864.425232,266.707550,557.596802,661.813599,182.136353,,,,,,,986.273987,824.327271,436.869385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,615.463745,745.406067,205.488907,489.733246,723.314514,185.147446,,,,852.235413,863.090271,267.006592,554.115356,661.675415,181.504715,,,,,,,985.056946,823.573608,436.452972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,612.690247,745.237976,204.841736,486.477234,723.390747,184.079147,,,,849.420166,861.704102,267.392242,551.136658,661.740479,179.683929,,,,,,,983.149597,823.108276,436.802002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,609.246704,745.015747,204.118500,483.808289,723.588989,182.828476,,,,846.897400,860.387512,268.187500,547.878479,661.759399,178.811066,,,,,,,981.325867,822.685913,436.801819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,606.889771,744.871765,202.921112,480.710724,723.638428,181.445038,,,,844.092773,859.151367,268.239349,544.672791,661.828735,176.994171,,,,,,,979.943909,822.186035,436.459381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,603.871643,744.636780,202.019379,,,,,,,841.792725,857.888306,268.781525,542.041992,661.479980,175.695389,,,,,,,978.530884,821.468933,436.567352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,601.288574,744.239258,201.112000,,,,,,,839.513367,856.466919,269.136200,539.008667,661.232056,174.297638,,,,,,,976.792480,820.939636,436.971039,475.360168,723.971008,179.194458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,598.607910,744.081909,199.975021,,,,,,,836.915466,854.929016,269.413574,536.472107,661.229126,173.414047,,,,,,,974.922119,820.368469,436.648102,473.283081,723.898010,177.751984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,596.193542,743.781555,199.116562,,,,,,,834.771545,853.861206,269.562164,533.926453,661.197266,172.617172,,,,,,,973.340759,819.656006,436.221680,470.408966,723.841064,177.218369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,594.143127,743.583008,197.781754,,,,,,,832.535950,852.136475,269.593079,531.487793,661.643738,170.932816,,,,,,,972.461365,818.935669,436.243713,468.201141,723.926880,175.553116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,591.704956,743.449158,196.941803,,,,,,,830.415894,850.693237,270.071838,529.211792,661.466492,169.682129,,,,,,,970.722351,818.523804,436.318817,465.711639,723.776367,174.795029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,589.573914,743.458496,196.221680,,,,,,,828.522888,849.574829,270.220795,527.173096,660.951965,168.699341,,,,,,,968.858948,818.151489,435.972198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,587.444397,743.030273,195.615189,,,,,,,826.338013,848.024841,269.965332,525.043396,661.183655,167.420258,,,,,,,967.522705,817.741150,435.685486,,,,461.365356,723.431824,173.021118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,585.117676,742.581787,194.811295,,,,,,,824.207886,846.624817,270.167999,523.130005,660.655396,166.684235,,,,,,,966.373108,817.222900,435.650024,,,,459.434326,723.243286,171.462433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,583.481812,742.593994,193.702942,,,,,,,822.900818,845.482422,270.196991,520.738403,660.322510,166.356628,,,,,,,965.057739,816.640686,435.481171,,,,457.961395,723.074951,170.352371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
