Weight34
Date:,2025/04/22
Time:,16:07:47
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
124,887.643311,715.309875,134.994354,830.197693,632.179077,107.083008,,,,1054.046021,842.266785,513.860168,,,,,,,,,,,,,,,,,,,764.089783,693.864136,116.318283,1038.291626,801.882751,314.149109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,887.595093,715.496765,135.207611,830.058594,632.290344,107.297920,,,,1053.472534,842.673401,513.572693,,,,,,,,,,,,,,,,,,,764.042358,693.870850,116.307304,1038.246582,802.055847,314.057831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,887.314636,715.548950,135.525330,829.964722,632.297668,107.567871,,,,1052.795654,842.737732,513.858765,,,,,,,,,,,,,,,,,,,764.063599,693.959167,116.313637,1038.569824,801.944336,313.887207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,887.238770,715.595337,135.619339,829.939697,632.305542,107.747849,,,,1052.290894,842.809753,513.987488,,,,,,,,,,,,,,,,,,,764.057983,693.979614,116.298836,1039.020752,801.859619,313.533783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,887.167480,715.718933,135.627823,829.968201,632.261230,107.924194,,,,1051.958984,842.949951,513.874390,,,,,,,,,,,,,,,,,,,764.024170,694.072510,116.322121,1039.129639,801.947571,313.420258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,887.443787,715.685242,135.486115,829.967285,632.344177,108.145226,,,,1051.707520,843.079407,513.853149,,,,,,,,,,,,,,,,,,,763.952026,694.193542,116.353355,1038.960449,802.186401,313.388947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,887.460083,715.792358,135.450714,829.950439,633.076782,107.706543,,,,1051.550781,843.124939,513.894592,,,,,,,,,,,,,,,,,,,763.902222,694.230042,116.448967,1038.780640,802.447205,313.399139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,887.422546,715.961792,135.538651,830.007874,634.782898,106.743462,,,,1051.366455,843.202087,513.877930,,,,,,,,,,,,,,,,,,,,,,1038.693604,802.618958,313.383118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,887.521240,715.904175,135.641739,829.898193,635.680725,106.663055,,,,1051.062866,843.296692,513.863464,,,,,,,,,,,,,,,,,,,,,,1038.595337,802.848755,313.307190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,887.529480,716.010437,135.708542,829.806702,635.105103,107.455521,,,,1050.779785,843.385071,513.863342,,,,,,,,,,,,,,,,,,,,,,1038.515747,803.180420,313.242584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,887.466125,716.252808,135.888199,829.765015,633.873596,108.425743,,,,1050.553833,843.462830,513.724915,,,,,,,,,,,,,,,,,,,,,,1038.422119,803.420227,313.272186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,887.400085,716.567261,136.123001,829.679871,632.821899,109.228600,,,,1050.356445,843.499207,513.657166,,,,,,,,,,,,,,,,,,,,,,1038.365967,803.644775,313.296356,763.509705,694.873169,116.217834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,887.319580,716.852234,136.351730,829.711243,632.340393,109.779121,,,,1051.145386,843.278259,513.183289,,,,,,,,,,,,,,,,,,,,,,1038.268677,803.966919,313.285187,763.346069,695.131287,116.441704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,887.138977,717.263245,136.398819,829.783936,633.680115,109.085022,,,,1051.059082,843.270142,513.106567,,,,,,,,,,,,,,,,,,,,,,1038.051392,804.325317,313.324036,763.302124,695.313232,116.370277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,886.552124,717.815125,136.679626,829.572998,634.590149,109.042984,,,,1049.898682,843.700928,513.451904,,,,,,,,,,,,,,,,,,,,,,1037.836182,804.595825,313.365204,763.344055,695.413940,116.142349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,886.346375,718.030212,136.907227,829.494568,634.781738,109.326859,,,,1048.743652,843.921326,513.733582,,,,,,,,,,,,,,,,,,,,,,1037.691162,804.818726,313.458710,763.393066,695.599121,116.072792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,886.109009,718.257446,137.173019,829.351563,634.622375,109.731331,,,,1047.663574,843.955200,514.126831,,,,,,,,,,,,,,,,,,,,,,,,,763.435547,695.854370,116.347130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,885.923096,718.401184,137.378601,829.259399,634.504028,110.408592,,,,1047.173340,844.024414,513.867188,,,,,,,,,,,,,,,,,,,,,,,,,763.343018,696.024414,116.493385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,885.678467,718.627075,137.585892,829.214722,634.421936,110.997726,,,,1046.986572,844.085144,513.611084,,,,,,,,,,,,,,,,,,,,,,,,,763.215576,696.158081,116.609055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,885.455261,718.827209,137.901672,829.051392,634.463867,111.439354,,,,1046.674438,844.176147,513.581726,,,,,,,,,,,,,,,,,,,,,,,,,763.036438,696.357178,116.865173,1036.853638,805.725159,314.044250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,885.020447,719.067139,138.479279,828.650024,634.684204,111.675156,,,,1046.213745,844.187805,513.665466,,,,,,,,,,,,,,,,,,,,,,,,,762.959473,696.473511,117.213280,1036.330688,806.112671,314.273376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,884.760132,719.163086,138.820953,828.284363,635.162781,111.772621,,,,1045.870972,844.261780,513.710999,,,,,,,,,,,,,,,,,,,,,,,,,762.737305,696.629700,117.585381,1036.045532,806.421021,314.430847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,884.618347,719.297058,139.125626,828.082642,635.872925,112.113091,,,,1045.686401,844.351746,513.753296,,,,,,,,,,,,,,,,,,,,,,,,,762.436829,696.776855,117.917824,1036.172607,806.619690,314.430328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,884.330383,719.466003,139.284027,827.855408,636.446167,112.442513,,,,1045.888306,844.165222,513.645813,,,,,,,,,,,,,,,,,,,,,,,,,762.156494,697.051514,118.049301,1036.918091,806.552673,314.091980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,883.909241,719.625793,139.659012,827.589478,637.149719,112.543816,,,,1046.929565,843.891418,512.974426,,,,,,,,,,,,,,,,,,,,,,,,,761.753479,697.230774,118.400299,1037.417236,806.837097,313.993835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,883.783813,719.911987,139.989105,827.520691,636.811584,113.066208,,,,1046.424316,844.033752,512.981628,,,,,,,,,,,,,,,,,,,,,,,,,761.502441,697.406189,118.734398,1037.300903,807.202698,314.162506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,883.666382,720.219910,140.213135,827.413147,636.131165,113.828781,,,,1045.117065,844.485718,513.220337,,,,,,,,,,,,,,,,,,,,,,,,,761.278687,697.630066,118.892372,1037.091064,807.574890,314.509705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,883.483887,720.513367,140.625565,826.957764,635.426086,114.884819,,,,1043.790039,844.733093,513.418396,,,,,,,,,,,,,,,,,,,,,,,,,761.071655,697.848328,119.153046,1036.829590,807.926514,314.723907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,883.093872,720.875854,140.923553,826.365784,635.090576,116.348381,,,,1043.228516,844.838623,513.603516,,,,,,,,,,,,,,,,,,,,,,,,,761.110718,698.190186,119.346405,1036.550415,808.182007,314.947021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,882.423950,721.330139,141.343231,825.801575,634.973450,117.068565,,,,1042.850586,844.922485,513.583008,,,,,,,,,,,,,,,,,,,,,,,,,760.929199,698.404114,119.568459,1036.323120,808.420471,315.130646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,881.877747,721.665161,141.812851,825.291382,635.218445,117.260544,,,,1042.174805,845.019226,513.614136,,,,,,,,,,,,,,,,,,,,,,,,,760.424072,698.772705,120.504654,1035.989624,808.736389,315.351807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,881.435913,721.940430,142.371460,824.787170,635.660767,117.450516,,,,1041.707275,845.091309,513.553833,,,,,,,,,,,,,,,,,,,,,,,,,759.643799,698.990601,121.404381,1035.772095,809.074524,315.537079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,880.795776,722.208374,142.979538,824.108582,636.728699,118.255241,,,,1041.258423,845.078369,513.581909,,,,,,,,,,,,,,,,,,,,,,,,,758.927490,699.235718,122.052063,1035.588501,809.232056,315.530457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,880.036438,722.105347,143.781357,823.542114,637.789063,118.714348,,,,1040.997192,844.923767,513.820007,,,,,,,,,,,,,,,,,,,,,,,,,758.262756,699.476868,122.650604,1035.380371,809.321228,315.511261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,879.874451,722.196045,144.224136,823.048096,638.510559,119.339218,,,,1040.891724,844.853821,513.862732,,,,,,,,,,,,,,,,,,,,,,,,,757.841919,699.661560,123.635643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,879.727417,722.358826,144.585724,822.724121,639.923035,119.154739,,,,1041.251221,844.798157,513.419922,,,,,,,,,,,,,,,,,,,,,,,,,757.109009,699.785095,124.401672,,,,1033.959106,810.206177,315.982208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,879.219238,722.577881,144.777344,822.112061,641.088745,119.157967,,,,1041.048584,844.911011,513.353088,,,,,,,,,,,,,,,,,,,,,,,,,756.575928,699.925415,125.064049,,,,1033.511719,810.613220,316.175385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,878.284912,722.895142,145.400848,821.159912,641.213562,119.925591,,,,1040.018311,845.253723,513.783508,,,,,,,,,,,,,,,,,,,,,,,,,755.852600,700.088684,125.689697,,,,1033.503662,810.791626,316.321350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,877.020325,723.221375,146.201279,820.134949,640.545410,120.798775,,,,1039.194702,845.359375,513.947388,,,,,,,,,,,,,,,,,,,,,,,,,755.222778,700.335999,126.413399,,,,1033.823730,810.847412,316.125732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,876.079956,723.469727,147.085175,819.202820,639.695496,122.428024,,,,1038.611572,845.580994,513.712463,,,,,,,,,,,,,,,,,,,,,,,,,754.389160,700.599487,127.048843,,,,1033.835938,811.032104,315.989624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,875.687439,723.431763,147.726776,818.319946,638.154663,124.637436,,,,1038.132568,845.541748,513.614014,,,,,,,,,,,,,,,,,,,,,,,,,752.883911,700.726440,127.990631,,,,1033.497192,811.378113,316.073761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,875.163208,723.579712,148.063263,817.523926,637.080872,126.116554,,,,1037.581787,845.546936,513.656006,,,,,,,,,,,,,,,,,,,,,,,,,751.700684,700.983948,128.717484,,,,1032.987915,811.632507,316.161194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,874.233704,724.030334,148.645279,816.931274,637.149231,126.945503,,,,1037.021851,845.557434,513.610657,,,,,,,,,,,,,,,,,,,,,,,,,751.380676,701.182617,129.090836,,,,1032.398804,811.868225,316.267120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,873.028870,724.442505,149.444366,815.634583,637.694092,127.050850,,,,1036.278320,845.529419,513.466309,,,,,,,,,,,,,,,,,,,,,,,,,750.513062,701.510376,129.340408,,,,1031.503052,812.278198,316.362457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,871.221497,724.776184,150.234283,814.295532,638.129761,127.224548,,,,1036.418823,845.351929,513.169678,,,,,,,,,,,,,,,,,,,,,,,,,749.324402,701.804443,130.101028,,,,1029.786987,812.888611,316.711578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,869.795959,725.010376,150.859207,812.870911,638.470581,128.301956,,,,1035.915649,845.478271,513.130493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.201904,812.698608,317.317444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,869.456482,724.807434,151.068878,811.680725,639.308594,128.282654,,,,1035.070679,845.714355,513.313782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.912598,812.649048,317.476471,746.895386,702.170898,131.819733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,868.263367,725.163696,151.639618,810.598145,639.699219,129.493286,,,,1034.441528,845.861267,513.474121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.617065,812.703552,317.418640,745.966980,702.324463,132.824051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,866.783569,725.585449,152.541260,809.508789,639.606812,130.663879,,,,1033.328735,845.998718,513.300110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.211792,812.838562,317.419830,744.327393,702.660034,133.983795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,865.645142,725.787903,153.033325,807.688416,639.075928,131.972260,,,,1032.087524,845.897522,513.438171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.304321,813.025452,317.315704,742.147095,702.967957,134.991257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,864.680847,725.692810,153.711990,805.768494,639.100647,132.906784,,,,1031.728882,845.793701,513.072632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.467163,813.560120,317.869751,741.166504,702.991577,135.638107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,862.506775,726.303467,154.610825,804.662292,639.515015,133.253098,,,,1031.475586,845.541443,512.661499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.505371,813.583252,317.987976,739.836365,703.235535,136.155792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,860.684631,726.355896,155.090805,803.338257,639.806030,133.598526,,,,1031.018799,845.622192,512.595642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.590271,813.556763,318.058014,738.165466,703.503601,136.945129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,859.469482,726.269958,155.609467,801.376038,640.078247,134.092575,,,,1029.530518,845.913696,513.047791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.680725,813.685608,318.155121,736.526733,703.632141,138.009827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,858.107300,726.822815,156.139801,799.666931,640.203430,135.234711,,,,1028.328369,846.037048,513.436279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.418884,814.086853,318.495758,734.792480,703.803467,138.626450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,856.007202,726.983887,156.965668,797.996948,640.210938,136.284988,,,,1027.391113,845.925964,513.498169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.023682,814.512878,318.744995,733.309265,703.954102,139.270691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,854.041687,726.766602,157.984467,795.912598,640.520874,137.410263,,,,1026.201538,845.742676,513.354004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.182129,814.484985,318.433594,731.066040,704.121521,140.193848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,852.036560,726.990967,158.171310,794.238220,640.778687,138.016815,,,,1026.307373,845.269470,513.032532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.012390,814.505615,318.330505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,850.386536,727.220276,158.586517,792.500793,641.041504,138.340347,,,,1025.514160,845.378052,512.940796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.237549,815.014404,318.356659,,,,727.567200,704.371399,141.823807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,848.873108,727.282532,159.454208,790.401062,641.089661,138.819092,,,,1023.948242,845.728455,513.011902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.540222,815.017456,318.517944,,,,725.206726,704.623230,142.386353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,846.355652,727.775818,160.029160,788.235901,641.394775,139.619568,,,,1022.843323,845.700195,513.375122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.233154,815.008179,318.524750,,,,723.767029,704.872192,142.976944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,844.120056,727.875916,160.729660,786.255127,641.508850,140.580185,,,,1020.930298,845.568542,513.800781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.342346,815.038086,318.373596,,,,721.548767,705.036011,144.003738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,842.383911,727.696472,161.397171,783.943604,641.298157,141.208252,,,,1019.998413,845.168457,513.541321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.079285,815.621094,319.192078,,,,719.245850,705.261902,144.982864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,840.070618,727.918640,161.657730,781.768738,641.561401,141.837448,,,,1020.340881,844.935730,512.985413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.037720,815.475403,319.501953,,,,716.864990,705.363647,145.666183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,837.885559,728.120422,162.182312,779.591675,641.947937,142.850800,,,,1019.388611,845.135620,512.712769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.421326,815.432251,319.295563,,,,715.174622,705.503418,146.140427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,835.508118,728.287598,162.872360,777.022888,641.932983,143.433380,,,,1017.834900,845.006165,513.052795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.431458,815.843201,319.334778,,,,712.890198,705.763733,147.130493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,833.450073,728.307617,163.530441,774.679077,642.013245,143.796951,,,,1016.209167,844.850281,513.110596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.214478,815.751709,319.594574,,,,710.337219,705.888306,147.648636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,831.167969,728.410278,164.219772,772.279968,642.162537,144.248367,,,,1015.443909,844.568481,512.547913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.174927,815.524414,319.674347,,,,707.723083,706.206787,149.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,828.266296,728.641724,164.760208,769.891174,642.366699,144.939133,,,,1014.576416,844.614868,512.264771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.854309,816.002869,319.432800,,,,705.378601,706.369019,149.932281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
