Weight34
Date:,2025/04/22
Time:,16:07:47
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
53,893.870544,717.084595,136.566010,844.692993,630.011780,112.996597,,,,1071.382446,842.459778,521.535950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,893.929749,716.695801,136.302536,843.754578,629.989380,113.114311,,,,1071.267944,842.388428,521.376343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,893.924438,716.475098,136.122726,843.254700,629.948792,113.043060,,,,1071.058350,842.289978,521.178650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,893.796387,716.267822,136.006775,843.213318,629.809143,112.870338,,,,1070.666870,842.304688,521.113403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,893.613464,716.195374,135.881821,842.919739,629.761963,112.731964,,,,1070.252319,842.234375,521.039551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,893.361572,715.940308,135.552475,842.901306,628.978638,112.923164,,,,1070.283691,842.079102,520.783447,,,,,,,1049.523560,799.502686,319.000214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,893.313171,715.655273,135.341034,842.366821,629.242615,112.547104,,,,1070.065063,842.019653,520.573730,,,,,,,1049.384033,799.260925,318.808014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,893.245850,715.532593,135.237885,842.061035,629.108582,112.543053,,,,1070.047241,841.875732,520.407166,,,,,,,1048.879028,799.118530,318.834137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,893.141113,715.413269,135.129623,841.908691,628.607056,112.713654,,,,1069.862305,841.731628,519.973083,,,,,,,1048.825439,798.846252,318.853363,763.856140,700.289001,114.602913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,892.997742,715.346985,135.079330,841.525635,628.433655,112.795921,,,,1069.837524,841.454468,519.841064,,,,,,,1047.707275,798.807373,319.476227,763.619080,700.198547,114.779503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,893.130920,715.275146,134.893555,841.128601,628.426208,112.717308,,,,1069.532104,841.413818,519.870544,,,,,,,1046.964355,798.616272,319.807739,763.551086,700.121704,114.881142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,893.131226,715.213806,134.748871,840.539978,628.422791,112.237724,,,,1069.116455,841.229980,519.741699,,,,,,,1047.198486,798.386780,319.403717,763.427429,700.044861,114.920441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,893.050354,715.172485,134.600464,839.978333,628.408264,111.949677,,,,1068.897217,841.286743,519.575012,,,,,,,1046.871338,798.326965,319.203583,763.382996,699.851379,114.971947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,892.914856,715.138306,134.533417,839.452759,628.487366,111.733994,,,,1068.553589,841.274048,519.461182,,,,,,,1047.297485,797.907959,318.809418,763.391663,699.744141,115.020844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,892.915405,714.980591,134.372223,838.896851,628.584412,111.609818,,,,1068.101074,841.345520,519.400879,,,,,,,1047.518921,797.598511,318.545563,763.378906,699.541687,115.009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,892.845825,714.926758,134.349182,838.183044,629.347473,111.206490,,,,1067.525757,841.488403,519.250427,,,,,,,1047.166382,797.607544,318.613983,763.404785,699.381775,114.966232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,892.755676,714.845398,134.317871,837.908875,629.527954,111.060287,,,,1067.043701,841.558105,519.258179,,,,,,,1046.919800,797.397217,318.470734,763.448547,699.201538,114.969391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,892.565308,714.752563,134.300766,837.566345,629.607849,110.961632,,,,1066.755371,841.612427,519.159241,,,,,,,1046.773682,797.346741,318.263763,763.410706,699.044250,114.749931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,892.466858,714.694397,134.203171,837.222595,629.568115,110.905708,,,,1066.445923,841.500916,518.832458,,,,,,,1046.598755,797.287415,318.114868,763.440979,698.915771,114.697304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,892.375061,714.618225,134.008942,836.880066,629.599060,110.910271,,,,1066.277832,841.488220,518.555786,,,,,,,1046.490356,797.270142,317.973602,763.581360,698.746826,114.668144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,892.364441,714.443298,133.777954,836.701416,629.440735,110.955055,,,,1066.017700,841.455750,518.348511,,,,,,,1046.287720,797.285034,317.855499,763.658020,698.499329,114.577042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,892.222839,714.399414,133.616867,836.642029,628.939331,110.925545,,,,1065.744263,841.453308,518.189575,,,,,,,1046.091675,797.210205,317.695007,763.722595,698.352234,114.476738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,892.033752,714.303284,133.472107,836.562866,628.543518,110.906822,,,,1065.430420,841.439697,518.077271,,,,,,,1045.904053,797.181335,317.535370,763.828125,698.221497,114.359802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,891.778259,714.201172,133.319427,836.205933,628.680725,110.789627,,,,1065.152832,841.401245,518.010620,,,,,,,1045.758545,797.094849,317.289825,764.008484,697.971680,114.202011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,891.902649,714.142212,133.457169,835.933960,629.389893,110.178871,,,,1064.968872,841.363342,517.925842,,,,,,,1045.637451,797.098022,317.206177,764.073853,697.642517,113.809570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,891.734619,713.963867,133.058884,835.703796,630.263794,109.394112,,,,1064.741699,841.313049,517.899231,,,,,,,1045.407104,797.026733,317.111572,764.171448,697.487366,113.638512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,891.625793,713.835022,132.892715,835.442261,630.706055,109.066307,,,,1064.577515,841.307129,517.891846,,,,,,,1045.251587,796.993835,316.932251,764.227173,697.308350,113.651901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,891.466553,713.851440,132.845657,835.233704,630.797424,109.013084,,,,1064.373657,841.204102,517.817322,,,,,,,1045.069824,796.929077,316.780182,764.248657,697.153748,113.642258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,891.365173,713.828247,132.777145,835.230530,630.305054,108.718681,,,,1064.393555,841.098267,517.755859,,,,,,,1044.980957,796.736084,316.407684,764.278931,697.042664,113.611160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,891.236023,713.821167,132.704559,834.855713,630.630127,108.120605,,,,1064.375854,841.012268,517.717041,,,,,,,1044.848389,796.698914,316.266602,764.378967,696.925293,113.598335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,891.075256,713.734192,132.660751,834.233582,631.664551,107.811508,,,,1064.583252,840.711670,517.774231,,,,,,,1044.592529,796.724609,316.298370,764.365845,696.789307,113.638077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,890.679138,713.487244,133.070786,833.577026,632.004272,108.107407,,,,1064.454834,840.648743,517.698242,,,,,,,1044.188477,796.750183,316.381470,764.349731,696.766968,113.650589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,890.796570,713.624817,132.629761,833.070129,631.989258,108.111130,,,,1064.548584,840.567383,517.460449,,,,,,,,,,764.411743,696.678711,113.678131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,890.858398,713.663513,132.460251,832.776184,632.082153,107.878036,,,,1064.866577,840.459717,517.042175,,,,,,,,,,764.464233,696.560974,113.634766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,890.698853,713.702148,132.373398,832.421387,632.440430,107.661537,,,,1064.369141,840.606201,516.910156,,,,,,,,,,764.496521,696.515991,113.661072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,890.484680,713.704224,132.458038,832.114990,632.691040,107.341896,,,,1063.500610,840.843506,516.829163,,,,,,,,,,764.512573,696.336426,113.642708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,890.286743,713.712708,132.524384,832.189392,633.502563,105.839996,,,,1062.826050,840.949341,516.859924,,,,,,,,,,764.604309,696.278625,113.633484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,890.198914,713.759521,132.540756,832.007813,634.916992,104.340866,,,,1062.301392,841.040527,516.713928,,,,,,,,,,764.627991,696.183777,113.542831,1042.925537,796.981750,315.666260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,890.065857,713.718445,132.551987,831.426270,636.569275,103.307777,,,,1061.759644,841.195251,516.775635,,,,,,,,,,,,,1042.471558,797.001343,315.630859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,889.946655,713.761108,132.623123,831.005127,637.918396,102.778839,,,,1061.144287,841.244995,516.524109,,,,,,,,,,,,,1042.490967,797.159119,315.316345,764.587708,696.051331,113.700493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,889.905762,713.710571,132.588806,830.768250,638.405151,102.320885,,,,1061.070313,841.309753,516.354309,,,,,,,,,,,,,1042.548462,797.202759,314.990051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,889.805237,713.725952,132.606659,830.569641,638.608398,101.915169,,,,1060.804688,841.386475,516.247742,,,,,,,,,,,,,1042.498535,797.295959,314.843109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,889.702393,713.727661,132.664810,830.377441,638.715698,102.112206,,,,1060.775635,841.459717,516.147644,,,,,,,,,,,,,1042.298584,797.327820,314.754120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,889.734741,713.802673,132.698761,830.373474,638.283203,102.156219,,,,1060.495972,841.408203,516.158325,,,,,,,,,,,,,1042.125366,797.343506,314.768951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,889.604492,713.855835,132.741257,830.285889,637.717957,102.398575,,,,1060.219116,841.431396,516.002869,,,,,,,,,,,,,1042.031006,797.368408,314.759003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,889.477905,713.792725,132.692383,830.200500,637.297852,102.698051,,,,1060.064209,841.460205,516.004333,,,,,,,,,,,,,1041.890747,797.477905,314.688690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,889.431335,713.841431,132.692932,830.151611,637.067749,102.899521,,,,1059.901489,841.465393,515.984863,,,,,,,,,,,,,1041.828979,797.506775,314.659332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,889.417236,713.851135,132.703644,830.028992,637.004028,102.949341,,,,1059.701050,841.409668,516.012939,,,,,,,,,,,,,1041.743286,797.536865,314.590973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,889.306824,713.894348,132.739822,829.880127,636.717529,103.226242,,,,1059.330200,841.460449,515.864258,,,,,,,,,,,,,1041.675049,797.644958,314.589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,889.244568,713.909607,132.789352,829.690369,636.377808,103.468132,,,,1059.338745,841.446960,515.391907,,,,,,,,,,,,,1041.637939,797.692627,314.581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,889.194458,713.906128,132.858841,829.768066,635.867981,103.713699,,,,1059.863892,841.215454,514.928162,,,,,,,,,,,,,1041.499268,797.779907,314.585297,,,,763.951599,695.180908,114.874130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,889.169128,713.892578,132.878357,829.857605,634.589783,104.758858,,,,1059.835327,841.007935,514.653198,,,,,,,,,,,,,1041.377808,797.826904,314.536652,,,,764.529541,695.062805,114.709938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,889.105286,713.921082,132.923752,830.003052,633.060303,105.735054,,,,1059.601685,840.957642,514.656067,,,,,,,,,,,,,1041.281128,797.931641,314.506226,,,,764.354309,694.860840,115.015640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,888.992676,713.995300,133.037598,830.154907,631.770691,106.413101,,,,1059.486450,840.986084,514.507996,,,,,,,,,,,,,1041.243042,798.063171,314.497253,,,,764.077271,694.748291,115.322418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,888.949219,714.030151,133.114731,830.262878,631.110779,106.773712,,,,1059.106812,841.174011,514.326965,,,,,,,,,,,,,1041.154419,798.174927,314.444153,,,,764.011841,694.739319,115.616913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,888.893555,714.031433,133.146530,830.275391,631.095947,106.824059,,,,1058.070557,841.525452,514.502014,,,,,,,,,,,,,1041.020386,798.290344,314.387085,,,,763.963623,694.643982,115.615448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,888.967407,714.114624,133.384155,830.614441,631.005676,106.921753,,,,1057.412842,841.638916,514.605042,,,,,,,,,,,,,1040.871460,798.419739,314.388611,,,,764.096680,694.497437,115.649200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,889.176331,714.258057,133.163879,830.284790,631.431946,106.786850,,,,1057.108521,841.746948,514.658325,,,,,,,,,,,,,1040.701172,798.645386,314.316132,,,,764.168762,694.376404,115.598267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,888.941956,714.270691,133.500458,829.998352,632.090515,106.456337,,,,1056.771851,841.879517,514.648132,,,,,,,,,,,,,1040.526733,798.887878,314.251740,,,,764.180664,694.260010,115.588356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,888.708130,714.309021,133.672028,829.907288,632.668701,106.127480,,,,1056.479492,841.918274,514.652283,,,,,,,,,,,,,1040.360962,799.119019,314.235870,,,,764.174011,694.233093,115.690735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,888.625122,714.345154,133.741898,829.936829,633.198181,105.963150,,,,1056.207642,842.062988,514.652588,,,,,,,,,,,,,1040.249268,799.264465,314.195526,,,,764.209595,694.159302,115.940552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,888.703979,714.398865,133.898743,829.931885,633.448669,105.882416,,,,1056.042725,842.099792,514.618225,,,,,,,,,,,,,1040.113403,799.470581,314.166382,,,,764.114624,694.171448,116.056992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,888.629883,714.474426,134.009293,829.830994,633.318176,105.953011,,,,1055.908813,842.120056,514.587708,,,,,,,,,,,,,1040.006470,799.621643,314.115753,,,,764.126831,694.081848,116.069626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,888.479004,714.615845,134.131256,829.853027,633.039612,106.106888,,,,1055.719482,842.221558,514.604065,,,,,,,,,,,,,1039.775024,799.847168,314.052246,,,,764.223145,694.059875,116.125336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,888.412964,714.653320,134.217453,829.920349,632.750305,106.289986,,,,1055.489746,842.244995,514.490723,,,,,,,,,,,,,,,,,,,764.228699,693.966003,116.165947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,888.273865,714.738770,134.392258,829.968384,632.555908,106.458450,,,,1055.210449,842.230530,514.310425,,,,,,,,,,,,,,,,,,,764.247192,693.935486,116.158112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,888.192322,715.130737,134.605057,829.965637,632.430115,106.516563,,,,1055.517700,842.091064,513.945557,,,,,,,,,,,,,,,,,,,764.255554,693.851990,116.137085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,888.001648,715.038757,134.680573,829.961853,632.486328,106.625618,,,,1055.689331,842.131104,513.603760,,,,,,,,,,,,,,,,,,,764.259094,693.835938,116.129425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,887.916687,715.071655,134.843002,829.958557,632.585815,106.643059,,,,1055.620972,842.076599,513.511841,,,,,,,,,,,,,,,,,,,764.216370,693.746643,115.801277,1039.138306,800.935547,314.005554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,887.780579,715.252258,134.955246,829.909790,632.719971,106.557327,,,,1055.285889,842.027283,513.674561,,,,,,,,,,,,,,,,,,,764.227844,693.820801,116.050018,1038.803345,801.328552,314.128479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,887.728149,715.301514,135.038971,830.393860,632.232300,106.765007,,,,1054.581787,842.148804,513.688782,,,,,,,,,,,,,,,,,,,764.141724,693.862122,116.261551,1038.506836,801.577087,314.203796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
