Weight35
Date:,2025/04/22
Time:,16:07:53
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,893.794861,724.630920,141.683487,1060.399780,834.058838,531.783508,849.105286,635.937622,115.886772,762.669861,708.568298,117.007782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,893.759521,724.511353,141.576416,1059.961426,834.281311,531.765625,848.846375,635.915222,115.831078,762.638428,708.361023,117.015564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,893.467957,724.400879,141.460175,1059.734619,834.248718,531.776001,848.833984,635.750244,115.774010,762.591187,708.145081,117.015472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,893.578369,724.225037,141.423279,1059.730835,834.162598,531.773865,848.652954,635.556274,115.779900,762.610901,707.940125,116.952843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,893.560791,724.040161,141.325226,1059.772339,834.130432,531.780090,848.585510,635.392273,115.691040,762.597412,707.713867,116.841515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,893.444519,723.941101,141.074326,1059.854614,834.123596,531.732056,848.390625,635.280151,115.647179,762.710205,707.438904,116.604324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,893.383179,723.742371,140.986664,1059.779419,834.069946,531.660706,848.341614,634.970642,115.167763,762.871216,707.070984,116.132294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,893.379272,723.687073,140.699371,1059.766357,833.957703,531.647095,848.043152,634.837097,115.229843,762.919800,706.755493,115.436485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,893.291809,723.522156,140.599762,1059.693237,833.860901,531.615051,847.801636,634.632996,114.951782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,893.268555,723.388977,140.547272,1059.631836,833.848694,531.477722,847.447388,634.674866,114.735916,,,,762.632446,706.276855,115.347252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,893.325867,723.235901,140.421143,1059.636963,833.766357,531.441772,847.834106,634.605103,114.504845,,,,762.601990,706.036682,115.134117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,893.204651,723.013306,140.254059,1059.048462,833.814514,531.697998,847.491150,634.122803,113.879677,,,,762.499084,705.769104,114.942535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,893.176575,722.847229,140.143036,1059.332275,833.605103,531.544006,847.165466,633.839417,113.653801,,,,763.208435,705.220459,114.219070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,893.193298,722.743042,139.999100,1059.137085,833.738403,531.423157,847.008728,633.683960,113.021942,,,,763.715942,704.787659,113.548080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,893.167358,722.736877,139.656158,1059.279907,833.506958,531.333313,846.825195,633.658875,112.732048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,893.244873,722.463013,139.674225,1059.364136,833.337646,531.224731,846.657837,633.551697,112.566887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,893.237061,722.327698,139.644333,1059.309204,833.342529,531.104675,846.429626,633.433289,112.471313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,893.203979,722.205994,139.519974,1059.150879,833.290710,531.029785,846.400818,633.248779,112.350159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,893.277710,722.023560,139.417908,1059.502075,833.102478,530.875610,846.252502,633.244446,112.213913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,893.125427,721.940002,139.172852,1059.303345,833.135193,530.891357,846.089294,633.686951,111.698380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,893.087097,721.877319,138.847580,1059.126709,833.072693,530.858704,845.857544,634.068665,111.205696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,892.992676,721.755493,138.692627,1059.067749,832.987366,530.829651,845.787476,634.257568,110.853676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,892.657898,721.608276,138.623047,1058.945801,832.898315,530.718689,845.479431,634.060364,110.403061,,,,,,,764.738342,701.843689,110.225983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,892.605835,721.434631,138.376495,1058.860840,832.876831,530.747375,845.517700,633.746155,109.910828,,,,,,,764.704468,701.569763,110.335396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,892.638000,721.292786,138.099014,1058.796143,832.800903,530.679321,845.797180,633.472046,109.283928,,,,,,,764.651550,701.276672,110.227150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,892.410645,721.174988,137.776047,1058.637451,832.657104,530.586792,845.962158,633.056213,108.979027,,,,,,,764.764893,701.057556,110.155144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,892.282654,720.978577,137.494141,1058.540894,832.754150,530.282593,845.895203,632.798157,108.581345,,,,,,,764.934387,700.725769,109.962151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,892.415283,720.852905,137.158539,1059.072021,832.406494,530.085083,845.616089,632.576050,107.936111,,,,,,,764.896729,700.588440,109.760551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,892.376587,720.790466,136.923111,1059.548462,832.083374,530.040833,845.337158,632.551697,107.535583,,,,,,,764.981567,700.361694,109.562347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,892.354370,720.677917,136.711319,1059.278687,832.043762,529.936035,845.148987,632.415710,107.264511,,,,,,,765.112244,700.080994,109.235077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,892.284912,720.275452,136.389267,1059.076416,831.978577,529.863647,844.926086,632.845398,106.802559,,,,,,,765.323975,699.810120,108.961212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,892.288574,720.112122,136.208466,1058.992554,831.975708,529.829529,844.885071,633.765503,106.284782,,,,,,,765.452698,699.563416,108.738884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,892.247498,720.020569,136.046448,1058.837158,831.858826,529.652588,844.973572,633.901978,105.872017,,,,,,,765.543030,699.228333,108.109886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,892.312012,719.922485,135.845810,1058.732300,831.709351,529.606995,844.717712,633.583801,105.751740,,,,,,,765.686584,698.981262,107.792397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,892.178833,719.938049,135.787613,1058.854004,831.588013,529.400146,844.197021,633.054321,105.769501,,,,,,,765.773682,698.751282,107.603455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,892.039856,719.865906,135.720871,1058.848022,831.443176,529.122742,843.607605,632.534546,105.820404,,,,,,,765.781799,698.547058,107.567841,1042.382935,796.391663,327.508209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,891.939514,719.745422,135.648529,1058.744019,831.261963,528.942383,842.924133,632.455872,105.458679,,,,,,,765.724548,698.433167,107.508461,1042.420776,796.230530,327.409912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,891.749207,719.721130,135.604782,1058.516846,831.179810,528.871765,841.647644,633.475037,104.653908,,,,,,,765.686768,698.239380,107.382080,1042.381226,796.193298,327.142395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,891.551819,719.679443,135.422882,1058.015991,831.113770,528.640442,840.807007,634.676208,103.937515,,,,,,,765.778381,698.003174,107.265846,1042.167236,796.154419,326.882629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,891.393005,719.658936,135.198151,1058.161133,830.943665,528.539063,840.282349,635.537720,103.610634,,,,,,,765.845520,697.867004,107.150238,1041.932007,796.068542,326.790985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,891.202881,719.605774,135.070389,1058.034058,830.865234,528.327942,839.783081,636.040100,103.412491,,,,,,,,,,1041.775757,795.905273,326.621979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,891.045898,719.545471,134.748215,1057.786743,830.820984,528.164795,839.787354,635.929810,103.192841,,,,,,,,,,1041.618896,795.697266,326.411987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,890.547302,719.750305,134.818542,1057.643555,830.695129,527.980469,840.166199,635.125732,103.281265,,,,,,,,,,1041.456299,795.592957,326.185028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,890.445251,719.521484,134.350586,1057.490234,830.521301,527.900391,839.914612,636.591187,101.940010,,,,,,,,,,1041.278442,795.420349,326.052704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,890.258911,719.566406,134.144958,1057.194092,830.448242,527.867188,839.183411,640.285706,99.513153,,,,,,,,,,1041.093018,795.305908,326.002991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,890.087646,719.528625,134.151428,1056.935791,830.322083,527.809509,838.661926,643.912415,97.532410,,,,,,,,,,1040.926025,795.219971,325.906677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,889.847473,719.440918,134.125946,1056.791138,830.310425,527.505859,838.627258,645.922913,96.373474,,,,,,,,,,1040.925171,795.207947,325.492126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,889.541931,719.442932,134.107025,1056.625732,830.266479,527.461731,838.366028,646.004944,96.220032,,,,,,,,,,1040.875244,795.027283,325.349854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,889.343445,719.368958,134.098312,1056.300049,830.126282,527.515442,837.863525,645.153198,96.801712,,,,,,,,,,1040.622925,794.868164,325.381348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,889.342590,719.245239,134.056885,1056.076416,830.087830,527.606384,837.678833,642.555359,98.607613,,,,,,,,,,1040.335205,794.653198,325.461792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,889.154480,719.161804,133.977280,1055.867188,830.076599,527.620300,837.667664,639.064331,100.698532,,,,,,,,,,1040.036499,794.510376,325.605621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,888.857239,719.136536,133.981613,1055.907104,830.080750,527.327209,837.657043,636.214050,102.254326,,,,,,,,,,1039.719238,794.382202,325.690704,765.008179,696.038513,107.314178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,888.815308,718.987610,134.067307,1055.831909,830.123352,527.164368,837.706970,633.759583,103.659691,,,,,,,,,,1039.563599,794.244019,325.712738,764.799194,695.814941,107.499519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,888.751404,718.952515,134.073181,1055.456055,830.056213,526.975220,837.641479,632.289673,104.353027,,,,,,,,,,1039.708862,794.197693,325.320709,764.601257,695.608032,107.664719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,888.605286,718.867004,134.053772,1055.215088,830.015625,526.959229,837.373840,631.890442,104.132454,,,,,,,,,,1039.688354,794.114624,325.051514,764.495850,695.291138,107.715782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,888.446960,718.765198,133.989517,1054.957642,830.015869,526.901855,836.888000,632.366821,103.657555,,,,,,,,,,1039.468628,794.008911,324.879150,764.535767,694.950562,107.695198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,888.395813,718.682190,133.946121,1054.685547,830.063904,526.805298,836.617981,633.497742,103.046097,,,,,,,,,,1039.143555,793.979919,324.710114,764.511658,694.700562,107.744431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,888.271118,718.678528,133.863388,1054.507813,829.949463,526.635376,836.579651,634.288086,102.323456,,,,,,,,,,1038.925659,793.906982,324.710114,764.480347,694.469971,107.820114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,888.251953,718.550903,133.811661,1054.254272,829.957520,526.542419,836.398315,634.688599,102.153023,,,,,,,,,,1038.755249,793.850830,324.635742,764.502625,694.266541,107.894859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,888.176331,718.516052,133.793579,1053.977295,829.955811,526.505249,836.269653,634.453003,102.028595,,,,,,,,,,1038.615601,793.821289,324.336029,764.530762,693.988403,107.770447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,888.086365,718.425354,133.742020,1053.842773,829.896912,526.376465,836.090332,634.527100,101.738487,,,,,,,,,,1038.476563,793.828491,324.231415,764.584045,693.828125,107.677055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,888.195374,718.349365,133.819641,1053.741699,829.893982,526.234558,835.897827,634.170410,101.838310,,,,,,,,,,1038.213135,793.782898,324.018646,764.672363,693.717102,107.664337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,887.962769,718.342407,133.721344,1053.564453,829.900085,526.136169,835.689880,634.962402,101.140755,,,,,,,,,,1038.052734,793.792603,323.840790,764.735168,693.599365,107.597008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,887.975830,718.347778,133.613785,1053.339844,830.007690,525.903870,835.580200,635.457825,100.790520,,,,,,,,,,1037.970825,793.711609,323.425446,764.779053,693.488159,107.647934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,887.786194,718.397400,133.510925,1053.145142,829.971191,525.913269,835.499512,636.176392,100.266747,,,,,,,,,,1038.054321,793.692200,323.174927,764.807312,693.449524,107.597565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,887.625122,718.418762,133.479889,1053.012573,830.052124,525.780090,835.344971,637.117188,99.270935,,,,,,,,,,1037.991211,793.693787,323.104095,764.862122,693.368103,107.596962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,887.542969,718.408508,133.441910,1052.934692,830.084045,525.705566,835.276428,637.817261,98.745575,,,,,,,,,,1037.902710,793.628662,323.036102,764.884583,693.341003,107.554771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,887.469788,718.418152,133.367645,1052.956543,830.045715,525.676270,835.157288,638.322266,98.369041,,,,,,,,,,1037.830811,793.636353,322.945221,764.940735,693.337341,107.582794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,887.517273,718.387695,133.369446,1053.095947,829.973572,525.468872,835.155273,638.255188,98.434509,,,,,,,,,,1037.770630,793.633545,322.959747,764.946838,693.339600,107.593948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,887.466187,718.446045,133.327606,1053.148560,829.883789,525.283813,835.159790,638.173401,98.290855,,,,,,,,,,1037.690674,793.655151,322.869385,765.025269,693.340210,107.545319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,887.498962,718.416016,133.283676,1052.660034,830.050476,525.355286,835.092346,637.876587,98.213791,,,,,,,,,,1037.612061,793.671387,322.779358,765.061096,693.340515,107.509575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,887.505005,718.403320,133.267593,1052.863037,829.944214,525.256165,834.971313,637.598450,98.234764,,,,,,,,,,1037.581665,793.674805,322.719971,765.140381,693.322266,107.511528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,887.734070,718.312378,132.799026,1052.952271,829.945801,525.086365,834.967163,637.856384,97.976181,,,,,,,,,,1037.580933,793.687805,322.657318,765.157898,693.318359,107.507774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,887.506836,718.405701,133.086105,1053.050049,829.883911,524.978699,834.939758,638.373169,97.635582,,,,,,,,,,1037.546021,793.696106,322.582642,765.346863,693.272400,107.669098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,887.394165,718.430603,133.228745,1052.921875,829.877930,524.961670,834.862122,638.771240,97.368103,,,,,,,,,,1037.453003,793.725464,322.474609,765.431152,693.286865,107.637321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,887.375854,718.440796,133.236130,1052.785522,829.850891,524.869141,834.839966,638.934570,97.268929,,,,,,,,,,1037.468994,793.725647,322.467804,765.507141,693.270386,107.520927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,887.250671,718.362915,133.221161,1052.728394,829.899048,524.782593,834.717957,639.208862,97.034904,,,,,,,,,,1037.363159,793.642822,322.358368,765.531006,693.180603,107.472733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,887.204590,718.360596,133.276367,1052.605591,829.888855,524.591003,834.597290,639.632568,96.624947,,,,,,,,,,1037.315063,793.623962,322.320953,765.511414,693.148438,107.519836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,887.079285,718.370361,133.308304,1052.536377,829.789551,524.398376,834.612061,639.910278,96.513229,,,,,,,,,,1037.282593,793.634644,322.318573,765.536072,693.143738,107.599167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,886.986023,718.412598,133.368240,1052.313721,829.798218,524.238220,834.519348,640.359802,96.141945,,,,,,,,,,1037.171143,793.661133,322.156738,765.561829,693.035278,107.629906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,886.893188,718.400635,133.358490,1052.197754,829.807190,524.157471,834.320435,640.784180,95.813950,,,,,,,,,,,,,765.611145,692.996826,107.599480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,886.857056,718.284912,133.392044,1051.966797,829.816895,524.002930,834.229187,641.051270,95.653702,,,,,,,,,,,,,765.625610,692.916077,107.573151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,886.937622,718.381714,133.424896,1052.082886,829.539063,523.972168,834.013306,641.518372,95.192513,,,,,,,,,,,,,765.623657,692.901306,107.571045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,886.814148,718.255859,133.260300,1052.149902,829.449036,523.537964,833.915833,642.106995,94.770073,,,,,,,,,,,,,765.390930,692.809326,107.821510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,886.724365,718.143738,133.206177,1052.266846,829.429016,523.201843,833.464600,642.628296,94.350616,,,,,,,,,,,,,765.267212,692.673645,107.980553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,886.655029,718.126709,133.228455,1052.114136,829.361633,522.862488,833.328796,642.821472,94.251274,,,,,,,,,,,,,765.291504,692.553894,108.057327,1036.310669,793.760742,321.489624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,886.544189,718.043152,133.239914,1052.041626,829.282288,522.800964,833.223328,642.859192,94.222000,,,,,,,,,,,,,765.321655,692.531433,108.078651,1035.414795,793.737488,321.623566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,886.426086,718.060181,133.246521,1052.027466,829.332764,522.622314,833.292542,643.201233,93.867279,,,,,,,,,,,,,765.336487,692.442200,108.021248,1035.515991,793.870544,321.337921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,886.324768,717.954041,133.266968,1051.851929,829.376343,522.525024,833.120728,643.482422,93.727074,,,,,,,,,,,,,765.357422,692.343323,108.392029,1035.768921,793.922913,320.747772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,886.309509,717.881958,133.298721,1051.578613,829.360352,522.528320,833.011047,643.307068,93.899910,,,,,,,,,,,,,765.320129,692.227295,108.534248,1035.951172,793.912354,320.390900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,886.187988,717.794189,133.330078,1051.058105,829.429565,522.490967,833.199707,643.369324,93.574371,,,,,,,,,,,,,765.256714,692.110962,108.486458,1035.913452,793.907532,320.400055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,886.109741,717.781311,133.349960,1050.062988,829.651978,522.673035,833.405640,643.724792,93.227135,,,,,,,,,,,,,765.237732,692.099121,108.530212,1035.655640,794.014221,320.605255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,885.966553,717.819031,133.365952,1049.432007,829.749817,522.802673,832.963745,643.896851,93.411942,,,,,,,,,,,,,765.221191,692.022827,108.556023,1035.639404,793.956055,320.702332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,886.047668,717.651855,133.316620,1049.162842,829.670776,522.712158,833.002258,643.826965,93.325363,,,,,,,,,,,,,765.231445,691.993958,108.513100,1035.726196,794.034729,320.375610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,885.918762,717.679260,133.432602,1048.833130,829.679626,522.397583,832.921387,643.770996,93.461685,,,,,,,,,,,,,765.235107,692.009216,108.532608,1035.784912,794.088928,320.125702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,885.858337,717.650818,133.353882,1048.628052,829.625549,522.199463,832.758362,643.650085,93.690109,,,,,,,,,,,,,765.218872,691.905212,108.640038,1035.722412,794.158813,320.039856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
